@relation 'Imagette-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval-Sweka.attributeSelection.BestFirst -D 1 -N 5-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ChiSquaredAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ChiSquaredAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 50'

@attribute Airs_Center_X_0 numeric
@attribute Mass_Center_X_0 numeric
@attribute Hough_Lines_Horizontal_Global numeric
@attribute Airs_Center_X_2 numeric
@attribute Hough_Circles_Radius_Global numeric
@attribute Hough_Lines_DiagonalPos_Global numeric
@attribute Airs_Center_X_8 numeric
@attribute Hough_Lines_Vertical_4 numeric
@attribute Mass_Center_Y_0 numeric
@attribute Mass_Center_Y_2 numeric
@attribute Airs_Center_X_4 numeric
@attribute Hough_Lines_Horizontal_4 numeric
@attribute Airs_Triangle_1_X_0 numeric
@attribute Hough_Lines_DiagonalNeg_Global numeric
@attribute Airs_Triangle_1_Y_4 numeric
@attribute Black_Pixel_4 numeric
@attribute Hough_Lines_Vertical_Global numeric
@attribute Airs_Center_X_GLOBAL numeric
@attribute Mass_Center_Y_8 numeric
@attribute Mass_Center_X_2 numeric
@attribute Airs_Center_X_5 numeric
@attribute Mass_Center_X_8 numeric
@attribute Mass_Center_Y_7 numeric
@attribute Hough_Lines_Horizontal_1 numeric
@attribute Mass_Center_Y_4 numeric
@attribute Harris_Corners_X_0 numeric
@attribute Airs_Center_X_7 numeric
@attribute Airs_Center_X_3 numeric
@attribute Hough_Lines_Nb_4 numeric
@attribute Airs_Center_Y_3 numeric
@attribute Airs_Center_X_1 numeric
@attribute Hough_Lines_DiagonalPos_6 numeric
@attribute Mass_Center_X_6 numeric
@attribute Airs_Triangle_1_Y_8 numeric
@attribute Airs_Center_Y_7 numeric
@attribute Black_Pixel_7 numeric
@attribute Airs_Length_Contours_4 numeric
@attribute Mass_Center_Y_3 numeric
@attribute Hough_Lines_Horizontal_0 numeric
@attribute Airs_Triangle_1_X_GLOBAL numeric
@attribute Hough_Lines_Horizontal_7 numeric
@attribute Hough_Lines_Horizontal_6 numeric
@attribute Airs_Center_X_6 numeric
@attribute Mass_Center_X_7 numeric
@attribute Airs_Triangle_1_Y_7 numeric
@attribute Mass_Center_Y_1 numeric
@attribute Hough_Lines_DiagonalPos_8 numeric
@attribute Airs_Triangle_1_X_7 numeric
@attribute Mass_Center_Y_Global numeric
@attribute Hough_Lines_DiagonalNeg_7 numeric
@attribute Class {accident,bomb,car,casualty,electricity,fire-brigade,fire,flood,gas,injury,paramedics,person,police,road-block}

@data
75.8064,0.798387,61.1111,46.7742,31.2925,22.2222,32.8998,0,0.600289,0.727211,50,100,93.5484,0,249.433,8.44854,16.6667,48.4211,0.407453,0.773579,59.6774,0.288102,0.206349,100,0.368056,96.7742,48.3871,41.9355,2,226.757,50,0,0.194624,85.9291,68.0272,27.4962,46.5,0.399351,0,-34.7368,100,100,48.3871,0.575269,108.52,0.25,0,-0.460829,0.510968,0,car
64.7059,0.714795,30,44.1176,25.5556,20,5.88235,0,0.432323,0.833333,47.0588,0,41.1765,0,229.06,34.1176,50,47.0283,0,0.764706,47.0588,0,0.349679,0,0.603704,88.2353,44.2042,44.958,0,333.333,47.0588,0,0.448529,44.4444,228.105,40.3922,81,0.179012,0,-2.07293,100,100,51.2138,0.472049,44.4444,0.316667,0,119.118,0.591378,0,car
78.1818,0.79784,58.3333,49.0909,29.095,27.7778,26.3636,0,0.617267,0.314649,49.0909,100,96.3636,0,191.327,7.07792,13.8889,49.7006,0.299438,0.443807,26.3636,0.271212,0.535684,100,0.784325,86.5455,49.0909,55.3412,6,300.576,49.0909,0,0.491822,220.182,191.327,27.2727,37.5,0.587494,0,-12.9409,66.6667,90,51.3742,0.397047,390.502,0.15873,0,-41.958,0.591785,0,car
69.2308,0.731695,66.6667,49.0385,27.029,12.1212,30.504,0,0.408447,0.292056,13.4615,100,70.4545,0,194.421,6.28698,21.2121,49.3631,0.365486,0.435973,33.3153,0.242403,0.371671,100,0,94.2308,49.0385,51.9231,2,325.444,49.0385,0,0.548461,14.7929,192.308,26.0355,11,0.540786,0,-52.1584,87.5,75,49.0385,0.479778,-172.698,0,0,45.5277,0.586402,0,car
83.3333,0.818054,66.6667,49.0196,28,23.3333,35.2941,0,0.526228,0.251596,47.0588,100,75.0898,0,314.667,2.90196,10,49.3507,0.287298,0.519057,48.0392,0.380442,0.37644,100,0,78.4314,49.0196,53.9216,1,192,49.0196,33.3333,0.255977,560,208,36,5,0.485105,0,50.5597,93.3333,33.3333,49.0196,0.428727,364.8,0,0,-10.9804,0.386848,0,car
77,0.750476,68,49,28.971,16,25,0,0.660381,0.077778,45,100,45.8763,0,368,11.44,16,49.6689,0.374035,0.128889,29.1085,0.249357,0.314833,100,0.871111,82,49,50,2,336,49,0,0.712614,16,192,30.4,67.5,0.587169,0,-48.0965,62.5,83.3333,49,0.577972,16,0,25,2,0.538834,12.5,car
82.3529,0.858654,66.6667,49.0196,31.1398,21.2121,35.2941,0,0.734241,0.201724,13.7255,0,96.0784,0,381.944,1.47059,12.1212,49.3507,0.250579,0.310597,35.0463,0.236329,0.252464,100,0.888889,80.3922,49.0196,44.1176,0,199.653,49.0196,0,0.689458,17.3611,208.333,36.1111,0,0.474363,50,-29.8927,92.3077,100,50.1225,0.358964,479.167,0.312802,0,1.96078,0.446973,0,car
62.766,0.332928,73.3333,48.9362,28.8356,16.6667,26.5957,0,0.390575,0.336017,48.9362,100,53.1915,0,236.545,7.89007,10,49.2958,0.31062,0.281746,26.5957,0.185407,0.496409,100,0,70.2128,47.8075,48.9362,3,312.5,48.9362,0,0.341574,54.0123,193.836,31.9149,153,0.597208,25,67.901,100,75,48.9362,0.491511,-66.7032,0,0,2.12766,0.55208,0,car
75,0.762994,81.25,47.5238,31.873,12.5,38.0435,0,0.59578,0.1325,30.4348,100,95.6522,0,144,7.82609,6.25,49.2754,0.151365,0.422856,47.9261,0.28256,0.392804,100,0.678864,95.6522,48.913,50,3,288,48.913,0,0.653658,16,176,28,55.5,0.482097,0,-45.2956,80,85.7143,48.913,0.408497,16,0.14,20,2.17391,0.506162,10,car
73.0769,0.345887,76.9231,49.0385,31.0145,15.3846,25,0,0.202899,0.297101,25.9615,100,60.989,0,283.554,7.19064,7.69231,49.6795,0.24979,0.502003,28.7729,0.168918,0.273244,100,0.823672,75,49.0385,33.6538,2,207.939,49.0385,22.2222,0.454658,18.9036,189.036,30.1839,13,0.461163,20,4.44114,77.7778,66.6667,50.2159,0.515418,329.868,0,0,-19.2308,0.525131,11.1111,car
79,0.593932,76.4706,48,29.5159,14.7059,35,0,0.404907,0.483636,0,0,71.3333,2.94118,0,5.92,5.88235,49.3333,0.438069,0.426061,44,0.312608,0.358036,100,0,73.5,49,37,0,192,49,0,0.768152,320,200,35.2,0,0.473854,33.3333,-13.6244,76.4706,100,49,0.413197,-136.381,0.11,12.5,2,0.55661,11.7647,car
78.8462,0.811325,72.4138,49.0385,34.8679,20.6897,36.3565,0,0.633333,0.322866,0,0,96.1538,0,0,1.50502,6.89655,49.6835,0.265701,0.450142,48.0769,0.312843,0.429694,100,0,90.3846,49.0385,37.5,0,207.939,49.0385,0,0.111785,18.9036,217.391,30.8528,0,0.478261,0,-15.2919,100,100,49.0385,0.390569,137.726,0.114493,10,182.692,0.62718,0,car
61.1111,0.372771,70,47.9167,27.1242,12.5,36.0666,0,0.688726,0.043277,49.0741,100,41.7037,0,202.549,10.8932,17.5,48.7654,0.257947,0.248236,47.6621,0.284827,0.185877,100,0.871843,48.1481,36.1111,49.396,6,197.633,49.0741,0,0.540453,8.65052,129.758,13.1808,39.5,0.692234,33.3333,-50.5773,50,71.4286,49.0741,0.185335,254.037,0,0,1.85185,0.556537,0,car
73.4043,0.736513,58.6207,45.276,31.9149,13.7931,48.9362,0,0.682916,0.095878,0,0,78.9787,0,0,0,27.5862,48.5816,0.566651,0.808511,51.0638,0.279201,0.557552,100,0,85.3723,47.4855,39.3617,0,156.087,48.9362,16.6667,0.463699,10.4058,150.884,21.0707,0,0.459759,0,-51.1075,62.5,50,48.9362,0.305142,349.77,0.365591,42.8571,2.12766,0.695808,0,car
66.3265,0.593788,70.2703,48.9796,37.8056,5.40541,46.9388,0,0.539468,0.179876,0,0,48.898,0,0,9.77118,24.3243,49.3243,0.397539,0.435178,60.2041,0.504366,0.699074,100,0,50,48.3925,30.6122,0,146.924,48.9796,22.2222,0.302959,9.18274,149.366,21.5213,0,0.121212,50,-64.7928,33.3333,44.4444,48.9796,0.348006,-11.0193,0,44.4444,2.04082,0.660035,0,car
77.0833,0.685764,67.8571,45.1944,30.6199,7.14286,50.0103,0,0.603758,0.221678,2.08333,0,63.5629,3.57143,276.817,0.183824,21.4286,48.9655,0.321413,0.728726,54.1667,0.402979,0.359409,100,0,66.6667,48.9583,55.2083,0,192.962,48.9583,0,0.426591,8.65052,142.734,19.0564,0,0.647863,0,99.7828,58.3333,36.3636,52.2917,0.211992,-138.408,0,28.5714,2.08333,0.696035,8.33333,car
71.875,0.650588,85.7143,48.3393,35.3846,7.14286,41.6667,0,0.510389,0.158551,0,0,66,0,0,6.25,7.14286,49.6552,0.267157,0.594599,52.0833,0.265831,0.589461,100,0,71.875,52.2917,54.1667,0,183.056,48.9583,5,0.409741,8.65052,151.384,15.5637,0,0.643791,0,92.3336,75,75,49.7917,0.906901,43.2526,0,45.4545,95.8333,0.599847,0,car
79.1045,0.813694,54.8387,25.3731,26.0653,22.5806,47.7612,0,0.825169,0.715218,0,0,97.0149,19.3548,0,2.95115,3.22581,49.2611,0.577048,0.249494,68.6567,0.27788,0.499222,62.5,0,97.5124,49.2537,35.0746,0,111.054,47.8545,5.55556,0.730517,-47.7344,121.384,22.0828,0,0.596768,0,129.85,76.4706,27.7778,49.2537,0.435905,12.7484,0.285048,16.6667,1.49254,0.713169,17.6471,car
65.1515,0.669505,71.4286,33.3333,31.7701,11.4286,49.2424,0,0.505879,0.531081,0,0,112.549,17.1429,0,0.321396,0,49.7487,0.454943,0.454545,78.0303,0.209826,0.334358,100,0,92.4242,49.2424,21.9697,0,123.967,52.2727,0,0.778409,345.239,146.924,31.1295,0,0.344669,0,-38.2028,62.5,100,49.2424,0.314728,233.504,0.212121,0,-93.9394,0.621454,29.1667,car
80.8824,0.828723,66.6667,35.2941,28.0626,15.3846,48.5294,0,0.805357,0.607761,78.6765,100,59.3583,5.12821,231.25,1.50735,12.8205,49.2683,0.090476,0.465374,78.6765,0.883578,0.394683,80,0,77.2059,49.2647,49.931,1,189.493,49.2647,0,0.443474,59.2803,137.5,24.8162,0,0.423612,66.6667,58.911,66.6667,87.5,54.4118,0.521885,-97.1983,0.356659,0,1.47059,0.489444,0,car
84.0909,0.908217,56.0976,40.1515,25.48,14.6341,44.697,0,0.475547,0.854151,0,0,96.9697,4.87805,0,0.802139,24.3902,50.3816,0.582942,0.525056,80.303,0.344628,0.650431,66.6667,0,96.2121,50,46.9697,0,96.1169,49.2424,22.2222,0.449036,-26.6521,113.418,17.2608,0,0.508951,0,43.414,90.4762,72.2222,50,0.478457,4.61361,0.432371,16.6667,1.51515,0.535882,9.52381,car
61.9403,0.748698,57.8947,36.5672,30.4242,7.89474,47.7612,0,0.309215,0.402193,0,0,61.2225,5.26316,0,6.1791,28.9474,48.9235,0.349533,0.477843,80.597,0.339513,0.409583,100,0,90.0498,46.875,20.1493,0,98,49.2537,12.5,0.852393,-10.087,92,22.2687,0,0.28021,11.1111,39.1597,73.0769,37.5,49.2537,0.393725,-30.8571,0,12.5,1.49254,0.498198,3.84615,car
60.639,0.469412,72.7273,47.4195,27.6411,9.09091,47.1014,0,0.504959,0.327922,28.2609,100,45.6583,0,226.757,9.42029,18.1818,50.875,0.307225,0.818182,48.4421,0.363276,0.467104,100,0.703175,52.1739,49.2754,50.0423,5,172.985,49.2754,0,0.790618,5.66893,110.544,20.5314,78.5,0.61353,0,-72.2805,37.5,14.2857,79.7101,0.618629,-172.7,0,30.7692,27.0722,0.570685,31.25,car
62.4693,0.624875,70.4545,47.6393,23.0494,6.81818,48.3607,0,0.30973,0.275132,49.1803,88.8889,56.2816,6.81818,166.605,11.9438,15.9091,49.8087,0.386321,0.696013,48.0025,0.466934,0.370884,100,0.820236,61.7486,49.1803,48.0044,9,166.665,49.1803,0,0.474593,5.66893,124.717,24.9415,89.5,0.638332,40,-60.8696,50,66.6667,49.1803,0.45309,-43.0839,0,25,96.7213,0.575365,33.3333,car
65.0269,0.736366,61.3636,45.2771,23.2947,15.9091,48.5294,0,0.378472,0.118519,49.2647,100,43.529,2.27273,132.066,10.915,20.4545,50.2963,0.360827,0.330065,50.6572,0.386631,0.442222,100,0.640597,74.2647,49.2647,55.2463,11,141.589,49.2647,9.09091,0.405302,4.93827,103.704,18.6601,250.5,0.572681,33.3333,-39.6754,50,54.5455,49.9774,0.42466,41.1523,0,22.2222,-85.2941,0.661113,21.4286,car
69.5312,0.592932,65.4545,48.8554,22.8308,9.09091,47.6562,0,0.545762,0.157998,49.2188,76.9231,66.118,5.45455,73.5627,12.7992,20,50.5976,0.281897,0.179977,52.0016,0.500192,0.255583,100,0.650295,68.75,49.2188,51.5625,13,140.335,49.2188,0,0.543116,-2.5587,99.5926,21.742,102,0.62783,33.3333,-54.1667,77.7778,72.7273,50.7812,0.467625,-81.5811,0,35.7143,1.5625,0.623012,5.55556,car
77.7778,0.580925,63.4146,41.6763,26.0947,12.1951,47.619,0,0.33383,0.150654,49.2063,100,80.6452,7.31707,221.741,7.71502,17.0732,51.0319,0.301892,0.299465,47.1823,0.40254,0.279268,100,0.743919,82.5397,47.7778,58.7302,5,144.335,49.2063,7.14286,0.425307,-51.92,110.871,25.4707,149.5,0.363842,0,-22.2252,52.6316,71.4286,51.3889,0.479306,96.5179,0,31.25,192.063,0.698643,26.3158,car
67.6471,0.728062,53.3333,0,31.25,20,4.41176,0,0.492198,0,58.8235,100,96.0784,6.66667,18.4672,16.5635,20,48.5294,0.105263,0,43.7627,0.044118,0.598489,0,0.06579,91.1765,47.0588,53.1464,1,402.95,20.5882,0,0.373056,83.1025,207.756,36.0681,4.5,0.45944,0,18.2466,66.6667,87.5,48.5294,0.497971,470.914,0.609983,0,-33.6601,0.462151,0,car
83.3333,0.871536,54.1667,0,27.1233,37.5,24.2424,0,0.816952,0,89.3939,0,72.7273,4.16667,17.3611,1.26263,4.16667,49.0099,0.258565,0,48.9308,0.289562,0.38174,0,0,90.9091,48.4848,50,0,199.653,48.4848,0,0.573934,-41.5614,147.569,28.5354,0,0.458853,0,133.962,33.3333,100,48.4848,0.420826,113.264,0.474669,0,103.149,0.646101,66.6667,car
77.4193,0.830382,72.2222,49.6116,31.4516,16.6667,44.7168,0,0.714912,0.341667,20.9677,0,61.2903,0,104.167,9.51613,11.1111,49.4737,0.594064,0.827957,79.0323,0.497047,0.365723,100,0,85.4839,48.3871,40.3226,0,237.5,47.6885,0,0.390553,450,150,33.3871,8,0.35,0,87.6855,60,100,51.6129,0.397964,25,0.205926,0,141.935,0.613089,20,car
76.3889,0.784905,78.2609,49.0506,35.0877,0,48.6111,0,0.573472,0.239348,11.1111,0,89.4444,0,415.512,1.46199,21.7391,49.5413,0.132426,0.611772,48.6111,0.20444,0.365497,100,0,86.1111,47.601,64.7019,0,336.464,48.6111,0,0.411481,-102.889,221.607,29.8246,0,0.52494,0,-13.8649,66.6667,100,48.6111,0.924383,12.785,0,0,2.77778,0.642095,33.3333,car
65.625,0.6949,70.3704,50.3772,34.8718,3.7037,48.4375,0,0.41032,0.387566,0,0,69.1964,3.7037,0,0.297619,22.2222,50.5978,0.068948,0.777778,84.375,0.25293,0.430903,100,0,78.125,48.4375,48.4375,0,340.136,48.4375,0,0.313988,22.6757,215.42,31.25,0,0.597718,0,97.9381,66.6667,100,60.9375,0.782519,22.6757,0.547619,33.3333,93.75,0.598092,16.6667,car
70.9302,0.736434,81.5789,0,30.1619,13.1579,2.32558,0,0.535897,0,48.8372,100,103.821,5.26316,-70.2663,10.5546,0,48.8372,0.076923,0,45.0367,0.034884,0.343694,0,0.307692,97.6744,48.8372,45.0419,5,277.988,50,0,0.54179,14.7929,155.325,31.3953,218.5,0.672186,0,-19.1277,88.8889,66.6667,55.814,0.352316,14.7929,0.509849,0,2.32558,0.534447,0,car
73.8095,0.796382,76.9231,47.619,32.071,15.3846,47.619,0,0.436456,0.742857,48.8095,100,88.8889,0,448.933,21.8821,7.69231,50.1171,0.264424,0.819048,47.619,0.43402,0.435979,100,0.757937,90.4762,48.8095,48.8095,3,408.163,48.8095,0,0.458333,22.6757,170.068,30.3855,8,0.264799,0,97.619,100,0,89.2857,0.561155,22.6757,0,0,-34.2857,0.442621,0,car
71.4286,0.759575,80,47.1429,21.6954,8,48.5714,0,0.412433,0.397661,48.5714,100,76.0902,0,249.307,20.4511,12,51.7598,0.38111,0.826984,48.5714,0.484434,0.430746,100,0.776316,88.5714,48.5714,48.5714,3,387.812,48.5714,0,0.770238,305.617,221.607,50.2256,12.5,0.555556,0,99.5895,83.3333,100,50,0.628172,352.115,0.144737,14.2857,-45.8027,0.640727,0,car
70.5128,0.760598,89.4737,41.0256,24.8798,5.26316,45.4705,0,0.624802,0.592593,48.0057,100,89.1199,0,136.054,26.4957,5.26316,50.1687,0.353227,0.698006,44.6026,0.334292,0.370172,100,0.506029,93.5897,48.7179,48.7179,5,340.136,48.7179,0,0.841103,329.012,204.082,38.7057,64,0.471683,0,97.9269,57.1429,0,80.7692,0.753086,337.302,0.473016,33.3333,-3.20513,0.554231,28.5714,car
79.4872,0.82906,80.9524,40.9372,25.2674,9.52381,47.4359,0,0.602633,0.486869,48.7179,100,96.1538,0,388.238,18.4149,9.52381,50.4333,0.416906,0.637892,44.8718,0.417457,0.415196,100,0.755791,97.4359,48.7179,48.4501,5,331.812,48.7179,0,0.853978,723.141,196.281,39.1608,52.5,0.527166,0,-14.8373,66.6667,50,48.7179,0.699258,20.6612,0.450649,12.5,2.5641,0.645368,0,car
74.5455,0.75664,80,40,30.9463,13.3333,48.1818,0,0.579545,0.457071,49.0909,100,113.131,0,413.223,21.9835,6.66667,49.3939,0.344717,0.708081,48.1818,0.312202,0.181235,100,0.762867,66.3636,24.5455,52.7273,6,392.562,49.0909,0,0.027273,20.6612,123.967,8.42975,16.5,0.477273,0,-20.0531,100,100,8.18182,0.320824,351.24,0,14.2857,49.4545,0.613561,0,car
75,0.751511,77.7778,34.7076,41.6442,7.40741,47.8261,0,0.445381,0.343137,0,0,69.6877,0,0,0.511509,14.8148,50,0.61081,0.59058,65.2174,0.476087,0.618736,100,0,76.087,49.4439,43.4783,0,276.817,48.913,0,0.616517,519.031,346.021,33.2481,0,0.510992,100,-5.71659,85.7143,100,51.087,0.389694,519.031,0,0,-17.3913,0.787519,14.2857,car
66.6667,0.748971,68.1818,38.8889,31,13.6364,48.8889,0,0.396862,0.47598,52.2222,0,25.0292,0,25,1.77778,18.1818,49.2647,0.373171,0.491067,80,0.35682,0.527667,100,0,93.3333,48.8889,30,0,225,48.8889,0,0.322634,25,237.5,29.6667,0,0.488272,0,108.553,100,80,48.8889,0.584273,57.6923,0.741386,16.6667,2.22222,0.625182,0,car
65,0.240833,82.6087,42.0942,25.6818,4.34783,48.75,0,0.118519,0.276455,83.75,0,34.4231,0,493.827,5.83333,13.0435,47.9167,0.274691,0.691071,48.75,0.275556,0.28836,100,0.833333,51.6667,48.75,28.75,0,262.346,48.75,25,0.383681,30.8642,231.481,37.6389,1,0.638889,100,22.4746,100,75,48.75,0.702064,109.428,0,33.3333,-45,0.558728,0,car
84.6154,0.879808,80,49.0385,44.902,8,48.0769,0,0.553676,0.460131,0,100,91.9294,0,0,5.0905,12,49.3671,0.277544,0.87265,55.7692,0.375649,0.198802,100,0,98.0769,49.0385,51.9231,1,519.031,49.0385,0,0,34.6021,276.817,26.9231,0,0.453559,0,-30.3895,100,100,49.0385,0.385004,34.6021,0,0,-15.3846,0.547911,0,car
63.5593,0.373303,70.2703,48.8387,30.7023,10.8108,48.3051,100,0.268206,0.291667,8.47458,0,60.0869,0,126.065,3.70763,18.9189,50.8042,0.503216,0.755964,54.2677,0.326038,0.25642,100,0.552951,84.7458,49.1525,44.0678,1,244.141,49.1525,0,0.338905,9.76562,156.25,19.8093,10.5,0.500939,42.8571,-59.0524,57.1429,100,50,0.556007,29.2969,0,16.6667,96.6102,0.511437,0,car
70.5357,0.63818,67.6471,49.9837,30.6046,11.7647,48.2143,0,0.461969,0.287143,4.46429,0,67.8571,0,273.484,1.0468,20.5882,49.4118,0.530172,0.844687,47.8571,0.484871,0.506221,100,0.871264,82.1429,47.0339,57.426,0,253.618,49.1071,0,0.543737,-45.1843,188.73,20.197,1.5,0.609195,0,-18.3679,33.3333,71.4286,49.1071,0.133732,-3.28889,0,12.5,1.78571,0.452433,0,car
74.5455,0.776871,62.963,46.3636,40.0129,14.8148,48.1818,0,0.681134,0.277604,0,0,55.3497,0,0,0,22.2222,48.6844,0.740826,0.797879,90,0.637613,0.49375,66.6667,0,57.2727,49.0909,40,0,151.367,49.0909,27.2727,0.263124,292.969,278.32,13.8068,0,0.507457,100,-54.6883,80,63.6364,49.0909,0.116094,116.16,0.328199,0,10.0478,0.711541,0,car
69.1667,0.613345,52,48.3333,43.7815,4,47.5,0,0.595549,0.097619,0,0,37.5683,0,0,0,44,48.4959,0.435565,0.214583,90.8333,0.17296,0.271958,100,0,54.1667,15,31.6667,0,138.776,49.1667,16.6667,0.534128,269.388,171.429,3.33333,0,0.264762,40,-53.4859,0,16.6667,49.4294,0.02284,51.7007,0,0,1.66667,0.603619,0,car
69.8276,0.608223,64.7059,48.8904,31.0523,11.7647,42.2414,0,0.462684,0.112687,0,0,37.5467,0,0,0,23.5294,49.7143,0.524721,0.257663,83.6207,0.308784,0.56714,100,0,57.7586,50,32.7586,0,104.12,49.1379,5.88235,0.435475,10.0886,122.227,14.1233,0,0.38617,20,80.9361,66.6667,58.8235,55.1724,0.759028,40.7424,0,33.3333,96.5517,0.635135,0,car
73.2143,0.714154,67.6471,51.8013,31.8947,11.7647,30.6888,0,0.697143,0.177513,0,0,76.6741,2.94118,0,3.84199,17.6471,49.7041,0.202128,0.775057,51.7857,0.310936,0.46562,100,0,82.1429,50.7244,32.1429,0,146.924,49.1071,18.1818,0.587394,-32.1396,137.741,19.3182,0,0.464394,33.3333,118.253,77.7778,45.4545,50.8929,0.510401,198.382,0,14.2857,-78.5714,0.550634,0,car
73.5849,0.745353,70,50.494,27.1699,7.5,37.7359,0,0.844613,0.093884,0,0,61.5485,0,0,3.65566,22.5,49.6875,0.293294,0.590389,46.2264,0.298808,0.582689,100,0,80.1887,49.0566,42.4528,0,151.367,49.0566,0,0.494145,9.76562,151.367,20.5189,0,0.281829,100,-60.4767,77.7778,100,49.0566,0.245162,1.77557,0.585417,45.4545,149.4,0.633255,0,car
69.4444,0.402808,67.7419,49.0741,27.3143,16.129,49.0741,0,0.461859,0.158586,9.25926,0,25.7344,0,224.977,2.0202,16.129,49.3902,0.161549,0.526337,44.403,0.465514,0.246216,100,0.848758,81.4815,49.0741,26.8519,0,146.924,49.0741,0,0.223778,9.18274,146.924,20.651,5,0.42138,33.3333,98.1707,50,42.8571,49.0741,0.281636,9.18274,0,25,1.85185,0.449731,0,car
65.1786,0.576141,77.4194,48.2143,34.0016,9.67742,33.0357,0,0.618552,0.252645,0,0,56.25,0,0,2.55102,12.9032,49.4048,0.447643,0.732143,58.9286,0.197936,0.523214,100,0,37.5,49.1071,40.1786,0,172.194,49.1071,0,0.598303,27.9631,178.571,19.0689,0,0.453411,60,-6.67989,83.3333,81.8182,50.2527,0.746577,554,0,0,44.3742,0.649519,0,car
72.5,0.621399,86.6667,48.4634,34.5761,10,27.5,0,0.700617,0.097037,95,0,57.9325,0,311.111,0.944444,3.33333,49.4444,0.048611,0.447407,37.5,0.3625,0.343468,100,0.816667,58.3333,49.1667,33.3333,0,161.111,49.1667,0,0.33912,11.1111,144.444,16.4444,1,0.457405,33.3333,-16.2368,71.4286,92.8571,49.1667,0.356753,57.4074,0,0,1.66667,0.620375,0,car
58.1395,0.622866,75,46.5116,28.3208,12.5,45.3488,0,0.488242,0.623656,48.8372,75,97.1788,3.125,176.287,18.2296,9.375,51.5385,0.342049,0.864341,46.5116,0.353359,0.547698,100,0.852509,93.0233,50.7704,51.9855,4,192.335,48.8372,0,0.353875,10.4058,160.42,26.0315,20.5,0.537052,0,-8.87794,53.8462,66.6667,55.814,0.365763,317.557,0.316227,50,95.3488,0.633848,15.3846,car
68.6441,0.593961,64.7059,42.8409,26.1483,2.94118,44.0678,0,0.49698,0.162809,7.62712,0,38.2373,2.94118,254.63,1.08286,29.4118,51.3498,0.365335,0.657721,74.5763,0.301703,0.311618,100,0,64.4068,50.3329,49.4906,0,218.104,49.1525,20,0.565086,-88.5917,135.031,34.6516,0,0.329321,80,-44.7803,42.8571,60,62.7119,0.343314,-203.39,0,22.2222,45.5719,0.718583,28.5714,car
75,0.710263,76.4706,43.6672,26.433,11.7647,49.1667,0,0.690167,0.105,49.1667,100,81.2168,1.96078,174.199,6.04167,9.80392,50.7901,0.221703,0.66,49.4002,0.306515,0.341235,100,0.671875,85.8333,49.1667,50.3646,3,179.883,49.1667,0,0.754461,6.25,134.375,30.6667,98,0.668974,0,68.2018,52.381,42.8571,50.8333,0.525936,-150.893,0,9.09091,55.2381,0.774962,14.2857,car
68.75,0.595138,71.7391,35.5515,25.8858,6.52174,46.0938,0,0.566807,0.405026,7.8125,100,36.7925,4.34783,209.751,1.67411,17.3913,50.0695,0.465127,0.399546,75.7812,0.553979,0.36999,100,0.940476,76.5625,49.2188,57.0312,2,153.861,49.2188,0,0.46653,-17.9147,119.048,29.2039,0,0.787775,40,103.453,72,56.25,49.2188,0.558107,-134.03,0.424603,18.75,23.2143,0.727251,20,car
84.6154,0.877369,56.25,47.1405,27.1488,18.75,49.0385,0,0.766204,0.146605,0,0,98.0949,6.25,0,0.641026,18.75,51.303,0.286604,0.725427,86.5385,0.28828,0.325329,100,0,98.0769,47.9396,49.0385,0,135.031,49.0385,0,0.683646,7.71605,123.457,30.3953,0,0.510456,0,-13.1406,57.1429,58.3333,51.1578,0.429051,-165.392,0.316824,18.1818,1.92308,0.477319,21.4286,car
64.7887,0.636592,62.2222,47.1831,22.655,15.5556,39.4366,0,0.504475,0.338485,49.2958,42.8571,-10.9323,4.44444,221.607,6.30096,17.7778,50.0731,0.232908,0.794992,54.695,0.488882,0.423609,75,0.776403,98.5916,47.7734,49.7955,14,73.7696,49.2958,0,0.310582,3.07787,89.2582,17.2968,469,0.330847,0,7.89668,58.3333,50,49.2958,0.488179,-89.2582,0.039474,40,1.40845,0.601258,8.33333,car
72.1429,0.744633,61.2903,49.2857,22.3918,20.9677,40,0,0.566059,0.469697,49.2857,38.4615,47.1429,1.6129,84.3658,6.88312,16.129,49.7641,0.402694,0.283333,26.4286,0.381481,0.220615,100,0.773082,98.5714,49.2857,49.2857,13,95.8678,49.2857,8.33333,0.080353,162.943,71.0744,17.7143,164,0.543137,0,53.7644,62.5,58.3333,48.5714,0.32781,-32.2314,0.068956,37.5,97.1429,0.51101,12.5,car
