@relation 'Imagette-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval-Sweka.attributeSelection.BestFirst -D 1 -N 5'

@attribute Airs_Center_X_GLOBAL numeric
@attribute Airs_Triangle_1_X_GLOBAL numeric
@attribute Harris_Corners_X_GLOBAL numeric
@attribute Mass_Center_X_Global numeric
@attribute Mass_Center_Y_Global numeric
@attribute Hough_Lines_Vertical_Global numeric
@attribute Hough_Lines_Horizontal_Global numeric
@attribute Hough_Lines_DiagonalPos_Global numeric
@attribute Hough_Lines_DiagonalNeg_Global numeric
@attribute Hough_Circles_X_Global numeric
@attribute Hough_Circles_Y_Global numeric
@attribute Hough_Circles_Radius_Global numeric
@attribute Rows_Or_Cols_Global numeric
@attribute Airs_Center_X_0 numeric
@attribute Airs_Triangle_1_X_0 numeric
@attribute Harris_Corners_X_0 numeric
@attribute Mass_Center_X_0 numeric
@attribute Mass_Center_Y_0 numeric
@attribute Hough_Lines_Vertical_0 numeric
@attribute Hough_Lines_Horizontal_0 numeric
@attribute Hough_Lines_DiagonalPos_0 numeric
@attribute Hough_Lines_DiagonalNeg_0 numeric
@attribute Hough_Circles_Radius_0 numeric
@attribute Airs_Center_X_1 numeric
@attribute Airs_Triangle_1_X_1 numeric
@attribute Airs_Triangle_1_Y_1 numeric
@attribute Harris_Corners_X_1 numeric
@attribute Mass_Center_Y_1 numeric
@attribute Hough_Lines_Horizontal_1 numeric
@attribute Hough_Lines_DiagonalPos_1 numeric
@attribute Hough_Lines_DiagonalNeg_1 numeric
@attribute Airs_Center_X_2 numeric
@attribute Harris_Corners_X_2 numeric
@attribute Mass_Center_X_2 numeric
@attribute Mass_Center_Y_2 numeric
@attribute Hough_Lines_Vertical_2 numeric
@attribute Hough_Lines_DiagonalPos_2 numeric
@attribute Hough_Lines_DiagonalNeg_2 numeric
@attribute Airs_Center_X_3 numeric
@attribute Airs_Center_Y_3 numeric
@attribute Airs_Triangle_1_Y_3 numeric
@attribute Airs_Length_Contours_3 numeric
@attribute Harris_Corners_X_3 numeric
@attribute Mass_Center_X_3 numeric
@attribute Mass_Center_Y_3 numeric
@attribute Hough_Lines_Vertical_3 numeric
@attribute Hough_Lines_DiagonalPos_3 numeric
@attribute Hough_Lines_DiagonalNeg_3 numeric
@attribute Black_Pixel_4 numeric
@attribute Airs_Center_X_4 numeric
@attribute Airs_Triangle_1_Y_4 numeric
@attribute Airs_Length_Contours_4 numeric
@attribute Mass_Center_Y_4 numeric
@attribute Hough_Lines_Vertical_4 numeric
@attribute Hough_Lines_Horizontal_4 numeric
@attribute Hough_Lines_Nb_4 numeric
@attribute Airs_Center_X_5 numeric
@attribute Airs_Triangle_1_Y_5 numeric
@attribute Airs_Triangle_2_X_5 numeric
@attribute Harris_Corners_X_5 numeric
@attribute Mass_Center_Y_5 numeric
@attribute Hough_Lines_Vertical_5 numeric
@attribute Hough_Lines_Horizontal_5 numeric
@attribute Hough_Lines_DiagonalPos_5 numeric
@attribute Hough_Lines_DiagonalNeg_5 numeric
@attribute Black_Pixel_6 numeric
@attribute Airs_Center_X_6 numeric
@attribute Airs_Triangle_1_X_6 numeric
@attribute Airs_Triangle_1_Y_6 numeric
@attribute Mass_Center_X_6 numeric
@attribute Mass_Center_Y_6 numeric
@attribute Hough_Lines_Vertical_6 numeric
@attribute Hough_Lines_Horizontal_6 numeric
@attribute Hough_Lines_DiagonalPos_6 numeric
@attribute Hough_Lines_DiagonalNeg_6 numeric
@attribute Black_Pixel_7 numeric
@attribute Airs_Center_X_7 numeric
@attribute Airs_Center_Y_7 numeric
@attribute Airs_Triangle_1_X_7 numeric
@attribute Airs_Triangle_1_Y_7 numeric
@attribute Airs_Length_Contours_7 numeric
@attribute Mass_Center_X_7 numeric
@attribute Mass_Center_Y_7 numeric
@attribute Hough_Lines_Vertical_7 numeric
@attribute Hough_Lines_Horizontal_7 numeric
@attribute Hough_Lines_DiagonalNeg_7 numeric
@attribute Airs_Center_X_8 numeric
@attribute Airs_Triangle_1_Y_8 numeric
@attribute Mass_Center_X_8 numeric
@attribute Mass_Center_Y_8 numeric
@attribute Hough_Lines_Vertical_8 numeric
@attribute Hough_Lines_DiagonalPos_8 numeric
@attribute Hough_Lines_DiagonalNeg_8 numeric
@attribute Class {accident,bomb,car,casualty,electricity,fire-brigade,fire,flood,gas,injury,paramedics,person,police,road-block}

@data
49.7664,-18.9726,54.5072,0.443752,0.617436,8.69565,62.3188,28.9855,0,44.6086,48.0659,23.5721,0,91.5493,97.1831,97.8873,0.93662,0.883287,100,0,0,0,0,49.2958,30.4363,30.9449,1.40845,0.44201,50,50,0,50.1927,21.4789,0.286385,0.009804,25,0,0,66.1972,96.1169,-23.7419,144.5,62.7767,0.766611,0.656125,30.7692,30.7692,0,14.4159,50.1036,99.5771,373,0.500147,8.69565,43.4783,23,53.0087,0.466342,137.591,54.2254,0.598283,25,37.5,6.25,31.25,18.7793,53.2286,97.1831,241.327,0.52265,0.357701,17.6471,64.7059,17.6471,0,19.6631,49.2958,88.4275,192.958,33.3205,175.5,0.368431,0.283865,0,50,0,42.2535,3.84468,0.350944,0.232096,10,20,0,car
49.5169,-32.6357,76.507,0.51706,0.656956,23.0769,52.3077,23.0769,1.53846,42.1808,46.6359,21.3917,0,78.9855,118.841,98.5507,0.806144,0.739637,0,0,100,0,51.634,49.2754,1.44928,-14.2479,47.8261,0.176587,60,30,0,45.1984,94.2029,0.894525,0.514161,40,0,20,48.084,131.987,188.389,180,35.9903,0.592389,0.639139,0,80,0,12.2194,49.2754,91.3153,184.5,0.6698,10.5263,73.6842,19,45.1979,129.612,-12.6864,59.4203,0.523557,16.6667,33.3333,8.33333,41.6667,15.6579,49.2754,122.029,195.309,0.382376,0.297642,46.1538,53.8462,0,0,20.8014,51.2869,122.595,-34.2537,150.239,201.5,0.50506,0.506963,0,63.1579,10.5263,44.2029,-45.2664,0.52292,0.463527,15.3846,30.7692,0,car
49.1892,-41.7227,1.19076,0.5341,0.570897,16.6667,73.3333,10,0,44.1661,46.9315,30.4091,0,85.2459,87.0578,86.8852,0.838439,0.848813,0,0,100,0,0,49.1803,1.63934,134.772,89.3443,0,50,50,0,53.8246,86.8852,0.359745,0.169648,25,0,0,53.2787,118.977,-92.6767,45.5,72.9508,0.532939,0.4729,40,60,0,0.039984,0,0,0,0,0,0,0,91.8033,5.94884,158.694,98.3607,0,100,0,0,0,21.7513,51.7175,-6.11314,167.666,0.41322,0.403642,6.66667,66.6667,13.3333,13.3333,20.8717,49.1803,118.977,-28.7262,237.704,582,0.501773,0.455414,26.6667,60,0,47.541,-53.1245,0.163434,0.47876,44.4444,22.2222,0,car
47.7143,-53.6303,39.4376,0.419548,0.668042,20.5882,67.6471,8.82353,2.94118,53.685,56.7846,30.8441,0,68.9655,59.5785,54.5977,0.578371,0.732858,50,0,50,0,48.8889,49.1379,40.5172,39.5062,48.2759,0,100,0,0,47.8002,61.2069,0.247542,0.111811,25,37.5,0,27.5862,108.642,4.93827,24.5,30.3879,0.296238,0.383418,100,0,0,0.91954,0,0,0,0,0,0,0,84.4828,-181.282,107.687,78.4483,0,100,0,0,0,21.1877,50.8621,1.72414,-83.9506,0.193944,0.480793,18.75,62.5,0,18.75,20.1533,49.1379,130.864,107.548,218.799,291,0.365844,0.541696,18.75,68.75,12.5,48.2759,-5.12328,0.502277,0.660238,33.3333,33.3333,0,car
49.7126,-19.872,5.87096,0.379468,0.696448,33.3333,56.4103,10.2564,0,46.7059,52.5297,28.9055,0,81.8966,96.5517,89.6552,0.838602,0.539484,66.6667,0,33.3333,0,62.5,49.1379,1.72414,0,88.7931,0,100,0,0,46.3889,75.8621,0.544945,0.192735,33.3333,0,0,61.2069,152.618,-33.3929,157.5,70.6897,0.638398,0.66643,0,60,0,1.42241,69.8276,237.5,0,0,0,0,0,81.8966,-84.375,136.742,83.6207,0,100,0,0,0,24.569,52.069,-55.1724,8.98438,0.450831,0.295632,10.5263,68.4211,0,21.0526,26.9828,47.9624,93.75,145.813,6.25,960.5,0.452956,0.29321,16.6667,55.5556,16.6667,43.1034,180.052,0.651133,0.546678,11.1111,22.2222,0,car
49.4186,73.2887,4.69504,0.465304,0.597785,31.25,53.125,15.625,0,44.2506,51.4895,31.4211,0,79.8246,46.2888,87.7193,0.800229,0.588178,80,0,20,0,78.2609,49.1228,-38.7314,83.612,34.6491,0,100,0,0,48.3215,62.2807,0.657066,0.165487,12.5,25,0,46.4912,106.333,71.5186,2.5,30.4094,0.460234,0.515217,0,100,0,6.25477,0,0,0,0,0,0,0,51.7544,-189.036,103.28,55.5556,0,100,0,0,0,26.0488,51.8519,-54.386,37.1321,0.515449,0.433088,25,35,15,25,17.4676,53.3463,118.147,96.4912,-12.6853,439,0.709752,0.541252,0,66.6667,0,28.0702,-8.83537,0.265716,0.587409,80,20,0,car
49.6753,-42.0726,13.4799,0.477988,0.76116,32.5,57.5,10,0,48.6704,52.0776,28.2226,1,90.1961,96.0784,94.7712,0.470588,0.191026,100,0,0,0,0,49.0196,4.16045,46.913,5.88235,0.27793,42.8571,42.8571,0,43.3848,0.980392,0.598448,0.227679,27.2727,0,0,63.7255,94.3047,-88.5813,51,76.8627,0.63068,0.51957,0,100,0,3.73303,0,0,0,0,0,0,0,73.5294,-118.343,138.408,77.451,0,100,0,0,0,21.8326,56.7341,-29.4118,85.7316,0.339817,0.467789,10,30,10,50,20.5128,49.0196,88.7574,-72.549,141.429,307.5,0.744647,0.524797,28.5714,38.0952,19.0476,41.1765,3.69823,0.399767,0.443933,66.6667,0,0,car
49.6528,-40.3291,1.72721,0.391729,0.605904,16,60,24,0,49.8457,57.6564,25.4435,0,69.7917,66.3345,67.7083,0.605344,0.726089,25,0,75,0,37.1795,48.9583,95.8333,9.86193,55.4167,0,100,0,0,50.3283,64.5833,0.252493,0.029805,57.1429,0,0,28.125,124.918,468.579,22,26.6667,0.291152,0.446393,0,100,0,0.42735,57.2917,243.261,0,0,0,0,0,45.8333,-23.1799,189.156,31.25,0.745538,25,75,0,0,16.5064,48.9583,-11.5323,3.19575,0.539404,0.38859,62.5,12.5,0,25,18.5897,47.9167,121.631,2.08333,6.57462,122.5,0.312924,0.304725,25,75,0,31.25,208.624,0.173654,0.314287,50,33.3333,0,car
49.0506,-37.1641,1.19349,0.335078,0.751874,14.2857,75,10.7143,0,49.1693,45.081,28.2986,0,75.9615,96.1538,58.6538,0.78229,0.641897,0,0,100,0,54.1667,49.0385,1.92308,108.025,60.3365,0.118056,100,0,0,49.0385,84.6154,0.533886,0.155786,28.5714,0,14.2857,37.5,135.031,7.71605,47.5,62.5,0.367807,0.486803,0,100,0,6.78419,0,0,0,0,0,0,0,88.4615,-145.062,184.911,93.4615,0,100,0,0,0,23.9316,49.0385,96.1538,345.293,0.461648,0.402218,0,56.25,31.25,12.5,20.2457,49.0385,123.457,-80.7692,137.954,305,0.652721,0.485158,0,71.4286,0,44.2308,3.85803,0.509801,0.381502,28.5714,28.5714,0,car
49.3507,88.5658,67.0396,0.442803,0.676565,27.7778,69.4444,2.77778,0,52.2832,53.1954,30.6452,0,62.7451,42.07,43.1373,0.456354,0.700529,0,25,75,0,25.7143,49.0196,67.2157,6.20408,81.5686,0.3,100,0,0,49.0196,95.4248,0.661765,0.093651,60,0,0,19.6078,138.776,88.4354,21.5,0.980392,0.21201,0.326786,33.3333,66.6667,0,3.30532,0,0,0,0,0,0,0,51.9608,-27.6248,175.014,19.6078,0.288889,100,0,0,0,21.8487,50.9804,-80.3922,-21.1804,0.423183,0.489192,0,60,0,40,16.4146,45.0368,146.939,1.96078,31.0899,91.5,0.138069,0.456323,33.3333,66.6667,0,42.6486,8.16327,0.397327,0.2548,55.5556,33.3333,0,car
49.4048,-35.8146,46.8254,0.37767,0.721381,11.1111,62.963,25.9259,0,47.415,56.6795,27.9537,0,81.25,53.5714,98.2143,0.899514,0.847558,0,0,0,0,0,49.1071,1.78571,131.483,9.52381,0.568211,75,25,0,49.4817,53.5714,0.479437,0.251297,33.3333,0,16.6667,52.6786,159.197,255.661,68,96.4286,0.316261,0.316793,0,100,0,1.83398,77.6786,226.443,0,0.923423,0,100,1,55.3571,277.836,69.9253,43.75,0.757251,66.6667,0,33.3333,0,15.8784,49.1071,96.4286,7.3046,0.513722,0.164803,0,57.1429,28.5714,14.2857,24.8552,47.6338,98.8601,78.6214,279.533,48.5,0.515441,0.322745,15.7895,42.1053,15.7895,25,119.452,0.327505,0.141892,0,66.6667,0,car
49.7355,-27.6383,84.9295,0.493698,0.71632,20,62.5,17.5,0,44.9312,46.6667,31.0095,0,0,0,98.4127,0,0,0,0,0,0,0,49.2063,22.5397,142.041,24.3386,0.771667,87.5,12.5,0,49.2063,82.5397,0.799677,0.328704,28.5714,0,0,66.6667,138.776,-171.429,54,68.6508,0.69335,0.521388,0,100,0,0.770975,3.96825,32.6531,0,0.064762,0,0,0,46.0317,-30.0157,126.635,17.4603,0.524868,100,0,0,0,20.4082,51.5873,-36.5079,129.996,0.538724,0.325447,0,53.8462,30.7692,15.3846,15.4195,49.2063,134.694,192.063,232.2,13,0.199602,0.578055,0,66.6667,0,32.5397,8.16327,0.282035,0.271026,14.2857,28.5714,14.2857,car
49.4924,-5.73057,33.7859,0.394704,0.651074,11.7647,79.4118,5.88235,2.94118,44.8896,54.3544,30.7808,0,82.3077,98.66,98.4615,0.853047,0.503854,50,0,50,0,90,49.2308,139.922,240.49,3.91608,0.251111,100,0,0,33.8462,53.8462,0.58,0.733333,0,0,0,40,150,311.111,65.5,24.1026,0.350706,0.605434,0,42.8571,0,13.4359,0,0,0,0,0,0,0,70,222.807,92.4323,72.0513,0.833333,100,0,0,0,7.64103,49.2308,-53.8462,11.1111,0.304274,0.096296,0,100,0,0,32,49.2308,155.556,-15.4408,-121.492,299,0.602991,0.541133,0,73.3333,26.6667,49.2308,-6.52113,0.754349,0.392593,0,0,0,car
49.0964,49.9756,94.0164,0.467119,0.672599,0,80,10,10,41.9277,49.8286,33.9429,0,64.5455,74.096,83.0303,0.400404,0.355072,0,0,100,0,0,49.0909,-16.8831,79.769,41.8182,0,100,0,0,31.8182,50.303,0.521119,0.775585,0,0,0,21.8182,189.036,56.7108,33,40.9091,0.179121,0.413057,0,100,0,8.4585,49.0909,396.975,3.5,0.869565,0,100,4,70.9091,-321.361,79.3388,86.0606,0.568491,33.3333,0,0,66.6667,23.6364,58.1818,96.3636,-49.1493,0.769336,0.501656,0,100,0,0,36.1265,49.0909,207.939,1.81818,555.766,684.5,0.630096,0.40721,0,92.3077,0,46.7558,18.9036,0.408855,0.384059,0,0,0,car
49.162,-26.2031,41.349,0.440543,0.67669,5.40541,81.0811,10.8108,2.7027,50.1336,60.1216,26.648,0,54.2373,80.2347,88.1356,0.522734,0.489999,12.5,37.5,50,0,33.871,49.1525,1.69492,114.464,38.1356,0.641071,80,0,20,46.6102,89.8305,0.836864,0.872312,0,0,0,10.1695,57.2321,10.4058,5.5,7.45763,0.070975,0.112903,0,0,0,5.30344,76.2712,10.4058,0,0,0,100,2,85.5932,-280.957,141.722,81.3559,0,100,0,0,0,14.7075,66.9492,29.9435,10.4058,0.869362,0.330405,12.5,50,0,37.5,26.1892,49.1525,171.696,191.525,87.628,763.5,0.555173,0.492716,0,83.3333,8.33333,48.3051,-16.4365,0.351712,0.34095,0,0,0,car
49.0506,51.2504,60.2827,0.351494,0.601393,10.3448,68.9655,17.2414,3.44828,49.8418,57.5871,28.1716,0,71.875,45.3657,80.7692,0.721827,0.541869,0,0,100,0,0,49.0385,113.462,206.612,47.7564,0,100,0,0,25,30.7692,0.37448,0.59447,0,0,100,48.0769,413.223,-48.6145,152.5,56.5385,0.341345,0.486036,0,50,0,9.09091,31.7308,289.256,5,0.825758,0,100,2,57.6923,-371.901,42.5296,63.4615,0.551487,100,0,0,0,22.1154,49.5094,1.92308,-134.002,0.385741,0.332168,0,80,0,20,39.5105,49.0385,247.934,-84.6154,177.096,156.5,0.361816,0.352497,0,81.8182,18.1818,46.875,398.072,0.336187,0.460823,0,14.2857,0,car
49.2021,53.1383,70.9811,0.398465,0.620239,14.2857,78.5714,7.14286,0,31.6489,52.3148,34.9537,0,79.8387,62.9032,82.2581,0.827495,0.369061,33.3333,0,66.6667,0,0,49.1936,-48.6203,41.2762,41.9355,0,100,0,0,34.6774,64.5161,0.557854,0.54528,0,0,40,46.7742,262.346,-432.099,27.5,38.7097,0.488172,0.472222,0,66.6667,0,4.6595,29.8387,403.609,7,0.861111,0,100,1,70.1613,493.827,99.3757,78.4946,0.739682,0,0,0,0,22.3118,49.1936,1.6129,30.8642,0.267848,0.305983,0,100,0,0,45.2509,49.1936,324.074,-20.1613,30.8642,155,0.485544,0.429493,0,90.9091,0,48.6195,-171.958,0.443721,0.322005,0,0,0,car
49.0196,102.941,30.3922,0.413318,0.539899,10,70,15,5,45.5882,58.6538,29.3269,0,64.7059,24.0484,90.1961,0.627633,0.460001,0,33.3333,66.6667,0,0,48.5294,104.844,400.16,1.47059,0.529676,33.3333,0,66.6667,41.1765,85.2941,0.647059,0.873016,0,0,0,48.5294,328.798,-113.379,67,91.1765,0.546593,0.5554,25,25,0,14.1457,48.5294,255.349,72,0.770308,0,100,2,47.0588,22.6757,25.9516,88.2353,0.384166,0,66.6667,33.3333,0,33.0532,48.7346,18.2163,-159.705,0.464869,0.483686,0,100,0,0,31.5126,39.7059,136.054,82.5015,-1.83238,168,0.369598,0.325649,25,0,50,0,0,0,0,0,0,0,car
49.3377,57.9725,36.5483,0.434284,0.719747,2.94118,73.5294,17.6471,5.88235,46.7991,52.3922,31.098,0,80,96,82.6667,0.822161,0.601211,100,0,0,0,53.5714,49,96,331.633,8,0.488587,66.6667,0,33.3333,62,96,0.886667,0.791667,0,0,0,48.9178,287.863,318.878,195,56.5,0.494881,0.461034,33.3333,33.3333,0,4.21429,49,38.2653,79.5,0.598545,0,0,0,38.6238,370.032,67.3298,72,0.273225,0,33.3333,66.6667,0,20.2143,50,96,12.7551,0.899881,0.520621,42.8571,57.1429,0,0,24,49,178.571,2,242.347,122.5,0.292703,0.478325,0,50,50,19,477.405,0.171623,0.493166,50,50,0,car
49.1071,-28.4483,44.7619,0.406432,0.565952,5.40541,62.1622,21.6216,10.8108,37.6646,55.1586,28.5829,0,80.3571,104.464,82.5893,0.840854,0.763851,0,0,100,0,0,49.1071,-13.294,174.03,33.9286,0.243817,33.3333,16.6667,33.3333,47.3214,75,0.814286,0.840952,0,0,33.3333,49.1071,167.347,299.829,141.5,52.1429,0.470518,0.522822,0,16.6667,33.3333,8.72449,49.1071,320.645,39,0.850667,12.5,87.5,8,60.7143,8.16327,110.544,74.1071,0.333929,100,0,0,0,0.765306,94.6429,100,8.16327,0,0,0,0,0,0,17.7551,48.5294,90.2761,88.7605,8.16327,228,0.544701,0.218114,14.2857,57.1429,28.5714,29.7456,168.051,0.236337,0.573853,25,25,0,car
49.3197,58.3655,33.0265,0.56346,0.669769,7.40741,66.6667,14.8148,11.1111,42.3645,48.7492,28.499,0,85.7143,73.1554,97.9592,0.882653,0.757353,0,0,100,0,0,52.0408,2.04082,-27.0606,13.6054,0.358727,83.3333,0,16.6667,47.9592,86.3946,0.301587,0.269459,0,0,0,58.1633,142.734,190.311,22.5,46.4286,0.578444,0.478183,60,40,0,2.34094,0,0,0,0,0,0,0,69.3878,8.65052,171.317,75.5102,0.294118,100,0,0,0,23.1693,52.0852,-38.7755,172.634,0.653492,0.363922,25,37.5,37.5,0,28.2713,47.9592,134.083,2.04082,28.1839,232.5,0.502256,0.552025,15.7895,52.6316,10.5263,35.7143,12.9815,0.296543,0.422069,16.6667,0,33.3333,car
50,63.9717,84.3672,0.425731,0.664787,30.4348,39.1304,26.087,4.34783,42.735,51.4773,23.2386,0,88.4615,79.4872,97.4359,0.442308,0.406897,0,0,0,0,0,41.6155,-11.4692,260.469,29.9145,0.578208,0,16.6667,33.3333,69.2308,89.7436,0.747009,0.878161,0,0,0,60.2564,166.468,-117.818,49,53.8462,0.617814,0.49291,50,50,0,6.6313,78.2051,11.8906,4,0.077586,0,0,0,46.1538,558.859,148.688,75,0.235632,33.3333,66.6667,0,0,24.4916,51.3187,94.8718,439.952,0.362075,0.30353,42.8571,28.5714,28.5714,0,21.1317,46.9017,130.797,2.5641,9.51249,55.5,0.38282,0.46632,0,55.5556,33.3333,39.7436,328.785,0.226618,0.389163,33.3333,0,16.6667,car
49.4382,94.0204,12.2385,0.526659,0.643117,10.5263,73.6842,15.7895,0,45.5056,38.7097,43.1452,0,67.2414,11.4943,51.7241,0.63752,0.794048,0,0,0,0,0,48.2759,3.44828,100,58.6207,0,100,0,0,48.2759,85.0575,0.845977,0.173333,25,0,0,50.0096,319.882,-74.2218,67,93.1034,0.487195,0.557018,0,0,0,5.86207,18.9655,150,5,0.622222,0,0,0,50.1326,5.26316,321.046,10.3448,0.119872,33.3333,66.6667,0,0,31.8966,48.2759,93.1034,25,0.654023,0.302381,0,50,0,50,29.3103,48.2759,225,3.44828,-211.538,50,0.494646,0.217521,33.3333,66.6667,0,34.4828,60.7143,0.21383,0.294114,0,50,0,car
48.4375,-51.3463,27.7211,0.443627,0.704538,18.75,56.25,25,0,53.5714,53.816,25.4403,0,73.4375,72.6562,68.75,0.733618,0.720323,0,100,0,0,0,48.4375,178.125,-27.5383,42.1875,0,100,0,0,45.3125,70.8333,0.514583,0.208025,50,0,0,54.6875,261.657,-73.7847,100.5,90.625,0.553576,0.63367,50,50,0,9.11458,56.25,239.826,50,0.800926,0,100,2,45.3125,381.944,287.109,21.875,0.842014,50,50,0,0,26.9531,49.8384,-68.75,245.536,0.5062,0.284722,20,60,0,20,29.6875,48.4375,182.292,93.75,385.802,72.5,0.510288,0.304129,14.2857,42.8571,28.5714,40.625,17.3611,0.16453,0.199786,25,25,0,car
49.5146,94.6334,59.8587,0.376535,0.628231,5.26316,78.9474,15.7895,0,52.982,51.3514,33.3977,0,66.1765,35.4606,48.5294,0.529956,0.567901,0,100,0,0,0,48.5294,-88.2353,246.648,64.7059,0,100,0,0,49.2386,79.4118,0.557656,0.297619,0,0,0,45.5882,240.162,-96.8862,47.5,61.7647,0.405637,0.605903,33.3333,0,0,1.22549,92.6471,381.944,0,0.875,0,0,0,45.5882,381.944,274.272,8.82353,0.829707,0,80,20,0,30.2696,50.1748,-76.4706,106.431,0.279917,0.216835,0,100,0,0,28.9216,52.5142,190.972,-64.7059,183.132,28.5,0.700047,0.308862,25,75,0,39.7059,17.3611,0.419118,0.200758,0,75,0,car
49.5495,-44.3816,90.9511,0.404755,0.610453,8,76,16,0,53.4535,54.0476,29.881,0,79.7297,51.3513,75.6757,0.802803,0.738325,0,0,0,0,0,48.6487,94.5946,159.703,40.5405,0,100,0,0,44.8832,59.4595,0.497133,0.132631,20,0,0,48.6487,207.939,-359.168,70,25.6757,0.483059,0.521289,0,100,0,6.698,52.7027,283.554,8,0.849275,0,100,2,41.8919,396.975,-31.0446,24.3243,0.193237,50,50,0,0,20.7991,48.6487,-0.632547,319.752,0.293058,0.31202,0,100,0,0,37.3678,48.6487,189.627,-0.342782,461.155,268,0.328871,0.452288,0,63.6364,0,37.8378,18.9036,0.295445,0.30461,0,75,0,car
49.1071,79.3025,67.7743,0.389758,0.661843,8.69565,82.6087,8.69565,0,48.9286,52.6582,31.8987,0,74.3243,49.1586,64.8649,0.738022,0.700758,0,100,0,0,0,48.6487,35.6639,97.1186,51.3514,0,100,0,0,50.4223,67.5676,0.725976,0.242877,20,0,0,53.4709,251.876,355.03,86.5,82.4324,0.252252,0.331361,50,50,0,8.10811,48.6487,295.858,19,0.217548,0,100,3,39.1892,-42.0231,211.159,50,0.865385,100,0,0,0,35.2391,50.5564,94.5946,517.752,0.392932,0.358269,0,71.4286,28.5714,0,34.6154,48.6487,155.325,32.4324,547.337,107,0.477155,0.358669,0,70,30,29.7297,193.364,0.363288,0.177244,0,0,0,car
49.4286,-45.5331,57.7377,0.458773,0.603251,18.9189,59.4595,13.5135,8.10811,51.2795,49.7625,27.4388,0,69.8276,83.299,93.9655,0.741236,0.376476,0,0,100,0,43.5897,49.1379,1.72414,26.2985,25.8621,0,100,0,0,50.4466,77.5862,0.818209,0.233243,25,0,0,49.3615,193.082,-10.5599,349.5,96.5517,0.159407,0.316454,14.2857,28.5714,0,12.7763,49.1379,190.664,212,0.873932,0,100,8,49.0795,-15.1652,149.216,17.2414,0.444872,66.6667,33.3333,0,0,8.26702,50,70.1649,6.57462,0.62407,0.406462,40,60,0,0,17.5066,53.1348,131.492,-6.97375,163.581,173,0.522931,0.417185,0,22.2222,44.4444,47.4138,6.57462,0.321337,0.365605,11.1111,33.3333,22.2222,car
49.7175,101.108,70.5133,0.49995,0.816172,18.1818,63.6364,18.1818,0,50.6755,52.9043,25.1304,0,77.1186,102.546,80.791,0.713775,0.689144,50,0,50,0,57.3171,49.1525,125.989,65.4372,34.7458,0,100,0,0,47.7501,69.4915,0.708977,0.097109,42.8571,28.5714,0,46.6102,121.951,-63.6068,67,52.5424,0.409902,0.514763,20,80,0,0.206697,30.5085,232.005,0,0,0,0,0,79.661,-186.397,120.655,79.661,0,100,0,0,0,16.6184,53.6902,-66.1017,48.4406,0.603898,0.356287,21.4286,71.4286,0,7.14286,28.3175,49.1525,124.926,96.6102,-136.823,170.5,0.674666,0.41287,22.7273,50,9.09091,45.7627,239.726,0.188122,0.341065,8.33333,8.33333,16.6667,car
49.6114,-43.1622,79.7905,0.417749,0.762835,21.6216,64.8649,8.10811,5.40541,51.6604,57.5817,30.5392,0,72.8003,53.4892,67.7966,0.705721,0.466902,66.6667,33.3333,0,0,28.8889,49.1525,120.339,69.1358,70.1271,0.194444,100,0,0,45.2381,62.7119,0.32996,0.121842,60,40,0,39.8305,108.642,278.716,42.5,44.7458,0.364306,0.656614,100,0,0,2.78719,0,0,0,0,0,0,0,81.3559,205.337,134.741,83.0508,0,100,0,0,0,19.8117,54.1373,-62.7119,54.1063,0.479282,0.393659,41.6667,58.3333,0,0,26.2147,49.1525,116.049,96.6102,-71.1111,790,0.632924,0.559385,12.5,50,18.75,46.6102,22.6438,0.523215,0.618919,0,29.4118,5.88235,car
49.6317,-40.4238,69.9545,0.488432,0.805167,19.5122,56.0976,14.6341,9.7561,56.0914,52.7105,26.2895,0,72.4138,44.1141,97.4138,0.776102,0.607559,20,0,60,20,30,49.1379,-15.8365,131.704,21.5517,0.7,100,0,0,50.7657,65.5172,0.321004,0.206677,50,37.5,0,37.069,98,192,24,37.931,0.377714,0.494444,60,40,0,4.44828,0,0,0,0,0,0,0,82.7586,4,145.143,78.4483,0,100,0,0,0,19.6897,56.0345,96.5517,199.083,0.635024,0.465399,40,40,0,20,21.4138,49.1379,104,96.5517,20,673,0.405557,0.404171,20,40,25,47.4138,22.6667,0.493064,0.67052,10.5263,21.0526,5.26316,car
49.4382,-23.5625,91.1474,0.426685,0.789842,18.1818,63.6364,15.1515,3.0303,50.7995,51.3867,28.4144,0,77.1186,84.8662,90.9604,0.776944,0.602383,80,0,20,0,43.8776,49.1525,126.985,45.9238,39.661,0,100,0,0,44.6201,59.322,0.345507,0.082402,50,0,0,41.5254,99.9584,4.16493,29.5,43.2203,0.402351,0.531673,50,50,0,0.449671,18.6441,195.752,0,0,0,0,0,81.3559,351.033,163.367,74.5763,0,100,0,0,0,19.3359,53.0872,-66.1017,58.6877,0.721052,0.460998,44.4444,44.4444,11.1111,0,23.0024,50.3329,93.7109,96.6102,-76.6347,98,0.586572,0.450862,17.6471,41.1765,23.5294,47.4576,4.16493,0.409403,0.546484,13.3333,0,20,car
