%1. Title : 
%
%2. Sources : 
%
%
%
@RELATION Imagette

@ATTRIBUTE  Black_Pixel_1 NUMERIC
@ATTRIBUTE  Black_Pixel_2 NUMERIC
@ATTRIBUTE  Black_Pixel_3 NUMERIC
@ATTRIBUTE  Black_Pixel_4 NUMERIC
@ATTRIBUTE  Airs_1 NUMERIC
@ATTRIBUTE  Airs_2 NUMERIC
@ATTRIBUTE  Airs_3 NUMERIC
@ATTRIBUTE  Airs_4 NUMERIC
@ATTRIBUTE  Length_Area_1 NUMERIC
@ATTRIBUTE  Length_Area_2 NUMERIC
@ATTRIBUTE  Length_Area_3 NUMERIC
@ATTRIBUTE  Length_Area_4 NUMERIC
@ATTRIBUTE  Mass_Center_X_1 NUMERIC
@ATTRIBUTE  Mass_Center_X_2 NUMERIC
@ATTRIBUTE  Mass_Center_X_3 NUMERIC
@ATTRIBUTE  Mass_Center_X_4 NUMERIC
@ATTRIBUTE Class  {accident, bomb, car, casualty, electricity, fire-brigade, fire, flood, gas, injury, paramedics, person police, road-block}

@DATA
299,84,425,374,14.5,6,24,29,116.326,38.6274,161.681,157.338,54.2953,3.25,51.5497,12.2208,bomb
214,245,369,397,11,14.5,29,37,95.2548,59.0122,196.995,160.309,60.9556,6.25028,46.807,16.6971,bomb
328,234,356,321,2,0,7.5,35,133.941,0,108.669,238.108,0,0,50.8232,9.65443,bomb
413,204,448,475,11.5,6,15.5,27.5,129.296,41.799,161.296,175.238,60.0704,3.8642,45.5332,17.0046,bomb
225,292,506,504,10.5,24,12,35.5,76.669,102.711,151.74,166.551,58.0436,12.6969,47.359,12.6059,bomb
282,321,450,443,12.5,18.5,22.5,25,83.1127,116.468,169.924,168.51,56.2378,11.2545,23.652,22.9622,bomb
194,439,407,408,6.5,24,27,20.5,26.3848,142.024,180.51,174.267,60.609,17.2924,35.0264,24.9766,bomb
388,536,503,522,0,18,20,42.5,0,127.054,184.368,179.279,0,35.2453,11.6624,33.3713,bomb
158,268,251,334,6.5,14.5,17.5,28,45.2132,109.64,114.569,170.167,57.6749,13.0866,30.1609,24.3117,bomb
133,207,283,417,1,15,13.5,32,78.9706,63.2548,120.669,175.137,62.5,5.89133,38.1106,19.7939,bomb
117,37,172,239,0,0,9.5,21,0,6.82843,89.0122,181.338,0,0,54.5635,10.2954,bomb
100,348,312,348,0,39.5,19.5,26,0,220.836,181.296,157.338,0,14.2216,39.8848,16.4946,bomb
190,437,322,352,0,14.5,13.5,28.5,0,116.225,137.497,151.581,0,24.0839,33.7521,19.5029,bomb
222,562,320,397,0,16.5,33.5,35.5,0,115.154,230.066,148.894,0,22.5943,31.7069,21.1175,bomb
166,364,332,369,0,28,14,32.5,0,235.137,126.326,149.238,0,18.9076,33.1203,19.6923,bomb
127,201,258,267,9,12,24,31,45.1127,102.912,174.024,176.652,61.0648,6.325,42.5695,19.5867,bomb
171,141,320,317,35.5,14,21.5,29,107.012,85.7401,173.924,173.823,55.8333,8.28571,48.648,16.426,bomb
199,184,266,293,13.5,25,11.5,40,73.0122,116.368,167.64,197.279,53.3114,5.71003,48.8776,19.14,bomb
114,133,277,195,6.5,21,13.5,25.5,40.6274,99.8822,118.326,138.267,60.6891,8.1503,52.4656,12.4874,bomb
119,193,181,282,11,20,18.5,21,52.1838,98.2254,109.64,164.368,57.7597,7.85556,51.6421,13.088,bomb
505,322,351,461,11,15,14.5,22.5,153.882,82.2254,137.983,160.61,22.7944,11.6209,37.5852,20.2347,bomb
368,342,347,443,2,16.5,15.5,29,9.65685,95.7401,169.64,195.966,30.5556,7.51997,28.6688,17.5591,bomb
413,223,427,298,18.5,13.5,19.5,19,116.225,79.1543,165.397,152.368,48.8437,3.81917,49.1695,12.6768,bomb
277,225,359,342,7.5,13,17.5,33,47.4558,61.598,197.439,150.652,59.125,5.35233,38.179,15.0544,bomb
225,335,278,290,5,21.5,10.5,33,34.6274,137.196,96.1838,150.652,55.1111,12.2001,39.5602,15.3243,bomb
143,193,361,363,31.5,4.5,180,21,115.924,157.698,374.25,206.167,37.3781,47.037,20.481,26.936,car
144,166,300,336,16.5,24,9.5,46.5,141.154,128.368,165.598,469.889,17.8135,25.5271,16.0684,25.1919,car
105,145,366,422,28.5,1.5,28,29,103.439,134.527,239.48,332.794,48.3651,22.8889,25.4656,28.027,car
270,288,396,412,18.5,5.5,19,20,133.64,136.87,159.054,175.296,29.5191,28.63,27.1148,31.6786,car
201,225,498,495,29,7,85,174.5,139.338,159.74,537.304,250.451,32.2136,42.0655,24.7136,37.7753,car
249,235,243,247,3.5,17.5,15.5,34,156.527,150.811,146.811,88.9117,4.60317,47.331,46,30.8833,car
257,240,336,258,6.5,25,19,10.5,157.355,150.51,136.711,133.941,10.3818,39.8675,21.2573,29.302,car
270,171,291,299,8,16.5,111.5,19,169.154,110.326,339.037,89.397,5.43434,34.8676,44.963,26.2391,car
230,194,277,313,3.5,17,9.5,14.5,159.598,125.397,119.113,120.912,7.75833,36.8529,22.6259,31.5876,car
182,177,251,255,5.5,1.5,13.5,12,131.841,130.385,129.497,103.012,26.6162,45.2778,33.0833,29.5564,car
374,416,579,466,23.5,1.5,26,17.5,128.77,218.326,128.971,263.095,22.3022,47.3889,13.9555,12.8799,car
349,455,523,435,30.5,5,20,26,180.167,246.083,168.426,188.51,22.1432,53.3167,18.2763,33.0766,car
310,363,471,397,48.5,8,23,346,373.262,221.74,243.48,241.196,20.479,38.3333,21.1551,15.8748,car
274,372,457,366,33.5,7,75.5,26,108.752,214.569,262.693,204.995,25.2653,57.3214,17.0607,30.0688,car
296,387,489,574,33,3,50.5,28,196.652,204.77,171.598,293.279,30.1692,53.8611,24.0769,33.6503,car
409,423,419,723,33,3,22,38.5,153.48,184.184,156.51,173.782,31.5205,47.6296,19.3254,22.5256,car
465,503,731,661,29,7,1133.5,53,172.167,203.012,199.137,503.789,26.9422,37.4083,40.5711,28.2453,car
336,380,604,525,40,13.5,420,20.5,147.966,182.125,184.368,151.054,33.4188,53.2901,36.5347,15.7573,car
249,313,472,512,26,11.5,29.5,53,120.024,175.841,235.924,437.789,46.6389,57.5481,25.9111,28.6055,car
292,245,524,625,38,3.5,20.5,162.5,125.48,140.527,198.752,576.576,30.3776,49.2381,36.1767,31.4904,car
394,574,728,620,116,15.5,17.5,30,189.48,222.125,170.669,270.108,34.011,48.0671,30.0568,21.4386,car
597,839,1025,675,16.5,19.5,24.5,20,121.296,261.581,159.841,126.711,10.9744,45.4656,29.387,17.671,car
416,659,827,795,56.5,5.5,32,93,232.291,232.468,387.848,226.167,28.943,52.0333,39.9654,27.856,car
456,670,956,772,20,1.5,58.5,15,128.711,223.983,180.912,226.912,18.7786,53,26.4213,34.515,car
512,670,997,579,7,8.5,38.5,16.5,144.225,215.782,280.149,191.64,27.2354,47.7171,29.7955,18.6012,car
294,225,288,406,19.5,6.5,15.5,18,172.61,127.355,134.326,126.225,17.1484,45.8916,35.3037,26.9598,car
243,197,356,397,5.5,6.5,189.5,37,143.012,106.527,230.125,287.421,16.6751,37.0755,24.4768,23.4137,car
285,212,267,295,6.5,12.5,25,24,172.811,125.012,203.296,192.51,9.93846,44.3473,40.1397,26.83,car
302,188,271,347,6.5,18,88,13.5,178.811,115.882,283.622,135.983,9.73993,31.7765,52.2207,22.6142,car
298,211,343,345,2.5,20,287,64.5,177.255,122.711,223.397,142.912,4.375,33.7687,40.8778,32.5611,car
236,340,466,451,64,7.5,14,10,224.333,200.326,148.426,165.154,44.3257,58.2476,39.9575,24.7486,car
244,420,593,418,60,1.5,14,11,190.534,193.698,253.539,141.397,40.9768,57.8889,23.7559,41.568,car
259,336,460,443,57.5,1.5,513.5,21,310.919,179.355,212.108,317.48,9.28225,52.9444,23.2366,23.4365,car
394,471,663,664,26.5,0.5,60,14,143.439,177.355,272.794,262.083,12.056,36.1111,22.3301,26.0053,car
301,453,608,537,34.5,2.5,104.5,24,107.782,207.841,179.924,297.764,27.9614,58,26.6051,35.5945,car
233,285,466,441,30.5,15.5,17,22.5,143.924,171.296,204.024,347.38,16.5317,48.7303,26.3429,31.9136,car
375,382,550,468,25.5,15,42,31.5,146.752,149.74,382.534,260.208,27.2288,27.0414,16.0055,21.9872,car
325,272,531,552,36.5,7,22,48.5,143.723,133.255,173.397,477.061,28.4034,12.5714,28.2645,29.256,car
227,256,586,570,28.5,1.5,212,25,120.267,140.87,262.693,291.764,37.3229,40.4444,31.52,28.4732,car
253,326,706,819,55,31.5,24.5,59.5,233.706,133.924,194.51,423.688,43.6502,21.6049,37.9228,24.163,car
220,199,268,334,16.5,4.5,19,37.5,146.468,127.841,118.569,260.409,22.6376,47.082,35.2505,25.3452,car
269,192,241,259,8.5,13.5,25,14,174.953,112.669,286.225,102.912,15.1954,38.9965,23.9492,30.2146,car
235,160,347,277,14.5,13,10,17.5,152.811,96.0833,118.669,115.983,15.0264,30.6228,35.7392,25.9515,car
296,227,424,354,3.5,10.5,22,23,182.326,129.841,217.196,201.681,10.3651,35.5986,29.3872,45.8669,car
240,183,260,325,12,23.5,30.5,14.5,165.74,124.125,345.865,177.154,7.26389,31.8265,43.6361,22.5434,car
212,212,244,258,14.5,26.5,17,21,163.154,160.267,212.51,210.167,7.7531,48.6697,18.7644,30.6065,car
221,183,230,216,9,24,16,10,166.083,147.539,157.882,217.397,7.12963,49.9625,34.5676,20.8722,car
212,188,280,264,1.5,18,20,228.5,178.669,150.225,238.51,300.125,6.48148,48.8738,24.8175,31.9428,car
202,198,232,268,3.5,25.5,128,153,165.355,155.924,182.326,344.309,6.16667,50.261,25.7308,11.6411,car
227,192,239,268,2.5,13.5,22.5,18,171.841,153.983,259.924,255.823,8.56667,45.3851,16.4233,35.1614,car
317,423,601,518,31,7.5,23.5,214.5,170.167,186.811,250.752,161.598,20.4537,35.1806,28.4887,31.4935,car
296,443,661,611,55.5,3.5,30,62,217.463,203.355,198.309,327.563,24.781,56.2302,34.7362,29.6272,car
431,540,614,607,47,2.5,44.5,50,214.593,221.154,147.355,295.563,29.6439,58,31.8142,44.7343,car
356,488,575,379,11.5,2.5,29,15.5,103.556,214.184,201.137,184.971,19.1806,58.6667,35.1707,29.7375,car
360,528,728,506,41,4.5,700,345.5,219.421,223.983,254.25,189.456,26.948,58.1667,25.4714,33.991,car
253,280,509,568,2.5,33.5,44,575.5,159.355,163.723,324.392,319.806,34.3889,40.2137,32.98,33.8377,car
303,289,620,712,36,9,494,394.5,144.309,172.811,205.882,362.978,32.8326,51.1731,35.7512,20.8713,car
253,209,458,474,45.5,10.5,110,145,171.179,161.983,336.392,386.635,27.591,53.2615,41.6334,36.7427,car
286,256,471,429,44.5,9,529.5,426.5,183.522,168.912,258.208,319.747,23.8613,58.5741,41.8197,33.9724,car
292,224,788,752,42.5,24.5,25,1072.5,148.693,123.782,251.966,215.037,38.5298,15.1976,29.4488,31.9672,car
262,221,348,380,17.5,11,15.5,22.5,163.782,119.74,184.61,182.267,17.6543,37.7977,31.9772,28.8434,car
306,293,370,474,10.5,5.5,8,23.5,177.983,151.841,98.2843,179.439,8.38189,49.9444,36.0803,32.2604,car
311,264,374,487,14.5,3.5,12,52,178.61,135.355,166.225,459.931,26.9148,46.4524,44.9676,23.6641,car
216,219,339,330,6.5,9.5,18.5,48,129.012,133.012,178.267,159.095,25.3811,41.4644,33.5598,31.9195,car
221,207,325,339,9,6.5,127.5,73,145.255,125.012,219.439,148.468,19.4444,39.9729,32.4533,26.6881,car
216,273,482,449,27.5,0.5,337.5,48.5,153.782,205.355,352.492,478.919,24.8758,53.1667,32.1611,32.4998,car
292,337,750,937,46.5,23,27.5,62.5,147.522,182.995,171.539,569.914,35.4229,19.6217,41.9481,28.271,car
250,518,722,832,32,2.5,19,42.5,126.167,196.326,149.397,376.434,41.4771,55.5333,28.8505,13.9658,car
273,445,822,942,37,14.5,33.5,58.5,137.48,219.439,286.693,318.978,45.552,15.9045,32.6738,30.3114,car
222,330,675,743,38.5,30.5,596,50.5,133.723,197.723,522.357,387.404,43.9079,29.8506,22.5536,22.4175,car
258,258,419,376,36,4.5,793.5,492.5,152.309,144.527,212.752,273.522,33.2113,43.9352,22.2491,29.7753,car
233,186,319,384,30.5,10,267.5,463,160.409,138.912,240.551,435.647,18.7363,55.1431,31.6279,16.9758,car
216,217,350,482,31,28.5,417,408,147.823,164.752,366.877,226.853,25.4839,46.5175,26.7027,12.0747,car
204,250,469,444,79.5,6.5,473.5,669.5,319.831,180.184,497.286,416.877,26.4221,52.7756,31.8074,27.0788,car
217,253,687,368,29,25.5,34,48.5,148.51,175.924,479.505,495.688,22.4402,49.6434,25.2961,29.6365,car
298,257,448,424,8.5,4.5,18,20,179.296,148.326,236.853,135.196,10.916,54.5,38.2702,35.4682,car
229,204,356,395,8,7.5,14.5,35.5,144.083,133.255,154.326,389.321,22.8257,47.4794,29.5115,31.8071,car
252,203,446,369,8.5,5.5,133,53.5,154.326,113.012,253.196,297.037,19.1137,35.8199,28.7823,25.8607,car
292,235,396,434,7.5,8.5,8.5,73,184.468,125.012,97.0122,196.368,16.8778,37.8484,22.7411,29.6185,car
255,344,477,576,28.5,2.5,11,23,137.095,157.355,122.912,141.539,38.7308,39.2111,24.5354,27.3994,car
560,466,909,989,31.5,25.5,19,29,157.238,122.267,117.539,251.279,30.08,23.0107,11.7533,29.7459,car
459,375,666,606,7.5,18.5,10.5,169.5,149.841,115.983,154.326,134.125,27.8905,34.6617,35.0977,26.2602,car
445,371,584,627,9.5,8.5,6.5,7.5,141.397,121.497,167.497,174.953,27.8277,23.3784,22.2074,39.5774,car
478,385,618,569,13.5,13.5,18.5,20.5,173.296,128.669,200.953,186.61,26.6869,40.7463,31.3449,30.7164,car
460,325,562,684,15.5,7,10,32.5,172.125,117.355,110.083,206.551,16.9224,33.8603,26.9417,27.8378,car
218,220,287,272,7.5,4.5,10,118,178.326,155.355,192.569,173.255,10.8624,57.7926,41.1712,31.2847,car
227,218,350,387,19.5,5.5,186,251,171.924,154.669,155.296,398.877,21.0991,50.539,35.1772,29.7708,car
220,167,271,330,10.5,8.5,18.5,51.5,173.983,133.497,360.551,155.154,6.0757,40.4379,33.753,38.6197,car
173,238,329,293,11.5,3.5,273.5,31.5,143.983,179.355,314.836,425.522,31.0111,58.1667,26.9575,25.5824,car
220,218,301,307,10.5,29,105,239,185.296,171.238,216.953,302.25,17.4897,43.9136,36.9417,34.4717,car
209,284,519,423,27.5,5.5,48,434.5,135.095,172.326,547.103,300.693,29.6988,31.9192,35.9612,33.0366,car
291,260,599,684,36,19,235.5,422.5,161.48,134.225,316.693,250.936,25.9677,43,27.3989,26.3613,car
298,343,445,628,26.5,1.5,27,71.5,134.61,161.698,317.279,277.037,28.9828,35.4815,24.3086,29.0823,car
150,171,385,407,31,9.5,18,85,111.681,138.326,244.51,395.907,42.2153,42.9116,38.7622,20.4908,car
160,264,374,467,28,9,170.5,29.5,112.853,148.083,258.409,197.439,38.1967,39.734,37.0384,28.223,car
176,182,311,337,9,3.5,23,212,138.77,140.527,202.125,319.078,6.49688,48.9762,23.7471,32.8584,car
167,257,362,513,38.5,0.5,11,77,233.865,174.385,119.255,514.475,29.0736,60.1667,26.3559,29.2236,car
189,201,444,484,28,7.5,15,85,126.51,145.012,224.711,253.137,32.6436,47.694,36.1605,29.4813,car
161,178,338,445,18,12,87,38.5,125.196,142.083,153.397,423.404,31.8056,45.7917,39.3571,32.7748,car
165,171,454,403,29.5,5.5,22,28.5,121.095,136.669,298.995,349.179,38.7399,47.2424,35.9489,36.5018,car
214,212,323,367,25,16.5,15,62,142.024,130.953,188.024,417.99,26.9825,32.6294,40.6273,28.8654,car
292,287,494,462,22.5,6.5,23,20,138.61,142.669,283.137,237.823,27.9435,46.4359,33.7019,25.4461,car
286,261,404,402,18.5,3.5,20.5,66,174.267,146.184,273.924,200.853,19.6901,45.2302,34.7167,32.9485,car
263,226,352,364,14.5,7.5,24,45.5,146.125,128.184,243.823,288.752,18.6214,44.694,32.5213,25.6805,car
208,193,287,326,11.5,4.5,16,13.5,147.154,132.184,190.225,158.326,26.0576,39.4894,41.9921,26.2154,car
689,540,830,815,23.5,14.5,7,10.5,201.581,147.64,99.4558,96.669,32.8084,29.838,3.24074,29.172,car
622,424,732,674,26.5,3,10.5,22.5,202.409,120.87,131.983,94.1249,36.8243,30.4778,22.9241,31.6179,car
654,493,977,556,38,10.5,25,16.5,186.451,145.64,179.823,275.723,36.4488,28.1534,28.4227,35.0486,car
782,412,1087,1076,22.5,19,22,26.5,205.581,107.054,184.167,139.924,33.6476,19.8114,29.0855,22.2315,car
492,411,560,804,2,9,16,21.5,185.154,130.527,153.539,134.125,26.0093,29.6032,44.3874,31.5978,car
181,183,370,390,26,18.5,321,245,138.51,151.439,232.995,145.64,29.5962,39.5535,30.3452,28.6407,car
227,218,356,466,9,12.5,15,30.5,139.598,155.497,179.882,251.865,13.9491,55.5467,25.0377,36.7158,car
220,213,557,543,29.5,6.5,32,17.5,146.752,148.669,410.877,170.125,35.5882,46.7756,22.9747,39.0913,car
227,218,574,519,13.5,11.5,28.5,292.5,142.326,143.154,316.836,406.777,18.6808,46.0997,34.6977,31.3144,car
197,218,300,530,23,17.5,7,450,139.681,152.468,172.284,461.931,26.5248,48.9356,30.8307,21.8555,car
174,181,386,379,34,0,50,235.5,134.995,130.627,526.416,174.024,30.2932,0,24.651,25.4117,car
188,181,380,395,30,11,24.5,403.5,148.167,141.154,206.894,305.037,31.4683,55.2759,32.965,23.2632,car
196,225,421,424,30.5,3.5,443.5,246,143.238,159.841,199.154,531.446,30.3351,52.0286,26.5947,25.6607,car
189,209,418,378,21.5,10.5,209.5,380.5,149.439,152.326,176.225,412.291,30.6379,56.1867,29.3571,28.4994,car
295,349,571,840,34.5,9.5,23,50.5,172.894,199.296,251.823,388.149,34.7507,43.7573,24.3068,16.67,car
191,261,460,369,20.5,16.5,16.5,23,129.782,192.468,126.953,251.137,25.9594,28.6566,39.0935,32.4892,car
208,406,531,532,26,14,36.5,67,119.196,158.368,404.09,478.558,35.6234,33.5089,34.2357,19.6099,car
225,215,435,547,16,1.5,18,39,145.397,147.355,245.681,255.622,15.7656,50.9444,23.8483,19.9662,car
239,228,498,547,16,7.5,121.5,335,144.711,141.497,133.355,329.764,20.875,52.5889,33.8146,15.5613,car
479,196,511,637,41.5,13,10.5,31,229.179,86.9117,125.255,226.108,22.2538,16.0321,22.7118,30.9183,car
350,253,470,544,21.5,12.5,15.5,19.5,196.752,128.811,181.782,226.066,39.9742,42.9756,20.3976,26.6541,car
243,195,384,365,0.5,6.5,16.5,36,157.698,117.012,242.752,389.421,14.8333,40.4091,43.1643,23.9982,car
273,148,350,324,23.5,9,23,17,175.924,91.598,333.823,104.083,35.9382,31.1944,33.2864,38.7597,car
269,238,440,469,17.5,16,19.5,21,149.782,118.912,260.894,115.983,31.714,36.8594,23.5508,33.7252,car
307,260,311,267,29.5,25,80,63,138.083,152.024,276.759,231.848,46.0946,28.0586,55.5203,12.0512,casualty
152,306,495,300,10,16.5,44,27,103.255,145.296,174.108,95.196,30.7042,18.3254,42.1995,8.28901,casualty
206,284,383,316,14.5,18,86,48,126.811,181.681,275.73,165.765,47.74,16.3528,33.9667,10.5204,casualty
251,221,394,383,15.5,11.5,104.5,45,145.983,128.326,279.002,159.764,52.249,10.1,49.4613,13.8149,casualty
252,235,440,395,22.5,20,91.5,35,154.368,109.054,216.635,157.823,43.813,15.9317,41.0201,13.9438,casualty
646,390,401,425,47.5,0,72.5,61.5,191.238,0,287.688,318.032,34.3984,0,40.3216,22.7679,casualty
573,610,424,449,48.5,22,69,24.5,286.392,128.711,233.99,269.522,18.3951,15.2618,48.2917,13.9451,casualty
488,685,360,733,31.5,23,38,32.5,136.409,154.024,135.137,153.723,17.26,42.9734,54.5195,22.4044,casualty
568,444,411,412,55,30.5,81,8.5,232.676,259.179,318.073,164.468,20.2402,17.0139,49.3842,13.6592,casualty
511,559,385,455,61.5,38.5,72,19.5,221.605,128.894,249.647,163.095,22.7611,47.2585,48.9012,18.788,casualty
491,457,384,446,18,40,82,29,136.912,200.593,304.416,158.652,52.2763,24.8415,53.0913,12.1466,casualty
551,474,319,392,36,62,54.5,74,219.765,276.333,244.291,282.617,44.7384,21.774,40.6347,6.59535,casualty
367,430,302,332,20,35,41.5,59.5,126.083,174.451,133.622,255.605,51.1972,19.3641,49.1909,10.2806,casualty
454,473,737,228,25.5,53.5,258.5,21,156.409,217.463,220.149,76.5685,39.3989,30.6425,47.6698,7.44444,casualty
396,480,380,371,18.5,25.5,66,51.5,142.811,181.581,224.333,236.291,40.6972,14.6709,52.5328,9.97087,casualty
415,290,366,670,37.5,24,32,21.5,146.368,153.681,145.823,133.782,28.9087,39.8439,51.3325,20.9033,casualty
428,479,144,291,18,20.5,28,16,146.368,113.882,118.853,66.0833,34.3778,42.3111,51.8393,10.3062,casualty
354,279,502,657,21,14,26,29,123.539,77.2548,118.024,156.652,12.0069,53.3351,49.0896,22.8596,casualty
528,477,233,490,37.5,32.5,37.5,35.5,136.894,232.693,160.551,203.179,30.0995,43.1304,52.824,15.1707,casualty
499,485,610,689,19,30,64,29.5,241.439,162.995,254.333,159.238,21.0159,47.5593,41.7564,16.7693,casualty
340,388,432,208,57,25,32,20,294.534,118.711,157.823,76.5685,30.1852,23.0363,42.1536,6.80712,casualty
273,328,320,252,29,40.5,33,41,129.397,145.238,153.48,151.966,48.5863,27.3658,43.149,11.2588,casualty
325,387,400,108,14.5,62.5,203.5,9,139.296,289.404,200.492,38.6274,38.4352,11.8776,54.0941,3.50926,casualty
374,506,429,182,25.5,121,63.5,19.5,159.924,294.274,309.889,75.1543,50.6913,16.3705,47.9938,7.04963,casualty
416,263,241,163,71,50,52,45.5,449.186,209.22,214.392,184.693,46.2611,10.09,56.3707,6.86264,casualty
276,203,325,313,17.5,22.5,31.5,49.5,156.953,146.267,122.61,181.664,40.8312,17.5721,45.8148,14.3179,casualty
303,225,292,275,24,29,35.5,40,167.681,179.48,119.238,171.622,37.4875,21.9999,35.808,14.9106,casualty
288,268,219,235,25,33,32,41,176.51,187.966,98.5097,162.451,37.5294,25.9794,50.0274,9.49511,casualty
280,272,363,280,29,36,60,54.5,169.823,185.622,224.534,184.978,36.7433,29.5692,34.684,13.9805,casualty
314,308,327,237,31,45,81,33,215.966,173.279,320.416,99.3381,39.9856,19.084,48.5625,12.8413,casualty
882,1198,912,963,14.5,16.5,35,18.5,107.497,94.468,161.137,83.9828,22.1813,37,45.6932,13.902,casualty
488,846,943,1537,15.5,10,35,43.5,137.296,79.9411,181.622,207.664,21.7,39.553,46.4462,29.879,casualty
525,731,1436,951,10,13.5,28.5,13.5,107.397,145.64,126.752,149.296,27.2956,24.7208,35.0788,13.7055,casualty
561,828,862,688,16.5,34,57.5,38.5,204.368,160.309,266.777,249.321,34.5635,31.1364,51.7114,11.3229,casualty
887,932,735,732,14.5,38,59.5,42.5,55.6985,175.622,254.919,167.522,44.858,27.5844,37.3836,22.9142,casualty
526,446,449,448,11.5,36.5,44,68,134.912,214.35,193.421,278.96,40.6889,30.1193,52.126,13.8981,casualty
603,613,533,170,49,39.5,63.5,29,155.539,158.309,267.404,116.024,37.7407,21.9385,52.3706,5.65681,casualty
529,467,436,247,12,39,79,32.5,157.054,196.108,318.416,184.894,49.3114,25.3347,21.0127,7.94359,casualty
537,444,730,226,20,84,38.5,30.5,157.296,206.392,170.551,106.267,48.5274,17.4354,46.9551,6.1444,casualty
840,818,637,372,59,36.5,89.5,30.5,275.848,140.066,329.772,111.924,31.5305,23.3516,47.0963,9.53152,casualty
640,604,658,62,32,90.5,81.5,15,217.48,291.63,310.659,64.0833,32.8729,17.3162,46.7336,3.55556,casualty
407,484,501,286,18.5,14.5,70,24.5,121.296,103.255,291.789,98.9533,53.1237,21.1854,54.483,8.56175,casualty
352,503,435,460,31,22,47,25,171.48,129.882,177.907,131.338,48.3452,16.5025,50.3441,13.3985,casualty
587,562,501,254,18.5,31.5,32.5,47.5,156.125,193.723,120.752,166.35,37.4862,26.0722,48.7303,5.91696,casualty
321,458,778,293,16,30.5,27.5,18,104.569,137.924,147.924,71.7401,46.2489,26.854,47.9525,9.08477,casualty
472,437,441,217,15.5,29.5,72,14,159.439,133.338,296.617,131.397,40.5725,22.7537,34.064,4.58654,casualty
379,515,419,194,23,30.5,72,24,160.51,125.924,305.588,123.196,50.85,18.603,46.9863,6.73768,casualty
514,302,469,35,22.5,48,29,3.5,167.581,168.593,163.823,13.8995,51.4951,7.85236,53.9863,2.18095,casualty
397,432,640,225,19,23.5,62,16,146.368,131.439,293.99,57.2548,52.7439,20.9851,50.6295,7.74883,casualty
555,430,522,179,28,32.5,50,5,162.652,169.38,271.706,119.598,38.1115,16.2815,49.874,4.18333,casualty
209,206,263,220,21.5,15.5,85.5,54.5,156.267,77.1543,283.144,184.149,33.5468,21.4806,45.9731,15.6125,casualty
236,260,226,149,24,35.5,210.5,19,171.681,244.492,261.061,70.3259,32.0476,22.6461,54.7759,9.43817,casualty
257,221,197,207,24,31,25,25.5,189.238,194.309,101.196,155.581,35.6181,26.3687,52.8579,9.53964,casualty
226,256,227,216,28,18,60,29.5,182.995,105.882,243.848,93.4386,43.6369,24.2255,47.0105,13.4814,casualty
196,240,228,211,25,35,42.5,66.5,158.51,166.309,149.865,252.09,46.8352,18.9669,30.202,10.0049,casualty
202,287,365,380,27.5,11.5,40.5,36.5,114.953,42.5269,126.551,136.894,24.2339,32.7456,40.9768,14.0728,casualty
374,391,488,304,29.5,33,53.5,37.5,164.894,207.622,193.321,147.723,42.7404,17.775,36.5617,11.1347,casualty
436,343,288,187,44,24.5,67.5,23,264.735,176.652,207.747,99.196,41.8423,23.2389,47.2096,8.116,casualty
364,342,382,255,33,22,82.5,23.5,179.48,136.024,315.487,118.61,42.4437,15.7407,47.7914,16.5474,casualty
259,505,336,289,23.5,30,56,37.5,136.61,260.936,219.22,134.551,55.2618,28.6828,44.1448,11.7829,casualty
622,412,643,432,30,18,51.5,40,154.652,135.296,196.149,185.279,40.7297,16.3765,45.0732,14.2345,casualty
525,478,836,816,8,9.5,20.5,22.5,121.598,101.497,101.296,111.296,48.9083,0,44.8709,14.8185,casualty
405,544,540,343,12.5,28,35,15.5,120.326,176.995,148.551,72.669,53.3251,24.952,34.448,6.16632,casualty
662,278,374,691,31.5,19,28,23.5,223.38,94.5685,150.995,104.953,34.2821,34.0156,55.5179,16.6138,casualty
461,567,723,334,23,23.5,44,44.5,261.622,120.953,204.593,145.522,48.0887,26.3434,48.0736,7.26778,casualty
280,256,279,180,26.5,29,49,24.5,171.581,151.338,163.421,75.2965,51.7389,16.1373,47.9522,9.95603,casualty
256,458,367,126,18.5,32,39.5,23,153.782,227.279,143.037,97.0538,56.0334,19.0588,46.4425,8.60703,casualty
264,314,307,259,28,14.5,75.5,27.5,144.267,138.468,263.688,94.6102,55.4277,24.1048,49.3362,12.299,casualty
304,364,316,264,29,41.5,48.5,47,169.48,304.434,174.836,170.25,37.1332,15.0366,37.2423,11.1204,casualty
249,279,387,354,20.5,28,71,47,142.953,168.995,262.96,168.25,40.37,14.8662,50.286,15.7198,casualty
754,521,581,394,25,37.5,81,35,204.409,138.551,307.245,288.593,22.9062,11.8785,44.8197,20.7857,casualty
631,494,302,371,42,38,38.5,18.5,182.167,270.936,125.723,247.238,28.8409,17.0715,41.1106,15.4395,casualty
452,766,741,791,23,23.5,42,19,153.338,163.782,234.735,158.368,30.867,15.7308,44.6716,26.6722,casualty
269,578,522,645,19.5,18.5,57,24.5,115.983,122.125,227.362,226.551,33.3961,27.919,33.6724,14.5411,casualty
344,534,859,181,18.5,31,47.5,3,159.439,165.48,171.664,10.4853,33.1698,35.0278,37.2935,2.22222,casualty
