%1. Title : 
%
%2. Sources : 
%
%
%
@RELATION Imagette

@ATTRIBUTE  Mass_Center_X_1 NUMERIC
@ATTRIBUTE  Mass_Center_X_2 NUMERIC
@ATTRIBUTE  Mass_Center_X_3 NUMERIC
@ATTRIBUTE  Mass_Center_X_4 NUMERIC
@ATTRIBUTE  Mass_Center_X_5 NUMERIC
@ATTRIBUTE  Mass_Center_X_6 NUMERIC
@ATTRIBUTE  Mass_Center_X_7 NUMERIC
@ATTRIBUTE  Mass_Center_X_8 NUMERIC
@ATTRIBUTE  Mass_Center_X_9 NUMERIC
@ATTRIBUTE Class  {accident, bomb, car, casualty, electricity, fire-brigade, fire, flood, gas, injury, paramedics, person police, road-block}

@DATA
0,5.05556,0,32.2153,17.5069,15.8464,39.1667,21.4833,8.15556,car
34.6239,30.5,0,15.9104,10.5397,22.358,33.4306,21.2656,8.69487,car
36.3131,2.66667,0,18.4758,15.9537,19.3509,0,7.08333,19.2074,car
26.9556,0,23.6667,10.875,40,35.1944,33.7817,21.1056,9.7037,car
17.2778,0,0,17.127,11.0972,21.6027,32.4697,21.613,5.42593,car
33.5034,0,8.61111,15.4196,16.9444,29.8434,0,26.559,8.87037,car
28.6591,11.9583,0,9.56333,20.0167,19.1891,0,0,16.75,car
30.7016,3.61905,0,15.1667,10.7956,25.5477,16.4028,14.2,9.08333,car
31.5267,10.19,0,11.6291,14.8333,20.25,24.4028,18.5833,12.2708,car
29.5105,8.38889,0,4.5,35.2,14.1911,25.2564,24.9565,4.12963,car
15.2778,19,0,6.35802,13.0348,20.8794,0,19.298,17.0909,car
0,19.899,0,20.6643,16.8708,19.9079,30.6217,18.4546,8.25,car
28.4167,0,14.8667,24.5291,13.259,25.378,0,19.6333,14.6,car
17.8333,6.875,0,22.2925,24.4392,28.4034,25.8788,18.8095,11.7917,car
23.2667,0,9,24.7746,13.7278,22.2384,32.6364,23.9491,17.4781,car
36.7222,1,19,13.3374,19.9095,26.9252,0,35.2698,5.5,car
38.4167,3.51852,0,27.2276,15.8964,12.3044,27.3013,23.6601,10.0351,car
36.9501,5.66667,14.1905,20.2358,23.2474,18.3784,34.2578,8.98148,13.4167,car
36.8772,13.8333,37.5556,18.5095,20.0827,14.8132,29.6939,22.9877,9.01389,car
36.9545,4,32,19.8899,18.7119,16.6684,33.5626,21.6676,10.2778,car
35.231,1.62963,19.7407,19.1958,12.8922,9.27223,33.5641,16.9805,24.7807,car
33.7778,0,0,19.0763,11.2856,17.8254,0,0,0,car
0,4.38095,0,20.589,21.0287,23.6551,12,26.6605,12.9,car
22.3333,0,0,21.8712,14.2524,18.5138,0,21.6667,7,car
30.6111,0,0,21.0309,11.1203,19.824,0,21.25,6.66667,car
26.7666,7.33333,0,4.59524,28.875,27.5978,12.8095,31.6036,17.15,car
31.2974,4.20513,0,8.06667,18.5778,16.2042,33.4139,25.4527,7.40476,car
6.66667,0,0,16.75,5.04034,25.8434,0,29.0476,21.5833,car
29.8382,0,0,18.3417,5.0022,18.8975,27.6667,17.295,4.92857,car
37.2538,2,0,15.3333,9.98667,20.9283,7.86111,15.5741,19.8299,car
0,14.1667,6.22839,34.369,22.1378,5,34.2449,21.7252,4.65035,casualty
33.6667,6.53333,0,36.3806,21.3199,1.5,37.6167,18.0476,6.81579,casualty
0,17.2197,0,37.4667,11.7733,6,35.2854,20.9791,6.97917,casualty
40.5,16.3893,0,26.263,25.0835,2.44551,40.0833,20.4133,3.2381,casualty
37.9375,17.4207,0,36.5934,19.8449,5.5,38.2722,15.1181,5.62667,casualty
25.5017,3,0,36.5,13.0354,0,24.8114,37.6,18.4122,casualty
13.0689,37.6674,1.5,31.3435,20.3583,0,33.3095,18.446,17.2064,casualty
5.28125,0,35.5,28.5189,20.4161,20.4338,40.5,25.8637,24.2339,casualty
11.8328,0,0,26.475,26.8711,2.66667,29.0311,6.86508,7,casualty
18.4745,0,26.0459,34.3032,23.6463,0,29.9444,9.64583,18,casualty
38.5,13.5446,11.0889,39.5,18.0617,7.05335,32.6724,21.3379,2.16667,casualty
31.3761,20.0643,8.79589,39.25,16.2046,1.5,38.994,21.0312,7.99297,casualty
19.625,7.75238,16.358,0,23.596,6.24111,31.5698,21.9992,5.58333,casualty
38.5,8.57246,20.041,32.0799,21.1295,5.55667,30.2552,17.2129,0,casualty
0,23.2317,3.86667,0,17.3594,4.1627,34.66,20.6262,5.18518,casualty
0,0,0,30.1987,16.9509,16.4438,38.8667,27.3865,10.8058,casualty
19.2619,0,37.9,31.5,21.9627,22.9328,40.4444,7.725,0,casualty
0,0,31.3703,15.8582,12.1307,28.6078,32.9698,22.8984,2,casualty
13.2804,0,34.119,33.1538,21.1527,13.8471,38.9375,11.9545,0,casualty
19.2222,2,17.1515,24.9618,24.7877,16.9213,27.5366,7.79136,7.11111,casualty
30.5963,14.3444,15.5794,26.3758,22.7408,4.9375,0,16.5786,0,casualty
0,14.9905,16.246,35,18.6578,4.95739,37.0625,19.3343,2.22222,casualty
19.5,20.7019,13.0398,40.5,16.2758,2.7619,32.0873,14.1948,0,casualty
31.9231,24.0226,19.5057,38.5,13.7738,3.48889,28.7969,16.7977,2.5,casualty
36.7143,18.6889,4.86905,19.75,11.2879,0,37.0667,17.25,2,casualty
34.8136,17.5682,0,35.6327,17.9559,4.43939,37.037,17.6867,10.8765,casualty
38.9524,16.8424,0,36.1204,21.3081,4.89681,30.9009,21.3309,12.5725,casualty
37.3788,3.47619,5.62037,36.5799,26.4461,6.77778,36.3492,17.5024,5.25,casualty
35.877,19.379,6.25,31.3359,26.1666,9.32911,31.6949,22.6971,5.19697,casualty
32.3235,19.7388,15.6944,30.89,23.1056,13.3207,26.7895,18.7321,5.67366,casualty
13.3333,0,18.7619,27.1649,32.5,13.3333,33.7587,11.7778,0,casualty
0,0,20.5,34.5323,6,15.3988,27.7667,21.6457,15.5311,casualty
28.0444,10.5,5.35577,18.6318,32.7504,8.5,34.569,14.5352,11.8148,casualty
34.6051,17.1111,17.1516,23.7731,26.7782,7.86496,29.2593,19.9167,6.08547,casualty
0,39.5,16.4816,37.2037,19.2505,8.55556,28.7706,18.7694,12.3455,casualty
29.3333,9.13778,11.8544,40.5,22.6107,5.88768,35.157,22.127,4.72967,casualty
38.35,17.0104,7.98942,37.3556,16.8222,3.25,32.6061,15.8739,0,casualty
20.25,4.663,10.3969,19.75,20.7123,3.93725,31.4737,13.9645,0,casualty
37.8929,16.3778,12.875,35.6969,17.2494,4.85714,27.9984,16.3444,0,casualty
34.0201,18.9051,13.7074,37.4167,21.4838,8.49275,27.2735,17.8358,4.21176,casualty
34.0853,16.4206,11.8562,29.866,21.441,2.26667,29.4674,17.4688,0,casualty
0,14.9859,13.1728,0,18.3465,6.33333,33.3227,18.2146,2.88889,casualty
40,16.8095,0,34.9773,18.7556,4.86154,37.3333,24.6405,0,casualty
38.6389,2.67424,13.6331,33.882,14.4539,5.30392,32.382,19.7635,3.25,casualty
35.7145,14.3512,6.22161,30.8074,23.3688,8.24679,38.3824,16.5682,0,casualty
0,19.0763,6.675,38.8333,19.3615,2.26667,33.6235,11.192,0,casualty
0,22.286,12.2859,40.5,16.2585,6.10833,32.4998,16.0203,0,casualty
39.1667,15.3081,5.91414,18.881,15.2046,1.77778,37,10.5408,0,casualty
20.25,16.7506,0,39.5,15.8651,5.55873,30.6515,11.0043,0,casualty
18.5833,12.9004,7.10556,38.9188,13.842,3,36.1151,7.94444,0,casualty
36.8772,0,1,35.7574,22.9665,4.67424,37,21.7075,8.92006,casualty
39.75,4.20513,10.3796,29.4333,18.6725,2.95833,35.3529,20.3014,0,casualty
20.25,4.28084,9.99158,0,18.4972,1.83333,36.1061,24.1834,3,casualty
38.25,15.5707,0,37.8333,27.4287,5.33333,38.0593,16.8113,0,casualty
19,7.32239,5.30303,39.75,20.2889,3.75,37.25,19.8956,5.87302,casualty
37.25,13.4722,0,32.5599,23.637,8.2355,0,24.2336,4.7619,casualty
36.8,18.2827,9,35.2984,23.1444,7.14583,33.8057,16.0726,6.77222,casualty
32.5893,15.9625,7.11111,27.7811,16.563,7.36403,30.2575,23.8206,0,casualty
23.5048,4.73634,0,35.5365,13.5004,3.98942,35.0821,19.3018,8.33889,casualty
0,10.4843,6.91667,0,20.5748,10.5684,15.7179,24.0573,0,casualty
32.6597,11.3519,5.48148,34.0992,28.8362,3.375,25.3802,8.27838,13.4387,casualty
40.5,10.8395,0,24.0446,25.9831,4.69643,34.6875,22.243,3.13333,casualty
0,22.3376,19.5,0,15.8623,9.25697,30.2375,16.7957,0,casualty
30.9167,2.08333,7.24375,20.4835,24.666,11.3878,0,27.9544,6.94017,casualty
39.5,11.05,10.7979,36.82,17.0382,7.5,32.9742,15.3779,3,casualty
40.5,14.0473,0,25.8268,20.8537,4.87222,37.6212,18.3881,0,casualty
0,14.6949,3.63553,35.4948,19.6887,8.52061,22.1667,13.4582,0,casualty
0,20.7234,7.25,0,18.5283,5.76667,34.4314,20.0803,3.63095,casualty
38.5379,30.3,0,38.4196,17.2924,7.4681,33.0571,16.3014,5.12821,casualty
39.15,21.9287,0,37.75,22.6616,2.93333,35.1875,22.3457,6.69192,casualty
8.38689,30.8525,5.16865,26.4512,11.8982,0,24.5261,33.0091,17.4222,casualty
23.1335,0,11.2929,35.697,25.4897,6.20303,30.0938,3.57516,26,casualty
37.463,0,3.28788,22.168,31.9409,5.43182,0,8.893,21.1111,casualty
0,38.6667,8.63915,31.5847,23.956,8.66191,31.7685,13.1233,0,casualty
38.5,3.26667,18.5261,33.5102,14.4596,3.58333,32.2472,12.2899,0,casualty
5.84848,0,18.6746,26.5972,30.1671,7.29722,36.994,11.9771,0,casualty
21.7589,3.04762,39.6667,0,20.1722,17.2731,39,14.1477,0,casualty
30.5367,0,19.5897,36.6,25.1706,5.59259,31.8306,15.5636,26.0741,casualty
7.09259,36.9524,11.6214,0,25.73,0,25.9947,0,13.3333,casualty
20.5185,0,8.04167,23.4807,20.4232,2.66667,31.4306,21.6228,15.1625,casualty
0,22.4773,0,37.0833,19.2507,2.5,39.0167,19.2732,0,casualty
0,13.4952,5.16667,0,18.2493,3.5,36.129,19.6942,0,casualty
0,13.0699,5.85256,0,21.2019,4.7963,35.6154,22.384,5,casualty
40.5,17.0011,0,36.6222,18.0224,2.73333,38.6288,17.7757,6.5625,casualty
30.0487,25.9577,0,31.4589,24.1189,3.5,24.9524,22.807,11.5458,casualty
31.3667,0,25.5,22.8845,19.8426,10.7137,32.0411,12.0765,0,casualty
15.3333,0,4.86667,16.2083,24.4595,8.5,25.9592,5,33.4458,casualty
12.0694,0,0,27.8587,15.5712,1,16.5782,0,0,casualty
37.0143,0,28.25,28.0705,21.7233,15.7836,30.6074,8.58291,30.0018,casualty
0,36.7563,0,22.2137,14.9718,0,33.4091,3.75,36.6,casualty
0,11.4815,19.8667,31.6222,9.78252,9.22024,27.6574,19.3724,0,casualty
38.5,0,17.183,17.7083,23.1748,4.36341,0,27.9354,7.19048,casualty
10.5556,0,12.5898,23.1519,26.4862,3.92593,23.6347,23.7736,25.75,casualty
4.46296,35.8975,0,19.8995,21.0124,0,30.55,19.8985,2.44444,casualty
4,0,20.0778,17.8919,26.0265,8.86534,19.5356,19.5949,23.3444,casualty
36.6235,14.9259,0,28.0972,20.2625,6.12302,35.5,21.325,3.5,casualty
37.8186,20.7796,0,37.244,18.081,8.38559,33.2877,22.1471,8.41783,casualty
0,11.4964,10.4141,35.0681,18.8017,6.92627,35.8635,21.5762,6.45238,casualty
0,22.0808,4,35.3125,17.6232,5.74242,39.75,19.6635,0,casualty
40.5,21.2263,1.41667,20.25,24.2252,3.75,36.1667,18.9455,0,casualty
0,21.4167,0,35.4125,20.7961,8.5,35.9265,21.8629,5.7037,casualty
20.6667,0,34.7008,26.7655,11.56,14.5529,32.8397,11.3602,0,casualty
5.56296,0,40.3333,26.9594,23.6166,19.8899,34.7989,11.0589,0,casualty
20.1389,31.025,0,31.4665,19.2407,0,25.6016,15.3766,17.6403,casualty
0,0,8.7803,26.404,12.0719,4.5,15.3177,27.9848,5.16667,casualty
18.6341,13.8494,0,27.4256,25.2704,0,33.9923,4.81974,22.1096,casualty
32.8641,2.5,26.7929,14.5946,5,10,37.6667,18.6189,0,casualty
15.2841,11.3711,28.4866,29.613,11.6909,0,33.0238,28.8102,3.61905,casualty
0,0,27.5357,21.1988,16.1667,14.6416,35.0302,19.5364,0,casualty
0,0,17.869,31.5833,6.73065,9.90333,0,29.2731,0,casualty
16.0056,0,30.7766,36.1667,22.9932,12.2595,38.4359,10.5993,29.3699,casualty
39.8667,10.7288,8.59074,21.2845,11.8305,5,17.5,21.8556,18.9881,casualty
29.6411,0,33.6914,16.513,22.3375,15.5989,29.2994,15.5,0,casualty
0,0,26.1239,18.434,8.61806,14.8528,37,22.0828,9.52367,casualty
21.5926,0,5.11905,33.8439,23.7316,6.22593,32.773,23.6012,11.0879,casualty
0,0,7.375,22.5758,13.9302,1.33333,30.6026,23.4444,25.7941,casualty
21.624,34.4277,0,30.1643,14.9647,0,0,0,23.6521,casualty
12.9248,33.6711,0,26.3408,16.3003,0,15.1694,0,22.0445,casualty
13.3452,20.8611,1.88889,34.0963,13.5885,0,12.4317,37.75,13.2034,casualty
20.1638,38.2963,3.20802,35.234,21.8839,14.8993,22.1481,25.625,22.6569,casualty
31.9815,19.391,9.26214,25.0467,15.1973,10.9877,34.3333,28.7539,8.72024,casualty
29.1726,15.919,8.97329,34.1232,20.8133,8.75,37.5,25.1564,5.34375,casualty
39.75,5.22365,7.33333,27.048,18.435,12.1357,32.2143,18.7385,6.49048,casualty
31.6471,18.2564,6.77411,30.4469,25.4157,3.125,32.4091,21.4064,11.4231,casualty
35.5238,15.6296,12.5304,0,20.1868,6.91762,31.2807,18.8591,0,casualty
39.4,15.4469,14.75,36.8906,7.09509,11.4632,39.4667,26.2848,3.79356,casualty
0,17.291,3.75,35.5644,22.6426,2.62037,38.75,24.4982,2,casualty
19.15,15.9472,3.16667,38.4741,23.4244,4.16667,39.6667,27.5499,2.625,casualty
39,20.4651,4.3125,38.1238,19.3071,4.96776,35.9722,23.2525,2.75,casualty
20,18.7315,4,20,19.5254,3.93561,40.0667,20.6337,1.5,casualty
40,9.20381,0,39.4167,19.5,1.61667,39.619,16.4664,1.5,electricity
0,14.4724,0,0,26.5375,0,0,16.8488,0,electricity
0,6.75,0,0,27.4034,0,17.25,29.4188,5.61111,electricity
0,10.15,0,0,26.6923,0,0,18.1556,0,electricity
40,10.9987,4.5,37.4667,30.7522,3,0,16.7719,0,electricity
37.1296,24.6028,5.07246,0,29.5,0,35.0455,12.9738,0,electricity
0,7.38642,0,0,22.6619,0,0,16.4448,0,electricity
0,8.48547,0,0,29.833,0,0,19.5695,0,electricity
39.0667,7.35,0,0,23.1086,0,0,14.7503,2.5,electricity
35.3833,20.8125,5.15686,0,11.7812,0,0,22.7316,6.37719,electricity
0,15.658,0,37.51,0.666667,4.73333,0,25.3725,0,electricity
0,20.4121,3.88889,0,29.737,3,38.3796,13.859,0,electricity
0,19.2737,3.11111,0,22.818,2.5,26.4556,11.8842,0,electricity
0,19.9815,9.50877,0,31.4032,4.14815,34.8833,15.7531,0,electricity
0,16.9278,0,38.4737,23.798,1.77778,37.0278,14.2334,0,electricity
0,27.8106,0,0,28.1594,0,0,27.9114,0,electricity
0,28.0956,0,0,15.213,0,0,14.7081,0,electricity
0,19.3762,0,0,18.4825,0,0,14.1666,0,electricity
0,21.8615,0,0,9.65476,0,38.5222,21.9392,2.875,electricity
0,22.8234,0,0,28.622,0,0,16.7238,0,electricity
39.5,7.14706,0,38.1296,35.7991,0,0,24.1842,3.19608,electricity
0,16.2083,0,0,23.7431,0,0,20.2482,0,electricity
40.5,8,0,38.5556,22.4473,3.36111,40.5,16.503,0,electricity
0,18.6044,0,0,26.8081,0,0,19.3322,0,electricity
0,13.4672,0,0,18.7828,0,0,17.2534,0,electricity
0,7.58333,0,0,19.6049,0,0,8.71548,0,electricity
0,17.0222,0,0,26.6984,0,0,14.4467,0,electricity
0,30.7339,1.66667,0,28.623,0,0,15.0998,0,electricity
0,18.8118,2.22222,0,25.7035,0,39.2685,17.2022,0,electricity
0,16.7677,2,0,21.1771,0,39.1905,19.0805,0,electricity
40.5,13.2945,0,40.3333,23.5303,0,0,19.0345,2.61905,electricity
20.2955,23.537,0,0,22.3025,17.9309,25.6061,20.3989,5.62644,electricity
6.20833,0,0,17.2769,3.70833,30.5439,30.0423,17.1374,13.342,electricity
4.775,0,0,7.55556,12.5333,20.1468,31.45,19.9206,5,electricity
22.8333,0,0,21.2944,27.2361,0,39,19.7337,14.0628,electricity
0,13.0175,0,0,28.7113,0,0,17.1442,0,electricity
35.1667,36.2226,2.95238,0,33.3782,0,0,27.4346,0,electricity
0,18.325,0,0,23.0778,0,0,20.08,0,electricity
0,3.35397,3,37.3333,30.2471,4.22222,39.5,20.0689,3.11667,electricity
35.0111,15.7056,7.28986,0,0,0,0,21.8431,1.5,electricity
0,15.5453,0,0,31.2778,0,38.6429,18.9035,4.64935,electricity
0,9.53039,0,39.1296,26.443,0,38.35,23.0025,3.11667,electricity
39.125,23.7071,0,38.8796,20.3766,0,0,10.8116,4.20833,electricity
0,23.4395,0,0,31.4762,0,0,18.6205,1.66667,electricity
0,30.7967,7,0,29.7831,0,36.581,20.9882,5,electricity
39.5,6.60625,0,38.8782,25.298,4.1875,36.3056,15.7377,0,electricity
0,11.6439,0,0,17.9176,0,39.5,23.7524,1.77778,electricity
0,8.21399,0,0,6.78413,0,0,17.1457,0,electricity
0,19.9706,0,0,13.8333,0,0,24.3716,0,electricity
18.9167,4.89333,0,37.6905,23.2499,4.27778,40.5,14.0496,3,electricity
38.6667,2.22222,10.0111,0,0,0,0,12.0324,10.2622,electricity
38.4167,0,0,0,31.325,1.5,0,17.601,0,electricity
35.3333,19,5.22222,0,34.1071,1.77778,38.2424,17.528,0,electricity
31.7778,35.64,6.33333,0,28.4722,0,0,28.1966,1.5,electricity
0,0,0,0,27.0688,2,0,22.153,0,electricity
0,25.5397,0,0,0,0,39.5,19.1613,0,electricity
39.1111,27.7417,1.5,0,33.6288,0,0,22.3087,0,electricity
0,27.75,7.06833,0,0,0,36.1,19.1128,3.16667,electricity
20.4444,29.1667,4.33333,0,0,0,36,18.4204,0,electricity
0,21.4444,4,0,0,0,36.7709,31.4451,5.72222,electricity
0,31.7143,0,39.4,18.075,1.86667,0,16.4368,0,electricity
0,15.3611,0,40.5,17.9855,0,0,20.5191,0,electricity
33.614,32.365,6.1859,0,18.7083,0,37.5548,14.8784,0,electricity
0,1.11111,0,0,20.4833,0,0,21.5257,0,electricity
0,19.7094,6.50725,0,28.0463,0,37.4167,14.7231,0,electricity
37.3,4.92788,0,38.5,12.0999,0,39.3571,20.2313,4.5,electricity
0,9.98133,0,0,18.4693,0,40.5,18.5363,1.88333,electricity
36.1778,0,0,32.9822,22.6667,12.5,0,18.2336,6.12745,electricity
37.3194,6.61616,0,33.3439,16.8429,9.55556,20,15.1498,4.37963,electricity
0,14.0609,0,0,10.7,0,0,14.7453,1.5,electricity
0,0,0,0,15.7778,0,0,20.25,0,electricity
0,12.65,0,0,0,0,0,14.25,0,electricity
0,10.75,0,0,23.2222,0,0,21.9,0,electricity
0,25.2722,6.04762,0,0,0,0,33.0927,0,electricity
0,22.4861,0,0,0,9,39.2381,19.114,4,electricity
39.7778,11.0125,0,39.9722,33.1653,2,0,15.9976,0,electricity
0,15.1053,0,0,22.483,0,0,13.0703,0,electricity
35.8333,26.3997,2.86111,35.3333,21,0,19.2381,16.9511,0,electricity
0,8.24286,0,0,18.6008,0,40,20.9731,0,electricity
0,15.3638,0,0,22.8333,0,0,14.6775,0,electricity
0,16.6343,0,38.8148,30.2963,0,0,20.6447,4.44444,electricity
0,18.8846,0,0,11.9911,0,0,20.3333,1.5,electricity
40.5,10.5296,0,38.7698,26.2302,0,0,16.7083,2.87143,electricity
0,14.9929,0,0,25,0,0,17.4091,0,electricity
0,13.8423,0,36.563,27.4805,0,0,24.5,4.62778,electricity
0,16.0608,0,0,21.6875,2.55556,39.75,16.0979,0,electricity
0,12.5271,0,0,23.5851,2.22222,19.6296,19.6231,0,electricity
40,13.739,0,40,14.3722,0,38.8333,21.204,4,electricity
0,22.8606,0,0,25.2879,0,39.9167,19.5648,0,electricity
0,25,0,0,21.9782,0,39.15,20.306,3.62745,electricity
0,24.7471,0,0,26.9799,0,39.9167,19.1275,2.22222,electricity
0,23.0757,0,0,20.503,0,37.8889,15.2046,0,electricity
0,19.7624,0,0,21.2293,4.75,35.9459,18.4415,4.75,electricity
0,26.3863,0,0,23.4327,0,38.1288,24.3346,2.5,electricity
0,23.8452,0,0,26.4019,4,35.798,20.1031,3.63095,electricity
0,24.7619,0,37.3889,21.925,5.21053,0,12.2712,0,electricity
30.7778,0,5.48148,16.75,28.5679,0,39.5,13.3274,0,electricity
35.9744,1.71061,4.94444,0,33.8,0,0,17.3533,0,electricity
38.4912,4.06333,3.61111,0,23.3333,4.25,38.3333,22.7535,0,electricity
40.5,5.6875,0,38.5556,17.1257,2,18.75,15.2157,0,electricity
0,0,0,0,20.7778,0,0,21.5811,0,electricity
0,14.3772,1.5,40.3333,20.6687,0,0,23.3734,0,electricity
0,38.7407,2.22222,0,24.2298,0,0,23.996,0,electricity
0,16.3034,0,0,8.13333,0,0,28.4191,0,electricity
0,0,0,0,21.3083,0,0,19.9284,0,electricity
0,25.0052,0,0,21.4873,0,0,23.8828,0,electricity
0,24.5547,0,0,25.0455,0,0,24.935,0,electricity
0,15.307,0,0,14.8958,0,0,19.1809,0,electricity
0,14.5556,0,0,12.6375,0,0,17.4026,1.66667,electricity
0,12.7429,0,39.1889,11.7209,4,0,22.4759,1.5,electricity
0,21.7,0,0,20.8878,0,0,18.6962,0,electricity
0,26.9434,5.35294,0,26.8227,0,39.25,16.3207,5.9537,electricity
0,12.7607,0,0,30.75,0,0,20.476,0,electricity
0,7.38558,0,0,9.25,0,0,16.2226,0,electricity
33.7003,26.4583,0,0,16.25,0,38.5,19.6591,4.225,electricity
30.3464,0,12.5,0,34.5714,4.00317,18.75,11.9667,0,electricity
0,10.95,0,0,20.2865,0,0,14.2361,0,electricity
35.204,15.5309,6.07051,0,34.4608,1.5,35.4889,25.5324,0,electricity
0,27.4733,4.66435,0,30.607,0,28.4583,16.9016,0,electricity
0,14.0878,1.5,0,23.0517,0,40.4167,6.02598,0,electricity
24.2198,16.7393,4.50218,11.9683,15,21.143,14.7098,27.2045,3,fire-brigade
17.9833,27.5126,6.70505,14.4563,0,18.7511,18.6069,28.819,4.46875,fire-brigade
33.1545,31.3388,3.925,18.6875,8.33333,12.7876,11.9778,19.25,7.12417,fire-brigade
25.4567,21.8065,12.9201,16.1333,0,29.109,19.059,26.5578,9.91961,fire-brigade
24.449,26.1412,3.88095,9.625,8.37037,17.3279,19.1717,23.8118,14.9098,fire-brigade
20.8696,11.3271,0,13.0563,14.3312,26.1381,9.66667,0,20.1753,fire-brigade
13.006,22.3548,2.51852,19.1488,6.27778,27.4201,24.1333,27.6221,0,fire-brigade
14.4444,9.16667,5.33333,18.3194,2,29.7835,1.41667,4.16667,0,fire-brigade
10.4428,20.1968,0,21.5074,16.2911,26.0581,3.88889,20.1164,0,fire-brigade
19.7222,1.5,21.5,12.6389,7.5,23.1707,0,18.1,0,fire-brigade
26.1346,19.9607,9.57778,12.8951,10.8056,25.305,25.9529,19.0975,11.1667,fire-brigade
15.5101,7,21.9444,14.3519,20.7554,14.6042,24.4036,16.2109,2.6,fire-brigade
20.8571,9.44889,0,21.7,17.4321,21.187,24.3389,10.919,14.3333,fire-brigade
14.0919,0,0,18.8618,20.9467,22.0564,18.4629,13.5,27.1776,fire-brigade
17.7586,8.68376,19.4444,8.80208,24.6151,14.2821,29.5492,11.6552,0,fire-brigade
16,0,16.5337,26.6836,0,26.4654,23.5444,20.3333,5.5,fire-brigade
13.4694,33.2936,14.7862,33.8111,11,33.5373,18.2733,0,0,fire-brigade
15.6544,5.61111,32.0389,23.3056,0,33.9286,30.6852,23.311,0,fire-brigade
22.58,14.7766,7.95,16.2476,9,32.6429,22.8222,9.83333,0,fire-brigade
22.363,20.8876,6.60417,29.9444,0,32.1573,22.8045,17.1,0,fire-brigade
20.2714,11.2002,0,13.7083,19.2452,16.2793,25.3407,1.85185,0,fire-brigade
25.4917,6.72381,5.5,19.4316,15.0578,22.8472,29.555,11.3952,0,fire-brigade
12.7241,4.86111,19.4762,19.4773,14.7321,7.44444,27.2648,7.72752,0,fire-brigade
17.6917,7.13333,17.3571,16.0056,17.2563,6.32759,25.969,8.68882,0,fire-brigade
10.7365,3.9596,31.1111,10.1667,14.496,14.3891,21.1783,9.16667,0,fire-brigade
16.2164,15.0833,28.5054,28.3657,20.8667,24.1943,17.646,23.6255,2,fire-brigade
36.5873,5.45,18,37.8704,24.1215,10.5655,19.5859,15.2021,1.33333,fire-brigade
26.6808,0.666667,11.0536,26.163,24.6785,16.1823,31.1509,13.9303,0,fire-brigade
29.6424,9.07692,3,0,13.3081,18.1103,24.9921,23.1665,5.84964,fire-brigade
20.2496,17.4222,8.05172,19.25,13.7183,14.5202,30.7167,16.4888,0,fire-brigade
14.7917,19.8493,8,12.3105,21.0562,23.3494,26.1494,15.1789,0,fire-brigade
15.231,25.75,7,21.3465,19.9111,22.934,31.3866,12.4542,0,fire-brigade
22.2778,14.7738,0,16.7411,19.8001,15.51,29.6195,10.825,0,fire-brigade
15.2102,18.8939,0,21.3193,21.0333,16.8361,28.0678,7.95983,0,fire-brigade
27.2024,21.7364,4,21.0278,19.1893,7.14583,30.8306,9.37654,0,fire-brigade
24.0508,18.4969,12.8333,22,18.4752,4.1634,20.7033,8.5,0,fire-brigade
18.8768,13,14.5,18.5399,19.2802,22.1902,28.9766,15.4182,0,fire-brigade
14.8719,6.54745,33.1961,15.5833,14.0774,9.63889,22.6932,4.5,0,fire-brigade
29.5556,22.0786,10.0635,18.8778,13.6676,11.5606,29.4396,10.3652,0,fire-brigade
18.9271,4.2,31.3935,13.1667,31.8737,9.3232,29.8389,10.6146,0,fire-brigade
15.6222,13.0217,10.8,18.5,0,19.3732,16.5233,9.84091,2,fire-brigade
12.3598,8.48333,0,20.079,7.66667,3.81609,28.7666,17.1695,0,fire-brigade
29.3169,15.7199,0,15.5282,17.3381,14.3291,13.0794,11.5011,0,fire-brigade
17.6144,5.18056,27.9195,14.7994,24.8479,10.6496,32.7866,12.8222,0,fire-brigade
30.5139,18.2826,5.75,0,16.1142,14.8995,17.4344,11.9423,0,fire-brigade
13.7095,19.009,3,22.5857,23.3597,11.6032,23.877,8.32281,0,fire-brigade
14.1622,4.7381,4.66667,19.4477,12.1395,22.0942,22.8078,1.33333,0,fire-brigade
17.0633,14.8036,0,27.3741,25.3889,13.6504,28.9767,12.2267,0,fire-brigade
22.1971,8.67444,10.1667,9.3125,16.7912,13.7288,32.8139,4.52881,0,fire-brigade
24.8254,23.8519,23.8667,8.85784,26.0743,15.0476,32.1786,6.12778,0,fire-brigade
11.5833,4.75,35.5238,17.5463,0,33.3811,8.11944,0,16.0083,fire-brigade
17.2355,23.6806,22.2955,13.6343,0,35.2389,16.6464,18.0714,20.1476,fire-brigade
17.4,16.96,5.55556,22.7833,0,30.595,27.9145,3,23.8611,fire-brigade
17.2333,26.8389,2,17.5741,0,27.8997,20.4301,0,18.5,fire-brigade
18.74,9.62963,0,25.9833,39,24.3255,21.9692,0,0,fire-brigade
11.7926,21.6964,10.1875,2.11111,13.8889,21.6867,13.4444,16.6717,9.31212,fire-brigade
19.7917,25.7169,14.0583,22.3964,0,28.6466,11.2632,27.0269,7.22421,fire-brigade
