%1. Title : 
%
%2. Sources : 
%
%
%
@RELATION Imagette

@ATTRIBUTE  Airs_0 NUMERIC
@ATTRIBUTE  Length_Area_0 NUMERIC
@ATTRIBUTE  Airs_1 NUMERIC
@ATTRIBUTE  Length_Area_1 NUMERIC
@ATTRIBUTE  Airs_2 NUMERIC
@ATTRIBUTE  Length_Area_2 NUMERIC
@ATTRIBUTE  Airs_3 NUMERIC
@ATTRIBUTE  Length_Area_3 NUMERIC
@ATTRIBUTE  Airs_4 NUMERIC
@ATTRIBUTE  Length_Area_4 NUMERIC
@ATTRIBUTE  Airs_5 NUMERIC
@ATTRIBUTE  Length_Area_5 NUMERIC
@ATTRIBUTE  Airs_6 NUMERIC
@ATTRIBUTE  Length_Area_6 NUMERIC
@ATTRIBUTE  Airs_7 NUMERIC
@ATTRIBUTE  Length_Area_7 NUMERIC
@ATTRIBUTE  Airs_8 NUMERIC
@ATTRIBUTE  Length_Area_8 NUMERIC
@ATTRIBUTE Class  {accident, bomb, car, casualty, electricity, fire-brigade, fire, flood, gas, injury, paramedics, person police, road-block}

@DATA
0.0117925,0.00598724,0.108491,0.123739,0.0208333,0,0.0208333,0.17721,0.00786164,0.0582969,0,0,0.233491,0.154491,0.0876572,0.226691,0.0188679,0.0901087,electricity
0,0,0.00515996,0.0441135,0.0278638,0.0176134,0.0185759,0.133836,0.0108359,0.0509115,0.0428277,0.164516,0.118163,0.191873,0.0273478,0.205408,0.0242518,0.101776,electricity
0.0194129,0.109702,0.0137311,0.0157607,0,0,0.0326705,0.0996425,0.0411932,0.0603052,0,0.109181,0.0108902,0.0867339,0.0814394,0.260871,0.00710227,0.110027,electricity
0.000653595,0.0885643,0.0189542,0,0,0,0.0117647,0.122665,0.072549,0.128853,0,0.0130719,0.233333,0.147155,0.118301,0.121679,0.0444444,0.0342227,electricity
0.0641534,0.208397,0,0,0,0,0.0787037,0.146666,0.0271164,0.209077,0.00859788,0.0818832,0.0787037,0.102076,0.0628307,0.115835,0.0238095,0.0483921,electricity
0,0,0.0397727,0.145576,0,0,0.00284091,0.00864029,0.166903,0.107136,0.172585,0.336569,0.0731534,0.163311,0.0490057,0.313326,0.0113636,0.012053,electricity
0.00154799,0.0663675,0.0263158,0,0.00877193,0,0.00928793,0.127077,0.0325077,0.184323,0.0835913,0.00825593,0.281734,0.207948,0.0686275,0.234261,0.0278638,0.119157,electricity
0.00656566,0.132782,0.0212121,0.0400382,0,0,0.0252525,0.0959386,0.154545,0.177604,0.0232323,0.153116,0.0393939,0.279451,0.0242424,0.0282998,0,0,electricity
0.0148248,0.0664602,0.089398,0,0,0,0.00584007,0.0698651,0.0125786,0.148667,0.124438,0.209028,0.0696316,0.140668,0.0844564,0.26092,0,0.0265379,electricity
0,0,0.0335097,0.0993421,0.123016,0.13943,0,0,0.111993,0.170002,0.0709877,0.193231,0.0229277,0.273073,0.224427,0.199919,0,0,electricity
0.000661376,0,0.0357143,0.20716,0.0026455,0.10363,0,0.00591552,0.194444,0.172765,0.0198413,0.145984,0.189815,0.203877,0.0641534,0.19129,0.00198413,0,electricity
0,0,0.0184659,0.162508,0.00568182,0.0282126,0,0,0.325758,0.162383,0.0151515,0.178941,0.0255682,0.120488,0.325758,0.281451,0.0203598,0.0692916,electricity
0.0188272,0.0993223,0.0351852,0.0431823,0.012037,0,0.0151235,0.0808399,0.032716,0.143518,0,0,0.0385802,0.11773,0.13179,0.0628419,0.025,0.092162,electricity
0.0588235,0,0.00420168,0,0,0,0.0409664,0.131338,0.0304622,0.196495,0,0,0.0147059,0.130345,0.0052521,0.264955,0.0241597,0.143505,electricity
0.0514286,0,0,0,0,0,0.0161905,0.177912,0.00190476,0.037277,0.00761905,0,0.0333333,0.0823419,0.0542857,0.335552,0.0419048,0.135567,electricity
0.0964706,0,0,0,0,0,0.0670588,0.206454,0.00235294,0.123293,0.0211765,0,0.00705882,0.124023,0.151765,0.278437,0.00352941,0.0183771,electricity
0.00631579,0.0301428,0,0,0,0,0.101053,0.18839,0.00421053,0.0787834,0,0,0.0115789,0.0864427,0.145263,0.355541,0.0557895,0.173443,electricity
0.0934066,0,0.17033,0,0,0,0.0288462,0.0944446,0.0673077,0.296483,0,0,0.0192308,0.0701704,0.0590659,0.307128,0.116758,0.0358198,electricity
0.0242424,0,0.0287879,0,0,0,0,0,0.0484848,0.0244311,0.0939394,0.277042,0.030303,0,0.0969697,0.0372194,0.00606061,0.0856617,electricity
0,0,0,0,0.00606061,0,0.0454545,0,0.174747,0,0,0.0582046,0.0363636,0,0.0383838,0.0649735,0.222222,0.0635308,electricity
0.0333333,0.071078,0,0,0,0,0.0141026,0,0.0974359,0,0.0102564,0.117372,0.0217949,0,0.291026,0.0465483,0.025641,0.110968,electricity
0.0305556,0,0.0708333,0,0,0,0.0361111,0.102162,0.0375,0,0.05,0.1248,0.00138889,0,0.102778,0.0487241,0.0152778,0.149396,electricity
0,0,0.0290276,0.0928614,0,0,0.00362845,0.0932045,0.00798258,0.0625792,0.0261248,0.134524,0.0228592,0.0750902,0.126633,0.213679,0.0424528,0.0750659,electricity
0,0,0.03375,0.240505,0,0,0.001875,0,0.065,0.0895608,0.01375,0.224251,0.06125,0.116484,0.07375,0.164159,0.04375,0.0964681,electricity
0,0,0.0286364,0.0269833,0.00863636,0.166347,0.000454545,0.0209582,0.00318182,0.172653,0.162273,0.165815,0.160909,0.297965,0.0622727,0.204599,0.0118182,0.0536401,electricity
0.00333333,0.098174,0.0547619,0.0736695,0.000952381,0.0942427,0.00714286,0.0612703,0.147619,0.174669,0.012381,0.119142,0.0871429,0.207596,0.0914286,0.168971,0.00857143,0.0457864,electricity
0.00771104,0.0807074,0.361201,0.229748,0.0113636,0.0635499,0,0,0.012987,0.0439904,0.0109578,0.13588,0.0198864,0.211971,0.366071,0.195148,0.00974026,0.0706726,electricity
0.00988051,0.0411406,0.0326287,0,0.00827206,0,0.0011489,0.0150976,0.142463,0.1457,0.00321691,0.0200692,0.0680147,0.1193,0.32261,0.201905,0.0395221,0.0505923,electricity
0.0134409,0.10529,0.0115591,0.00936678,0,0,0.019086,0.131509,0.00698925,0.0781684,0,0,0.0129032,0.0499101,0.083871,0.217227,0.0693548,0.0735692,electricity
0.0164179,0.0908931,0.0113006,0.0151046,0.00234542,0,0.00319829,0.0701344,0.0113006,0.0917106,0,0,0.0511727,0.0630773,0.488913,0.178873,0.0334755,0.0624302,electricity
0.00142857,0.0175463,0.194524,0.119875,0.0111905,0,0,0,0.0835714,0.112838,0.0171429,0.0808839,0.0535714,0.152151,0.0609524,0.158661,0.0257143,0.0738077,electricity
0,0,0.0149883,0.0835167,0.0306792,0.00714867,0,0,0.0978923,0.154216,0.00444965,0.0291503,0.0629977,0.0586658,0.481265,0.198368,0.0149883,0.0888515,electricity
0.00300172,0.0497956,0.0355918,0,0,0,0.138937,0.158699,0.00728988,0.0629603,0.0132933,0.106898,0.00600343,0,0.0501715,0.191225,0.0819039,0.175299,electricity
0.0109573,0.0912756,0.0455594,0.0959366,0.000576701,0,0.0513264,0.108265,0.0738178,0.0571136,0.027105,0.236051,0.0455594,0.210402,0.0859285,0.277965,0.0299885,0,electricity
0.0177305,0.147531,0.136879,0.0458091,0.00070922,0.0177542,0.00212766,0.0744934,0.10922,0.226794,0.337589,0.179771,0.0468085,0.229048,0.0602837,0.228066,0.0184397,0.0276201,electricity
0.00810185,0.0753045,0.00173611,0.0908322,0,0,0,0.209556,0.0381944,0.0636612,0.0376157,0.180574,0.046875,0.149131,0.0752315,0.315717,0.105324,0,electricity
0.00236407,0.00792932,0.0567376,0.0365093,0.00650118,0,0.0921986,0.227314,0.00945626,0.0763091,0.00472813,0.176321,0.0437352,0.0856945,0.117021,0.133754,0.0100473,0.0600299,electricity
0.0156522,0.0706346,0.08,0.0240773,0.147246,0.00605235,0.0084058,0.0444979,0,0,0.0130435,0.171171,0.0275362,0.0573714,0.0255072,0.20742,0.0913043,0.00777763,electricity
0,0.00562446,0.0229814,0.145502,0.0857143,0.0141785,0,0.00936502,0.00993789,0.0693997,0.0347826,0.195564,0.0102484,0.13844,0.147826,0.206163,0.0347826,0,electricity
0.0184945,0.0740082,0.0188189,0.0413726,0,0,0.0812784,0.0984645,0.00292018,0.0592233,0,0,0.0124919,0.135556,0,0,0,0,electricity
0.00414594,0.00821784,0.0215589,0.0824346,0.148425,0.0280471,0.00110558,0.0374155,0,0.0537451,0.0630182,0.157787,0.0646766,0.143879,0.220011,0.178412,0,0,electricity
0,0,0.0114796,0.125936,0.00765306,0,0,0.0131337,0.0112245,0.0885395,0.0145408,0.164515,0.0244898,0.090831,0.0732143,0.189832,0.0354592,0,electricity
0.0190972,0.029815,0.0286458,0.0978914,0.00868056,0,0.0234375,0.0726958,0.0260417,0.157247,0.0208333,0.0582356,0.122396,0.185415,0.241319,0.243733,0.0112847,0.0236826,electricity
0.0027027,0.131906,0.0135135,0,0,0,0.00135135,0.100965,0.0128378,0.161963,0,0,0.0695946,0.112534,0.162838,0.122884,0.0432432,0,electricity
0.00213675,0.0176201,0.0434473,0.137856,0.011396,0,0.014245,0.0814437,0.0662393,0.182396,0,0,0.017094,0.120185,0.0662393,0.215685,0.011396,0.10245,electricity
0.0034188,0,0.0717949,0.181673,0,0,0.017094,0.105834,0.0410256,0.196988,0,0,0.0153846,0.0893654,0.187179,0.204509,0.0102564,0.0730715,electricity
0.0121457,0.135049,0.00269906,0,0,0,0.0641026,0.272911,0.0330634,0.101623,0.074224,0.0898716,0.0188934,0.181379,0.0182186,0.261172,0.0452092,0.0860776,electricity
0.00649351,0,0.012987,0,0,0,0.00865801,0.0419393,0.0021645,0.0810911,0.0714286,0.144876,0.012987,0,0.192641,0.0440963,0.0238095,0.138165,electricity
0.0612903,0,0,0,0,0,0,0,0.00322581,0.0914103,0.0193548,0.149384,0,0,0.0526882,0.046454,0.0806452,0.0892194,electricity
0.131378,0,0.133929,0,0,0,0.0153061,0,0.0484694,0.0281769,0.0484694,0.202047,0.0178571,0,0.0459184,0.171191,0.0548469,0,electricity
0.0269608,0,0.0490196,0,0,0,0.00490196,0,0.0269608,0.0982422,0.0392157,0.178951,0.0894608,0,0.0147059,0,0.0416667,0.131592,electricity
0,0,0.0669643,0,0,0,0.105655,0,0.00595238,0.0906069,0.0684524,0.250688,0,0,0.0520833,0.0358381,0.0863095,0.188601,electricity
0.04375,0,0.05,0,0,0,0.0895833,0,0.0166667,0,0.03125,0,0.0395833,0,0.0416667,0.148496,0.01875,0,electricity
0.0344353,0,0.0344353,0,0,0,0.0165289,0,0.0964187,0,0.0454545,0.249887,0.0344353,0,0.232782,0,0.00964187,0,electricity
0,0,0.0173697,0,0,0,0,0,0.0111663,0,0.044665,0.200528,0.0756824,0,0.0384615,0.160787,0.0272953,0.0345618,electricity
0.0433333,0,0,0,0,0.0223331,0.0522222,0,0.103333,0.0270345,0.0255556,0.0880292,0.165556,0,0.13,0.171059,0.0111111,0,electricity
0.0189076,0,0.118697,0,0,0.012605,0,0,0.0535714,0.0232045,0.00630252,0.051886,0.116597,0,0.172269,0.105875,0.0892857,0.127101,electricity
0,0,0.00740741,0.0269155,0.00648148,0.00555556,0.0851852,0.0430298,0.00462963,0.0787843,0.012963,0.191837,0.0342593,0.093962,0.0583333,0.100217,0.0962963,0.0170732,electricity
0.0114035,0,0.0385965,0.146822,0,0,0.0570175,0.176781,0.00614035,0.0872056,0.00614035,0.214829,0.0631579,0.071954,0.135088,0.351698,0,0,electricity
0.0183824,0,0.0119485,0,0.129596,0.089493,0,0.101427,0.0496324,0.0788706,0,0,0.00919118,0.306449,0.0441176,0.159486,0.0110294,0,electricity
0.0375458,0.126776,0,0,0,0,0.00641026,0.0735437,0.0119048,0.0768483,0.0119048,0.170351,0.0503663,0.168254,0.018315,0.122152,0.0375458,0.0931282,electricity
0.00892857,0,0.0367063,0,0,0,0.0208333,0,0.00992063,0,0.0208333,0.159838,0.0267857,0.170728,0.205357,0.0904752,0.00595238,0,electricity
0.0238095,0.19586,0.0156794,0,0,0,0.00813008,0.0564939,0.0214866,0.182036,0,0,0.137631,0.194727,0.0673635,0.201221,0.0191638,0.0925065,electricity
0.00691489,0.162215,0.00904255,0,0,0,0.012766,0.0688117,0.0542553,0.130522,0,0,0.0867021,0.139242,0.132979,0.0895219,0.0420213,0.0987336,electricity
0.030303,0,0,0,0,0,0.00473485,0.119717,0.0104167,0.116483,0,0,0.0250947,0.116228,0.103693,0.0956951,0.0113636,0.116957,electricity
0.0241667,0.102584,0.0183333,0,0,0,0.01,0.145925,0,0.0899829,0,0,0.0279167,0.103622,0.0829167,0.0972142,0.0116667,0.0796982,electricity
0.0350877,0.104383,0.0442584,0.0199362,0,0,0.00677831,0.0977038,0.011563,0.106527,0,0,0.105662,0.185304,0.0753589,0.0898601,0.0299043,0.108537,electricity
0.0408163,0,0,0,0,0,0.047619,0,0.166667,0.0949209,0.0680272,0.091082,0.0816327,0,0.0136054,0,0,0,electricity
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,electricity
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,electricity
0.0855263,0,0,0.0294219,0.0164474,0.128211,0.105263,0,0.148026,0,0,0.014711,0.0953947,0,0.0789474,0.0629303,0.0230263,0.0354287,electricity
0.0475207,0,0.088843,0.128771,0,0,0.179752,0,0.018595,0,0.0599174,0,0.0516529,0.114304,0.018595,0.145137,0.0144628,0.177747,electricity
0.0120664,0,0.0263952,0,0,0,0.00754148,0.0820338,0.0173454,0.0879388,0.139517,0.214818,0.0565611,0.0527263,0.0588235,0.2774,0,0,electricity
0.0743802,0,0.0482094,0.103157,0,0,0.0482094,0.117066,0.0192837,0.0840519,0.0151515,0.137863,0.00275482,0.260131,0.077135,0.0397306,0,0,electricity
0.0261905,0,0.0190476,0.0106479,0.0047619,0.0245566,0.214286,0,0.104762,0.0665102,0.0392857,0.192665,0.0047619,0,0.409524,0.299343,0.0345238,0,electricity
0.0120192,0,0,0,0.015625,0.0487662,0.0144231,0,0.015625,0.105108,0.03125,0.0637052,0.0408654,0.162478,0.105769,0.107491,0.0264423,0.113623,electricity
0.352273,0,0.0618687,0,0.00757576,0.0416462,0.00631313,0.0848564,0.117424,0.0595431,0.14899,0.188031,0.138889,0.0536688,0.174242,0.301445,0.0757576,0.103732,electricity
0.0078125,0.0537609,0.0257812,0.0357682,0.0117188,0,0.0481771,0.151483,0.0101563,0.0490773,0,0.00494106,0.00390625,0.0295548,0.0533854,0.151384,0.0783854,0.0723731,electricity
0.0191702,0.0650828,0.0189076,0.0687456,0.00052521,0,0.0485819,0.158095,0.00157563,0.0539324,0.00735294,0.056419,0.00210084,0,0.0535714,0.146627,0.0656513,0.129301,electricity
0.016129,0.0793946,0.0257129,0,0,0,0.0184666,0.094689,0.0219729,0.102505,0,0,0.0121552,0.0730397,0.13511,0.188545,0.0261805,0.0817891,electricity
0.0970899,0.127978,0.0111111,0.0475005,0.00449735,0.00728589,0,0,0.00026455,0.111192,0.0021164,0.0107916,0.00952381,0.150478,0.0796296,0.159461,0.0322751,0.068619,electricity
0.0267347,0.051874,0.0257143,0.0709796,0,0,0.0406122,0.159114,0.000612245,0.0515712,0.00836735,0.0341271,0,0,0.00204082,0.0206169,0.271224,0.0654818,electricity
0.0147959,0.139287,0.0367347,0.0110972,0,0,0.0122449,0.0372823,0.0607143,0.149448,0.00459184,0.124526,0.0545918,0.272809,0.133163,0.198261,0.0489796,0.0769328,electricity
0.0154062,0.0539909,0.0214753,0.0350372,0.0149393,0,0.0154062,0.113194,0.0070028,0.0283142,0.00793651,0.142306,0.047619,0.115455,0.120448,0.116574,0.0420168,0.049636,electricity
0.0328947,0.114923,0.0815789,0,0,0,0.0190789,0.118427,0.0177632,0.146229,0,0,0.101316,0.205673,0.0519737,0.118648,0.0296053,0.0339565,electricity
0.00243665,0.0817813,0.0307018,0.0251832,0.00877193,0,0.00487329,0.0305675,0.0497076,0.0653681,0.0526316,0.164678,0.00974659,0.055182,0.0779727,0.250576,0.182261,0.0881596,electricity
0,0.00576953,0.0492424,0.119473,0.00530303,0.0431042,0.00643939,0.0693028,0.0462121,0.128266,0.00454545,0.0200713,0.0636364,0.0920937,0.0662879,0.152515,0.0515152,0.0843058,electricity
0.0137649,0.0763388,0.0353423,0.0217395,0.0386905,0,0.00892857,0.0586089,0.0130208,0.0665993,0.015625,0.102035,0.0948661,0.18093,0.0859375,0.206591,0.13058,0.107516,electricity
0.00493827,0.0173123,0.0277778,0.0907815,0.00864198,0,0.00185185,0.0132584,0.0268519,0.0648255,0.00277778,0.025743,0.0320988,0.163508,0.32284,0.171306,0.00123457,0,electricity
0.0037037,0.0430965,0.0240741,0.0972976,0.0222222,0,0.00444444,0.00534156,0.0311111,0.201026,0.0266667,0,0.238519,0.207284,0.0433333,0.144652,0.0240741,0.0813112,electricity
0,0,0.0413793,0.102655,0.0131661,0,0.00125392,0.0160388,0.0266458,0.0754642,0,0.0231467,0.165517,0.121174,0.0739812,0.0924908,0.0269592,0.0151772,electricity
0,0,0.0210084,0.119015,0.00210084,0,0,0,0.103291,0.0667632,0.017507,0.0200071,0.00105042,0.119347,0.0581232,0.172385,0.0329132,0.0770867,electricity
0.0584656,0,0.0521164,0,0,0,0.0399471,0.0895046,0.0296296,0.046073,0.143651,0.0825453,0.0365079,0,0.0171958,0.044219,0.0047619,0,electricity
0.0110837,0,0.0655172,0,0,0,0.0288177,0.10573,0.00665025,0.0431885,0.029803,0.106684,0.0517241,0.146662,0.0448276,0.0549743,0,0,electricity
0.0349974,0.0562604,0.0692229,0,0,0,0.01544,0.0867564,0.00617602,0.0473527,0.00540401,0.196215,0.000514668,0.090696,0.357952,0.209145,0.0535255,0.0694229,electricity
0.0182409,0.0586943,0.0582209,0,0,0,0.0107446,0.0683707,0.000249875,0.0397819,0.0287356,0.0769273,0.144928,0.138622,0.0494753,0.183074,0.0474763,0,electricity
0.010582,0.081512,0.0174603,0,0,0,0.012963,0.103998,0.133862,0.0414833,0.00820106,0.0987616,0.0161376,0,0.031746,0.173423,0.0113757,0,electricity
0,0,0.0641026,0,0,0,0.0288462,0,0.00641026,0,0,0.0192308,0.0352564,0,0.0576923,0.0271964,0.0544872,0,electricity
0.0705329,0,0.0501567,0,0,0,0.0454545,0,0.0579937,0.0252735,0.0658307,0.191478,0.0203762,0,0.246082,0.117988,0,0,electricity
0,0,0.042328,0,0,0,0.111111,0,0.015873,0,0.0238095,0.229917,0.026455,0,0.037037,0.038154,0.169312,0.137326,electricity
0.05,0,0,0,0.0211538,0.135082,0.0384615,0,0.00769231,0.114531,0.132692,0,0,0,0.0115385,0,0.194231,0.12369,electricity
0.0611285,0,0.0376176,0,0,0,0.0203762,0,0.00783699,0.225058,0.0141066,0.0687065,0.227273,0.202763,0.144201,0.148218,0.00470219,0.0378779,electricity
0.0199134,0.0698975,0.0268398,0.0799993,0.0354978,0.011109,0.0255411,0.0699571,0.0294372,0.0642659,0.0021645,0.113711,0.387879,0.149146,0.100433,0.181044,0.0367965,0.078372,electricity
0.00404858,0.00736853,0.0521255,0.0378364,0.0273279,0.0263836,0.0111336,0.0898707,0.00354251,0.053322,0.0222672,0.122813,0,0.102948,0.115385,0.235839,0.00354251,0,electricity
0.00205255,0,0.00944171,0.0301106,0,0,0.00738916,0.132854,0.0398194,0.0617656,0,0,0.00862069,0.0545808,0.0747126,0.26012,0.045977,0.0825353,electricity
0.0143756,0.129296,0.0327942,0.0179061,0,0,0.0251572,0.146608,0.0238095,0.0813807,0.0161725,0.0559795,0.0444744,0.115224,0.0920934,0.273449,0.0274034,0.111373,electricity
0.0143357,0.0886602,0.0223776,0.0279124,0,0,0.422028,0.224767,0.0475524,0.167278,0.0115385,0,0.0230769,0.03756,0.392308,0.178625,0.00384615,0.0668189,electricity
0.00396825,0,0.0565476,0,0.0347222,0,0.0128968,0.0228626,0.0863095,0.0780898,0.00793651,0.147398,0.0436508,0.0592161,0.207341,0.0788876,0,0.0838202,electricity
0,0,0.0402047,0.0944102,0.00292398,0.13927,0.0760234,0,0.0628655,0,0.0197368,0,0.26462,0.14769,0.115497,0.10109,0.0570175,0.0908222,electricity
0.00404858,0.0346248,0.041498,0,0,0,0,0,0.0637652,0.0183307,0.00809717,0.122493,0.00202429,0,0.0202429,0.0931611,0.109312,0.122054,electricity
0.0225564,0,0.037594,0.059153,0,0,0,0,0.0140977,0,0,0,0.0234962,0.05894,0.116541,0.114338,0.133459,0.159944,electricity
0.161319,0.0290431,0.00178253,0,0.00178253,0.00908916,0,0.0146991,0.0659537,0.031203,0.0935829,0.0346105,0.0516934,0.0941782,0.0142602,0.112419,0.0204991,0.187274,electricity
0.0460084,0,0,0,0,0,0.00441176,0.0735933,0.0052521,0,0.00315126,0.0732461,0.0191176,0.0360935,0.376471,0,0,0,electricity
0.00465839,0,0.108075,0,0.0177019,0,0.0195652,0.131824,0.0645963,0.0585974,0.0630435,0.0850432,0.00900621,0.0110062,0.0279503,0,0.018323,0,electricity
0,0,0.0844988,0,0,0,0.283508,0.137493,0.0201049,0.0544991,0.0157343,0.0822928,0.0145688,0.0099964,0.0250583,0.101511,0.002331,0,electricity
0.00118343,0,0.0360947,0,0.00177515,0.0127936,0.00325444,0.0362258,0.0286982,0.0520374,0.0789941,0.0691143,0.107988,0.148715,0.101775,0.165162,0.00443787,0,electricity
0.00625,0.0127475,0.0115625,0,0.008125,0.0458887,0.0034375,0.0285228,0.005625,0.0545231,0.0421875,0.0816316,0.045,0.160754,0.134375,0.0152943,0,0,electricity
0.204769,0.15366,0.0059125,0.0784036,0.00453291,0.0159576,0.378597,0.177941,0.00729208,0.0600187,0.0433583,0.127282,0.0675995,0.171753,0.0277887,0.0855707,0.00571541,0.0319228,fire-brigade
0.265614,0.0460549,0.0694737,0.0536291,0.00719298,0,0.416667,0.125967,0.00122807,0.0376464,0.335088,0.0887068,0.0996491,0.155842,0.0170175,0.0867939,0.00666667,0.0183609,fire-brigade
0.0414781,0.186734,0.0932629,0.0450232,0.00201106,0,0.0155857,0.135673,0.00779286,0.0760126,0.115636,0.113563,0.0294118,0.122787,0.0198592,0.0880943,0.0160885,0.0324137,fire-brigade
0.0419749,0.16101,0.0495562,0.108663,0.00961538,0,0.293269,0.128521,0.0136834,0.0706807,0.209504,0.0869234,0.442678,0.171651,0.0613905,0.0839383,0.00795118,0.0326541,fire-brigade
0.0632726,0.138164,0.0468445,0.0522241,0.00601822,0,0.350683,0.115948,0.00422902,0.0159932,0.0175667,0.139871,0.00878334,0.139071,0.00504229,0.0668554,0.013663,0.0748822,fire-brigade
0.163063,0.143875,0.00810811,0.0959334,0,0,0.565766,0.0953967,0.0648649,0.0359018,0.0558559,0.129505,0.0504505,0,0.00720721,0,0.0436937,0.0566966,fire-brigade
0.0517241,0.165322,0.0771073,0.178823,0.00622605,0.0143101,0.0287356,0.241837,0.00718391,0,0.204023,0.168866,0.417146,0,0.0833333,0,0.00191571,0,fire-brigade
0.373121,0.214381,0.0450928,0.219418,0.0141468,0.0548139,0.132184,0.144382,0.00397878,0,0.0649867,0.132965,0.597701,0.0587409,0.0185676,0,0.0163572,0,fire-brigade
0.172624,0.177665,0.0209241,0.139984,0,0,0.358762,0.123941,0.233653,0,0.00087184,0.177951,0.197908,0.0152615,0.0313862,0.0394465,0.0104621,0,fire-brigade
0.0321705,0.144966,0.0387597,0.217014,0.00813953,0.128222,0.0713178,0,0.0162791,0.0261024,0.079845,0.127893,0.463178,0.00346677,0.0387597,0,0.00155039,0,fire-brigade
0.0457188,0.124598,0.0177061,0.145584,0.00237844,0.00520553,0.241808,0.0244245,0.0108351,0.0380872,0.341438,0.172576,0.00739958,0.204408,0.00845666,0.0768114,0.0089852,0.0356237,fire-brigade
0.0761364,0.203868,0.0075,0.151634,0.0252273,0.110833,0.232273,0.0615206,0.0122727,0.0862469,0.0204545,0.0564711,0.0552273,0.185804,0.0659091,0.168213,0.00409091,0.0114576,fire-brigade
0.0944079,0.221556,0.01875,0.121149,0,0,0.278947,0.0645994,0.0365132,0.110026,0.0190789,0.0865857,0.388158,0.14507,0.0309211,0.0822002,0.00493421,0.0497028,fire-brigade
0.0362903,0.202177,0,0.00126722,0,0,0.448925,0.279009,0.196685,0.249349,0.00492832,0.0921718,0.315412,0.302685,0.0031362,0.117542,0.0192652,0.114404,fire-brigade
0.210227,0.217612,0.00568182,0.169938,0.0732656,0.100485,0.0678828,0.0809865,0.00837321,0.144375,0.0236244,0.0846128,0.177632,0.184631,0.0110646,0.0630564,0,0,fire-brigade
0.00260417,0.0808969,0.0130208,0,0.0133929,0,0.030506,0.0268365,0.000744048,0,0.0438988,0.0475415,0.00855655,0.0944004,0.0241815,0,0.0193452,0.047861,fire-brigade
0.0464896,0.175603,0.0621442,0.0752487,0.00996205,0.100501,0.0588235,0.151453,0.0208729,0,0.118121,0.114778,0.630455,0,0.00948767,0,0,0,fire-brigade
0.0449346,0.258847,0.0784314,0.11118,0.122141,0.11578,0.200163,0.0356052,0.0179739,0,0.0620915,0.0496653,0.469363,0,0.151144,0,0,0,fire-brigade
0.00267094,0.0663824,0.0526175,0.226385,0.0245726,0.0759236,0.0235043,0,0.0162927,0.102658,0.0355235,0.075307,0.0718483,0.0386872,0.0365919,0.0246426,0,0,fire-brigade
0.0157509,0.228397,0.032967,0.21385,0.0120879,0.0555773,0.177289,0.0820559,0.148352,0,0.0857143,0.0948257,0.102198,0.0138681,0.0289377,0,0,0,fire-brigade
0.0116054,0.213073,0.149516,0.0898347,0,0,0.329594,0.168052,0.131721,0.134553,0.032882,0.116131,0.10677,0.177206,0.00928433,0.0187635,0,0,fire-brigade
0.0293333,0.169403,0.0344444,0.119393,0.0166667,0.0401548,0.180222,0.0800483,0.0635556,0.02031,0.0988889,0.0882152,0.480222,0.164064,0.01,0.059656,0,0,fire-brigade
0.062963,0.205596,0.000793651,0.131135,0.010582,0.0844125,0.212698,0.174146,0.0687831,0.107467,0.00026455,0.0185569,0.52328,0.140117,0.00820106,0.0377387,0,0,fire-brigade
0.109302,0.24139,0.0119186,0.165123,0.0531977,0.0589876,0.206686,0.127141,0.0200581,0.115047,0.0186047,0.0983752,0.176744,0.168805,0.0186047,0.0497529,0,0,fire-brigade
0.0581818,0.12734,0.0936364,0.144046,0.0231818,0.0587336,0.163182,0.0369298,0.308182,0.148145,0.0247727,0.0745055,0.272273,0.152377,0.0270455,0.0841356,0,0,fire-brigade
0.181166,0.0500292,0.0257601,0.101103,0.00802365,0,0.00675676,0.128315,0.0101351,0.0920286,0.0380068,0.151953,0.0954392,0.129942,0.0489865,0.134548,0.00506757,0.00844595,fire-brigade
0.293155,0.0107308,0.0744048,0.0631436,0.0855655,0,0.206101,0.283375,0.014881,0.103592,0.168155,0.214489,0.015625,0.150462,0.047619,0.140465,0.00446429,0.00631345,fire-brigade
0.00138889,0.0276292,0.0430556,0.0534335,0.05625,0.0950754,0.590278,0.142376,0.0173611,0.103067,0.113889,0.202719,0.110417,0.236441,0.138194,0.155515,0,0,fire-brigade
0.0558894,0.166718,0.23137,0.153568,0.0138221,0.028921,0.391226,0.0579303,0.222957,0.134502,0.0600962,0.13574,0.00841346,0.170311,0.0588942,0.207954,0,0.0418255,fire-brigade
0.106061,0.29345,0.0650253,0.0361059,0.0290404,0,0.138889,0.190797,0.212121,0,0.0751263,0.251264,0.0233586,0.12242,0.0473485,0.128966,0,0,fire-brigade
0.296802,0.119322,0.0328488,0.166112,0.0197674,0.0301258,0.117733,0.186897,0.00232558,0.0195069,0.0796512,0.118371,0.57907,0.186033,0.0357558,0.0752554,0,0,fire-brigade
