%1. Title : 
%
%2. Sources : 
%
%
%
@RELATION Imagette

@ATTRIBUTE  Black_Pixel_0 NUMERIC
@ATTRIBUTE  Mass_Center_X_0 NUMERIC
@ATTRIBUTE  Mass_Center_Y_0 NUMERIC
@ATTRIBUTE  Hough_Lines_0 NUMERIC
@ATTRIBUTE  Black_Pixel_1 NUMERIC
@ATTRIBUTE  Mass_Center_X_1 NUMERIC
@ATTRIBUTE  Mass_Center_Y_1 NUMERIC
@ATTRIBUTE  Hough_Lines_1 NUMERIC
@ATTRIBUTE  Black_Pixel_2 NUMERIC
@ATTRIBUTE  Mass_Center_X_2 NUMERIC
@ATTRIBUTE  Mass_Center_Y_2 NUMERIC
@ATTRIBUTE  Hough_Lines_2 NUMERIC
@ATTRIBUTE  Black_Pixel_3 NUMERIC
@ATTRIBUTE  Mass_Center_X_3 NUMERIC
@ATTRIBUTE  Mass_Center_Y_3 NUMERIC
@ATTRIBUTE  Hough_Lines_3 NUMERIC
@ATTRIBUTE Class  {accident, bomb, car, casualty, electricity, fire-brigade, fire, flood, gas, injury, paramedics, person police, road-block}

@DATA
0.0897297,0.762393,0.516346,0,0.118378,0.62676,0.794869,0,0.144324,0.402983,0.274607,4,0.0935135,0.124437,0.199583,2,casualty
0.0616279,0.203819,0.658269,0,0.0889535,0.312827,0.697617,1,0.155233,0.464167,0.218992,0,0.127326,0.285471,0.454415,2,casualty
0.132046,0.251516,0.592354,0,0.107336,0.35414,0.727438,0,0.187645,0.423903,0.296429,0,0.141313,0.116216,0.286191,0,casualty
0.112709,0.367606,0.645096,0,0.0737477,0.115045,0.417408,0,0.128479,0.637722,0.324124,2,0.106679,0.207628,0.327349,0,casualty
0.10972,0.171178,0.499569,0,0.147287,0.552327,0.561104,0,0.194395,0.623385,0.31139,3,0.149672,0.396368,0.353682,0,casualty
0.154464,0.648051,0.426797,0,0.225,0.253391,0.311637,0,0.158036,0.578455,0.453702,1,0.0491071,0.0714286,0.575,0,casualty
0.161053,0.184242,0.767943,0,0.158947,0.480802,0.393057,0,0.265263,0.459382,0.428469,1,0.0621053,0.118556,0.318933,0,casualty
0.130468,0.356562,0.304452,1,0.171946,0.360319,0.366134,1,0.179487,0.752146,0.468045,1,0.0384615,0.154556,0.149824,0,casualty
0.148611,0.873655,0.35203,1,0.14375,0.393276,0.506964,0,0.123611,0.637562,0.44452,0,0.108333,0.182743,0.658546,0,casualty
0.14317,0.640025,0.679826,0,0.149744,0.416328,0.472117,1,0.177502,0.732475,0.384504,2,0.0569759,0.0921376,0.385237,0,casualty
0.112008,0.511599,0.558357,0,0.154722,0.555095,0.468049,1,0.195539,0.7652,0.265876,4,0.104414,0.190192,0.296219,0,casualty
0.12,0.787075,0.742761,2,0.180357,0.352613,0.499531,2,0.0875,0.472168,0.479971,2,0.0778571,0.325794,0.331369,2,casualty
0.0865455,0.501238,0.604378,0,0.142545,0.365363,0.426849,1,0.172,0.68549,0.282419,5,0.106909,0.140996,0.172742,0,casualty
0.0763333,0.619762,0.513165,0,0.135,0.317961,0.450629,2,0.186,0.626023,0.298823,4,0.112,0.138437,0.163402,1,casualty
0.0722222,0.516303,0.440823,0,0.169841,0.390705,0.393076,1,0.169841,0.570217,0.290422,2,0.134921,0.260945,0.228885,2,casualty
0.0455665,0.544251,0.379567,5,0.0758621,0.323397,0.364162,6,0.0400657,0.52064,0.311822,7,0.0218391,0.0621365,0.341822,2,casualty
0.0419255,0.837029,0.55851,2,0.0794513,0.302463,0.375154,6,0.0910973,0.642115,0.327623,5,0.0134576,0.073538,0.890194,0,casualty
0.0660538,0.765132,0.646549,5,0.0750199,0.307433,0.379474,9,0.0665078,0.723819,0.366007,5,0.0192941,0.144358,0.840214,2,casualty
0.0722626,0.824405,0.445659,2,0.0758952,0.303412,0.393937,5,0.0998962,0.649625,0.376606,6,0.0106383,0.0993999,0.916976,0,casualty
0.0284066,0.802809,0.47582,2,0.10137,0.536687,0.530374,3,0.074982,0.664543,0.409537,5,0.0509012,0.173776,0.445792,1,casualty
0.0775685,0.535707,0.453534,2,0.0967466,0.441216,0.420462,2,0.131507,0.663621,0.328248,9,0.0460616,0.176652,0.427904,2,casualty
0.0493213,0.351087,0.672848,2,0.0486425,0.414395,0.655758,3,0.0918552,0.675895,0.376818,5,0.0906109,0.277747,0.410585,7,casualty
0.0513051,0.606296,0.467317,0,0.0487174,0.618815,0.65912,4,0.0848335,0.398655,0.473865,5,0.0775203,0.500383,0.406365,5,casualty
0.0587237,0.441178,0.64322,1,0.0648571,0.329474,0.374818,4,0.0848232,0.530855,0.342076,6,0.0733394,0.4038,0.432252,7,casualty
0.193182,0.455862,0.660264,2,0.179752,0.464757,0.465452,0,0.107438,0.801425,0.274286,2,0.159607,0.323377,0.299229,2,casualty
0.195922,0.440379,0.62066,1,0.169326,0.456625,0.531396,0,0.12367,0.778297,0.284015,2,0.124113,0.301031,0.281787,1,casualty
0.219008,0.310221,0.644771,0,0.233471,0.443827,0.576401,0,0.267218,0.453163,0.31383,4,0.112948,0.166247,0.234966,0,casualty
0.184224,0.31331,0.46821,0,0.140633,0.406201,0.618658,0,0.163467,0.455637,0.304105,1,0.133887,0.185684,0.319319,0,casualty
0.183258,0.179497,0.432676,0,0.122172,0.361458,0.517126,0,0.186652,0.35389,0.340718,2,0.132919,0.291667,0.402518,1,casualty
0.164819,0.454386,0.612654,1,0.195861,0.283302,0.368329,2,0.163341,0.680526,0.241539,0,0.145602,0.333678,0.427758,2,casualty
0.156634,0.383403,0.533089,0,0.173833,0.415857,0.509256,0,0.172604,0.713492,0.617659,1,0.17629,0.324095,0.496649,1,casualty
0.128659,0.606283,0.495285,0,0.139634,0.587918,0.599771,0,0.139634,0.755378,0.366997,0,0.233537,0.400356,0.383408,2,casualty
0.142614,0.528208,0.581628,0,0.154545,0.559446,0.509986,0,0.156818,0.5488,0.289683,0,0.186364,0.226775,0.507653,0,casualty
0.152778,0.347752,0.421223,0,0.163889,0.531095,0.742142,0,0.201389,0.576042,0.285847,2,0.192361,0.298961,0.516157,0,casualty
0.1175,0.589836,0.578686,1,0.14,0.345219,0.593671,4,0.0861111,0.680567,0.266485,2,0.0605556,0.367634,0.643202,2,casualty
0.148506,0.537635,0.626546,4,0.114943,0.269977,0.316718,3,0.0855172,0.731383,0.290736,4,0.0427586,0.228354,0.450768,3,casualty
0.117045,0.494055,0.404145,3,0.136932,0.336145,0.476216,7,0.0452652,0.703625,0.636939,3,0.05,0.179475,0.165895,1,casualty
0.160738,0.458331,0.556771,3,0.183136,0.23633,0.381983,3,0.0352437,0.844298,0.276316,2,0.088274,0.533333,0.481366,3,casualty
0.12717,0.613068,0.546343,3,0.123047,0.225922,0.308419,4,0.0371094,0.814405,0.291614,3,0.0837674,0.5467,0.455371,4,casualty
0.206026,0.66339,0.680292,2,0.0892655,0.255122,0.353967,0,0.119774,0.612749,0.281234,3,0.117514,0.458107,0.570519,3,casualty
0.159674,0.590849,0.516212,0,0.110334,0.278888,0.376913,0,0.113442,0.670155,0.283911,3,0.120824,0.319328,0.458035,3,casualty
0.153674,0.379275,0.259826,0,0.0837814,0.368912,0.623638,0,0.181004,0.600798,0.387425,3,0.188172,0.369812,0.31041,3,casualty
0.153638,0.80972,0.502977,1,0.0936533,0.434217,0.547118,1,0.120356,0.601926,0.331675,2,0.169118,0.342307,0.316986,2,casualty
0.0975232,0.798099,0.576675,0,0.12887,0.415145,0.374144,0,0.149768,0.649812,0.434258,3,0.143189,0.345399,0.329561,0,casualty
0.309689,0.476984,0.505999,0,0.237024,0.398363,0.277431,0,0.306228,0.383129,0.394812,0,0.209343,0.241814,0.418719,0,casualty
0.132331,0.605263,0.815646,0,0.258647,0.453853,0.37309,0,0.172932,0.601688,0.458018,0,0.225564,0.425965,0.620311,1,casualty
0.236742,0.457011,0.774812,0,0.295455,0.462325,0.638848,0,0.278409,0.57037,0.363412,0,0.191288,0.257357,0.455903,0,casualty
0.148026,0.470895,0.662797,0,0.315789,0.43427,0.514966,0,0.180921,0.525253,0.375332,0,0.274671,0.254605,0.384245,0,casualty
0.0558943,0,0,0,0.27439,0.344491,0.477881,0,0.147358,0.479001,0.519745,2,0.195122,0.34991,0.661421,0,casualty
0.106672,0.561821,0.436834,4,0.107532,0.36458,0.407608,6,0.0956472,0.55036,0.424916,6,0.0552692,0.213566,0.314289,4,casualty
0.0956182,0.610249,0.451922,2,0.129076,0.453044,0.413331,4,0.0930707,0.604604,0.383308,6,0.0631793,0.257559,0.1976,4,casualty
0.0803406,0.47881,0.538758,1,0.098452,0.623445,0.467571,2,0.104489,0.522543,0.181594,4,0.108204,0.326631,0.267584,5,casualty
0.0687073,0.649,0.488592,1,0.111853,0.513573,0.560126,4,0.104852,0.501249,0.322975,7,0.0882449,0.305122,0.365381,4,casualty
0.0853659,0.483615,0.407451,2,0.106896,0.537398,0.298481,4,0.11081,0.468179,0.349524,7,0.0766335,0.455769,0.252688,4,casualty
0.0408282,0.436648,0.277357,1,0.0325077,0.817191,0.879256,0,0.0793344,0.541264,0.157285,3,0.0741099,0.186718,0.304972,2,casualty
0.0708625,0.423641,0.223169,0,0.0703963,0.714501,0.726981,1,0.090676,0.717809,0.528925,4,0.000932401,0,0,0,casualty
0.0389884,0.85235,0.537671,0,0.0815595,0.295197,0.460819,1,0.0832455,0.680106,0.301431,4,0.0210748,0.101311,0.628666,0,casualty
0.00618073,0.415441,0.463768,0,0.057971,0.258075,0.281501,1,0.0613811,0.857012,0.227906,2,0.119565,0.246402,0.314826,3,casualty
0.0351288,0.762945,0.634457,0,0.0621673,0.300556,0.254057,1,0.0904833,0.438727,0.367179,5,0.00191612,0,0,0,casualty
0.134392,0.596348,0.728372,0,0.13545,0.531161,0.688133,0,0.162963,0.596349,0.460993,0,0.161905,0.357374,0.436385,0,casualty
0.13619,0.590222,0.412,0,0.0942857,0.651196,0.77346,0,0.165714,0.686776,0.39639,0,0.157143,0.276331,0.34503,0,casualty
0.0919118,0.134147,0.51946,0,0.105699,0.263602,0.743208,0,0.151654,0.718512,0.462782,0,0.144301,0.355456,0.457016,1,casualty
0.0790835,0.850842,0.535196,0,0.097561,0,0,0,0.123429,0.607164,0.292602,0,0.135255,0.139366,0.372899,0,casualty
0.179211,0.383072,0.532663,0,0.0869176,0.602378,0.59977,0,0.106631,0.542339,0.342014,0,0.15233,0.328554,0.536105,1,casualty
0.116893,0.486336,0.901699,1,0.127828,0.442196,0.419061,1,0.0735294,0.854023,0.105314,4,0.0720211,0.376939,0.36919,2,casualty
0.10747,0.437707,0.303064,1,0.118041,0.383004,0.48707,1,0.0584919,0.640724,0.272678,4,0.0806906,0.57576,0.598458,1,casualty
0.137715,0.576327,0.427212,1,0.123239,0.384892,0.431554,2,0.123239,0.380274,0.404126,5,0.0837246,0.268169,0.281726,1,casualty
0.0855721,0.461328,0.907637,0,0.0998342,0.553922,0.309955,2,0.155887,0.53,0.478365,4,0.0812604,0.293163,0.638522,0,casualty
0.0878099,0.658301,0.456833,1,0.108127,0.664942,0.438918,1,0.150482,0.498632,0.415944,4,0.0564738,0.141837,0.498485,0,casualty
0.241715,0.434712,0.472281,0,0.218324,0.462808,0.458386,0,0.323587,0.529954,0.343154,0,0.130604,0.22271,0.515775,0,casualty
0.208,0.096875,0.370833,0,0.276,0.34246,0.479418,0,0.276,0.474269,0.417135,0,0.214,0.564795,0.394046,0,casualty
0.192857,0.413595,0.526867,0,0.184286,0.161404,0.496867,0,0.254286,0.544248,0.320584,0,0.197143,0.444294,0.465698,0,casualty
0.159804,0.641453,0.526521,0,0.205882,0.430997,0.762773,0,0.158824,0.660371,0.415033,2,0.178431,0.398246,0.351264,0,casualty
0.18,0.260741,0.592346,0,0.265333,0.410667,0.723704,0,0.245333,0.475714,0.503968,2,0.173333,0.430117,0.310648,0,casualty
0.34127,0.415123,0.472663,0,0.178571,0.166667,0.333333,0,0.261905,0.432134,0.602453,0,0.111111,0.25,0.121429,0,casualty
0.308,0.390216,0.576012,0,0.256,0.491667,0.555,0,0.2,0.504167,0.516667,0,0.408,0.49359,0.254551,0,casualty
0.257937,0.333333,0.5,0,0.246032,0.296296,0.452381,0,0.277778,0.378917,0.447802,0,0.261905,0.377915,0.467813,0,casualty
0.220109,0.648843,0.58905,0,0.146739,0.65625,0.869565,0,0.350543,0.478649,0.42884,0,0.122283,0.172685,0.105153,0,casualty
0.226,0.663988,0.490714,0,0.158,0.361508,0.424444,0,0.298,0.618405,0.564923,0,0.17,0.248501,0.399965,0,casualty
0.197436,0.630057,0.288363,0,0.196154,0.722181,0.559415,0,0.248077,0.383511,0.291558,2,0.151282,0.312811,0.418755,1,casualty
0.175833,0.637509,0.539647,1,0.137917,0.413377,0.682826,1,0.201667,0.400184,0.23739,3,0.0683333,0.171452,0.406278,0,casualty
0.114397,0.691451,0.352275,0,0.1875,0.424591,0.323484,0,0.205915,0.526996,0.39412,0,0.144531,0.328263,0.372977,1,casualty
0.179068,0.360941,0.308643,0,0.149425,0.321357,0.526675,0,0.166364,0.667574,0.424439,0,0.120387,0.379963,0.543129,0,casualty
0.174818,0.669616,0.413387,1,0.127361,0.408521,0.790366,0,0.181598,0.528206,0.356012,3,0.0755448,0.223619,0.318512,0,casualty
0.0727187,0.445764,0.488195,4,0.0761201,0.506363,0.60886,6,0.0882008,0.497701,0.162679,10,0.0734225,0.169269,0.247158,5,casualty
0.0844612,0.228573,0.624203,5,0.0634085,0.640742,0.880012,6,0.0783208,0.628874,0.45401,5,0.104637,0.294054,0.388002,5,casualty
0.107304,0.33352,0.397035,1,0.115223,0.673057,0.892974,4,0.102941,0.613179,0.243321,4,0.121202,0.297898,0.292209,8,casualty
0.0911127,0.370773,0.390296,7,0.0979491,0.596281,0.738264,8,0.0760255,0.73975,0.228609,7,0.0822725,0.287517,0.325395,4,casualty
0.119242,0.253011,0.530208,4,0.100158,0.73096,0.566775,5,0.0908308,0.591933,0.232747,3,0.105467,0.226809,0.204976,5,casualty
0.156757,0.404026,0.36546,0,0.110811,0.535412,0.492557,3,0.132432,0.634906,0.306295,2,0.100386,0.316395,0.286069,2,casualty
0.141642,0.493063,0.482992,0,0.17017,0.571679,0.666775,1,0.168669,0.383447,0.345849,4,0.153153,0.290176,0.343054,2,casualty
0.125,0.44704,0.695915,0,0.182031,0.598423,0.499068,0,0.125781,0.619623,0.343104,4,0.116797,0.339554,0.34054,4,casualty
0.114189,0.728921,0.503385,0,0.164527,0.43378,0.383241,2,0.127703,0.603654,0.360865,4,0.0780405,0.299806,0.385829,4,casualty
0.102807,0.646342,0.381663,1,0.175439,0.589693,0.587809,1,0.130175,0.34321,0.453797,3,0.118947,0.273546,0.360593,2,casualty
0.119622,0.532956,0.25402,1,0.144394,0.430176,0.679047,5,0.138527,0.699298,0.438019,3,0.0482399,0.129846,0.38973,0,casualty
0.121987,0.489413,0.412913,2,0.090241,0.185868,0.723408,2,0.126102,0.661768,0.351906,4,0.010876,0.0419753,0.0486772,0,casualty
0.147198,0.497852,0.381387,2,0.0851806,0.387954,0.607034,4,0.14396,0.66296,0.469524,4,0.0303861,0.0977139,0.474293,0,casualty
0.11876,0.38753,0.685103,1,0.141707,0.35046,0.567318,2,0.185588,0.596186,0.519061,6,0.0390499,0.099389,0.365892,0,casualty
0.172717,0.571081,0.486628,2,0.12422,0.214495,0.309753,2,0.102099,0.525283,0.208153,3,0.00283607,0,0,0,casualty
0.017004,0.858553,0.871368,0,0.122065,0.312703,0.440223,3,0.0846154,0.686365,0.260851,3,0.0307692,0.139411,0.747985,2,casualty
0.0644796,0.740456,0.669608,0,0.131599,0.519221,0.781746,1,0.117647,0.770156,0.373441,3,0.035822,0.139416,0.504552,0,casualty
0.0610259,0.760692,0.578411,0,0.121167,0.338686,0.563012,2,0.134139,0.563111,0.379604,4,0.00501179,0,0,0,casualty
0.0581137,0.750319,0.582326,1,0.121943,0.300576,0.541265,4,0.113687,0.728136,0.400169,4,0.0314386,0.109384,0.474556,0,casualty
0.0267648,0.704082,0.642077,0,0.133489,0.422448,0.236185,3,0.128137,0.681432,0.474316,2,0.0411509,0.155465,0.451851,0,casualty
0.100915,0.410627,0.448125,4,0.105721,0.475596,0.356838,6,0.094508,0.635174,0.256574,5,0.105378,0.279772,0.335753,5,casualty
0.10254,0.580287,0.477708,2,0.106878,0.42667,0.356851,5,0.0713228,0.7828,0.300606,4,0.094709,0.270585,0.248176,7,casualty
0.0742668,0.497062,0.599719,3,0.1111,0.396459,0.389489,6,0.0841758,0.601227,0.479918,6,0.0939846,0.223151,0.210762,7,casualty
0.0806122,0.720043,0.357649,6,0.0961224,0.271972,0.291491,4,0.0595918,0.664291,0.242987,1,0.106837,0.310764,0.303365,9,casualty
0.123356,0.611324,0.404229,8,0.109371,0.251002,0.416052,6,0.0918001,0.532494,0.24012,5,0.0670571,0.313265,0.299281,6,casualty
0.0644231,0.539335,0.564567,3,0.0716346,0.401143,0.435375,6,0.0826923,0.647412,0.221249,9,0.0643269,0.249289,0.240189,6,casualty
0.0815097,0.608466,0.332514,4,0.0781903,0.416252,0.748523,6,0.0745021,0.666682,0.346106,10,0.0447504,0.188488,0.378137,3,casualty
0.0669474,0.495171,0.301796,4,0.0831579,0.172629,0.308044,6,0.0765263,0.579913,0.233996,7,0.0565263,0.150639,0.164649,3,casualty
0.088617,0.613809,0.33865,6,0.0780851,0.29951,0.633631,4,0.0545745,0.668402,0.333187,6,0.0524468,0.243791,0.214628,7,casualty
0.0954406,0.545879,0.521677,6,0.0655563,0.48189,0.39984,3,0.0526813,0.414364,0.168279,6,0.0390976,0.288768,0.66041,6,casualty
0.115377,0.465426,0.537574,3,0.143966,0.605206,0.710172,1,0.136002,0.524562,0.519392,7,0.0724934,0.233471,0.423051,2,casualty
0.0877493,0.57129,0.408429,1,0.159829,0.608027,0.618452,0,0.216239,0.447181,0.430522,7,0.122507,0.326915,0.387803,7,casualty
0.198246,0.345812,0.37865,1,0.135673,0.365725,0.531238,2,0.19386,0.494362,0.371083,5,0.048538,0.119522,0.488801,0,casualty
0.171351,0.217082,0.61331,1,0.133136,0.327083,0.489148,3,0.150394,0.655879,0.456502,5,0.0618836,0.154618,0.306839,1,casualty
0.181435,0.316799,0.632621,3,0.0956399,0.471381,0.407236,4,0.12752,0.623972,0.480595,6,0.0879044,0.217344,0.479082,3,casualty
0.22619,0.418083,0.51195,0,0.169643,0.666325,0.521499,0,0.206349,0.680556,0.31585,0,0.178571,0.200222,0.321914,0,casualty
0.193778,0.320947,0.531549,0,0.176889,0.500776,0.538145,0,0.278222,0.591667,0.336323,0,0.173333,0.240133,0.344457,0,casualty
0.155556,0.679194,0.470938,0,0.193651,0.371519,0.402301,0,0.19746,0.62971,0.355845,2,0.118095,0.226015,0.429451,0,casualty
0.168831,0.611376,0.395265,0,0.227922,0.50051,0.402062,0,0.257143,0.595957,0.320549,2,0.147403,0.178019,0.262074,0,casualty
0.138996,0.761986,0.431944,0,0.182019,0.526146,0.396368,0,0.162714,0.724431,0.269195,0,0.126862,0.22558,0.390382,2,casualty
0.0753812,0.403269,0.684518,3,0.136129,0.514819,0.28307,7,0.0960403,0.54066,0.42778,7,0.0543532,0.219761,0.181093,4,casualty
0.103058,0.284499,0.309521,4,0.0977517,0.486477,0.442351,5,0.11828,0.535139,0.504807,7,0.0512498,0.147926,0.270797,1,casualty
0.0886891,0.246915,0.671982,3,0.0925843,0.439814,0.407475,2,0.142622,0.473752,0.283172,7,0.0762547,0.148114,0.262628,2,casualty
0.0989889,0.205903,0.50777,3,0.107958,0.581002,0.320946,5,0.119048,0.684455,0.391601,8,0.0745271,0.298548,0.436446,3,casualty
0.0683604,0.501758,0.395644,3,0.102541,0.588811,0.587012,3,0.132006,0.413696,0.259727,9,0.085385,0.240279,0.43104,4,casualty
0.140552,0.443364,0.60395,1,0.173415,0.472357,0.28537,3,0.10534,0.634008,0.373291,3,0.0809859,0.274157,0.240448,0,casualty
0.0958937,0.315025,0.701075,3,0.148068,0.496256,0.339796,3,0.175121,0.580277,0.320137,6,0.0270531,0.116667,0.169082,0,casualty
0.079602,0.665792,0.278884,2,0.10398,0.585163,0.465827,1,0.160697,0.544079,0.364855,4,0.0985075,0.273401,0.283474,1,casualty
0.0458365,0.43182,0.147036,1,0.0937739,0.538262,0.344813,2,0.125668,0.647051,0.402982,4,0.10275,0.231376,0.338715,3,casualty
0.0971506,0.638256,0.241102,0,0.101493,0.568813,0.388848,1,0.200543,0.408061,0.398374,3,0.127001,0.305169,0.450806,2,casualty
0.127581,0.386162,0.431085,0,0.117411,0.593548,0.532373,2,0.172881,0.637793,0.358184,3,0.152234,0.251573,0.23503,2,casualty
0.183333,0.230886,0.276036,0,0.156504,0.429777,0.560181,1,0.17439,0.479023,0.30335,4,0.14878,0.292869,0.393443,2,casualty
0.162888,0.53353,0.377276,0,0.146495,0.53995,0.513699,1,0.139519,0.737545,0.362698,2,0.182769,0.284967,0.347609,2,casualty
0.167781,0.530286,0.313257,1,0.154404,0.563258,0.520136,0,0.112598,0.654863,0.460075,4,0.139911,0.330971,0.423164,4,casualty
0.110767,0.392318,0.504983,0,0.104564,0.644552,0.684023,1,0.158839,0.59065,0.418606,7,0.0963669,0.398061,0.443667,1,casualty
0.135937,0.468009,0.635077,0,0.180208,0.319346,0.516705,2,0.220312,0.591605,0.301992,3,0.0942708,0.225926,0.403341,1,casualty
0.127702,0.469106,0.354371,0,0.151835,0.305669,0.568802,2,0.230769,0.531045,0.389803,1,0.0186023,0.0743906,0.61922,0,casualty
0.174806,0.469099,0.419272,0,0.0569767,0.448273,0.855556,0,0.196124,0.557532,0.419036,2,0.05,0.134365,0.421811,0,casualty
0.0798742,0.782239,0.633267,1,0.100629,0.26883,0.495212,2,0.133962,0.703878,0.450174,2,0.0971698,0.245392,0.413115,2,casualty
0.103345,0.642468,0.376448,0,0.0904803,0.322897,0.497664,0,0.198542,0.611343,0.462365,3,0.0660377,0.137753,0.440489,0,casualty
0.0953704,0.625484,0.658346,7,0.116088,0.465019,0.690853,9,0.0614583,0.754673,0.265608,3,0.0810185,0.351403,0.297446,5,casualty
0.0955089,0.614744,0.570264,7,0.109136,0.412119,0.689963,5,0.0420666,0.695846,0.613399,2,0.0972864,0.285755,0.238908,7,casualty
0.0855448,0.572269,0.448715,6,0.0822006,0.605266,0.618532,5,0.0871629,0.825852,0.274375,5,0.0648328,0.138469,0.311136,3,casualty
0.0992485,0.560457,0.410597,7,0.0860964,0.291996,0.553428,5,0.071176,0.669827,0.321318,4,0.0643236,0.224441,0.371174,5,casualty
0.0987785,0.532374,0.438725,9,0.0968992,0.649845,0.610012,5,0.0662438,0.77778,0.360276,3,0.0826873,0.218142,0.362705,5,casualty
0.097608,0.418122,0.549233,1,0.121914,0.488297,0.603201,1,0.234568,0.568137,0.351725,5,0.118827,0.197548,0.255298,0,casualty
0.0887988,0.706614,0.310857,0,0.115696,0.344349,0.429808,1,0.177229,0.65156,0.280987,4,0.149963,0.277077,0.331237,1,casualty
0.0636393,0.548018,0.665249,0,0.101375,0.422541,0.393582,1,0.183563,0.563233,0.293751,5,0.173329,0.410283,0.324044,4,casualty
0.0958386,0.477027,0.454513,3,0.0911097,0.311803,0.500835,1,0.2314,0.393623,0.426538,3,0.148802,0.320977,0.435295,3,casualty
0.0696649,0.714869,0.419594,2,0.100235,0.408928,0.504595,1,0.208701,0.430083,0.274013,5,0.143151,0.302969,0.264966,3,casualty
0.117143,0.714171,0.536663,5,0.103878,0.315972,0.665456,5,0.0659184,0.779584,0.320081,4,0.074898,0.213834,0.305551,4,casualty
0.0884354,0.736869,0.585459,3,0.0767007,0.280608,0.600906,4,0.0481293,0.431282,0.328584,3,0.0651361,0.515696,0.436239,5,casualty
0.0925779,0.647431,0.568495,5,0.0946352,0.297595,0.576146,6,0.0737458,0.69394,0.267076,5,0.0595031,0.123299,0.184136,4,casualty
0.070626,0.621774,0.587828,4,0.0839486,0.448838,0.821568,5,0.0847512,0.626114,0.370986,4,0.0754414,0.19171,0.166569,4,casualty
0.0744681,0.630893,0.588544,3,0.0927722,0.33326,0.527707,5,0.0708698,0.537866,0.17133,4,0.0481852,0.320701,0.703382,3,casualty
0.139335,0.636866,0.384585,4,0.136008,0.295548,0.269544,4,0.0761252,0.800493,0.266478,2,0.0735812,0.379685,0.518954,4,casualty
0.14957,0.61553,0.529051,6,0.0991394,0.218654,0.58087,3,0.0888124,0.731329,0.298286,5,0.0526678,0.230369,0.312442,4,casualty
0.126337,0.63466,0.464627,6,0.0989026,0.237645,0.444286,7,0.076406,0.76136,0.194842,4,0.0536351,0.432745,0.390811,3,casualty
0.127907,0.548814,0.353526,8,0.0910635,0.311093,0.461879,5,0.0714659,0.727159,0.357595,3,0.0525216,0.174554,0.294691,5,casualty
0.121787,0.414405,0.618454,3,0.0992962,0.266258,0.601491,4,0.0780294,0.81768,0.179022,3,0.0546206,0.244644,0.486456,3,casualty
0.0890269,0.730946,0.392173,4,0.0848861,0.460789,0.367826,2,0.0921325,0.781245,0.222195,5,0.061816,0.255421,0.264516,4,casualty
0.113725,0.526962,0.386871,6,0.0738562,0.386304,0.430052,4,0.0814379,0.725044,0.543793,5,0.0364706,0.141457,0.506844,2,casualty
0.117312,0.632301,0.59226,4,0.0744086,0.365245,0.46432,6,0.0839785,0.751638,0.403798,6,0.0198925,0.0873485,0.594803,0,casualty
0.0888416,0.676727,0.634447,6,0.106796,0.342476,0.479896,4,0.0856497,0.678621,0.390507,6,0.036707,0.117911,0.242257,2,casualty
0.129936,0.667212,0.478476,2,0.0808081,0.156732,0.293503,4,0.12259,0.602232,0.371696,6,0.0122436,0.121408,0.896963,0,casualty
0.0806041,0.580809,0.321539,1,0.0836586,0.346815,0.503063,5,0.139488,0.700166,0.363431,5,0.0763618,0.177502,0.253403,4,casualty
0.110241,0.533134,0.416962,0,0.0884975,0.290262,0.578003,4,0.140683,0.644021,0.448693,4,0.0628397,0.146167,0.304806,2,casualty
0.0934596,0.602737,0.399274,1,0.0903614,0.27196,0.508766,4,0.106368,0.682263,0.472386,5,0.0877797,0.268872,0.315164,4,casualty
0.115474,0.436799,0.527454,0,0.119866,0.340961,0.414243,3,0.123999,0.607461,0.370762,2,0.0917076,0.24794,0.203459,0,casualty
0.110904,0.662862,0.312697,0,0.106477,0.303448,0.5815,3,0.142358,0.629913,0.451022,5,0.0733924,0.180905,0.478617,2,casualty
0.123032,0.813714,0.18517,0,0.141691,0.40064,0.412618,1,0.2,0.600613,0.455904,2,0.139359,0.276738,0.278962,0,casualty
0.125569,0.731611,0.353406,0,0.176318,0.372605,0.553014,0,0.197788,0.532058,0.431086,2,0.153546,0.309108,0.259137,0,casualty
0.168571,0.481429,0.330312,0,0.121714,0.382052,0.724453,0,0.210286,0.331008,0.33164,2,0.133143,0.267566,0.385707,0,casualty
0.139628,0.572082,0.340418,0,0.161569,0.556866,0.717644,0,0.166888,0.626287,0.386416,2,0.148936,0.305339,0.231186,0,casualty
0.213527,0.520643,0.340523,0,0.132367,0.206763,0.737366,0,0.248309,0.502852,0.438927,0,0.197101,0.424017,0.30496,0,casualty
0.0840909,0.78,0.787879,0,0.334091,0.278333,0.587879,0,0.188636,0.469286,0.471656,0,0.188636,0.42674,0.28817,0,casualty
0.333333,0.543595,0.391246,0,0.19888,0.292473,0.571644,0,0.282913,0.550129,0.379755,0,0.182073,0.186067,0.727669,0,casualty
0.282828,0.779311,0.447862,0,0.239899,0.551456,0.259622,0,0.184343,0.534392,0.282775,0,0.164141,0.281194,0.395697,0,casualty
0.326667,0.587137,0.368818,0,0.266667,0.608578,0.502614,0,0.24,0.245238,0.174603,0,0.26,0.328009,0.532099,0,casualty
