%1. Title : 
%
%2. Sources : 
%
%
%
@RELATION Imagette

@ATTRIBUTE  Black_Pixel_0 NUMERIC
@ATTRIBUTE  Airs_0 NUMERIC
@ATTRIBUTE  Black_Pixel_1 NUMERIC
@ATTRIBUTE  Airs_1 NUMERIC
@ATTRIBUTE  Black_Pixel_2 NUMERIC
@ATTRIBUTE  Airs_2 NUMERIC
@ATTRIBUTE  Black_Pixel_3 NUMERIC
@ATTRIBUTE  Airs_3 NUMERIC
@ATTRIBUTE  Black_Pixel_4 NUMERIC
@ATTRIBUTE  Airs_4 NUMERIC
@ATTRIBUTE  Black_Pixel_5 NUMERIC
@ATTRIBUTE  Airs_5 NUMERIC
@ATTRIBUTE  Black_Pixel_6 NUMERIC
@ATTRIBUTE  Airs_6 NUMERIC
@ATTRIBUTE  Black_Pixel_7 NUMERIC
@ATTRIBUTE  Airs_7 NUMERIC
@ATTRIBUTE  Black_Pixel_8 NUMERIC
@ATTRIBUTE  Airs_8 NUMERIC
@ATTRIBUTE Class  {accident, bomb, car, casualty, electricity, fire-brigade, fire, flood, gas, injury, paramedics, person police, road-block}

@DATA
0.0564455,40,0.0884821,81.5,0.063819,42,0.126112,40,0.0882278,1094,0.105517,140.5,0.0582253,60,0.128655,396,0.0429697,35,casualty
0.066829,50.5,0.0790043,242.5,0.0635823,123.5,0.107143,141,0.14421,1137,0.0749459,60,0.0779221,61,0.0982143,91.5,0.047619,35,casualty
0.174242,0.5,0.166667,0,0.181818,1.5,0.257576,1.5,0.537879,18.5,0.174242,4.5,0.234848,8.5,0.280303,1,0.174242,0.5,casualty
0.0458333,1,0.1375,-1,0.208333,3.5,0.254167,2,0.241667,5,0.245833,7,0.0583333,1,0.425,4,0.2,4.5,casualty
0.0131579,0,0.141447,0,0.167763,1,0.210526,20,0.217105,9,0.174342,0.5,0.0921053,3,0.391447,14.5,0.200658,1.5,casualty
0.0592105,1.5,0.101974,9.5,0.256579,2.5,0.210526,0,0.407895,8.5,0.365132,30.5,0.138158,8.5,0.164474,2,0.148026,7,casualty
0.303571,0.5,0.0892857,0,0.28125,6.5,0.214286,1,0.584821,38,0.0625,0,0.245536,5.5,0.0669643,0,0.223214,13,casualty
0.13555,1,0.189258,14.5,0.164962,2,0.175192,6,0.263427,62.5,0.122762,16.5,0.117647,27,0.173913,38.5,0.0856777,14,casualty
0.163194,12,0.137731,25.5,0.206019,2.5,0.189815,17.5,0.310185,0.5,0.09375,-1,0.133102,34.5,0.203704,36.5,0.0138889,1,casualty
0.158957,1,0.100925,9.5,0.176619,25,0.111018,11,0.319596,101.5,0.0656013,3,0.159798,43,0.117746,23,0.255677,-1,casualty
0.167142,20,0.1434,2,0.150047,65,0.300095,64,0.22887,117,0.0845204,1,0.178538,44.5,0.169041,36.5,0.019943,1.5,casualty
0.232456,264.5,0.148392,21,0.175439,87.5,0.113304,15,0.294591,121.5,0.0804094,2.5,0.14693,48.5,0.190058,20,0.0504386,0,casualty
0.109852,20,0.137751,14,0.156059,23.5,0.255449,92.5,0.22755,120.5,0.0235397,-1,0.142982,40,0.115083,34,0,-1,casualty
0.0629032,0,0.187097,13,0.240323,40.5,0.154839,11,0.309677,11.5,0.104839,5.5,0.180645,21.5,0.164516,21.5,0.0467742,4.5,casualty
0.0924242,6,0.168182,19.5,0.184848,-1,0.175758,28.5,0.178788,9.5,0.242424,53,0.0848485,15.5,0.190909,33.5,0.0893939,29,casualty
0.122059,6,0.155882,0.5,0.195588,19,0.180882,50,0.297059,34,0.123529,1.5,0.141176,25,0.123529,23.5,0.0735294,10,casualty
0.109804,16,0.123529,23.5,0.154902,17.5,0.305882,38.5,0.221569,15,0.188235,14,0.121569,13,0.223529,21.5,0.0901961,0,casualty
0.125,2,0.151316,18,0.183114,20,0.148026,8,0.287281,89,0.0657895,2,0.154605,37,0.175439,16,0.177632,-1,casualty
0.0526786,3,0.205357,58,0.1375,174.5,0.120536,49,0.246429,203,0.0839286,10.5,0.15,46,0.130357,20.5,0.0107143,1.5,casualty
0.177866,27.5,0.217391,247,0.0444664,6,0.295455,69.5,0.218379,83,0.0662055,4,0.158103,16.5,0.140316,12.5,0,-1,casualty
0.0810345,9,0.169828,62.5,0.0887931,9.5,0.168966,11.5,0.199138,17,0.182759,29,0.134483,39,0.197414,26.5,0.00344828,-1,casualty
0.193488,197.5,0.146977,5,0.177674,29.5,0.32186,99.5,0.266047,54.5,0.109767,7,0.113488,21,0.188837,7,0.101395,-1,casualty
0.0547009,31.5,0.0591453,-1,0.0639316,10,0.111111,136.5,0.0933333,732.5,0.0731624,37.5,0.0519658,45,0.128205,198.5,0.0687179,72.5,casualty
0.0857143,33.5,0.0776557,3.5,0.101099,28,0.11685,140,0.0827839,688,0.108425,70,0.0754579,59,0.144322,158,0.018315,11,casualty
0.111749,37,0.0432453,0,0.109453,81,0.0459242,14,0.159587,638.5,0.0551091,29,0.0604669,28,0.0838117,44.5,0.0635285,34.5,casualty
0.0894737,41,0.0642857,36,0.121053,45,0.0706767,159.5,0.056391,0,0.128947,89.5,0.118045,433,0.150376,20.5,0.0447368,6.5,casualty
0.10759,42.5,0.0528169,5,0.0837246,35,0.120892,205,0.0974178,11,0.122848,120.5,0.092723,56.5,0.124804,25.5,0.062989,45.5,casualty
0.0670462,1.5,0.0980392,12.5,0.12587,-1,0.193548,89.5,0.0999367,37,0.14611,98.5,0.0398482,19,0.170145,127.5,0.0468058,8.5,casualty
0.106293,22,0.130952,7,0.161565,92.5,0.181973,6.5,0.154762,4.5,0.113946,24,0.0909864,49,0.164116,45.5,0.082483,29.5,casualty
0.111565,76.5,0.12381,2.5,0.127211,25,0.130612,20,0.241497,172,0.102721,33,0.112925,20.5,0.0653061,13,0.0333333,9,casualty
0.161778,69,0.139556,24,0.112,-1,0.154667,119.5,0.150222,142.5,0.096,16,0.107556,95.5,0.112889,24,0.0853333,25.5,casualty
0.0451613,2,0.106093,34.5,0.133333,10,0.0716846,55.5,0.203584,248.5,0.195699,78,0.111828,41.5,0.132616,53,0.0222222,5,casualty
0.163063,165.5,0.157658,19.5,0.156757,23,0.273874,201.5,0.236937,74,0.0459459,-1,0.178378,43,0.189189,86,0.0117117,-1,casualty
0.133503,14.5,0.187925,141,0.139456,29.5,0.257653,5.5,0.220238,70.5,0.172619,28.5,0.161565,26,0.154762,30.5,0,-1,casualty
0.178419,50.5,0.146368,23.5,0.166667,31.5,0.267094,55.5,0.263889,137,0.0630342,14.5,0.196581,64.5,0.16453,12.5,0.0277778,-1,casualty
0.13913,2,0.157764,26,0.218634,24.5,0.27205,31,0.303106,85.5,0.109317,7.5,0.206211,31.5,0.206211,25,0,-1,casualty
0.193957,44.5,0.116959,3.5,0.222222,56,0.239766,207.5,0.319688,87,0.107212,75,0.115984,17,0.19883,31.5,0.0302144,1,casualty
0.208812,4,0.12069,3,0.128352,0,0.33908,90.5,0.342912,88.5,0.166667,28.5,0.12069,17,0.0632184,0,0.0249042,0,casualty
0.189394,2,0.143939,10.5,0.140152,-1,0.409091,2.5,0.128788,2,0.30303,14.5,0.215909,11.5,0.272727,5.5,0.242424,4.5,casualty
0.240602,-1,0.227444,27.5,0.148496,0.5,0.0169173,-1,0.379699,33.5,0.195489,20,0.176692,19,0.167293,24.5,0.0601504,2,casualty
0.0315789,-1,0.187368,4,0.0273684,-1,0.134737,10.5,0.305263,16,0.282105,5,0.218947,-1,0.187368,22.5,0.143158,19,casualty
0.109244,2,0.184874,10,0.193277,19,0.266807,7,0.207983,17,0.163866,18,0.157563,22.5,0.207983,23.5,0.107143,6.5,casualty
0.0751323,1,0.0962963,10.5,0.100529,32,0.178836,21.5,0.156614,54.5,0.0761905,0.5,0.104762,38.5,0.155556,37,0.0285714,2,casualty
0.0804989,-1,0.0941043,8.5,0.141723,21,0.15873,57.5,0.178005,17.5,0.126984,5.5,0.0839002,15,0.172336,26,0.0306122,1,casualty
0.0996055,57,0.36785,212.5,0.0650888,0,0.260355,146,0.299803,357,0.0601578,2,0.151874,40.5,0.158777,40,0.0276134,1,casualty
0.0316537,3.5,0.164729,7,0.0645995,28.5,0.0497416,0,0.193152,533.5,0.0284238,3.5,0.100129,38.5,0.118863,24,0.00581395,-1,casualty
0.0509653,4,0.165251,33,0.0378378,1,0.10888,59.5,0.202317,107,0.0633205,9,0.124324,42.5,0.135907,21,0,-1,casualty
0.115825,26,0.131987,107,0.0740741,6,0.156902,144,0.107744,78,0.154882,96,0.105724,61.5,0.150842,92.5,0.0222222,8,casualty
0.20068,-1,0.170748,45,0.156463,38,0.0639456,20,0.142857,154,0.104082,24,0.110204,39,0.142857,42.5,0.0394558,16,casualty
0.0884615,5,0.0942308,4,0.117308,96.5,0.0801282,41,0.187821,525.5,0.122436,83.5,0.105128,38.5,0.126282,47,0.0724359,30,casualty
0.068254,26,0.110582,24,0.124868,113.5,0.115344,76.5,0.173545,297,0.126984,57,0.0952381,48,0.121693,67,0.0645503,35,casualty
0.0925926,29,0.102171,26,0.106003,20,0.238825,59,0.0925926,163.5,0.167944,51,0.0951469,29,0.171137,108.5,0.0817369,39.5,casualty
0.120265,18.5,0.155303,11.5,0.0729167,50.5,0.159091,46,0.285985,142.5,0.00568182,-1,0.105114,33.5,0.0852273,15.5,0.113636,9.5,casualty
0.128788,15,0.00473485,-1,0.0909091,0.5,0.104167,1.5,0.273674,202.5,0.108902,14,0.0776515,25.5,0.0823864,11,0.102273,4.5,casualty
0.0359477,6,0.0490196,-1,0.0915033,0,0.199346,36.5,0.401961,66,0.150327,3,0.0228758,-1,0.248366,8.5,0.166667,1.5,casualty
0.022409,-1,0.0672269,-1,0.168067,11,0.173669,27.5,0.212885,3,0.27451,10,0.112045,9,0.19888,-1,0.070028,0.5,casualty
0.0321429,4,0.0321429,-1,0.164286,1.5,0.225,16,0.303571,1,0.0892857,1,0.192857,15,0.132143,0.5,0.00714286,-1,casualty
0.0732345,0.5,0.0374891,5.5,0.0645161,1,0.125545,11,0.295554,5,0.0305144,-1,0.0557977,25.5,0.0662598,2,0.087184,4,casualty
0.127451,11.5,0.00196078,-1,0.0872549,-1,0.0823529,14,0.226471,149.5,0.072549,2.5,0.0696078,22.5,0.077451,1,0.0862745,-1,casualty
0.131257,43.5,0.0311457,-1,0.0967742,7,0.115684,8.5,0.272525,62,0.0789766,-1,0.0845384,23.5,0.0723026,11,0.0878754,22.5,casualty
0.0638945,8,0.0324544,8.5,0.0720081,1.5,0.174442,39,0.223124,70.5,0.030426,-1,0.0922921,33.5,0.117647,21.5,0.0983773,2,casualty
0.0505051,4,0.00642792,-1,0.0853994,7.5,0.130395,79,0.242424,319.5,0.0651974,7.5,0.0752984,27,0.0918274,9.5,0.107438,14,casualty
0.0505319,2,0.140957,118.5,0.138298,22.5,0.176418,52.5,0.187943,91.5,0.109929,21,0.087766,23,0.143617,38.5,0.0531915,14,casualty
0.0527066,8,0.0790598,18,0.180912,120,0.122507,11,0.158832,231,0.0947293,9,0.0961538,37.5,0.165242,111.5,0.0405983,8.5,casualty
0.0295597,2,0.134591,37,0.145283,23,0.103145,8.5,0.150943,219.5,0.179245,89.5,0.090566,33,0.133962,89.5,0.0735849,19.5,casualty
0.12766,19,0.151773,25.5,0.087234,11,0.137589,126,0.123404,30.5,0.0808511,37,0.0808511,22,0.168794,87,0.0652482,29,casualty
0.100281,24.5,0.110098,49,0.115007,2.5,0.164095,151,0.149369,463.5,0.118513,19.5,0.0890603,32,0.174614,99.5,0.110098,45,casualty
0.0508929,9.5,0.0741071,-1,0.0705357,0,0.172321,11,0.260714,135,0.025,-1,0.0839286,30.5,0.09375,4,0.0991071,-1,casualty
0.0777778,2,0.062963,-1,0.0935185,3.5,0.133333,28.5,0.316667,95,0.0972222,172.5,0.0962963,21,0.062963,5,0.0833333,14.5,casualty
0.0823529,47.5,0.0496732,4.5,0.0385621,5,0.148366,41.5,0.252288,41.5,0.0503268,0,0.0751634,81,0.0928105,10,0.107843,3,casualty
0.034188,10.5,0.025641,-1,0.0961538,22.5,0.160969,38.5,0.19943,26,0.115385,61.5,0.0698006,25.5,0.0975783,19.5,0.104701,22,casualty
0.0555556,7.5,0.0887534,15,0.00677507,-1,0.155827,44.5,0.170732,413,0.0189702,-1,0.0704607,15,0.116531,19.5,0.0955285,27,casualty
0.0618182,-1,0.0739394,6.5,0.147879,-1,0.128485,60.5,0.146667,24.5,0.116364,19.5,0.107879,11.5,0.179394,64,0.0690909,0,casualty
0.037037,2,0.0178799,-1,0.123883,5,0.201788,14.5,0.192848,74.5,0.0255428,-1,0.037037,3.5,0.204342,57,0.135377,2.5,casualty
0.115942,2.5,0.309783,-1,0.117754,5,0.26087,42,0.240942,86,0.101449,0,0.121377,17.5,0.197464,10.5,0.132246,0,casualty
0.0549569,4,0.132543,16,0.0474138,-1,0.185345,95.5,0.217672,242.5,0.0398707,-1,0.102371,24.5,0.135776,3.5,0.109914,2,casualty
0.116711,5,0.0875332,-1,0.14191,16.5,0.175066,31,0.224138,30,0.14191,10.5,0.16313,28,0.137931,12,0.129973,8,casualty
0.123227,17,0.121454,23.5,0.12766,-1,0.218972,139.5,0.200355,154.5,0.129433,72,0.118794,36.5,0.102837,9.5,0.0602837,6,casualty
0.130787,24,0.155093,12,0.150463,-1,0.199074,32,0.162037,198.5,0.208333,77.5,0.127315,25.5,0.228009,103,0.100694,19.5,casualty
0.0837743,10,0.123457,7.5,0.173721,12.5,0.147266,0.5,0.191358,230,0.179894,55.5,0.114638,39,0.141975,53.5,0.0890653,29,casualty
0.107535,5,0.142072,39.5,0.153061,17.5,0.135008,15.5,0.161695,390,0.157771,98,0.077708,26,0.151491,66.5,0.0376766,8,casualty
0.0888,19,0.1248,58.5,0.1688,11.5,0.1288,4,0.104,211.5,0.2288,88,0.1256,277,0.1952,97,0.0488,9,casualty
0.116402,-1,0.136508,20.5,0.0391534,0,0.17037,102,0.132275,22,0.0783069,-1,0.103704,25.5,0.245503,77.5,0.108995,6.5,casualty
0.0578704,3,0.0393519,-1,0.111883,24.5,0.117284,174.5,0.153549,3.5,0.134259,36,0.0501543,17,0.149691,26,0.066358,2,casualty
0.0650624,2.5,0.040107,-1,0.0900178,-1,0.207665,84.5,0.124777,102.5,0.14082,48,0.0775401,11,0.2041,29,0.0855615,-1,casualty
0.0636735,2,0.125714,12.5,0.044898,-1,0.152653,67,0.162449,304.5,0.00816327,-1,0.115918,30,0.136327,37.5,0.0906122,16,casualty
0.0557692,-1,0.0679487,-1,0.0615385,16,0.151923,45.5,0.182692,5.5,0.0448718,7.5,0.121795,52.5,0.0942308,10.5,0.0839744,4,casualty
0.034428,144.5,0.0317797,-1,0.0423729,5.5,0.0752119,78.5,0.127383,1252,0.0439619,-1,0.0333686,26,0.0757415,61,0.0770657,80,casualty
0.0629042,44.5,0.000587889,-1,0.0670194,61,0.079659,89.5,0.0890653,1411,0.0343915,2,0.0279248,21.5,0.10435,236.5,0.0452675,-1,casualty
0.0233798,110.5,0.0393765,17,0.0705496,43.5,0.0779327,63,0.0853158,12,0.0689089,6,0.035685,7,0.132896,61,0.0742412,5.5,casualty
0.0468937,7.5,0.0041816,-1,0.0558542,39,0.0791517,46.5,0.121266,672.5,0.0818399,83,0.0325568,23.5,0.0794504,39,0.0498805,-1,casualty
0.0510907,88,0.043915,-1,0.0361653,11,0.105626,32.5,0.0536739,8.5,0.0381745,32,0.00401837,-1,0.109644,169,0.0571183,-1,casualty
0.088172,-1,0.0290323,-1,0.0784946,9,0.153763,14.5,0.222581,45.5,0.0946237,2.5,0.055914,15.5,0.105376,19.5,0.103226,30,casualty
0.0416667,1,0.152778,38.5,0.0892857,14.5,0.110119,37,0.0803571,77,0.0496032,-1,0.0337302,9,0.231151,136.5,0.139881,8,casualty
0.0925926,12,0.2849,-1,0.105413,4,0.145299,21,0.2151,21.5,0.149573,14.5,0.14245,17.5,0.205128,57,0.0754986,1,casualty
0.0956221,-1,0.00806452,-1,0.10023,2,0.180876,30,0.146313,5,0.0956221,3.5,0.0725806,9,0.267281,27.5,0.110599,3,casualty
0.148611,23,0.0986111,5.5,0.0666667,4,0.126389,18.5,0.281944,78,0.129167,9,0.1375,26.5,0.125,19,0.113889,19,casualty
0.0380117,-1,0.0547581,5,0.0449229,13,0.0962254,172.5,0.161085,408,0.0252525,0,0.0672515,121,0.062201,44,0.0818713,52,casualty
0.0909778,45.5,0.0420867,21,0.0665323,95,0.0756048,183.5,0.157006,192,0.0219254,-1,0.0199093,-1,0.0118448,7.5,0.0735887,80,casualty
0.111111,211,0.0529756,29.5,0.0240798,0,0.0749914,156,0.173031,189,0.00481596,-1,0.0619195,48,0.0268318,4,0.0808394,48,casualty
0.0681636,56.5,0.0673617,949,0.0669607,7.5,0.0364876,17,0.222133,545,0.00400962,-1,0.103448,60,0.0585405,9,0.0994387,21,casualty
0.108202,44.5,0.0404313,18.5,0.0342703,15,0.0446669,18.5,0.153639,207,0.0716211,51,0.0562187,2,0.090104,29.5,0.0800924,57,casualty
0.102484,139.5,0.124224,19.5,0.148447,223,0.152795,50.5,0.185714,26.5,0.156522,39.5,0.0521739,19,0.132298,44,0.0732919,31,casualty
0.184444,3.5,0.148148,36,0.157037,96.5,0.12963,36.5,0.172593,142.5,0.146667,34.5,0.0644444,23.5,0.164444,71,0.0644444,33,casualty
0.0971933,25.5,0.120062,74,0.134096,311.5,0.174636,73.5,0.0961538,10,0.162162,51.5,0.10343,32.5,0.170998,34.5,0.0384615,16.5,casualty
0.10051,33.5,0.107143,25,0.0964286,28,0.172449,88.5,0.139796,463.5,0.0923469,48.5,0.0617347,32.5,0.155102,124,0.0826531,29,casualty
0.0638655,56.5,0.0885154,30.5,0.185994,38.5,0.0666667,30.5,0.208964,256.5,0.138375,31.5,0.0868347,34.5,0.165266,64,0.0201681,1.5,casualty
0.101902,21,0.137908,64.5,0.106658,34,0.192935,61,0.115489,13,0.17663,138,0.0482337,20,0.182745,131.5,0.0658967,14,casualty
0.0732002,4,0.169994,245.5,0.134301,36,0.0677556,62.5,0.15971,61.5,0.118572,69.5,0.0671506,71.5,0.115547,45,0.0641258,6,casualty
0.180294,50.5,0.115304,42,0.119497,19,0.18239,57.5,0.159329,14.5,0.12928,84.5,0.0873515,20.5,0.126485,53,0.0992313,3.5,casualty
0.1396,30,0.0934372,30,0.11624,21,0.148498,28,0.129032,405,0.166852,111.5,0.0889878,42,0.166296,138.5,0.0628476,26.5,casualty
0.123315,22,0.128706,34.5,0.1031,26.5,0.158356,52.5,0.0801887,4,0.222372,71.5,0.0754717,11,0.205526,82,0.0566038,17,casualty
0.106182,25,0.0727273,6,0.0225455,-1,0.146909,53,0.0734545,2,0.113455,14.5,0.186909,47,0.197818,40.5,0.0872727,20.5,electricity
0.0983607,14,0.069477,21.5,0.00546448,-1,0.136612,7,0.0632319,3.5,0.153786,18,0.139735,36.5,0.20765,43,0.107728,29.5,electricity
0.0785714,7,0.0642857,-1,0.04,-1,0.145714,11,0.0735714,10,0.08,8.5,0.0528571,1,0.145714,37.5,0.119286,51.5,electricity
0.0885978,4,0.0531587,8,0.0046225,-1,0.050077,12,0.134823,2,0.152542,32,0.1302,207.5,0.167951,163,0.11171,27,electricity
0.0903704,23,0.0718519,15,0.00518519,0,0.148889,69,0.134815,15.5,0.16963,63,0.181481,64.5,0.216296,143.5,0.0807407,23,electricity
0.0977564,-1,0.0112179,-1,0.100962,-1,0.0608974,3,0.153846,35,0.185897,16,0.149038,9.5,0.141026,8.5,0.0352564,4.5,electricity
0.180702,20,0.0526316,2.5,0.0491228,-1,0.0736842,4.5,0.150877,16.5,0.131579,10.5,0.150877,0,0.305263,22.5,0.124561,13,electricity
0.255717,17,0.049896,31.5,0.0540541,-1,0.002079,-1,0.106029,4,0.253638,10.5,0.143451,3,0.347193,75.5,0.120582,11,electricity
0.153704,10,0.0351852,0.5,0,-1,0.0888889,9.5,0.266667,30.5,0.00925926,-1,0.137037,7.5,0.261111,28,0.114815,8.5,electricity
0.231481,6.5,0.0462963,3,0.0111111,-1,0.0555556,0,0.209259,4,0.148148,5,0.0925926,7,0.340741,58.5,0.114815,12.5,electricity
0.0484694,13,0.109694,36.5,0.000637755,-1,0.195791,25,0.0854592,7.5,0.0994898,4,0.0159439,4,0.235332,9,0.0720663,19.5,electricity
0.0303571,4.5,0.117857,44,0.0279762,101,0.0761905,4,0.134524,26.5,0.155357,42,0.210119,138,0.197619,118.5,0.0220238,5.5,electricity
0.0267152,3,0.15422,28.5,0.0242866,4.5,0.136612,18,0.156648,57.5,0.163327,43,0.248937,82.5,0.123862,93,0.0212508,-1,electricity
0.000925926,-1,0.131481,38.5,0.0449074,12.5,0.0148148,0,0.147222,544,0.140741,53.5,0.10463,133.5,0.161111,254.5,0.0189815,-1,electricity
0.0478723,6,0.140426,32,0.0468085,1.5,0.198936,64.5,0.0989362,10.5,0.258511,78,0.221277,35,0.285106,83,0.00744681,-1,electricity
0.000841751,-1,0.113636,33,0.0799663,17.5,0.137205,15.5,0.0799663,63,0.0867003,15,0.137205,44.5,0.18771,70,0.0681818,125.5,electricity
0.0425926,4,0.125,31,0.0759259,15.5,0.123148,98.5,0.127778,38,0.0833333,1,0.228704,346.5,0.143519,117,0.0518519,14,electricity
0.138542,14,0.0979167,21.5,0.0375,0,0.0791667,14,0.16875,15.5,0.00416667,-1,0.205208,8.5,0.123958,68,0.059375,0.5,electricity
0.0220126,2,0.127358,38,0.0597484,2.5,0.190252,5,0.0652516,10,0.00235849,-1,0.159591,22.5,0.21305,124.5,0.0872642,30.5,electricity
0.0113519,1,0.137255,23,0.0763674,2.5,0.148607,3.5,0.0743034,1,0.185759,16.5,0.211558,258.5,0.250774,27,0.108359,4,electricity
0.113636,24,0.0757576,25,0,-1,0.131629,47.5,0.109848,4,0.121212,11,0.133523,6,0.226326,66.5,0.105114,28.5,electricity
0.111111,4,0.129412,7,0.0156863,-1,0.139869,3,0.20915,45.5,0.0326797,0,0.27451,163,0.240523,105,0.115033,11,electricity
0.216931,51.5,0.195767,-1,0,-1,0.169312,10.5,0.222222,9,0.0952381,0.5,0.12037,19,0.175926,55,0.121693,6.5,electricity
0.00852273,-1,0.237216,17,0.00852273,-1,0.0738636,36.5,0.129261,139,0.306818,24,0.177557,69,0.37358,13.5,0.0482955,-1,electricity
0.0887513,4,0.125903,24,0.0257998,3.5,0.143447,5,0.206398,17.5,0.0196078,-1,0.20743,165.5,0.209494,91,0.131063,20.5,electricity
0.151515,7,0.0909091,1.5,0.0666667,-1,0.119192,5.5,0.171717,35.5,0.188889,18.5,0.29697,25,0.0636364,3,0.0292929,-1,electricity
0.0826595,12,0.123091,2,0.0709793,-1,0.0871518,3,0.097035,9,0.243486,155,0.177898,10,0.274034,96,0.0377358,2.5,electricity
0.0555556,-1,0.104938,21,0.109347,135.5,0.10582,-1,0.104938,90,0.216049,31,0.276014,150.5,0.21164,116,0.0776014,-1,electricity
0.0568783,2,0.240741,119.5,0.128307,15,0.026455,1.5,0.149471,17.5,0.166667,11,0.312169,15,0.272487,82,0.026455,2,electricity
0.00568182,0,0.1875,10,0.0700758,4,0.00473485,0,0.114583,242,0.211174,14,0.153409,17,0.292614,112.5,0.0880682,14,electricity
0.101235,43,0.0740741,31,0.00864198,-1,0.0938272,27,0.132716,48,0.15,-1,0.105556,28.5,0.175309,52.5,0.0746914,36,electricity
0.161765,11,0.0546218,-1,0,-1,0.193277,6.5,0.201681,0,0.012605,1,0.153361,6.5,0.313025,8,0.157563,0,electricity
0.173333,10.5,0.00571429,-1,0,-1,0.234286,4.5,0.0704762,0.5,0.047619,7.5,0.0838095,14,0.260952,71.5,0.146667,12.5,electricity
0.155294,-1,0.0847059,3.5,0.00470588,-1,0.256471,4.5,0.162353,4,0.0964706,11.5,0.112941,7,0.291765,44.5,0.0729412,0,electricity
0.153684,0,0,-1,0,-1,0.189474,41,0.157895,16.5,0.00842105,-1,0.0926316,9,0.271579,15.5,0.157895,23.5,electricity
0.181319,12.5,0.0906593,-1,0.200549,-1,0.134615,0,0.269231,18.5,0.0137363,-1,0.159341,3,0.302198,18.5,0.120879,7,electricity
0.215152,8.5,0.0606061,-1,0.00909091,-1,0.0757576,0,0.184848,1,0.269697,0.5,0.121212,2,0.342424,32,0.166667,5.5,electricity
0.00606061,-1,0.00606061,-1,0.0222222,1,0.210101,14,0.183838,140,0.125253,4,0.20404,10.5,0.234343,49,0.185859,93.5,electricity
0.197436,11,0.0564103,0,0.192308,-1,0.182051,2.5,0.289744,38,0.205128,5,0.230769,10,0.289744,12,0.107692,5,electricity
0.194444,-1,0.0805556,2,0.075,-1,0.158333,8,0.194444,0,0.216667,7,0.122222,1.5,0.405556,49.5,0.130556,10,electricity
0.021045,2,0.142235,33,0.00145138,-1,0.11103,8,0.0725689,22,0.185051,32.5,0.135704,36,0.315675,247.5,0.0899855,23,electricity
0.2075,-1,0.23625,0.5,0.20125,-1,0.145,2.5,0.1275,40,0.2575,6,0.205,14.5,0.3225,24.5,0.0975,16,electricity
0.00636364,1,0.129091,29,0.12,67,0.0590909,18,0.119091,63.5,0.178182,1,0.337273,275.5,0.2,127.5,0.0627273,2,electricity
0.117143,1,0.12381,45,0.124762,8,0.0838095,1,0.137143,143.5,0.119048,14.5,0.238095,53,0.24,312.5,0.052381,13.5,electricity
0.11039,9,0.181006,94,0.0819805,0,0.0332792,-1,0.0576299,12,0.160714,17,0.258929,12.5,0.207792,145,0.0706169,15.5,electricity
0.0431985,20.5,0.0638787,52,0.0294118,-1,0.0202206,4,0.107996,104.5,0.0284926,0,0.111673,39,0.148438,458,0.0482537,51.5,electricity
0.100538,24,0.0327957,0,0,-1,0.110753,12,0.0774194,17,0.0413978,-1,0.0591398,21.5,0.169892,68.5,0.0639785,41,electricity
0.0895522,55,0.0533049,38.5,0.0102345,-1,0.084435,21,0.0993603,12,0,-1,0.0729211,42,0.133475,732.5,0.0605544,52.5,electricity
0.0314286,3,0.101905,150,0.0338095,9,0.0390476,-1,0.0961905,396.5,0.077619,24.5,0.157143,154,0.119048,174,0.0657143,37,electricity
0.00796253,-1,0.0810304,35,0.0533958,1,0.0491803,-1,0.130211,195.5,0.036534,3.5,0.0833724,86.5,0.157377,152.5,0.0749415,50.5,electricity
0.0600343,8,0.101201,21,0,-1,0.16295,20.5,0.0831904,0,0.124357,17.5,0.042024,10.5,0.211835,2.5,0.168954,92,electricity
0.10496,14,0.11534,22.5,0.0196078,0,0.132641,5.5,0.0795848,4,0.262976,19.5,0.217993,96.5,0.250288,49,0.077278,0,electricity
0.167376,8,0.0851064,6.5,0.048227,2,0.104965,4,0.148936,95,0.214184,6,0.265248,4.5,0.211348,18,0.106383,8,electricity
0.0925926,3,0.115741,16.5,0.0729167,-1,0.240741,10,0.09375,3,0.203704,28.5,0.1875,35,0.303241,43.5,0.0671296,7.5,electricity
0.0283688,2,0.137116,21,0.0378251,0,0.190307,75.5,0.0756501,5,0.172577,10.5,0.138298,0.5,0.211584,18.5,0.0673759,7,electricity
0.0933333,34,0.124638,76,0.0336232,1,0.0544928,1.5,0.00637681,-1,0.161739,19.5,0.0713043,16.5,0.190145,84,0.0446377,2,electricity
0.0142857,0,0.159006,14,0.0354037,9,0.0236025,2,0.063354,2.5,0.209317,111.5,0.132919,77.5,0.178261,56,0.0192547,24.5,electricity
0.0989617,108.5,0.0476963,22,0,-1,0.0730045,219,0.0635951,14.5,0.00129786,-1,0.1366,270.5,0.0506165,-1,0,-1,electricity
0.029298,3,0.0923162,32,0.0762852,332.5,0.0480929,1,0.063571,2.5,0.171918,8,0.154229,113,0.185738,117,0.00276396,-1,electricity
0.00102041,-1,0.143367,23.5,0.0280612,1.5,0.0239796,1,0.0780612,11.5,0.177041,34,0.114286,39.5,0.161735,89.5,0.019898,36.5,electricity
