%1. Title : 
%
%2. Sources : 
%
%
%
@RELATION Imagette

@ATTRIBUTE  Black_Pixel_1 NUMERIC
@ATTRIBUTE  Black_Pixel_2 NUMERIC
@ATTRIBUTE  Black_Pixel_3 NUMERIC
@ATTRIBUTE  Black_Pixel_4 NUMERIC
@ATTRIBUTE  Black_Pixel_5 NUMERIC
@ATTRIBUTE  Black_Pixel_6 NUMERIC
@ATTRIBUTE  Black_Pixel_7 NUMERIC
@ATTRIBUTE  Black_Pixel_8 NUMERIC
@ATTRIBUTE  Black_Pixel_9 NUMERIC
@ATTRIBUTE  Black_Pixel_10 NUMERIC
@ATTRIBUTE  Black_Pixel_11 NUMERIC
@ATTRIBUTE  Black_Pixel_12 NUMERIC
@ATTRIBUTE  Black_Pixel_13 NUMERIC
@ATTRIBUTE  Black_Pixel_14 NUMERIC
@ATTRIBUTE  Black_Pixel_15 NUMERIC
@ATTRIBUTE  Black_Pixel_16 NUMERIC
@ATTRIBUTE  Black_Pixel_17 NUMERIC
@ATTRIBUTE  Black_Pixel_18 NUMERIC
@ATTRIBUTE  Black_Pixel_19 NUMERIC
@ATTRIBUTE  Black_Pixel_20 NUMERIC
@ATTRIBUTE  Black_Pixel_21 NUMERIC
@ATTRIBUTE  Black_Pixel_22 NUMERIC
@ATTRIBUTE  Black_Pixel_23 NUMERIC
@ATTRIBUTE  Black_Pixel_24 NUMERIC
@ATTRIBUTE  Black_Pixel_25 NUMERIC
@ATTRIBUTE  Airs_1 NUMERIC
@ATTRIBUTE  Airs_2 NUMERIC
@ATTRIBUTE  Airs_3 NUMERIC
@ATTRIBUTE  Airs_4 NUMERIC
@ATTRIBUTE  Airs_5 NUMERIC
@ATTRIBUTE  Airs_6 NUMERIC
@ATTRIBUTE  Airs_7 NUMERIC
@ATTRIBUTE  Airs_8 NUMERIC
@ATTRIBUTE  Airs_9 NUMERIC
@ATTRIBUTE  Airs_10 NUMERIC
@ATTRIBUTE  Airs_11 NUMERIC
@ATTRIBUTE  Airs_12 NUMERIC
@ATTRIBUTE  Airs_13 NUMERIC
@ATTRIBUTE  Airs_14 NUMERIC
@ATTRIBUTE  Airs_15 NUMERIC
@ATTRIBUTE  Airs_16 NUMERIC
@ATTRIBUTE  Airs_17 NUMERIC
@ATTRIBUTE  Airs_18 NUMERIC
@ATTRIBUTE  Airs_19 NUMERIC
@ATTRIBUTE  Airs_20 NUMERIC
@ATTRIBUTE  Airs_21 NUMERIC
@ATTRIBUTE  Airs_22 NUMERIC
@ATTRIBUTE  Airs_23 NUMERIC
@ATTRIBUTE  Airs_24 NUMERIC
@ATTRIBUTE  Airs_25 NUMERIC
@ATTRIBUTE  Contours_size_1 NUMERIC
@ATTRIBUTE  Contours_size_2 NUMERIC
@ATTRIBUTE  Contours_size_3 NUMERIC
@ATTRIBUTE  Contours_size_4 NUMERIC
@ATTRIBUTE  Contours_size_5 NUMERIC
@ATTRIBUTE  Contours_size_6 NUMERIC
@ATTRIBUTE  Contours_size_7 NUMERIC
@ATTRIBUTE  Contours_size_8 NUMERIC
@ATTRIBUTE  Contours_size_9 NUMERIC
@ATTRIBUTE  Contours_size_10 NUMERIC
@ATTRIBUTE  Contours_size_11 NUMERIC
@ATTRIBUTE  Contours_size_12 NUMERIC
@ATTRIBUTE  Contours_size_13 NUMERIC
@ATTRIBUTE  Contours_size_14 NUMERIC
@ATTRIBUTE  Contours_size_15 NUMERIC
@ATTRIBUTE  Contours_size_16 NUMERIC
@ATTRIBUTE  Contours_size_17 NUMERIC
@ATTRIBUTE  Contours_size_18 NUMERIC
@ATTRIBUTE  Contours_size_19 NUMERIC
@ATTRIBUTE  Contours_size_20 NUMERIC
@ATTRIBUTE  Contours_size_21 NUMERIC
@ATTRIBUTE  Contours_size_22 NUMERIC
@ATTRIBUTE  Contours_size_23 NUMERIC
@ATTRIBUTE  Contours_size_24 NUMERIC
@ATTRIBUTE  Contours_size_25 NUMERIC
@ATTRIBUTE  Harris_Corners_1 NUMERIC
@ATTRIBUTE  Harris_Corners_2 NUMERIC
@ATTRIBUTE  Harris_Corners_3 NUMERIC
@ATTRIBUTE  Harris_Corners_4 NUMERIC
@ATTRIBUTE  Harris_Corners_5 NUMERIC
@ATTRIBUTE  Harris_Corners_6 NUMERIC
@ATTRIBUTE  Harris_Corners_7 NUMERIC
@ATTRIBUTE  Harris_Corners_8 NUMERIC
@ATTRIBUTE  Harris_Corners_9 NUMERIC
@ATTRIBUTE  Harris_Corners_10 NUMERIC
@ATTRIBUTE  Harris_Corners_11 NUMERIC
@ATTRIBUTE  Harris_Corners_12 NUMERIC
@ATTRIBUTE  Harris_Corners_13 NUMERIC
@ATTRIBUTE  Harris_Corners_14 NUMERIC
@ATTRIBUTE  Harris_Corners_15 NUMERIC
@ATTRIBUTE  Harris_Corners_16 NUMERIC
@ATTRIBUTE  Harris_Corners_17 NUMERIC
@ATTRIBUTE  Harris_Corners_18 NUMERIC
@ATTRIBUTE  Harris_Corners_19 NUMERIC
@ATTRIBUTE  Harris_Corners_20 NUMERIC
@ATTRIBUTE  Harris_Corners_21 NUMERIC
@ATTRIBUTE  Harris_Corners_22 NUMERIC
@ATTRIBUTE  Harris_Corners_23 NUMERIC
@ATTRIBUTE  Harris_Corners_24 NUMERIC
@ATTRIBUTE  Harris_Corners_25 NUMERIC
@ATTRIBUTE  Length_Area_1 NUMERIC
@ATTRIBUTE  Length_Area_2 NUMERIC
@ATTRIBUTE  Length_Area_3 NUMERIC
@ATTRIBUTE  Length_Area_4 NUMERIC
@ATTRIBUTE  Length_Area_5 NUMERIC
@ATTRIBUTE  Length_Area_6 NUMERIC
@ATTRIBUTE  Length_Area_7 NUMERIC
@ATTRIBUTE  Length_Area_8 NUMERIC
@ATTRIBUTE  Length_Area_9 NUMERIC
@ATTRIBUTE  Length_Area_10 NUMERIC
@ATTRIBUTE  Length_Area_11 NUMERIC
@ATTRIBUTE  Length_Area_12 NUMERIC
@ATTRIBUTE  Length_Area_13 NUMERIC
@ATTRIBUTE  Length_Area_14 NUMERIC
@ATTRIBUTE  Length_Area_15 NUMERIC
@ATTRIBUTE  Length_Area_16 NUMERIC
@ATTRIBUTE  Length_Area_17 NUMERIC
@ATTRIBUTE  Length_Area_18 NUMERIC
@ATTRIBUTE  Length_Area_19 NUMERIC
@ATTRIBUTE  Length_Area_20 NUMERIC
@ATTRIBUTE  Length_Area_21 NUMERIC
@ATTRIBUTE  Length_Area_22 NUMERIC
@ATTRIBUTE  Length_Area_23 NUMERIC
@ATTRIBUTE  Length_Area_24 NUMERIC
@ATTRIBUTE  Length_Area_25 NUMERIC
@ATTRIBUTE  Mass_Center_X_1 NUMERIC
@ATTRIBUTE  Mass_Center_X_2 NUMERIC
@ATTRIBUTE  Mass_Center_X_3 NUMERIC
@ATTRIBUTE  Mass_Center_X_4 NUMERIC
@ATTRIBUTE  Mass_Center_X_5 NUMERIC
@ATTRIBUTE  Mass_Center_X_6 NUMERIC
@ATTRIBUTE  Mass_Center_X_7 NUMERIC
@ATTRIBUTE  Mass_Center_X_8 NUMERIC
@ATTRIBUTE  Mass_Center_X_9 NUMERIC
@ATTRIBUTE  Mass_Center_X_10 NUMERIC
@ATTRIBUTE  Mass_Center_X_11 NUMERIC
@ATTRIBUTE  Mass_Center_X_12 NUMERIC
@ATTRIBUTE  Mass_Center_X_13 NUMERIC
@ATTRIBUTE  Mass_Center_X_14 NUMERIC
@ATTRIBUTE  Mass_Center_X_15 NUMERIC
@ATTRIBUTE  Mass_Center_X_16 NUMERIC
@ATTRIBUTE  Mass_Center_X_17 NUMERIC
@ATTRIBUTE  Mass_Center_X_18 NUMERIC
@ATTRIBUTE  Mass_Center_X_19 NUMERIC
@ATTRIBUTE  Mass_Center_X_20 NUMERIC
@ATTRIBUTE  Mass_Center_X_21 NUMERIC
@ATTRIBUTE  Mass_Center_X_22 NUMERIC
@ATTRIBUTE  Mass_Center_X_23 NUMERIC
@ATTRIBUTE  Mass_Center_X_24 NUMERIC
@ATTRIBUTE  Mass_Center_X_25 NUMERIC
@ATTRIBUTE  Mass_Center_Y_1 NUMERIC
@ATTRIBUTE  Mass_Center_Y_2 NUMERIC
@ATTRIBUTE  Mass_Center_Y_3 NUMERIC
@ATTRIBUTE  Mass_Center_Y_4 NUMERIC
@ATTRIBUTE  Mass_Center_Y_5 NUMERIC
@ATTRIBUTE  Mass_Center_Y_6 NUMERIC
@ATTRIBUTE  Mass_Center_Y_7 NUMERIC
@ATTRIBUTE  Mass_Center_Y_8 NUMERIC
@ATTRIBUTE  Mass_Center_Y_9 NUMERIC
@ATTRIBUTE  Mass_Center_Y_10 NUMERIC
@ATTRIBUTE  Mass_Center_Y_11 NUMERIC
@ATTRIBUTE  Mass_Center_Y_12 NUMERIC
@ATTRIBUTE  Mass_Center_Y_13 NUMERIC
@ATTRIBUTE  Mass_Center_Y_14 NUMERIC
@ATTRIBUTE  Mass_Center_Y_15 NUMERIC
@ATTRIBUTE  Mass_Center_Y_16 NUMERIC
@ATTRIBUTE  Mass_Center_Y_17 NUMERIC
@ATTRIBUTE  Mass_Center_Y_18 NUMERIC
@ATTRIBUTE  Mass_Center_Y_19 NUMERIC
@ATTRIBUTE  Mass_Center_Y_20 NUMERIC
@ATTRIBUTE  Mass_Center_Y_21 NUMERIC
@ATTRIBUTE  Mass_Center_Y_22 NUMERIC
@ATTRIBUTE  Mass_Center_Y_23 NUMERIC
@ATTRIBUTE  Mass_Center_Y_24 NUMERIC
@ATTRIBUTE  Mass_Center_Y_25 NUMERIC
@ATTRIBUTE Class  {accident, bomb, car, casualty, electricity, fire-brigade, fire, flood, gas, injury, paramedics, person police, road-block}

@DATA
149,145,47,179,101,162,4,8,133,152,102,0,102,126,232,36,0,0,23,0,118,91,215,174,145,6,6,0,1,6.5,18.5,0,0,1,14.5,0,0,2,0,13,4,0,0,1.5,0,0,3,3,1.5,14,48.0416,54.2843,0,0,20.3848,62.3259,0,0,0,59.598,0,0,50.9706,0,95.598,19.3137,0,0,0,0,50.1421,40.1421,52.6274,50.9706,76.4264,1,566,640,2,2,6,2,2,5,4,2,0,2,4,6,4,0,0,1,0,5,3,1,1,8,48.0416,54.2843,0,0,20.3848,62.3259,0,0,0,59.598,0,0,50.9706,0,95.598,19.3137,0,0,0,0,50.1421,40.1421,52.6274,50.9706,76.4264,16.5715,13.7,0,0,14.8034,10.1899,0,0,11.5,11.1979,0,0,2.5,0,16.3566,3,0,0,4.22222,0,0,19.1111,5.51852,7,11.4444,13.2885,15.55,0,0,14.8034,10.0027,0,0,0.75,11.7243,0,0,21.25,0,15.0682,4.5,0,0,21.7778,0,0,13.8056,2.90741,6.25,15.375,fire-brigade
14,185,40,184,160,147,0,51,183,118,121,0,67,127,192,135,0,0,61,0,55,154,182,116,0,0,11,0,0,5.5,13.5,0,0,4.5,19,0,0,7.5,0,33.5,0,0,0,0,0,0,8.5,8,14,0,8,56.7696,0,0,50.7279,59.0122,0,0,0,59.7401,0,0,33.2132,0,75.0122,0,0,0,0,0,0,42.2843,50.1421,104.569,0,3,11,2,517,3,5,0,2,2,8,2,0,7,1,2,3,0,0,2,0,2,3,4,4,0,8,56.7696,0,0,50.7279,59.0122,0,0,0,59.7401,0,0,33.2132,0,75.0122,0,0,0,0,0,0,42.2843,50.1421,104.569,0,0,9.97643,0,0,5.87121,9.77984,0,0,14.4136,9.37654,0,0,5.14444,0,11.8516,0,0,0,0,0,0,10.8281,9.34375,8.2381,0,0,12.7239,0,0,6.47727,8.607,0,0,11.4691,9.77079,0,0,21.6222,0,12.0702,0,0,0,0,0,0,7.43229,1.875,13.5119,0,fire-brigade
74,55,64,91,23,51,44,14,112,33,22,5,4,123,59,14,88,27,0,0,85,67,148,102,13,4,3,0,0,0,0,6.5,0,3.5,0,0,0,0,0,5,1.5,14,0,0,0,0,15.5,2.5,10,2,0,40.9706,47.6569,0,0,0,32.1421,0,55.5563,0,0,0,0,0,48.6274,0,0,0,0,0,48.4853,37.6985,51.5563,55.1127,7.65685,3,7,586,15,4,4,6,633,2,4,3,2,1,1,1,2,8,2,0,0,581,4,11,1,5,0,40.9706,47.6569,0,0,0,32.1421,0,55.5563,0,0,0,0,0,48.6274,0,0,0,0,0,48.4853,37.6985,51.5563,55.1127,7.65685,10.9167,4.83333,0,0,0,0,5.20833,0,11.1905,0,0,0,0,0,16.65,22.5556,11.9698,0,0,0,0,12.3418,3.49167,12.1648,2,4.66667,11.25,0,0,0,0,4.95833,0,2.87302,0,0,0,0,0,9.26667,23.2222,14.75,0,0,0,0,11.9513,6.19167,14.4167,22.5,fire-brigade
127,108,106,138,38,15,111,72,141,62,0,108,115,91,119,95,80,101,21,2,101,72,26,138,2,1.5,1,0,5,1.5,2,6,0,3.5,1,0,0,5.5,11.5,8,0,0,4.5,3,0,0,0,0,17.5,0,81.2132,50.1421,0,98.7696,39.2132,0,55.1127,0,49.3137,34.4853,0,0,54.8701,0,0,0,0,0,10.4853,0,0,0,0,62.3259,0,2,573,574,1,2,2,4,1,2,613,0,550,3,3,1,612,16,611,3,4,594,1,2,7,2,81.2132,50.1421,0,98.7696,39.2132,0,55.1127,0,49.3137,34.4853,0,0,54.8701,0,0,0,0,0,10.4853,0,0,0,0,62.3259,0,10.9259,3,0,13.6833,13.8889,23,4,0,17.8484,8.5,0,0,19.8788,15.1643,3.87405,0,0,8.62593,3,0,0,0,0,13.1118,0,1.75926,2.75,0,5.58333,2.55556,2.5,10.25,0,14.1746,3.25,0,0,18.2576,8.15097,9.48106,0,0,15.4037,22.5,0,0,0,0,11.0367,0,fire-brigade
169,101,98,61,113,49,78,94,24,139,98,50,102,122,62,88,89,102,31,37,94,169,102,150,101,8,3,0,15.5,1,2,2.5,0,0,3.5,0,0.5,1.5,5.5,0,3,2,14,2,0,0,0,6,5,15,58.2843,53.4558,0,73.1543,14.4853,0,47.5563,49.3137,0,70.3848,0,0,52.3848,0,0,0,0,0,20.4853,0,0,0,50.2843,32.1421,54.4264,10,593,572,4,2,2,4,602,3,8,4,2,17,5,3,6,12,4,6,2,571,4,1,11,576,58.2843,53.4558,0,73.1543,14.4853,0,47.5563,49.3137,0,70.3848,0,0,52.3848,0,0,0,0,0,20.4853,0,0,0,50.2843,32.1421,54.4264,5.43056,11.3333,0,17.1398,1.5,4.5,21.7833,0,0,7.38413,0,21.6667,23.1111,10.2338,0,2,17.25,15.6923,6,0,0,0,14.95,7.9,10.202,6.90278,10.25,0,7.91398,0.375,11.25,4.33333,0,0,2.21905,0,23.6667,21.4722,14.974,0,4,17,8.30769,23,0,0,0,19.9,1.75,16.7176,fire-brigade
127,104,104,195,112,71,102,127,137,63,143,159,117,185,122,115,112,22,116,8,6,106,30,4,144,4.5,0,5,9.5,2,1,0,1,0,0,0,7.5,3,5,0,0,1,1,7,0,0,12.5,9,0,12.5,0,50.1421,48.4853,83.598,50.9706,0,0,0,0,0,0,0,0,56.6274,0,0,0,0,54.2843,0,0,47.3553,19.5563,0,61.3553,9,597,2,8,583,11,6,576,13,2,1,2,5,3,519,576,541,4,5,2,4,2,7,4,4,0,50.1421,48.4853,83.598,50.9706,0,0,0,0,0,0,0,0,56.6274,0,0,0,0,54.2843,0,0,47.3553,19.5563,0,61.3553,4.5963,0,10.75,9.96241,14.5,5.5,0,0.833333,0,0,0,15.9778,18.8333,6.98148,0,0,11.8333,5,10.7714,0,0,16.0439,3.75758,0,13.8159,8.06296,0,6.3,9.2666,11.25,3.75,0,5,0,0,0,19.9778,11,15.037,0,0,2.33333,1.5,18.7,0,0,17.0744,14.1288,0,8.27175,fire-brigade
15,132,149,78,155,19,103,80,88,131,108,22,104,121,115,48,63,0,38,23,128,77,147,96,93,2,13.5,0,3,3.5,2,13.5,2,0,2,14.5,0,10,3,1,0,0,0,5,0,2.5,4.5,3.5,8.5,15.5,0,77.0122,46.8284,0,60.3848,0,0,0,0,0,0,0,55.9411,0,12.8284,0,0,0,24.1421,0,50.9706,36.3848,52.7279,38.0416,57.8406,1,12,4,616,2,1,1,3,628,3,2,4,15,1,4,8,4,0,3,1,582,8,4,2,8,0,77.0122,46.8284,0,60.3848,0,0,0,0,0,0,0,55.9411,0,12.8284,0,0,0,24.1421,0,50.9706,36.3848,52.7279,38.0416,57.8406,7.75,11.3142,0,5,8.88254,5,17.3509,13.5,0,6.91667,13.0906,0,9.6875,12.2222,14.6667,0,0,0,4.6,0,11.625,12.0827,6.11111,15.5507,12.3093,11.5,8.9974,0,1.83333,5.35873,2.75,12.3246,11.3333,0,11.2083,12.1072,0,12.0125,14.4167,3.33333,0,0,0,22.5,0,5,12.842,14.2593,5.1683,16.7176,fire-brigade
341,482,286,359,173,285,81,55,325,163,4,0,287,218,80,257,124,0,30,114,445,32,106,258,272,4,4.5,4.5,2.5,4,13.5,0,4,0,0,0,0,7.5,0,0,0,0,0,2.5,0,3.5,5,7.5,6,12.5,0,0,0,0,0,49.3553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.3848,15.6569,0,0,0,44,37,2,608,4,13,2,3,7,11,4,0,15,7,4,5,4,0,651,4,3,6,4,471,8,0,0,0,0,0,49.3553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.3848,15.6569,0,0,0,15.7292,13.7407,10.3364,6.26667,11.6667,7.68,0,5,0,0,0,0,9.55556,0,0,0,0,0,4,0,7.94857,1.7,13.803,14.5833,7.25,7.72917,11.4074,5.50617,4.73333,12.8333,8.54,0,4.33333,0,0,0,0,13.0444,0,0,0,0,0,22.5,0,5.78476,20.2,3.64394,6.5,16.8519,fire-brigade
351,59,295,125,62,297,320,399,218,125,301,22,165,300,54,190,135,33,0,0,277,370,323,64,373,8.5,7.5,1,5,0,8,8,10,0,0,12.5,0,0,0.5,0,0,0,0,0,0,2,9,7,3,0,0,0,0,0,0,0,0,0,0,0,39.1127,0,0,0,0,0,0,0,0,0,9.65685,0,0,0,0,648,5,617,6,14,17,5,41,598,2,34,10,2,648,647,2,4,4,0,0,4,662,36,611,1,0,0,0,0,0,0,0,0,0,0,39.1127,0,0,0,0,0,0,0,0,0,9.65685,0,0,0,0,15.1688,4.88889,10.6667,12.6,0,20.2407,9.47917,15.1239,0,0,17.4286,0,0,15.6667,0,0,0,0,0,0,23,8.2381,10.2857,6,0,15.8214,20.2444,4,4,0,17.0463,11.3438,15.0513,0,0,11.2857,0,0,17.6667,0,0,0,0,0,0,2.5,8.61905,12.5,21,0,fire-brigade
122,222,371,34,38,150,165,290,219,181,210,433,15,204,77,134,228,60,232,222,389,305,338,262,223,6.5,7,1,3,1,12,12,6,2,0,0,0,2,0.5,0,0,0,0,0,0,8,4,5,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,665,2,589,6,10,2,10,624,5,13,6,5,5,2,2,579,1,2,2,5,57,6,576,6,627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.9949,16.2857,13.5,22,8,20.4603,9.70175,0,3,0,0,0,2.5,6.66667,0,0,0,0,0,0,15.6587,8,13.25,3.33333,19.2667,18.8564,16.7857,23,23.5,23.3333,19.4365,8.38597,0,10,0,0,0,23,12.6667,0,0,0,0,0,0,13.2937,1,3.54167,10.5,15.2667,fire-brigade
195,261,397,166,202,347,64,229,251,226,61,91,241,319,221,148,163,0,51,272,317,278,100,192,365,6.5,8,3.5,4.5,2,11.5,0,0,0,0,0,0,4.5,4,0,0,0,0,3,0,3,17,3,0,12.5,0,54.2843,0,0,0,35.6985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,594,5,4,553,4,4,628,1,8,4,4,15,34,6,6,50,0,7,2,8,1,622,568,9,0,54.2843,0,0,0,35.6985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.23077,18.1042,7.68518,11.6667,19.0833,16.7611,0,0,0,0,0,0,5.48148,6.5,0,0,0,0,7,0,12.6167,8.36547,4.66667,0,11.2492,5.89744,11.25,9.51852,18.7333,17.8333,12.1306,0,0,0,0,0,0,13.4074,9.66667,0,0,0,0,22.5,0,11.4667,10.7526,4.5,0,15.7365,fire-brigade
466,411,401,306,148,216,76,223,31,126,204,117,398,180,158,182,188,199,206,187,351,38,139,95,280,10.5,4.5,7,1.5,6,11.5,0,4,0,0,0,0,3,5.5,0,0,0,0,2,4.5,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0711,0,0,0,0,0,0,0,0,0,0,0,1,598,6,28,19,4,625,10,2,5,2,1,532,3,2,16,2,3,1,1,635,2,4,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0711,0,0,0,0,0,0,0,0,0,0,0,10.5209,6.45,12.2917,10.4444,9.5,18.8333,0,2.68333,0,0,0,0,6.55556,5.375,0,0,0,0,0.875,17.2963,2.83333,0,0,0,16.5,9.87085,11.95,5.08333,9.11111,5.11111,9.16667,0,15.0667,0,0,0,0,2.40741,15.5833,0,0,0,0,1.25,18.2593,4,0,0,0,7,fire-brigade
112,79,56,71,11,4,63,54,24,63,31,86,7,74,63,15,80,38,35,0,27,82,119,83,48,9.5,4,2.5,0,0,0,0,0,0,0,0,16.5,0,13.5,0,0,7,7,0,0,2,1,3,2,6.5,0,0,0,0,0,0,0,0,0,0,0,60.669,0,55.0122,0,0,54.2843,21.799,0,0,7.65685,49.3137,0,0,0,2,8,6,3,2,2,3,1,2,6,1,1,5,11,2,636,3,8,2,0,2,8,519,583,1,0,0,0,0,0,0,0,0,0,0,0,60.669,0,55.0122,0,0,54.2843,21.799,0,0,7.65685,49.3137,0,0,0,9.34524,9.375,20.5,0,0,0,0,0,0,0,0,16.1237,0,7.80247,0,0,20,3.38333,0,0,22.5,1,8.76667,14.5,7.01026,8.10952,18.7917,2,0,0,0,0,0,0,0,0,14.8714,0,11.9118,0,0,11.75,3.63333,0,0,23,11.75,11.0083,12,20.8782,fire-brigade
46,102,80,84,70,59,64,81,85,6,0,41,14,88,24,59,64,72,0,0,68,30,95,42,0,2,16.5,0,4.5,1,10.5,11.5,0,3.5,0,0,4,2,4,2,0,8,10.5,0,0,0,0,17,7.5,0,0,0,47.6569,53.6985,49.3137,24.9706,0,48.4853,0,0,0,0,0,52.6274,0,0,43.4558,50.5269,0,0,46.8284,0,0,27.2132,0,1,2,585,2,9,7,8,579,15,1,0,5,1,3,2,1,4,8,0,0,583,2,8,1,0,0,0,47.6569,53.6985,49.3137,24.9706,0,48.4853,0,0,0,0,0,52.6274,0,0,43.4558,50.5269,0,0,46.8284,0,0,27.2132,0,14.5,13.7814,0,15.4815,11,17.4206,6.25064,0,7.48889,0,0,14.4444,2.5,21.75,8.25,0,15,8.82897,0,0,0,0,13.9118,4.50159,0,9.16667,13.4703,0,16.4815,5.25,5.12698,17.5115,0,6.94444,0,0,10.2222,23,19.125,2.5,0,21.1875,9.88016,0,0,0,0,8.75,21.2413,0,fire-brigade
78,80,38,79,43,105,73,10,97,55,66,13,82,19,83,52,86,0,29,2,51,104,25,51,68,5.5,2,1,0,1,0,8,0,3,0,7,0,2,3.5,0,1,13.5,0,0,0,3.5,2,1,5,7,0,0,0,14.8284,0,0,54.2843,0,41.3137,0,49.4558,9.65685,0,15.0711,0,37.3137,57.0122,0,0,0,11.8995,49.8995,0,0,0,2,2,4,565,620,4,571,2,4,4,1,4,522,2,1,2,10,0,3,4,2,2,3,8,618,0,0,0,14.8284,0,0,54.2843,0,41.3137,0,49.4558,9.65685,0,15.0711,0,37.3137,57.0122,0,0,0,11.8995,49.8995,0,0,0,14.0093,21.3333,20.5,0,0,0,6.3125,0,6.05556,0,21,0,5.25,5.52381,0,11,8.20961,0,0,0,5.55952,3.7037,4.5,18,8.10774,9.59259,11.1667,2,0,0,0,16.8125,0,7.18518,0,14.5,0,15,10.5476,0,10.25,12.3972,0,0,0,5.55952,17.1481,8.25,3.93333,13.8215,fire-brigade
6,69,73,109,47,19,56,78,66,68,89,38,83,51,96,102,18,0,3,0,67,107,62,66,63,1,10.5,0,0.5,1,2,5,0,0,0,16.5,0,7,2,5.5,15.5,2.5,0,0,0,0,15.5,0.5,6,8.5,0,0,0,61.0711,32.4853,0,39.799,0,0,0,60.669,0,0,38.1421,57.6985,59.8406,9.07107,0,0,0,0,86.1838,42,0,74.1838,1,2,570,2,3,2,4,576,594,1,1,2,2,3,5,2,6,0,1,0,3,6,3,1,3,0,0,0,61.0711,32.4853,0,39.799,0,0,0,60.669,0,0,38.1421,57.6985,59.8406,9.07107,0,0,0,0,86.1838,42,0,74.1838,12.5,14.119,0,8.55556,7.5,11,3.35,0,0,0,12.7473,0,9.85714,11.5,9.34141,13.6344,2.73333,0,0,0,0,8.7807,10.8333,13.2,7.90196,23.3333,6.21032,0,13.6667,9.25,10.5,8.7,0,0,0,13.8941,0,18.1429,7.5,21.7646,12.2473,2.73333,0,0,0,0,15.0702,4.66667,5.4,17.098,fire-brigade
2,95,69,82,42,24,48,52,60,15,88,14,40,50,38,89,42,0,61,2,67,69,69,87,14,0,11.5,0,1.5,1,0,0,0,2,0,9.5,0,6,0,4.5,12,8.5,0,12.5,0,0,9.5,0,2,0,0,63.598,48.4853,50.4853,0,10.8284,45.3137,0,0,0,57.3553,0,0,38.8284,20.7279,55.9411,28.0416,0,0,0,49.3137,83.598,48.4853,0,0,1,8,618,2,8,2,10,629,5,3,5,2,4,1,6,4,2,0,6,4,626,6,609,2,2,0,63.598,48.4853,50.4853,0,10.8284,45.3137,0,0,0,57.3553,0,0,38.8284,20.7279,55.9411,28.0416,0,0,0,49.3137,83.598,48.4853,0,0,0,8.92029,0,18.2593,8.83333,0,0,0,8.25,0,16.5836,0,19.9048,0,8.41975,14.248,5.07487,0,7.74635,0,0,8.18519,0,13.1667,0,0,7.94005,0,16.8519,7.83333,0,0,0,8,0,15.4643,0,3.88095,0,15.0802,16.5159,4.75134,0,14.827,0,0,9.97222,0,10.6667,0,fire-brigade
96,111,120,131,107,22,114,118,81,67,64,74,151,80,139,132,100,18,37,4,96,69,120,173,32,6,3.5,0,1,2,2,2,1,1,3.5,8.5,5,13.5,2,4.5,5,14,0,5.5,0,4.5,4.5,0,18,0,0,0,48.4853,27.6569,48.4853,0,0,49.3137,43.3137,39.3137,32.0416,37.799,0,0,54.3848,52.6274,47.598,0,0,0,48.4853,19.3137,49.3137,45.4558,0,25,19,3,4,7,7,631,581,3,1,4,4,38,2,4,5,4,1,1,2,60,2,607,5,2,0,0,48.4853,27.6569,48.4853,0,0,49.3137,43.3137,39.3137,32.0416,37.799,0,0,54.3848,52.6274,47.598,0,0,0,48.4853,19.3137,49.3137,45.4558,0,21.6667,3.04762,0,15.6667,2.375,4,0,9.25,11.75,2.88889,21.0637,3,14.3042,23,3.07407,18.125,8.37946,0,4.12121,0,6.08642,10,0,12.5494,0,12.9167,5.7619,0,10,8,15.6667,0,3.5,9.5,18.5,20.4608,9.03333,11.6432,16,19.1259,17.125,7.0625,0,21.2424,0,1.67901,8.75,0,10.3231,0,fire-brigade
