%1. Title : 
%
%2. Sources : 
%
%
%
@RELATION Imagette

% Global features from the images :
@ATTRIBUTE  Black_Pixel_Global NUMERIC
@ATTRIBUTE  Airs_Global NUMERIC
@ATTRIBUTE  Length_Area_Global NUMERIC
@ATTRIBUTE  Mass_Center_X_Global NUMERIC
@ATTRIBUTE  Mass_Center_Y_Global NUMERIC
@ATTRIBUTE  Hough_Lines_Global NUMERIC
% Features from the images splited in 9 : 
@ATTRIBUTE  Black_Pixel_0 NUMERIC
@ATTRIBUTE  Airs_0 NUMERIC
@ATTRIBUTE  Mass_Center_X_0 NUMERIC
@ATTRIBUTE  Mass_Center_Y_0 NUMERIC
@ATTRIBUTE  Black_Pixel_1 NUMERIC
@ATTRIBUTE  Airs_1 NUMERIC
@ATTRIBUTE  Mass_Center_X_1 NUMERIC
@ATTRIBUTE  Mass_Center_Y_1 NUMERIC
@ATTRIBUTE  Black_Pixel_2 NUMERIC
@ATTRIBUTE  Airs_2 NUMERIC
@ATTRIBUTE  Mass_Center_X_2 NUMERIC
@ATTRIBUTE  Mass_Center_Y_2 NUMERIC
@ATTRIBUTE  Black_Pixel_3 NUMERIC
@ATTRIBUTE  Airs_3 NUMERIC
@ATTRIBUTE  Mass_Center_X_3 NUMERIC
@ATTRIBUTE  Mass_Center_Y_3 NUMERIC
@ATTRIBUTE  Black_Pixel_4 NUMERIC
@ATTRIBUTE  Airs_4 NUMERIC
@ATTRIBUTE  Mass_Center_X_4 NUMERIC
@ATTRIBUTE  Mass_Center_Y_4 NUMERIC
@ATTRIBUTE  Black_Pixel_5 NUMERIC
@ATTRIBUTE  Airs_5 NUMERIC
@ATTRIBUTE  Mass_Center_X_5 NUMERIC
@ATTRIBUTE  Mass_Center_Y_5 NUMERIC
@ATTRIBUTE  Black_Pixel_6 NUMERIC
@ATTRIBUTE  Airs_6 NUMERIC
@ATTRIBUTE  Mass_Center_X_6 NUMERIC
@ATTRIBUTE  Mass_Center_Y_6 NUMERIC
@ATTRIBUTE  Black_Pixel_7 NUMERIC
@ATTRIBUTE  Airs_7 NUMERIC
@ATTRIBUTE  Mass_Center_X_7 NUMERIC
@ATTRIBUTE  Mass_Center_Y_7 NUMERIC
@ATTRIBUTE  Black_Pixel_8 NUMERIC
@ATTRIBUTE  Airs_8 NUMERIC
@ATTRIBUTE  Mass_Center_X_8 NUMERIC
@ATTRIBUTE  Mass_Center_Y_8 NUMERIC
@ATTRIBUTE Class  {accident, bomb, car, casualty, electricity, fire-brigade, fire, flood, gas, injury, paramedics, person, police, road-block}

@DATA
0.103269,0.130424,0.134524,0.575767,0.442375,13,0.0884615,0.00608974,0.435,0.244231,0.0942308,0.164423,0.18261,0.139591,0.117308,0.0301282,0.458889,0.362901,0.0801282,0.0320513,0.486162,0.355594,0.187821,0.363462,0.38073,0.576262,0.122436,0.0535256,0.409645,0.306642,0.105128,0.05,0.490212,0.561512,0.126282,0.0342949,0.462374,0.203882,0.0724359,0.0195513,0.366667,0.685608,casualty
0.100059,0.269665,0.110219,0.466686,0.21653,21,0.068254,0.0185185,0.715113,0.598008,0.110582,0.0296296,0.551916,0.185849,0.124868,0.0526455,0.343175,0.261317,0.115344,0.0878307,0.658689,0.223565,0.173545,0.092328,0.339915,0.670025,0.126984,0.0616402,0.390651,0.409145,0.0952381,0.0256614,0.518036,0.634662,0.121693,0.0269841,0.510997,0.215641,0.0645503,0.0248677,0.314286,0.641442,casualty
0.115091,0.15185,0.130102,0.491715,0.45929,22,0.0925926,0.0245849,0.598553,0.516445,0.102171,0.0223499,0.694274,0.177807,0.106003,0.0226692,0.282978,0.439741,0.238825,0.108876,0.621911,0.645464,0.0925926,0.0102171,0.031746,0.310112,0.167944,0.136654,0.340069,0.678561,0.0951469,0.0657727,0.503914,0.654042,0.171137,0.0418263,0.51314,0.214842,0.0817369,0.0204342,0.480595,0.646042,casualty
0.113667,0.105425,0.102659,0.519032,0.382845,12,0.0505319,0.00132979,0.4375,0.361702,0.140957,0.129876,0.409657,0.25005,0.138298,0.0150709,0.125434,0.167996,0.176418,0.0580674,0.503983,0.348756,0.187943,0.0230496,0.397799,0.744486,0.109929,0.0620567,0.425488,0.278998,0.087766,0.0208333,0.648551,0.707986,0.143617,0.0257092,0.494368,0.213216,0.0531915,0.0367908,0.21344,0.478217,casualty
0.107986,0.0687998,0.130792,0.525983,0.474391,16,0.0527066,0.00106838,0.851852,0.783654,0.0790598,0.0238604,0.361605,0.504038,0.180912,0.0502137,0.669758,0.427716,0.122507,0.0185185,0.82963,0.430769,0.158832,0.156695,0.424647,0.716781,0.0947293,0.0331197,0.315262,0.340715,0.0961538,0.0705128,0.536229,0.684317,0.165242,0.0747863,0.474624,0.231336,0.0405983,0.00890313,0.101852,0.713942,casualty
0.111187,0.500819,0.103527,0.481754,0.430232,16,0.0295597,0.00283019,0.9,0.792453,0.134591,0.0518868,0.533462,0.365038,0.145283,0.0100629,0.282456,0.269513,0.103145,0.0113208,0.591736,0.289623,0.150943,0.0327044,0.468755,0.728628,0.179245,0.0735849,0.395382,0.342412,0.090566,0.0138365,0.533683,0.648816,0.133962,0.0528302,0.538168,0.183908,0.0735849,0.0311321,0.421742,0.627834,casualty
0.110412,0.308858,0.105737,0.507151,0.404905,9,0.12766,0.0542553,0.739181,0.450541,0.151773,0.0319149,0.521084,0.171743,0.087234,0.0106383,0.133086,0.578723,0.137589,0.0921986,0.66373,0.397967,0.123404,0.0262411,0.5882,0.586565,0.0808511,0.0531915,0.13735,0.403205,0.0808511,0.0755319,0.767187,0.371232,0.168794,0.0822695,0.412616,0.28295,0.0652482,0.0205674,0.41,0.684943,casualty
0.116033,0.278761,0.133518,0.457953,0.257442,11,0.100281,0.0210379,0.531017,0.501672,0.110098,0.0168303,0.337903,0.146532,0.115007,0.00385694,0.135945,0.352096,0.164095,0.156381,0.662997,0.558891,0.149369,0.23878,0.522006,0.710095,0.118513,0.0603086,0.159242,0.47054,0.0890603,0.0154278,0.322581,0.340675,0.174614,0.0995792,0.586929,0.207817,0.110098,0.0140252,0.474053,0.625,casualty
0.119513,0.388298,0.120646,0.518379,0.409476,10,0.123227,0.0110816,0.55235,0.456356,0.121454,0.010195,0.628968,0.178825,0.12766,0.0257092,0,0,0.218972,0.150709,0.600962,0.302719,0.200355,0.0509752,0.356579,0.691695,0.129433,0.018617,0.330155,0.463455,0.118794,0.0141844,0.494747,0.525121,0.102837,0.0141844,0.503164,0.111348,0.0602837,0.0434397,0.325646,0.381994,casualty
0.152402,0.427302,0.135282,0.492422,0.501982,8,0.130787,0.0706019,0.648066,0.466667,0.155093,0.0104167,0.542438,0.148663,0.150463,0.068287,0,0,0.199074,0.107639,0.606902,0.483433,0.162037,0.214699,0.297917,0.562268,0.208333,0.100116,0.388534,0.439469,0.127315,0.0503472,0.486892,0.632119,0.228009,0.0451389,0.474137,0.188875,0.100694,0.0173611,0.369697,0.675926,casualty
0.130401,0.318239,0.107438,0.523251,0.245316,8,0.0837743,0.0176367,0.833333,0.535714,0.123457,0.0246914,0.402531,0.212492,0.173721,0.0502646,0.547154,0.368,0.147266,0.0793651,0.699537,0.342312,0.191358,0.201058,0.363074,0.704321,0.179894,0.0842152,0.39435,0.356235,0.114638,0.0414462,0.535819,0.619814,0.141975,0.0458554,0.366239,0.143058,0.0890653,0.0357143,0.352517,0.61453,casualty
0.118372,0.261577,0.0891157,0.573206,0.390038,11,0.107535,0.00353218,0.413462,0.193878,0.142072,0.0816327,0.565365,0.14307,0.153061,0.0690738,0.297953,0.400084,0.135008,0.0255102,0.723087,0.530612,0.161695,0.317896,0.379352,0.705373,0.157771,0.13383,0.416357,0.446203,0.077708,0.021978,0.670858,0.641026,0.151491,0.0286499,0.353886,0.166748,0.0376766,0.0196232,0.211538,0.507143,casualty
0.1294,0.298972,0.153143,0.419453,0.555746,14,0.0888,0.0152,0.695067,0.645911,0.1248,0.0652,0.363117,0.307377,0.1688,0.0172,0.368,0.3444,0.1288,0.1244,0.717257,0.641562,0.104,0.1496,0.286667,0.313333,0.2288,0.0916,0.467817,0.463558,0.1256,0.1728,0.48641,0.551239,0.1952,0.0208,0.437058,0.239137,0.0488,0.0176,0.194872,0.579103,casualty
0.119634,0.38628,0.132067,0.553148,0.332063,17,0.102484,0.117081,0.57672,0.652878,0.124224,0.0208075,0.232022,0.225742,0.148447,0.034472,0.676417,0.654047,0.152795,0.0114907,0.461305,0.148528,0.185714,0.0226708,0.186463,0.373628,0.156522,0.0968944,0.460956,0.420288,0.0521739,0.013354,0.722589,0.788926,0.132298,0.0273292,0.312008,0.248425,0.0732919,0.0807453,0.317829,0.382655,casualty
0.130515,0.368357,0.13739,0.346034,0.32996,11,0.184444,0.0311111,0.403817,0.734801,0.148148,0.00814815,0.19797,0.0809117,0.157037,0.151481,0.207587,0.42183,0.12963,0.0322222,0.673652,0.225478,0.172593,0.012963,0.559197,0.541946,0.146667,0.0374074,0.309444,0.360247,0.0644444,0.0203704,0.686307,0.794187,0.164444,0.0603704,0.631377,0.214605,0.0644444,0.017037,0.294923,0.471264,casualty
0.113569,0.186505,0.115234,0.628774,0.213495,16,0.0971933,0.0192308,0.767465,0.441016,0.120062,0.0135135,0.103698,0.125452,0.134096,0.105249,0.615187,0.563225,0.174636,0.0285863,0.666357,0.491708,0.0961538,0.0304054,0.460688,0.554851,0.162162,0.0306653,0.440646,0.326137,0.10343,0.024948,0.707482,0.356864,0.170998,0.039501,0.397632,0.277234,0.0384615,0.0122141,0.279279,0.707579,casualty
0.108501,0.358305,0.06938,0.425118,0.430079,12,0.10051,0.0229592,0.677038,0.390576,0.107143,0.022449,0.367667,0.0888435,0.0964286,0.0262755,0.290878,0.439291,0.172449,0.118622,0.609813,0.443929,0.139796,0.240561,0.56409,0.727895,0.0923469,0.0966837,0.199749,0.455256,0.0617347,0.0227041,0.670172,0.770404,0.155102,0.0237245,0.556276,0.222401,0.0826531,0.0186224,0.390973,0.606972,casualty
0.110083,0.26216,0.110964,0.565715,0.360002,14,0.0638655,0.00868347,0.739456,0.8007,0.0885154,0.0619048,0.406952,0.368759,0.185994,0.00560224,0.590535,0.459238,0.0666667,0.00980392,0.892143,0.144281,0.208964,0.0890756,0.35302,0.556695,0.138375,0.0386555,0.328254,0.237818,0.0868347,0.0322129,0.550794,0.525348,0.165266,0.0551821,0.472707,0.346311,0.0201681,0.00280112,0.0738095,0.919935,casualty
0.122358,0.69837,0.0579255,0.405873,0.508577,12,0.101902,0.0142663,0.767578,0.464047,0.137908,0.0638587,0.295265,0.179249,0.106658,0.0268342,0.412142,0.467246,0.192935,0.0601223,0.629579,0.44343,0.115489,0.00237772,0.100911,0.4986,0.17663,0.0934103,0.423169,0.545749,0.0482337,0.0108696,0.622855,0.81996,0.182745,0.0461957,0.605428,0.288493,0.0658967,0.0431386,0.159209,0.259058,casualty
0.102241,0.400946,0.104026,0.469267,0.428452,12,0.0732002,0,0.908046,0.429825,0.169994,0.243497,0.444139,0.351516,0.134301,0.0257108,0.451644,0.348447,0.0677556,0.0251059,0.631673,0.543775,0.15971,0.0656382,0.399966,0.452973,0.118572,0.0520266,0.399945,0.45983,0.0671506,0.0260133,0.419389,0.840877,0.115547,0.0293406,0.504943,0.352456,0.0641258,0.0166364,0.325123,0.219846,casualty
0.126469,0.220459,0.12757,0.439554,0.336973,13,0.180294,0.0303983,0.658686,0.404612,0.115304,0,0.404814,0.116445,0.119497,0.0192173,0.38299,0.620046,0.18239,0.0635919,0.526102,0.3108,0.159329,0.0356394,0.585546,0.554297,0.12928,0.0614955,0.424783,0.445653,0.0873515,0.0136268,0.599217,0.668507,0.126485,0.0552061,0.630028,0.232422,0.0992313,0.0307477,0.216931,0.271039,casualty
0.120262,0.36054,0.104123,0.342148,0.391807,15,0.1396,0.0275306,0.582684,0.275058,0.0934372,0.0570078,0.329954,0.109291,0.11624,0.0189099,0.360166,0.447142,0.148498,0.0180756,0.461246,0.369416,0.129032,0.253337,0.300805,0.68305,0.166852,0.0550612,0.45326,0.463394,0.0889878,0.0139043,0.476157,0.698838,0.166296,0.0200222,0.572912,0.202917,0.0628476,0.0419911,0.325101,0.591954,casualty
0.124224,0.274253,0.0858467,0.548561,0.445085,15,0.123315,0.0165094,0.761905,0.464151,0.128706,0.0269542,0.48151,0.250349,0.1031,0.027628,0.439987,0.645141,0.158356,0.0855795,0.687209,0.701624,0.0801887,0.00438005,0.428571,0.306604,0.222372,0.225067,0.472114,0.585245,0.0754717,0.189353,0.769577,0.342907,0.205526,0.0673854,0.47168,0.281544,0.0566038,0.027628,0.213095,0.512908,casualty
0.106769,0.149849,0.122076,0.31893,0.482716,10,0.106182,0.0647273,0.648182,0.636305,0.0727273,0.052,0.295162,0.148987,0.0225455,0,0,0,0.146909,0.0494545,0.235892,0.404053,0.0734545,0.00727273,0,0,0.113455,0.0127273,0.384301,0.852102,0.186909,0.0756364,0.410755,0.507747,0.197818,0.0487273,0.628,0.673326,0.0872727,0.0389091,0.339679,0.5,electricity
0.108537,0.0586444,0.14705,0.327606,0.693357,12,0.0983607,0.009758,0.690476,0.652869,0.069477,0.0163934,0.382303,0.289617,0.00546448,0,0,0,0.136612,0.00819672,0.283309,0.502318,0.0632319,0.00117096,0.285714,0.233607,0.153786,0.0156128,0.440967,0.629352,0.139735,0.298595,0.138448,0.541591,0.20765,0.0460578,0.555378,0.708811,0.107728,0.0952381,0.246032,0.319602,electricity
0.0818146,0.323905,0.112099,0.367144,0.823303,9,0.0785714,0.000357143,0.843333,0.626488,0.0642857,0.0178571,0,0,0.04,0,0,0,0.145714,0.0132143,0.573939,0.768939,0.0735714,0.00535714,0.656,0.75,0.08,0.0025,0.276869,0.79072,0.0528571,0,0.07,0.455357,0.145714,0.0285714,0.640897,0.64786,0.119286,0.104643,0.277667,0.336682,electricity
0.0973944,0.216966,0.0880584,0.275063,0.60337,9,0.0885978,0.00269646,0.363636,0.286017,0.0531587,0.0157935,0.225441,0.173092,0.0046225,0,0,0,0.050077,0.0127119,0.750383,0.158991,0.134823,0.0154083,0.53612,0.436441,0.152542,0.0246533,0.339379,0.208369,0.1302,0.12943,0.323967,0.445497,0.167951,0.0662558,0.393063,0.497044,0.11171,0.0335131,0.395761,0.378056,electricity
0.117754,0.0331406,0.105997,0.483275,0.365754,13,0.0903704,0.0125926,0.600444,0.70925,0.0718519,0.0448148,0.277693,0.197786,0.00518519,0,0,0,0.148889,0.0474074,0.158765,0.341107,0.134815,0.0122222,0.680222,0.60598,0.16963,0.114815,0.345887,0.260629,0.181481,0.0388889,0.778907,0.784114,0.216296,0.133704,0.444102,0.526995,0.0807407,0.0292593,0.328148,0.344536,electricity
0.0966464,0.18712,0.0931763,0.386341,0.799824,10,0.000841751,0,0,0,0.113636,0.0450337,0.511364,0.688566,0.0799663,0.0252525,0.332687,0.218331,0.137205,0.0290404,0.718385,0.367498,0.0799663,0.198232,0.0227273,0.0123457,0.0867003,0.0210438,0.392316,0.822288,0.137205,0.0433502,0.423541,0.613329,0.18771,0.00252525,0.558308,0.663556,0.0681818,0.0664983,0.180021,0.365127,electricity
0.109451,0.313415,0.0916745,0.47748,0.569996,11,0.0425926,0.00231481,0.833333,0.895062,0.125,0.0212963,0.478125,0.506366,0.0759259,0.0037037,0.3579,0.144661,0.123148,0.0592593,0.593948,0.551073,0.127778,0.0902778,0.349844,0.43639,0.0833333,0.0185185,0.137778,0.495885,0.228704,0.293519,0.370869,0.514081,0.143519,0.153704,0.411852,0.461216,0.0518519,0.0652778,0.289719,0.640252,electricity
0.0994444,0.0640556,0.0881975,0.511316,0.743069,7,0.138542,0.009375,0.632812,0.636458,0.0979167,0.0416667,0.441794,0.311174,0.0375,0.0151042,0.125,0.141667,0.0791667,0.0161458,0.550357,0.194905,0.16875,0.0234375,0.567441,0.606111,0.00416667,0,0,0,0.205208,0.00885417,0.486458,0.641582,0.123958,0.136458,0.436553,0.590404,0.059375,0.0119792,0.399306,0.595833,electricity
0.10124,0.0148498,0.116407,0.468618,0.445373,11,0.0220126,0.00786164,0.875,0.886792,0.127358,0.108491,0.486458,0.496114,0.0597484,0.0208333,0.250331,0.0968853,0.190252,0.0208333,0.59892,0.421034,0.0652516,0.00275157,0.405952,0.901617,0.00235849,0,0,0,0.159591,0.165094,0.109012,0.354409,0.21305,0.0876572,0.41741,0.506841,0.0872642,0.0188679,0.421828,0.244218,electricity
0.128876,0.0383979,0.108298,0.389372,0.75389,8,0.0113519,0,0.852941,0.947368,0.137255,0.00515996,0.423529,0.673684,0.0763674,0.0154799,0.161765,0.238304,0.148607,0.0185759,0.611614,0.423189,0.0743034,0.0108359,0.264706,0.267544,0.185759,0.0428277,0.428717,0.703878,0.211558,0.108875,0.427015,0.614847,0.250774,0.0273478,0.593465,0.56212,0.108359,0.0242518,0.240196,0.568713,electricity
0.11203,0.0942606,0.110933,0.297518,0.384224,10,0.113636,0.0194129,0.620455,0.675893,0.0757576,0.0137311,0.160985,0.142361,0,0,0,0,0.131629,0.0336174,0.160763,0.220509,0.109848,0.00710227,0.280303,0.284722,0.121212,0.00331439,0.257932,0.505923,0.133523,0.0108902,0.776515,0.621528,0.226326,0.0724432,0.563418,0.612452,0.105114,0.00710227,0.454545,0.3029,electricity
0.134896,0.167602,0.0961632,0.353092,0.708655,7,0.111111,0.00457516,0.33701,0.363889,0.129412,0.0189542,0.501089,0.223868,0.0156863,0,0,0,0.139869,0.0117647,0.458824,0.348889,0.20915,0.0183007,0.479085,0.46642,0.0326797,0,0.0882353,0.355556,0.27451,0.178431,0.446722,0.610805,0.240523,0.1,0.42509,0.409396,0.115033,0.0562092,0.463801,0.261538,electricity
0.120641,0.0555399,0.107397,0.219885,0.397664,4,0.216931,0.042328,0.417593,0.354762,0.195767,0,0,0,0,0,0,0,0.169312,0.0509259,0.417901,0.218519,0.222222,0.0271164,0.346914,0.227513,0.0952381,0.00859788,0.651455,0.79932,0.12037,0.0787037,0.396233,0.558651,0.175926,0.0740741,0.418752,0.437528,0.121693,0.0238095,0.222222,0.265873,electricity
0.147576,0.00371212,0.171626,0.429841,0.371545,7,0.00852273,0,0,0,0.237216,0.0397727,0.546955,0.420921,0.00852273,0,0,0,0.0738636,0.0511364,0.772569,0.510101,0.129261,0.161932,0.256944,0.0959596,0.306818,0.176847,0.220128,0.209814,0.177557,0.0830966,0.466667,0.375568,0.37358,0.0397727,0.439324,0.513307,0.0482955,0.0113636,0.234848,0.0853994,electricity
0.124587,0.359234,0.101423,0.506496,0.665278,7,0.0887513,0.000515996,0.361842,0.370098,0.125903,0.0263158,0.47831,0.292155,0.0257998,0.00877193,0.245614,0.0597572,0.143447,0.00773994,0.50543,0.42328,0.206398,0.0325077,0.637622,0.568555,0.0196078,0.0402477,0,0,0.20743,0.24097,0.49168,0.718113,0.209494,0.0670795,0.375418,0.500697,0.131063,0.0278638,0.364035,0.345651,electricity
0.0815416,0.0791786,0.0775684,0.49894,0.52486,10,0.101235,0.0188272,0.541711,0.656249,0.0740741,0.0351852,0.487654,0.167334,0.00864198,0.012037,0,0,0.0938272,0.0169753,0.192318,0.174021,0.132716,0.032716,0.767208,0.669694,0.15,0,0,0,0.105556,0.0385802,0.671059,0.557973,0.175309,0.0731481,0.369557,0.668011,0.0746914,0.025,0.44911,0.609568,electricity
0.130317,0.0649321,0.11267,0.286318,0.487845,0,0.161765,0.0588235,0.315826,0.717687,0.0546218,0.00420168,0,0,0,0,0,0,0.193277,0.0441176,0.257298,0.358466,0.201681,0.039916,0.576797,0.490079,0.012605,0,0.72549,0.904762,0.153361,0.0147059,0.444538,0.738776,0.313025,0.0052521,0.468212,0.508735,0.157563,0.0241597,0.392332,0.273185,electricity
0.107493,0.0037962,0.125184,0.271227,0.437538,1,0.173333,0.0419048,0.347695,0.404444,0.00571429,0,0,0,0,0,0,0,0.234286,0.0190476,0.352986,0.686349,0.0704762,0.00190476,0.126984,0.573333,0.047619,0.00857143,0.375283,0.398095,0.0838095,0.0333333,0.710655,0.493508,0.260952,0.0542857,0.441667,0.509,0.146667,0.0419048,0.339212,0.310123,electricity
0.126038,0.0938365,0.154483,0.444943,0.399738,1,0.155294,0.0647059,0,0,0.0847059,0.00470588,0.267157,0.216667,0.00470588,0,0,0,0.256471,0.0329412,0.313725,0.583809,0.162353,0.00235294,0.362745,0.653333,0.0964706,0.0529412,0.578164,0.760424,0.112941,0.00705882,0.439776,0.716191,0.291765,0.104706,0.547712,0.428778,0.0729412,0.00352941,0.205882,0.16,electricity
0.108739,0.103896,0.105199,0.231328,0.369515,0,0.153684,0.0189474,0.134503,0.36,0,0,0,0,0,0,0,0,0.189474,0.101053,0.311612,0.839365,0.157895,0.00421053,0.258981,0.263492,0.00842105,0,0,0,0.0926316,0.0115789,0.74269,0.693333,0.271579,0.217895,0.322767,0.485303,0.157895,0.0557895,0.466316,0.3984,electricity
0.0644215,0.10356,0.0912634,0.477498,0.729585,10,0.0431985,0.00988051,0.781113,0.809715,0.0638787,0.0326287,0.484375,0.424949,0.0294118,0,0,0,0.0202206,0.0011489,0.815104,0.0459002,0.107996,0.142463,0.784647,0.558637,0.0284926,0.00321691,0,0,0.111673,0.0811121,0.578984,0.740301,0.148438,0.319393,0.437286,0.600527,0.0482537,0.0395221,0.377993,0.656271,electricity
0.0682033,0.0663712,0.0935075,0.334117,0.712615,9,0.100538,0.0134409,0.668648,0.543875,0.0327957,0.0147849,0.0666667,0.165323,0,0,0,0,0.110753,0.0172043,0.14413,0.317989,0.0774194,0.00698925,0.615033,0.732764,0.0413978,0,0,0,0.0591398,0.0129032,0.206891,0.890069,0.169892,0.0744624,0.583464,0.798285,0.0639785,0.0693548,0.40919,0.652962,electricity
0.0664771,0.0800284,0.074725,0.522986,0.472987,11,0.0895522,0.0164179,0.524034,0.588473,0.0533049,0.0217484,0.651356,0.0780152,0.0102345,0,0,0,0.084435,0.00234542,0.296372,0.21547,0.0993603,0.0108742,0.445055,0.521866,0,0,0,0,0.0729211,0.0511727,0.643039,0.696916,0.133475,0.488913,0.305476,0.8,0.0605544,0.0334755,0.404856,0.756174,electricity
0.0734694,0.424097,0.0999239,0.429488,0.694485,11,0.0314286,0.00142857,0.905556,0.747619,0.101905,0.194524,0.276061,0.666187,0.0338095,0.0111905,0.235333,0.0863333,0.0390476,0,0,0,0.0961905,0.0916667,0.349675,0.384879,0.077619,0.0171429,0.219662,0.293237,0.157143,0.0345238,0.504718,0.661553,0.119048,0.0609524,0.478207,0.510175,0.0657143,0.0264286,0.403788,0.571753,electricity
0.0675466,0.270109,0.0875311,0.568634,0.5962,14,0.00796253,0,0,0,0.0810304,0.0149883,0.675,0.56653,0.0533958,0.0306792,0.290023,0.171134,0.0491803,0,0,0,0.130211,0.0946136,0.58196,0.663751,0.036534,0.00444965,0.0738095,0.610929,0.0833724,0.0629977,0.394447,0.741079,0.157377,0.481265,0.653573,0.576943,0.0749415,0.0173302,0.411018,0.543172,electricity
0.130834,0.113496,0.128979,0.513605,0.427647,6,0.105903,0.0138889,0.769841,0.678571,0.119792,0.0286458,0.350369,0.274921,0.0711806,0.0078125,0.203704,0.0416667,0.0920139,0.0234375,0.681097,0.195008,0.217014,0.0260417,0.724329,0.570161,0.0625,0.0208333,0.689352,0.856597,0.215278,0.131944,0.381889,0.558671,0.277778,0.241319,0.390469,0.404078,0.0798611,0.0112847,0.222689,0.130777,electricity
0.102703,0.124474,0.116719,0.505325,0.573555,3,0.186486,0.0128378,0.64127,0.499786,0.05,0.0135135,0.127778,0.138138,0,0,0,0,0.133784,0.00540541,0.449259,0.300701,0.193243,0.0182432,0.289815,0.688188,0,0,0,0,0.225676,0.0804054,0.62834,0.485056,0.136486,0.162838,0.337628,0.277398,0.022973,0.0432432,0.816667,0.90991,electricity
0.120766,0.381846,0.085902,0.470942,0.471575,6,0.0626781,0.00213675,0.861111,0.717949,0.149573,0.0434473,0.402981,0.344941,0.0384615,0.00356125,0,0,0.0997151,0.014245,0.37963,0.188889,0.237892,0.0662393,0.521605,0.396011,0.017094,0,0.716049,0.934473,0.122507,0.017094,0.376296,0.748376,0.249288,0.0662393,0.392661,0.499367,0.111111,0.011396,0.354303,0.18728,electricity
0.118644,0.0255179,0.145082,0.489914,0.573224,6,0.0581197,0.0025641,0.766667,0.820513,0.184615,0.0717949,0.449444,0.437179,0.00512821,0,0,0,0.126496,0.017094,0.64505,0.200855,0.244444,0.0333333,0.343492,0.464469,0.323077,0,0,0,0.124786,0.0153846,0.533333,0.713675,0.247863,0.0641026,0.437309,0.467432,0.0888889,0.0222222,0.392963,0.214815,electricity
0.142499,0.104627,0.148476,0.484166,0.472071,4,0.17274,0.0121457,0.674561,0.524392,0.0863698,0.00269906,0.0935673,0.19943,0.00404858,0,0,0,0.276653,0.0661269,0.31332,0.5239,0.190283,0.0519568,0.454581,0.711016,0.112011,0.0958165,0.35614,0.34245,0.217274,0.0188934,0.766732,0.605413,0.225371,0.0182186,0.495746,0.486358,0.0877193,0.0357625,0.397348,0.571479,electricity
0.110982,0.130597,0.104594,0.463537,0.695709,3,0.184669,0.0319396,0.480769,0.382739,0.0197445,0.0156794,0,0,0,0,0,0,0.0638792,0.00813008,0.565476,0.0609756,0.182346,0.0214866,0.415205,0.326487,0.239257,0,0,0,0.228804,0.140534,0.679312,0.486612,0.206736,0.0766551,0.471778,0.491813,0.0987224,0.0191638,0.464584,0.378164,electricity
0.107451,0.0768969,0.0890457,0.520241,0.708258,4,0.167021,0.00691489,0.6725,0.408511,0.0351064,0.00425532,0.143939,0.083011,0,0,0,0,0.0808511,0.012766,0.561447,0.153184,0.197872,0.00319149,0.73743,0.591267,0.369149,0,0,0,0.204255,0.0154255,0.550113,0.772312,0.203191,0.132979,0.448039,0.478674,0.0968085,0.0420213,0.45439,0.438584,electricity
0.101654,0.180668,0.11799,0.355787,0.585545,6,0.152462,0.0265152,0.499209,0.384988,0.00662879,0,0,0,0,0,0,0,0.148674,0.00662879,0.22096,0.387741,0.147727,0.0104167,0.510714,0.622078,0.00284091,0,0,0,0.143939,0.0250947,0.697347,0.433301,0.22822,0.103693,0.55098,0.675158,0.125,0.0113636,0.422149,0.334405,electricity
0.0899423,0.0963861,0.0640557,0.380021,0.469532,9,0.1125,0.0241667,0.568891,0.631721,0.0575,0.0183333,0.219673,0.143799,0,0,0,0,0.1375,0.01,0.16026,0.326254,0.1,0.00375,0.371111,0.590741,0.0025,0,0,0,0.144167,0.0329167,0.725734,0.693664,0.171667,0.0829167,0.414978,0.435298,0.105833,0.0116667,0.440089,0.256807,electricity
0.095764,0.0796307,0.112715,0.352925,0.516263,8,0.10925,0.0311005,0.59814,0.677283,0.0685805,0.0442584,0.43741,0.197438,0,0,0,0,0.119617,0.00917065,0.251298,0.231085,0.118022,0.011563,0.225349,0.549893,0.0295056,0,0,0,0.240829,0.111643,0.598227,0.531368,0.120415,0.0753589,0.382909,0.517042,0.106858,0.0299043,0.443182,0.302746,electricity
0.0784962,0.00543478,0.0965358,0.426187,0.689247,13,0.0598958,0.0078125,0.691667,0.808862,0.0864583,0.0257812,0.461002,0.333282,0.0197917,0.0117188,0,0,0.146875,0.0481771,0.253926,0.388507,0.0645833,0.00677083,0.846825,0.804501,0.0192708,0,0.05,0.859375,0.0682292,0.00390625,0.696465,0.514205,0.155208,0.0533854,0.652915,0.803577,0.0953125,0.0838542,0.19102,0.300442,electricity
0.0792119,0.277727,0.097585,0.515617,0.693028,5,0.075105,0.0244223,0.667411,0.763716,0.0929622,0.0189076,0.482143,0.290588,0.00735294,0.00052521,0.0809524,0.0333333,0.153887,0.0485819,0.2402,0.43263,0.0598739,0.00393908,0.0357143,0.334559,0.0672269,0.00787815,0.220659,0.692637,0.00945378,0.00210084,0,0,0.12605,0.0640756,0.435335,0.770176,0.13708,0.0656513,0.34747,0.472497,electricity
