%1. Title : 
%
%2. Sources : 
%
%
%
@RELATION Imagette

@ATTRIBUTE  Mass_Center_X_1 NUMERIC
@ATTRIBUTE  Mass_Center_X_2 NUMERIC
@ATTRIBUTE  Mass_Center_X_3 NUMERIC
@ATTRIBUTE  Mass_Center_X_4 NUMERIC
@ATTRIBUTE  Mass_Center_X_5 NUMERIC
@ATTRIBUTE  Mass_Center_X_6 NUMERIC
@ATTRIBUTE  Mass_Center_X_7 NUMERIC
@ATTRIBUTE  Mass_Center_X_8 NUMERIC
@ATTRIBUTE  Mass_Center_X_9 NUMERIC
@ATTRIBUTE  Mass_Center_X_10 NUMERIC
@ATTRIBUTE  Mass_Center_X_11 NUMERIC
@ATTRIBUTE  Mass_Center_X_12 NUMERIC
@ATTRIBUTE  Mass_Center_X_13 NUMERIC
@ATTRIBUTE  Mass_Center_X_14 NUMERIC
@ATTRIBUTE  Mass_Center_X_15 NUMERIC
@ATTRIBUTE  Mass_Center_X_16 NUMERIC
@ATTRIBUTE  Mass_Center_X_17 NUMERIC
@ATTRIBUTE  Mass_Center_X_18 NUMERIC
@ATTRIBUTE  Mass_Center_X_19 NUMERIC
@ATTRIBUTE  Mass_Center_X_20 NUMERIC
@ATTRIBUTE  Mass_Center_X_21 NUMERIC
@ATTRIBUTE  Mass_Center_X_22 NUMERIC
@ATTRIBUTE  Mass_Center_X_23 NUMERIC
@ATTRIBUTE  Mass_Center_X_24 NUMERIC
@ATTRIBUTE  Mass_Center_X_25 NUMERIC
@ATTRIBUTE  Mass_Center_Y_1 NUMERIC
@ATTRIBUTE  Mass_Center_Y_2 NUMERIC
@ATTRIBUTE  Mass_Center_Y_3 NUMERIC
@ATTRIBUTE  Mass_Center_Y_4 NUMERIC
@ATTRIBUTE  Mass_Center_Y_5 NUMERIC
@ATTRIBUTE  Mass_Center_Y_6 NUMERIC
@ATTRIBUTE  Mass_Center_Y_7 NUMERIC
@ATTRIBUTE  Mass_Center_Y_8 NUMERIC
@ATTRIBUTE  Mass_Center_Y_9 NUMERIC
@ATTRIBUTE  Mass_Center_Y_10 NUMERIC
@ATTRIBUTE  Mass_Center_Y_11 NUMERIC
@ATTRIBUTE  Mass_Center_Y_12 NUMERIC
@ATTRIBUTE  Mass_Center_Y_13 NUMERIC
@ATTRIBUTE  Mass_Center_Y_14 NUMERIC
@ATTRIBUTE  Mass_Center_Y_15 NUMERIC
@ATTRIBUTE  Mass_Center_Y_16 NUMERIC
@ATTRIBUTE  Mass_Center_Y_17 NUMERIC
@ATTRIBUTE  Mass_Center_Y_18 NUMERIC
@ATTRIBUTE  Mass_Center_Y_19 NUMERIC
@ATTRIBUTE  Mass_Center_Y_20 NUMERIC
@ATTRIBUTE  Mass_Center_Y_21 NUMERIC
@ATTRIBUTE  Mass_Center_Y_22 NUMERIC
@ATTRIBUTE  Mass_Center_Y_23 NUMERIC
@ATTRIBUTE  Mass_Center_Y_24 NUMERIC
@ATTRIBUTE  Mass_Center_Y_25 NUMERIC
@ATTRIBUTE Class  {accident, bomb, car, casualty, electricity, fire-brigade, fire, flood, gas, injury, paramedics, person police, road-block}

@DATA
0,17.0104,22.5,18.8611,8.06723,6.7552,0,0,18.125,10.1538,18,0,23,12.2464,4.66667,0,0,0,0,0,13.2647,13.2531,15.0729,16.6812,9.475,0,15.0208,2,7.94444,16.625,11.9944,0,0,19.9375,6.96154,5.1,0,5.5,12.3424,4.39394,0,0,0,0,0,17.1503,18.4691,16.2292,17.8116,9.14444,casualty
20.4583,0,23.5,14.0525,12.3478,6.25556,0,17.5098,11.25,2.2,23.2222,0,13.6258,10.375,0,0,0,0,0,0,18.5926,4.5641,4.11111,17.3922,11.8862,22.3333,0,2,8.19253,4.74275,2.59259,0,19.7451,11.5,1.75,3.22222,0,16.3253,5.5625,0,0,0,0,0,0,8.47578,19.8205,6.27778,19.098,13.4309,casualty
0,0,18.7576,8.87152,16.2148,7.66228,0,0,20.1282,8.10222,11.7536,2.5,5.87879,22.5,9.64444,0,22,3,8.98413,0,0,7.25,0,0,5.87595,0,0,9.24242,9.35256,12.7667,10.3465,0,0,20.0513,12.1219,14.8703,22,19.0606,22,8.86667,0,1.5,1.5,5.85556,0,0,3.75,0,0,11.7939,casualty
0,0,12.7048,6.21212,9.98485,15.4444,11.9737,0,10.6237,9.84647,9.82,0,17.1282,0,22,19.1,16.8485,6.98638,11.4881,3,0,0,13.169,0,0,0,0,8.33809,20.8788,17.7424,15.5,12.3737,0,9.50538,11.5278,15.6933,0,16.6667,0,15.5,4,8.53788,18.9009,14.7619,13.5,0,0,5.41905,0,0,casualty
0,0,0,22.8667,6.25412,14.5931,5.92375,0,21.6667,16.1448,5.01144,0,0,15.4775,7.73077,0,18.7926,0,0,0,0,0,20.7593,9.78413,0,0,0,0,7.66667,17.5094,16.5292,4.25708,0,22.4167,7.39246,12.0817,0,0,17.6126,6.12821,0,2.76296,0,0,0,0,0,16.2963,9.93333,0,casualty
0,0,0,10.4937,15.5,14.305,3.5,0,18.1022,12.3042,3.5,0,7.97338,20.4389,11.0085,15.2232,6.125,0,7.33333,0,0,21.7293,14.4769,3.5,0,0,0,0,10.1781,2,16.0198,4,0,10.5636,15.4976,3,0,5.32755,19.7889,9.06818,6.5,16.9583,0,22,0,0,17.7108,18.5185,11.8095,0,casualty
0,0,0,22.619,14.8476,10.3021,0,0,20.152,7.04845,0,0,14.0635,17.8435,8.75,19.25,4.66667,0,6.96914,0,0,22.3939,12.0055,12.6296,4.91667,0,0,0,8.90476,21.3873,8.57812,0,0,20.6373,9.86631,0,0,12.3056,20.1029,5.25,9.29762,19.5,0,13.321,0,0,11.697,9.81102,13.713,21.75,casualty
0,0,0,23.5,10.6439,12.3024,1.77778,0,16.6773,9.03902,0,0,15.338,17.1111,4.15079,18.9972,5.18519,0,20.6333,0,0,23.5,11.7593,16.5202,1.9127,0,0,0,5,12.6212,11.3762,1.77778,0,19.0022,9.58962,0,0,15.6863,9.44444,3.13889,9.22778,20.3241,0,3.6,0,0,23,15.5741,12.2821,8.30159,casualty
0,0,0,0,6,13.7308,0,0,0,13.2642,3.33333,0,20.1905,20.3333,0,21.3968,7.92337,0,22.5,3.52778,0,0,20.1,18.8303,1.77778,0,0,0,0,3.11111,17.5,0,0,0,13.1751,2.7619,0,18.7619,20.6667,0,4.29365,17.1236,0,2,19.8889,0,0,7.36667,5.96212,1.77778,casualty
0,10.8333,21.4837,7.77794,11.4903,1.33333,0,0,16.5276,3.66667,0,0,3.26667,20.7273,3.26667,15.8733,0,0,0,7.92778,13.45,4.5,0,9.28715,1.33333,0,13.448,4.02614,10.8819,8.18457,1.33333,0,0,10.662,13.6667,0,0,2.26667,16.8485,4.13333,7.73167,0,0,0,18.3556,20.225,23,0,10.3665,1.33333,casualty
0,0,0,23.2083,12.3437,4.71795,0,0,21.2392,7.71643,0,0,6.5,0,9.30476,21.6667,7.47826,0,20.2281,0,0,0,3.23077,14.0016,0,0,0,0,15,12.3773,4.41026,0,0,20.7686,12.3115,0,0,16,0,8.6119,3.58333,13.6232,0,3.98246,0,0,0,21.4359,17.1585,0,casualty
0,21.6111,0,14.996,8.08333,12.2842,0,0,20,9.94242,3.26274,0,11.1762,0,15.623,4.17255,2.25,0,0,0,0,16.9167,0,0,0,0,21.5754,0,11.2722,10.5833,14.5373,0,0,2.5,10.7491,10.2418,0,9.33492,0,15.9063,3.76078,3.28571,0,0,0,0,6.91667,0,0,0,casualty
0,17.9524,0,17.9799,7.24258,6.33333,0,0,20.4921,9.83026,4.25641,0,0,0,8.47222,0,9.50794,0,9.53846,0,21.4444,14.2354,2,16.9361,2.5,0,7.38095,0,6.0328,13.4876,2.5,0,0,19.873,6.75427,20.2821,0,0,0,9.53299,0,4.69841,0,5.95727,0,20.1111,19.9802,23.5,17.3561,7,casualty
0,0,0,4.90236,15.6458,8.77901,0,0,16.0062,6.64699,0,0,7.72222,0,16.8346,18.8561,4.37879,0,0,0,0,7.27778,0,16.0324,0,0,0,0,17.3754,20.1875,7.31975,0,0,9.13272,13.7326,0,0,7.16667,0,8.13409,6.84091,18.5644,0,0,0,0,11.2778,0,10.2674,0,casualty
0,22.5,0,22,10.7618,2.7619,0,0,21.25,9.14695,0,0,1.99753,0,8.75048,10.8889,0,0,7.03509,0,0,6.77778,0,12.588,0,0,15,0,7,16.7645,2.7619,0,0,19.2917,10.6774,0,0,7.03457,0,11.1733,7.11111,0,0,16.7544,0,0,8.94444,0,10.2127,0,casualty
0,0,0,15.6864,7.5873,5.7971,0,0,20.4907,9.56721,0,0,10.6088,23.5,7.37634,10,3.5,0,3.77778,0,0,11.25,2.5,16.8454,0,0,0,0,6.02851,12.0984,4.62681,0,0,19.2685,9.79293,0,0,14.8211,19,9.12634,1.5,2.25,0,2.22222,0,0,2.5,3.33333,14.5259,0,casualty
0,17.1667,0,18.6333,9.90769,2,0,0,19.3333,3.5,0,0,7.31966,0,8.75758,10.0808,0,0,0,0,0,17.4167,15.8561,9.36054,0,0,20.9744,0,10.3333,8.44341,1.5,0,0,15.4603,4,0,0,12.8948,0,4.06061,15.4949,0,0,0,0,0,7.75,16.6189,16.619,0,casualty
0,22,0,16.4167,14.3232,11.6587,1.66667,0,11.702,8.67216,0,0,10.8524,21.4444,4.87963,11.3958,0,0,0,0,0,16.4833,0,7.58333,0,0,20,0,16,13.5808,6.19134,2.66667,0,12.9596,5.96154,0,0,7.9309,11.4444,4.87963,13.4653,0,0,0,0,0,4.56667,0,6.83333,0,casualty
0,20.6157,0,17.6225,14.5957,3.59259,0,0,11.1735,7.51667,0,0,3.4183,0,0,16.1667,0,0,0,0,0,13.545,0,11.3391,0,0,12.1296,0,11.391,13.892,4.59259,0,0,14.5957,8.03333,0,0,3.03595,0,0,15.5556,0,0,0,0,0,14.7481,0,16.3154,0,casualty
0,12.6288,22.3333,13.2542,21.2667,8.90945,0,0,21.4444,12.9462,0,0,0,0,14.9976,12.6111,12.1197,2,0,0,0,9.71296,0,7.34444,0,0,19.91,9,10.9384,9.93333,12.4203,0,0,2.76768,13.1772,0,0,0,0,14.4563,2.13889,12.1239,23.5,0,0,0,20.9259,0,18.4667,0,casualty
0,18.0039,0,13.4532,15.4074,4.41546,0,0,23,12.1502,0,0,0,0,13.9742,13.3593,3.75758,0,0,0,0,15.1688,0,12.5581,0,0,10.0996,0,8.89563,8.90741,7.95024,0,0,2.5,10.3153,0,0,0,0,12.1237,5.68216,20.1515,0,0,0,0,20.6753,0,17.6817,0,casualty
0,19.5,0,22.25,1.66667,0.75,0,0,0,16.5269,0,0,2.26667,0,14.8615,4.25,6.70652,0,0,0,0,12.7556,1,13.4691,0,0,9.75,0,10.875,14,10.5,0,0,0,13.5178,0,0,2.26667,0,16.6809,4.25,11.7874,0,0,0,0,11.5111,11.25,15.5988,0,casualty
0,15.9514,0,9.66667,0,11.1304,0,0,16.8632,8.56511,3.87778,0,9.83333,0,15.4442,11.3629,4.25245,0,0,0,0,12.7576,0,12.1961,0,0,11.8339,0,1.25,0,11.7504,0,0,11.3923,14.3053,4.51111,0,3.79167,0,15.3438,4.67419,18.9902,0,0,0,0,20.7879,0,20.1225,0,casualty
0,19.6758,0,18.635,15.1667,3.8,0,0,22.0167,12.4555,0,0,2.94949,0,15.4452,1.92593,10.7107,0,4.75,0,0,0,0,13.6429,0,0,13.4762,0,7.68286,10.6667,9.2625,0,0,4.33333,15.6585,0,0,2.76768,0,16.2473,1.92593,10.5343,0,16.75,0,0,0,0,11.5,0,casualty
0,0,0,7.72099,9.5,15.9174,0,0,19.3333,8.644,5.3697,0,7.61481,0,20.4938,7.00363,11.25,0,0,0,0,11.0556,0,0,0,0,0,0,18.5235,10.75,16.3136,0,0,4,10.3649,12.5264,0,7.34815,0,19.4938,7.00363,3.5,0,0,0,0,11.3403,0,0,0,casualty
0,17.6608,0,7.83701,0,8.1562,0,0,20.8333,9.83988,3.13095,0,3.05556,0,12.1187,0,12.8121,0,0,0,0,7.93155,0,21.6667,0,0,18.3408,0,12.0828,0,11.6562,0,0,10.1111,12.3773,12.881,0,4.31482,0,9.9375,0,6.91565,0,0,0,0,5.07738,0,16.6667,0,casualty
0,20.4815,0,7.91358,15.6443,4.75,0,0,21.5,13.9994,4.20022,0,3.16667,0,6.74936,0,0,0,2.13333,0,0,6.41778,0,18.7625,0,0,16.2407,0,6.17901,17.7057,7.02778,0,0,22,9.18173,16.7511,0,8.08333,0,15.9859,0,0,0,12.3333,0,0,6.08444,0,19.2007,0,casualty
0,17.0212,0,16.5028,0,10.0778,0,0,23.5,10.6049,3.5,0,11.3521,0,13.9412,2,15.5574,0,0,0,0,4.88889,0,0,0,0,9.8015,0,11.6832,0,8.11111,0,0,2,15.3642,22,0,4.67863,0,13.2647,2.5,5.0054,0,0,0,0,7.01389,0,0,0,casualty
0,23.5,0,22.237,5.23451,14.3091,2.5,0,23,12.1647,3.32407,0,10.3707,21.8889,11.1083,0,7.75185,0,11.8968,0,0,11.5,2.26667,20.75,0,0,23,0,15.263,13.004,10.0527,4.66667,0,23.5,9.79828,12.6296,0,12.8469,19.7667,8.25,0,4.61481,0,9.25648,0,0,11,21.9333,21,0,casualty
0,14.9439,21.75,5.83618,14.2899,2.26667,0,0,17.0486,3.42063,0,0,15.6667,18.6958,7.12366,10.9651,6.66667,0,8.40476,8.42424,16.1863,0,23.6667,13.9714,3.33333,0,12.4731,5.1875,19.0997,12.26,2.26667,0,0,14.186,10.6905,0,0,5.5,19.575,9.81116,8.28635,16.3333,0,16.6095,21.8485,18.8529,0,23.6667,10.7593,2.5,casualty
0,22.0079,0,13.0847,17.6504,6.29452,0,0,18.147,5.84195,0,0,13.1524,23.6667,10.5851,9.93182,0,0,1.77778,0,0,0,0,12.2662,0,0,15.6302,0,11.3569,16.7857,6.62802,0,0,9.55303,9.20854,0,0,10.7286,21.3333,12.0672,7.43939,0,0,23.2222,0,0,0,0,13.2031,0,casualty
0,18.2657,0,4.08586,10.9744,1.88889,0,0,17.0109,4,0,0,6.91667,21.381,13.1349,5.95556,0,0,0,0,0,6.75,23,10.4122,4.73333,0,10.7101,0,5.91414,15.8056,4.13889,0,0,15.2763,4.83333,0,0,6.91667,18.131,5.60317,14.8778,0,0,0,0,0,5,22.5,12.1751,4.26667,casualty
0,22.5,0,15.0889,19.4645,5.5,0,0,21.4201,6.91827,0,0,7.46818,23.4444,8.16667,11.9444,0,0,8.55291,0,0,15,0,14.9556,0,0,18.05,0,8.91111,10.3514,6.55556,0,0,13.4815,6.89423,0,0,5.29962,19.7778,10.0379,13.2778,0,0,18.7328,0,0,21.6333,0,16.3422,0,casualty
0,13.7551,0,15.9074,10.7941,8.12821,0,22.25,10.5493,6.375,0,0,5.22222,21.75,0,17.1358,4.23333,0,12.9786,0,0,8.4072,21,14.3223,1.55556,0,11.9864,0,5.21164,9.66544,5.05128,0,22.5,11.5323,17.9583,0,0,3.90278,2.33333,0,9.79012,19.7667,0,14.934,0,0,15.1989,21,13.9771,9.77778,casualty
0,14.7722,0,11.5667,9.69167,3.625,0,0,15.0833,11.4437,14.4167,0,15.5556,0,15.6667,2,0,0,10.2444,0,0,7.00311,0,4,0,0,9.57222,0,13.3863,15.6636,12.8333,0,0,10.1667,7.61121,7.4375,0,2.77778,0,12.2013,1.5,0,0,14.8889,0,0,19.1501,0,10,0,casualty
0,22.1667,23.4444,7.06878,20.1282,13.3832,0,0,15.8612,12.658,8.23077,0,10,23.5,8.12963,19.7681,6.93407,0,0,0,0,12.8333,0,0,0,0,17.7222,16.1111,19.709,20.7436,17.1065,0,0,13.8913,13.5628,7.19231,0,4.5,8,5.87963,4.51014,16.8516,0,0,0,0,8.38889,0,0,0,casualty
0,0,0,22.2667,10.8634,9.71905,0,0,19.4633,9.7893,2,0,10.625,21.5,6.4697,0,2,0,0,4,0,21.4444,4,22.2051,3.5,0,0,0,8.73333,15.3798,6.7119,0,0,19.8733,12.4859,23.5,0,12.247,14.625,5.19697,0,2.5,0,0,12.75,0,13.6667,4,21.0897,16.6,casualty
0,19.2917,0,18.654,5.96914,13.1006,2.5,0,0,17.3019,7.02027,0,0,0,21.5,3.95752,18.9879,0,0,0,21.4,8.97407,0,17.4472,0,0,16.25,0,8.18687,20.1173,14.6828,11,0,0,12.1648,15.464,0,0,0,13.7083,4.1634,3.01212,0,0,0,20.9667,14.4148,0,13.0958,0,casualty
0,21.25,0,12.2733,18.5167,7.5873,0,0,20.2148,10.5112,0,0,5.72222,23.4444,7.10145,18.8933,6.39286,0,11.8246,0,0,6.25,0,19.1111,0,0,18.125,0,13.6079,12.95,6.25397,0,0,13.0192,15.4325,0,0,6.57407,12.5556,5.99457,5.41667,18.1154,0,18.7544,0,0,2.5,0,12.9556,0,casualty
0,0,0,10.499,10.5688,9.37936,0,0,19.1273,8.85379,4.48485,0,9.34568,19.2778,5.87273,0,8.15152,0,3.6875,0,15.8346,2.33333,0.75,17.2315,6.55238,0,0,0,6.58476,19.1043,8.65079,0,0,20,5.60761,21.2424,0,5.66049,17.6852,5.11364,0,3.69697,0,6.27083,0,16.2469,11.25,4.75,19.5926,16.0381,casualty
0,23,17.7975,12.0588,13.2193,9.88358,0,0,17.475,9.25811,0,0,13.7825,12.2583,5.2,19.0606,13.119,3.22222,19.7778,0,5.99679,20.5,0.75,18.746,8.49772,0,22,6.34691,13.9964,15.6826,7.6736,0,0,11.9609,11.3066,0,0,6.44156,13.7669,3.5,3.75758,12.4635,20.9444,2.88889,0,21.0593,4,11.5,17.8889,9.49658,casualty
0,0,20,12.3776,6.34751,12.069,3.04762,0,21.9333,7.04012,12.2222,5.75,14.8764,20.0556,10.959,0,0,18.6667,0,6.27778,9.62229,0,4.5,21.8718,10.3285,0,0,2.5,9.63636,15.958,10.4907,2.7619,0,22.7333,8.98107,13.4944,11,10.6901,19.3333,8.75048,0,0,1.66667,0,14.0833,18.5743,0,4.5,20.8526,10.8035,casualty
0,0,14.8333,10.4048,9.70879,12.121,5.15789,0,18.1111,11.4241,2.8,0,16.9565,15.5714,8.34444,0,18.3651,10.1833,4.08333,0,0,23.5,4.60714,0,7.95663,0,0,11.7639,19.7778,21.225,12.772,4.51053,0,9.61111,13.4271,10.8833,0,15.1652,16.8452,6.12778,0,4.5754,14.7,4.5,0,0,16,7.17857,0,14.187,casualty
0,0,8.7746,20.7583,21.375,12.3231,9.34524,21.25,15.9024,9,11.1667,0,16.8918,0,9,0,21.8,0,6,0,0,22.5,5.37681,14.6667,0,0,0,16.4802,18.2167,22.2292,15.0635,8.77381,3,14.8266,6.54444,13,0,19.9069,0,3.04167,0,3,0,22.5,0,0,20,6.49275,6.55556,0,casualty
0,0,0,15.9531,17.25,7.94841,0,0,23.2222,8.55864,0,0,14.4111,0,9.89479,20.5635,5.98772,0,0,0,0,0,0,20.4932,2.16667,0,0,0,10.1247,18.5,8.31746,0,0,2.44444,14.6543,0,0,8.95556,0,9.24664,5.05556,16.5807,0,0,0,0,0,0,18.9961,7.66667,casualty
0,0,0,22,12.9444,0,0,0,0,7.2522,0,0,15.9762,0,0,19.75,2.92593,0,2.25,0,0,18.5,0,0,0,0,0,0,3.6,7.37963,0,0,0,0,14.4991,0,0,3.29762,0,0,8.97727,19.8519,0,9,0,0,20.25,0,0,0,casualty
0,23,0,16.6042,12.85,5.72807,0,0,13.7407,14.1167,0,0,16.5694,0,14.8585,11,7.6627,0,7.0625,0,0,10.8222,16.1819,0,0,0,6.5,0,17.1546,11.3653,6.45395,0,0,4.96296,13.3278,0,0,8.70312,0,11.1147,2.75,17.1111,0,13.6667,0,0,15.9333,14.5043,0,0,casualty
0,23,0,0,5.21429,0,0,0,0,12.8333,0,0,11.6819,0,0,21.5,4,0,0,0,0,18.9895,17.1345,16.544,3.38095,0,21.5,0,0,7.57143,0,0,0,0,11.6667,0,0,10.4726,0,0,8.25,20.0333,0,0,0,0,14.9661,15.3728,14.375,4.2381,casualty
0,21.6167,0,16.046,9.625,6.36905,0,0,20.609,4.66444,0,0,8.08523,17.9495,7.51543,11.9167,0,0,3.18182,0,0,14.6667,0,22.7778,6.91667,0,20.5095,0,18.4421,9.625,10.8458,0,0,19.2318,4.97556,0,0,6.38163,18.8106,6.87654,12.9236,0,0,8.57576,0,0,8.75,0,18.4444,14.95,casualty
0,20.5,0,17.625,19.2667,7,0,0,22.4545,10.8392,1.33333,0,4.41111,0,15.882,15.5802,0,0,0,0,0,9.25,0,6.125,0,0,17.9333,0,12.0202,7,11.0989,0,0,2.54545,15.0546,1.33333,0,10.2259,0,10.7368,1.97531,0,0,0,0,0,11.5,0,13.875,0,casualty
0,11.5,0,8,7.37879,12.9321,0,0,18.4064,5.83626,0,0,10.8063,0,8.37667,18.1667,3.80952,0,12.4484,0,0,11.75,1.5,21.8403,0,0,7.25,0,22.5,5.34343,5.55,0,0,13.6111,13.9181,0,0,11.473,0,9.16078,4,11.7143,0,10.409,0,0,9.5,19,21.0278,0,casualty
0,11,0,17.4722,8,7.53373,0,0,23.6667,10.9204,0,0,7.11661,0,12.3098,22.7037,8.19612,0,8,0,0,11.5,2.54545,18.3722,0,0,8.625,0,14.6806,6.5,8.19147,0,0,12.5,12.5957,0,0,8.99206,0,11.2337,2.62963,15.7295,0,3.16667,0,0,8.5,22.2727,18.6222,0,casualty
0,18.2963,0,20.5089,2.66667,11.5009,0,0,0,13.4975,1.33333,0,16.3667,0,12.3252,12.3333,9.50015,0,4.25,0,0,11.9564,0,20.2381,0,0,21.1852,0,9.26309,14.3333,10.4248,0,0,0,12.8705,1.33333,0,5.96667,0,11.25,1.5,13.022,0,2.33333,0,0,9.12051,0,21.9524,0,casualty
0,17.7333,0,17.0067,0,8.27778,0,0,22.2667,13.0223,3.5,0,19.4884,0,14.0055,13.1111,10.9358,0,0,0,0,0,0,0,0,0,17.2524,0,15.7889,0,17.1111,0,0,2.73333,15.1673,4,0,4.62963,0,11.7322,2.13889,11.3834,0,0,0,0,0,0,0,0,casualty
4.17593,0,22.5,11.0272,9.35281,0,0,23,10.5837,14.591,9.18571,2,17.9048,16.1185,1.33333,0,0,8.5,3.36667,0,11.932,0,17.1951,8.03763,0,8.42593,0,3,11.1265,8.8925,0,0,23,11.0816,7.12745,18.6429,23.5,8.2381,8.99259,1.33333,0,0,2.29167,19.4667,0,12.496,0,11.725,8.11022,0,casualty
5.54167,2.55556,0,21.5185,9.67018,5.76444,0,0,15.0961,3.99608,18.5,18.381,0,21.4917,2.7619,0,0,0,23.3333,0,18.5547,10.9594,0,13.6211,0,21.2604,17.1111,0,3.14815,12.8976,9.95111,0,0,16.6166,3.76078,2.5,8.7619,0,7.11667,3.7619,0,0,0,12.3333,0,5.2556,16.5603,0,15.6963,0,casualty
0,12.25,18.447,8.95523,19.25,10.5449,0,0,0,15.6812,11,22,0,0,19.15,5.60784,0,0,12.2424,0,3.22222,9.92593,0,7.83333,0,0,22,13.8636,15.3915,7.25,10.2532,0,0,0,12.7361,12.25,14.9167,0,0,13,6.2549,0,0,10.7576,0,20.7778,15.5926,0,19.1333,0,casualty
0,0,20.7778,12.1815,7.13492,13.7484,0,0,22.7333,11.8058,12.6667,7.91667,0,0,12.3267,2,0,0,12.1984,0,0,10.6167,0,21.25,0,0,0,5.11111,6.68395,17.4841,8.34641,0,0,22.7333,13.2098,5.83333,6.625,0,0,11.1464,2.5,0,0,10.5369,0,0,21.1,0,15.75,0,casualty
0,0,21.25,16.1913,13,5.37037,0,0,16.1725,8.5,0,0,0,23.0667,8.17535,0,0,0,23.5,2.58889,0,14.6667,0,15.7344,3.5,0,0,16.1042,8.27485,9.5,3.25926,0,0,16.7456,16.6667,0,0,0,16.1333,9.58472,0,0,0,2,3.24444,0,17.8222,0,16.0781,5.8,casualty
0,0,0,2.18519,9.26667,13.7093,0,0,21,11.4113,15,0,0,0,13.2767,0,0,0,0,5.77778,8.34444,3.25926,0,18.1854,3,0,0,0,1.87037,10.1889,7.43818,0,0,22.5,11.2339,4,0,0,0,7.93889,0,0,0,0,15.3889,15.0056,21.7407,0,18.3923,9.5,casualty
15.5765,4.25,0,0,15.0873,15.4167,0,0,0,11.9394,5.82222,0,0,0,17.1267,3.2381,0,0,0,0,0,14.3721,0,0,13.5128,18.8704,10.5,0,0,3.76984,16.1667,0,0,0,16.9886,4.75556,0,0,0,11.49,3.2381,0,0,0,0,0,11.5669,0,0,15.3782,casualty
0,9.7,0,13.8148,11.6515,5.2,0,0,22,12.401,4.25,0,0,23.5,9.89191,0,0,0,0,0,17.8333,10.0185,0,0,0,0,7.18095,0,7.18518,11.0859,15.1583,0,0,22.5,14.8764,7.125,0,0,22,9.52838,0,0,0,0,0,9.63333,18.8935,0,0,0,casualty
16.5,0,0,0,10.0833,0,0,0,11.0677,2.11111,13,0,0,15.4261,0,0,16.619,0,20,0,5.26667,0,15.1282,9.67406,0,5.6,0,0,0,9.125,0,0,0,16.6198,6.22222,21.25,0,0,13.1314,0,0,3.80952,0,18,0,14.7333,0,17.2051,6.8477,0,casualty
0,3.75,17.8222,12.1087,12.6561,8.46429,0,0,17.4643,12.0234,11.9444,6,0,22.5,5.00644,0,0,17.4444,17.5833,0,5.21569,6.88333,22.5556,7.89993,0,0,16.75,2.89444,13.8261,11.9894,12.8393,0,0,18.25,5.82431,15.6111,22.5,0,14.9167,5.54992,0,0,2.66667,2.91667,0,20.1373,11.0333,22.2222,14.1867,0,casualty
0,23,0,18.6868,18.5897,3.64615,0,0,23.6667,10.0557,0,0,13.4092,0,16.6267,11.6111,0,0,3.2381,0,0,10,0,11.3712,0,0,22.5,0,9.53529,15.8237,3.56923,0,0,1.33333,12.6188,0,0,8.67118,0,13.2433,0.888889,0,0,7.7619,0,0,1.5,0,19.6848,0,casualty
0,0,0,15.75,10.8333,3.24242,0,0,0,11.1364,0,0,8.97597,0,15.1157,14.7617,2.5,0,12.553,0,0,22.1333,0,11.5333,0,0,0,0,6.25,14.0833,2.62879,0,0,0,13.3674,0,0,17.2014,0,13.8118,5.39012,16,0,5.00606,0,0,5.73333,0,18.35,0,casualty
0,0,0,21.4286,7.78889,7.06061,0,0,0,14.5356,1.33333,0,13.7356,0,14.6554,12.881,9.29241,0,7.8971,0,0,23.5,3.25,14.5,0,0,0,0,7.9881,13.2889,8.30227,0,0,0,14.0405,1.33333,0,16.216,0,12.2147,2.13095,11.0357,0,11.8814,0,0,10,4,19.5889,0,casualty
0,19.999,0,11.1275,5.75,5.40741,0,0,21.6167,12.4437,2,0,17.7163,0,16.8148,13.0574,10.3779,0,3.75,0,0,20.5185,1.33333,9,0,0,19.2687,0,17.799,3.75,11.1554,0,0,4.31905,15.123,2.5,0,6.93269,0,15.716,2.89339,11.2534,0,19.2857,0,0,19.3287,23.6667,21.5,0,casualty
23,7.6306,23.5,12.7734,14.125,8.875,0,0,23.2222,14.3564,3.43915,0,0,20.0694,14.9384,2.25,14.6327,2.75,4,0,10.25,0,21.6667,4.59167,0,19,10.4489,2,13.1543,4.75,19.4583,0,0,1.77778,13.5056,12.7487,0,0,18.3611,9.33877,2.5,8.87654,20.75,4.75,0,10,0,21.9524,13.9292,0,casualty
0,5.36667,18.2667,12.3792,9.76667,6.23016,0,0,11,10.6754,10.0606,0,0,22,11.0005,0,0,0,0,0,0,0,0,20.5,5.58333,0,20.9167,8.2,17.7417,18.1167,14.5794,0,0,1.5,8.41667,6.69697,0,0,17.5,8.72336,0,0,0,0,0,0,0,0,19.2857,11.0833,casualty
15.125,0,0.888889,7.4359,12.6514,5.45278,0,0,14.0644,5.21212,17,16.2444,0,16.7544,2.26667,0,0,0,5.65476,0,19.3833,0,0,9.5,0,20.9167,0,1.11111,9.19872,12.5763,10.475,0,0,14.337,3.75758,4.5,15.2333,0,8.23684,2.26667,0,0,0,5.67659,0,20.5667,0,0,15.9301,0,casualty
