%1. Title : 
%
%2. Sources : 
%
%
%
@RELATION Imagette

@ATTRIBUTE  Black_Pixel_0 NUMERIC
@ATTRIBUTE  Black_Pixel_1 NUMERIC
@ATTRIBUTE  Black_Pixel_2 NUMERIC
@ATTRIBUTE  Black_Pixel_3 NUMERIC
@ATTRIBUTE  Black_Pixel_4 NUMERIC
@ATTRIBUTE  Black_Pixel_5 NUMERIC
@ATTRIBUTE  Black_Pixel_6 NUMERIC
@ATTRIBUTE  Black_Pixel_7 NUMERIC
@ATTRIBUTE  Black_Pixel_8 NUMERIC
@ATTRIBUTE  Black_Pixel_9 NUMERIC
@ATTRIBUTE  Black_Pixel_10 NUMERIC
@ATTRIBUTE  Black_Pixel_11 NUMERIC
@ATTRIBUTE  Black_Pixel_12 NUMERIC
@ATTRIBUTE  Black_Pixel_13 NUMERIC
@ATTRIBUTE  Black_Pixel_14 NUMERIC
@ATTRIBUTE  Black_Pixel_15 NUMERIC
@ATTRIBUTE  Black_Pixel_16 NUMERIC
@ATTRIBUTE  Black_Pixel_17 NUMERIC
@ATTRIBUTE  Black_Pixel_18 NUMERIC
@ATTRIBUTE  Black_Pixel_19 NUMERIC
@ATTRIBUTE  Black_Pixel_20 NUMERIC
@ATTRIBUTE  Black_Pixel_21 NUMERIC
@ATTRIBUTE  Black_Pixel_22 NUMERIC
@ATTRIBUTE  Black_Pixel_23 NUMERIC
@ATTRIBUTE  Black_Pixel_24 NUMERIC
@ATTRIBUTE  Length_Area_0 NUMERIC
@ATTRIBUTE  Length_Area_1 NUMERIC
@ATTRIBUTE  Length_Area_2 NUMERIC
@ATTRIBUTE  Length_Area_3 NUMERIC
@ATTRIBUTE  Length_Area_4 NUMERIC
@ATTRIBUTE  Length_Area_5 NUMERIC
@ATTRIBUTE  Length_Area_6 NUMERIC
@ATTRIBUTE  Length_Area_7 NUMERIC
@ATTRIBUTE  Length_Area_8 NUMERIC
@ATTRIBUTE  Length_Area_9 NUMERIC
@ATTRIBUTE  Length_Area_10 NUMERIC
@ATTRIBUTE  Length_Area_11 NUMERIC
@ATTRIBUTE  Length_Area_12 NUMERIC
@ATTRIBUTE  Length_Area_13 NUMERIC
@ATTRIBUTE  Length_Area_14 NUMERIC
@ATTRIBUTE  Length_Area_15 NUMERIC
@ATTRIBUTE  Length_Area_16 NUMERIC
@ATTRIBUTE  Length_Area_17 NUMERIC
@ATTRIBUTE  Length_Area_18 NUMERIC
@ATTRIBUTE  Length_Area_19 NUMERIC
@ATTRIBUTE  Length_Area_20 NUMERIC
@ATTRIBUTE  Length_Area_21 NUMERIC
@ATTRIBUTE  Length_Area_22 NUMERIC
@ATTRIBUTE  Length_Area_23 NUMERIC
@ATTRIBUTE  Length_Area_24 NUMERIC
@ATTRIBUTE  Mass_Center_X_0 NUMERIC
@ATTRIBUTE  Mass_Center_Y_0 NUMERIC
@ATTRIBUTE  Mass_Center_X_1 NUMERIC
@ATTRIBUTE  Mass_Center_Y_1 NUMERIC
@ATTRIBUTE  Mass_Center_X_2 NUMERIC
@ATTRIBUTE  Mass_Center_Y_2 NUMERIC
@ATTRIBUTE  Mass_Center_X_3 NUMERIC
@ATTRIBUTE  Mass_Center_Y_3 NUMERIC
@ATTRIBUTE  Mass_Center_X_4 NUMERIC
@ATTRIBUTE  Mass_Center_Y_4 NUMERIC
@ATTRIBUTE  Mass_Center_X_5 NUMERIC
@ATTRIBUTE  Mass_Center_Y_5 NUMERIC
@ATTRIBUTE  Mass_Center_X_6 NUMERIC
@ATTRIBUTE  Mass_Center_Y_6 NUMERIC
@ATTRIBUTE  Mass_Center_X_7 NUMERIC
@ATTRIBUTE  Mass_Center_Y_7 NUMERIC
@ATTRIBUTE  Mass_Center_X_8 NUMERIC
@ATTRIBUTE  Mass_Center_Y_8 NUMERIC
@ATTRIBUTE  Mass_Center_X_9 NUMERIC
@ATTRIBUTE  Mass_Center_Y_9 NUMERIC
@ATTRIBUTE  Mass_Center_X_10 NUMERIC
@ATTRIBUTE  Mass_Center_Y_10 NUMERIC
@ATTRIBUTE  Mass_Center_X_11 NUMERIC
@ATTRIBUTE  Mass_Center_Y_11 NUMERIC
@ATTRIBUTE  Mass_Center_X_12 NUMERIC
@ATTRIBUTE  Mass_Center_Y_12 NUMERIC
@ATTRIBUTE  Mass_Center_X_13 NUMERIC
@ATTRIBUTE  Mass_Center_Y_13 NUMERIC
@ATTRIBUTE  Mass_Center_X_14 NUMERIC
@ATTRIBUTE  Mass_Center_Y_14 NUMERIC
@ATTRIBUTE  Mass_Center_X_15 NUMERIC
@ATTRIBUTE  Mass_Center_Y_15 NUMERIC
@ATTRIBUTE  Mass_Center_X_16 NUMERIC
@ATTRIBUTE  Mass_Center_Y_16 NUMERIC
@ATTRIBUTE  Mass_Center_X_17 NUMERIC
@ATTRIBUTE  Mass_Center_Y_17 NUMERIC
@ATTRIBUTE  Mass_Center_X_18 NUMERIC
@ATTRIBUTE  Mass_Center_Y_18 NUMERIC
@ATTRIBUTE  Mass_Center_X_19 NUMERIC
@ATTRIBUTE  Mass_Center_Y_19 NUMERIC
@ATTRIBUTE  Mass_Center_X_20 NUMERIC
@ATTRIBUTE  Mass_Center_Y_20 NUMERIC
@ATTRIBUTE  Mass_Center_X_21 NUMERIC
@ATTRIBUTE  Mass_Center_Y_21 NUMERIC
@ATTRIBUTE  Mass_Center_X_22 NUMERIC
@ATTRIBUTE  Mass_Center_Y_22 NUMERIC
@ATTRIBUTE  Mass_Center_X_23 NUMERIC
@ATTRIBUTE  Mass_Center_Y_23 NUMERIC
@ATTRIBUTE  Mass_Center_X_24 NUMERIC
@ATTRIBUTE  Mass_Center_Y_24 NUMERIC
@ATTRIBUTE Class  {accident, bomb, car, casualty, electricity, fire-brigade, fire, flood, gas, injury, paramedics, person police, road-block}

@DATA
0,0,0,0,58,0,0,0,79,20.9706,11.2897,10.3528,109,29.4558,7.41975,9.3642,103,0,0,0,114,0,14,23.1667,97,52.6274,13.25,11.375,27,0,22.0833,14.375,204,64.8701,9.41548,7.09405,259,142.368,12.7151,11.5305,103,0,21.9524,19.6667,152,22.7279,4.27588,9.55366,98,55.0122,16.091,19.0744,79,0,0,0,101,56.8701,5.45513,4.37179,112,59.3553,10.32,4.36341,90,53.4558,17.8333,3.25,16,0,0,0,18,9.65685,3,23,0,0,0,0,4,0,0,0,65,46.1838,18.2463,17.95,47,25.799,3.38333,4.60476,80,49.4558,12,3.5,115,70.7696,17.6468,17.4394,car
0,0,0,0,0,0,0,0,157,54.7696,10.7462,10.5861,175,0,10.7651,9.67619,109,68.2843,6.93333,22.3222,129,0,10.4864,13.0111,64,28.7279,16.7167,20.7667,63,54.8701,14.5839,12.3846,63,55.1127,19.1795,12.1218,63,36.1421,6.80952,5.7381,99,54.2843,10.1124,11.3687,78,43.6985,5.46231,5.28769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,16.7279,21.9259,22.6204,81,61.4975,9.9828,10.1919,72,47.6569,0,0,73,0,0,0,79,62.0416,21.4259,13.0185,car
0,0,0,0,0,0,0,0,66,37.9411,7.95648,12.2259,144,0,15,22.5,77,0,2.8125,19.9583,123,111.397,11.7083,17.3681,45,0,0.666667,5.5,18,0,23.5,2,101,62.7696,8.84444,8.31481,46,0,1.5,2.16667,111,66.4264,11.2414,10.8956,48,12.2426,1.77778,1.77778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,33.6985,19.623,18.8968,80,56.2843,4.62821,6.98535,73,0,0,0,68,0,0,0,78,56.5269,16.1431,10.5686,car
0,0,0,0,0,0,0,0,88,59.4975,15.3688,13.2878,152,0,0,0,56,22.3848,15.0849,21.9766,112,0,15.5437,16.1498,86,56.2843,17.317,6.35621,64,30.7279,21.6534,11.7725,84,54.8701,19.0821,11.935,142,90.5269,14.7262,12.2234,149,95.8406,13.4462,12.5527,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9.07107,22.7333,22.7333,84,63.0122,7.7931,12.049,65,0,0,0,74,54.0416,22.1429,5.01429,54,41.1127,5.62778,16.7828,car
0,0,0,0,13,0,22,23.5,49,29.4558,7.1,5.12778,94,0,0,0,31,0,3.5,23,144,12.2426,7.97222,14.5243,87,0,6.88889,11.6111,141,63.8406,13.6522,7.7044,145,53.4558,6.70833,6.16667,102,68.1838,4.01481,8.73704,101,57.1127,9.44306,19.3208,62,53.9411,6.225,13.45,22,13.6569,6,23.5,4,0,0,0,55,0,0,0,6,0,0,0,40,0,0,0,8,0,0,0,0,0,0,0,7,0,0,0,41,30.8701,19.6938,20.244,73,55.0122,8.97318,7.37644,54,40.1421,12,1.75,61,0,0,0,124,76.0416,13.858,2.8642,car
0,0,0,0,16,0,0,0,131,48.1838,15.177,12.3374,90,15.0711,12.998,17.4354,85,0,11.5,17,116,83.2548,3.26042,10.1771,99,33.5563,15.209,8.15562,178,67.3553,4.13047,10.4693,186,139.983,15.218,12.9404,119,23.5563,10.6768,11.1162,70,47.4558,4.96875,13.0417,22,0,0,0,61,0,0,0,91,0,0,0,39,28.1421,7.625,1.5,48,35.3137,7.25,1,0,0,0,0,0,0,0,0,71,50.1421,1.5,9.75,19,11.8995,1.61905,10.881,57,43.9411,17.2325,18.1436,62,47.6985,6.61485,5.87745,16,0,0,0,92,0,0,0,87,59.0122,13.0848,12.9009,car
0,0,0,0,0,0,0,0,105,60.669,12.8251,11.1263,83,71.4975,14.6237,12.1196,111,75.0122,5.94792,18.7552,151,52.9706,3.55556,4.94444,146,61.9411,10.9789,15.9477,66,42.8284,0,0,185,108.184,3.34905,10.3277,147,104.569,6.95679,6.34028,77,55.6985,16.1513,6.79872,9,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,91,61.8406,11.8261,16.8678,81,48.4853,0,0,76,47.6569,0,0,92,60.0416,7.99158,8.08923,car
0,0,0,0,0,0,0,0,117,58.3259,13.4174,14.0526,125,0,3.79167,17.25,62,0,16.6667,19.7778,203,0,20.5167,17.7667,153,62.3259,8.70942,15.9843,118,31.2132,18.1932,5.04957,194,52.3848,3.62346,10.1728,226,67.0122,13.3629,7.76537,174,53.4558,19.2083,14.5,101,56.2843,9.54008,3.66349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,26.3848,21.8718,20.9295,125,65.8406,10.1967,8.45779,93,46.8284,0,0,106,55.5563,22.4815,17.463,17,11.0711,2.26667,22.3333,car
0,0,0,0,0,0,0,0,91,35.6985,8.90675,12.2806,171,155.782,15.9492,15.0041,193,142.326,20.1005,17.3572,194,28.3848,10.5556,19.0185,216,50.9706,9.73333,12.8583,51,0,12.2593,3.74074,111,62.0416,5.82121,7.16667,77,50.5269,12.9563,5.37302,102,62.0416,7.75783,9.47721,102,59.0122,7.18712,4.04509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,11.0711,22.7333,22.3333,104,56.5269,6.35668,15.2544,83,49.3137,0,0,90,0,0,0,89,0,12.2222,13.2778,car
0,0,0,0,0,0,0,0,57,49.1127,16.6677,16.3722,119,39.4558,12.7815,13.563,99,34.1421,15.9,22.95,119,94.669,6.26812,10.7681,102,70.8701,17.0595,7.50719,45,0,0,0,81,61.2132,10.7138,3.99495,125,102.912,9.89931,5.46181,136,54.2843,13.6562,4.625,66,47.8995,11.3333,0.833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,51,38.5269,19.2454,18.6541,77,55.9411,9.875,15.0625,33,0,0,0,98,0,0,0,car
0,0,0,0,0,0,0,0,109,48.5269,15.2061,18.8377,162,51.4558,6.02063,6.23135,103,57.2132,5.88889,14.2,194,0,10.2222,8.08333,189,61.6985,11.9486,17.0112,5,0,0,0,55,41.2132,11.6534,3.98942,66,26.7279,13.6534,6.34193,77,50.9706,22,8.5,29,20.1421,3.43333,3.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,41.3553,18.3767,18.0067,74,50.1421,1,4.75,72,49.3137,0,0,48,33.5563,2.86905,16.3452,car
0,0,0,0,0,0,0,0,118,53.0122,9.30568,10.6086,128,39.6569,6.5,21.5,85,60.5269,13.8431,20.4314,85,67.598,12.2798,20.2455,115,83.598,8.36111,7.64352,6,0,0,0,62,58.0416,8.91538,4.89231,48,29.5563,17.7698,5.23016,69,40.6274,5.85714,2.53571,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,8.66667,9.66667,74,46.8284,0,0,58,0,0,0,74,47.6569,0,0,42,30.7279,7.73016,20.4841,car
0,0,0,0,0,0,0,0,78,44.1838,11.055,17.5293,114,54.6274,10.3155,10.2113,134,27.0711,6.15556,13.7944,125,58.1421,11,20,89,21.3137,8.25,15.4375,35,0,19.619,4.2381,53,28.3848,19.0359,4.46795,75,54.8701,18.141,5.12179,123,58.0416,6.24027,5.88224,117,86.2843,5.27161,5.44444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,78,109.397,8.93333,18.5333,76,46,0,0,77,48.4853,0,0,103,59.0711,14.2222,8.61111,car
0,0,0,0,0,0,0,0,155,60.669,7.22503,5.9986,147,45.4558,13.9302,17.1934,105,45.3137,5,21.5833,135,0,12.1333,19.4667,101,56.5269,18.0486,16.6972,19,0,0,0,49,36.3848,13.8519,3.39815,117,39.5563,15.6516,5.94093,114,50.9706,17.8444,8.32222,64,32.4853,0.5,2.16667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,83,55.2548,13.5879,17.5,81,48.4853,0,0,69,0,0,0,51,34.3848,7.49084,19.2619,car
0,0,0,0,0,0,0,0,76,59.0122,14.5862,15.8736,60,23.2132,8.08915,9.83915,45,0,10,23,66,0,9.37037,13.5185,95,57.598,11.5,17.4069,31,0,15.3333,2.66667,109,53.799,16.9333,6.025,138,56.6274,9.07778,6.51667,164,71.1127,9.37778,6.40556,100,57.4558,5.08333,4.43651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,71,57.1127,12.3741,18.1481,67,48.4853,0,0,71,48.4853,0,0,42,29.2132,4.12222,18.9778,car
0,0,0,0,0,0,0,0,64,46.4264,16.6635,17.623,77,27.2132,9.98472,13.0431,36,0,22.5556,23.2222,53,31.3137,6.25,11.5,80,54.8701,12.9762,10.0238,98,4.82843,2.25,0.75,142,58.8701,11.9519,6.71111,186,95.0122,13.0258,9.0657,130,57.799,12.2333,4.93333,85,35.6569,17.0556,6.38889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,55.3553,16.1111,17.0222,79,51.799,3.5,18,62,0,0,0,31,22.7279,6.36667,22.3333,car
0,0,0,0,0,0,0,0,83,61.4975,11.2674,10.0002,61,18.7279,14.5,22.1833,7,0,1.33333,23.6667,82,0,10.9111,13.4111,133,89.7401,10.8687,6.98034,70,28,2.66667,3.33333,173,108.669,9.75288,9.98593,142,76.7696,17.5524,6.51746,133,54.2843,17.5833,11.75,22,0,2.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,81,56.5269,11.6275,18.5098,75,53.4558,15.2,9.1,71,53.4558,10,16,24,18.4853,3,11.5,car
0,0,0,0,0,0,0,0,93,45.9411,16.5,10.1833,137,58.2843,10.7083,13.7448,153,81.3553,14.4278,20.2528,156,37.799,6.83333,13.5,156,50.6274,14.0958,13.9185,11,0,0,0,57,37.5563,12.463,3.73704,32,0,8.28571,3.25,97,66.8701,11.0889,10.7778,33,0,4.38095,4.52381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13.6569,22.5,23,100,62.1421,1.91667,12.6667,84,0,0,0,67,0,0,0,68,50.8701,12.7422,17.386,car
0,0,0,0,0,0,0,0,97,61.1543,15.3171,15.4117,137,10.4853,4.23148,11.2963,9,4.82843,2,23.5,204,0,8.55556,13.6111,176,91.598,11.5806,16.5235,126,44.7279,10.619,3.45833,178,52.6274,9.33333,6.83333,124,0,3.74603,7.71825,179,73.1127,10.5312,8.30208,63,0,5.16667,5.91667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,125,75.8406,12.8506,14.2347,90,54.2843,8.25,17.25,22,12.8284,0,0,12,0,0,0,car
0,0,0,0,0,0,0,0,97,56.7696,10.4167,12.9583,122,0,8.39048,21.3833,20,7.65685,2.5,23,104,51.4558,11.6833,21.7,112,55.1127,7.97083,11.8854,121,0,1.33333,1.66667,198,93.9411,4.33333,6.09418,123,47.6569,4.33333,4.54167,163,63.799,5.79444,7.68333,129,98.0833,9.40407,4.05792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,29.799,21.4167,19.25,81,50.9706,0,0,88,48.4853,0,0,85,52.6274,0,0,46,28.3848,4.64935,19.7338,car
0,0,0,0,0,0,0,0,131,58.1838,10.4848,6.08222,109,51.8995,8.81429,8.50476,177,30.9706,18.975,18.1917,178,18.7279,10.7,18.0833,152,108.569,10.7847,13.5035,129,0,0,0,14,8.24264,22.7778,3.22222,71,41.799,16.6667,5.11111,88,56.2843,17.6093,9.08704,21,15.8995,2.47619,2.47619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,93,69.0122,7.90844,17.869,69,48.4853,0,0,64,48.4853,0,0,61,40.5269,7.30918,19.001,car
0,0,0,0,0,0,0,0,86,64.5685,12.3893,10.7895,50,0,16,22.9167,26,0,1.66667,11.6667,55,8.24264,16.037,23.0265,2,0,0,0,26,17.6569,11.75,6,169,53.2132,4.23175,8.95873,159,55.799,7.2246,6.97619,171,56.2843,11.951,8.63072,70,27.8995,1.86667,3.86667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,93,62.3259,12.3018,13.6261,62,46.8284,0,0,72,48.4853,0,0,70,47.6569,0,0,car
0,0,0,0,0,0,0,0,79,52.669,15.1263,12.0088,58,0,11.3333,21.5,38,17.8995,5.55556,14.754,65,41.5563,11.213,21.8796,31,14.4853,3.75,21.5,35,0,0,0,149,88.7696,5.02938,6.4984,121,108.811,8.07207,9.08108,168,90.2843,10.1146,14.2917,101,23.0711,5.83333,9.41389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,108,76.669,10.9494,10.5313,68,52.6274,0,0,67,48.4853,0,0,75,56.7696,15.7922,18.3312,car
0,0,0,0,0,0,0,0,87,56.669,14.199,12.1095,47,0,5.5,23,1,0,0,0,109,37.799,9.57083,15.4271,33,0,1.11111,10.7222,86,2,6,2.33333,206,91.8406,9.52654,5.57191,119,46.4853,22.1402,7.32275,141,104.184,19.1399,9.06043,73,19.6569,8.11111,2.05556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,23.6667,23.6667,100,69.4975,9.16667,12.4425,80,52.6274,6.25,10,75,47.6569,0,0,90,65.2132,19.5333,16.1667,car
0,0,0,0,0,0,0,0,84,62.3259,14.3238,13.5015,62,0,6.26667,22.2667,45,0,0,0,120,40.9706,9.69444,14.3889,80,22.8284,10.125,6.875,89,0,1.07407,0.740741,203,101.012,9.89683,8.59048,69,26.4853,0.777778,3.66667,116,63.598,11.1809,9.16239,29,0,1.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,107,74.1838,11.9727,12.9199,77,48.4853,0,0,69,50.9706,10,7.75,77,54.8701,17.2434,19.0717,car
0,0,0,0,3,0,0,0,104,63.2548,15.35,11.8,77,39.799,14.8667,21.6167,84,0,0,0,154,0,0,0,157,32.9706,4.05,11.2,76,0,8,2.99167,228,130.569,11.3852,8.96296,267,52.8701,14.2307,10.678,196,47.6569,4.46667,3.56667,204,75.8406,11.9989,13.7988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6.82843,23.5,23,172,84.8112,12.9476,12.0526,86,50.1421,4,21.5,94,50.9706,18.8333,21.1667,152,83.6985,13.3303,13.3076,car
0,0,0,0,0,0,0,0,161,26.6274,15.5159,9.49776,179,0,9.10417,9.05208,104,58.1838,10.5848,20.2437,125,48.3848,10.1556,13.802,121,104.024,7.73778,10.9178,3,0,0,0,86,38.9706,18.6667,7,102,56.5269,14.2525,3.10784,100,49.799,9,3.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,102,60.5269,5.75657,18.9293,88,50.9706,5.5,11.75,41,0,0,0,61,45.6569,22,23.5,car
0,0,0,0,0,0,0,0,101,31.2132,19.555,15.5721,174,25.2132,8.36444,12.6711,130,0,19.8583,17.6833,244,88.7696,3.83333,6.41975,213,131.296,9.57535,10.8348,63,28.7279,19.2474,4.25661,197,49.3137,12.3556,4.71111,127,28.9706,12.5,4.58333,102,53.2132,9.31019,11.3704,54,31.4558,5.18561,5.12879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,93,48.7696,16.6438,17.9266,91,49.3137,0,0,94,52.6274,18,20.75,9,0,2,23.5,car
0,0,0,0,0,0,0,0,72,54.669,9.31836,9.51533,121,21.8995,8.94444,14.5278,102,57.1127,9.6875,21.4688,139,8.24264,12.8307,18.5688,115,53.2132,9.61944,16.4333,46,0,10.3333,1.66667,103,59.3553,12.2,4.98704,160,70.5269,17.2815,5.99815,111,26.7279,13.6914,5.90124,111,79.1127,12.4107,2.95278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,27.5563,21.4524,20.5238,85,47.6569,0,0,79,49.3137,0,0,76,48.4853,0,0,55,36.7279,11.9444,21.5556,car
0,0,0,0,0,0,0,0,126,45.598,12.7935,13.8472,177,0,4.329,7.31668,173,59.598,8.14296,11.8463,204,79.6985,12.3689,11.9844,155,96.7696,15.1375,12.1168,16,0,0,0,110,55.4558,5.77381,3.86905,132,63.598,13.4925,5.60897,88,52.3848,21.3148,8.62037,22,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9.65685,23,22.5,106,62.0416,3.42222,13.9222,73,0,0,0,81,50.1421,10.5,11.75,24,17.6569,0,0,car
0,0,0,0,3,0,0,0,0,0,0,0,76,0,21,13.5,202,80.0833,10.2454,17.3788,85,44.7696,6.5,7.4351,0,0,0,0,0,0,0,0,7,3.41421,23.6667,23.6667,187,73.1543,13.4789,9.52087,21,0,2.7619,22.2381,0,0,0,0,83,0,7.83333,10,0,0,0,0,125,64.3259,12.7238,11.7352,2,0,0,0,62,0,10.7708,6.75,0,0,0,0,95,0,16,5.5,0,0,0,0,0,0,0,0,72,22.1421,4.16667,14.8333,57,50.9706,0,0,102,50.0416,17.1889,17.6556,0,0,0,0,casualty
0,0,0,0,55,0,0,0,0,0,0,0,166,51.799,10.3639,15.5403,103,42.5269,20.8297,20.4493,88,37.799,3.38889,6.66667,0,0,0,0,0,0,0,0,62,31.2132,21.3556,3.19444,250,64.9117,7.21917,10.6445,75,0,0,0,0,0,0,0,51,26.3848,4.13333,4.33333,0,0,0,0,123,65.4975,16.0222,13.1032,47,22.3848,14.7792,2.67806,94,58.0833,10.6373,15.1265,0,0,0,0,73,0,3.05,6.6,0,0,0,0,0,0,0,0,74,0,8.25,8.625,69,0,0,0,138,0,0,0,0,0,0,0,casualty
0,0,0,0,6,0,23.6667,23.6667,0,0,0,0,157,76.8112,12.6396,9.5698,29,11.0711,12.6333,23.1167,109,60.669,9.62366,12.9048,0,0,0,0,0,0,0,0,10,6.24264,23.2222,1.77778,289,70.669,10.0677,10.7016,17,7.65685,2.5,23,0,0,0,0,105,0,10.5989,13.6551,0,0,0,0,110,129.966,13.359,12.9786,11,6.24264,1.77778,1.77778,78,55.4975,13.0494,8.7486,0,0,0,0,100,0,22.6667,20.3333,0,0,0,0,0,0,0,0,87,51.799,22,4.5,2,0,0,0,93,0,0,0,0,0,0,0,casualty
0,0,0,0,56,36.6274,21.5,16.0952,0,0,0,0,106,50.9706,2.83333,5.91667,68,0,0,0,102,52.6274,8.47222,15.9722,0,0,0,0,0,0,0,0,107,45.3553,19.8854,6.00341,221,61.7401,12.1902,16.3221,90,35.1127,4.94444,3.96338,0,0,0,0,140,15.3137,13.365,3.72534,0,0,0,0,58,70.5685,18.1,17.7833,116,67.9828,12.4118,6.21697,50,38.5269,6.47005,18.5227,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,93,48.4853,0,0,6,0,0,0,76,0,0,0,0,0,0,0,casualty
0,0,0,0,67,45.3553,18.2541,15.5788,0,0,0,0,93,52.6274,10.75,20.525,14,7.65685,22.5,23,145,40.2843,8.95833,17.5,0,0,0,0,0,0,0,0,137,98.0244,14.1279,5.19765,204,61.4975,14.0355,13.3643,49,28.0416,4.25185,5.20741,0,0,0,0,140,0,18.0397,10.877,0,0,0,0,88,55.598,15.0298,16.25,110,58.1838,10.7867,4.29111,82,0,10.1212,15.4091,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,82,51.5563,9.63889,3.47222,37,0,0,0,64,0,3.9,14.5667,0,0,0,0,casualty
16,0,0,0,97,0,10.1479,9.3555,5,0,0,0,160,63.1543,10.7683,17.5283,17,10.4853,22,22.5,135,58.4264,6.2828,8.95185,0,0,0,0,0,0,0,0,45,23.3137,16.3333,2.5,206,86.5685,10.1419,9.7074,23,7.65685,1.88889,12.8611,0,0,0,0,71,13.6569,11.7062,4.63457,25,0,0,0,70,56.3259,15.0564,15.7381,26,17.5563,2.76768,2.76768,75,59.4975,14.3298,8.75273,15,0,2.22222,18.7778,29,0,3.75,19.7143,0,0,0,0,65,47.6569,22.4167,20,2,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,casualty
