%1. Title : 
%
%2. Sources : 
%
%
%
@RELATION Imagette

% Global features from the images :
@ATTRIBUTE  Black_Pixel_Global NUMERIC
@ATTRIBUTE  Airs_Global NUMERIC
@ATTRIBUTE  Harris_Corners_Global NUMERIC
@ATTRIBUTE  Length_Area_Global NUMERIC
@ATTRIBUTE  Mass_Center_X_Global NUMERIC
@ATTRIBUTE  Mass_Center_Y_Global NUMERIC
@ATTRIBUTE  Hough_Lines_Global NUMERIC
@ATTRIBUTE  Rows_Or_Cols_Global NUMERIC
% Features from the images splited in 25 : 
@ATTRIBUTE  Black_Pixel_0 NUMERIC
@ATTRIBUTE  Airs_0 NUMERIC
@ATTRIBUTE  Harris_Corners_0 NUMERIC
@ATTRIBUTE  Length_Area_0 NUMERIC
@ATTRIBUTE  Mass_Center_X_0 NUMERIC
@ATTRIBUTE  Mass_Center_Y_0 NUMERIC
@ATTRIBUTE  Hough_Lines_0 NUMERIC
@ATTRIBUTE  Black_Pixel_1 NUMERIC
@ATTRIBUTE  Airs_1 NUMERIC
@ATTRIBUTE  Harris_Corners_1 NUMERIC
@ATTRIBUTE  Length_Area_1 NUMERIC
@ATTRIBUTE  Mass_Center_X_1 NUMERIC
@ATTRIBUTE  Mass_Center_Y_1 NUMERIC
@ATTRIBUTE  Hough_Lines_1 NUMERIC
@ATTRIBUTE  Black_Pixel_2 NUMERIC
@ATTRIBUTE  Airs_2 NUMERIC
@ATTRIBUTE  Harris_Corners_2 NUMERIC
@ATTRIBUTE  Length_Area_2 NUMERIC
@ATTRIBUTE  Mass_Center_X_2 NUMERIC
@ATTRIBUTE  Mass_Center_Y_2 NUMERIC
@ATTRIBUTE  Hough_Lines_2 NUMERIC
@ATTRIBUTE  Black_Pixel_3 NUMERIC
@ATTRIBUTE  Airs_3 NUMERIC
@ATTRIBUTE  Harris_Corners_3 NUMERIC
@ATTRIBUTE  Length_Area_3 NUMERIC
@ATTRIBUTE  Mass_Center_X_3 NUMERIC
@ATTRIBUTE  Mass_Center_Y_3 NUMERIC
@ATTRIBUTE  Hough_Lines_3 NUMERIC
@ATTRIBUTE  Black_Pixel_4 NUMERIC
@ATTRIBUTE  Airs_4 NUMERIC
@ATTRIBUTE  Harris_Corners_4 NUMERIC
@ATTRIBUTE  Length_Area_4 NUMERIC
@ATTRIBUTE  Mass_Center_X_4 NUMERIC
@ATTRIBUTE  Mass_Center_Y_4 NUMERIC
@ATTRIBUTE  Hough_Lines_4 NUMERIC
@ATTRIBUTE  Black_Pixel_5 NUMERIC
@ATTRIBUTE  Airs_5 NUMERIC
@ATTRIBUTE  Harris_Corners_5 NUMERIC
@ATTRIBUTE  Length_Area_5 NUMERIC
@ATTRIBUTE  Mass_Center_X_5 NUMERIC
@ATTRIBUTE  Mass_Center_Y_5 NUMERIC
@ATTRIBUTE  Hough_Lines_5 NUMERIC
@ATTRIBUTE  Black_Pixel_6 NUMERIC
@ATTRIBUTE  Airs_6 NUMERIC
@ATTRIBUTE  Harris_Corners_6 NUMERIC
@ATTRIBUTE  Length_Area_6 NUMERIC
@ATTRIBUTE  Mass_Center_X_6 NUMERIC
@ATTRIBUTE  Mass_Center_Y_6 NUMERIC
@ATTRIBUTE  Hough_Lines_6 NUMERIC
@ATTRIBUTE  Black_Pixel_7 NUMERIC
@ATTRIBUTE  Airs_7 NUMERIC
@ATTRIBUTE  Harris_Corners_7 NUMERIC
@ATTRIBUTE  Length_Area_7 NUMERIC
@ATTRIBUTE  Mass_Center_X_7 NUMERIC
@ATTRIBUTE  Mass_Center_Y_7 NUMERIC
@ATTRIBUTE  Hough_Lines_7 NUMERIC
@ATTRIBUTE  Black_Pixel_8 NUMERIC
@ATTRIBUTE  Airs_8 NUMERIC
@ATTRIBUTE  Harris_Corners_8 NUMERIC
@ATTRIBUTE  Length_Area_8 NUMERIC
@ATTRIBUTE  Mass_Center_X_8 NUMERIC
@ATTRIBUTE  Mass_Center_Y_8 NUMERIC
@ATTRIBUTE  Hough_Lines_8 NUMERIC
@ATTRIBUTE  Black_Pixel_9 NUMERIC
@ATTRIBUTE  Airs_9 NUMERIC
@ATTRIBUTE  Harris_Corners_9 NUMERIC
@ATTRIBUTE  Length_Area_9 NUMERIC
@ATTRIBUTE  Mass_Center_X_9 NUMERIC
@ATTRIBUTE  Mass_Center_Y_9 NUMERIC
@ATTRIBUTE  Hough_Lines_9 NUMERIC
@ATTRIBUTE  Black_Pixel_10 NUMERIC
@ATTRIBUTE  Airs_10 NUMERIC
@ATTRIBUTE  Harris_Corners_10 NUMERIC
@ATTRIBUTE  Length_Area_10 NUMERIC
@ATTRIBUTE  Mass_Center_X_10 NUMERIC
@ATTRIBUTE  Mass_Center_Y_10 NUMERIC
@ATTRIBUTE  Hough_Lines_10 NUMERIC
@ATTRIBUTE  Black_Pixel_11 NUMERIC
@ATTRIBUTE  Airs_11 NUMERIC
@ATTRIBUTE  Harris_Corners_11 NUMERIC
@ATTRIBUTE  Length_Area_11 NUMERIC
@ATTRIBUTE  Mass_Center_X_11 NUMERIC
@ATTRIBUTE  Mass_Center_Y_11 NUMERIC
@ATTRIBUTE  Hough_Lines_11 NUMERIC
@ATTRIBUTE  Black_Pixel_12 NUMERIC
@ATTRIBUTE  Airs_12 NUMERIC
@ATTRIBUTE  Harris_Corners_12 NUMERIC
@ATTRIBUTE  Length_Area_12 NUMERIC
@ATTRIBUTE  Mass_Center_X_12 NUMERIC
@ATTRIBUTE  Mass_Center_Y_12 NUMERIC
@ATTRIBUTE  Hough_Lines_12 NUMERIC
@ATTRIBUTE  Black_Pixel_13 NUMERIC
@ATTRIBUTE  Airs_13 NUMERIC
@ATTRIBUTE  Harris_Corners_13 NUMERIC
@ATTRIBUTE  Length_Area_13 NUMERIC
@ATTRIBUTE  Mass_Center_X_13 NUMERIC
@ATTRIBUTE  Mass_Center_Y_13 NUMERIC
@ATTRIBUTE  Hough_Lines_13 NUMERIC
@ATTRIBUTE  Black_Pixel_14 NUMERIC
@ATTRIBUTE  Airs_14 NUMERIC
@ATTRIBUTE  Harris_Corners_14 NUMERIC
@ATTRIBUTE  Length_Area_14 NUMERIC
@ATTRIBUTE  Mass_Center_X_14 NUMERIC
@ATTRIBUTE  Mass_Center_Y_14 NUMERIC
@ATTRIBUTE  Hough_Lines_14 NUMERIC
@ATTRIBUTE  Black_Pixel_15 NUMERIC
@ATTRIBUTE  Airs_15 NUMERIC
@ATTRIBUTE  Harris_Corners_15 NUMERIC
@ATTRIBUTE  Length_Area_15 NUMERIC
@ATTRIBUTE  Mass_Center_X_15 NUMERIC
@ATTRIBUTE  Mass_Center_Y_15 NUMERIC
@ATTRIBUTE  Hough_Lines_15 NUMERIC
@ATTRIBUTE  Black_Pixel_16 NUMERIC
@ATTRIBUTE  Airs_16 NUMERIC
@ATTRIBUTE  Harris_Corners_16 NUMERIC
@ATTRIBUTE  Length_Area_16 NUMERIC
@ATTRIBUTE  Mass_Center_X_16 NUMERIC
@ATTRIBUTE  Mass_Center_Y_16 NUMERIC
@ATTRIBUTE  Hough_Lines_16 NUMERIC
@ATTRIBUTE  Black_Pixel_17 NUMERIC
@ATTRIBUTE  Airs_17 NUMERIC
@ATTRIBUTE  Harris_Corners_17 NUMERIC
@ATTRIBUTE  Length_Area_17 NUMERIC
@ATTRIBUTE  Mass_Center_X_17 NUMERIC
@ATTRIBUTE  Mass_Center_Y_17 NUMERIC
@ATTRIBUTE  Hough_Lines_17 NUMERIC
@ATTRIBUTE  Black_Pixel_18 NUMERIC
@ATTRIBUTE  Airs_18 NUMERIC
@ATTRIBUTE  Harris_Corners_18 NUMERIC
@ATTRIBUTE  Length_Area_18 NUMERIC
@ATTRIBUTE  Mass_Center_X_18 NUMERIC
@ATTRIBUTE  Mass_Center_Y_18 NUMERIC
@ATTRIBUTE  Hough_Lines_18 NUMERIC
@ATTRIBUTE  Black_Pixel_19 NUMERIC
@ATTRIBUTE  Airs_19 NUMERIC
@ATTRIBUTE  Harris_Corners_19 NUMERIC
@ATTRIBUTE  Length_Area_19 NUMERIC
@ATTRIBUTE  Mass_Center_X_19 NUMERIC
@ATTRIBUTE  Mass_Center_Y_19 NUMERIC
@ATTRIBUTE  Hough_Lines_19 NUMERIC
@ATTRIBUTE  Black_Pixel_20 NUMERIC
@ATTRIBUTE  Airs_20 NUMERIC
@ATTRIBUTE  Harris_Corners_20 NUMERIC
@ATTRIBUTE  Length_Area_20 NUMERIC
@ATTRIBUTE  Mass_Center_X_20 NUMERIC
@ATTRIBUTE  Mass_Center_Y_20 NUMERIC
@ATTRIBUTE  Hough_Lines_20 NUMERIC
@ATTRIBUTE  Black_Pixel_21 NUMERIC
@ATTRIBUTE  Airs_21 NUMERIC
@ATTRIBUTE  Harris_Corners_21 NUMERIC
@ATTRIBUTE  Length_Area_21 NUMERIC
@ATTRIBUTE  Mass_Center_X_21 NUMERIC
@ATTRIBUTE  Mass_Center_Y_21 NUMERIC
@ATTRIBUTE  Hough_Lines_21 NUMERIC
@ATTRIBUTE  Black_Pixel_22 NUMERIC
@ATTRIBUTE  Airs_22 NUMERIC
@ATTRIBUTE  Harris_Corners_22 NUMERIC
@ATTRIBUTE  Length_Area_22 NUMERIC
@ATTRIBUTE  Mass_Center_X_22 NUMERIC
@ATTRIBUTE  Mass_Center_Y_22 NUMERIC
@ATTRIBUTE  Hough_Lines_22 NUMERIC
@ATTRIBUTE  Black_Pixel_23 NUMERIC
@ATTRIBUTE  Airs_23 NUMERIC
@ATTRIBUTE  Harris_Corners_23 NUMERIC
@ATTRIBUTE  Length_Area_23 NUMERIC
@ATTRIBUTE  Mass_Center_X_23 NUMERIC
@ATTRIBUTE  Mass_Center_Y_23 NUMERIC
@ATTRIBUTE  Hough_Lines_23 NUMERIC
@ATTRIBUTE  Black_Pixel_24 NUMERIC
@ATTRIBUTE  Airs_24 NUMERIC
@ATTRIBUTE  Harris_Corners_24 NUMERIC
@ATTRIBUTE  Length_Area_24 NUMERIC
@ATTRIBUTE  Mass_Center_X_24 NUMERIC
@ATTRIBUTE  Mass_Center_Y_24 NUMERIC
@ATTRIBUTE  Hough_Lines_24 NUMERIC
@ATTRIBUTE Class  {accident, bomb, car, casualty, electricity, fire-brigade, fire, flood, gas, injury, paramedics, person, police, road-block}

@DATA
0.107939,0.0899697,92,0.110119,0.292097,0.535137,16,0,0.101538,0.0146154,14,0.134283,0.685897,0.793333,0,0.104615,0.0607692,2,0,0.496877,0.434017,0,0.0938462,0.0276923,2,0,0.742788,0.8,0,0.272308,0.0507692,14,0,0.454831,0.560062,0,0.224615,0.0469231,11,0.152017,0.335877,0.378307,0,0.0246154,0,16,0,0,0,0,0,0,0,0,0,0,0,0.172308,0.0346154,32,0.175995,0.183929,0.383933,0,0.207692,0.0338462,35,0.199699,0.448455,0.530159,0,0.223077,0.101538,599,0.212108,0.388787,0.480851,0,0.173846,0.00230769,15,0.136721,0.381265,0.769848,0,0.00307692,0,3,0,0,0,0,0.16,0.115385,13,0.122368,0.182749,0.436257,0,0.147692,0.0453846,17,0.146737,0.602509,0.341563,0,0.127692,0.01,14,0.0683936,0.326122,0.795417,0,0.0107692,0,4,0,0,0,0,0.0215385,0,8,0,0,0,0,0.147692,0.0161538,12,0.141742,0.472222,0.192222,0,0.0384615,0.00230769,2,0.0493401,0.0787546,0.849524,0,0,0,0,0,0,0,0,0.26,0,7,0,0,0,0,0.186154,0.0407692,10,0.203378,0.519042,0.330787,0,0.169231,0.0107692,3,0.127728,0.81689,0.520039,0,0.141538,0.0192308,8,0.129983,0.154487,0.412,0,0,0,0,0,0,0,0,gas
0.135678,0.0175832,3,0.158853,0.436228,0.370224,9,1,0.111842,0.0394737,1,0,0,0,0,0.190789,0.0164474,11,0,0.752976,0.288221,0,0.210526,0.0444079,4,0.213851,0.561508,0.380535,0,0.134868,0.0180921,3,0,0.367188,0.822368,0,0.128289,0.00657895,9,0.121614,0.617188,0.118421,0,0.210526,0.0542763,5,0.235594,0.387821,0.491228,0,0.263158,0.0641447,2,0.276682,0.50947,0.243222,0,0.174342,0,6,0,0,0,0,0.151316,0.0115132,8,0.122412,0.78125,0.473684,0,0.118421,0,2,0.0863245,0.09375,0.421053,0,0.233553,0.0230263,258,0,0.334375,0.470175,0,0.273026,0.0657895,14,0,0.421875,0.493056,0,0.0855263,0.0263158,2,0,0.513889,0.146199,0,0,0,0,0,0,0,0,0.174342,0.0148026,5,0.206245,0.632576,0.516746,0,0.0986842,0.0197368,2,0,0.760417,0.333333,0,0.217105,0.161184,3,0,0.755556,0.451462,0,0.0197368,0,8,0,0,0,0,0.157895,0.0345395,3,0.164844,0.410714,0.588972,0,0.0296053,0,1,0,0,0,0,0.220395,0.0394737,293,0,0.171875,0.0526316,0,0.171053,0.0115132,3,0.141755,0.8125,0.385965,0,0.0921053,0.0164474,2,0.050374,0.101852,0.376218,0,0.305921,0.172697,14,0.285863,0.427778,0.632164,0,0.0131579,0,4,0,0,0,0,gas
0.134551,0.223007,7,0.101975,0.398474,0.395587,9,1,0.181818,0.0307487,6,0,0.537335,0.574828,0,0.141711,0.0040107,1,0,0,0,0,0.176471,0.0160428,5,0.164754,0.310784,0.175758,0,0.256684,0.0454545,4,0.245734,0.56676,0.327201,0,0.237968,0.141711,2,0.161837,0.704397,0.437787,0,0.131016,0.00802139,3,0.121262,0.462418,0.222222,0,0.262032,0.109626,15,0.255531,0.395262,0.323118,0,0.331551,0,2,0,0,0,0,0.224599,0.0026738,29,0,0,0,0,0.240642,0.0441176,2,0.098393,0.636905,0.426407,0,0.00534759,0.0106952,4,0,0,0,0,0.251337,0.0561497,29,0,0.342335,0.45854,0,0.203209,0.143048,1,0,0.427336,0.659091,0,0.139037,0,3,0,0,0,0,0.195187,0.0334225,11,0.213158,0.730392,0.568182,0,0.181818,0.0240642,8,0.183686,0.334641,0.520202,0,0.0160428,0,1,0,0,0,0,0.0828877,0.00534759,6,0,0,0,0,0.0454545,0.0120321,3,0,0,0,0,0.128342,0.0534759,4,0,0.117647,0.659091,0,0.0668449,0.0187166,2,0,0.0441176,0.113636,0,0.259358,0.0213904,3,0.250832,0.654684,0.463384,0,0.0106952,0,3,0,0,0,0,0.229947,0.0387701,10,0,0.735294,0.454545,0,0.0026738,0,2,0,0,0,0,gas
0.135146,0.030356,5,0.12647,0.644568,0.509003,7,1,0.203333,0.121667,23,0,0.500284,0.556095,0,0.146667,0.0233333,19,0,0.177778,0.15,0,0.293333,0,3,0,0,0,0,0.143333,0.0183333,13,0.0904738,0.722222,0.141667,0,0.313333,0.0666667,8,0.255141,0.41619,0.300357,0,0.233333,0.02,6,0.21118,0.475648,0.574722,0,0.19,0.105,3,0.193946,0.520741,0.259722,0,0,0,0,0,0,0,0,0.02,0,2,0,0,0,0,0.246667,0.0433333,22,0,0.05,0.225,0,0.226667,0.025,277,0,0.655556,0.666667,0,0.15,0,8,0,0,0,0,0.1,0,2,0,0,0,0,0.106667,0,4,0,0,0,0,0.213333,0.0233333,1,0.214853,0.655556,0.466667,0,0.0933333,0,2,0,0.82963,0.577778,0,0.146667,0.0983333,14,0,0.19188,0.208333,0,0.226667,0.0383333,24,0,0.441975,0.434259,0,0.113333,0.0166667,2,0,0,0,0,0.0733333,0,1,0,0,0,0,0.256667,0.06,6,0.253374,0.342127,0.674688,0,0.02,0,7,0,0,0,0,0.21,0.0233333,279,0.121046,0.15,0.05,0,0.05,0,2,0,0,0,0,0.193333,0.0166667,285,0.130711,0.105556,0.775,0,gas
0.182613,0.0379634,1,0.207045,0.524397,0.422523,8,1,0.294118,0.0651261,7,0,0.383242,0.372738,0,0.210084,0.0105042,7,0.0650642,0.625,0.397059,0,0.0630252,0,5,0.0412959,0.714286,0.0882353,0,0.369748,0.292017,9,0.306584,0.584705,0.318724,0,0.298319,0.0672269,13,0.257422,0.436935,0.426445,0,0.138655,0.0147059,5,0.0720258,0.15,0.367647,0,0.226891,0.0315126,4,0.172662,0.363095,0.264706,0,0.142857,0,3,0,0,0,0,0.277311,0.0294118,2,0,0.636905,0.72549,0,0.0546218,0.0693277,7,0,0.833333,0.862745,0,0.369748,0.10084,8,0.264154,0.362302,0.511111,0,0.289916,0.10084,2,0,0.487245,0.558824,0,0.281513,0.0483193,4,0,0.339683,0.428758,0,0.0546218,0,2,0,0,0,0,0.252101,0.00630252,5,0,0.187925,0.308123,0,0.289916,0.0273109,4,0,0.50768,0.464263,0,0.239496,0.0798319,2,0.125927,0.732143,0.558824,0,0.0420168,0.012605,1,0.0447767,0.190476,0.764706,0,0.0840336,0,2,0,0,0,0,0.256303,0.0651261,7,0,0,0,0,0.184874,0.0210084,5,0.159167,0.272283,0.7637,0,0.285714,0.0504202,2,0,0.678571,0.470588,0,0.00420168,0,2,0,0,0,0,0.327731,0,4,0,0,0,0,0.273109,0.00420168,161,0,0,0,0,gas
0.139263,0.121869,1,0.143691,0.365407,0.316395,8,0,0.25387,0.0371517,12,0.208652,0.196272,0.432598,0,0.0959752,0.00464396,2,0,0.407895,0.323529,0,0.260062,0,8,0,0,0,0,0.204334,0.0433437,6,0.214759,0.282581,0.255602,0,0.281734,0.108359,15,0.23449,0.563052,0.345752,0,0.0123839,0,4,0,0,0,0,0.266254,0.0557276,9,0.245902,0.544072,0.259655,0,0.139319,0,5,0,0,0,0,0.213622,0.0247678,10,0,0.276316,0.411765,0,0.229102,0.0526316,4,0,0.693657,0.551848,0,0.00619195,0,6,0,0,0,0,0.244582,0.0433437,10,0,0.565444,0.599168,0,0.185759,0.00773994,2,0,0.358918,0.24183,0,0.0495356,0.00928793,3,0,0.842105,0.205882,0,0.126935,0.0882353,2,0,0.252632,0.205882,0,0.182663,0.0448916,15,0.106674,0.197368,0.313726,0,0.136223,0.0278638,2,0,0.740184,0.597572,0,0.102167,0.0185759,12,0,0.197767,0.221034,0,0.235294,0.0835913,1,0.0366205,0.446069,0.274147,0,0.0433437,0,3,0,0,0,0,0.235294,0.0433437,10,0.215419,0.628433,0.418585,0,0.229102,0.0944272,6,0.240287,0.579644,0.709306,0,0.0247678,0,5,0.0105703,0.0789474,0.823529,0,0.173375,0.0959752,15,0.176138,0.702729,0.427669,0,0.0650155,0,2,0.0324622,0.145363,0.778711,0,gas
0.129861,0.0631448,10,0.148965,0.316786,0.357383,11,1,0.19697,0.00126263,3,0.254574,0.458333,0.34375,0,0.186869,0.112374,15,0,0.0902778,0.397727,0,0.0277778,0,8,0,0,0,0,0.184343,0.0391414,5,0.183728,0.773663,0.239226,0,0.123737,0.0164141,5,0.0612188,0.476852,0.234848,0,0.199495,0.0176768,6,0,0.152778,0.204545,0,0.19697,0.0416667,314,0,0.319444,0.431818,0,0,0,0,0,0,0,0,0.151515,0.00883838,6,0,0.777778,0.761364,0,0.217172,0.204545,9,0,0.262346,0.191919,0,0.143939,0.0353535,9,0,0.409259,0.407576,0,0.171717,0.0315657,14,0.109304,0.218254,0.451299,0,0.0429293,0,3,0,0,0,0,0,0,0,0,0,0,0,0.209596,0.084596,10,0,0.348765,0.493155,0,0.156566,0.00378788,2,0.180011,0.541667,0.416667,0,0.184343,0.0189394,2,0,0.701389,0.507576,0,0.373737,0,8,0,0,0,0,0.199495,0.0530303,3,0.251436,0.375661,0.412879,0,0.010101,0,1,0,0,0,0,0.199495,0.0214646,8,0.214334,0.267957,0.71258,0,0.164141,0.0277778,10,0.140097,0.700499,0.341725,0,0.179293,0.00252525,29,0.171385,0.486111,0.75,0,0.14899,0.128788,9,0.132419,0.663194,0.234375,0,0.169192,0.0391414,6,0.175136,0.44425,0.671691,0,gas
0.144195,0.0633193,1,0.126062,0.378939,0.298457,5,1,0.213622,0.0325077,317,0,0.326182,0.280083,0,0.0185759,0,4,0,0,0,0,0.00309598,0,2,0,0,0,0,0.278638,0.272446,6,0.220163,0.72605,0.184962,0,0.201238,0,8,0,0,0,0,0.22291,0.0154799,4,0.100042,0.176471,0.736842,0,0.232198,0.0278638,272,0,0.370098,0.302632,0,0.173375,0,5,0,0,0,0,0.235294,0.00309598,18,0,0.661765,0.131579,0,0.170279,0.0743034,5,0,0.397059,0.171053,0,0.0371517,0.00619195,6,0,0.0882353,0.105263,0,0.23839,0.0170279,236,0,0.284314,0.583333,0,0.244582,0.0154799,8,0,0.404412,0.289474,0,0.247678,0,3,0,0,0,0,0.219814,0.0185759,1,0.240934,0.595938,0.737845,0,0.136223,0.00464396,3,0,0.676471,0.649123,0,0.0185759,0,2,0,0,0,0,0.133127,0,2,0,0.172549,0.438596,0,0.247678,0.159443,3,0,0.485423,0.415905,0,0.0743034,0.0170279,3,0,0,0,0,0.26935,0.0495356,7,0.242495,0.33268,0.588304,0,0.0619195,0,4,0.0440949,0,0,0,0.281734,0.0247678,255,0.240214,0.324619,0.489,0,0.291022,0.0619195,9,0.2958,0.322975,0.478004,0,0.20743,0.0123839,6,0.18717,0.626144,0.764328,0,gas
0.125951,0.0097962,3,0.127141,0.542538,0.416038,11,1,0.225,0.0409091,9,0,0.420292,0.446039,0,0.231818,0.0238636,2,0.265318,0.451358,0.393659,0,0.347727,0,5,0,0,0,0,0.222727,0.0227273,16,0.209008,0.427651,0.648957,0,0.213636,0.0340909,8,0.205743,0.230556,0.517677,0,0.331818,0,12,0,0,0,0,0.240909,0.0386364,6,0.229735,0.559276,0.245989,0,0.140909,0.0159091,8,0,0.7875,0.727273,0,0.231818,0.186364,9,0.0480503,0.260417,0.182765,0,0.0613636,0,9,0,0.075,0.272727,0,0.106818,0,6,0,0,0,0,0.222727,0.0625,375,0.21615,0.45,0.544192,0,0.0409091,0,1,0,0,0,0,0.115909,0.0375,4,0.118115,0.725,0.515152,0,0.120455,0.00113636,3,0.102486,0.8375,0.340909,0,0.0431818,0,5,0.0552584,0.0875,0.765152,0,0.154545,0,4,0,0,0,0,0.156818,0.0954545,5,0.101816,0.213333,0.515152,0,0.177273,0.0318182,7,0,0.583333,0.276171,0,0.0454545,0.0170455,19,0,0,0,0,0.186364,0.0352273,386,0.196357,0.452381,0.386147,0,0.286364,0.0272727,4,0.319442,0.55625,0.602399,0,0.0454545,0,3,0.0206161,0.125,0.818182,0,0.184091,0.0375,6,0.181117,0.643849,0.460678,0,0.0590909,0.00909091,6,0.0329211,0.180952,0.829004,0,gas
0.115831,0.0800525,2,0.101466,0.408612,0.482064,14,1,0.0218182,0,2,0,0,0,0,0.127273,0.0672727,4,0.0885427,0.779107,0.480702,0,0.16,0.111818,2,0,0.553429,0.67003,0,0.150909,0.0672727,2,0.147736,0.361932,0.2175,0,0.192727,0.04,2,0,0.53921,0.589933,0,0.0490909,0.0227273,4,0.0301025,0.0853994,0.0751515,0,0.230909,0.0363636,5,0.214461,0.639,0.405079,0,0.254545,0.0554545,3,0.229907,0.433333,0.792849,0,0.247273,0.0390909,2,0.220248,0.629285,0.482222,0,0.00363636,0,2,0,0,0,0,0.127273,0.0236364,6,0,0.698781,0.726014,0,0.112727,0.0245455,6,0.0594518,0.242687,0.200231,0,0.0727273,0.00636364,2,0.059785,0.156177,0.844872,0,0.0909091,0.0109091,3,0.0485962,0.443182,0.24,0,0.12,0.11,4,0.168129,0.15282,0.494226,0,0.06,0.0509091,22,0.0687085,0.220298,0.186138,0,0.0981818,0.0590909,5,0.0951915,0.281818,0.221333,0,0.0272727,0,5,0,0,0,0,0.1,0.02,8,0.105324,0.648148,0.68,0,0.0163636,0,8,0,0,0,0,0.161818,0.0327273,23,0.15137,0.5579,0.25,0,0.189091,0.0518182,7,0.155674,0.445382,0.695016,0,0.112727,0.0136364,4,0.103841,0.67316,0.148571,0,0.270909,0.0354545,5,0.282036,0.454567,0.464926,0,0.0818182,0.0127273,9,0.0612912,0.15404,0.834444,0,gas
0.146187,0.125264,7,0.130782,0.337272,0.258249,9,1,0.143275,0.0336257,11,0,0.279251,0.589314,0,0.239766,0.0423977,321,0.277018,0.354497,0.392231,0,0.146199,0.0511696,6,0.149452,0.575397,0.184211,0,0.289474,0.0175439,12,0.283683,0.463546,0.383689,0,0.245614,0.0935673,6,0.212427,0.696502,0.56384,0,0.0614035,0,4,0.0299492,0.0833333,0.684211,0,0.263158,0.0307018,7,0.246359,0.619769,0.44771,0,0,0,0,0,0,0,0,0.21345,0.0321637,299,0,0,0,0,0.210526,0.0146199,6,0.110022,0.722222,0.650376,0,0.140351,0.204678,4,0.0299492,0.444444,0.45614,0,0.192982,0.0307018,6,0.0995369,0.208333,0.327851,0,0.292398,0.133041,3,0,0.438272,0.249513,0,0,0,0,0,0,0,0,0.201754,0.0160819,2,0,0.394444,0.780702,0,0.216374,0.0204678,3,0.214281,0.513889,0.660088,0,0.154971,0.0716374,3,0,0.614197,0.331384,0,0.116959,0,2,0,0,0,0,0.0906433,0.00877193,4,0.0199662,0.0987654,0.818713,0,0,0,0,0,0,0,0,0.0847953,0.0160819,1,0.051836,0.090535,0.37037,0,0.22807,0.00730994,12,0.214756,0.319444,0.710526,0,0.00292398,0,2,0,0,0,0,0.251462,0.0701754,10,0.212247,0.498071,0.368421,0,0.102339,0,10,0.0767285,0.175926,0.820175,0,gas
0.0899735,0.00550258,52,0.112416,0.359568,0.120994,22,1,0.137363,0.0434066,54,0.163055,0.524082,0.492073,0,0.0373626,0.00769231,20,0,0.105128,0.106667,0,0.0197802,0,905,0,0,0,0,0.0637363,0.0197802,9,0,0.744444,0.103651,0,0.128571,0.18022,14,0.119417,0.125,0.385714,1,0.0802198,0,865,0,0,0,0,0.146154,0.0505495,873,0.0371741,0,0,0,0,0,0,0,0,0,0,0.210989,0,11,0,0,0,0,0.249451,0.324176,795,0.162989,0,0,0,0.0417582,0,887,0,0,0,0,0.159341,0.0148352,857,0,0,0,0,0.158242,0.0313187,7,0.214248,0.55415,0.44911,0,0,0,0,0,0,0,0,0.123077,0.00164835,859,0.125242,0,0,0,0.182418,0.00604396,705,0.152096,0,0,0,0.134066,0,40,0,0,0,0,0.164835,0.00934066,771,0.151641,0,0,1,0.0901099,0.0137363,6,0.0640486,0.72957,0.371707,0,0.0318681,0.00274725,5,0.0179272,0.0576923,0.428571,0,0.17033,0.0434066,9,0.174937,0.44527,0.628539,0,0.0373626,0.0230769,5,0,0.288462,0.914286,0,0.0516484,0,7,0,0,0,1,0.0758242,0.00659341,869,0,0,0,0,0.16044,0.032967,10,0.1691,0.442308,0.265238,0,gas
0.102929,0.0646781,4,0.110691,0.547444,0.393904,25,1,0.114316,0.0272436,1,0.134869,0.583425,0.607407,0,0.16453,0.0646368,4,0.195229,0.367706,0.451938,0,0.0309829,0.00213675,10,0.0152924,0.807692,0.0833333,0,0.145299,0.017094,5,0.141905,0.557554,0.375968,0,0.0395299,0,4,0,0,0,0,0.143162,0.00320513,857,0,0,0,1,0.149573,0.0133547,858,0.144746,0.355769,0.256944,1,0,0,0,0,0,0,0,0.00534188,0,4,0,0,0,0,0.149573,0.0042735,837,0,0,0,0,0.174145,0.0149573,62,0.160995,0.413462,0.770172,0,0.179487,0.0122863,818,0.162323,0.376603,0.409722,1,0.0587607,0.0149573,9,0.0454646,0.195055,0.881944,0,0,0,0,0,0,0,0,0.150641,0.0160256,820,0.137799,0.450321,0.0486111,1,0.0235043,0.0112179,8,0,0,0,0,0.206197,0.205662,2,0.156874,0.454594,0.659336,0,0.132479,0.0213675,9,0.120192,0.130128,0.855423,0,0.144231,0.0320513,3,0.158847,0.587607,0.354456,0,0.0940171,0.0219017,7,0.0864252,0.291446,0.770505,0,0.176282,0.0459402,27,0.176667,0.370248,0.70542,0,0.0641026,0,5,0,0,0,0,0.099359,0.0229701,8,0.0906862,0.707111,0.199367,0,0.082265,0.00320513,11,0.0457254,0.0544872,0.268519,0,0.117521,0.0112179,11,0.115107,0.759314,0.150443,0,gas
