%1. Title : 
%
%2. Sources : 
%
%
%
@RELATION Imagette

@ATTRIBUTE  Black_Pixel_0 NUMERIC
@ATTRIBUTE  Black_Pixel_1 NUMERIC
@ATTRIBUTE  Black_Pixel_2 NUMERIC
@ATTRIBUTE  Black_Pixel_3 NUMERIC
@ATTRIBUTE  Black_Pixel_4 NUMERIC
@ATTRIBUTE  Black_Pixel_5 NUMERIC
@ATTRIBUTE  Black_Pixel_6 NUMERIC
@ATTRIBUTE  Black_Pixel_7 NUMERIC
@ATTRIBUTE  Black_Pixel_8 NUMERIC
@ATTRIBUTE  Black_Pixel_9 NUMERIC
@ATTRIBUTE  Black_Pixel_10 NUMERIC
@ATTRIBUTE  Black_Pixel_11 NUMERIC
@ATTRIBUTE  Black_Pixel_12 NUMERIC
@ATTRIBUTE  Black_Pixel_13 NUMERIC
@ATTRIBUTE  Black_Pixel_14 NUMERIC
@ATTRIBUTE  Black_Pixel_15 NUMERIC
@ATTRIBUTE  Black_Pixel_16 NUMERIC
@ATTRIBUTE  Black_Pixel_17 NUMERIC
@ATTRIBUTE  Black_Pixel_18 NUMERIC
@ATTRIBUTE  Black_Pixel_19 NUMERIC
@ATTRIBUTE  Black_Pixel_20 NUMERIC
@ATTRIBUTE  Black_Pixel_21 NUMERIC
@ATTRIBUTE  Black_Pixel_22 NUMERIC
@ATTRIBUTE  Black_Pixel_23 NUMERIC
@ATTRIBUTE  Black_Pixel_24 NUMERIC
@ATTRIBUTE  Airs_0 NUMERIC
@ATTRIBUTE  Airs_1 NUMERIC
@ATTRIBUTE  Airs_2 NUMERIC
@ATTRIBUTE  Airs_3 NUMERIC
@ATTRIBUTE  Airs_4 NUMERIC
@ATTRIBUTE  Airs_5 NUMERIC
@ATTRIBUTE  Airs_6 NUMERIC
@ATTRIBUTE  Airs_7 NUMERIC
@ATTRIBUTE  Airs_8 NUMERIC
@ATTRIBUTE  Airs_9 NUMERIC
@ATTRIBUTE  Airs_10 NUMERIC
@ATTRIBUTE  Airs_11 NUMERIC
@ATTRIBUTE  Airs_12 NUMERIC
@ATTRIBUTE  Airs_13 NUMERIC
@ATTRIBUTE  Airs_14 NUMERIC
@ATTRIBUTE  Airs_15 NUMERIC
@ATTRIBUTE  Airs_16 NUMERIC
@ATTRIBUTE  Airs_17 NUMERIC
@ATTRIBUTE  Airs_18 NUMERIC
@ATTRIBUTE  Airs_19 NUMERIC
@ATTRIBUTE  Airs_20 NUMERIC
@ATTRIBUTE  Airs_21 NUMERIC
@ATTRIBUTE  Airs_22 NUMERIC
@ATTRIBUTE  Airs_23 NUMERIC
@ATTRIBUTE  Airs_24 NUMERIC
@ATTRIBUTE  Contours_size_0 NUMERIC
@ATTRIBUTE  Contours_size_1 NUMERIC
@ATTRIBUTE  Contours_size_2 NUMERIC
@ATTRIBUTE  Contours_size_3 NUMERIC
@ATTRIBUTE  Contours_size_4 NUMERIC
@ATTRIBUTE  Contours_size_5 NUMERIC
@ATTRIBUTE  Contours_size_6 NUMERIC
@ATTRIBUTE  Contours_size_7 NUMERIC
@ATTRIBUTE  Contours_size_8 NUMERIC
@ATTRIBUTE  Contours_size_9 NUMERIC
@ATTRIBUTE  Contours_size_10 NUMERIC
@ATTRIBUTE  Contours_size_11 NUMERIC
@ATTRIBUTE  Contours_size_12 NUMERIC
@ATTRIBUTE  Contours_size_13 NUMERIC
@ATTRIBUTE  Contours_size_14 NUMERIC
@ATTRIBUTE  Contours_size_15 NUMERIC
@ATTRIBUTE  Contours_size_16 NUMERIC
@ATTRIBUTE  Contours_size_17 NUMERIC
@ATTRIBUTE  Contours_size_18 NUMERIC
@ATTRIBUTE  Contours_size_19 NUMERIC
@ATTRIBUTE  Contours_size_20 NUMERIC
@ATTRIBUTE  Contours_size_21 NUMERIC
@ATTRIBUTE  Contours_size_22 NUMERIC
@ATTRIBUTE  Contours_size_23 NUMERIC
@ATTRIBUTE  Contours_size_24 NUMERIC
@ATTRIBUTE  Harris_Corners_0 NUMERIC
@ATTRIBUTE  Harris_Corners_1 NUMERIC
@ATTRIBUTE  Harris_Corners_2 NUMERIC
@ATTRIBUTE  Harris_Corners_3 NUMERIC
@ATTRIBUTE  Harris_Corners_4 NUMERIC
@ATTRIBUTE  Harris_Corners_5 NUMERIC
@ATTRIBUTE  Harris_Corners_6 NUMERIC
@ATTRIBUTE  Harris_Corners_7 NUMERIC
@ATTRIBUTE  Harris_Corners_8 NUMERIC
@ATTRIBUTE  Harris_Corners_9 NUMERIC
@ATTRIBUTE  Harris_Corners_10 NUMERIC
@ATTRIBUTE  Harris_Corners_11 NUMERIC
@ATTRIBUTE  Harris_Corners_12 NUMERIC
@ATTRIBUTE  Harris_Corners_13 NUMERIC
@ATTRIBUTE  Harris_Corners_14 NUMERIC
@ATTRIBUTE  Harris_Corners_15 NUMERIC
@ATTRIBUTE  Harris_Corners_16 NUMERIC
@ATTRIBUTE  Harris_Corners_17 NUMERIC
@ATTRIBUTE  Harris_Corners_18 NUMERIC
@ATTRIBUTE  Harris_Corners_19 NUMERIC
@ATTRIBUTE  Harris_Corners_20 NUMERIC
@ATTRIBUTE  Harris_Corners_21 NUMERIC
@ATTRIBUTE  Harris_Corners_22 NUMERIC
@ATTRIBUTE  Harris_Corners_23 NUMERIC
@ATTRIBUTE  Harris_Corners_24 NUMERIC
@ATTRIBUTE  Length_Area_0 NUMERIC
@ATTRIBUTE  Length_Area_1 NUMERIC
@ATTRIBUTE  Length_Area_2 NUMERIC
@ATTRIBUTE  Length_Area_3 NUMERIC
@ATTRIBUTE  Length_Area_4 NUMERIC
@ATTRIBUTE  Length_Area_5 NUMERIC
@ATTRIBUTE  Length_Area_6 NUMERIC
@ATTRIBUTE  Length_Area_7 NUMERIC
@ATTRIBUTE  Length_Area_8 NUMERIC
@ATTRIBUTE  Length_Area_9 NUMERIC
@ATTRIBUTE  Length_Area_10 NUMERIC
@ATTRIBUTE  Length_Area_11 NUMERIC
@ATTRIBUTE  Length_Area_12 NUMERIC
@ATTRIBUTE  Length_Area_13 NUMERIC
@ATTRIBUTE  Length_Area_14 NUMERIC
@ATTRIBUTE  Length_Area_15 NUMERIC
@ATTRIBUTE  Length_Area_16 NUMERIC
@ATTRIBUTE  Length_Area_17 NUMERIC
@ATTRIBUTE  Length_Area_18 NUMERIC
@ATTRIBUTE  Length_Area_19 NUMERIC
@ATTRIBUTE  Length_Area_20 NUMERIC
@ATTRIBUTE  Length_Area_21 NUMERIC
@ATTRIBUTE  Length_Area_22 NUMERIC
@ATTRIBUTE  Length_Area_23 NUMERIC
@ATTRIBUTE  Length_Area_24 NUMERIC
@ATTRIBUTE  Mass_Center_X_0 NUMERIC
@ATTRIBUTE  Mass_Center_Y_0 NUMERIC
@ATTRIBUTE  Mass_Center_X_1 NUMERIC
@ATTRIBUTE  Mass_Center_Y_1 NUMERIC
@ATTRIBUTE  Mass_Center_X_2 NUMERIC
@ATTRIBUTE  Mass_Center_Y_2 NUMERIC
@ATTRIBUTE  Mass_Center_X_3 NUMERIC
@ATTRIBUTE  Mass_Center_Y_3 NUMERIC
@ATTRIBUTE  Mass_Center_X_4 NUMERIC
@ATTRIBUTE  Mass_Center_Y_4 NUMERIC
@ATTRIBUTE  Mass_Center_X_5 NUMERIC
@ATTRIBUTE  Mass_Center_Y_5 NUMERIC
@ATTRIBUTE  Mass_Center_X_6 NUMERIC
@ATTRIBUTE  Mass_Center_Y_6 NUMERIC
@ATTRIBUTE  Mass_Center_X_7 NUMERIC
@ATTRIBUTE  Mass_Center_Y_7 NUMERIC
@ATTRIBUTE  Mass_Center_X_8 NUMERIC
@ATTRIBUTE  Mass_Center_Y_8 NUMERIC
@ATTRIBUTE  Mass_Center_X_9 NUMERIC
@ATTRIBUTE  Mass_Center_Y_9 NUMERIC
@ATTRIBUTE  Mass_Center_X_10 NUMERIC
@ATTRIBUTE  Mass_Center_Y_10 NUMERIC
@ATTRIBUTE  Mass_Center_X_11 NUMERIC
@ATTRIBUTE  Mass_Center_Y_11 NUMERIC
@ATTRIBUTE  Mass_Center_X_12 NUMERIC
@ATTRIBUTE  Mass_Center_Y_12 NUMERIC
@ATTRIBUTE  Mass_Center_X_13 NUMERIC
@ATTRIBUTE  Mass_Center_Y_13 NUMERIC
@ATTRIBUTE  Mass_Center_X_14 NUMERIC
@ATTRIBUTE  Mass_Center_Y_14 NUMERIC
@ATTRIBUTE  Mass_Center_X_15 NUMERIC
@ATTRIBUTE  Mass_Center_Y_15 NUMERIC
@ATTRIBUTE  Mass_Center_X_16 NUMERIC
@ATTRIBUTE  Mass_Center_Y_16 NUMERIC
@ATTRIBUTE  Mass_Center_X_17 NUMERIC
@ATTRIBUTE  Mass_Center_Y_17 NUMERIC
@ATTRIBUTE  Mass_Center_X_18 NUMERIC
@ATTRIBUTE  Mass_Center_Y_18 NUMERIC
@ATTRIBUTE  Mass_Center_X_19 NUMERIC
@ATTRIBUTE  Mass_Center_Y_19 NUMERIC
@ATTRIBUTE  Mass_Center_X_20 NUMERIC
@ATTRIBUTE  Mass_Center_Y_20 NUMERIC
@ATTRIBUTE  Mass_Center_X_21 NUMERIC
@ATTRIBUTE  Mass_Center_Y_21 NUMERIC
@ATTRIBUTE  Mass_Center_X_22 NUMERIC
@ATTRIBUTE  Mass_Center_Y_22 NUMERIC
@ATTRIBUTE  Mass_Center_X_23 NUMERIC
@ATTRIBUTE  Mass_Center_Y_23 NUMERIC
@ATTRIBUTE  Mass_Center_X_24 NUMERIC
@ATTRIBUTE  Mass_Center_Y_24 NUMERIC
@ATTRIBUTE Class  {accident, bomb, car, casualty, electricity, fire-brigade, fire, flood, gas, injury, paramedics, person police, road-block}

@DATA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,13,59.8406,5,59.8406,10.1588,12.1444,84,7.5,40.8701,4,40.8701,9.28662,6.86566,101,13,42.7696,4,42.7696,12.9811,12.3786,72,6.5,30.3848,2,30.3848,7.06695,13.6809,84,20.5,63.9828,5,63.9828,12.7499,13.2997,3,0,0,6,0,0,0,89,8.5,73.0122,2,73.0122,14.4902,15.0392,41,9.5,32.8701,10,32.8701,4.87719,6.11404,58,6.5,43.2132,6,43.2132,13.641,2.75,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,10.5,0,2,0,16,18.5,67,6,65.4558,5,65.4558,4.0625,6.29861,34,8.5,26.0416,2,26.0416,20.7429,20.7429,57,6.5,42.6274,1,42.6274,7.23077,17.7083,92,20,62.5685,5,62.5685,13.2917,14,flood
0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,11.5,38.5269,4,38.5269,17.404,14.1231,77,3.5,48.8701,10,48.8701,4.60952,8.32698,126,13.5,67.8406,8,67.8406,17.4367,15.5974,58,3.5,30.3848,6,30.3848,5.41905,14.1952,78,20.5,61.9828,2,61.9828,14.6014,14.7477,35,7.5,27.2132,10,27.2132,5.17778,3.87778,58,7.5,44.8701,601,44.8701,17.3889,10.0111,64,15,46.4264,4,46.4264,8.75873,7.62302,53,4.5,40.0416,3,40.0416,14.2037,3.7963,11,2,7.65685,2,7.65685,2.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,2,0,0,0,61,11,50.7696,1,50.7696,13.3283,19,25,0,0,2,0,0,0,76,17,56.0833,2,56.0833,14.285,16.1265,89,13.5,67.8406,2,67.8406,13.0895,13.971,flood
0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,11,47.9411,9,47.9411,11.0057,5.75,158,17,89.7401,1,89.7401,13.2245,15.0682,121,11,60.7696,9,60.7696,13.3771,12.6113,119,18.5,70.3259,11,70.3259,12.1712,15.8063,114,15.5,67.8406,2,67.8406,16.7146,15.2314,99,14.5,32.6274,2,32.6274,19.0143,16.45,33,4.5,20.7279,3,20.7279,9.41975,2.41975,102,10.5,59.3553,12,59.3553,13.3301,4.75957,115,0,0,2,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,5.5,19.5563,3,19.5563,22.1414,22.2323,128,17,82.5685,8,82.5685,11.3511,11.0028,66,6.5,8.82843,5,8.82843,14.6496,19.2222,133,16.5,67.4975,2,67.4975,13.0392,18.242,32,5,0,3,0,2.75,4.6,flood
0,0,0,0,0,0,0,3,0,0,1,0,0,0,68,25,69.9828,2,69.9828,18.0407,9.1626,123,13.5,60.1838,8,60.1838,11.1021,11.9236,66,6,27.799,4,27.799,12.8889,2.36111,234,12.5,59.0122,2,59.0122,9.04287,9.46319,86,11.5,48.5269,2,48.5269,11.8048,18.2333,84,13.5,48.1838,3,48.1838,12.2421,12.2421,42,7.5,27.2132,8,27.2132,3.62778,4.87778,116,13,64.7696,2,64.7696,13.5497,7.68323,11,1,6.82843,2,6.82843,1.5,2,6,0,0,4,0,0,0,9,0,6.82843,2,6.82843,0,0,21,0,21.6569,6,21.6569,0,0,9,0,0,4,0,0,0,9,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,2,0,0,0,111,0,0,2,0,0,0,58,0,0,2,0,0,0,110,20,64.5685,1,64.5685,14.2344,13.0188,104,7,55.9411,8,55.9411,9.57143,13.9286,89,13,56.7696,2,56.7696,18.0357,14.7912,127,16.5,74.0833,7,74.0833,13.3268,12.7475,flood
35,0,0,1,0,0,0,134,0,0,2,0,0,0,118,17.5,53.4975,4,53.4975,10.2009,10.0126,148,7,50.0416,6,50.0416,8.95513,11.5128,132,16,76.9117,5,76.9117,14.425,20.8481,135,24,69.2548,1,69.2548,13.4231,6.21037,78,2.5,7.65685,4,7.65685,1.97778,6.81111,102,16.5,60.669,4,60.669,11.1478,12.0476,95,7.5,52.0416,545,52.0416,18.6016,14.7556,142,13,68.4264,2,68.4264,13.3851,11.2869,145,16,74.0833,5,74.0833,13.5,13.6522,22,1,0,4,0,1.5,5,0,0,0,0,0,0,0,15,1.5,0,1,0,2.22222,2.55556,73,0,0,1,0,0,0,45,0,0,3,0,0,0,92,0,0,1,0,0,0,22,0,0,3,0,0,0,0,0,0,0,0,0,0,22,3.5,0,2,0,21.0476,21.2857,34,4.5,18.7279,2,18.7279,22.2037,22.3148,166,14.5,87.4975,6,87.4975,11.6945,7.09374,44,0,0,1,0,0,0,11,1,0,2,0,6,23.5,103,15.5,59.8406,5,59.8406,11.2473,12.8925,flood
0,0,0,0,0,0,0,8,0,0,1,0,0,0,48,8,29.4558,2,29.4558,20.0291,18.2598,167,14.5,74.669,3,74.669,10.0279,10.2121,81,4.5,20.7279,8,20.7279,13.8366,9.75672,159,13.5,63.0122,1,63.0122,8.40334,10.8056,55,8.5,27.2132,4,27.2132,5.94872,18.766,93,15,64.9117,2,64.9117,17.3056,18.9722,42,6,24.9706,6,24.9706,3,4.5,74,8,50.2843,6,50.2843,13.125,2.25,7,0,0,4,0,0,0,2,0,0,4,0,0,0,5,0,0,2,0,0,0,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,74,13.5,46.1838,8,46.1838,18.2463,16.794,134,8,68.7696,2,68.7696,9.17222,11.1167,90,9.5,56.5269,2,56.5269,17.9304,19.6447,100,15.5,62.669,2,62.669,16.813,16.1662,flood
0,0,0,0,0,0,0,76,0,0,7,0,0,0,94,16,56.0833,2,56.0833,16.6546,14.7696,142,17,65.8406,1,65.8406,9.29874,10.8728,189,7,49.3137,4,49.3137,8.36667,7.93333,186,15,71.2548,8,71.2548,12.0974,9.45171,114,13,67.0122,2,67.0122,13.807,16.2069,113,13.5,0,4,0,10.9039,9.73008,19,3,0,8,0,2.5,3,187,11,77.598,14,77.598,14.3662,10.383,40,7,23.799,6,23.799,3.38333,4.11905,32,0,0,6,0,0,0,46,0,0,2,0,0,0,56,9.5,0,8,0,5.37281,7.17168,13,0,0,7,0,0,0,8,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,18,0,3,0,18.3772,17.4336,108,0,0,1,0,0,0,101,19,63.7401,2,63.7401,13.2562,14.0434,73,2,44.9706,2,44.9706,1.75,10,81,6.5,32.3848,2,32.3848,17.6306,21.7787,84,13,48.7696,2,48.7696,6.5,9.10684,flood
0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,20.5,63.9828,2,63.9828,14.7477,13.9746,92,9.5,48.5269,1,48.5269,10.6056,12.1228,170,15,66.4264,5,66.4264,7.95417,14.7333,172,13,63.0122,6,63.0122,17.8208,12.3235,91,9.5,30.0416,6,30.0416,10.5265,13.7613,61,2,0,4,0,2.5,2,49,9,0,7,0,6.25,5,80,9.5,49.6985,4,49.6985,12.0384,6.12281,51,8,32.6274,4,32.6274,5.12879,6.16572,43,2,33.3137,10,33.3137,9,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,129,19,71.8406,1,71.8406,11.4982,15.2537,21,1,6.82843,2,6.82843,23.5,22,67,9,37.4558,2,37.4558,5.30556,19.4471,86,14,55.598,5,55.598,16.7222,15.8433,flood
0,0,0,0,0,0,0,49,8.5,32.8701,5,32.8701,17.7275,20.0275,60,32,66.5685,5,66.5685,13.1333,7.18333,168,17.5,108.811,1,108.811,6.18119,7.47078,144,4.5,68.2843,2,68.2843,11.8125,9.94792,109,13.5,66.669,11,66.669,10.716,8.17901,59,8.5,40.0416,617,40.0416,12.943,12.3533,97,15.5,0,2,0,15.6237,13.4958,5,0,0,5,0,0,0,122,13,70.4264,500,70.4264,11.2115,8.87051,90,0,0,1,0,0,0,5,0,0,2,0,0,0,37,2.5,22.7279,2,22.7279,2.11667,19.7333,33,6,22.9706,10,22.9706,3.38333,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,9.5,42.8701,7,42.8701,14.9064,19.9181,6,0,0,2,0,0,0,33,5.5,0,4,0,22.2323,21.7778,79,12.5,32.0416,2,32.0416,4.16941,5.26745,125,3,32.9706,2,32.9706,11.375,8,79,8,28.6274,6,28.6274,10.4815,3.99074,128,18,80.5685,6,80.5685,11.2267,17.1693,flood
0,0,0,0,0,0,0,18,3,0,2,0,21.3333,22.5,81,20,0,6,0,18.5022,14.7248,136,11.5,0,10,0,12.6175,4.34683,149,6.5,83.1127,1,83.1127,10.0625,9.67361,140,11,77.598,1,77.598,14.3279,11.0482,42,5,26.1421,2,26.1421,2.5,3.8,81,11,0,5,0,12.3045,12.0364,57,0,0,5,0,0,0,103,11,68.7696,4,68.7696,14.4778,10.4616,88,12,59.598,591,59.598,10.6174,9.79103,16,0,0,3,0,0,0,30,2.5,21.5563,637,21.5563,5.7,22.3,24,5,0,2,0,2.5,3.9,7,0,0,5,0,0,0,29,0,0,2,0,0,0,11,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,2,0,5,0,12.2037,11.9259,19,3.5,0,2,0,11.119,10.6905,86,18.5,54.3259,11,54.3259,6.16838,6.16838,76,0,0,604,0,0,0,26,4.5,21.5563,2,21.5563,4.40741,22.2593,145,10,55.9411,537,55.9411,11.75,12.1833,flood
20,0,0,3,0,0,0,28,5,20.1421,1,20.1421,21.05,22.25,32,4.5,0,1,0,11.6667,2.5,146,18,106.569,3,106.569,6.77778,8.37654,96,9.5,55.6985,1,55.6985,15.4401,8.48733,142,8,39.4558,12,39.4558,7.53048,8.88156,90,13.5,6.24264,6,6.24264,12.5284,10.9005,89,14,58.4264,7,58.4264,17.5,14.6526,53,1,0,2,0,8.27778,4.77778,110,13,61.598,8,61.598,15.9014,11.5827,80,9.5,36.8701,4,36.8701,11.2532,4.48187,53,7.5,32.0416,4,32.0416,6.72222,4.92222,26,1.5,15.8995,4,15.8995,1.61111,9.88889,38,5,24.9706,2,24.9706,6.15,2.75,14,0,0,3,0,0,0,35,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,41,8,24.6274,2,24.6274,21.119,20.869,82,15,48.4264,6,48.4264,8.15556,7.82222,81,0,48.4853,2,48.4853,0,0,43,6,28.9706,6,28.9706,6.83333,21.2222,100,21,63.9828,4,63.9828,13.4978,13.6337,flood
0,0,0,0,0,0,0,67,5,40.9706,3,40.9706,15.6667,21.7833,53,7,25.799,1,25.799,15.0889,14.1524,65,4.5,44.3848,1,44.3848,5.0787,14.0463,185,13,63.598,7,63.598,14.7595,15.1967,47,1.5,23.6569,6,23.6569,9.57407,15.9074,77,15,0,6,0,7.04545,13.9615,77,7,0,521,0,12.7143,8.78572,70,8,42.3848,1,42.3848,13.6365,13.4746,62,12,37.9411,2,37.9411,6.25,6.73958,89,9.5,59.6985,4,59.6985,12.2608,3.82057,57,0,0,2,0,0,0,13,0,0,2,0,0,0,37,0,0,1,0,0,0,55,0,0,24,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,12.5,0,1,0,19.1903,20.0819,97,18,62.9117,1,62.9117,13.5116,15.0959,29,4,20.1421,8,20.1421,3.25,2.5,101,3,12.4853,1,12.4853,7.33333,7.22222,80,9.5,34.8701,3,34.8701,13.9005,21.0748,74,14.5,45.0122,2,45.0122,6.90095,8.17782,flood
0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,32,110.167,12,110.167,13.0729,10.2812,106,15.5,53.8406,4,53.8406,16.6487,17.635,165,16,69.2548,6,69.2548,9.35978,13.5406,167,18.5,67.0122,2,67.0122,13.1673,14.8554,67,10,38.2843,2,38.2843,5,7.1,95,12,55.6985,3,55.6985,16.9816,16.615,53,8.5,30.8701,2,30.8701,4.58061,4.72113,113,9.5,64.1838,8,64.1838,8.23375,8.55573,108,11,45.1127,5,45.1127,15.4035,4.89596,84,17.5,50.2843,4,50.2843,10.7607,8.28095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1.5,0,2,0,22.7778,22.7778,149,17,74.3259,1,74.3259,10.339,14.4583,8,0,0,6,0,0,0,14,1.5,0,1,0,3.11111,23.4444,93,12.5,0,1,0,17.1267,13.6642,flood
0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,6.5,22.3848,2,22.3848,22.1282,22.2051,250,19,57.7401,1,57.7401,15.4988,15.5142,109,10.5,42.5269,4,42.5269,11.7513,12.1217,206,10.5,45.3553,5,45.3553,13.6712,12.9632,100,4.5,31.3137,4,31.3137,13.2531,14.6728,182,5,61.799,23,61.799,8.53827,5.04321,96,9,41.1127,4,41.1127,5.08547,4.41453,123,11,56.3848,12,56.3848,7.78788,8.56061,82,11,35.1127,2,35.1127,5.68182,5.25,102,10.5,54.5269,6,54.5269,13.3492,2.69444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,6,0,5,0,22.2917,21.8333,109,8.5,46.8701,2,46.8701,3.55229,11.3203,93,8.5,0,3,0,19.3268,20.7908,71,6.5,24.9706,4,24.9706,13.7397,21.9873,flood
0,0,0,0,0,0,0,8,0,0,1,0,0,0,2,0,0,1,0,0,0,177,35.5,124.409,3,124.409,19.3197,18.3635,97,3,38.1421,10,38.1421,2.07407,10.6667,194,14,73.2548,3,73.2548,15.6329,16.2037,38,5.5,19.5563,4,19.5563,2.54545,2.90909,111,8.5,73.0122,24,73.0122,17.3515,19.7857,107,16,51.2548,4,51.2548,8.8442,8.12681,150,7.5,62.5269,1,62.5269,13.1496,17.394,136,19,63.4975,9,63.4975,14.2607,8.2091,136,12.5,63.0122,6,63.0122,11.2967,8.98815,2,0,0,1,0,0,0,30,0,0,14,0,0,0,8,0,0,12,0,0,0,19,0,0,2,0,0,0,22,0,0,2,0,0,0,4,0,0,8,0,0,0,2,0,0,2,0,0,0,24,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,181,17.5,76.5685,2,76.5685,11.1262,12.8661,70,1,46.8284,638,46.8284,1.66667,18,86,7.5,48.6274,3,48.6274,14.4153,20.2249,flood
0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,17.6569,2,17.6569,21,2.75,142,16,88.9117,1,88.9117,9.37153,15.1632,153,10,66.7696,3,66.7696,19.4512,16.7895,180,11.5,62.7696,2,62.7696,7.94796,15.2782,121,11,55.1127,9,55.1127,6.04167,9.7803,114,35,67.7401,4,67.7401,14.2765,14.117,46,2,25.3137,1,25.3137,15.6944,5.11111,83,11,47.1127,6,47.1127,12.4545,5.5,104,10,65.3553,2,65.3553,13.893,7.55746,17,2.5,9.07107,4,9.07107,2.26667,2.26667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,103,20,64.5685,2,64.5685,13.5738,13.8042,87,1.5,52.7279,9,52.7279,2.86111,3.22222,110,0,0,5,0,0,0,104,16,60.0833,2,60.0833,15.5797,14.0635,flood
0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,9.5,34.8701,4,34.8701,19.89,19.7703,182,12.5,65.3553,2,65.3553,10.4144,13.3058,173,13,90.4264,5,90.4264,13.1613,18.7398,176,8,62.8701,5,62.8701,10.0726,14.0521,40,6,20.9706,10,20.9706,3.13889,3.26389,123,14.5,59.0122,7,59.0122,15.9117,15.7469,105,7.5,36.1421,3,36.1421,13.2556,7.75556,125,13,62.4264,3,62.4264,16.6541,12.913,124,12.5,67.8406,8,67.8406,13.5433,6.88909,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,11,37.1127,3,37.1127,19.3718,18.5693,85,2.5,43.8995,2,43.8995,1.51111,2.88889,4,0,0,2,0,0,0,109,15,0,2,0,14.8735,13.5901,flood
