%1. Title : 
%
%2. Sources : 
%
%
%
@RELATION Imagette

@ATTRIBUTE  Contours_size_1 NUMERIC
@ATTRIBUTE  Contours_size_2 NUMERIC
@ATTRIBUTE  Contours_size_3 NUMERIC
@ATTRIBUTE  Contours_size_4 NUMERIC
@ATTRIBUTE  Contours_size_5 NUMERIC
@ATTRIBUTE  Contours_size_6 NUMERIC
@ATTRIBUTE  Contours_size_7 NUMERIC
@ATTRIBUTE  Contours_size_8 NUMERIC
@ATTRIBUTE  Contours_size_9 NUMERIC
@ATTRIBUTE Class  {accident, bomb, car, casualty, electricity, fire-brigade, fire, flood, gas, injury, paramedics, person police, road-block}

@DATA
0,47.1127,0,142.87,132.569,333.865,0,33.3137,22.1421,car
0,88.2843,52.3848,200.149,118.426,137.64,0,26.7279,36.1421,car
0,0,0,109.255,134.811,261.48,0,0,0,car
24.9706,80.8284,83.3137,79.2965,91.9411,168.61,0,41.3137,62.8701,car
3.41421,87.2132,50.4853,179.983,126.669,157.296,0,29.6569,41.5563,car
13.0711,42.1421,43.8995,109.439,110.184,221.38,0,39.5563,42.1421,car
2,24.9706,0,121.012,111.012,215.924,15.3137,50.3848,29.8995,car
36.0416,89.1127,0,169.179,79.1127,239.137,141.983,36.4853,36.0416,car
31.5563,64.1421,47.3137,99.4386,103.841,178.61,59.3137,24.1421,32.7279,car
73.0122,86.6274,51.0711,149.581,18.4853,123.397,143.698,134.569,36.3848,car
42.3848,30.4853,0,77.397,76.1421,134.811,49.1127,65.799,103.456,car
49.2132,82.4853,37.0711,85.7401,18.7279,97.1543,81.6569,110.669,102.142,car
97.8406,79.2548,0,81.9411,85.799,148.468,0,0,46.3848,car
98.669,13.8995,0,88.2843,96.3259,147.397,56.0416,96.0833,36.6274,car
77.4975,85.2548,0,85.8822,52.9706,180.267,110.811,25.0711,70.0416,car
125.397,67.1127,0,48.9706,71.598,163.681,70.5269,131.539,51.1127,car
88.8701,59.799,0,132.527,124.61,141.154,0,91.8406,73.9411,car
2,93.2548,8.82843,138.569,112.811,161.095,42.3848,36.3848,37.4558,car
41.0711,80.8284,65.5563,126.912,133.841,148.368,0,11.8995,42.9706,car
34.1421,38.6274,0,266.978,116.426,216.51,48.0416,32.6274,42.9706,car
43.5563,84.9706,44.9706,234.066,144.953,351.505,32.3848,32.3848,43.2132,car
24.7279,89.1127,48.9706,132.142,187.681,377.161,0,24.7279,32.9706,car
19.5563,88.0416,84.1421,96.267,219.338,59.4558,53.2132,51.1127,41.6985,car
38.0416,90.7696,45.2132,160.593,133.397,112.426,31.2132,44.8701,71.598,car
32.8701,85.9411,41.8995,166.007,152.669,116.426,51.2132,34.3848,35.2132,car
43.2132,14.4853,47.3137,100.61,82.4853,173.196,36.3848,30.3848,40.2843,car
44.5269,20.7279,49.799,105.255,99.7401,156.083,42.0416,70.1838,142.912,car
19.0711,4,0,91.2965,198.995,154.752,16.4853,4,0,car
0,92.8701,0,127.882,152.468,283.078,42.4853,21.5563,46.9706,car
41.8995,0,0,138.326,123.74,289.723,2,44.1421,30.4853,car
39.5563,16.8284,0,133.397,216.225,152.125,12.8284,32.1421,34.1421,car
129.782,44.2843,0,54.2843,71.2548,99.1543,119.841,146.326,83.2548,car
95.2548,28.3848,0,159.397,74.2843,129.782,48.8701,99.2548,65.4558,car
63.8995,12.8284,0,209.841,104.77,126.711,0,26.3848,89.2132,car
65.6985,0,0,88.3259,93.0122,117.539,168.627,124.569,46.3848,car
46.0416,35.3137,0,102.125,75.3137,159.137,145.397,33.3137,77.598,car
0,88.2843,91.3553,73.9828,188.693,40.2843,86.9533,130.309,52.7696,casualty
40.6274,33.2132,45.6569,106.083,131.196,21.6569,40.2843,118.409,35.6985,casualty
0,85.9828,93.598,45.9411,141.882,61.598,41.9411,110.167,51.598,casualty
36.4853,82.3259,0,62.4853,40.0416,64.9706,13.3137,113.581,11.8995,casualty
57.1127,95.7401,0,85.1127,120.125,51.3553,29.2132,99.8822,55.3553,casualty
91.6396,90.5269,0,35.9411,187.179,0,166.693,18.1421,101.296,casualty
157.681,52.5269,60.1421,64.3259,118.51,0,108.853,61.4975,93.598,casualty
32.6274,0,44.6274,139.238,74.8112,86.1249,9.65685,113.095,101.539,casualty
97.0122,0,0,72.5685,134.61,67.9828,149.38,40.5269,80.1421,casualty
92.2843,0,53.2548,55.0122,110.51,0,125.338,52.669,90.7696,casualty
16.4853,130.326,124.953,12.4853,128.024,60.669,126.51,152.066,26.1421,casualty
102.811,162.51,160.652,23.3137,139.681,8.82843,48.8701,70.0833,56.669,casualty
9.65685,87.9411,106.024,0,116.61,38.5269,63.1543,46.4264,81.7401,casualty
50.2843,63.7401,152.894,81.9828,94.669,46.1838,156.066,125.581,0,casualty
0,95.4975,70.1838,0,126.024,30.1421,101.196,66.3259,40.0416,casualty
0,0,93.8406,84.2254,95.4975,80.8112,18.7279,130.267,107.397,casualty
79.9411,0,20.9706,32.1421,155.681,99.2965,9.65685,42.2843,0,casualty
0,0,77.2548,192.794,121.983,113.296,60.4264,112.368,12.8284,casualty
74.5685,0,60.7696,42.7696,110.368,106.953,47.1127,64.9117,0,casualty
142.669,53.3137,98.9117,139.681,101.054,113.196,167.622,100.326,84.9706,casualty
100.953,45.4558,44.3848,202.995,101.296,53.598,0,110.267,0,casualty
0,214.35,81.1543,47.598,206.451,64.7696,40.0416,139.48,6.24264,casualty
49.4558,208.693,125.581,51.6569,148.368,13.8995,61.7401,206.492,0,casualty
105.296,141.439,146.451,38.1421,120.368,25.2132,168.551,129.238,15.6569,casualty
76.669,317.002,46.5269,26.1421,304.919,0,60.4264,92.2254,13.6569,casualty
97.4975,69.1543,0,90.3259,104.468,142.267,27.4558,115.823,62.9117,casualty
91.9411,44.5269,0,134.309,97.7401,38.5269,58.9117,168.936,68.7696,casualty
77.9411,24.9706,79.4975,98.1249,90.7696,69.7401,33.6985,119.48,48.2843,casualty
66.1838,95.2548,34.4853,164.794,90.5269,169.622,57.0122,112.752,38.2843,casualty
84.3259,82.2254,57.4558,146.551,104.853,73.1543,162.309,116.995,35.1127,casualty
34.4853,0,41.4558,65.0122,40.0416,48.8701,105.296,13.0711,0,casualty
0,0,79.9411,99.397,49.6985,53.9411,64.9706,99.0538,110.468,casualty
72.7696,28.7279,71.5563,148.267,119.983,30.1421,95.2965,97.397,96.1838,casualty
47.8995,54.0416,88.8701,94.669,121.539,67.598,110.024,103.054,100.569,casualty
0,48.1421,84.669,34.2843,93.1543,33.4558,136.167,38.5269,184.25,casualty
7.41421,102.527,88.8112,31.3137,138.51,53.3553,59.598,140.551,62.669,casualty
79.9411,138.368,79.9828,53.4558,122.711,12.4853,116.167,125.095,0,casualty
62.9706,110.669,111.983,42.9706,186.066,32.0416,135.48,138.024,0,casualty
67.9411,109.154,93.6396,84.5269,122.51,25.799,66.3259,117.924,0,casualty
194.35,76.4264,100.811,59.9411,95.4975,42.5269,196.534,120.066,43.6985,casualty
86.669,38.0416,169.421,104.51,114.409,9.07107,178.936,98.3675,0,casualty
0,85.2548,74.1838,0,117.782,30.6274,66.0833,134.894,32.0416,casualty
32.4853,70.3259,0,87.9828,102.326,100.569,28.3848,121.338,0,casualty
77.4558,38.0416,96.468,40.5269,132.711,31.4558,68.4264,60.0833,36.6274,casualty
51.598,36.8701,41.4558,91.3553,98.3259,55.598,56.8701,129.581,0,casualty
0,91.3553,90.2254,23.3137,128.711,9.07107,63.2548,210.208,0,casualty
0,120.024,48.5269,10.2426,210.35,39.3553,71.7401,121.439,0,casualty
41.1127,123.882,46.0416,46.3848,201.321,8.24264,72.0833,95.8406,0,casualty
32.1421,127.196,0,62.6274,112.225,96.2254,124.167,101.983,0,casualty
41.4558,144.995,95.397,68.0416,137.823,15.3137,93.9828,90.7696,0,casualty
60.5269,0,14.4853,112.853,95.4975,32.8701,30.2843,200.534,51.8406,casualty
66.6274,50.0416,84.3259,58.4264,93.8406,45.4558,76.2254,312.316,0,casualty
62.6274,36.5269,80.0833,0,186.409,12.4853,35.2132,128.652,26.1421,casualty
71.1127,50.8701,0,27.5563,91.9411,63.598,31.2132,226.233,2,casualty
50.9706,51.0122,45.4558,32.1421,96.3259,35.799,26.6274,116.995,71.1543,casualty
31.4558,64.2843,0,93.9828,90.7696,61.4975,0,116.752,28.9706,casualty
55.9411,113.782,90.3259,69.8406,91.9411,50.7696,87.8822,103.196,46.2843,casualty
53.598,173.196,65.3553,66.8701,145.581,36.8701,82.9533,63.9828,0,casualty
68.1838,111.782,0,51.9411,88.8701,48.8701,41.1127,110.267,76.9117,casualty
0,245.664,92.4264,0,94.669,144.208,103.539,110.51,0,casualty
80.7696,25.0711,64.2843,124.468,125.196,32.1421,59.3553,88.1249,64.1838,casualty
6.82843,58.6274,0,106.326,73.1543,90.7696,101.054,104.61,25.799,casualty
0,67.9411,86.669,0,97.4975,58.3259,85.0538,107.782,0,casualty
56.4853,92.5269,37.1127,62.669,95.9828,104.125,0,196.108,58.4264,casualty
40.9706,90.5685,82.9117,116.024,97.7401,39.3553,126.61,110.752,15.3137,casualty
39.3137,77.1543,21.3137,21.799,115.882,36.0416,36.6274,100.752,0,casualty
0,145.296,75.2548,30.8701,97.1543,52.1838,62.0833,208.978,0,casualty
0,142.368,48.6274,0,84.1838,37.6985,48.1838,122.652,23.799,casualty
40.3848,112.368,75.4975,28.4853,150.267,53.1127,50.7696,118.652,34.2843,casualty
56.2843,152.652,0,77.9411,125.882,56.8701,65.2548,108.752,41.1127,casualty
128.711,185.622,73.397,79.8823,124.167,0,189.907,51.1127,183.539,casualty
127.054,0,138.811,26.3848,112.267,72.2843,67.397,28.0416,33.6569,casualty
38.8701,0,78.0416,141.439,109.397,88.2254,0,191.037,82.0416,casualty
0,11.0711,100.912,85.0122,79.8406,138.368,61.3553,86.7107,0,casualty
10.4853,25.799,106.368,128.409,100.669,29.2132,73.397,60.4264,0,casualty
39.6985,0,81.1127,82.9117,105.054,148.066,67.2548,76.5685,0,casualty
86.8112,18.7279,66.669,0,107.296,86.468,50.2843,104.853,0,casualty
79.3553,0,71.8406,68.0833,118.326,49.0122,108.853,95.2965,133.681,casualty
93.0122,22.9706,101.054,0,202.149,0,112.853,0,94.669,casualty
87.598,0,171.782,180.794,173.137,52.7696,140.309,40.5269,95.4975,casualty
0,80.0833,63.6985,45.1127,117.882,22.1421,26.9706,143.723,0,casualty
0,120.468,91.3553,0,115.397,20.1421,35.4558,128.752,0,casualty
0,189.522,63.3553,6,115.74,63.598,63.2548,114.995,38.2843,casualty
39.3137,148.995,0,99.5391,100.326,24.7279,21.5563,193.563,66.4264,casualty
99.9828,23.3137,0,73.7401,97.9828,35.4558,91.7401,107.924,66.5685,casualty
63.1127,0,89.6985,168.024,96.669,41.6985,65.7401,76.468,0,casualty
100.77,0,53.799,90.7696,108.225,52.6274,172.836,20.1421,71.598,casualty
101.941,0,0,99.0538,99.9828,23.3137,107.439,0,84.1421,casualty
90.0833,0,168.267,130.125,89.6985,61.0122,69.1543,51.8406,97.1543,casualty
73.6985,100.811,0,101.539,116.267,0,51.9411,15.3137,99.397,casualty
0,40.8701,24.9706,96.8112,106.912,48.4264,66.4264,99.397,39.3137,casualty
50.9706,0,97.9828,130.51,96.669,36.8701,0,106.225,68.669,casualty
138.083,0,141.782,102.125,99.1543,18.7279,180.551,107.983,185.054,casualty
71.3553,134.811,0,96.6102,102.368,0,129.095,49.4558,88.8701,casualty
34.9706,0,76.5269,103.539,120.267,62.9117,113.095,95.7401,184.024,casualty
66.0416,86.669,0,44.5269,189.279,45.3553,46.7696,114.409,26.6274,casualty
59.1127,159.723,0,39.1127,95.4975,63.7401,58.1838,104.61,56.4264,casualty
29.3137,95.7401,67.0122,100.125,102.669,112.267,94.7107,112.409,79.0538,casualty
0,156.51,49.6985,42.2843,105.983,66.1838,19.3137,121.238,0,casualty
23.3137,84.0833,52.9706,29.3137,99.7401,46.2843,56.4264,104.61,0,casualty
0,101.983,0,68.9117,103.154,30.9706,38.8701,139.238,34.3848,casualty
148.326,0,132.125,147.439,90.7696,70.0833,111.681,71.4975,0,casualty
93.598,0,13.6569,110.024,138.953,110.368,48.7696,96.468,0,casualty
93.1127,97.8406,0,63.0122,142.167,0,92.8112,101.539,89.4975,casualty
0,0,69.2132,84.8112,127.681,20.9706,94.6102,63.9411,88.2843,casualty
55.0122,32.6274,0,68.9117,106.711,0,56.0833,39.1127,108.853,casualty
94.0833,19.3137,112.811,110.409,73.3137,24.4853,41.1127,190.049,0,casualty
43.1127,115.296,127.983,70.468,67.7401,0,43.2132,121.924,15.8995,casualty
32.4853,0,97.1543,183.078,87.4558,83.6396,69.7401,263.304,0,casualty
0,9.65685,47.2132,48.4264,93.0122,47.3553,0,57.2548,0,casualty
81.8406,0,96.5685,43.4558,127.439,76.9117,59.598,84.5685,62.4264,casualty
21.8995,64.669,63.3553,105.439,54.1421,15.6569,66.1838,96.5685,94.1838,casualty
172.066,0,97.598,96.1249,93.2548,100.225,131.924,102.468,0,casualty
0,0,94.669,102.811,92.1838,77.598,64.7696,104.569,96.3259,casualty
50.9706,0,58.6274,66.9117,110.912,62.4264,59.2548,104.61,72.0833,casualty
0,0,59.2132,96.3259,159.137,3.41421,129.137,28.1421,105.054,casualty
118.409,52.1838,0,91.2965,141.137,0,0,0,111.924,casualty
68.5269,64.669,0,50.669,222.534,0,113.095,0,106.711,casualty
70.8112,16.4853,37.8995,51.2548,92.7107,0,65.2548,24.1421,93.8406,casualty
67.397,18.7279,62.1838,52.669,107.439,100.125,91.9411,95.7401,104.953,casualty
48.6274,76.7696,106.468,56.669,90.5269,75.397,41.6985,105.439,59.2548,casualty
51.5563,107.74,75.2548,55.2548,90.4264,81.7401,27.799,114.995,76.5685,casualty
50.9706,58.6274,79.0122,93.4975,91.3553,118.267,97.6396,101.539,50.5269,casualty
93.7401,73.3553,75.0122,152.794,95.8406,25.799,54.4264,104.853,131.196,casualty
35.4558,122.125,104.811,15.6569,91.3553,62.9117,102.225,127.681,0,casualty
49.799,119.983,82.3259,116.167,98.3259,67.4975,13.0711,124.167,32.0416,casualty
0,298.836,65.1127,23.3137,71.1127,14.7279,41.1127,116.409,17.6569,casualty
48.9706,102.953,49.799,66.3259,98.9117,40.2843,12.4853,115.338,29.799,casualty
70.6274,162.551,57.1127,28.9706,94.1838,46.5269,33.4558,114.409,37.4558,casualty
29.3137,262.291,39.4558,43.3137,100.912,55.9411,13.8995,113.238,4.82843,casualty
13.6569,84.9117,0,56.9706,85.799,28.9706,64.2843,220.149,19.3137,electricity
0,97.9828,0,0,148.225,0,0,180.167,0,electricity
29.6569,79.1127,0,45.3137,140.468,15.6569,55.0711,96.5685,82.9117,electricity
0,90.7696,0,0,182.752,0,8.82843,151.882,8.82843,electricity
20.4853,86.8112,11.6569,53.2132,94.9117,19.3137,0,182.51,13.6569,electricity
31.5563,124.125,50.5269,0,86.2254,0,115.64,188.35,0,electricity
13.6569,56.1838,0,0,125.581,0,0,165.137,0,electricity
0,50.7696,0,0,109.64,0,0,146.51,0,electricity
42.3848,55.598,0,0,116.225,0,0,234.007,39.2132,electricity
37.8995,84.1421,64.5269,0,93.2548,0,0,144.51,57.3553,electricity
0,102.953,0,90.1838,85.799,40.6274,0,152.066,0,electricity
0,99.8823,10.2426,0,117.497,23.3137,68.0416,274.919,0,electricity
0,97.397,10.2426,0,138.267,22.4853,42.8284,73.397,0,electricity
0,196.309,43.6985,0,99.0122,42.2843,44.3848,97.5391,0,electricity
0,104.024,11.6569,53.6985,94.0833,44.1421,57.1127,124.267,0,electricity
0,102.953,0,0,155.64,13.6569,17.6569,205.421,0,electricity
0,187.764,0,0,133.983,0,47.3137,163.782,0,electricity
0,111.539,0,0,106.225,0,0,126.811,0,electricity
0,196.593,0,0,150.225,0,21.0711,102.326,20.1421,electricity
0,97.1543,0,0,161.054,0,0,328.978,0,electricity
16.4853,94.8112,0,44.3848,136.083,0,0,297.948,41.6985,electricity
0,93.0122,0,0,144.912,0,0,157.924,0,electricity
15.6569,87.1127,0,46.3848,126.669,53.4558,34.1421,136.368,0,electricity
0,93.8406,0,0,152.569,0,0,104.468,0,electricity
0,104.225,0,0,150.225,0,52.2843,139.681,0,electricity
0,91.598,0,0,169.539,0,0,192.309,0,electricity
0,98.2254,0,0,174.024,21.6569,52.6274,220.007,0,electricity
0,96.5685,6.24264,0,69.598,31.6569,70.2426,154.208,0,electricity
0,193.095,27.0711,0,95.7401,6,91.4558,141.238,0,electricity
0,186.024,11.6569,0,80.4264,31.3137,30.7279,160.652,0,electricity
16.4853,99.7817,0,24.4853,116.083,0,0,246.693,22.7279,electricity
112.184,68.8701,0,0,91.598,51.8406,99.0122,167.681,47.0122,electricity
51.4558,0,0,238.167,52.6274,110.368,142.894,138.225,84.9533,electricity
106.326,0,0,86.6274,127.012,171.622,104.326,112.711,23.799,electricity
66.6274,0,0,123.941,85.0122,0,37.2132,119.882,167.764,electricity
0,73.0122,0,0,122.225,0,0,161.581,0,electricity
33.0711,100.184,64.8701,0,101.296,0,0,108.953,0,electricity
0,99.8822,0,0,156.569,0,0,183.581,0,electricity
0,60.8284,6.82843,19.6569,94.8112,13.0711,54.9706,118.61,36.0416,electricity
55.6985,89.4975,76.1838,0,0,0,0,123.296,18.4853,electricity
0,135.924,0,0,92.4264,0,66.7696,165.681,40.2843,electricity
18.4853,81.2548,0,45.2132,92.1838,0,63.3553,92.4264,37.1127,electricity
28.9706,174.25,0,28.3848,106.184,0,0,133.296,29.799,electricity
0,107.782,0,0,127.64,0,39.3137,78.2843,11.0711,electricity
0,88.8112,17.3137,0,130.569,0,59.4975,93.2548,40.2843,electricity
39.799,79.1543,0,30.3848,108.426,38.6274,54.6274,116.752,0,electricity
0,94.0833,0,0,137.74,0,44.3848,104.711,8.24264,electricity
0,114.811,0,0,124.77,0,0,118.409,0,electricity
0,96.5685,0,0,109.941,0,14.8284,102.953,0,electricity
49.799,75.8406,0,83.5563,245.563,33.3137,45.6569,160.409,25.2132,electricity
95.1543,85.5563,73.9411,0,0,0,0,65.9411,139.681,electricity
32.9706,27.6569,0,0,163.539,9.65685,0,136.024,0,electricity
27.3137,82.4853,23.3137,0,94.9117,6.24264,42.6274,116.61,0,electricity
33.5563,147.882,56.1838,0,58.8701,0,0,145.095,47.799,electricity
0,0,0,0,160.468,36.7279,0,108.125,52.9706,electricity
0,149.497,0,0,0,0,34.9706,147.581,0,electricity
28.7279,115.698,41.3137,0,96.5685,0,0,151.823,0,electricity
0,90.8701,87.4975,0,0,0,59.598,152.853,29.3137,electricity
88.0416,87.4558,73.2548,0,0,0,58.7696,115.439,0,electricity
0,87.3553,70.5269,0,0,0,79.1127,97.1543,46.2843,electricity
0,184.208,0,30.1421,143.539,15.0711,0,184.208,0,electricity
0,98.2254,0,35.6569,154.024,8,0,309.262,0,electricity
84.1838,96.3259,50.7696,0,94.9117,0,72.5269,181.622,0,electricity
0,84.1421,0,0,260.995,0,0,94.669,0,electricity
0,124.669,59.8406,0,96.3259,0,69.9411,102.912,0,electricity
67.4558,51.6985,0,9.65685,118.326,0,70.5269,137.338,54.669,electricity
18.8284,93.8406,0,0,125.74,0,54.7279,126.853,24.1421,electricity
90.7696,2,0,50.0416,110.527,13.8995,44.8284,159.338,47.9411,electricity
57.1127,50.1838,0,56.0416,83.2132,8.24264,54.9706,127.054,29.4558,electricity
0,99.0538,0,23.6569,94.4264,0,29.6569,185.966,14.4853,electricity
0,0,0,0,48.1421,0,0,86.2843,0,electricity
0,115.882,0,0,0,0,0,108.468,0,electricity
0,103.456,0,0,28.7279,0,0,57.4558,0,electricity
0,70.2843,50.2843,0,0,0,0,101.64,0,electricity
0,131.882,0,0,0,49.4558,46.8701,137.924,40.1421,electricity
11.6569,98.8112,0,33.8995,152.711,14.4853,0,146.267,0,electricity
0,99.0538,0,0,181.439,0,0,121.154,0,electricity
26.3848,100.569,35.5563,13.4142,88.4264,0,70.9706,125.054,0,electricity
0,87.4558,0,0,91.598,0,56.9706,266.735,0,electricity
0,190.024,0,0,89.1127,0,0,119.095,0,electricity
0,104.853,0,68.7696,82.8701,0,0,95.4975,38.0416,electricity
0,103.196,0,41.3137,109.598,0,0,89.9411,25.6569,electricity
13.6569,89.9828,0,52.3848,100.87,0,0,89.598,36.0416,electricity
27.3137,77.2132,0,0,90.7696,0,0,142.426,0,electricity
0,104.953,0,85.3553,99.3553,0,0,90.7696,47.3553,electricity
0,95.4975,0,0,130.225,10.2426,67.8995,130.225,0,electricity
0,112.61,0,0,124.184,23.8995,42.3848,186.492,0,electricity
24.4853,100.61,0,22.4853,126.225,0,86.7696,183.622,22.9706,electricity
0,107.296,0,0,150.368,0,22.1421,118.912,0,electricity
0,105.196,0,0,138.225,0,55.6985,102.125,34.0416,electricity
0,218.049,0,0,133.882,0,23.3137,183.806,11.6569,electricity
0,110.953,0,0,118.225,0,18.7279,162.108,0,electricity
0,114.953,0,0,122.125,8.24264,72.6274,128.853,27.4558,electricity
0,105.196,0,0,121.397,0,44.3848,155.723,20.9706,electricity
0,161.983,0,0,115.782,15.0711,121.983,104.61,26.6274,electricity
0,28.6274,0,48.3848,89.1127,73.6985,0,108.811,0,electricity
61.6569,88.2843,100.912,10.2426,98.2254,0,58.6274,79.0122,0,electricity
47.4558,86.6274,46.7279,0,83.598,20.4853,0,283.764,0,electricity
50.8701,83.3137,17.0711,0,65.598,31.799,59.4558,107.054,0,electricity
38.1421,62.7696,6.82843,17.0711,84.1421,16.4853,69.5563,178.51,0,electricity
0,22,0,0,38.7279,0,0,25.6569,0,electricity
0,61.9411,13.6569,12.2426,126.083,0,0,143.196,0,electricity
0,16.7279,13.0711,0,143.64,0,0,150.167,0,electricity
0,61.8406,0,0,84.1421,0,0,86.5269,0,electricity
0,0,0,0,65.2132,0,0,31.3137,0,electricity
0,182.007,0,0,141.054,0,0,167.966,0,electricity
0,104.125,0,0,141.74,0,0,144.953,0,electricity
0,96.5685,0,0,131.255,0,0,166.024,0,electricity
0,161.539,0,39.3137,306.049,0,0,180.894,8.24264,electricity
0,113.983,0,86.8701,142.752,20.4853,0,164.309,4.82843,electricity
0,94.0833,0,0,140.225,0,0,121.539,0,electricity
0,66.669,73.3553,29.3137,98.0244,0,40.6274,114.125,73.7401,electricity
0,203.238,0,0,120.77,0,0,125.782,0,electricity
0,131.012,0,0,88.2843,0,0,192.309,0,electricity
74.4264,90.3848,0,0,88.8701,0,52.7696,122.853,60.2843,electricity
71.799,87.4558,66.8701,0,72.4264,30.6274,75.4558,95.7401,0,electricity
0,101.539,0,0,254.35,0,0,89.1127,0,electricity
105.154,103.196,103.841,0,78.4264,25.3137,73.1127,102.368,0,electricity
0,134.811,98.669,0,97.397,0,84.669,77.397,0,electricity
0,89.9411,13.6569,0,97.397,0,36.1421,70.1838,0,electricity
81.8406,155.841,26.0416,183.64,66.9706,125.924,105.497,93.2548,14.4853,fire-brigade
106.87,146.77,41.9411,130.184,66.3848,132.309,119.841,107.782,26.6274,fire-brigade
102.326,138.426,56.2843,86.2843,88.2843,81.0122,122.87,100.468,41.3553,fire-brigade
119.154,91.3553,78.468,84.1421,82.1421,206.309,137.841,99.6396,57.8406,fire-brigade
116.811,159.941,34.6274,85.799,108.042,133.539,119.154,98.2254,114.125,fire-brigade
127.154,59.8406,0,96.5269,55.3137,110.368,103.456,84.1421,94.468,fire-brigade
116.184,96.5685,20.7279,85.2132,53.799,128.267,62.7696,98.8112,0,fire-brigade
119.698,90.7696,28.9706,168.284,47.4558,271.161,174.912,88.2843,0,fire-brigade
118.184,104.024,0,110.284,45.799,154.51,142.527,98.3259,0,fire-brigade
113.213,87.4558,80.6274,169.113,37.6569,146.752,84.1421,87.2548,0,fire-brigade
162.811,92.4264,48.2843,86.6274,59.9411,129.782,140.326,98.2254,39.799,fire-brigade
158.77,190.77,61.9411,85.799,96.7696,83.8822,107.882,91.598,26.1421,fire-brigade
109.497,116.77,0,96.5269,86.6274,184.794,122.527,95.7401,89.9411,fire-brigade
112.267,0,0,98.1838,134.184,87.7401,138.326,91.598,57.6985,fire-brigade
161.355,130.184,87.2132,162.77,68.1421,153.137,139.74,66.3259,0,fire-brigade
69.5563,84.9706,96.8112,132.326,84.9706,108.853,28.2426,89.1127,24.9706,fire-brigade
137.556,89.9411,81.6396,89.1127,47.6569,200.25,141.497,0,0,fire-brigade
134.669,89.9411,92.1838,95.4558,71.6569,56.1838,67.799,99.8822,0,fire-brigade
133.497,95.7401,51.4558,97.4558,67.799,162.551,93.2548,95.7401,0,fire-brigade
123.154,114.184,43.4558,163.882,45.6569,135.095,76.4264,94.0833,0,fire-brigade
155.983,75.2548,0,268.368,92.5685,147.681,145.095,16.7279,0,fire-brigade
96.669,93.2548,48.9706,88.2843,46.2843,102.77,156.569,66.669,0,fire-brigade
185.095,88.2843,90.5269,93.3553,68.0833,56.6274,166.853,49.0122,0,fire-brigade
153.841,96.5269,76.7696,155.64,67.9828,139.681,157.196,53.4975,0,fire-brigade
145.841,125.698,137.598,81.6569,103.355,86.1249,96.5269,100.368,0,fire-brigade
75.3553,146.527,76.3259,89.6985,139.255,117.924,109.497,102.125,4.82843,fire-brigade
41.6985,58.2843,85.397,139.054,87.7401,99.2965,90.8701,115.095,3.41421,fire-brigade
69.0122,146.426,143.38,63.5563,90.4264,86.3675,81.3553,89.196,0,fire-brigade
101.983,97.1127,69.397,84.9706,112.426,97.0122,114.326,104.125,36.5269,fire-brigade
94.669,90.0416,85.7401,60.1421,85.799,86.4264,131.882,108.51,0,fire-brigade
164.61,133.882,44.6274,161.154,35.6985,108.368,112.225,83.0538,0,fire-brigade
116.912,91.598,20.4853,99.2132,55.2132,166.167,134.912,75.1543,0,fire-brigade
140.468,86.1249,0,136.083,44.6274,135.924,98.7107,69.2548,0,fire-brigade
252.049,94.0833,0,130.669,63.9411,170.652,178.652,52.7696,0,fire-brigade
115.698,98.2254,22.4853,148.912,83.5563,73.2548,136.225,63.7401,0,fire-brigade
134.669,96.5685,57.4558,92.7279,74.468,84.9533,82.4853,60.0833,0,fire-brigade
261.137,91.598,68.6274,102.527,30.8701,103.338,86.3848,94.6102,0,fire-brigade
89.4975,86.6274,162.811,168.284,91.196,79.2548,85.5563,33.4558,0,fire-brigade
138.527,94.9117,51.598,111.012,58.3259,75.9828,126.083,68.8112,0,fire-brigade
124.627,85.799,165.598,162.77,68.5685,60.3259,118.912,82.2254,0,fire-brigade
142.627,93.2548,42.6274,82.4853,51.3137,59.9411,83.3137,99.0538,8.82843,fire-brigade
148.368,73.1127,0,109.941,34.4853,114.024,276.066,89.397,0,fire-brigade
270.35,97.9828,28.4853,81.6569,85.3553,115.439,84.1421,100.61,0,fire-brigade
138.024,86.6274,120.971,101.113,54.669,68.2254,101.113,87.5391,0,fire-brigade
116.083,95.7401,41.799,86.6274,58.5269,70.5685,122.426,99.196,0,fire-brigade
101.113,99.8822,7.65685,87.4558,69.1543,123.095,213.865,50.4264,0,fire-brigade
141.497,89.9411,42.9706,80.8284,102.125,141.338,189.581,3.41421,0,fire-brigade
131.255,85.7401,0,89.0122,137.799,174.409,217.681,89.1543,0,fire-brigade
169.255,136.225,49.1127,99.1127,82.7107,51.6985,118.426,46.1838,0,fire-brigade
126.77,89.9411,139.882,160.669,86.468,134.024,149.054,44.7696,0,fire-brigade
63.5563,35.3137,90.5269,84.6274,54.1421,97.9828,58.1421,84.9706,64.4264,fire-brigade
109.941,65.4558,110.61,110.77,0,93.3553,153.012,92.4264,76.0833,fire-brigade
68.3848,129.154,31.4558,91.598,44.4853,114.51,103.841,87.4558,78.4264,fire-brigade
83.5563,122.953,4.82843,167.64,0,138.894,108.184,89.9411,61.799,fire-brigade
67.799,79.2548,0,113.941,10.4853,165.338,91.3553,85.799,16.8284,fire-brigade
