%1. Title : 
%
%2. Sources : 
%
%
%
@RELATION Imagette

@ATTRIBUTE  Mass_Center_Y_1 NUMERIC
@ATTRIBUTE  Mass_Center_Y_2 NUMERIC
@ATTRIBUTE  Mass_Center_Y_3 NUMERIC
@ATTRIBUTE  Mass_Center_Y_4 NUMERIC
@ATTRIBUTE  Mass_Center_Y_5 NUMERIC
@ATTRIBUTE  Mass_Center_Y_6 NUMERIC
@ATTRIBUTE  Mass_Center_Y_7 NUMERIC
@ATTRIBUTE  Mass_Center_Y_8 NUMERIC
@ATTRIBUTE  Mass_Center_Y_9 NUMERIC
@ATTRIBUTE Class  {accident, bomb, car, casualty, electricity, fire-brigade, fire, flood, gas, injury, paramedics, person police, road-block}

@DATA
40.6667,37.9405,40.5,19.4768,30.5163,30.031,0,2.08081,2.36905,car
36.7778,40.5,39.7778,23.6631,12.0839,21.4418,0,2.05556,1,car
0,39.2222,0,31.574,22.8208,28.6405,2.5,4.10926,3.15556,car
36.0089,37.6667,0,17.6272,12.4921,31.6179,6.63264,6.9291,5.62179,car
37.6768,26,0,18.5333,22.9456,19.6728,0,1.83333,6.45926,car
31.7222,0,39.3333,16.0192,34.5,31.2833,3.74802,9.62251,8.62037,car
23.7778,0,0,24.0467,19.7674,27.8724,4.5303,3.60185,3.2963,car
36.8316,0,19.8889,21.0223,39.0222,28.1006,0,4.00694,2.55556,car
26.8509,35.4514,0,15.21,18.8167,26.7173,0,0,1.75,car
33.8856,39.2381,0,29.6667,4.94574,26.9523,14.4715,5.46667,3.25,car
31.4933,35.2867,0,15.9035,18.1667,21.6504,11.5069,6.33333,3.70833,car
26.1006,37.5694,0,10,16.9815,24.6493,14.7949,13.7564,12.2037,car
34.2778,39.9167,0,28.4753,22.4772,29.3539,0,5.43687,3.33333,car
0,36.6364,0,19.3281,28.3137,24.0269,6.37831,5.41462,4.75,car
37.6667,0,19.6333,22.4868,22.9818,21.7019,0,1.86667,2.75,car
17.7222,38.5,0,30.8,19.4451,27.8348,3.87121,3.16667,2.41667,car
39.2667,0,20,30.0771,24.7074,21.7195,3.37121,4.74074,4.75084,car
38.3889,18.25,40,14.511,27.4455,23.3984,0,3.23016,1.5,car
39.1212,32.5106,0,27.516,20.7008,25.831,8.58249,6.90939,5.4946,car
33.7536,31.8333,19.5238,19.5381,35.3437,15.5982,4.74217,2.83148,9.15909,car
35.2763,35.25,39.7778,25.7868,25.1871,17.909,8.21515,4.71605,4.12222,car
35.9286,40,40.5,26.0888,26.4667,14.9923,4.47548,5.65055,4.75,car
34.1649,18.9259,25.9815,27.8664,22.1267,8.3369,7.85897,6.31631,6.4733,car
39.7778,0,0,14.3697,23.2519,22.3308,0,0,0,car
0,38.2024,0,21.6488,26.4873,18.9821,0.75,2.41358,3.5,car
40.3333,0,0,22.8392,18.5528,28.1371,0,1.16667,1,car
38.6111,0,0,23.9936,19.526,22.9266,0,1.66667,1.25,car
23.9018,37.5754,0,9.47619,7.4375,29.7156,14.6825,17.6158,15.7639,car
28.9147,38.6218,0,22.4333,22.4222,22.6659,12.9927,6.0065,4.56349,car
19.1667,0,0,16,17.0489,23.6731,0,3.66667,2.58333,car
37.3627,0,0,17.0353,18.4242,30.819,3.16667,5.24343,3.2381,car
35.1515,37.5,0,25.3972,22.86,25.5945,6.19444,2.82407,9.62153,car
0,11.5417,13.6049,7.05952,26.1526,7.83333,33.9699,11.8642,26.493,casualty
35.8333,2.16667,0,24.4486,33.8417,9,36.6444,13.6288,36.3772,casualty
0,16.7557,0,19.6,20.2115,15.7708,34.75,10.6637,28.5492,casualty
30,7.87078,0,21.6741,37.6006,24.0449,39.3333,13.5118,38.7619,casualty
25.1875,11.8815,0,33.5177,20.9469,28.1667,19.8926,13.9003,35.6267,casualty
26.0201,27.5,0,5,25.9078,0,13.3572,3.5,15.5608,casualty
30.9178,25.9208,5,9.04279,22.474,0,28.8452,6.75675,7.48016,casualty
38.125,0,37.5,11.9412,34.2154,12.001,37,13.639,27.3102,casualty
23.1553,0,0,8.6,25.8499,29.131,21.2444,5.27201,1.5,casualty
22.7714,0,33.3078,7.12745,30.8385,0,25.8681,6.925,8.33333,casualty
38.7778,6.55714,27.6222,3,20.7778,8.39141,30.5402,12.8747,37.7083,casualty
33.9915,10.2286,23.2614,5.5,20.1075,2,30.6429,12.0788,32.6201,casualty
14.75,18.669,31.3679,0,23.9206,5.59289,28.0206,7.54609,25.037,casualty
30.875,11.2379,31.1436,20.1261,30.7203,7.40667,22.8737,21.0429,0,casualty
0,12.2858,28.6667,0,22.1875,11.7063,29.98,11.4337,25.4444,casualty
0,0,0,12.7324,31.7999,13.1451,38.2667,15.6812,11.9099,casualty
36.9167,0,37.2,2.5,19.6314,8.89018,8.55556,4.5,0,casualty
0,0,14.2847,14.9495,32.5842,25.3873,31.6824,13.0333,1.5,casualty
32.1368,0,35.6905,7.5,25.731,14.7059,18.625,8.25,0,casualty
2.11111,2.33333,12.0506,15.8078,36.5886,20.23,25.0528,8.00494,4.72222,casualty
23.8047,4.62222,31.6548,24.8867,18.6357,7.62798,0,23.9091,0,casualty
0,11.7533,28.254,7.92143,21.9781,11.0047,28.25,18.4737,39.7778,casualty
16.5,11.1256,29.0348,25,24.2067,3.04762,32.1548,13.8577,0,casualty
31.7265,18.2035,31.3314,9,18.598,4.05556,16.5783,13.9166,37.3333,casualty
30.7857,18.8634,34.0357,4.83333,16.8798,0,14.9111,11.5343,37,casualty
9.43421,7.1441,0,24.7438,19.7829,11.5303,37.6204,9.80388,30.5,casualty
12.1667,4.22879,0,9.76512,29.6356,16.129,32.6236,9.3583,18.7536,casualty
16.1742,4.7619,36.672,7.50021,24.4814,10.5741,36.873,10.571,29.55,casualty
22.5,7.54286,20,19.3041,31.6724,12.8119,34.6236,11.9799,34.4394,casualty
18.1301,11.8241,38.2222,9.91957,21.86,9.75241,21.0044,11.0304,36.6218,casualty
26.3333,0,38.1905,10.3443,36.625,2.66667,24.5063,1.11111,0,casualty
0,0,7.14286,25.7583,36.625,26.4732,36,14.8858,22.6407,casualty
38.2222,33.25,13.8077,29.9558,26.6896,5,18.6351,11.9783,33.7269,casualty
24.5051,9.87037,25.2741,11.9861,28.9722,13.2451,23.1582,3.68611,12.2607,casualty
0,6,27.9444,24.0926,24.2654,5.5,12.0151,5.04135,18.4239,casualty
40.6667,9.04,30.9465,8,30.3424,9.43582,34.1062,13.4841,30.7703,casualty
18.1,13.8954,30.668,8.27778,22.6203,2.5,17.2172,14.7972,0,casualty
7.5,7.19963,26.0108,8.33333,26.9851,3.87843,28.0395,9.10396,0,casualty
24,9.4787,32.9375,22.4805,30.7473,5.42857,30.962,12.4696,0,casualty
22.2835,5.44213,26.3645,12,21.3142,6.75362,24.0927,11.4679,37.298,casualty
16.7026,12.3968,28.2317,15.6056,16.5597,2.26667,22.1377,16.5527,0,casualty
0,16.7814,24.7284,0,22.3946,7,28.6393,13.5406,34.2302,casualty
28.5,18.7131,0,20.9964,30.2526,23.3199,37.3782,12.8215,0,casualty
21,23.0833,21.0545,7.60119,23.6567,4.12255,32.0772,8.79213,22.8333,casualty
33.2127,9.14881,28.4982,28.541,30.9905,10.399,16.5098,14.8841,0,casualty
0,12.2808,21.8594,4,23.6133,2.26667,30.6304,8.98413,0,casualty
0,14.0178,34.4287,15,21.8418,5.87667,28.3169,8.27394,0,casualty
27.4,20.0779,38.3788,8.97619,12.2138,1.77778,17.5778,19.5421,0,casualty
14.5,10.6202,0,20,34.4207,7.94206,22.6061,13.074,0,casualty
15.8333,8.5295,37.2278,18.1752,27.1291,4,9.48016,8.16667,0,casualty
22.1096,0,19.25,13.1284,26.6797,16.7879,36.65,11.1557,34.2468,casualty
16.125,6.37821,38.0741,10.9333,25.2909,7.25,34.2892,11.7222,0,casualty
13.75,17.4789,37.8148,0,23.4192,1.25,37.9167,14.2668,34,casualty
15.4464,5.57753,0,16.2778,24.5044,14.7083,25.4259,16.393,0,casualty
12.5,7.63766,27.5152,9,28.6712,6.66071,38,13.6329,31.377,casualty
36.7778,7.5,0,22.0765,36.1482,25.4251,0,15.1162,22.131,casualty
26.7,9.5345,15.75,26.2893,32.1204,11.0774,31.1573,8.25427,26.4444,casualty
32.1905,12.8101,19.7778,14.4007,19.3506,5.12281,34.5261,8.38797,0,casualty
14.7633,4.51644,0,11.8565,25.8011,15.8466,35.5,13.2893,23.3778,casualty
0,10.3393,10.5833,0,26.1345,13.506,14.8942,9.79427,0,casualty
21.1736,2.81481,20.1296,20.0868,29.6673,25.125,23.2395,9.22036,4.02707,casualty
40,9.27161,0,17.5317,36.2106,22.9137,16.8646,10.1432,18.9667,casualty
0,12.3842,26.1667,0,18.7162,8.99185,25.0735,8.99625,0,casualty
30.9167,11.1667,36.8125,5.08283,30.6642,18.4356,0,8.7619,16.2222,casualty
28,10.0798,31.1254,24.0233,26.3343,7.95833,24.03,11.8815,38,casualty
25,14.8774,0,18.4589,28.0295,19.5889,33.803,11.7986,0,casualty
0,8.99968,9.38233,35.5052,23.6982,10.9861,18.9764,12.2179,0,casualty
0,9.37275,14.5,0,24.4415,10.4889,32.8096,12.6562,37.6905,casualty
29.6061,4.55556,0,9.43452,27.7698,15.7915,33.6232,11.2833,35.4603,casualty
23.2,10.1026,0,17.1111,33.4768,23.1667,33.2917,12.2632,32.5556,casualty
30.0572,26.4016,28.877,14.4151,18.5978,0,17.4706,5,16.2667,casualty
26.6344,0,33.0101,3.84848,20.126,17.4,18,3.51634,1.5,casualty
29.0317,0,18.0455,15.9805,19.2113,15.9545,0,26.966,7.52778,casualty
0,2.73333,21.509,10.9749,29.1422,19.9238,34,12.7105,0,casualty
40,21.2667,18.4886,18.2982,10.4343,3.70833,29.6709,8.2582,0,casualty
36.2424,0,32.0873,7.27778,25.2254,11.6667,28.1607,10.9988,0,casualty
18.2502,38.2381,37.6667,0,10.7839,15.2731,34.375,15.2158,0,casualty
19.3267,0,34.7436,5.5,22.21,13.4259,31.3311,10.7771,8.92593,casualty
15.2741,35.381,23.2479,0,16.9589,0,19.8092,0,23.8333,casualty
24.8148,0,13.9583,8.50587,24.7193,23,23.0741,4.06341,13.05,casualty
0,10.7844,0,16.5812,26.6741,4.3,36.2667,15.1886,0,casualty
0,21.7952,12.25,0,22.9481,5.4,36.1218,15.5321,0,casualty
0,13.9535,27.6667,0,22.9661,9.49705,33.6538,12.3411,32.5714,casualty
24,6.99786,0,26.3278,27.2638,8.93333,37.5947,13.7356,32,casualty
13.7633,13.5608,0,15.0809,27.2028,28.4,34.4643,10.4269,31.0167,casualty
20.9167,0,33,19.9798,27.1127,9.20196,30.8508,10.5802,0,casualty
21.75,0,24.05,8.41667,24.4826,20.75,18.1939,3.25,6.74768,casualty
14.6944,0,0,10.8787,26.4033,4.75,10.2744,0,0,casualty
25.5143,0,38,12.9933,32.0227,11.7407,24.4436,7.25354,11.0743,casualty
0,24.2684,0,8.72519,25.1773,0,9.59091,3,27.15,casualty
0,3.7037,38.5333,25.901,24.2659,6.69048,33.4471,8.82895,0,casualty
23,0,27.8736,6.64583,24.252,5.10025,0,20.4631,13.4929,casualty
12.4444,0,27.1717,15.8816,22.8389,3.48148,15.8539,8.25911,17.2917,casualty
38.537,29.9394,0,11.3141,22.0377,0,18.3152,4.32197,11.2222,casualty
7,0,28.0556,25.7843,25.0132,10.3442,19.235,10.9462,29.0681,casualty
25.0864,2.74074,0,4.01587,26.8066,10.2381,32.2167,11.6904,24.6667,casualty
23.7941,9.28575,0,14.7619,31.5956,19.3106,31.8768,10.791,31.7115,casualty
0,14.4673,18.7172,17.9694,26.9467,13.6425,30.4635,13.2919,30.8175,casualty
0,6.84453,24.2,30.5,28.1469,12.5152,38.125,14.1322,0,casualty
32,12.6538,11,6,28.5689,13.3873,31.7143,13.2909,0,casualty
0,6.0467,0,19.1501,20.8189,39,35.6274,15.0679,27.5463,casualty
15.3333,0,23.2761,14.7689,28.3354,9.17188,26.2692,9.74193,0,casualty
37.137,0,38.3333,15.8785,31.5234,25.1519,29.8077,12.5026,0,casualty
22.8889,7.46694,0,19.1558,25.8179,0,29.3364,5.58967,18.0777,casualty
0,0,29.4167,18.8218,20.665,4.25,13.7517,5.25152,9.66667,casualty
34.7418,38.6549,0,8.93228,26.1559,0,19.9127,3.81624,16.5034,casualty
28.3217,38,31.1717,13.9949,1,1.5,36.7292,17.3818,0,casualty
25.1326,27.3885,29.9876,11.502,32.6236,0,38.631,11.713,2.7619,casualty
0,0,35.4524,15.9708,20.1667,17.4628,35.7492,14.869,0,casualty
0,0,25.619,16.2296,10.2306,7.84833,0,35.0509,0,casualty
37.0056,0,31.3125,3.66667,21.3101,29.9703,26.8462,10.565,5.63203,casualty
23.0667,29.331,30.0426,16.4999,25.5432,2,9,8.87564,20.5476,casualty
27.0994,0,32.7006,25.037,22.9202,14.3909,15.5537,12.3869,0,casualty
0,0,32.2251,26.9783,15.1016,17.8736,32.5152,13.0014,13.1174,casualty
13.4074,0,11.881,13.8404,31.4366,25.9426,32.3111,8.58058,21.3264,casualty
0,0,35.5417,12.5692,26.7357,1.33333,13.8632,1.44444,17.3824,casualty
24.5752,35.7994,0,18.2703,14.9406,0,0,0,19.7406,casualty
28.5365,33.5105,0,16.8265,19.1725,0,8.64481,0,20.4708,casualty
30.9494,38.2222,30.1111,22.588,20.166,0,8.12667,2.75,11.3627,casualty
33.617,38.7407,23.619,5.91751,20.9032,27.4722,20.1667,5.43333,19.8875,casualty
30.2593,10.17,14.4254,4.81313,23.381,18.5567,37.6667,10.7356,20.5696,casualty
34.5774,16.5444,29.9786,9.95969,23.8813,18.9034,37.75,12.0821,25.0625,casualty
23,7.82479,13.5,16.1423,28.6913,12.5102,31.5476,12.9352,32.919,casualty
15.4219,4.62821,23.2753,17.566,30.6341,15.9321,34.25,11.1611,30.25,casualty
37.7619,17.0017,22.4515,0,20.5168,8.96022,24.9737,18.65,0,casualty
26.6,9.29136,25.381,13.7253,30.3326,24.3064,39.2667,16.7539,13.8977,casualty
0,12.1005,19.1607,19.5114,24.2278,2.87037,37.6667,14.6381,14.5,casualty
12.3,12.6519,31.6667,8.44386,24.801,22.4603,36.0833,13.2047,28.25,casualty
14.75,6.71861,24.925,12.7452,27.897,16.6642,36.5,13.7211,32.4167,casualty
15.5,15.9167,31.4429,9,27.8793,22.4528,33.1333,16.6467,40,casualty
39.5,17.7695,0,19.5,23.875,13.8,21.1667,22.8933,14.5,electricity
0,14.7519,0,0,21.4292,0,0,16.9237,0,electricity
0,8.33333,0,0,28.8782,0,19.5,26.3988,14.2407,electricity
0,10.175,0,0,13.8471,0,0,23.6292,0,electricity
35.5,12.9099,40.5,18.2333,17.7429,5,0,17.4334,0,electricity
3.73148,22.0127,32.5362,0,11.869,0,14.6667,31.5298,0,electricity
0,17.6988,0,0,15.8027,0,0,23.8556,0,electricity
0,26.2444,0,0,14.7253,0,0,26.3783,0,electricity
33.7333,21.825,0,0,12.5374,0,0,17.1501,15.3333,electricity
5.86667,18.8125,17.4902,0,37.5,0,0,21.3868,11.3816,electricity
0,20.5017,0,27.5028,1,36.9667,0,23.4794,0,electricity
0,18.58,40.4444,0,17.2037,6,37.3704,18.828,0,electricity
0,21.0658,40.4444,0,17.5195,5,21.0667,20.6995,0,electricity
0,18,37.4912,0,19.3856,6.19259,35.4,23.6913,0,electricity
0,21.9659,0,11.9269,17.3142,10.9722,30.6771,26.0459,0,electricity
0,20.7402,0,0,28.953,0,0,26.6771,0,electricity
0,14.4437,0,0,30.6275,0,0,22.7749,0,electricity
0,16.2583,0,0,17.7822,0,0,15.0257,0,electricity
0,20.4545,0,0,18.4524,0,38.2778,22.0585,3.75,electricity
0,16.0602,0,0,24.5595,0,0,22.5961,0,electricity
38,11.0153,0,10.963,24.137,0,0,23.489,7.4902,electricity
0,11.4583,0,0,19.75,0,0,23.3037,0,electricity
35,11,0,15.4444,20.6049,31.6389,29,16.5689,0,electricity
0,13.0311,0,0,23.0361,0,0,19.474,0,electricity
0,8.85623,0,0,22.9167,0,0,28.5564,0,electricity
0,14.5,0,0,19.6771,0,0,25.0556,0,electricity
0,14.7667,0,0,18.945,0,0,23.8033,0,electricity
0,27.3235,39.3333,0,17.2445,0,0,20.4186,0,electricity
0,21.8484,29.7778,0,17.3696,0,26.8889,20.7526,0,electricity
0,17.3636,38,0,14.9583,0,17.3333,25.008,0,electricity
36,16.1915,0,7.75,25.2197,0,0,20.9282,23.8333,electricity
35.947,38.8796,0,0,30.0062,33.9679,29.0455,19.7958,6.25575,electricity
12.8333,0,0,22.862,25.1875,35.0395,26.1918,21.1882,13.5348,electricity
21.6833,0,0,4.72222,13.6,21.6587,34.25,18.5291,5,electricity
16.1667,0,0,31.8889,32.3472,0,30.5,31.0907,19.8327,electricity
0,35.0351,0,0,14.3899,0,0,28.4979,0,electricity
4.58333,21.3765,17.5238,0,4.48205,0,0,32.2894,0,electricity
0,13.4611,0,0,22.3668,0,0,34.6872,0,electricity
0,3.85397,40.5,5.66667,11.8601,2.55556,19,31.2859,17.3667,electricity
9.72222,17.6889,20.3623,0,0,0,0,24.0893,28,electricity
0,18.782,0,0,28.5278,0,25.7143,31.4079,25.7403,electricity
0,11.9039,0,16.6204,28.4459,0,35.8667,34.1157,25.3667,electricity
34.875,8.54818,0,8.2037,18.2143,0,0,21.2638,32.15,electricity
0,18.4905,0,0,23.8952,0,0,26.8631,21.6667,electricity
0,21.5948,2,0,29.3955,0,30.1333,28.7519,22.4127,electricity
33.75,9.61116,0,7.70513,27.8956,36.5417,34.2778,16.477,0,electricity
0,21.8418,0,0,22.7871,0,35.3333,17.356,11.7778,electricity
0,11.2387,0,0,12.854,0,0,19.0935,0,electricity
0,22.6446,0,0,13.1875,0,0,20.1017,0,electricity
14.5,13.0667,0,32.7381,29.4212,18.4306,9,22.4234,23.75,electricity
23.7333,10.1667,32.5333,0,0,0,0,21.2894,26.1743,electricity
21.6667,0,0,0,15.4917,4,0,28.139,0,electricity
35.3333,20.25,38.5,0,13.9524,1.77778,13.7576,30.6417,0,electricity
6.22222,22.8067,18.0909,0,2.55556,0,0,26.8222,25,electricity
0,0,0,0,15.7542,7.5,0,27.0745,0,electricity
0,4.33333,0,0,0,0,11.5,26.7034,0,electricity
21.2222,21.1667,19,0,8.66667,0,0,30.3808,0,electricity
0,17.5,17.615,0,0,0,11.6786,25.4691,5.66667,electricity
10.8889,15.5833,9.59524,0,0,0,19.9,25.2953,0,electricity
0,21.9712,11.3704,0,0,0,26.5071,27.0013,13.1111,electricity
0,5.91667,0,17,18.6635,15.8667,0,22.4209,0,electricity
0,20.0833,0,15,13.3353,0,0,22.2309,0,electricity
22.2702,25.755,7.78205,0,19.1875,0,10.5952,18.415,0,electricity
0,2.66667,0,0,10.1026,0,0,25.2552,0,electricity
0,21.6201,22.4058,0,6.35185,0,17.1458,28.0097,0,electricity
30.7,5.48635,0,2,7.65491,0,19.4286,22.5911,14.25,electricity
0,9.43231,0,0,16.3322,0,23,21.4842,13.0333,electricity
12.25,0,0,10.6355,21.5143,40,0,24.2178,9.07598,electricity
28.7222,9.45118,0,14.8783,21.5143,40.4444,16,24.4148,5.01852,electricity
0,15.0214,0,0,17.325,0,0,23.1793,5,electricity
0,0,0,0,9.22222,0,0,39,0,electricity
0,4.68214,0,0,0,0,0,28.2,0,electricity
0,7,0,0,18.2222,0,0,35.2167,0,electricity
0,24.4562,10,0,0,0,0,20.5521,0,electricity
0,6.61632,0,0,0,36.5,25.7619,26.9764,9,electricity
39.4444,16.7042,0,10.1111,20.4633,4,0,26.9862,0,electricity
0,13.3816,0,0,20.396,0,0,24.6382,0,electricity
37.8333,30.7044,28.3889,1.66667,8.875,0,13.2619,22.0934,0,electricity
0,8.3,0,0,8.91972,0,23,22.7439,0,electricity
0,23.9368,0,0,25.3333,0,0,14.4578,0,electricity
0,19.4754,0,17.0926,35.2593,0,0,27.7802,20.0889,electricity
0,19.6154,0,0,17.3869,0,0,22.6944,30,electricity
36,17.3915,0,20.2302,21.7698,0,0,17.9043,12.2857,electricity
0,23.6887,0,0,24.1667,0,0,29.9272,0,electricity
0,19.5319,0,18.1704,32.1494,0,0,15.5833,24.7944,electricity
0,8.19701,0,0,18.9955,39.4444,13,24.3478,0,electricity
0,12.3651,0,0,29.6429,23.7778,16.1296,13.0482,0,electricity
35,15.2355,0,7,21.7333,0,24.6944,21.9775,5.66667,electricity
0,13.067,0,0,17.3066,0,37,15.7223,0,electricity
0,17.976,0,0,27.3695,0,35.9,18.1698,9.45098,electricity
0,12.0055,0,0,23.5118,0,36,19.991,23.2222,electricity
0,13.2719,0,0,19.9524,0,25.8889,24.2474,0,electricity
0,14.2624,0,0,19.7235,20,36.6652,17.9543,4.75,electricity
0,19.845,0,0,21.7179,0,33.7008,19.478,6,electricity
0,10.8095,0,0,21.8761,19.5,31.0808,17.0479,5.30952,electricity
0,3.61905,0,8.46296,17.725,9.17544,0,12.5588,0,electricity
14.9053,0,17.3135,19,22.0369,0,28,21.0483,0,electricity
23.5363,2.01515,31.8889,0,28.1778,0,0,23.4964,0,electricity
30.1967,5.19771,19.8889,0,18.8048,5.25,28.8333,28.694,0,electricity
30,12.9375,0,3.94444,12.1152,4.5,6.5,17.5407,0,electricity
0,0,0,0,20.2222,0,0,36.4324,0,electricity
0,17.4364,36,5.66667,12.3027,0,0,35.7244,0,electricity
0,38.2963,36.7778,0,14.8298,0,0,25.8951,0,electricity
0,19.8549,0,0,2.26154,0,0,18.3725,0,electricity
0,0,0,0,14.9167,0,0,25.1755,0,electricity
0,12.2827,0,0,21.4716,0,0,24.9702,0,electricity
0,18.8436,0,0,24.8636,0,0,20.7428,0,electricity
0,18.0965,0,0,15.8889,0,0,26.0247,0,electricity
0,10.1032,0,0,7.44282,0,0,29.6467,3.66667,electricity
0,15.0596,0,21.9444,17.0128,37.3333,0,22.4966,2,electricity
0,8.36667,0,0,7.58654,0,0,32.5115,0,electricity
0,8.58908,27.7563,0,22.6738,0,8.5,18.3054,25.6204,electricity
0,18.6096,0,0,7.20833,0,0,32.1953,0,electricity
0,20.3399,0,0,15,0,0,24.4559,0,electricity
27.5825,26.4167,0,0,1.5,0,13.5,29.8469,12.35,electricity
16.6144,0,32.0594,0,26.9857,5.00794,10.1667,26.3167,0,electricity
0,35.8,0,0,11.3588,0,0,30.4444,0,electricity
18.8487,15.25,18.4006,0,28.4696,10,30.1111,26.8247,0,electricity
0,19.8667,24.2947,0,25.786,0,24.375,27.5306,0,electricity
0,14.8402,29,0,11.7565,0,24.75,24.5539,0,electricity
32.1009,13.8504,37.4978,8.42857,11.75,21.3376,8.24008,10.3545,3,fire-brigade
13.7625,19.7923,34.1283,11.7282,0,17.2753,19.7365,23.8434,4.25,fire-brigade
17.6207,11.4038,22.975,6.3125,5.83333,14.8582,25.3556,18.6803,6.12667,fire-brigade
18.7787,8.27856,27.1716,8.2,0,26.864,22.9819,26.0375,7.50333,fire-brigade
14.5318,22.7943,35.0238,3,4.2963,24.2381,17.5267,26.875,8.63513,fire-brigade
19.8877,34.6063,0,3.51299,12.6278,31.1242,10.1905,0,9.56818,fire-brigade
20.8855,27.7833,19.3704,13.0952,2.25,18.2493,15.2958,16.5163,0,fire-brigade
14.6111,30.9722,39.6667,11.0694,1.5,18.6771,6.77778,16,0,fire-brigade
18.9276,27.75,0,7.26296,7.93111,22.4442,14.0556,15.8466,0,fire-brigade
31.5972,6.125,40,26.1111,8.25,20.2438,0,7.35,0,fire-brigade
19.2471,29.3321,37.5,7.84691,25,23.4751,23.6703,15.8467,2.97222,fire-brigade
15.1749,13,28.5312,10.9074,18.6237,11.75,23.2174,14.3131,10,fire-brigade
17.8566,20.6644,0,7.13333,10.321,13.4268,29.9978,19.9675,15.5,fire-brigade
24.2821,0,0,17.6904,21.2333,34.7635,27.1601,22.3333,4.57116,fire-brigade
17.2465,9.4359,11.2222,3.625,18.0714,16.9444,26.0161,8.87613,0,fire-brigade
22.2963,0,23.6054,12.9439,0,22.7799,12.3278,6.83333,3,fire-brigade
20.8444,26.0456,30.9979,23.1111,10.75,11.2683,25.2156,0,0,fire-brigade
22.3905,11.5,34.6111,27.1875,0,10.2208,17.5926,15.9163,0,fire-brigade
24.9991,15.6065,37.55,19.7619,15.5,10.5833,21.9833,15,0,fire-brigade
26.8768,18.1187,37.4792,19.9056,0,12.5355,14.3795,10.0136,0,fire-brigade
14.3098,36.2427,0,5.90278,15.0577,19.2044,13.4352,1.62963,0,fire-brigade
22.9439,16.9286,39,10.0101,15.2111,15.7321,17.5066,8.12626,0,fire-brigade
12.2194,19.1389,19.381,15.8593,22.1071,24.25,26.966,6.75389,0,fire-brigade
17.1417,10.2222,37.0357,6.44074,18.9344,7.12644,29.3561,8.50062,0,fire-brigade
5.00114,11.9192,33.5972,3.41667,17.9099,12.2519,24.9756,12.9544,0,fire-brigade
23.7287,10.75,32.8011,14.787,18.4444,18.0353,14.4267,14.3959,1.5,fire-brigade
36.0873,17,34.75,21,18.2396,13.3032,12.9141,14.6968,1.33333,fire-brigade
18.5896,8.16667,29.6352,15.1407,21.1083,11.3453,23.6321,14.037,0,fire-brigade
12.8636,21.0987,15.3889,0,24.0137,28.8873,29.0521,17.3592,4.87681,fire-brigade
8.55507,26.5889,21.2759,7.75,21.5794,25.6009,36.4,11.4381,0,fire-brigade
15.3681,28.4181,38.375,12.6409,24.9967,11.7597,24.989,11.2428,0,fire-brigade
13.1298,34.25,40.5,9.30295,22.8056,18.0903,21.3417,8.8988,0,fire-brigade
8.55556,29.7481,0,6.3869,15.334,24.3456,20.8057,8.39604,0,fire-brigade
17.5285,33.9848,0,5.31345,17.3456,19.1292,18.1417,6.12778,0,fire-brigade
17.79,29.9333,39.5,8.02778,17.6806,6.5625,25.76,10.7844,0,fire-brigade
9.62222,25.1296,38.5,7.8,18.114,4.25817,14.4303,10.9932,0,fire-brigade
15.4075,27.8889,20.25,12.4943,24.3716,13.2144,31.7555,15.348,0,fire-brigade
13.9457,10.7408,29.9804,7.47222,15.5751,8.47222,34.2704,6.5,0,fire-brigade
21.7889,23.9154,35.25,4.92222,15.6162,12.8714,35.5448,12.1165,0,fire-brigade
18.7847,6.7,28.1944,12.5556,29.2394,8.62613,36.7994,14.9182,0,fire-brigade
9.18804,21.8664,38.95,1.25,0,25.2696,16.1883,7.91912,1.5,fire-brigade
15.512,35.2,0,10.6624,9.35714,10.1073,25.7797,10.5,0,fire-brigade
9.00546,26.5572,0,6.39744,20.833,11.1363,13.0794,14.3003,0,fire-brigade
13.7533,12.25,30.4454,11.4691,26.7789,10.9607,29.9019,16.3007,0,fire-brigade
15.1528,22.2226,19,0,15.5864,19.4918,16.9406,14.3432,0,fire-brigade
8.23704,31.416,40.5,17.2206,17.958,14.2778,16.8481,7.37719,0,fire-brigade
16.9464,26.4405,19.0833,14.594,24.6914,10.4902,17.1996,1.33333,0,fire-brigade
11.4214,33,0,13.7134,14.9583,22.8654,30.736,9.85129,0,fire-brigade
5.52833,13.3622,37.4167,1.89583,13.4457,8.52646,24.5991,5.93004,0,fire-brigade
22.0403,12.4074,21.8,6.18627,20.316,10.8333,29.1038,7.42906,0,fire-brigade
24.369,19.5417,35.6905,11.7407,0,30.8015,10.1222,0,6.58333,fire-brigade
29.328,10.4861,25.3749,21.5278,0,37.0556,30.4119,25.1429,6.67619,fire-brigade
23.9556,18.38,37.75,16.0333,0,21.5346,17.0485,21.75,4.91667,fire-brigade
32.9333,28.5354,40.5,20.8741,0,25.4734,14.486,0,1.5,fire-brigade
32.3067,11.463,0,13.2702,2.5,22.2701,14.0154,0,0,fire-brigade
9.12593,15.4821,23.9792,5.55556,7.27778,20.8612,6.22222,19,7.5,fire-brigade
34.5,24.8571,24.5806,14.2514,0,27.3391,29.4312,25.2724,6.026,fire-brigade
