%1. Title : 
%
%2. Sources : 
%
%
%
@RELATION Imagette

@ATTRIBUTE  Black_Pixel_0 NUMERIC
@ATTRIBUTE  Mass_Center_X_0 NUMERIC
@ATTRIBUTE  Mass_Center_Y_0 NUMERIC
@ATTRIBUTE  Black_Pixel_1 NUMERIC
@ATTRIBUTE  Mass_Center_X_1 NUMERIC
@ATTRIBUTE  Mass_Center_Y_1 NUMERIC
@ATTRIBUTE  Black_Pixel_2 NUMERIC
@ATTRIBUTE  Mass_Center_X_2 NUMERIC
@ATTRIBUTE  Mass_Center_Y_2 NUMERIC
@ATTRIBUTE  Black_Pixel_3 NUMERIC
@ATTRIBUTE  Mass_Center_X_3 NUMERIC
@ATTRIBUTE  Mass_Center_Y_3 NUMERIC
@ATTRIBUTE  Black_Pixel_4 NUMERIC
@ATTRIBUTE  Mass_Center_X_4 NUMERIC
@ATTRIBUTE  Mass_Center_Y_4 NUMERIC
@ATTRIBUTE  Black_Pixel_5 NUMERIC
@ATTRIBUTE  Mass_Center_X_5 NUMERIC
@ATTRIBUTE  Mass_Center_Y_5 NUMERIC
@ATTRIBUTE  Black_Pixel_6 NUMERIC
@ATTRIBUTE  Mass_Center_X_6 NUMERIC
@ATTRIBUTE  Mass_Center_Y_6 NUMERIC
@ATTRIBUTE  Black_Pixel_7 NUMERIC
@ATTRIBUTE  Mass_Center_X_7 NUMERIC
@ATTRIBUTE  Mass_Center_Y_7 NUMERIC
@ATTRIBUTE  Black_Pixel_8 NUMERIC
@ATTRIBUTE  Mass_Center_X_8 NUMERIC
@ATTRIBUTE  Mass_Center_Y_8 NUMERIC
@ATTRIBUTE Class  {accident, bomb, car, casualty, electricity, fire-brigade, fire, flood, gas, injury, paramedics, person police, road-block}

@DATA
0.0531401,0.880453,0.714171,0.18744,0.109233,0.226958,0.122705,0.414815,0.427536,0.108213,0.570514,0.470246,0.0115942,0,0,0.0898551,0.316667,0.391304,0.332367,0.371587,0.520009,0.29372,0.360126,0.651471,0.337198,0.594832,0.585701,car
0.0164512,0.932432,0.826087,0.211516,0.414719,0.424223,0.00940071,0.036036,0.898551,0.188014,0.741238,0.671722,0.19624,0.683999,0.708543,0.359577,0.272739,0.39804,0.209166,0.659359,0.561031,0.321974,0.360771,0.332148,0.123384,0.50228,0.380551,car
0.106371,0.3974,0.339231,0.153711,0.387006,0.390805,0.0911748,0.293785,0.436782,0.0689655,0.319209,0.543103,0.0163647,0,0,0.0777323,0.634573,0.305715,0.1128,0.0766821,0.168234,0.237288,0.440448,0.442832,0.167154,0.471092,0.490262,car
0.168485,0.513333,0.356191,0.137576,0.0636364,0.6,0.0666667,0.312879,0.831944,0.0230303,0.0454545,0.15,0.178182,0,0,0.0939394,0.615929,0.52479,0.141818,0.815152,0.280556,0.18,0.244,0.434963,0.119394,0.470707,0.0444444,car
0.152557,0.327575,0.297852,0.196649,0,0,0.0458554,0.10073,0.808442,0.0793651,0.275426,0.488057,0.0564374,0,0,0.0970018,0.314815,0.47619,0.191358,0.47588,0.506614,0.209877,0.445707,0.725469,0.214286,0.43888,0.283376,car
0.162465,0.393869,0.185941,0.142157,0,0,0.0854342,0.23909,0.559283,0.118347,0.636632,0.662698,0.012605,0,0,0.0980392,0.525109,0.558401,0.19888,0.681123,0.368394,0.187675,0.847174,0.727591,0.161064,0.456536,0.258929,car
0.137493,0.306922,0.528802,0.121629,0.467213,0.0241935,0.0724484,0.151639,0.541171,0.035431,0.112781,0.213859,0.0121629,0,0,0.102062,0.365437,0.665968,0.131148,0.836196,0.601126,0.198837,0.426989,0.468301,0.151772,0.484485,0.229911,car
0.12388,0.126379,0.319414,0.100192,0,0,0.0857875,0.498325,0.629816,0.0476953,0.128065,0.624579,0.0428937,0,0,0.0457746,0.825033,0.267368,0.116517,0.716569,0.338033,0.112996,0.5857,0.496654,0.146607,0.283705,0.39213,car
0.126578,0.106563,0.352332,0.0940199,0,0,0.114618,0.649657,0.520554,0.00830565,0,0,0.045515,0,0,0.00531561,0.960317,0.0413437,0.0940199,0.782512,0.401634,0.134884,0.15623,0.475549,0.142525,0.205595,0.470692,car
0.119643,0.125746,0.353877,0.1025,0,0,0.0810714,0.531634,0.705499,0.0392857,0.0404762,0.270833,0.0025,0,0,0.0592857,0.812485,0.361543,0.155,0.593617,0.30107,0.174643,0.367038,0.465105,0.126071,0.220181,0.362654,car
0.14344,0.155734,0.330326,0.101557,0,0,0.0937732,0.514927,0.615227,0.0129726,0,0,0,0,0,0.044848,0.852113,0.282895,0.155671,0.311593,0.474575,0.168273,0.53183,0.621606,0.136027,0.101831,0.349245,car
0.130567,0.126587,0.355022,0.109631,0,0,0.0928816,0.452601,0.546942,0.0441568,0.356338,0.667568,0.100495,0,0,0.0776551,0.769074,0.540668,0.153788,0.628751,0.24608,0.127903,0.427845,0.352317,0.142368,0.421132,0.384306,car
0.073443,0.811433,0.653243,0.122797,0.0818511,0.177979,0.175676,0.610407,0.234234,0.108696,0.382373,0.470053,0.0123384,0,0,0.0857814,0.469807,0.385886,0.203878,0.408845,0.407,0.235605,0.328844,0.450412,0.153937,0.281666,0.328564,car
0.0753247,0.786961,0.646609,0.135065,0.0871212,0.125397,0.169481,0.823413,0.421995,0.119481,0.348684,0.481955,0.0558442,0,0,0.0993506,0.886364,0.9,0.201948,0.57213,0.408188,0.254545,0.167449,0.311954,0.283117,0.272726,0.44393,car
0.127083,0.798565,0.265599,0.129167,0,0,0.180556,0.8375,0.45,0.167361,0.182757,0.538637,0.00486111,0,0,0.104861,0.896991,0.851337,0.108333,0.373864,0.369108,0.208333,0.108601,0.304646,0.215278,0.481984,0.45149,car
0.127131,0.504096,0.486466,0.149858,0,0,0.220881,0.858225,0.255952,0.232244,0.202273,0.286458,0.149858,0,0,0.166903,0.645558,0.723059,0.0369318,0.943182,0.59375,0.178267,0.354699,0.692802,0.0909091,0.17528,0.385107,car
0.110801,0.584144,0.510734,0.133798,0,0,0.18885,0.805459,0.391156,0.170732,0.181296,0.350811,0.015331,0,0,0.124739,0,0,0.18885,0.63184,0.412536,0.238328,0.426535,0.511744,0.131707,0.520729,0.279554,car
0.0990712,0.204678,0.772549,0.125903,0.668843,0.344662,0.108359,0.347134,0.486334,0.111455,0.582418,0.583411,0.0686275,0.341905,0.803201,0.21001,0.42979,0.571715,0.181115,0.293869,0.275716,0.254902,0.501443,0.260732,0.19969,0.396658,0.336528,car
0.0970745,0.709795,0.571211,0.121676,0.203349,0.11794,0.113032,0.563931,0.597619,0.140957,0.483057,0.37282,0.0924202,0.536872,0.636448,0.178191,0.509527,0.584132,0.211436,0.407881,0.378906,0.27992,0.517746,0.341787,0.205452,0.583631,0.321161,car
0.0677083,0.767567,0.58992,0.103423,0.149388,0.169564,0.0751488,0.705729,0.846491,0.0740327,0.73542,0.638727,0.0840774,0.0594522,0.775426,0.115327,0.558557,0.582053,0.0967262,0.714965,0.249524,0.174107,0.334013,0.250924,0.183408,0.347838,0.340116,car
0.0750751,0.761111,0.544543,0.111111,0.159672,0.44586,0.106392,0.905864,0.80274,0.100815,0.627959,0.558022,0.100815,0.347844,0.637504,0.0978121,0.574785,0.640055,0.0879451,0.841844,0.316419,0.245388,0.531202,0.320302,0.114543,0.18546,0.322936,car
0.0404762,0.863731,0.806314,0.144643,0.357122,0.46356,0.0345238,0,0,0.2,0.572962,0.527434,0.133929,0.566799,0.415556,0.269048,0.35746,0.516272,0.213095,0.635172,0.2708,0.305952,0.346033,0.283083,0.105357,0.538928,0.484117,car
0.138009,0.291041,0.336165,0.168175,0.558824,0.544872,0.0754148,0.217865,0.438034,0.0723982,0.170232,0.466783,0.0248869,0.25236,0.841524,0.139517,0.408533,0.668499,0.159125,0.743453,0.513944,0.201357,0.301592,0.306049,0.21267,0.224976,0.365806,car
0.183511,0.195014,0.38165,0.176418,0,0,0.156028,0.576292,0.607738,0.0558511,0.113593,0.307176,0.00620567,0,0,0.116135,0.796595,0.619843,0.204787,0.825241,0.291311,0.227837,0.258836,0.335822,0.289007,0.298517,0.293218,car
0.123856,0.621088,0.323755,0.156228,0.466958,0.509031,0.0935961,0.302721,0.41954,0.0492611,0.358844,0.232759,0.217452,0,0,0.0907811,0.714966,0.703448,0.140042,0.599773,0.312261,0.210415,0.17941,0.218467,0.26601,0.213423,0.387376,car
0.115903,0.740328,0.411015,0.193172,0,0,0.132075,0.256909,0.344396,0.0691824,0.525,0.420238,0,0,0,0.0952381,0.601449,0.548568,0.216532,0.613432,0.375986,0.267745,0.318746,0.483686,0.238095,0.527588,0.542036,car
0.133929,0.580357,0.476852,0.179315,0,0,0.103423,0.380055,0.688933,0.077381,0.351161,0.514027,0.00520833,0,0,0.09375,0.57122,0.626511,0.14881,0.510417,0.782986,0.270833,0.359138,0.374724,0.21503,0.489498,0.30749,car
0.178449,0.383473,0.466845,0.13315,0,0,0.188058,0.794936,0.543862,0.109815,0.0647163,0.220833,0.13315,0,0,0.1407,0.533333,0.69086,0.163349,0.499697,0.39523,0.207275,0.554084,0.693351,0.0288264,0,0,car
0.0858586,0.798295,0.353202,0.127525,0.594697,0.361883,0.132576,0.807025,0.842508,0.0997475,0.320856,0.472603,0.159091,0,0,0.0972222,0.504209,0.504115,0.182449,0.395515,0.359671,0.231061,0.421131,0.437553,0.0713384,0.0810606,0.206746,car
0.10826,0.473404,0.394079,0.11577,0,0,0.158323,0.516348,0.457942,0.0738423,0.136407,0.310131,0.020025,0,0,0.071965,0.219858,0.374183,0.189612,0.554043,0.441721,0.180225,0.393116,0.452435,0.00938673,0.0330969,0.581699,car
0.0473214,0.88125,0.794643,0.159821,0.128419,0.482357,0.196429,0.302778,0.103175,0.180357,0.562423,0.40323,0.0642857,0,0,0.103571,0.71875,0.866071,0.149107,0.670153,0.408566,0.283929,0.38937,0.461814,0.242857,0.168177,0.23168,car
0.0977444,0.785088,0.596032,0.144361,0.166135,0.209235,0.166917,0.731644,0.392945,0.203759,0.388103,0.380116,0.127068,0,0,0.141353,0.798977,0.585913,0.133083,0.589553,0.616383,0.184962,0.417294,0.576362,0.123308,0.174425,0.329799,car
0.0725,0.741257,0.547359,0.129167,0.129167,0.0851852,0.173333,0.733135,0.274074,0.0933333,0.270655,0.408889,0.105833,0,0,0.165,0.578323,0.376058,0.241667,0.516403,0.366713,0.2125,0.303258,0.321064,0.135,0.166667,0.0931217,car
0.0967988,0.753191,0.475007,0.128811,0,0,0.157774,0.592141,0.225694,0.10747,0.294899,0.460181,0.185213,0,0,0.139482,0.566783,0.524058,0.211128,0.429641,0.507639,0.262195,0.362533,0.309365,0.103659,0,0,car
0.152632,0.169396,0.267284,0.153801,0.937232,0.61963,0.0269006,0.0367934,0.327778,0.080117,0.127239,0.372134,0.119883,0.608354,0.436508,0.00233918,0,0,0.24269,0.530404,0.436709,0.126901,0.336095,0.454475,0.0245614,0,0,car
0.0882353,0.713128,0.438052,0.120098,0,0,0.126225,0.568673,0.788671,0.0851716,0.259115,0.450368,0.0796569,0.239583,0.433824,0.159926,0.466048,0.406294,0.198529,0.493267,0.480872,0.167892,0.405507,0.340717,0.0759804,0.209827,0.246478,car
0.107302,0.629383,0.613651,0.118095,0,0,0.192381,0.373332,0.287744,0.100317,0.225533,0.356566,0.00761905,0,0,0.0901587,0.455291,0.85034,0.226667,0.365758,0.456459,0.286349,0.259882,0.376251,0.101587,0.243547,0.406638,car
0.0698144,0.708021,0.548448,0.0940274,0,0,0.129136,0.241055,0.0343915,0.0698144,0.275424,0.479943,0.00282486,0,0,0.104116,0.0262712,0.178571,0.157789,0.521179,0.317082,0.217111,0.332389,0.416638,0.17272,0.397055,0.264899,car
0.0518272,0.825963,0.759653,0.13887,0.457364,0.344552,0.0976744,0.256977,0.744286,0.183389,0.437145,0.63261,0.140199,0.478388,0.52677,0.287043,0.460293,0.682593,0.186047,0.560602,0.538067,0.263787,0.496067,0.404867,0.113621,0.450258,0.403968,car
0.0301464,0.447674,0.403704,0.156761,0.175692,0.372905,0.16882,0.650646,0.486008,0.178295,0.436262,0.67185,0.190353,0.354528,0.784736,0.279931,0.203876,0.396296,0.190353,0.594878,0.310295,0.306632,0.561531,0.560442,0.260982,0.49753,0.613153,car
0.00654762,0.933862,0.930556,0.155357,0.499258,0.352957,0.125,0.636772,0.568889,0.207738,0.688433,0.604548,0.0952381,0.513757,0.875754,0.173214,0.134921,0.432292,0.121429,0.731692,0.363521,0.260714,0.445729,0.220354,0.224405,0.536852,0.453562,car
0.00137363,0.955128,0.944444,0.142399,0.49637,0.387557,0.102106,0.552855,0.718574,0.119505,0.552277,0.578808,0.172161,0.517247,0.85446,0.131868,0.449622,0.650378,0.137821,0.76377,0.354733,0.279304,0.476133,0.544319,0.157509,0.389408,0.440632,car
0.0797909,0.704087,0.532696,0.106969,0.0904762,0.146341,0.109756,0.835529,0.426196,0.234843,0.410429,0.476058,0.172822,0.370405,0.607776,0.113589,0.313134,0.438376,0.123345,0.2693,0.36229,0.113937,0.482376,0.513431,0.152613,0.608139,0.237266,car
0.0958434,0.569947,0.506082,0.108554,0,0,0.110615,0.762106,0.363705,0.117485,0.547788,0.617994,0.111989,0.402512,0.666126,0.0900034,0.143056,0.526258,0.119203,0.657282,0.334106,0.145998,0.509945,0.430772,0.137066,0.322018,0.274377,car
0.0724739,0.735961,0.532422,0.100348,0.142857,0.115854,0.0993031,0.317749,0.33795,0.15784,0.497686,0.480652,0.118118,0.561385,0.666973,0.131359,0.344989,0.48557,0.103484,0.602658,0.527141,0.205226,0.379724,0.482435,0.130314,0.372954,0.178694,car
0.0562016,0.754397,0.662791,0.10239,0.299383,0.148708,0.136305,0.875514,0.255599,0.0862403,0.617761,0.493004,0.0804264,0.177191,0.573385,0.174096,0.279721,0.576689,0.145672,0.472489,0.300053,0.172158,0.490618,0.34789,0.0820413,0.349832,0.689558,car
0.0609903,0.688595,0.661458,0.0881643,0.844203,0.157986,0.103865,0.416133,0.314187,0.154891,0.499289,0.659072,0.120471,0.336154,0.526643,0.126812,0.509086,0.559883,0.188708,0.437149,0.364397,0.2032,0.284907,0.305927,0.0208333,0.0415996,0.228202,car
0.0928882,0.720475,0.237892,0.165457,0.198113,0.240385,0.0595065,0,0,0.0834543,0.494626,0.460548,0.0348331,0,0,0.187954,0.828092,0.541181,0.109579,0,0,0.285196,0.429685,0.444872,0.179971,0.352032,0.328256,car
0.12013,0.646853,0.452473,0.148052,0,0,0.0993506,0.51734,0.79704,0.0675325,0.392305,0.44642,0.0383117,0.468687,0.900794,0.118831,0.496113,0.608225,0.155195,0.42785,0.197846,0.180519,0.438182,0.377827,0.231818,0.531145,0.305122,car
0.137391,0.623704,0.160225,0.186957,0.6,0.608696,0.0721739,0.393333,0.797101,0.0704348,0.350159,0.539338,0.0330435,0,0,0.0982609,0.515455,0.545455,0.253913,0.54738,0.381205,0.255652,0.311066,0.24981,0.250435,0.317795,0.490175,car
0.135842,0.347145,0.173453,0.13074,0.142857,0.242188,0.0758929,0.280369,0.688988,0.0580357,0.143541,0.48296,0.00510204,0,0,0.111607,0.571479,0.585002,0.174107,0.590816,0.355046,0.241709,0.614533,0.449788,0.144133,0.322487,0.376761,car
0.0151515,0.916667,0.863636,0.241342,0.186602,0.349206,0.185065,0.621693,0.540404,0.149351,0.582922,0.454431,0.0974026,0.690476,0.886364,0.179654,0.444997,0.53083,0.112554,0,0,0.339827,0.415222,0.320839,0.24026,0.219093,0.345811,car
0.155844,0.794949,0.611111,0.344156,0.585227,0.508929,0.0357143,0.0909091,0.821429,0.198052,0.363636,0.452381,0.0681818,0,0,0.282468,0.458042,0.442308,0.334416,0.416667,0.554945,0.454545,0.611226,0.376515,0.38961,0.246146,0.331245,car
0.244514,0.403576,0.215488,0.388715,0,0,0.0971787,0.090312,0.307359,0.144201,0.25,0.257576,0.106583,0,0,0.203762,0.38351,0.420746,0.416928,0.783333,0.491667,0.426332,0.384674,0.331313,0.448276,0.376032,0.514569,car
0.215385,0.707619,0.432234,0.32,0.526667,0.615385,0.0215385,0,0,0.166154,0.254815,0.18661,0.0646154,0,0,0.323077,0.517778,0.261294,0.267692,0.848889,0.213675,0.329231,0.5,0.25,0.403077,0.285333,0.197436,car
0.233333,0.488889,0.256944,0.237037,0.05,0.208333,0.112963,0.302222,0.793518,0.175926,0.482716,0.536008,0.0425926,0,0,0.168519,0.575007,0.454214,0.192593,0.703846,0.321937,0.277778,0.546914,0.486626,0.259259,0.216667,0.414021,car
0.283333,0.464534,0.457191,0.290476,0,0,0.128571,0.187037,0.688492,0.12381,0.173457,0.420635,0.180952,0.248148,0.706349,0.157143,0.33037,0.473016,0.230952,0.65,0.380952,0.354762,0.280556,0.0535714,0.388095,0.426067,0.435558,car
0.119547,0.187609,0.313293,0.117485,0,0,0.140502,0.875418,0.501727,0.0429406,0.0931794,0.299232,0.0133975,0,0,0.0175198,0,0,0.152181,0.728691,0.624011,0.166609,0.439872,0.440825,0.161457,0.523861,0.325976,car
0.0996154,0.602409,0.510687,0.116154,0,0,0.0946154,0.578242,0.708571,0.0742308,0.275802,0.423359,0.0223077,0.927179,0.906667,0.0780769,0.738547,0.365516,0.148462,0.691547,0.443688,0.191154,0.439658,0.416992,0.166538,0.413543,0.529804,car
0.126829,0.296093,0.452178,0.102091,0,0,0.069338,0.399197,0.679181,0.0202091,0.0417749,0.156135,0.0477352,0,0,0.0630662,0.658234,0.532859,0.136585,0.823245,0.485562,0.187456,0.451467,0.484247,0.166551,0.452011,0.380858,car
0.0855905,0.772151,0.442816,0.109787,0.140845,0.275641,0.137595,0.861141,0.493754,0.0628386,0.513387,0.497867,0.00469484,0,0,0.0415312,0.940141,0.349359,0.162152,0.512106,0.269286,0.17732,0.292986,0.366416,0.200795,0.41153,0.347008,car
0.0951481,0.537826,0.386449,0.0926276,0,0,0.0907372,0.381853,0.456924,0.0516698,0.219092,0.480302,0.0289855,0,0,0.0819156,0.824704,0.562774,0.119408,0.449056,0.171937,0.181159,0.423766,0.507095,0.120353,0.257586,0.363782,car
0.0467186,0.853808,0.770833,0.13515,0.0678045,0.430379,0.136819,0.559797,0.202739,0.121802,0.73983,0.723169,0.155172,0.412982,0.624574,0.224138,0.536405,0.653184,0.16574,0.739559,0.360753,0.242492,0.573669,0.323733,0.0528365,0.358174,0.245465,car
0.0792208,0.831818,0.5625,0.148052,0.171101,0.265537,0.0909091,0.40609,0.7054,0.12013,0.66433,0.606797,0.154545,0.452283,0.582143,0.238961,0.493085,0.631205,0.159091,0.775185,0.31245,0.321429,0.616112,0.421523,0.21039,0.454285,0.426642,car
0.0952381,0.74983,0.553651,0.168124,0,0,0.176871,0.688209,0.39418,0.113703,0.644328,0.586856,0.147716,0.320578,0.739682,0.255588,0.381678,0.556614,0.243926,0.562788,0.437529,0.323615,0.333382,0.249859,0.301263,0.48546,0.298421,car
0.0298701,0.909441,0.816564,0.151948,0.289115,0.332455,0.069697,0,0,0.101299,0.518227,0.476489,0.112554,0.389571,0.804718,0.12381,0.397945,0.476931,0.139827,0.768254,0.400253,0.328571,0.462134,0.289375,0.195671,0.336486,0.382021,car
0.0327395,0.908229,0.798585,0.158402,0.154163,0.261864,0.117959,0.441558,0.373481,0.13818,0.759417,0.713603,0.160327,0.400544,0.598467,0.225325,0.510653,0.586581,0.134328,0.542695,0.209919,0.236399,0.512661,0.351875,0.206548,0.283725,0.20678,car
0.129714,0.448501,0.561728,0.177714,0,0,0.150286,0.578398,0.258667,0.0965714,0.353861,0.451411,0.113143,0.685595,0.853333,0.1,0.563297,0.656053,0.198857,0.415552,0.36709,0.266857,0.432574,0.240247,0.179429,0.215108,0.249159,car
0.0792411,0.77451,0.544118,0.152344,0,0,0.172433,0.830729,0.190476,0.0837054,0.608876,0.586964,0.101004,0.135127,0.597553,0.151228,0.0169271,0.229167,0.140625,0.51862,0.273257,0.299107,0.639552,0.343152,0.31529,0.302491,0.185989,car
0.0482759,0.861161,0.736984,0.157029,0.149084,0.208785,0.118302,0.596045,0.56104,0.191512,0.612508,0.576092,0.120424,0.279591,0.644201,0.114589,0.495107,0.708142,0.068435,0.324872,0.131897,0.299204,0.48353,0.320191,0.261538,0.456793,0.34948,car
0.068662,0.824046,0.670743,0.137764,0.0805947,0.157118,0.111356,0.503773,0.540805,0.101232,0.455838,0.477121,0.0382923,0,0,0.119718,0.500298,0.684317,0.122799,0.368746,0.11875,0.308979,0.475613,0.403107,0.265845,0.503531,0.21127,car
0.049308,0.867897,0.707569,0.144896,0.195398,0.319213,0.0934256,0.588144,0.759778,0.106401,0.712467,0.692389,0.0895329,0.206189,0.381127,0.0908304,0.54153,0.697168,0.192907,0.631673,0.219383,0.314879,0.409654,0.28848,0.227509,0.398997,0.233951,car
0.0830303,0.727273,0.531563,0.141818,0.690909,0.402778,0.0721212,0.265455,0.828333,0.0878788,0.335547,0.484806,0.010303,0,0,0.103636,0.639027,0.472613,0.144848,0.565488,0.585864,0.224242,0.40116,0.600109,0.167879,0.380421,0.355713,car
0.107955,0.764502,0.529299,0.175189,0.113636,0.291667,0.140152,0.520623,0.638117,0.130682,0.363281,0.485388,0.135417,0.413413,0.422943,0.127841,0.562771,0.614087,0.180871,0.766317,0.252137,0.222538,0.529184,0.388608,0.244318,0.469877,0.324901,car
0.128079,0.602427,0.407464,0.14145,0,0,0.0971147,0.506997,0.777504,0.0774103,0.244488,0.479578,0.104856,0,0,0.0851513,0.714893,0.708949,0.175229,0.822028,0.596519,0.196341,0.818486,0.485222,0.204785,0.412551,0.313026,car
0.118495,0.610377,0.567398,0.144828,0.0454545,0.215517,0.0978056,0.496419,0.749216,0.0695925,0.285571,0.43125,0.0219436,0,0,0.0858934,0.700758,0.494732,0.152351,0.863212,0.308968,0.218809,0.778971,0.502477,0.211285,0.375576,0.224155,car
0.0970018,0.713676,0.396664,0.117725,0,0,0.0890653,0.416138,0.584722,0.058642,0.329187,0.517202,0.00837743,0,0,0.085097,0.664452,0.596455,0.106702,0.015873,0.256944,0.220899,0.674099,0.409223,0.188272,0.504919,0.353651,car
0.232955,0.639394,0.26875,0.238636,0.377922,0.647321,0.00568182,0,0,0.238636,0.261364,0.3125,0.167614,0.431818,0.046875,0.346591,0.720707,0.553935,0.207386,0.5,0.1875,0.301136,0.61936,0.612037,0.232955,0.321717,0.245139,car
0.200405,0.418357,0.193062,0.111336,0.181706,0.760459,0,0,0,0.1417,0,0,0.133603,0.25,0.0526316,0.315789,0.401318,0.452753,0.336032,0.403704,0.399376,0.388664,0.552974,0.323891,0.0668016,0.307692,0.105263,car
0.195294,0.75899,0.41533,0.251765,0.256444,0.551307,0.0211765,0,0,0.24,0.426455,0.465025,0.171765,0.342222,0.663725,0.385882,0.439074,0.617375,0.310588,0.463185,0.552832,0.310588,0.331373,0.220877,0.131765,0.28,0.364706,car
0.31016,0.383838,0.270236,0.147059,0.221591,0.779412,0.141711,0,0,0.0935829,0.0568182,0.264706,0.117647,0.829966,0.157952,0.377005,0.342031,0.597313,0.336898,0.590067,0.456427,0.438503,0.518881,0.450887,0.248663,0.136785,0.508715,car
0.28125,0.149306,0.126984,0.274554,0.203125,0.267857,0.0758929,0,0,0.118304,0,0,0.104911,0.296875,0.392857,0.229911,0.479088,0.631674,0.287946,0.175347,0.301587,0.401786,0.484127,0.555215,0.359375,0.498185,0.525298,car
0.0573427,0.783269,0.733333,0.126807,0.439642,0.2402,0.0843823,0.329231,0.696465,0.0969697,0.473254,0.586511,0.0317016,0.215385,0.924242,0.153846,0.405996,0.789472,0.17669,0.619071,0.329189,0.259207,0.43707,0.303457,0.119814,0.205141,0.310963,car
0.110122,0.388789,0.460196,0.141824,0,0,0.135706,0.722977,0.565033,0.107341,0.550723,0.526132,0.221913,0.237599,0.664365,0.20634,0.523143,0.549719,0.116796,0.433308,0.167542,0.161846,0.71961,0.32673,0.166296,0.341772,0.338313,car
0.0389864,0.914369,0.776896,0.17284,0.343988,0.420795,0.0311891,0,0,0.109812,0.726331,0.625802,0.0727745,0,0,0.259909,0.49567,0.669513,0.231319,0.536622,0.24263,0.249513,0.361478,0.366717,0.264457,0.34434,0.215476,car
0.122926,0.488702,0.596886,0.153092,0,0,0.118401,0.467919,0.489791,0.146305,0.515657,0.676566,0.107089,0.362979,0.785256,0.187783,0.466362,0.686866,0.259427,0.398497,0.306131,0.280543,0.457357,0.32962,0.244344,0.522395,0.267894,car
0.0855095,0.787477,0.431956,0.128008,0.488095,0.323925,0.122376,0.588375,0.592552,0.190476,0.318607,0.519713,0.252944,0.495592,0.649468,0.18126,0.607508,0.480837,0.00512033,0,0,0.18126,0.589861,0.351084,0.184332,0.44892,0.348132,car
0.0623239,0.784383,0.643707,0.117958,0.0548774,0.122963,0.111268,0,0,0.0926056,0.480058,0.610426,0.0394366,0.401148,0.616667,0.0253521,0.167254,0.90625,0.141901,0.700055,0.352639,0.27007,0.415998,0.267606,0.178169,0.28857,0.179412,car
0.0682927,0.777741,0.584186,0.108711,0.145382,0.218712,0.108014,0.75258,0.699484,0.0947735,0.52392,0.706005,0.0592334,0.409339,0.731346,0.0738676,0.223016,0.875145,0.119164,0.789173,0.313639,0.203833,0.484702,0.237503,0.186063,0.336994,0.264926,car
0.0743034,0.77756,0.509016,0.123065,0.386438,0.334795,0.128483,0.862844,0.600035,0.0986842,0.55136,0.704817,0.0286378,0.888235,0.876316,0.0913313,0.403322,0.708135,0.236068,0.642923,0.332589,0.206269,0.470364,0.246761,0.155573,0.438119,0.270513,car
0.0903475,0.769016,0.457351,0.125869,0.126642,0.493047,0.122394,0.724466,0.666356,0.0787645,0.371429,0.530531,0.0166023,0.928571,0.932432,0.0810811,0.341468,0.579204,0.241313,0.500926,0.344316,0.238224,0.251127,0.37241,0.174517,0.209814,0.35476,car
0.100449,0.787131,0.509979,0.116162,0.102319,0.459728,0.177329,0.56559,0.660696,0.11055,0.476141,0.64152,0.139731,0.0116598,0.300786,0.229517,0.180776,0.352621,0.194725,0.481903,0.274472,0.364198,0.626454,0.398123,0.273288,0.387795,0.265207,car
0.113636,0.712131,0.551727,0.206113,0.25,0.261364,0.195141,0.890805,0.848485,0.144984,0.511086,0.532923,0.0783699,0.118774,0.575758,0.0869906,0.734195,0.452525,0.263323,0.318966,0.380682,0.416928,0.400962,0.503149,0.197492,0.373105,0.269649,car
0.0453846,0.885712,0.782807,0.186154,0.331643,0.319056,0.0946154,0.336538,0.766667,0.21,0.643278,0.562692,0.203846,0.595811,0.729527,0.341538,0.422917,0.402384,0.22,0.437629,0.284358,0.338462,0.443998,0.314526,0.140769,0.512544,0.40143,car
0.113264,0.679594,0.470784,0.184054,0,0,0.154247,0.700364,0.558081,0.0789866,0.386783,0.475852,0.0983607,0.624317,0.856061,0.195231,0.17456,0.461111,0.135618,0.816567,0.358643,0.463487,0.427583,0.408199,0.30924,0.408273,0.390243,car
0.103218,0.678035,0.662358,0.150577,0.0737705,0.138889,0.11354,0.532787,0.802469,0.14997,0.625752,0.503564,0.253188,0.48726,0.704168,0.247116,0.268082,0.393462,0.159684,0.552062,0.183053,0.33394,0.590208,0.304759,0.157256,0.247344,0.299397,car
0.106452,0.733293,0.436259,0.106452,0.308938,0.677035,0.0612903,0,0,0.0782258,0.237851,0.63502,0.041129,0.84375,0.0967742,0.144355,0.456625,0.502312,0.176613,0.213139,0.312294,0.2,0.256672,0.601855,0.162903,0.279094,0.443417,car
0.114194,0.832317,0.214881,0.108387,0.275,0.651434,0.0135484,0.42,0.919355,0.0967742,0.478,0.715412,0.0470968,0,0,0.162581,0.406901,0.447119,0.109032,0.900833,0.36126,0.276129,0.420031,0.453553,0.205161,0.47736,0.321086,car
