%1. Title : 
%
%2. Sources : 
%
%
%
@RELATION Imagette

@ATTRIBUTE  Airs_0 NUMERIC
@ATTRIBUTE  Harris_Corners_0 NUMERIC
@ATTRIBUTE  Mass_Center_X_0 NUMERIC
@ATTRIBUTE  Mass_Center_Y_0 NUMERIC
@ATTRIBUTE  Airs_1 NUMERIC
@ATTRIBUTE  Harris_Corners_1 NUMERIC
@ATTRIBUTE  Mass_Center_X_1 NUMERIC
@ATTRIBUTE  Mass_Center_Y_1 NUMERIC
@ATTRIBUTE  Airs_2 NUMERIC
@ATTRIBUTE  Harris_Corners_2 NUMERIC
@ATTRIBUTE  Mass_Center_X_2 NUMERIC
@ATTRIBUTE  Mass_Center_Y_2 NUMERIC
@ATTRIBUTE  Airs_3 NUMERIC
@ATTRIBUTE  Harris_Corners_3 NUMERIC
@ATTRIBUTE  Mass_Center_X_3 NUMERIC
@ATTRIBUTE  Mass_Center_Y_3 NUMERIC
@ATTRIBUTE  Airs_4 NUMERIC
@ATTRIBUTE  Harris_Corners_4 NUMERIC
@ATTRIBUTE  Mass_Center_X_4 NUMERIC
@ATTRIBUTE  Mass_Center_Y_4 NUMERIC
@ATTRIBUTE  Airs_5 NUMERIC
@ATTRIBUTE  Harris_Corners_5 NUMERIC
@ATTRIBUTE  Mass_Center_X_5 NUMERIC
@ATTRIBUTE  Mass_Center_Y_5 NUMERIC
@ATTRIBUTE  Airs_6 NUMERIC
@ATTRIBUTE  Harris_Corners_6 NUMERIC
@ATTRIBUTE  Mass_Center_X_6 NUMERIC
@ATTRIBUTE  Mass_Center_Y_6 NUMERIC
@ATTRIBUTE  Airs_7 NUMERIC
@ATTRIBUTE  Harris_Corners_7 NUMERIC
@ATTRIBUTE  Mass_Center_X_7 NUMERIC
@ATTRIBUTE  Mass_Center_Y_7 NUMERIC
@ATTRIBUTE  Airs_8 NUMERIC
@ATTRIBUTE  Harris_Corners_8 NUMERIC
@ATTRIBUTE  Mass_Center_X_8 NUMERIC
@ATTRIBUTE  Mass_Center_Y_8 NUMERIC
@ATTRIBUTE Class  {accident, bomb, car, casualty, electricity, fire-brigade, fire, flood, gas, injury, paramedics, person police, road-block}

@DATA
-1,6,0.852941,0.947368,0,4,0.423529,0.673684,0,8,0.161765,0.238304,4.5,799,0.611614,0.423189,0,7,0.264706,0.267544,19.5,3,0.428717,0.703878,54.5,27,0.427015,0.614847,35,4,0.593465,0.56212,0,8,0.240196,0.568713,electricity
0,10,0.620455,0.675893,0,15,0.160985,0.142361,-1,0,0,0,20,970,0.160763,0.220509,0,20,0.280303,0.284722,111,4,0.257932,0.505923,0,3,0.776515,0.621528,61,7,0.563418,0.612452,0,5,0.454545,0.3029,electricity
0,6,0.33701,0.363889,-1,6,0.501089,0.223868,-1,4,0,0,47,3,0.458824,0.348889,34,4,0.479085,0.46642,0,10,0.0882353,0.355556,56.5,53,0.446722,0.610805,49,626,0.42509,0.409396,0,4,0.463801,0.261538,electricity
18,34,0.417593,0.354762,-1,2,0,0,-1,0,0,0,18.5,4,0.417901,0.218519,65.5,3,0.346914,0.227513,0,4,0.651455,0.79932,72,700,0.396233,0.558651,14.5,4,0.418752,0.437528,0,29,0.222222,0.265873,electricity
-1,4,0,0,0,103,0.546955,0.420921,-1,2,0,0,0,4,0.772569,0.510101,199,22,0.256944,0.0959596,75.5,5,0.220128,0.209814,36.5,615,0.466667,0.375568,1,24,0.439324,0.513307,0,12,0.234848,0.0853994,electricity
0,10,0.361842,0.370098,0,18,0.47831,0.292155,-1,2,0.245614,0.0597572,0.5,8,0.50543,0.42328,4.5,2,0.637622,0.568555,0,4,0,0,205,21,0.49168,0.718113,76.5,9,0.375418,0.500697,0,6,0.364035,0.345651,electricity
0,3,0.713889,0.586364,0,6,0.192901,0.158586,-1,3,0,0,13,21,0.232804,0.209524,26,11,0.312461,0.417873,6.5,1,0.390921,0.392799,6.5,6,0.500089,0.655567,5.5,11,0.148569,0.0977961,-1,4,0,0,electricity
0,9,0.714286,0.816038,0,22,0.533951,0.258539,-1,4,0,0,5.5,1068,0.513228,0.202306,22,21,0.701587,0.403145,107.5,918,0.315465,0.342588,25.5,12,0.459611,0.543322,2,15,0.471653,0.456118,0,13,0.175661,0.28805,electricity
-1,4,0,0,0,6,0.610544,0.708995,302,4,0.465478,0.42759,-1,2,0,0,189,3,0.432981,0.382442,52.5,23,0.272478,0.310784,138,2,0.55539,0.718773,115,5,0.408496,0.3717,-1,2,0,0,electricity
0,743,0.833333,0.761905,2,9,0.320543,0.410536,21.5,2,0.371306,0.803351,0,741,0.820988,0.0846561,17.5,16,0.5,0.448413,0,4,0.305556,0.396825,10.5,10,0.416152,0.577734,88.5,21,0.438245,0.372785,0,2,0.185185,0.369048,electricity
-1,2,0,0,17,10,0.443813,0.362847,0,3,0.503367,0.922068,-1,2,0,0,296.5,10,0.510101,0.354167,49.5,14,0.229683,0.439236,24,3,0.618984,0.675041,16.5,31,0.547796,0.54457,0,14,0.315595,0.457995,electricity
0,1444,0.541711,0.656249,81,5,0.487654,0.167334,-1,4,0,0,18,1525,0.192318,0.174021,14,8,0.767208,0.669694,-1,1,0,0,50,2,0.671059,0.557973,16,18,0.369557,0.668011,0,6,0.44911,0.609568,electricity
-1,13,0.315826,0.717687,-1,16,0,0,-1,0,0,0,38,456,0.257298,0.358466,1,423,0.576797,0.490079,-1,3,0.72549,0.904762,5.5,466,0.444538,0.738776,46.5,419,0.468212,0.508735,0,14,0.392332,0.273185,electricity
6,467,0.347695,0.404444,-1,2,0,0,-1,0,0,0,12.5,18,0.352986,0.686349,0,5,0.126984,0.573333,-1,3,0.375283,0.398095,0,6,0.710655,0.493508,65.5,32,0.441667,0.509,0,16,0.339212,0.310123,electricity
-1,15,0,0,-1,5,0.267157,0.216667,-1,1,0,0,7,349,0.313725,0.583809,28.5,5,0.362745,0.653333,0,4,0.578164,0.760424,0,13,0.439776,0.716191,18,4,0.547712,0.428778,0,10,0.205882,0.16,electricity
0,2,0.134503,0.36,-1,0,0,0,-1,0,0,0,72,7,0.311612,0.839365,34,8,0.258981,0.263492,-1,2,0,0,0,4,0.74269,0.693333,114.5,6,0.322767,0.485303,0,419,0.466316,0.3984,electricity
-1,13,0.643773,0.522109,-1,6,0,0,-1,27,0,0,0,5,0.576923,0.125,3.5,2,0.353846,0.422619,-1,4,0,0,0,355,0.777778,0.5,11,4,0.512821,0.744697,0,2,0.279202,0.436177,electricity
-1,2,0.387879,0.891111,-1,8,0,0,-1,2,0,0,0,4,0.272727,0.05,0,320,0.340909,0.422222,5,30,0.340529,0.379171,-1,9,0.681818,0.4,11.5,18,0.445248,0.426389,0,3,0.295455,0.594444,electricity
-1,4,0,0,-1,1,0,0,0,5,0.20202,0.938272,4.5,5,0.600289,0.551675,-1,14,0.17649,0.0849613,1,2,0.571429,0.808995,-1,14,0.689394,0.87037,0,15,0.393939,0.406481,0,10,0.300926,0.465998,electricity
0,3,0.623626,0.598214,-1,4,0,0,-1,4,0,0,-1,28,0.282051,0.252778,10.5,3,0.355769,0.363333,0,19,0.201709,0.191481,0,1,0.648718,0.575,30,6,0.465934,0.659471,0,6,0.439727,0.533838,electricity
-1,4,0,0,-1,2,0.422222,0.288889,-1,6,0,0,6,3,0.49069,0.242552,0,341,0,0,28,3,0.282135,0.531264,-1,3,0,0,8.5,31,0.272201,0.479545,0,2,0.372024,0.669048,electricity
0,3,0.865385,0.90566,0,6,0.375222,0.479406,-1,4,0,0,0.5,5,0.69943,0.246788,0,1334,0.455769,0.262264,124.5,1231,0.42855,0.461628,104.5,3,0.384452,0.572474,133.5,7,0.510681,0.368173,0,8,0.270285,0.261047,electricity
-1,1,0,0,0,2,0.189583,0.230667,-1,9,0,0,0,2,0.352083,0.337333,13.5,7,0.400507,0.395513,4.5,2,0.229167,0.580889,50,2,0.519792,0.558667,13,4,0.453869,0.498836,3,12,0.233558,0.195033,electricity
-1,2,0.875,0.945455,0,5,0.302564,0.464394,170,10,0.257323,0.420973,30,4,0.512654,0.0650954,27,8,0.715625,0.479978,52,24,0.234744,0.335478,343,75,0.347685,0.642189,58,20,0.373929,0.460822,0,1057,0.25,0.590909,electricity
0,15,0.440476,0.22,56,9,0.300595,0.375,13,3,0.359108,0.803365,6,3,0.515873,0.163333,9.5,15,0.581349,0.431875,0,10,0.289286,0.37,19,2,0.603427,0.627693,82,8,0.381498,0.441024,0,4,0.206349,0.378333,electricity
0,7,0.815385,0.724588,3,72,0.305921,0.35542,4.5,17,0.635714,0.872449,-1,2,0,0,4.5,3,0.75,0.883929,0,33,0.292614,0.519345,85.5,3,0.568503,0.652254,89.5,21,0.389479,0.435056,1,5,0.372655,0.402069,electricity
0,1,0.781113,0.809715,0,4,0.484375,0.424949,-1,6,0,0,0,8,0.815104,0.0459002,238.5,5,0.784647,0.558637,0,14,0,0,24.5,23,0.578984,0.740301,673,16,0.437286,0.600527,0,24,0.377993,0.656271,electricity
0,7,0.668648,0.543875,40,16,0.0666667,0.165323,-1,0,0,0,21,1676,0.14413,0.317989,20.5,1783,0.615033,0.732764,-1,8,0,0,2.5,9,0.206891,0.890069,152,9,0.583464,0.798285,0,6,0.40919,0.652962,electricity
0,62,0.524034,0.588473,12,10,0.651356,0.0780152,-1,3,0,0,121.5,2258,0.296372,0.21547,3,2161,0.445055,0.521866,-1,0,0,0,59.5,12,0.643039,0.696916,21,16,0.305476,0.8,0,7,0.404856,0.756174,electricity
0,2,0.905556,0.747619,85.5,8,0.276061,0.666187,-1,10,0.235333,0.0863333,-1,5,0,0,9,6,0.349675,0.384879,0,8,0.219662,0.293237,49,6,0.504718,0.661553,171.5,6,0.478207,0.510175,0,6,0.403788,0.571753,electricity
-1,1,0,0,0,24,0.675,0.56653,0,8,0.290023,0.171134,-1,6,0,0,293,77,0.58196,0.663751,0,6,0.0738095,0.610929,0,2,0.394447,0.741079,57.5,2,0.653573,0.576943,171.5,6,0.411018,0.543172,electricity
0,2,0.780303,0.834906,0,4,0.453914,0.25891,-1,0,0,0,18,2,0.246097,0.309605,0,1129,0,0,67.5,52,0.362402,0.584308,0,8,0.834596,0.464361,25,21,0.351198,0.563226,38.5,2,0.336742,0.354881,electricity
0,5,0.647712,0.779521,0,2,0.502155,0.282195,-1,4,0.0980392,0.0261438,12.5,2,0.269608,0.185574,0,822,0.323529,0.156863,59,769,0.477843,0.448856,22,9,0.443809,0.712267,33.5,8,0.495759,0.495222,46.5,16,0.183422,0.319362,electricity
0,608,0.67619,0.591185,0,9,0.422222,0.14691,0,2,0.566667,0.93617,0,652,0.416049,0.156816,1,4,0.606818,0.498267,0,8,0.172222,0.333333,10,12,0.312997,0.521943,0,5,0.448796,0.3276,4.5,20,0.343547,0.13677,electricity
0,6,0.402778,0.315972,0.5,7,0.367181,0.221644,-1,3,0,0,44.5,2,0.512108,0.588751,0,2,0.437125,0.460995,0.5,28,0.46705,0.702794,43,3,0.396514,0.495268,32.5,2,0.500421,0.564968,-1,6,0.193042,0.286225,electricity
0,7,0.777778,0.914894,0,5,0.462302,0.512006,0,5,0.111111,0.159574,87,2,0.478791,0.355186,0,16,0.222222,0.468085,38,723,0.556878,0.564258,17.5,1,0.669753,0.652423,90,2,0.494444,0.571195,0,4,0.217593,0.132092,electricity
0,35,0.535041,0.726714,149.5,1702,0.316694,0.503253,0,10,0.36,0.963768,0,19,0.0355556,0.0305958,0,4,0,0,12,4,0.564988,0.289241,0,10,0.420193,0.754813,93,50,0.498627,0.652187,0,21,0.123111,0.276628,electricity
0,1588,0,0,0,35,0.65528,0.263265,0,2,0.202899,0.314286,0,2,0.869565,0.128571,20,24,0.429952,0.151587,141.5,6,0.275543,0.439031,25,43,0.628467,0.737537,104.5,13,0.584932,0.589347,0,17,0.0615942,0.245238,electricity
107.5,18,0.756322,0.400558,15,3,0.213777,0.848804,-1,0,0,0,187.5,25,0.710404,0.448863,0,12,0.152484,0.425373,-1,3,0,0,279.5,38,0.524201,0.507996,-1,5,0,0,-1,0,0,0,electricity
0,11,0.429012,0.420398,28,17,0.507819,0.36534,0,2,0.196268,0.268431,0,10,0.790123,0.196517,0,1672,0.660905,0.40995,161.5,5,0.348472,0.453873,137.5,12,0.677173,0.733806,49.5,16,0.444951,0.471823,-1,4,0,0,electricity
-1,1,0,0,0,17,0.614791,0.403047,-1,4,0,0,0,4,0.910714,0.257143,27.5,1847,0.47619,0.223095,179.5,8,0.447707,0.662824,51,9,0.571373,0.77793,92,8,0.523958,0.596881,52,8,0.0880574,0.483522,electricity
0,10,0.769841,0.678571,0,2,0.350369,0.274921,-1,2,0.203704,0.0416667,0,538,0.681097,0.195008,4.5,8,0.724329,0.570161,0,3,0.689352,0.856597,5,5,0.381889,0.558671,32.5,16,0.390469,0.404078,0,14,0.222689,0.130777,electricity
0,670,0.64127,0.499786,-1,14,0.127778,0.138138,-1,0,0,0,40.5,10,0.449259,0.300701,35,3,0.289815,0.688188,-1,0,0,0,124.5,10,0.62834,0.485056,11.5,12,0.337628,0.277398,-1,4,0.816667,0.90991,electricity
0,5,0.861111,0.717949,22.5,10,0.402981,0.344941,-1,7,0,0,0,1,0.37963,0.188889,22,2,0.521605,0.396011,0,1,0.716049,0.934473,59,13,0.376296,0.748376,11,44,0.392661,0.499367,0,13,0.354303,0.18728,electricity
0,5,0.766667,0.820513,0,4,0.449444,0.437179,-1,4,0,0,0,3,0.64505,0.200855,4,3,0.343492,0.464469,-1,9,0,0,0,24,0.533333,0.713675,2.5,5,0.437309,0.467432,0,6,0.392963,0.214815,electricity
0,5,0.674561,0.524392,-1,6,0.0935673,0.19943,-1,2,0,0,14,21,0.31332,0.5239,41,9,0.454581,0.711016,60,2,0.35614,0.34245,11,3,0.766732,0.605413,53,34,0.495746,0.486358,0,8,0.397348,0.571479,electricity
-1,14,0,0,-1,13,0,0,-1,1,0,0,0,5,0.315306,0.22987,0,410,0,0,0,2,0.553032,0.565622,-1,3,0.821429,0.606061,0,5,0.375,0.767677,0,13,0.567284,0.687359,electricity
2,5,0.725,0.217742,-1,2,0,0,-1,16,0,0,-1,7,0.533333,0.0483871,0,42,0,0,26.5,3,0.234461,0.252143,-1,1,0,0,33.5,5,0.417227,0.665018,0,9,0.249912,0.710531,electricity
-1,1,0.583333,0.276786,-1,375,0,0,-1,360,0,0,-1,17,0.357143,0.0535714,0,378,0,0,6,3,0.347884,0.247685,0,3,0.696429,0.282738,29.5,5,0.393601,0.700231,-1,11,0,0,electricity
-1,2,0.529762,0.60084,-1,6,0,0,-1,2,0,0,-1,383,0.222222,0.0906863,16.5,2,0,0,5.5,3,0.335266,0.391645,-1,2,0.791667,0.588235,0,5,0.334554,0.779897,0,16,0.301698,0.659259,electricity
-1,6,0,0,-1,12,0.25,0.571429,-1,2,0,0,-1,4,0.0833333,0.241071,0,293,0,0,4.5,24,0.53745,0.587904,-1,1,0,0,0,10,0.443266,0.590332,50.5,18,0.529167,0.719643,electricity
-1,4,0,0,-1,2,0,0,-1,9,0,0,-1,8,0.5,0.0916667,-1,231,0,0,0,2,0.354167,0.1,-1,4,0.625,0.416667,0,7,0.422454,0.624198,0,6,0.21875,0.37037,electricity
-1,325,0.363636,0.787879,-1,15,0,0,-1,4,0,0,-1,1,0.121212,0.232323,0,6,0,0,5,13,0.277622,0.574126,27,1,0.616162,0.461279,0,4,0.332612,0.79115,0,10,0.159091,0.651515,electricity
-1,2,0,0,-1,4,0,0,-1,4,0,0,-1,4,0,0,0,388,0,0,4,14,0.388568,0.293213,0,8,0.480769,0.52724,38,7,0.652015,0.717358,0,6,0.307692,0.241935,electricity
-1,5,0,0,-1,1,0,0,0,4,0.711111,0.911111,0,423,0,0,0,30,0,0,5.5,3,0.239361,0.165105,3,10,0.600353,0.544444,0,7,0.512891,0.646949,-1,5,0.1,0.3,electricity
-1,2,0,0,-1,457,0,0,0,1,0.428571,0.926471,-1,4,0,0,0,462,0,0,0,2,0.25,0.325,67,6,0.464187,0.672529,0,3,0.381803,0.468662,0,9,0.395635,0.470261,electricity
-1,1,0,0,0,2,0.722222,0.324074,0,5,0.108333,0.0532407,1,3,0.361533,0.371973,0,7,0.255556,0.296296,12.5,8,0.395111,0.62463,0,3,0.712721,0.598296,9,31,0.554788,0.529343,0,8,0.216667,0.6875,electricity
-1,9,0.727778,0.791667,0,33,0.37381,0.302632,-1,41,0,0,16,438,0.235802,0.308967,0,461,0.445833,0.378289,22,21,0.320444,0.36985,0,10,0.676049,0.48616,42,1,0.459606,0.516922,0,2,0.166667,0.407895,electricity
-1,10,0.34375,0.613235,-1,2,0,0,0,1,0.484195,0.779243,0,508,0.273438,0.125,0,8,0.555208,0.319853,0,12,0.1875,0.117647,59.5,4,0.651425,0.524467,46,32,0.414307,0.466931,-1,11,0,0,electricity
0,4,0.099359,0.0615079,-1,4,0,0,-1,5,0,0,0,7,0.505494,0.134014,0,511,0,0,21.5,11,0.205517,0.279461,0,9,0.5,0.447917,200.5,7,0.38458,0.537809,0,8,0.307692,0.722222,electricity
-1,14,0.75,0.805556,-1,12,0.553571,0.263889,-1,15,0,0,-1,3,0.615079,0.154321,30.5,23,0.197619,0.231481,48,9,0.274603,0.329784,2,4,0.54104,0.643658,0,467,0.214286,0.263889,-1,3,0.339286,0.777778,electricity
47,3,0.480769,0.382739,-1,2,0,0,-1,0,0,0,0,11,0.565476,0.0609756,5,740,0.415205,0.326487,-1,1,0,0,66.5,12,0.679312,0.486612,53,3,0.471778,0.491813,0,4,0.464584,0.378164,electricity
0,805,0.6725,0.408511,0,3,0.143939,0.083011,-1,0,0,0,0,904,0.561447,0.153184,1.5,2,0.73743,0.591267,-1,8,0,0,3,86,0.550113,0.772312,26.5,4,0.448039,0.478674,0,6,0.45439,0.438584,electricity
0,10,0.499209,0.384988,-1,4,0,0,-1,0,0,0,14.5,21,0.22096,0.387741,6.5,12,0.510714,0.622078,-1,2,0,0,0,4,0.697347,0.433301,0,14,0.55098,0.675158,0,8,0.422149,0.334405,electricity
0,4,0.568891,0.631721,0,4,0.219673,0.143799,-1,0,0,0,20.5,41,0.16026,0.326254,4.5,1097,0.371111,0.590741,-1,2,0,0,2,32,0.725734,0.693664,65.5,3,0.414978,0.435298,0,6,0.440089,0.256807,electricity
0,6,0.59814,0.677283,82,4,0.43741,0.197438,-1,0,0,0,20,15,0.251298,0.231085,12,49,0.225349,0.549893,-1,3,0,0,94,7,0.598227,0.531368,17.5,10,0.382909,0.517042,0,4,0.443182,0.302746,electricity
-1,21,0.285714,0.52381,-1,4,0,0,-1,10,0,0,-1,7,0.571429,0.214286,0,2,0.357143,0.5,0,9,0.304762,0.307937,-1,4,0.468254,0.653439,-1,2,0.285714,0.738095,-1,13,0,0,electricity
-1,30,0,0,-1,34,0,0,-1,32,0,0,-1,34,0,0,-1,34,0,0,-1,32,0,0,-1,34,0,0,-1,34,0,0,-1,34,0,0,electricity
-1,24,0,0,-1,21,0,0,-1,24,0,0,-1,23,0,0,-1,25,0,0,-1,25,0,0,-1,23,0,0,-1,25,0,0,-1,24,0,0,electricity
-1,1,0,0,0,5,0.5625,0.842105,0,8,0.5,0.695375,-1,8,0,0,0,10,0.46875,0.407895,0,8,0.166667,0.0701754,-1,6,0.298611,0.729532,0,2,0.48082,0.683654,0,4,0.1875,0.473684,electricity
-1,3,0.472452,0.508351,0,3,0.389394,0.75671,-1,4,0,0,-1,32,0,0,0,228,0.363636,0.306818,-1,2,0.5,0.818182,0,7,0.580087,0.463745,0,3,0.614478,0.744108,0,10,0.181818,0.397727,electricity
-1,26,0.624183,0.707621,0,12,0.279412,0.198718,-1,12,0,0,58,564,0.238095,0.221408,0,605,0.406863,0.443376,93.5,17,0.347113,0.329202,0,2,0.778992,0.671429,45,3,0.378741,0.552206,-1,8,0,0,electricity
0,2,0.545455,0.535985,0,3,0.42011,0.177916,-1,1,0,0,33,7,0.221501,0.240741,11.5,21,0.443182,0.45202,9,1,0.220202,0.147811,164,17,0.563973,0.669753,0,2,0.252525,0.49495,-1,4,0,0,electricity
-1,15,0.610318,0.457315,0,5,0.678571,0.9,0,3,0.507937,0.837963,36,343,0.295635,0.203704,0,10,0.321429,0.1,0,405,0.228571,0.46,0,2,0.72619,0.691667,7.5,2,0.576499,0.530658,-1,8,0,0,electricity
-1,19,0.692308,0.203125,-1,2,0,0,0,6,0.381766,0.872685,0,19,0.476923,0.16875,0,3,0.480769,0.285156,0,14,0.320513,0.229167,2,5,0.53547,0.655903,0,51,0.192308,0.183594,0,2,0.268875,0.5693,electricity
-1,18,0.477273,0.576389,-1,3,0,0,0,4,0.30303,0.885185,0,14,0.19697,0.0856481,0,4,0.227273,0.25,42,4,0.222222,0.277778,32,28,0.244654,0.44943,45.5,10,0.402584,0.489304,0,4,0.391246,0.41677,electricity
0,8,0.691667,0.808862,0,8,0.461002,0.333282,-1,8,0,0,210,14,0.253926,0.388507,14,6,0.846825,0.804501,0,2,0.05,0.859375,2.5,1772,0.696465,0.514205,33,7,0.652915,0.803577,61.5,2,0.19102,0.300442,electricity
0,3,0.667411,0.763716,0,6,0.482143,0.290588,-1,4,0.0809524,0.0333333,110.5,1749,0.2402,0.43263,0,1811,0.0357143,0.334559,7,1771,0.220659,0.692637,-1,2,0,0,28.5,39,0.435335,0.770176,47.5,37,0.34747,0.472497,electricity
0,2010,0.591536,0.658522,0,2,0.345622,0.124051,-1,0,0,0,26,1948,0.120095,0.323734,75.5,1945,0.759259,0.517982,-1,3,0,0,90.5,2,0.342294,0.386703,3,11,0.56026,0.692351,0,13,0.445806,0.498937,electricity
146.5,1691,0.292081,0.477582,8,1784,0.824074,0.832143,0,14,0.104938,0.87619,-1,2,0,0,9.5,1590,0.538272,0.742381,0,10,0,0,36,4,0.679549,0.626137,147.5,1,0.415405,0.477581,10.5,9,0.386475,0.47754,electricity
0,7,0.733631,0.773066,105,19,0.550709,0.212701,-1,8,0,0,42,34,0.274742,0.400504,0,2405,0.814286,0.7,51,41,0.186866,0.795029,-1,4,0,0,0,18,0.814286,0.671429,92,8,0.197078,0.358092,electricity
0,861,0.7875,0.428571,27,11,0.424802,0.119845,-1,4,0,0,0,6,0.693687,0.0761699,45,839,0.537103,0.428571,4,5,0.404356,0.628556,252.5,9,0.506474,0.67515,90.5,13,0.325593,0.362126,0,19,0.293889,0.166893,electricity
0,3,0.761905,0.828431,0,11,0.472606,0.377363,-1,10,0.111111,0.0620915,12,4,0.736332,0.472948,0,989,0.047619,0.269608,5.5,9,0.60084,0.770888,9.5,12,0.373865,0.793364,21.5,8,0.655544,0.477941,61,5,0.189463,0.15201,electricity
0,672,0.626097,0.678646,0,5,0.432189,0.24692,-1,6,0,0,0,686,0.565274,0.363731,3.5,679,0.675034,0.708077,-1,1,0,0,52.5,6,0.458681,0.651251,42,6,0.404766,0.469808,0,22,0.387383,0.251394,electricity
0,14,0.824561,0.669753,0,4,0.459962,0.360097,0,15,0.25,0.087963,0,3,0.796296,0.0881344,19.5,972,0.401608,0.444239,32.5,7,0.394126,0.46978,0,940,0,0,78,2,0.42813,0.497755,0,10,0.420877,0.404601,electricity
0,5,0.895833,0.872727,0,19,0.479167,0.533333,70.5,8,0.328305,0.0977011,0,8,0.838735,0.373401,13,4,0.368208,0.524296,0,8,0.117063,0.580087,11,11,0.511871,0.672417,49.5,8,0.380523,0.402377,0,12,0.477273,0.307346,electricity
0,33,0.724297,0.688428,0,5,0.453078,0.327864,0,6,0.287891,0.0953503,0,10,0.691836,0.215498,0,6,0.5,0.386905,1.5,27,0.291321,0.624008,85,5,0.340546,0.676701,38,16,0.585525,0.560293,18,29,0.315008,0.418155,electricity
0,14,0.888889,0.766667,0,8,0.473865,0.392099,3.5,34,0.444856,0.0675926,0,6,0.444444,0.104167,67,4,0.506173,0.517048,0,4,0.0716049,0.704444,264,12,0.428177,0.576743,15.5,8,0.40239,0.397593,-1,6,0.0740741,0.391667,electricity
0,4,0.444444,0.31,2.5,13,0.436276,0.320786,-1,4,0.166667,0.0883333,0,4,0.425926,0.04,12.5,8,0.548222,0.521054,0,5,0.843621,0.935556,400.5,17,0.336956,0.507841,37,34,0.340427,0.387001,0,12,0.386243,0.204895,electricity
-1,4,0,0,0,6,0.478478,0.538837,-1,13,0.457835,0.0893837,0,2,0.896552,0.309091,10,14,0.38711,0.44463,0,11,0.0689655,0.7,4.5,4,0.504627,0.739304,81.5,34,0.459953,0.44902,0,6,0.284582,0.199754,electricity
-1,0,0,0,0,5,0.505527,0.146592,-1,2,0,0,-1,2,0,0,0,1229,0.623464,0.478529,15.5,5,0.287257,0.433067,112,36,0.508042,0.677581,115,19,0.351103,0.413102,0,11,0.355021,0.238881,electricity
-1,4,0.502778,0.904762,97.5,4,0.5917,0.0969089,-1,4,0,0,18,2,0.178586,0.22752,0,5,0.377778,0.391534,26,7,0.434856,0.481749,3,34,0.466667,0.549383,0,17,0.416667,0.376687,-1,21,0.405556,0.907407,electricity
-1,7,0.715517,0.884524,-1,6,0,0,-1,7,0,0,74.5,1954,0.215019,0.236865,0,1946,0.293103,0.307937,23,2,0.24945,0.393524,88.5,5,0.741989,0.709289,43.5,112,0.551173,0.531034,-1,4,0,0,electricity
0,4,0.607682,0.74577,-1,3,0,0,-1,4,0,0,20,1828,0.15613,0.121559,0,1879,0,0,140,2,0.380724,0.461828,46.5,1819,0.703065,0.344113,457.5,15,0.519528,0.551806,53,6,0.18108,0.410226,electricity
0,6,0.631231,0.808923,0,8,0.199843,0.499671,-1,4,0,0,82.5,1938,0.313557,0.144023,0,1937,0,0,29.5,2,0.492011,0.585546,207.5,2,0.630747,0.838907,57.5,14,0.648562,0.664401,-1,6,0.148276,0.742029,electricity
0,6,0.626362,0.708123,-1,6,0.47085,0.19709,-1,8,0,0,24,1837,0.125044,0.236054,0,1820,0.290123,0.307937,38.5,3,0.430207,0.564479,0,50,0.331276,0.367063,61.5,10,0.644879,0.646115,-1,3,0.137037,0.842857,electricity
-1,3,0,0,-1,10,0,0,0,12,0,0,-1,3,0.455556,0.310256,0,3,0.375,0.375,0,144,0,0,-1,3,0.444444,0.0897436,0,1,0.519444,0.620513,0,20,0.185185,0.017094,electricity
-1,3,0.521645,0.655993,-1,6,0,0,-1,15,0,0,0,10,0.486532,0.276181,6,3,0.242424,0.218391,0,26,0.433221,0.263516,-1,7,0,0,0,4,0.47587,0.757046,-1,6,0,0,electricity
-1,8,0,0,-1,24,0.357143,0.530864,-1,6,0,0,0,2,0.452381,0.487654,0,180,0,0,0,4,0.352381,0.485802,-1,3,0.642857,0.37037,0,4,0.411565,0.649912,0,4,0.177778,0.231276,electricity
-1,6,0.505556,0.327457,-1,1,0,0,0,9,0.477083,0.665064,0,1,0.422222,0.133761,0,5,0.516667,0.129487,0,247,0,0,-1,3,0,0,0,2,0.65,0.5,7.5,16,0.230556,0.596154,electricity
-1,1,0.568182,0.614943,0,7,0.272727,0.293103,-1,34,0,0,0,22,0.252525,0.249042,20,5,0.586777,0.406304,0,18,0.276094,0.181354,0,4,0.612121,0.558621,42,2,0.430303,0.650575,0,4,0.216667,0.473563,electricity
0,5,0.690476,0.796694,0,8,0.470295,0.382742,20,9,0.27381,0.0818182,52,1125,0.545503,0.195354,0,17,0.269841,0.298485,52.5,15,0.245216,0.639681,54.5,13,0.420281,0.673888,69,10,0.466347,0.50425,0,12,0.468049,0.485621,electricity
0,5,0.842105,0.894231,0,13,0.487989,0.558925,0,1,0.316155,0.145099,2.5,3,0.765284,0.353244,234.5,940,0.280702,0.301282,45,4,0.251909,0.657956,8,918,0.39518,0.835503,22,49,0.458767,0.566874,25.5,5,0.3992,0.380806,electricity
