%1. Title : 
%
%2. Sources : 
%
%
%
@RELATION Imagette

% Global features from the images :
@ATTRIBUTE  Black_Pixel_Global NUMERIC
@ATTRIBUTE  Airs_Global NUMERIC
@ATTRIBUTE  Harris_Corners_Global NUMERIC
@ATTRIBUTE  Length_Area_Global NUMERIC
@ATTRIBUTE  Mass_Center_X_Global NUMERIC
@ATTRIBUTE  Mass_Center_Y_Global NUMERIC
@ATTRIBUTE  Hough_Lines_Global NUMERIC
@ATTRIBUTE  Rows_Or_Cols_Global NUMERIC
% Features from the images splited in 16 : 
@ATTRIBUTE  Black_Pixel_0 NUMERIC
@ATTRIBUTE  Airs_0 NUMERIC
@ATTRIBUTE  Harris_Corners_0 NUMERIC
@ATTRIBUTE  Length_Area_0 NUMERIC
@ATTRIBUTE  Mass_Center_X_0 NUMERIC
@ATTRIBUTE  Mass_Center_Y_0 NUMERIC
@ATTRIBUTE  Hough_Lines_0 NUMERIC
@ATTRIBUTE  Black_Pixel_1 NUMERIC
@ATTRIBUTE  Airs_1 NUMERIC
@ATTRIBUTE  Harris_Corners_1 NUMERIC
@ATTRIBUTE  Length_Area_1 NUMERIC
@ATTRIBUTE  Mass_Center_X_1 NUMERIC
@ATTRIBUTE  Mass_Center_Y_1 NUMERIC
@ATTRIBUTE  Hough_Lines_1 NUMERIC
@ATTRIBUTE  Black_Pixel_2 NUMERIC
@ATTRIBUTE  Airs_2 NUMERIC
@ATTRIBUTE  Harris_Corners_2 NUMERIC
@ATTRIBUTE  Length_Area_2 NUMERIC
@ATTRIBUTE  Mass_Center_X_2 NUMERIC
@ATTRIBUTE  Mass_Center_Y_2 NUMERIC
@ATTRIBUTE  Hough_Lines_2 NUMERIC
@ATTRIBUTE  Black_Pixel_3 NUMERIC
@ATTRIBUTE  Airs_3 NUMERIC
@ATTRIBUTE  Harris_Corners_3 NUMERIC
@ATTRIBUTE  Length_Area_3 NUMERIC
@ATTRIBUTE  Mass_Center_X_3 NUMERIC
@ATTRIBUTE  Mass_Center_Y_3 NUMERIC
@ATTRIBUTE  Hough_Lines_3 NUMERIC
@ATTRIBUTE  Black_Pixel_4 NUMERIC
@ATTRIBUTE  Airs_4 NUMERIC
@ATTRIBUTE  Harris_Corners_4 NUMERIC
@ATTRIBUTE  Length_Area_4 NUMERIC
@ATTRIBUTE  Mass_Center_X_4 NUMERIC
@ATTRIBUTE  Mass_Center_Y_4 NUMERIC
@ATTRIBUTE  Hough_Lines_4 NUMERIC
@ATTRIBUTE  Black_Pixel_5 NUMERIC
@ATTRIBUTE  Airs_5 NUMERIC
@ATTRIBUTE  Harris_Corners_5 NUMERIC
@ATTRIBUTE  Length_Area_5 NUMERIC
@ATTRIBUTE  Mass_Center_X_5 NUMERIC
@ATTRIBUTE  Mass_Center_Y_5 NUMERIC
@ATTRIBUTE  Hough_Lines_5 NUMERIC
@ATTRIBUTE  Black_Pixel_6 NUMERIC
@ATTRIBUTE  Airs_6 NUMERIC
@ATTRIBUTE  Harris_Corners_6 NUMERIC
@ATTRIBUTE  Length_Area_6 NUMERIC
@ATTRIBUTE  Mass_Center_X_6 NUMERIC
@ATTRIBUTE  Mass_Center_Y_6 NUMERIC
@ATTRIBUTE  Hough_Lines_6 NUMERIC
@ATTRIBUTE  Black_Pixel_7 NUMERIC
@ATTRIBUTE  Airs_7 NUMERIC
@ATTRIBUTE  Harris_Corners_7 NUMERIC
@ATTRIBUTE  Length_Area_7 NUMERIC
@ATTRIBUTE  Mass_Center_X_7 NUMERIC
@ATTRIBUTE  Mass_Center_Y_7 NUMERIC
@ATTRIBUTE  Hough_Lines_7 NUMERIC
@ATTRIBUTE  Black_Pixel_8 NUMERIC
@ATTRIBUTE  Airs_8 NUMERIC
@ATTRIBUTE  Harris_Corners_8 NUMERIC
@ATTRIBUTE  Length_Area_8 NUMERIC
@ATTRIBUTE  Mass_Center_X_8 NUMERIC
@ATTRIBUTE  Mass_Center_Y_8 NUMERIC
@ATTRIBUTE  Hough_Lines_8 NUMERIC
@ATTRIBUTE  Black_Pixel_9 NUMERIC
@ATTRIBUTE  Airs_9 NUMERIC
@ATTRIBUTE  Harris_Corners_9 NUMERIC
@ATTRIBUTE  Length_Area_9 NUMERIC
@ATTRIBUTE  Mass_Center_X_9 NUMERIC
@ATTRIBUTE  Mass_Center_Y_9 NUMERIC
@ATTRIBUTE  Hough_Lines_9 NUMERIC
@ATTRIBUTE  Black_Pixel_10 NUMERIC
@ATTRIBUTE  Airs_10 NUMERIC
@ATTRIBUTE  Harris_Corners_10 NUMERIC
@ATTRIBUTE  Length_Area_10 NUMERIC
@ATTRIBUTE  Mass_Center_X_10 NUMERIC
@ATTRIBUTE  Mass_Center_Y_10 NUMERIC
@ATTRIBUTE  Hough_Lines_10 NUMERIC
@ATTRIBUTE  Black_Pixel_11 NUMERIC
@ATTRIBUTE  Airs_11 NUMERIC
@ATTRIBUTE  Harris_Corners_11 NUMERIC
@ATTRIBUTE  Length_Area_11 NUMERIC
@ATTRIBUTE  Mass_Center_X_11 NUMERIC
@ATTRIBUTE  Mass_Center_Y_11 NUMERIC
@ATTRIBUTE  Hough_Lines_11 NUMERIC
@ATTRIBUTE  Black_Pixel_12 NUMERIC
@ATTRIBUTE  Airs_12 NUMERIC
@ATTRIBUTE  Harris_Corners_12 NUMERIC
@ATTRIBUTE  Length_Area_12 NUMERIC
@ATTRIBUTE  Mass_Center_X_12 NUMERIC
@ATTRIBUTE  Mass_Center_Y_12 NUMERIC
@ATTRIBUTE  Hough_Lines_12 NUMERIC
@ATTRIBUTE  Black_Pixel_13 NUMERIC
@ATTRIBUTE  Airs_13 NUMERIC
@ATTRIBUTE  Harris_Corners_13 NUMERIC
@ATTRIBUTE  Length_Area_13 NUMERIC
@ATTRIBUTE  Mass_Center_X_13 NUMERIC
@ATTRIBUTE  Mass_Center_Y_13 NUMERIC
@ATTRIBUTE  Hough_Lines_13 NUMERIC
@ATTRIBUTE  Black_Pixel_14 NUMERIC
@ATTRIBUTE  Airs_14 NUMERIC
@ATTRIBUTE  Harris_Corners_14 NUMERIC
@ATTRIBUTE  Length_Area_14 NUMERIC
@ATTRIBUTE  Mass_Center_X_14 NUMERIC
@ATTRIBUTE  Mass_Center_Y_14 NUMERIC
@ATTRIBUTE  Hough_Lines_14 NUMERIC
@ATTRIBUTE  Black_Pixel_15 NUMERIC
@ATTRIBUTE  Airs_15 NUMERIC
@ATTRIBUTE  Harris_Corners_15 NUMERIC
@ATTRIBUTE  Length_Area_15 NUMERIC
@ATTRIBUTE  Mass_Center_X_15 NUMERIC
@ATTRIBUTE  Mass_Center_Y_15 NUMERIC
@ATTRIBUTE  Hough_Lines_15 NUMERIC
@ATTRIBUTE Class  {accident, bomb, car, casualty, electricity, fire-brigade, fire, flood, gas, injury, paramedics, person, police, road-block}

@DATA
0.182613,0.0379634,1,0.207045,0.524397,0.422523,8,1,0.218487,0.0532213,7,0,0.322061,0.290984,0,0.263305,0.012605,280,0.0219284,0.515586,0.348026,0,0.330532,0.103641,12,0.219745,0.689235,0.513069,0,0.173669,0.00840336,4,0.0275306,0.7363,0.591168,0,0.120448,0.0140056,4,0,0.784314,0.480726,0,0.179272,0.0658263,1,0,0.399564,0.342504,0,0.215686,0.277311,8,0,0.209418,0.421687,0,0.182073,0.00140056,1,0.156217,0.256303,0.431973,0,0.123249,0.0238095,4,0,0,0,0,0.196078,0.0266106,4,0,0.279412,0.380952,0,0.19888,0.0644258,6,0.208709,0.413096,0.518961,0,0.336134,0.130252,6,0.31003,0.462795,0.71917,0,0.0112045,0,3,0,0,0,0,0.235294,0.00280112,5,0.22291,0.338235,0.428571,0,0.240896,0,4,0,0,0,0,0.254902,0.00840336,293,0.241444,0.460784,0.232426,0,gas
0.139263,0.121869,1,0.143691,0.365407,0.316395,8,0,0.189394,0.03125,492,0.174934,0.190025,0.425895,0,0.157197,0.0284091,516,0,0.586193,0.413929,0,0.181818,0.0198864,11,0.202781,0.193376,0.589307,0,0.181818,0.0217803,13,0,0.479167,0.47803,0,0.0795455,0.0426136,6,0,0.822917,0.352273,0,0.19697,0.0880682,14,0.113659,0.424769,0.342382,0,0.0568182,0.120265,4,0,0.46412,0.386364,0,0.159091,0.142045,10,0,0.283863,0.306995,0,0.206439,0.0246212,2,0.152655,0.663194,0.289141,0,0.0625,0,8,0,0,0,0,0.157197,0.0501894,2,0.148961,0.680121,0.314394,0,0.221591,0.0956439,9,0.220926,0.439413,0.53958,0,0.0776515,0.00568182,5,0.0861503,0.491667,0.481169,0,0.198864,0.162879,9,0.187243,0.388238,0.556818,0,0.248106,0,4,0,0,0,0,0.160985,0.0217803,22,0,0,0,0,gas
0.129861,0.0631448,10,0.148965,0.316786,0.357383,11,1,0.147727,0.0211039,3,0.220425,0.375,0.270089,0,0.165584,0.0827922,2,0.0844652,0.165152,0.434524,0,0.181818,0.00811688,588,0,0.159091,0.339286,0,0.173701,0.0121753,3,0,0.439394,0.69881,0,0.0275974,0,3,0,0.883838,0.757936,0,0.147727,0.0430195,4,0,0.215909,0.355357,0,0.198052,0.24026,3,0.0720532,0.374747,0.436905,0,0.0665584,0,25,0,0.113636,0.138393,0,0.146104,0.136364,10,0.186497,0.699725,0.627706,0,0.0292208,0,2,0,0,0,0,0.159091,0.0535714,5,0.1712,0.244949,0.363492,0,0.220779,0.0779221,2,0.249567,0.522743,0.476278,0,0.146104,0.0137987,4,0.145356,0.221513,0.367238,0,0.209416,0.0397727,10,0.224098,0.492334,0.263464,0,0.0746753,0,1,0,0,0,0,0.180195,0.0219156,559,0.0876145,0.522727,0.875,0,gas
0.144195,0.0633193,1,0.126062,0.378939,0.298457,5,1,0.149621,0.0198864,506,0,0.25205,0.221732,0,0.151515,0.0132576,468,0,0.364719,0.167659,0,0.179924,0.0246212,504,0.191354,0.418182,0.433333,0,0.179924,0.0340909,467,0,0.597222,0.443287,0,0.357955,0,2,0,0,0,0,0.166667,0.0094697,1,0.187658,0.254545,0.763195,0,0.111742,0.0255682,3,0,0.0568182,0.340278,0,0.138258,0.00094697,2,0,0.272727,0.522222,0,0.212121,0.0549242,11,0,0.509365,0.317612,0,0.0738636,0.0227273,3,0,0,0,0,0.185606,0.0151515,6,0.179567,0.29495,0.283796,0,0.189394,0.0208333,3,0.202934,0.546971,0.440928,0,0.25,0.0094697,6,0.276274,0.42457,0.281313,0,0.244318,0.0113636,463,0.240596,0.717172,0.472553,0,0.409091,0,3,0,0,0,0,0.179924,0.00473485,494,0.0886344,0.318182,0.416667,0,gas
0.125951,0.0097962,3,0.127141,0.542538,0.416038,11,1,0.204444,0.0311111,3,0.196565,0.37,0.358951,0,0.174815,0.0711111,3,0.197879,0.230842,0.519017,0,0.176296,0,4,0,0,0,0,0.173333,0.0222222,47,0.167677,0.667429,0.672487,0,0.108148,0.0103704,4,0.111532,0.553333,0.427984,0,0.148148,0.04,5,0.164568,0.565333,0.628807,0,0,0,0,0,0,0,0,0.134815,0.0281481,4,0.139354,0.33619,0.453263,0,0.111111,0.0303704,13,0.145999,0.79803,0.367985,0,0.0562963,0.0244444,13,0,0,0,0,0.127407,0.00666667,6,0.140102,0.517045,0.212963,0,0.294815,0.0681481,8,0.292086,0.404675,0.482299,0,0.0548148,0.0037037,4,0.0403573,0.86,0.137037,0,0.14963,0.0355556,7,0.152646,0.401962,0.629729,0,0.112593,0.0259259,3,0.0300944,0.81,0.652778,0,0.244444,0.00888889,23,0.240193,0.382024,0.367857,0,gas
0.115831,0.0800525,2,0.101466,0.408612,0.482064,14,1,0.0460829,0.00633641,5,0.0489866,0.198214,0.853226,0,0.139401,0.0639401,24,0.13645,0.604638,0.553999,0,0.0253456,0,6,0,0.0892857,0.0645161,0,0.18318,0.0541475,8,0.172178,0.454726,0.527289,2,0.168203,0.0270737,7,0.15778,0.6818,0.374503,0,0.116359,0.0408986,2,0.168097,0.32506,0.323189,0,0.0967742,0.0293779,4,0.0926232,0.679989,0.27573,0,0.00115207,0,4,0,0,0,0,0.107143,0.0178571,8,0.0865846,0.632055,0.67722,0,0.0241935,0.0288018,848,0,0,0,0,0.133641,0.15265,12,0.0834406,0.715873,0.394265,0,0.154378,0.0368664,3,0.144465,0.292528,0.565476,0,0.200461,0.0426267,7,0.213821,0.581091,0.390687,0,0.168203,0.062212,16,0.159901,0.429816,0.551369,1,0.156682,0.0230415,32,0.171851,0.212823,0.142761,0,0.185484,0.0443548,838,0.0809387,0.546068,0.381133,0,gas
0.146187,0.125264,7,0.130782,0.337272,0.258249,9,1,0.147727,0.0198864,3,0,0.447773,0.477694,0,0.174242,0.349432,12,0.171397,0.627858,0.248051,0,0.236742,0.0435606,4,0.20421,0.326586,0.462354,0,0.225379,0.0568182,5,0.0964794,0.441739,0.546657,0,0.0189394,0,2,0,0,0,0,0.212121,0.0284091,3,0,0.0930736,0.409722,0,0.181818,0.207386,3,0,0.37963,0.454938,0,0.0492424,0.00852273,4,0,0.113636,0.152778,0,0.232955,0.0625,3,0.228619,0.441368,0.668519,0,0.143939,0,6,0,0,0,0,0.204545,0.0662879,17,0.17825,0.227795,0.437935,0,0.219697,0.0662879,9,0.207191,0.289661,0.649918,0,0.0757576,0.164773,4,0.0529746,0.550964,0.0707071,0,0.195076,0.0340909,8,0.19439,0.437791,0.52098,0,0.0113636,0,6,0,0.893939,0.0555556,0,0.183712,0.0227273,8,0.173255,0.118939,0.172222,0,gas
0.0899735,0.00550258,52,0.112416,0.359568,0.120994,22,1,0.119146,0.0623278,1423,0.14055,0.474458,0.340262,2,0.0454545,0.00826446,7,0.029643,0.270258,0.0991583,0,0.110882,0.00137741,1366,0.0574968,0,0,2,0.12259,0.00309917,1412,0,0,0,2,0,0,0,0,0,0,0,0.126722,0.00482094,1349,0.125654,0.323232,0.0151515,2,0.123967,0.00378788,19,0.121256,0,0,2,0.12741,0.00447658,13,0.120309,0,0,2,0.103994,0.059573,9,0.0835568,0.30815,0.298217,0,0.0867769,0.0261708,15,0.106697,0.282929,0.720159,0,0.0998623,0.0168733,7,0.11282,0.37862,0.308295,0,0.0757576,0.0172176,10,0.088423,0.481427,0.764373,0,0.0950413,0.0506198,1394,0,0,0,1,0.119146,0.00413223,1349,0.126208,0.659091,0.123106,1,0,0,0,0,0,0,0,0.103994,0.00344353,1275,0.0603495,0,0,0,gas
0.102929,0.0646781,4,0.110691,0.547444,0.393904,25,1,0.115489,0.0258152,4,0.114388,0.678699,0.416121,1,0.129755,0.177989,3,0.170234,0.483171,0.53624,2,0.130435,0.00883152,11,0.126732,0.367188,0.445652,1,0.140625,0.0064538,1314,0.133485,0.601562,0.48913,2,0,0,0,0,0,0,0,0.129076,0.00577446,1395,0.130672,0.59375,0.304348,2,0.129755,0.00407609,8,0.139379,0.621175,0.567228,0,0.149457,0.0122283,5,0.134446,0.293576,0.815183,0,0.0889946,0.0139266,9,0.125907,0.45131,0.553361,0,0.120245,0.017663,10,0.107875,0.472229,0.64487,2,0.129755,0.0315897,81,0.126988,0.470836,0.472838,0,0.0495924,0.0173234,10,0.047824,0.252604,0.858696,0,0.128397,0.00713315,10,0.133305,0.377622,0.143813,0,0.0930707,0.00373641,22,0.064498,0.429688,0.380435,0,0,0,0,0,0,0,0,0.125679,0.00713315,8,0.132682,0.558475,0.0928854,0,gas
0.0936637,0.00964618,9,0.110914,0.428134,0.3532,22,1,0.165176,0.0113298,8,0.180938,0.185375,0.339169,0,0.0882528,0.000894454,4,0.0905916,0,0,2,0.0483005,0.00149076,17,0,0.628205,0.930233,0,0.115086,0.00715564,2,0.131888,0.361111,0.647287,0,0.0936196,0.0119261,4,0.0911952,0.860734,0.695223,0,0.0441264,0.000596303,3,0.0256235,0.331909,0.861757,0,0.108527,0.0110316,1495,0.106801,0,0,1,0.0930233,0.0116279,22,0,0.870435,0.816772,1,0.135957,0.171139,2,0.0550718,0.326609,0.28178,0,0.0930233,0.0211688,1475,0.105242,0.249874,0.276106,0,0.00298151,0,4,0,0,0,0,0.112701,0.078712,15,0.148899,0.429801,0.435952,0,0.0989863,0.0169946,4,0.100556,0.209936,0.467539,2,0.0930233,0.00596303,1567,0,0,0,2,0.0882528,0.00834824,1574,0.0832427,0.923077,0.403101,0,0.136553,0.0116279,19,0.102523,0.445416,0.442609,0,gas
0.101786,0.0300768,5,0.11522,0.617818,0.382718,19,0,0.101282,0.0288462,1,0.0737069,0.317147,0.464196,1,0.129487,0.0391026,3,0.16927,0.644108,0.27387,0,0.0903846,0.00673077,1447,0.0768844,0.1375,0.196581,0,0.112821,0.0108974,16,0.110662,0.463149,0.288378,0,0.0916667,0.0144231,1394,0.0825892,0.595581,0.359078,0,0.132692,0.0115385,5,0.127222,0.444391,0.466798,0,0.145513,0.00897436,7,0.105473,0.305286,0.361388,0,0.145513,0.00576923,3,0.140684,0.394531,0.554487,0,0.147436,0.0214744,3,0.147918,0.441019,0.253941,0,0.133974,0.0285256,16,0.136406,0.419303,0.220185,1,0.0134615,0.000961538,3,0,0.9125,0.888889,0,0.0923077,0.0179487,14,0.094396,0.220373,0.425173,1,0.108333,0.0108974,1460,0.110662,0.425769,0.56785,1,0.0987179,0.0121795,23,0.0513543,0.74,0.692949,0,0.115385,0.00224359,1491,0.108272,0.767917,0.287179,1,0.0128205,0,4,0,0,0,0,gas
0.0966596,0.104815,8,0.108751,0.63098,0.502237,22,1,0.06,0.0111429,7,0.0709047,0.312771,0.897576,0,0.0902857,0.266857,2,0.103732,0.414188,0.668376,0,0.0251429,0.00457143,12,0.019093,0.0747619,0.862667,0,0.131429,0.00657143,1629,0.124737,0.393197,0.242857,0,0.0154286,0,2,0.00861204,0.914286,0.1,0,0.135429,0.0248571,7,0.125804,0.40667,0.56741,1,0.121714,0.04,1525,0.0995405,0.14929,0.54201,0,0.126857,0.0365714,33,0.13202,0.437041,0.505991,3,0.142857,0.022,30,0.186346,0.493186,0.368637,0,0.0982857,0.0334286,1541,0.0979719,0.42457,0.537003,1,0.00685714,0,1,0,0,0,0,0.127429,0.0551429,5,0.089541,0.552381,0.637778,0,0.111429,0.0277143,13,0.0649775,0.302936,0.617333,2,0.122286,0.0237143,33,0,0.667857,0.84,0,0.06,0.00257143,15,0.0315098,0.464286,0.24,0,0.185714,0.153143,21,0.171268,0.401268,0.34928,0,gas
0.100244,0.108523,5,0.100614,0.397954,0.332211,13,1,0.132275,0.0535714,6,0,0.231481,0.821429,0,0.0873016,0.010582,12,0,0.416667,0.247024,0,0.142857,0.037037,9,0.121576,0.722028,0.226937,0,0.141534,0.0310847,28,0.0741291,0.62037,0.85119,0,0,0,0,0,0,0,0,0.12037,0.0145503,3,0.133829,0.651323,0.642347,0,0.0767196,0.0185185,18,0,0.706904,0.273369,0,0.134921,0.0324074,1,0.154285,0.399012,0.466667,0,0.142857,0.042328,4,0.129367,0.356553,0.248849,0,0.0383598,0.00396825,9,0.0229017,0.0590829,0.407313,0,0.137566,0.0859788,5,0.163026,0.366225,0.323622,0,0.108466,0.0343915,5,0.1029,0.57231,0.556973,0,0.115079,0.0205026,14,0.145574,0.272641,0.686657,0,0.162698,0.0363757,6,0.177469,0.510282,0.361186,1,0.0608466,0,2,0,0,0,0,0.125661,0.00925926,31,0.142579,0,0,0,gas
0.120843,0.0913091,9,0.119246,0.514841,0.363377,15,1,0.106207,0.0551724,4,0,0.593822,0.676248,1,0.186207,0.0662069,1,0.2036,0.363271,0.402665,0,0.155862,0.0193103,21,0,0.7,0.758621,0,0.151724,0.00206897,648,0,0.51,0.655172,0,0.0675862,0,4,0,0,0,0,0.154483,0.04,2,0,0.518667,0.538506,0,0.107586,0.10069,4,0,0.357544,0.322444,0,0.133793,0.0172414,28,0.165534,0.346667,0.62931,0,0.121379,0.0455172,2,0.142143,0.663048,0.361905,0,0.0937931,0.0131034,12,0.0963298,0.289778,0.762835,0,0.18069,0.0455172,12,0.190182,0.267263,0.397647,0,0.107586,0.169655,6,0.125697,0.566667,0.356322,0,0.172414,0.0406897,600,0.175914,0.527255,0.478193,0,0.154483,0.0137931,6,0.166342,0.689524,0.10509,0,0.165517,0,1,0,0,0,0,0.154483,0.0158621,4,0.183996,0.587421,0.173974,0,gas
0.1375,0.193468,5,0.138376,0.379216,0.287877,8,1,0.22963,0.0527778,15,0,0.481818,0.338197,0,0.159259,0.0222222,3,0.197031,0.185024,0.112274,0,0.0740741,0.000925926,5,0,0.0875,0.117284,0,0.187037,0.00185185,475,0,0.1125,0.148148,0,0.12963,0.012037,9,0,0.813333,0.590123,0,0.105556,0.0731481,6,0,0.302778,0.349794,0,0.0314815,0.0222222,4,0.0339143,0.129167,0.54321,0,0.17037,0.0472222,397,0.218025,0.547727,0.618234,0,0.153704,0.0240741,8,0,0.772059,0.449269,0,0.0444444,0.000925926,8,0.0257398,0.0625,0.395062,0,0.172222,0.0351852,4,0.180014,0.310577,0.407407,0,0.157407,0.00462963,15,0.148938,0.189167,0.425926,0,0.142593,0.0342593,476,0.0544163,0.245034,0.51883,0,0.192593,0.012037,7,0.198858,0.3,0.0925926,0,0.0462963,0.0148148,2,0,0.866667,0.740741,0,0.251852,0.172222,87,0,0.275,0.156379,0,gas
0.142064,0.10333,24,0.138802,0.436538,0.241331,8,1,0.161172,0.0705128,23,0,0.477673,0.449699,0,0.17033,0.0503663,4,0.186207,0.766667,0.416239,0,0.124542,0.00915751,2,0,0.833333,0.605769,0,0.25641,0.114469,19,0,0.269841,0.294872,0,0.197802,0,6,0,0,0,0,0.177656,0.0274725,2,0,0.383883,0.515335,0,0.168498,0.00457875,15,0,0.709546,0.723647,0,0.144689,0.0567766,11,0,0.440476,0.403846,0,0.0677656,0.405678,5,0.0132649,0.107584,0.329772,0,0.177656,0.00457875,8,0.180827,0.302154,0.682051,0,0.194139,0.0338828,55,0.214835,0.391534,0.598811,0,0.0586081,0.0119048,2,0,0,0,0,0.175824,0.113553,12,0.178199,0.52381,0.321474,0,0.227106,0.0723443,7,0.144492,0.515873,0.435577,0,0.181319,0,8,0,0,0,0,0.195971,0.0448718,6,0.0967014,0.654101,0.445513,0,gas
0.109009,0.0923826,58,0.106398,0.475555,0.24962,9,0,0.152074,0.031682,9,0.0907144,0.411023,0.49094,0,0.132488,0.0449309,3,0.178879,0.577818,0.522884,0,0.138249,0.0109447,19,0,0.318452,0.564201,0,0.147465,0.00230415,728,0,0.594086,0.467262,0,0.0264977,0,3,0,0,0,0,0.12788,0.0132488,4,0,0.0812425,0.181217,0,0.09447,0.078341,7,0,0.0782557,0.229497,0,0.139401,0.0126728,760,0,0.185484,0.428571,0,0.0518433,0.00691244,6,0,0.443548,0.142857,0,0.129032,0.031106,11,0.105064,0.192757,0.444506,0,0.195853,0.0224654,12,0.168217,0.200163,0.701876,0,0.0334101,0.00172811,2,0.025707,0.827957,0.0892857,0,0.147465,0.0126728,770,0.146517,0.332018,0.341552,0,0.135945,0.0120968,4,0.135563,0.745864,0.179029,0,0.00345622,0,4,0,0,0,0,0.141705,0.0109447,27,0.129267,0.173835,0.202546,0,gas
0.10309,0.0933925,3,0.0814288,0.503055,0.311403,15,1,0.148707,0.0689655,4,0.0956251,0.205541,0.248256,0,0.170259,0.0786638,3,0.194898,0.450374,0.413684,1,0.12931,0.0080819,10,0,0,0,0,0.136853,0.0269397,911,0,0,0,0,0,0,0,0,0,0,0,0.0883621,0.0398707,5,0.0976271,0.768199,0.505787,0,0.0689655,0.0113147,7,0.0953114,0.646095,0.305422,0,0.116379,0.0075431,784,0.135081,0.862069,0.838542,0,0.127155,0.0474138,4,0.14082,0.75831,0.570383,0,0.0258621,0.00431034,8,0.0130076,0.114943,0.877083,0,0.104526,0.0140086,4,0.118408,0.441188,0.181424,0,0.101293,0.0188578,2,0.10427,0.222113,0.421528,0,0.148707,0.0274784,4,0.15546,0.340849,0.293269,0,0.162716,0.0576509,8,0.168621,0.50481,0.333018,0,0.00646552,0,3,0,0,0,0,0.139009,0.00646552,842,0,0,0,1,gas
0.114936,0.140134,2,0.114054,0.352951,0.182508,19,1,0.145455,0.030303,1,0.167672,0.376667,0.313973,0,0.177778,0.0292929,4,0.190569,0.436395,0.320606,0,0.146465,0.0348485,7,0.142472,0.308333,0.492165,2,0.161616,0.116667,9,0.158998,0.446023,0.52397,1,0.111111,0.0161616,9,0.117818,0.734667,0.386263,0,0.131313,0.0166667,2,0.139011,0.78877,0.435245,0,0.121212,0.00707071,4,0.112941,0.803111,0.450505,0,0.0222222,0.0040404,12,0.0156417,0.0833333,0.0909091,0,0.0838384,0.0656566,2,0.0779862,0.573807,0.545772,0,0.0545455,0.0924242,6,0.0054689,0.111111,0.441077,0,0.142424,0.0191919,4,0.158577,0.280757,0.516924,0,0.129293,0.0550505,4,0.0563329,0.570756,0.492621,0,0.133333,0.0242424,830,0.138062,0.396682,0.485403,0,0.175758,0.0459596,10,0.170672,0.492975,0.330065,0,0.0141414,0,3,0,0.9,0.893939,0,0.134343,0.0333333,14,0.0546593,0.229167,0.492424,1,gas
0.135681,0.107637,2,0.110547,0.404946,0.332009,22,1,0.115132,0.0279605,5,0.122756,0.492233,0.418922,0,0.218202,0.22807,2,0.25117,0.500738,0.512751,0,0.128289,0.0296053,3,0.119544,0.614583,0.671698,0,0.0811404,0.0219298,6,0.0457999,0.239583,0.184054,0,0.139254,0.00164474,7,0.163611,0.333018,0.123365,0,0.130482,0.0060307,6,0.128679,0.104167,0.323684,0,0.157895,0.0252193,2,0.156396,0.537753,0.452791,0,0.0635965,0.0213816,6,0.0720835,0.224332,0.812416,0,0.167763,0.0992325,3,0.185992,0.446389,0.420301,0,0.0866228,0.0142544,9,0.0781888,0.286356,0.786249,0,0.00657895,0,2,0,0,0,0,0.174342,0.107456,27,0.0892833,0.502315,0.752658,0,0.153509,0.00493421,3,0.176775,0.275972,0.711228,0,0.173246,0.0323465,15,0.183705,0.671851,0.481186,0,0.265351,0.0515351,17,0.270763,0.684325,0.565899,1,0.144737,0.0257675,4,0.131463,0.424532,0.301907,2,gas
0.120243,0.153927,36,0.0852951,0.438732,0.329626,20,1,0.123457,0.0282922,6,0.119336,0.485625,0.666731,0,0.183128,0.00411523,4,0.220855,0.57716,0.42374,0,0.122428,0.0282922,14,0,0.215608,0.375992,0,0.184156,0.0226337,12,0.169955,0.603507,0.512426,0,0.133745,0.0128601,2,0.128187,0.512346,0.537809,0,0.0514403,0.00102881,10,0.027924,0.435185,0.148148,0,0.104938,0.093107,7,0.0412985,0.518406,0.511616,0,0.0874486,0.0216049,31,0.0468384,0.203889,0.199275,0,0.159465,0.126543,16,0.050351,0.472198,0.330192,0,0.0565844,0.00925926,12,0,0.125514,0.369599,0,0.106996,0.0144033,18,0.12562,0.129793,0.553302,0,0.108025,0.0190329,11,0.105047,0.632045,0.343062,0,0.226337,0.0324074,795,0.234628,0.515568,0.612016,0,0.0720165,0.0113169,10,0.0603711,0.231041,0.844577,0,0.187243,0.0108025,4,0.133158,0.732386,0.454804,0,0.0565844,0.0272634,12,0,0.87037,0.703704,0,gas
