%1. Title : 
%
%2. Sources : 
%
%
%
@RELATION Imagette

% Global features from the images :
@ATTRIBUTE  Black_Pixel_Global NUMERIC
@ATTRIBUTE  Airs_Global NUMERIC
@ATTRIBUTE  Harris_Corners_Global NUMERIC
@ATTRIBUTE  Length_Area_Global NUMERIC
@ATTRIBUTE  Mass_Center_X_Global NUMERIC
@ATTRIBUTE  Mass_Center_Y_Global NUMERIC
@ATTRIBUTE  Hough_Lines_Global NUMERIC
@ATTRIBUTE  Rows_Or_Cols_Global NUMERIC
% Features from the images splited in 9 : 
@ATTRIBUTE  Black_Pixel_0 NUMERIC
@ATTRIBUTE  Airs_0 NUMERIC
@ATTRIBUTE  Harris_Corners_0 NUMERIC
@ATTRIBUTE  Length_Area_0 NUMERIC
@ATTRIBUTE  Mass_Center_X_0 NUMERIC
@ATTRIBUTE  Mass_Center_Y_0 NUMERIC
@ATTRIBUTE  Hough_Lines_0 NUMERIC
@ATTRIBUTE  Black_Pixel_1 NUMERIC
@ATTRIBUTE  Airs_1 NUMERIC
@ATTRIBUTE  Harris_Corners_1 NUMERIC
@ATTRIBUTE  Length_Area_1 NUMERIC
@ATTRIBUTE  Mass_Center_X_1 NUMERIC
@ATTRIBUTE  Mass_Center_Y_1 NUMERIC
@ATTRIBUTE  Hough_Lines_1 NUMERIC
@ATTRIBUTE  Black_Pixel_2 NUMERIC
@ATTRIBUTE  Airs_2 NUMERIC
@ATTRIBUTE  Harris_Corners_2 NUMERIC
@ATTRIBUTE  Length_Area_2 NUMERIC
@ATTRIBUTE  Mass_Center_X_2 NUMERIC
@ATTRIBUTE  Mass_Center_Y_2 NUMERIC
@ATTRIBUTE  Hough_Lines_2 NUMERIC
@ATTRIBUTE  Black_Pixel_3 NUMERIC
@ATTRIBUTE  Airs_3 NUMERIC
@ATTRIBUTE  Harris_Corners_3 NUMERIC
@ATTRIBUTE  Length_Area_3 NUMERIC
@ATTRIBUTE  Mass_Center_X_3 NUMERIC
@ATTRIBUTE  Mass_Center_Y_3 NUMERIC
@ATTRIBUTE  Hough_Lines_3 NUMERIC
@ATTRIBUTE  Black_Pixel_4 NUMERIC
@ATTRIBUTE  Airs_4 NUMERIC
@ATTRIBUTE  Harris_Corners_4 NUMERIC
@ATTRIBUTE  Length_Area_4 NUMERIC
@ATTRIBUTE  Mass_Center_X_4 NUMERIC
@ATTRIBUTE  Mass_Center_Y_4 NUMERIC
@ATTRIBUTE  Hough_Lines_4 NUMERIC
@ATTRIBUTE  Black_Pixel_5 NUMERIC
@ATTRIBUTE  Airs_5 NUMERIC
@ATTRIBUTE  Harris_Corners_5 NUMERIC
@ATTRIBUTE  Length_Area_5 NUMERIC
@ATTRIBUTE  Mass_Center_X_5 NUMERIC
@ATTRIBUTE  Mass_Center_Y_5 NUMERIC
@ATTRIBUTE  Hough_Lines_5 NUMERIC
@ATTRIBUTE  Black_Pixel_6 NUMERIC
@ATTRIBUTE  Airs_6 NUMERIC
@ATTRIBUTE  Harris_Corners_6 NUMERIC
@ATTRIBUTE  Length_Area_6 NUMERIC
@ATTRIBUTE  Mass_Center_X_6 NUMERIC
@ATTRIBUTE  Mass_Center_Y_6 NUMERIC
@ATTRIBUTE  Hough_Lines_6 NUMERIC
@ATTRIBUTE  Black_Pixel_7 NUMERIC
@ATTRIBUTE  Airs_7 NUMERIC
@ATTRIBUTE  Harris_Corners_7 NUMERIC
@ATTRIBUTE  Length_Area_7 NUMERIC
@ATTRIBUTE  Mass_Center_X_7 NUMERIC
@ATTRIBUTE  Mass_Center_Y_7 NUMERIC
@ATTRIBUTE  Hough_Lines_7 NUMERIC
@ATTRIBUTE  Black_Pixel_8 NUMERIC
@ATTRIBUTE  Airs_8 NUMERIC
@ATTRIBUTE  Harris_Corners_8 NUMERIC
@ATTRIBUTE  Length_Area_8 NUMERIC
@ATTRIBUTE  Mass_Center_X_8 NUMERIC
@ATTRIBUTE  Mass_Center_Y_8 NUMERIC
@ATTRIBUTE  Hough_Lines_8 NUMERIC
@ATTRIBUTE Class  {accident, bomb, car, casualty, electricity, fire-brigade, fire, flood, gas, injury, paramedics, person, police, road-block}

@DATA
0.107986,0.0687998,6,0.130792,0.525983,0.474391,16,1,0.0527066,0.00106838,3,0.0476789,0.851852,0.783654,0,0.0790598,0.0238604,4,0,0.361605,0.504038,0,0.180912,0.0502137,137,0,0.669758,0.427716,0,0.122507,0.0185185,4,0.0639039,0.82963,0.430769,0,0.158832,0.156695,6,0.132282,0.424647,0.716781,0,0.0947293,0.0331197,10,0.0711693,0.315262,0.340715,2,0.0961538,0.0705128,2,0.0988055,0.536229,0.684317,0,0.165242,0.0747863,9,0.165036,0.474624,0.231336,1,0.0405983,0.00890313,6,0,0.101852,0.713942,0,casualty
0.111187,0.500819,4,0.103527,0.481754,0.430232,16,1,0.0295597,0.00283019,6,0,0.9,0.792453,0,0.134591,0.0518868,6,0.14154,0.533462,0.365038,2,0.145283,0.0100629,4,0.0688478,0.282456,0.269513,0,0.103145,0.0113208,4,0.0797387,0.591736,0.289623,0,0.150943,0.0327044,19,0.168609,0.468755,0.728628,0,0.179245,0.0735849,10,0.203845,0.395382,0.342412,2,0.090566,0.0138365,19,0.0933206,0.533683,0.648816,1,0.133962,0.0528302,14,0.132457,0.538168,0.183908,1,0.0735849,0.0311321,10,0.0965275,0.421742,0.627834,2,casualty
0.110412,0.308858,2,0.105737,0.507151,0.404905,9,1,0.12766,0.0542553,1262,0.108528,0.739181,0.450541,0,0.151773,0.0319149,3,0.0134039,0.521084,0.171743,0,0.087234,0.0106383,6,0,0.133086,0.578723,0,0.137589,0.0921986,3,0.126258,0.66373,0.397967,2,0.123404,0.0262411,9,0.0904824,0.5882,0.586565,0,0.0808511,0.0531915,2,0.0262707,0.13735,0.403205,0,0.0808511,0.0755319,7,0.0702301,0.767187,0.371232,1,0.168794,0.0822695,21,0.164192,0.412616,0.28295,1,0.0652482,0.0205674,15,0,0.41,0.684943,2,casualty
0.116033,0.278761,9,0.133518,0.457953,0.257442,11,1,0.100281,0.0210379,1380,0.121235,0.531017,0.501672,0,0.110098,0.0168303,2,0.0256356,0.337903,0.146532,0,0.115007,0.00385694,10,0,0.135945,0.352096,0,0.164095,0.156381,6,0.157552,0.662997,0.558891,1,0.149369,0.23878,12,0.152713,0.522006,0.710095,0,0.118513,0.0603086,8,0,0.159242,0.47054,1,0.0890603,0.0154278,8,0.0743715,0.322581,0.340675,0,0.174614,0.0995792,28,0.160818,0.586929,0.207817,1,0.110098,0.0140252,15,0.114319,0.474053,0.625,2,casualty
0.119513,0.388298,29,0.120646,0.518379,0.409476,10,1,0.123227,0.0110816,1081,0.14474,0.55235,0.456356,0,0.121454,0.010195,6,0,0.628968,0.178825,0,0.12766,0.0257092,3,0,0,0,2,0.218972,0.150709,3,0.167403,0.600962,0.302719,1,0.200355,0.0509752,7,0.17578,0.356579,0.691695,0,0.129433,0.018617,52,0.167488,0.330155,0.463455,0,0.118794,0.0141844,7,0.118244,0.494747,0.525121,1,0.102837,0.0141844,6,0.0984018,0.503164,0.111348,0,0.0602837,0.0434397,4,0.0505427,0.325646,0.381994,0,casualty
0.152402,0.427302,4,0.135282,0.492422,0.501982,8,1,0.130787,0.0706019,853,0.134883,0.648066,0.466667,0,0.155093,0.0104167,10,0,0.542438,0.148663,0,0.150463,0.068287,2,0,0,0,0,0.199074,0.107639,3,0.238972,0.606902,0.483433,0,0.162037,0.214699,10,0.171014,0.297917,0.562268,0,0.208333,0.100116,8,0.257562,0.388534,0.439469,1,0.127315,0.0503472,3,0.136965,0.486892,0.632119,0,0.228009,0.0451389,8,0.203237,0.474137,0.188875,0,0.100694,0.0173611,6,0.109701,0.369697,0.675926,0,casualty
0.130401,0.318239,6,0.107438,0.523251,0.245316,8,1,0.0837743,0.0176367,1077,0.0917842,0.833333,0.535714,0,0.123457,0.0246914,2,0,0.402531,0.212492,0,0.173721,0.0502646,7,0.0601012,0.547154,0.368,0,0.147266,0.0793651,5,0.186953,0.699537,0.342312,1,0.191358,0.201058,12,0.233791,0.363074,0.704321,0,0.179894,0.0842152,13,0.22028,0.39435,0.356235,2,0.114638,0.0414462,5,0.123578,0.535819,0.619814,1,0.141975,0.0458554,3,0.123077,0.366239,0.143058,0,0.0890653,0.0357143,7,0.0942891,0.352517,0.61453,0,casualty
0.118372,0.261577,2,0.0891157,0.573206,0.390038,11,1,0.107535,0.00353218,13,0.109575,0.413462,0.193878,0,0.142072,0.0816327,2,0.0132649,0.565365,0.14307,0,0.153061,0.0690738,2,0,0.297953,0.400084,1,0.135008,0.0255102,2,0.146052,0.723087,0.530612,1,0.161695,0.317896,9,0.199218,0.379352,0.705373,0,0.157771,0.13383,23,0.107405,0.416357,0.446203,0,0.077708,0.021978,6,0.0764266,0.670858,0.641026,0,0.151491,0.0286499,8,0.143196,0.353886,0.166748,0,0.0376766,0.0196232,4,0.060022,0.211538,0.507143,0,casualty
0.1294,0.298972,3,0.153143,0.419453,0.555746,14,1,0.0888,0.0152,1114,0.0924881,0.695067,0.645911,0,0.1248,0.0652,3,0.077661,0.363117,0.307377,0,0.1688,0.0172,1091,0,0.368,0.3444,0,0.1288,0.1244,1122,0.0961223,0.717257,0.641562,0,0.104,0.1496,1139,0.112697,0.286667,0.313333,0,0.2288,0.0916,16,0.243423,0.467817,0.463558,2,0.1256,0.1728,11,0.118338,0.48641,0.551239,2,0.1952,0.0208,5,0.194909,0.437058,0.239137,0,0.0488,0.0176,7,0.0818607,0.194872,0.579103,0,casualty
0.119634,0.38628,15,0.132067,0.553148,0.332063,17,1,0.102484,0.117081,4,0.07943,0.57672,0.652878,0,0.124224,0.0208075,10,0.113191,0.232022,0.225742,0,0.148447,0.034472,27,0,0.676417,0.654047,1,0.152795,0.0114907,8,0.104867,0.461305,0.148528,1,0.185714,0.0226708,20,0.170158,0.186463,0.373628,2,0.156522,0.0968944,6,0.224434,0.460956,0.420288,2,0.0521739,0.013354,6,0.0521191,0.722589,0.788926,0,0.132298,0.0273292,25,0.116327,0.312008,0.248425,2,0.0732919,0.0807453,9,0.0901914,0.317829,0.382655,1,casualty
0.130515,0.368357,16,0.13739,0.346034,0.32996,11,1,0.184444,0.0311111,2,0.185266,0.403817,0.734801,0,0.148148,0.00814815,10,0,0.19797,0.0809117,0,0.157037,0.151481,4,0.132351,0.207587,0.42183,0,0.12963,0.0322222,9,0.127053,0.673652,0.225478,2,0.172593,0.012963,12,0.20385,0.559197,0.541946,1,0.146667,0.0374074,8,0.142602,0.309444,0.360247,2,0.0644444,0.0203704,4,0.0741666,0.686307,0.794187,0,0.164444,0.0603704,13,0.132237,0.631377,0.214605,2,0.0644444,0.017037,10,0.0863768,0.294923,0.471264,0,casualty
0.113569,0.186505,5,0.115234,0.628774,0.213495,16,1,0.0971933,0.0192308,1850,0.0863282,0.767465,0.441016,0,0.120062,0.0135135,8,0.0242716,0.103698,0.125452,0,0.134096,0.105249,5,0,0.615187,0.563225,0,0.174636,0.0285863,6,0.182632,0.666357,0.491708,1,0.0961538,0.0304054,12,0.108228,0.460688,0.554851,0,0.162162,0.0306653,14,0.181609,0.440646,0.326137,1,0.10343,0.024948,9,0.10544,0.707482,0.356864,2,0.170998,0.039501,14,0.170607,0.397632,0.277234,3,0.0384615,0.0122141,28,0.0455138,0.279279,0.707579,0,casualty
0.108501,0.358305,5,0.06938,0.425118,0.430079,12,1,0.10051,0.0229592,1859,0.100522,0.677038,0.390576,0,0.107143,0.022449,11,0,0.367667,0.0888435,0,0.0964286,0.0262755,40,0.101978,0.290878,0.439291,0,0.172449,0.118622,1681,0.187777,0.609813,0.443929,3,0.139796,0.240561,11,0.161139,0.56409,0.727895,0,0.0923469,0.0966837,16,0.100691,0.199749,0.455256,0,0.0617347,0.0227041,2,0.067592,0.670172,0.770404,1,0.155102,0.0237245,24,0.143522,0.556276,0.222401,4,0.0826531,0.0186224,8,0.0950101,0.390973,0.606972,2,casualty
0.110083,0.26216,9,0.110964,0.565715,0.360002,14,1,0.0638655,0.00868347,2,0.0910185,0.739456,0.8007,0,0.0885154,0.0619048,4,0.0959946,0.406952,0.368759,1,0.185994,0.00560224,4,0.173665,0.590535,0.459238,0,0.0666667,0.00980392,6,0.0459911,0.892143,0.144281,0,0.208964,0.0890756,21,0.218769,0.35302,0.556695,1,0.138375,0.0386555,14,0.152012,0.328254,0.237818,2,0.0868347,0.0322129,4,0.0922419,0.550794,0.525348,1,0.165266,0.0551821,12,0.150864,0.472707,0.346311,2,0.0201681,0.00280112,5,0.0122686,0.0738095,0.919935,0,casualty
0.122358,0.69837,19,0.0579255,0.405873,0.508577,12,1,0.101902,0.0142663,22,0.0986386,0.767578,0.464047,0,0.137908,0.0638587,5,0.0437879,0.295265,0.179249,0,0.106658,0.0268342,18,0,0.412142,0.467246,0,0.192935,0.0601223,1,0.19884,0.629579,0.44343,2,0.115489,0.00237772,15,0.113018,0.100911,0.4986,0,0.17663,0.0934103,9,0.22274,0.423169,0.545749,2,0.0482337,0.0108696,6,0.0371593,0.622855,0.81996,0,0.182745,0.0461957,9,0.173145,0.605428,0.288493,1,0.0658967,0.0431386,18,0.0773966,0.159209,0.259058,0,casualty
0.102241,0.400946,20,0.104026,0.469267,0.428452,12,1,0.0732002,0,5,0.0374898,0.908046,0.429825,0,0.169994,0.243497,8,0.0598705,0.444139,0.351516,0,0.134301,0.0257108,1497,0,0.451644,0.348447,0,0.0677556,0.0251059,6,0.0637194,0.631673,0.543775,0,0.15971,0.0656382,7,0.16345,0.399966,0.452973,1,0.118572,0.0520266,1530,0.0657227,0.399945,0.45983,1,0.0671506,0.0260133,18,0.0586959,0.419389,0.840877,0,0.115547,0.0293406,13,0.103404,0.504943,0.352456,2,0.0641258,0.0166364,1,0.0720481,0.325123,0.219846,1,casualty
0.126469,0.220459,14,0.12757,0.439554,0.336973,13,1,0.180294,0.0303983,11,0.168838,0.658686,0.404612,0,0.115304,0,2,0.0108213,0.404814,0.116445,0,0.119497,0.0192173,5,0,0.38299,0.620046,0,0.18239,0.0635919,6,0.186695,0.526102,0.3108,1,0.159329,0.0356394,10,0.163603,0.585546,0.554297,1,0.12928,0.0614955,9,0.175315,0.424783,0.445653,2,0.0873515,0.0136268,6,0.0683516,0.599217,0.668507,0,0.126485,0.0552061,20,0.114213,0.630028,0.232422,0,0.0992313,0.0307477,17,0.126221,0.216931,0.271039,2,casualty
0.120262,0.36054,2,0.104123,0.342148,0.391807,15,1,0.1396,0.0275306,1561,0.137816,0.582684,0.275058,0,0.0934372,0.0570078,2,0.102738,0.329954,0.109291,0,0.11624,0.0189099,10,0,0.360166,0.447142,1,0.148498,0.0180756,7,0.136293,0.461246,0.369416,2,0.129032,0.253337,15,0.136677,0.300805,0.68305,0,0.166852,0.0550612,7,0.197486,0.45326,0.463394,2,0.0889878,0.0139043,6,0.087649,0.476157,0.698838,2,0.166296,0.0200222,20,0.141193,0.572912,0.202917,1,0.0628476,0.0419911,10,0.0655861,0.325101,0.591954,0,casualty
0.124224,0.274253,9,0.0858467,0.548561,0.445085,15,1,0.123315,0.0165094,4,0.119805,0.761905,0.464151,0,0.128706,0.0269542,4,0.103595,0.48151,0.250349,0,0.1031,0.027628,1350,0,0.439987,0.645141,0,0.158356,0.0855795,9,0.209197,0.687209,0.701624,0,0.0801887,0.00438005,1391,0.0873812,0.428571,0.306604,0,0.222372,0.225067,6,0.2466,0.472114,0.585245,1,0.0754717,0.189353,3,0.077397,0.769577,0.342907,0,0.205526,0.0673854,10,0.207005,0.47168,0.281544,4,0.0566038,0.027628,16,0.071772,0.213095,0.512908,0,casualty
0.106769,0.149849,3,0.122076,0.31893,0.482716,10,1,0.106182,0.0647273,10,0.116257,0.648182,0.636305,1,0.0727273,0.052,13,0,0.295162,0.148987,0,0.0225455,0,3,0,0,0,0,0.146909,0.0494545,1270,0.160702,0.235892,0.404053,0,0.0734545,0.00727273,1302,0.0690695,0,0,0,0.113455,0.0127273,1,0.134116,0.384301,0.852102,0,0.186909,0.0756364,15,0.189075,0.410755,0.507747,0,0.197818,0.0487273,9,0.204847,0.628,0.673326,2,0.0872727,0.0389091,1328,0.0866666,0.339679,0.5,0,electricity
0.108537,0.0586444,6,0.14705,0.327606,0.693357,12,1,0.0983607,0.009758,34,0.0431571,0.690476,0.652869,0,0.069477,0.0163934,4,0.0833581,0.382303,0.289617,0,0.00546448,0,1,0,0,0,0,0.136612,0.00819672,66,0.0682715,0.283309,0.502318,0,0.0632319,0.00117096,1222,0.0643683,0.285714,0.233607,0,0.153786,0.0156128,7,0.180056,0.440967,0.629352,1,0.139735,0.298595,1116,0.166578,0.138448,0.541591,1,0.20765,0.0460578,12,0.236059,0.555378,0.708811,2,0.107728,0.0952381,12,0,0.246032,0.319602,0,electricity
0.0818146,0.323905,32,0.112099,0.367144,0.823303,9,1,0.0785714,0.000357143,6,0,0.843333,0.626488,0,0.0642857,0.0178571,7,0,0,0,1,0.04,0,1,0,0,0,0,0.145714,0.0132143,1361,0.163208,0.573939,0.768939,0,0.0735714,0.00535714,1319,0.0738414,0.656,0.75,0,0.08,0.0025,5,0.0827422,0.276869,0.79072,0,0.0528571,0,9,0.0428361,0.07,0.455357,0,0.145714,0.0285714,3,0.192638,0.640897,0.64786,2,0.119286,0.104643,7,0.120098,0.277667,0.336682,2,electricity
0.0973944,0.216966,28,0.0880584,0.275063,0.60337,9,1,0.0885978,0.00269646,57,0,0.363636,0.286017,0,0.0531587,0.0157935,4,0.0723511,0.225441,0.173092,0,0.0046225,0,4,0,0,0,0,0.050077,0.0127119,4,0.0462744,0.750383,0.158991,0,0.134823,0.0154083,1241,0.0655327,0.53612,0.436441,0,0.152542,0.0246533,3,0.163233,0.339379,0.208369,1,0.1302,0.12943,6,0.114978,0.323967,0.445497,0,0.167951,0.0662558,10,0.157564,0.393063,0.497044,1,0.11171,0.0335131,8,0.129551,0.395761,0.378056,1,electricity
0.117754,0.0331406,11694,0.105997,0.483275,0.365754,13,1,0.0903704,0.0125926,1279,0.0436601,0.600444,0.70925,1,0.0718519,0.0448148,31,0,0.277693,0.197786,0,0.00518519,0,4,0,0,0,0,0.148889,0.0474074,1226,0.137729,0.158765,0.341107,0,0.134815,0.0122222,16,0.080981,0.680222,0.60598,0,0.16963,0.114815,12,0.190528,0.345887,0.260629,1,0.181481,0.0388889,1185,0.164089,0.778907,0.784114,0,0.216296,0.133704,17,0.170267,0.444102,0.526995,3,0.0807407,0.0292593,10,0.0953194,0.328148,0.344536,0,electricity
0.08734,0.109997,76,0.113498,0.536759,0.626878,5,1,0.0977564,0.0128205,2,0,0,0,0,0.0112179,0,6,0,0,0,0,0.100962,0,7,0,0,0,0,0.0608974,0.00961538,6,0.0357591,0.3125,0.0384615,0,0.153846,0.0769231,574,0.103995,0.545536,0.42735,0,0.185897,0.0328526,18,0.188867,0.399757,0.554785,0,0.149038,0.0184295,4,0,0.653646,0.718661,0,0.141026,0.0544872,3,0.109087,0.49359,0.809254,0,0.0352564,0.0160256,6,0,0.1875,0.634615,0,electricity
0.121974,0.121882,2,0.0793992,0.42176,0.493635,5,1,0.180702,0.0684211,2,0,0.575397,0.609649,0,0.0526316,0.00964912,6,0,0.183333,0.153509,0,0.0491228,0,6,0,0,0,0,0.0736842,0.00526316,6,0.0589955,0.706553,0.0793972,0,0.150877,0.00789474,30,0.115383,0.445915,0.305986,0,0.131579,0.0192982,1,0.121071,0.218724,0.638077,0,0.150877,0.0359649,6,0,0.383333,0.296053,0,0.305263,0.0394737,2,0.286764,0.562117,0.715261,0,0.124561,0.0798246,2,0.131974,0.422727,0.466866,0,electricity
0.138937,0.111934,22,0.158487,0.446086,0.45043,4,1,0.255717,0.016632,3,0.205687,0.488474,0.828101,0,0.049896,0.133056,6,0.0138396,0.192308,0.509009,0,0.0540541,0,4,0,0,0,0,0.002079,0,2,0,0,0,0,0.106029,0.0197505,6,0.0789409,0.560606,0.0776003,0,0.253638,0.0426195,5,0.246551,0.336691,0.38795,0,0.143451,0.0301455,7,0,0.711538,0.277027,0,0.347193,0.265073,3,0.271558,0.413919,0.57137,0,0.120582,0.031185,6,0.123339,0.481429,0.658718,0,electricity
0.119266,0.079103,2,0.144975,0.374599,0.529789,5,1,0.153704,0.0462963,3,0,0.503704,0.555556,0,0.0351852,0.0166667,6,0,0.111111,0.351852,0,0,0,0,0,0,0,0,0.0888889,0.0111111,3,0.0846268,0.622222,0.10086,0,0.266667,0.0324074,27,0.182586,0.478283,0.476852,0,0.00925926,0,8,0,0,0,0,0.137037,0.0657407,7,0.08558,0.649383,0.346193,0,0.261111,0.176852,3,0.266508,0.5,0.792402,0,0.114815,0.0685185,10,0.118355,0.387177,0.449217,0,electricity
0.132585,0.118302,26,0.132517,0.473462,0.507417,4,1,0.231481,0.05,467,0,0.3,0.888889,0,0.0462963,0.0166667,11,0,0.2,0.131944,0,0.0111111,0,4,0,0,0,0,0.0555556,0.00925926,10,0.0382534,0.466667,0.0416667,0,0.209259,0.0962963,524,0.0425926,0.511111,0.476852,0,0.148148,0.0111111,3,0.0710829,0.133333,0.122685,0,0.0925926,0.0203704,4,0,0.752381,0.253968,0,0.340741,0.0509259,6,0.281311,0.386238,0.530632,0,0.114815,0.0435185,6,0.149782,0.391667,0.450442,0,electricity
0.0966464,0.18712,17,0.0931763,0.386341,0.799824,10,1,0.000841751,0,1,0,0,0,0,0.113636,0.0450337,8,0.0524031,0.511364,0.688566,2,0.0799663,0.0252525,14,0.124201,0.332687,0.218331,0,0.137205,0.0290404,18,0.145006,0.718385,0.367498,0,0.0799663,0.198232,1053,0.0783474,0.0227273,0.0123457,0,0.0867003,0.0210438,19,0.0850461,0.392316,0.822288,0,0.137205,0.0433502,10,0.172881,0.423541,0.613329,0,0.18771,0.00252525,6,0.216167,0.558308,0.663556,2,0.0681818,0.0664983,8,0.0255153,0.180021,0.365127,0,electricity
0.109451,0.313415,80,0.0916745,0.47748,0.569996,11,1,0.0425926,0.00231481,5,0,0.833333,0.895062,0,0.125,0.0212963,8,0.0602623,0.478125,0.506366,0,0.0759259,0.0037037,10,0,0.3579,0.144661,0,0.123148,0.0592593,58,0.0770702,0.593948,0.551073,0,0.127778,0.0902778,48,0,0.349844,0.43639,0,0.0833333,0.0185185,31,0.0487949,0.137778,0.495885,0,0.228704,0.293519,24,0.237679,0.370869,0.514081,0,0.143519,0.153704,53,0.147318,0.411852,0.461216,0,0.0518519,0.0652778,10,0,0.289719,0.640252,0,electricity
0.0994444,0.0640556,4,0.0881975,0.511316,0.743069,7,1,0.138542,0.009375,7,0.139818,0.632812,0.636458,0,0.0979167,0.0416667,4,0.102824,0.441794,0.311174,0,0.0375,0.0151042,6,0,0.125,0.141667,0,0.0791667,0.0161458,7,0.0860631,0.550357,0.194905,0,0.16875,0.0234375,760,0.140094,0.567441,0.606111,0,0.00416667,0,4,0,0,0,0,0.205208,0.00885417,10,0.212184,0.486458,0.641582,0,0.123958,0.136458,4,0.0785385,0.436553,0.590404,0,0.059375,0.0119792,2,0.0838949,0.399306,0.595833,0,electricity
0.10124,0.0148498,3,0.116407,0.468618,0.445373,11,1,0.0220126,0.00786164,4,0.012174,0.875,0.886792,0,0.127358,0.108491,6,0.131913,0.486458,0.496114,2,0.0597484,0.0208333,10,0,0.250331,0.0968853,0,0.190252,0.0208333,32,0.190368,0.59892,0.421034,0,0.0652516,0.00275157,3,0.0625667,0.405952,0.901617,0,0.00235849,0,2,0,0,0,0,0.159591,0.165094,10,0.0923932,0.109012,0.354409,0,0.21305,0.0876572,8,0.24014,0.41741,0.506841,4,0.0872642,0.0188679,29,0.0516825,0.421828,0.244218,0,electricity
0.128876,0.0383979,13,0.108298,0.389372,0.75389,8,1,0.0113519,0,6,0,0.852941,0.947368,0,0.137255,0.00515996,4,0,0.423529,0.673684,1,0.0763674,0.0154799,8,0.0309294,0.161765,0.238304,0,0.148607,0.0185759,799,0.144681,0.611614,0.423189,0,0.0743034,0.0108359,7,0.0651121,0.264706,0.267544,0,0.185759,0.0428277,3,0.179695,0.428717,0.703878,0,0.211558,0.108875,27,0.262175,0.427015,0.614847,0,0.250774,0.0273478,4,0.184752,0.593465,0.56212,1,0.108359,0.0242518,8,0.136278,0.240196,0.568713,0,electricity
0.11203,0.0942606,27,0.110933,0.297518,0.384224,10,1,0.113636,0.0194129,10,0.119829,0.620455,0.675893,1,0.0757576,0.0137311,15,0.0353071,0.160985,0.142361,0,0,0,0,0,0,0,0,0.131629,0.0336174,970,0.114254,0.160763,0.220509,0,0.109848,0.00710227,20,0.0792191,0.280303,0.284722,0,0.121212,0.00331439,4,0.118279,0.257932,0.505923,0,0.133523,0.0108902,3,0.116489,0.776515,0.621528,0,0.226326,0.0724432,7,0.252096,0.563418,0.612452,2,0.105114,0.00710227,5,0.12578,0.454545,0.3029,1,electricity
0.134896,0.167602,11,0.0961632,0.353092,0.708655,7,1,0.111111,0.00457516,6,0.109951,0.33701,0.363889,0,0.129412,0.0189542,6,0,0.501089,0.223868,0,0.0156863,0,4,0,0,0,0,0.139869,0.0117647,3,0.128637,0.458824,0.348889,0,0.20915,0.0183007,4,0.159112,0.479085,0.46642,0,0.0326797,0,10,0.0343041,0.0882353,0.355556,0,0.27451,0.178431,53,0.250459,0.446722,0.610805,0,0.240523,0.1,626,0.132955,0.42509,0.409396,0,0.115033,0.0562092,4,0.0713699,0.463801,0.261538,0,electricity
0.120641,0.0555399,11,0.107397,0.219885,0.397664,4,1,0.216931,0.042328,34,0.163972,0.417593,0.354762,1,0.195767,0,2,0,0,0,0,0,0,0,0,0,0,0,0.169312,0.0509259,4,0.140721,0.417901,0.218519,0,0.222222,0.0271164,3,0.226885,0.346914,0.227513,0,0.0952381,0.00859788,4,0.0924207,0.651455,0.79932,0,0.12037,0.0787037,700,0.179473,0.396233,0.558651,0,0.175926,0.0740741,4,0.129286,0.418752,0.437528,0,0.121693,0.0238095,29,0.0667405,0.222222,0.265873,0,electricity
0.147576,0.00371212,23,0.171626,0.429841,0.371545,7,1,0.00852273,0,4,0,0,0,0,0.237216,0.0397727,103,0.100525,0.546955,0.420921,2,0.00852273,0,2,0,0,0,0,0.0738636,0.0511364,4,0.0168017,0.772569,0.510101,0,0.129261,0.161932,22,0.109355,0.256944,0.0959596,0,0.306818,0.176847,5,0.311473,0.220128,0.209814,0,0.177557,0.0830966,615,0.179788,0.466667,0.375568,0,0.37358,0.0397727,24,0.293596,0.439324,0.513307,0,0.0482955,0.0113636,12,0.0235175,0.234848,0.0853994,0,electricity
0.124587,0.359234,3,0.101423,0.506496,0.665278,7,1,0.0887513,0.000515996,10,0.0828527,0.361842,0.370098,0,0.125903,0.0263158,18,0,0.47831,0.292155,0,0.0257998,0.00877193,2,0,0.245614,0.0597572,0,0.143447,0.00773994,8,0.134524,0.50543,0.42328,0,0.206398,0.0325077,2,0.200694,0.637622,0.568555,1,0.0196078,0.0402477,4,0.0175439,0,0,0,0.20743,0.24097,21,0.161828,0.49168,0.718113,0,0.209494,0.0670795,9,0.186661,0.375418,0.500697,0,0.131063,0.0278638,6,0.130578,0.364035,0.345651,0,electricity
0.0815416,0.0791786,71,0.0775684,0.49894,0.52486,10,1,0.101235,0.0188272,1444,0.10579,0.541711,0.656249,2,0.0740741,0.0351852,5,0.0807552,0.487654,0.167334,0,0.00864198,0.012037,4,0,0,0,0,0.0938272,0.0169753,1525,0.0896986,0.192318,0.174021,0,0.132716,0.032716,8,0.142862,0.767208,0.669694,0,0.15,0,1,0,0,0,0,0.105556,0.0385802,2,0.12833,0.671059,0.557973,0,0.175309,0.0731481,18,0.0706847,0.369557,0.668011,0,0.0746914,0.025,6,0.105622,0.44911,0.609568,2,electricity
