@relation 'Imagette-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval-Sweka.attributeSelection.BestFirst -D 1 -N 10'

@attribute Airs_Center_X_GLOBAL numeric
@attribute Airs_Triangle_2_X_GLOBAL numeric
@attribute Harris_Corners_X_GLOBAL numeric
@attribute Mass_Center_X_Global numeric
@attribute Mass_Center_Y_Global numeric
@attribute Hough_Lines_Vertical_Global numeric
@attribute Hough_Lines_Horizontal_Global numeric
@attribute Hough_Lines_DiagonalPos_Global numeric
@attribute Hough_Lines_DiagonalNeg_Global numeric
@attribute Hough_Circles_X_Global numeric
@attribute Hough_Circles_Y_Global numeric
@attribute Hough_Circles_Radius_Global numeric
@attribute Rows_Or_Cols_Global numeric
@attribute Black_Pixel_0 numeric
@attribute Airs_Center_X_0 numeric
@attribute Airs_Triangle_1_X_0 numeric
@attribute Airs_Contours_0 numeric
@attribute Harris_Corners_X_0 numeric
@attribute Mass_Center_X_0 numeric
@attribute Mass_Center_Y_0 numeric
@attribute Hough_Lines_Vertical_0 numeric
@attribute Hough_Lines_Horizontal_0 numeric
@attribute Hough_Lines_DiagonalPos_0 numeric
@attribute Hough_Lines_DiagonalNeg_0 numeric
@attribute Airs_Center_X_1 numeric
@attribute Airs_Center_Y_1 numeric
@attribute Airs_Triangle_1_X_1 numeric
@attribute Airs_Triangle_1_Y_1 numeric
@attribute Mass_Center_X_1 numeric
@attribute Mass_Center_Y_1 numeric
@attribute Hough_Lines_Vertical_1 numeric
@attribute Hough_Lines_Horizontal_1 numeric
@attribute Hough_Lines_DiagonalPos_1 numeric
@attribute Hough_Lines_DiagonalNeg_1 numeric
@attribute Hough_Circles_Radius_1 numeric
@attribute Airs_Center_X_2 numeric
@attribute Airs_Triangle_1_X_2 numeric
@attribute Airs_Triangle_1_Y_2 numeric
@attribute Mass_Center_X_2 numeric
@attribute Mass_Center_Y_2 numeric
@attribute Hough_Lines_Vertical_2 numeric
@attribute Hough_Lines_Horizontal_2 numeric
@attribute Hough_Lines_DiagonalPos_2 numeric
@attribute Hough_Lines_DiagonalNeg_2 numeric
@attribute Hough_Lines_Nb_2 numeric
@attribute Hough_Circles_Radius_2 numeric
@attribute Black_Pixel_3 numeric
@attribute Airs_Center_X_3 numeric
@attribute Airs_Triangle_1_X_3 numeric
@attribute Airs_Triangle_1_Y_3 numeric
@attribute Mass_Center_X_3 numeric
@attribute Mass_Center_Y_3 numeric
@attribute Hough_Lines_Vertical_3 numeric
@attribute Hough_Lines_Horizontal_3 numeric
@attribute Hough_Lines_DiagonalPos_3 numeric
@attribute Hough_Lines_DiagonalNeg_3 numeric
@attribute Hough_Circles_Radius_3 numeric
@attribute Class {accident,bomb,car,casualty,electricity,fire-brigade,fire,flood,gas,injury,paramedics,person,police,road-block}

@data
49.2063,90.9733,46.5869,0.531599,0.452336,57.1429,14.2857,7.14286,21.4286,52.1008,45.8566,16.1013,1,5.55028,74.1936,54.0323,109.497,96.7742,0.550179,0.5375,100,0,0,0,19.3548,72.4481,3.22581,-10.1953,0.124931,0.333971,100,0,0,0,26.4706,67.7419,58.871,-42.4416,0.406866,0.51939,14.2857,0,28.5714,57.1429,7,14.7059,14.3738,12.9032,3.22581,-10.8131,0.492818,0.430426,45.4545,18.1818,9.09091,27.2727,13.2353,bomb
38.7931,62.055,34.6235,0.461915,0.638978,80,20,0,0,63.7931,54.0741,17.3457,1,9.57854,53.4483,75.5641,362.161,73.1034,0.715042,0.692812,71.4286,0,28.5714,0,3.44828,59.4422,3.44828,50.2972,0,0,0,0,0,0,0,63.7931,93.1034,134.634,0.377276,0.435785,58.3333,16.6667,8.33333,16.6667,12,0,10.8983,26.4034,3.44828,47.5537,0.621014,0.716632,30,30,20,20,0,bomb
42.7419,172.011,94.1738,0.490984,0.663233,50,0,20,30,56.9124,55.6122,17.7551,1,14.47,70.9677,93.5484,372.428,96.7742,0.667981,0.442381,80,0,10,10,4.83871,15.3061,3.22581,28.5714,0,0,0,0,0,0,0,66.129,-27.957,86.3946,0.542573,0.348245,42.8571,42.8571,14.2857,0,7,0,12.2581,6.45161,3.22581,4.59184,0.422707,0.554551,11.1111,11.1111,44.4444,33.3333,14.2857,bomb
66.3636,-28.7349,43.8462,0.589168,0.585261,77.7778,11.1111,5.55556,5.55556,60.7792,60.9023,14.5677,1,5.26316,88.8889,81.4815,60.3137,96.2963,0,0,100,0,0,0,48.1481,60.5956,3.7037,36.3573,0.470558,0.169432,100,0,0,0,0,83.3333,92.5926,136.388,0.315043,0.286096,37.5,0,37.5,25,8,22.3684,15.5945,7.40741,3.7037,-6.37848,0.540651,0.577442,25,12.5,12.5,50,23.6842,bomb
61.4754,-34.5447,27.2169,0.686769,0.46213,61.5385,7.69231,15.3846,15.3846,68.8525,36.8421,17.8728,1,3.68421,85,83.2281,83.8716,93.3333,0.877778,0.960526,100,0,0,0,46.6667,64.9238,3.33333,28.855,0.510998,0.172114,57.1429,0,42.8571,0,26.3158,81.6667,-33.3333,69.8292,0.446412,0.439438,25,12.5,25,37.5,8,22.3684,16.4035,18.3333,3.33333,-67.5208,0.458718,0.272344,50,7.14286,21.4286,21.4286,13.8158,bomb
46.1165,96.2953,1.49852,0.551453,0.647801,32,8,28,32,53.6536,50.4827,20.3519,1,6.69935,90.1961,38.2951,273.375,97.0588,0.747348,0.635509,33.3333,0,33.3333,33.3333,40.1961,19.8413,-23.0392,50.3118,0.315438,0.152502,0,0,100,0,53.869,48.0392,1.96078,57.5397,0.556192,0.256793,44.4444,0,55.5556,0,9,22.619,8.94024,42.1569,101.667,58.45,0.452565,0.419945,40,10,0,50,21.1905,bomb
52.5641,123.516,97.2687,0.440153,0.535738,26.3158,21.0526,0,52.6316,52.3379,53.2478,16.1974,1,4.12698,50,13.4041,188.581,27.5641,0.294252,0.874186,0,0,100,0,8.97436,38.0952,95.3216,48.359,0.399628,0.397438,37.5,0,37.5,25,18.0952,17.9487,5.34075,-5.63425,0.426559,0.512989,56.25,0,18.75,25,16,19.3651,5.66545,47.4359,68.3494,93.424,0.399309,0.757452,0,16.6667,0,83.3333,16.1905,bomb
50,-14.19,1.99468,0.379467,0.514666,29.1667,20.8333,33.3333,16.6667,55.2143,40.6631,24.0214,1,10.5031,76.7857,90.5876,635.572,85.9694,0.387608,0.51316,5.88235,11.7647,47.0588,35.2941,0,0,0,0,0,0,0,0,0,0,0,58.9286,120.467,1.1562,0.628966,0.318844,22.2222,11.1111,66.6667,0,9,23.6559,9.88863,38.3929,-5.01555,-5.03935,0.590643,0.283109,25,33.3333,8.33333,33.3333,28.4946,bomb
43.3735,141.143,4.54996,0.400626,0.764655,54.5455,36.3636,4.54545,4.54545,59.2083,49.006,17.8687,1,9.73242,67.0732,47.4226,489.729,61.5854,0.728659,0.154126,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.6829,2.43902,0.942596,0.457276,0.403149,58.3333,25,16.6667,0,12,22.8155,13.095,19.5122,-17.1857,-8.63089,0.563593,0.480021,43.75,12.5,18.75,25,16.8285,bomb
42.8571,50.4449,2.52101,0.454884,0.65288,40,12,16,32,51.1628,46.2367,18.5474,1,2.91995,96.6102,78.4819,194.971,98.3051,0.940678,0.583663,100,0,0,0,34.7458,49.0148,-18.507,63.9616,0.13986,0.558094,28.5714,0,14.2857,57.1429,37.4823,74.5763,-46.9616,59.6068,0.273567,0.627731,41.6667,16.6667,25,16.6667,12,40.3465,10.6226,28.8136,1.69492,-39.9743,0.666408,0.479485,21.4286,14.2857,28.5714,35.7143,29.2079,bomb
61.2903,410.744,85.234,0.354241,0.400703,57.1429,0,14.2857,28.5714,64.5161,30.1205,21.0843,1,26.0163,56.6667,86.6667,206.353,73.3333,0.60679,0.597606,100,0,0,0,43.3333,118.977,6.66667,5.94884,0.211111,0.890244,0,0,0,0,0,63.3333,-6.66667,53.5396,0.475168,0.371274,100,0,0,0,2,0,23.252,36.6667,6.66667,32.3881,0.402513,0.523253,100,0,0,0,0,bomb
46.4286,277.836,48.557,0.50027,0.584529,33.3333,0,16.6667,50,56.1905,60.1869,17.5701,1,18.5984,61.9048,64.557,251.469,95.2381,0.517437,0.48313,0,0,50,50,7.14286,17.7999,2.97619,34.2649,0.095238,0.081761,0,0,0,0,0,71.4286,90.4762,215.972,0.66167,0.616827,83.3333,0,16.6667,0,6,0,19.3172,7.14286,4.7619,-11.2733,0.448817,0.4998,60,0,20,20,0,bomb
55.1282,238.65,28.5915,0.526459,0.543715,100,0,0,0,47.4359,70.4762,15.7143,1,10.4251,73.6842,72.5953,115.77,94.7368,0.828947,0.581731,100,0,0,0,44.7368,49.926,5.26316,52.2682,0.414561,0.214615,66.6667,0,33.3333,0,0,60.5263,89.4737,-49.5562,0.413587,0.535348,71.4286,0,14.2857,14.2857,7,19.2308,20.0405,21.0526,5.26316,-24.8309,0.430148,0.547093,42.8571,14.2857,14.2857,28.5714,9.61538,bomb
41.9355,207.839,43.6774,0.424528,0.605385,87.5,0,0,12.5,51.6129,53.125,17.1875,1,20.1667,53.3333,136.19,115.811,93.3333,0.505263,0.596491,100,0,0,0,20,40.625,47.4074,6.25,0.116667,0.075,0,0,0,0,0,46.6667,6.66667,210,0.366296,0.602778,100,0,0,0,6,0,20.6667,13.3333,6.66667,11.25,0.471333,0.589583,66.6667,0,0,33.3333,0,bomb
64.6341,-124.926,35.453,0.409715,0.622823,23.0769,7.69231,38.4615,30.7692,42.2764,61.9048,15.3061,1,12.0408,55,90,150.211,95,0.61929,0.685815,66.6667,0,33.3333,0,47.5,56.2266,5,52.4291,0.464247,0.236559,0,0,100,0,0,47.5,-40,116.618,0.411471,0.363255,100,0,0,0,4,0,16.8367,7.5,109.359,110.971,0.450611,0.615913,0,0,57.1429,42.8571,0,bomb
51.1905,245.181,47.619,0.431595,0.595528,60,0,0,40,65.7143,51.6,19,1,15.619,64.2857,60.9023,179.024,95.2381,0.713352,0.491176,75,0,25,0,16.6667,28,4.7619,4,0.162698,0.099333,100,0,0,0,0,69.0476,90.4762,212,0.401298,0.329556,57.1429,0,14.2857,28.5714,7,0,19.2381,9.52381,119.78,120.615,0.45941,0.480917,16.6667,16.6667,33.3333,33.3333,18,bomb
46.1538,135.174,29.7853,0.474937,0.545067,80,20,0,0,50.5495,54.5455,17.7489,1,7.84929,92.3077,92.3077,88.598,96.1538,0.432692,0.297619,100,0,0,0,30.7692,102.131,-37.9599,195.752,0.228339,0.409888,33.3333,0,66.6667,0,28.5714,59.6154,92.3077,-25.5449,0.502734,0.440591,12.5,37.5,50,0,8,36.7347,17.033,19.2308,3.84615,-38.6744,0.454872,0.460068,0,0,50,50,0,bomb
32.8571,-68.0272,40,0.425584,0.710405,71.4286,0,0,28.5714,56,57.3077,18.4615,1,22.1719,47.0588,-10.2941,226.116,58.8235,0.191176,0.461538,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.5294,88.2353,-31.4349,0.34736,0.777909,100,0,0,0,11,21.1538,21.9457,8.82353,129.529,93.9459,0.43298,0.558428,66.6667,0,11.1111,22.2222,0,bomb
35.2273,133.66,41.6193,0.54351,0.625369,40,10,20,30,45.4545,63.7363,17.5824,1,18.7879,61.3636,90.9091,207.926,84.0909,0.734959,0.699381,100,0,0,0,18.1818,108.642,50,207.407,0.102694,0.381276,100,0,0,0,0,59.0909,107.143,259.612,0.338093,0.489811,75,0,0,25,4,0,21.1111,20.4545,111.204,109.477,0.490817,0.446025,33.3333,16.6667,16.6667,33.3333,0,bomb
54.8781,-51.9001,47.4529,0.382717,0.594989,40,10,20,30,51.2195,54.9242,17.6136,1,9.65909,75,90,75.4264,95,0.804924,0.761364,100,0,0,0,47.5,77.4793,5,108.471,0.45,0.351337,50,0,50,0,18.1818,82.5,90,245.72,0.451524,0.417367,50,0,33.3333,16.6667,6,25,25.3409,7.5,5,0,0.254861,0.374713,28.5714,0,42.8571,28.5714,0,bomb
54.4304,92.1253,42.616,0.536372,0.5679,33.3333,11.1111,27.7778,27.7778,44.7785,32.2115,18.3494,1,3.94477,69.2308,25.4438,273.836,83.3333,0.875661,0.869088,50,0,50,0,23.0769,63.2807,-33.3868,180.699,0.216097,0.656149,57.1429,0,42.8571,0,11.5385,67.9487,105.027,143.128,0.352927,0.53409,30,10,30,30,10,12.8205,12.0644,37.1795,2.5641,-33.421,0.577669,0.483043,16.6667,16.6667,25,41.6667,0,bomb
68.75,158.419,42.5647,0.446945,0.59944,100,0,0,0,51.7045,44.5141,17.116,1,3.0816,90.625,93.75,66.3137,95.8333,0.921875,0.708333,100,0,0,0,17.1875,53.0478,24.8941,-11.7375,0.27341,0.442178,71.4286,0,28.5714,0,25.6944,89.0625,-37.5,78.2127,0.424788,0.464454,44.4444,11.1111,22.2222,22.2222,9,9.72222,11.849,16.8532,3.125,8.1983,0.541952,0.579235,8.33333,8.33333,16.6667,66.6667,8.33333,bomb
39.6104,-15.9892,39.4998,0.426249,0.43762,36.3636,9.09091,18.1818,36.3636,52.6696,40.9091,19.4805,1,8.27068,42.1053,75.6046,407.443,71.0526,0.641293,0.623466,25,25,25,25,19.7368,66.6217,2.63158,17.9907,0.173104,0.533041,42.8571,0,28.5714,28.5714,0,53.9474,94.7368,200.708,0.466108,0.341627,44.4444,22.2222,0,33.3333,9,0,11.1415,6.72932,2.63158,143.67,0.533063,0.493073,0,11.1111,33.3333,55.5556,0,bomb
44.3548,77.6612,95.0764,0.417514,0.575539,54.5455,13.6364,4.54545,27.2727,50.2547,41.3724,14.1905,1,6.61494,64.5161,60.876,229.907,96.7742,0.84735,0.4809,60,0,0,40,10.6452,63.2911,3.22581,94.5361,0.319019,0.476604,0,0,33.3333,66.6667,16.4557,83.871,-25.6123,91.8582,0.489939,0.314737,41.6667,8.33333,33.3333,16.6667,12,0,11.3516,12.8075,3.22581,124.66,0.492327,0.576082,37.5,25,0,37.5,15.1899,bomb
59.2857,-20.8913,67.538,0.537226,0.532789,66.6667,6.66667,0,26.6667,50.5357,44.0512,14.5708,1,5.85198,57.1429,94.2857,258.279,97.1429,0.745009,0.49795,50,0,50,0,51.4286,59.5152,2.85714,-26.6367,0.280319,0.457758,25,0,0,75,25.3012,54.2857,2.85714,-32.9027,0.519149,0.702562,42.8571,0,0,57.1429,7,19.2771,13.9415,41.4286,2.85714,-69.6763,0.512682,0.316901,46.6667,20,6.66667,26.6667,20.4819,bomb
49.763,48.4641,29.3345,0.413273,0.608519,7.14286,73.8095,16.6667,2.38095,39.7512,46.7374,27.673,0,6.30728,63.8095,10.0062,293.202,85.7143,0.692976,0.341295,0,22.2222,77.7778,0,40.9524,103.24,79.978,39.5074,0.733089,0.340832,30,70,0,0,42.7673,49.5238,134.856,206.049,0.332852,0.333577,2.94118,82.3529,5.88235,8.82353,34,37.7358,16.478,49.0383,26.8525,-70.4617,0.483849,0.424031,0,78.9474,10.5263,10.5263,30.1887,car
49.7619,-3.98512,48.4504,0.458895,0.674971,8.33333,69.4444,8.33333,13.8889,49.8052,49.4505,30.7443,0,7.7037,56.1905,11.1387,454.161,40.7143,0.278151,0.533885,10,60,30,0,41.4286,123.457,-4.31002,38.127,0.615388,0.492832,10,40,0,50,43.4921,49.5238,13.1183,-40.1434,0.313598,0.521006,0,68.1818,27.2727,4.54545,22,36.8889,18.2646,49.5238,-6.75737,271.605,0.518296,0.412594,4.7619,52.381,28.5714,14.2857,21.7778,car
49.4949,36.3984,49.2743,0.453335,0.577875,10.5263,71.0526,15.7895,2.63158,34.6465,41.573,30.309,0,5.46373,70.202,40.5215,350.428,85.1371,0.734749,0.345249,22.2222,11.1111,33.3333,33.3333,39.899,144.628,74.7475,82.6446,0.504461,0.517803,28.5714,71.4286,0,0,47.7273,49.4949,-7.49344,111.93,0.633307,0.425522,6.66667,73.3333,6.66667,13.3333,30,38.6364,22.7273,48.9899,111.019,211.777,0.391661,0.372962,0,80.7692,3.84615,15.3846,30.303,car
49.7355,-5.34459,36.0905,0.522428,0.577189,9.7561,80.4878,4.87805,4.87805,51.422,53.0873,24.3223,0,14.0633,59.5745,14.0662,650.862,53.1915,0.551621,0.734509,5,70,20,5,40.4255,136.823,90.7292,410.001,0.545113,0.799732,14.2857,85.7143,0,0,46.3415,49.4681,97.8723,267.493,0.396752,0.304733,0,89.2857,3.57143,7.14286,28,34.1463,22.7037,48.9362,1.06383,-49.3966,0.39993,0.362359,8.69565,56.5217,17.3913,17.3913,38.0488,car
49.1848,-7.60201,61.1489,0.544415,0.491007,6.97674,74.4186,13.9535,4.65116,39.5016,50.6829,25.2927,0,8.43478,61.413,59.8657,459.864,50,0.335543,0.284684,0,20,60,20,46.1957,122,120.585,328.761,0.527242,0.481523,9.09091,63.6364,0,27.2727,36.6667,49.4565,-26.5217,4,0.455564,0.344393,0,68.5714,14.2857,17.1429,35,31,20.413,49.0986,93.7609,-51.0363,0.650931,0.215757,6.66667,60,16.6667,16.6667,32,car
49.711,-20.6198,84.6441,0.538198,0.710735,9.67742,74.1935,3.22581,12.9032,50.4649,54.9257,32.5812,0,11.8664,51.7442,15.9929,421.593,17.4419,0.148671,0.506593,0,66.6667,33.3333,0,45.3488,138.067,-9.56436,34.9103,0.734258,0.521684,0,33.3333,0,66.6667,50.4274,49.4186,-53.0979,-30.8575,0.488965,0.523104,12.5,68.75,12.5,6.25,16,44.8718,10.5247,50,-0.612462,51.543,0.407024,0.552011,5.55556,66.6667,27.7778,0,52.9915,car
49.7093,10.8527,82.815,0.507504,0.585053,10.7143,78.5714,0,10.7143,58.2326,59.1605,27.4074,0,11.5116,51.7442,20.9302,425.471,24.4186,0.108403,0.364477,20,70,10,0,47.6744,134.375,128.121,405.11,0.628629,0.643214,0,46.1538,0,53.8462,32.5,49.4186,70.8382,289.919,0.50619,0.33798,4.7619,66.6667,9.52381,19.0476,21,31.5,13.0233,49.4186,1.16279,6.25,0.312039,0.254993,0,81.8182,18.1818,0,40,car
49.1892,10.7553,15.198,0.431459,0.657456,8.57143,80,2.85714,8.57143,57.4662,49.9273,34.0843,0,11.1223,51.6304,21.6927,566.577,27.1739,0.101055,0.388889,12.5,62.5,25,0,36.9565,140.617,48.3696,59.4916,0.450791,0.510768,9.09091,72.7273,0,18.1818,43.0233,49.4565,67.8223,316.947,0.743393,0.630871,19.0476,66.6667,0,14.2857,21,31.9767,14.0293,48.913,105.025,162.382,0.332089,0.617245,0,81.8182,0,18.1818,41.8605,car
47.7105,0.346021,4.38149,0.405624,0.636355,7.69231,80.7692,0,11.5385,55.2101,47.1761,32.9319,0,10.9439,49.4118,4.77767,487.496,12.9412,0.108824,0.213178,33.3333,66.6667,0,0,37.0588,129.8,-12,27.0416,0.557765,0.567053,12.5,50,0,37.5,58.1395,49.4118,97.6471,-28.0718,0.528234,0.559244,0,87.5,12.5,0,16,33.3333,13.7073,49.4118,3.52941,270.416,0.616532,0.410858,0,50,10,40,44.186,car
49.2347,16.7442,24.2579,0.437007,0.767136,21.6216,70.2703,5.40541,2.7027,54.449,57.7561,33.4146,0,10.3534,62.7551,41.1371,457.76,44.898,0.410488,0.43303,30,50,20,0,38.7755,148.721,76.7675,240.637,0.702478,0.572474,16.6667,83.3333,0,0,45.5285,49.4898,38.0683,-95.9471,0.506257,0.505878,0,83.3333,0,16.6667,18,34.9593,12.5684,48.4694,98.5032,183.665,0.637729,0.501809,38.4615,53.8462,0,7.69231,30.8943,car
49.8345,91.3417,84.9155,0.488699,0.550008,10.3448,72.4138,13.7931,3.44828,49.5265,52.1382,24.8355,0,15.311,50.7576,96.9697,496.033,7.57576,0.571652,0.548951,8.33333,58.3333,33.3333,0,47.7273,135.042,1.51515,-207.756,0.349327,0.249635,25,75,0,0,37.7193,49.2424,-1.28205,6.92521,0.377465,0.274086,0,61.5385,0,38.4615,13,42.1053,25.7974,48.4848,102.597,6.92521,0.376134,0.294773,3.57143,60.7143,32.1429,3.57143,53.9474,car
51.3809,23.6713,65.7523,0.419264,0.604721,12.5,78.125,6.25,3.125,52.6554,44.4444,24.1152,0,15.5085,52.1792,96.6102,391.825,65.2542,0.610616,0.553663,0,62.5,37.5,0,47.8857,138.177,97.4199,10.7794,0.443314,0.388056,33.3333,66.6667,0,0,28.75,54.8983,-5.64972,2.08333,0.593597,0.39827,25,58.3333,8.33333,8.33333,12,50,21.8644,44.0678,115.968,6.25,0.351226,0.284059,15,65,10,10,52.5,car
48.855,-34.7511,35.8501,0.44058,0.550277,12,76,12,0,54.1291,48,25.3939,0,13.0977,56.1538,15.3846,398.581,69.2308,0.593822,0.528966,0,37.5,50,12.5,47.2043,162.39,0.6875,40.1068,0.814759,0.752574,0,77.7778,22.2222,0,37.8378,49.2308,121.329,7.3046,0.632536,0.329183,6.25,50,18.75,25,16,0,20,36.1538,1.53846,7.3046,0.405825,0.293406,7.69231,53.8462,30.7692,7.69231,50.6757,car
49.375,45.5512,67.0604,0.417323,0.508487,6.06061,78.7879,15.1515,0,54.4758,49.281,26.0008,0,10.6402,68.75,82.9689,441.583,85,0.682963,0.698223,0,50,50,0,48.75,89.2326,65.7817,343.394,0.87918,0.577189,20,60,20,0,35.3659,49.375,-25,110.243,0.510789,0.299667,0,90.9091,4.54545,4.54545,22,46.3415,21.5549,41.25,90.0781,5.94884,0.342134,0.263602,9.09091,54.5455,22.7273,13.6364,29.2683,car
49.3464,101.745,78.0316,0.341546,0.530309,0,86.4865,13.5135,0,44.9286,54.3812,31.1653,0,13.7677,59.2105,95.8449,542.328,77.6316,0.637935,0.578381,0,53.8462,38.4615,7.69231,41.4474,154.67,-3.89254,75.228,0.674242,0.642646,0,100,0,0,31.7073,49.3421,78.3048,279.457,0.467886,0.262631,4,72,12,12,25,37.3984,23.9089,49.3421,148.887,5.94884,0.620849,0.341119,11.5385,73.0769,11.5385,3.84615,24.3902,car
50,22.4304,20.7133,0.459182,0.656439,7.69231,76.9231,11.5385,3.84615,47.2902,61.6319,30.9896,0,11.9327,52.1127,34.7654,369.848,38.0282,0.242774,0.278009,0,50,50,0,41.5493,177.469,66.1972,123.457,0.719666,0.710597,50,50,0,0,30.5556,50.7042,118.988,125.743,0.54839,0.417787,0,83.3333,0,16.6667,12,30.5556,16.9405,49.2958,44.0141,333.076,0.348625,0.669813,13.3333,60,20,6.66667,28.7037,car
49.3103,18.4722,19.908,0.356581,0.695784,8.69565,78.2609,8.69565,4.34783,41.2261,41.7625,37.931,0,13.9847,56.25,110.594,323.48,36.1111,0.268538,0.465419,20,80,0,0,34.7222,202.14,55.5556,95.1249,0.585659,0.684272,20,40,0,40,72.4138,49.3056,139.177,245.312,0.456387,0.572031,0,85.7143,0,14.2857,14,24.1379,21.887,49.3056,44.4444,-214.031,0.363689,0.617579,6.25,68.75,6.25,18.75,17.2414,car
49.0854,13.475,12.5416,0.523314,0.701154,18.1818,81.8182,0,0,41.997,52.8125,35.2344,0,12.622,50,0.297442,459.706,19.5122,0.207079,0.323268,11.1111,77.7778,11.1111,0,41.4634,159.375,-17.378,81.25,0.689229,0.668951,16.6667,66.6667,0,16.6667,36.25,49.3902,-4.63415,-5.34091,0.668416,0.728409,0,90.9091,0,9.09091,11,32.5,13.6585,48.1707,153.854,-96.3734,0.455702,0.517162,7.69231,69.2308,23.0769,0,33.75,car
49.4924,0.376378,13.0842,0.518099,0.670506,7.14286,67.8571,7.14286,17.8571,57.8002,47.1125,29.4453,0,11.9254,49.3827,18.5664,497.216,22.4691,0.184404,0.213402,28.5714,42.8571,14.2857,14.2857,33.9506,133.545,-9.51075,58.8502,0.493596,0.647012,0,40,0,60,40.9574,61.1111,20.4351,106.584,0.781489,0.604119,0,78.5714,0,21.4286,14,17.0213,13.7641,48.7654,-27.1605,221.82,0.411721,0.404637,5.55556,61.1111,22.2222,11.1111,22.3404,car
49.3582,0.405696,11.439,0.447955,0.60015,11.1111,74.0741,0,14.8148,62.7843,44.3269,29.806,0,13.0769,50,12.0585,446.646,14.1026,0.109687,0.518056,50,37.5,0,12.5,36.5385,168.75,42.8376,61.0417,0.523007,0.623614,0,33.3333,0,66.6667,55,49.359,-37.5139,-13.3152,0.70679,0.419167,6.66667,66.6667,13.3333,13.3333,15,25,15.0641,48.7179,1.28205,6.25,0.42152,0.299853,11.7647,70.5882,17.6471,0,25,car
49.3548,-22.9202,41.8937,0.401081,0.597821,12.1212,63.6364,18.1818,6.06061,48.8046,46.7587,25.5402,0,9.35595,55.1948,60.5804,557.675,30.5195,0.282975,0.487564,0,25,75,0,46.7532,112.453,-25.3968,195.752,0.55789,0.718199,0,71.4286,0,28.5714,28.5714,49.3507,-11.0407,-63.0099,0.336773,0.237668,7.69231,61.5385,15.3846,15.3846,26,46.9388,13.0665,48.7013,1.2987,4.16493,0.462848,0.328671,0,100,0,0,38.7755,car
49.6503,-9.53778,29.1787,0.395468,0.438041,4.34783,86.9565,8.69565,0,44.979,47.4118,27.7647,0,17.3571,53.5211,127.805,429.755,23.2394,0.446928,0.672783,0,58.8235,23.5294,17.6471,42.9577,207.612,153.644,183.165,0.342792,0.514517,0,100,0,0,0,49.2958,24.5599,302.768,0.420243,0.235247,0,54.5455,36.3636,9.09091,11,41.1765,22.3695,49.2958,-19.7183,8.65052,0.2738,0.164504,0,81.8182,18.1818,0,27.9412,car
49.2481,27.2644,53.5224,0.321151,0.513527,0,91.6667,8.33333,0,46.0526,52.6119,23.9739,0,13.7282,56.8182,80,424.657,50,0.566782,0.541285,14.2857,21.4286,50,14.2857,47.7273,211.203,1.51515,122.436,0.143939,0.616162,0,100,0,0,0,49.2424,56.4915,330.915,0.482322,0.313783,8.69565,65.2174,13.0435,13.0435,23,18.1818,25.1148,49.8824,-8.58586,9.18274,0.460409,0.432274,0,85.7143,14.2857,0,39.3939,car
49.5184,-1.37354,60.8928,0.572984,0.70787,7.40741,77.7778,7.40741,7.40741,49.9805,55.3947,27.1053,0,8.84328,63.4328,73.5387,275.333,75.2239,0.625313,0.376317,0,16.6667,83.3333,0,38.0597,146.875,65.9297,26.2688,0.621891,0.245833,40,60,0,0,35,49.2537,45.4831,-93.75,0.343125,0.420952,0,72.7273,18.1818,9.09091,22,30,24.5149,49.2537,101.493,203.571,0.596521,0.516577,5,55,15,25,16.25,car
49.0909,39.8496,50.5324,0.453112,0.479102,4.7619,66.6667,14.2857,14.2857,45.4545,42.0139,25.6076,0,9.94949,66.3636,82.282,204.684,89.0909,0.666557,0.494688,0,0,100,0,42.7273,150.463,1.81818,38.5802,0.368742,0.734804,0,16.6667,0,83.3333,19.4444,51.3636,101.818,7.71605,0.533372,0.339103,11.7647,58.8235,23.5294,5.88235,17,22.2222,25.101,47.2727,1.81818,7.71605,0.27052,0.238374,18.75,62.5,12.5,6.25,0,car
49.4382,17.3313,25.2725,0.460241,0.707337,3.125,81.25,9.375,6.25,43.4457,55.7684,31.1196,0,10.1124,58.427,46.6369,400.848,46.0674,0.522225,0.401238,40,40,20,0,40.4494,146.025,-23.741,47.7507,0.677759,0.738138,0,40,0,60,0,48.6739,29.1236,-70.5246,0.333676,0.430099,4.16667,58.3333,29.1667,8.33333,24,26.3566,14.7897,48.8764,98.5589,187.562,0.542942,0.563181,15,80,0,5,30.2326,car
49.3902,0.371802,10.492,0.433806,0.721421,7.14286,82.1429,0,10.7143,43.9702,58.1481,30.5556,0,11.4634,48.6226,-5.44937,486.809,17.6829,0.339161,0.298383,42.8571,28.5714,0,28.5714,37.1951,160.494,54.5174,97.5741,0.596066,0.687011,0,50,0,50,40.8889,49.3902,-4.52669,93.4655,0.598955,0.700413,7.69231,76.9231,15.3846,0,13,27.4074,11.1653,48.7805,-67.4797,208.688,0.363292,0.220955,0,63.6364,0,36.3636,20,car
