%1. Title : 
%2. Sources : 
%
%
%
@RELATION Imagette

% Global features from the images :
@ATTRIBUTE  Black_Pixel_Global NUMERIC
@ATTRIBUTE  Airs_Center_X_GLOBAL NUMERIC
@ATTRIBUTE  Airs_Center_Y_GLOBAL NUMERIC
@ATTRIBUTE  Airs_Radius_GLOBAL NUMERIC
@ATTRIBUTE  Airs_Triangle_1_X_GLOBAL NUMERIC
@ATTRIBUTE  Airs_Triangle_1_Y_GLOBAL NUMERIC
@ATTRIBUTE  Airs_Triangle_2_X_GLOBAL NUMERIC
@ATTRIBUTE  Airs_Triangle_2_Y_GLOBAL NUMERIC
@ATTRIBUTE  Airs_Triangle_3_X_GLOBAL NUMERIC
@ATTRIBUTE  Airs_Triangle_3_Y_GLOBAL NUMERIC
@ATTRIBUTE  Airs_Contours_GLOBAL NUMERIC
@ATTRIBUTE  Airs_Length_Contours_GLOBAL NUMERIC
@ATTRIBUTE  Harris_Corners_X_GLOBAL NUMERIC
@ATTRIBUTE  Harris_Corners_Y_GLOBAL NUMERIC
@ATTRIBUTE  Mass_Center_X_Global NUMERIC
@ATTRIBUTE  Mass_Center_Y_Global NUMERIC
@ATTRIBUTE  Hough_Lines_Vertical_Global NUMERIC
@ATTRIBUTE  Hough_Lines_Horizontal_Global NUMERIC
@ATTRIBUTE  Hough_Lines_DiagonalPos_Global NUMERIC
@ATTRIBUTE  Hough_Lines_DiagonalNeg_Global NUMERIC
@ATTRIBUTE  Hough_Lines_Nb_Global NUMERIC
@ATTRIBUTE  Hough_Circles_X_Global NUMERIC
@ATTRIBUTE  Hough_Circles_Y_Global NUMERIC
@ATTRIBUTE  Hough_Circles_Radius_Global NUMERIC
@ATTRIBUTE  Hough_Circles_Nb_Global NUMERIC
@ATTRIBUTE  Rows_Or_Cols_Global NUMERIC
% Features from the images splited in 4 : 
@ATTRIBUTE  Black_Pixel_0 NUMERIC
@ATTRIBUTE  Airs_Center_X_0 NUMERIC
@ATTRIBUTE  Airs_Center_Y_0 NUMERIC
@ATTRIBUTE  Airs_Radius_0 NUMERIC
@ATTRIBUTE  Airs_Triangle_1_X_0 NUMERIC
@ATTRIBUTE  Airs_Triangle_1_Y_0 NUMERIC
@ATTRIBUTE  Airs_Triangle_2_X_0 NUMERIC
@ATTRIBUTE  Airs_Triangle_2_Y_0 NUMERIC
@ATTRIBUTE  Airs_Triangle_3_X_0 NUMERIC
@ATTRIBUTE  Airs_Triangle_3_Y_0 NUMERIC
@ATTRIBUTE  Airs_Contours_0 NUMERIC
@ATTRIBUTE  Airs_Length_Contours_0 NUMERIC
@ATTRIBUTE  Harris_Corners_X_0 NUMERIC
@ATTRIBUTE  Harris_Corners_Y_0 NUMERIC
@ATTRIBUTE  Mass_Center_X_0 NUMERIC
@ATTRIBUTE  Mass_Center_Y_0 NUMERIC
@ATTRIBUTE  Hough_Lines_Vertical_0 NUMERIC
@ATTRIBUTE  Hough_Lines_Horizontal_0 NUMERIC
@ATTRIBUTE  Hough_Lines_DiagonalPos_0 NUMERIC
@ATTRIBUTE  Hough_Lines_DiagonalNeg_0 NUMERIC
@ATTRIBUTE  Hough_Lines_Nb_0 NUMERIC
@ATTRIBUTE  Hough_Circles_X_0 NUMERIC
@ATTRIBUTE  Hough_Circles_Y_0 NUMERIC
@ATTRIBUTE  Hough_Circles_Radius_0 NUMERIC
@ATTRIBUTE  Hough_Circles_Nb_0 NUMERIC
@ATTRIBUTE  Black_Pixel_1 NUMERIC
@ATTRIBUTE  Airs_Center_X_1 NUMERIC
@ATTRIBUTE  Airs_Center_Y_1 NUMERIC
@ATTRIBUTE  Airs_Radius_1 NUMERIC
@ATTRIBUTE  Airs_Triangle_1_X_1 NUMERIC
@ATTRIBUTE  Airs_Triangle_1_Y_1 NUMERIC
@ATTRIBUTE  Airs_Triangle_2_X_1 NUMERIC
@ATTRIBUTE  Airs_Triangle_2_Y_1 NUMERIC
@ATTRIBUTE  Airs_Triangle_3_X_1 NUMERIC
@ATTRIBUTE  Airs_Triangle_3_Y_1 NUMERIC
@ATTRIBUTE  Airs_Contours_1 NUMERIC
@ATTRIBUTE  Airs_Length_Contours_1 NUMERIC
@ATTRIBUTE  Harris_Corners_X_1 NUMERIC
@ATTRIBUTE  Harris_Corners_Y_1 NUMERIC
@ATTRIBUTE  Mass_Center_X_1 NUMERIC
@ATTRIBUTE  Mass_Center_Y_1 NUMERIC
@ATTRIBUTE  Hough_Lines_Vertical_1 NUMERIC
@ATTRIBUTE  Hough_Lines_Horizontal_1 NUMERIC
@ATTRIBUTE  Hough_Lines_DiagonalPos_1 NUMERIC
@ATTRIBUTE  Hough_Lines_DiagonalNeg_1 NUMERIC
@ATTRIBUTE  Hough_Lines_Nb_1 NUMERIC
@ATTRIBUTE  Hough_Circles_X_1 NUMERIC
@ATTRIBUTE  Hough_Circles_Y_1 NUMERIC
@ATTRIBUTE  Hough_Circles_Radius_1 NUMERIC
@ATTRIBUTE  Hough_Circles_Nb_1 NUMERIC
@ATTRIBUTE  Black_Pixel_2 NUMERIC
@ATTRIBUTE  Airs_Center_X_2 NUMERIC
@ATTRIBUTE  Airs_Center_Y_2 NUMERIC
@ATTRIBUTE  Airs_Radius_2 NUMERIC
@ATTRIBUTE  Airs_Triangle_1_X_2 NUMERIC
@ATTRIBUTE  Airs_Triangle_1_Y_2 NUMERIC
@ATTRIBUTE  Airs_Triangle_2_X_2 NUMERIC
@ATTRIBUTE  Airs_Triangle_2_Y_2 NUMERIC
@ATTRIBUTE  Airs_Triangle_3_X_2 NUMERIC
@ATTRIBUTE  Airs_Triangle_3_Y_2 NUMERIC
@ATTRIBUTE  Airs_Contours_2 NUMERIC
@ATTRIBUTE  Airs_Length_Contours_2 NUMERIC
@ATTRIBUTE  Harris_Corners_X_2 NUMERIC
@ATTRIBUTE  Harris_Corners_Y_2 NUMERIC
@ATTRIBUTE  Mass_Center_X_2 NUMERIC
@ATTRIBUTE  Mass_Center_Y_2 NUMERIC
@ATTRIBUTE  Hough_Lines_Vertical_2 NUMERIC
@ATTRIBUTE  Hough_Lines_Horizontal_2 NUMERIC
@ATTRIBUTE  Hough_Lines_DiagonalPos_2 NUMERIC
@ATTRIBUTE  Hough_Lines_DiagonalNeg_2 NUMERIC
@ATTRIBUTE  Hough_Lines_Nb_2 NUMERIC
@ATTRIBUTE  Hough_Circles_X_2 NUMERIC
@ATTRIBUTE  Hough_Circles_Y_2 NUMERIC
@ATTRIBUTE  Hough_Circles_Radius_2 NUMERIC
@ATTRIBUTE  Hough_Circles_Nb_2 NUMERIC
@ATTRIBUTE  Black_Pixel_3 NUMERIC
@ATTRIBUTE  Airs_Center_X_3 NUMERIC
@ATTRIBUTE  Airs_Center_Y_3 NUMERIC
@ATTRIBUTE  Airs_Radius_3 NUMERIC
@ATTRIBUTE  Airs_Triangle_1_X_3 NUMERIC
@ATTRIBUTE  Airs_Triangle_1_Y_3 NUMERIC
@ATTRIBUTE  Airs_Triangle_2_X_3 NUMERIC
@ATTRIBUTE  Airs_Triangle_2_Y_3 NUMERIC
@ATTRIBUTE  Airs_Triangle_3_X_3 NUMERIC
@ATTRIBUTE  Airs_Triangle_3_Y_3 NUMERIC
@ATTRIBUTE  Airs_Contours_3 NUMERIC
@ATTRIBUTE  Airs_Length_Contours_3 NUMERIC
@ATTRIBUTE  Harris_Corners_X_3 NUMERIC
@ATTRIBUTE  Harris_Corners_Y_3 NUMERIC
@ATTRIBUTE  Mass_Center_X_3 NUMERIC
@ATTRIBUTE  Mass_Center_Y_3 NUMERIC
@ATTRIBUTE  Hough_Lines_Vertical_3 NUMERIC
@ATTRIBUTE  Hough_Lines_Horizontal_3 NUMERIC
@ATTRIBUTE  Hough_Lines_DiagonalPos_3 NUMERIC
@ATTRIBUTE  Hough_Lines_DiagonalNeg_3 NUMERIC
@ATTRIBUTE  Hough_Lines_Nb_3 NUMERIC
@ATTRIBUTE  Hough_Circles_X_3 NUMERIC
@ATTRIBUTE  Hough_Circles_Y_3 NUMERIC
@ATTRIBUTE  Hough_Circles_Radius_3 NUMERIC
@ATTRIBUTE  Hough_Circles_Nb_3 NUMERIC
@ATTRIBUTE Class  {accident, bomb, car, casualty, electricity, fire-brigade, fire, flood, gas, injury, paramedics, person, police, road-block}

@DATA
9.92976,48.5185,43.8466,84.6936,6.64056,88.5365,4.91893,88.5365,4.91893,88.5365,1433.56,1515,42.2603,42.2603,0.309134,0.361588,32.3529,17.6471,26.4706,23.5294,34,49.7246,50.3537,18.5897,39,0,9.05816,49.2537,93.6385,40.8931,97.0149,-2.51532,144.798,-2.51532,144.798,-2.51532,484.104,1101.5,20,20,0.537064,0.444947,36.3636,0,9.09091,54.5455,11,29.8507,75.8621,22.4138,1,11.297,46.945,108.502,37.2462,1.49254,-21.8376,2.22767,-21.8376,2.22767,-21.8376,681.323,884.5,24.6269,24.6269,0.45773,0.639343,9.09091,27.2727,27.2727,36.3636,11,65.6716,68.9655,31.8966,2,11.1683,58.209,84.7206,35.6393,99.5304,154.01,148.553,154.01,148.553,154.01,503.63,261,33.8308,33.8308,0.569297,0.385163,35.2941,29.4118,23.5294,11.7647,17,41.791,39.0805,16.6667,3,8.38909,44.7761,75.8026,39.1027,-20.2379,171.856,-30.2058,171.856,-30.2058,171.856,322.763,308.5,53.7313,53.7313,0.610422,0.345706,18.1818,27.2727,45.4545,9.09091,11,59.7015,48.2759,27.5862,4,gas
11.1769,49.5727,44.841,74.483,0.854701,-48.7056,0.730514,-48.7056,0.730514,-48.7056,1353.53,5331,48.8855,48.8855,0.567216,0.433554,33.3333,25,25,16.6667,24,48.4848,46.3287,23.7762,22,0,10.5438,49.1379,94.3047,37.9356,-0.104782,2.76243,-0.180658,2.76243,-0.180658,2.76243,438.768,1088,0.862069,0.862069,0.491072,0.375274,22.2222,11.1111,22.2222,44.4444,9,89.6552,38.4615,51.9231,1,12.6326,43.3908,98.003,33.3166,1.72414,-61.0207,2.97265,-61.0207,2.97265,-61.0207,538.089,130.5,49.1379,49.1379,0.518068,0.601728,5.55556,33.3333,44.4444,16.6667,18,55.1724,76.9231,35.5769,2,13.13,57.6679,78.9279,30.5255,127.586,3.69823,219.976,3.69823,219.976,3.69823,545.185,1179,14.6552,14.6552,0.558096,0.42854,58.3333,16.6667,0,25,12,48.2759,46.1538,34.6154,2,8.1565,51.7561,98.5508,30.0878,-10.8901,131.066,-18.776,131.066,-18.776,131.066,341.079,100,92.2414,92.2414,0.43936,0.400563,28.5714,28.5714,0,42.8571,7,48.2759,53.8462,36.5385,2,gas
10.4847,49.5935,39.6048,75.1424,-0.260243,-23.1775,-0.21158,-23.1775,-0.21158,-23.1775,1382.84,920,67.0461,67.0461,0.49333,0.510307,39.1304,21.7391,21.7391,17.3913,23,52.6238,50.8576,20.5832,22,0,10.0217,45.6042,81.222,34.3452,0.616393,-1.16768,1.01048,-1.16768,1.01048,-1.16768,475.302,96,81.4208,81.4208,0.523268,0.424783,0,11.1111,55.5556,33.3333,9,59.0164,57.8616,36.478,3,11.8466,36.9201,112.14,29.2312,1.63934,-3.55999,2.68745,-3.55999,2.68745,-3.55999,395.576,210,27.8689,27.8689,0.382583,0.593242,41.6667,33.3333,25,0,12,39.3443,60.3774,35.8491,2,13.0529,54.918,73.3357,33.1271,133.724,3.55999,219.219,3.55999,219.219,3.55999,533.399,105,96.7213,96.7213,0.594537,0.535995,58.3333,8.33333,0,33.3333,12,59.0164,37.7358,52.8302,2,7.48531,47.7775,104.699,30.9729,107.213,144.535,175.759,144.535,175.759,144.535,322.283,118.5,18.0328,18.0328,0.391151,0.613209,28.5714,42.8571,0,28.5714,7,45.9016,37.7358,37.7358,3,gas
11.2761,49.6183,55.5293,79.4169,-6.24452,-87.4291,-4.76681,-87.4291,-4.76681,-87.4291,1593.09,1373.5,66.6926,66.6926,0.393551,0.385112,40,20,20,20,15,48.6943,48.8558,28.2609,19,0,11.8395,50.4591,89.7921,36.2135,138.057,4.7259,212.395,4.7259,212.395,4.7259,574.419,433,63.8462,63.8462,0.599768,0.560305,16.6667,33.3333,25,25,12,43.0769,55.0725,39.1304,3,11.3378,45.3846,103.97,35.8619,-7.10522,155.574,-10.9311,155.574,-10.9311,155.574,494.659,448,32.3077,32.3077,0.268721,0.459787,10,30,10,50,10,61.5385,43.4783,35.8696,2,12.9097,57.1339,109.658,30.192,-14.9602,143.787,-23.0157,143.787,-23.0157,143.787,482.357,84.5,47.6923,47.6923,0.558126,0.525203,27.2727,18.1818,18.1818,36.3636,11,43.0769,43.4783,41.3043,1,9.16388,51.0566,126.576,35.46,-10.446,189.949,-16.0708,189.949,-16.0708,189.949,394.898,25.5,16.9231,16.9231,0.534104,0.617641,40,40,10,10,10,92.3077,43.4783,36.9565,1,gas
11.048,49.6,51,78.6923,-67.3858,-6.57276,-53.9086,-6.57276,-53.9086,-6.57276,1429.97,1067.5,9.95556,9.95556,0.384847,0.429772,36.8421,21.0526,15.7895,26.3158,19,46.8364,44.7273,26.1364,22,0,9.83871,49.1936,102,38.2142,166.595,93.7698,268.702,93.7698,268.702,93.7698,491.051,673.5,64.5161,64.5161,0.379288,0.318571,30.7692,46.1538,15.3846,7.69231,13,70.9677,88,46,1,12.2258,46.1103,117.744,32.5615,129.211,192,208.406,192,208.406,192,369.508,257,39.5161,39.5161,0.337624,0.585861,36.3636,18.1818,18.1818,27.2727,11,45.1613,48,33,2,12.6452,52.9287,70,32.2314,115.543,4,186.359,4,186.359,4,504.044,78,57.0276,57.0276,0.568767,0.433383,45.4545,0,9.09091,45.4545,11,51.6129,32,49,2,9.67742,53.7649,114.84,33.3056,79.6055,-7.08656,128.396,-7.08656,128.396,-7.08656,393.441,105.5,0.806452,0.806452,0.397794,0.601941,30,50,10,10,10,32.2581,24,56,1,gas
8.67405,59.1912,27.3216,102.951,-12.5477,-1.08342,-9.22623,-1.08342,-9.22623,-1.08342,2834.62,2417,1.73418,1.73418,0.413904,0.142528,75.6757,5.40541,8.10811,10.8108,37,54.6628,44.1437,18.2793,41,1,8.2256,66.1765,54.3413,46.9752,-23.0364,57.0661,-33.8771,57.0661,-33.8771,57.0661,620.365,310,96.3235,96.3235,0.641517,0.336827,23.5294,29.4118,23.5294,23.5294,17,52.9412,48.3516,31.7111,7,9.29218,47.7941,59.7754,52.0379,1.47059,-54.4563,2.16263,-54.4563,2.16263,-54.4563,868.601,150.5,41.9118,41.9118,0.285263,0.387067,75,0,0,25,16,64.7059,38.0952,19.4139,6,5.57531,78.6765,54.3413,45.9737,96.786,20.8406,142.332,20.8406,142.332,20.8406,391.674,32,85.2941,85.2941,0,0,33.3333,0,66.6667,0,3,37.2549,60.0733,34.0659,3,11.8617,47.7941,54.3413,55.7367,-43.2773,107.475,-63.6431,107.475,-63.6431,107.475,804.313,35,15.9314,15.9314,0,0,100,0,0,0,11,44.1176,61.5385,27.1978,4,gas
10.0523,54.9782,26.9719,99.3192,-8.23116,3.93475,-6.09715,3.93475,-6.09715,3.93475,2734.33,770.5,16.7742,16.7742,0.48348,0.331466,48.7179,7.69231,12.8205,30.7692,39,42.5253,45.2569,19.5899,44,1,10.3666,53.7313,58.483,43.5076,-47.4344,16.5357,-70.7976,16.5357,-70.7976,16.5357,740.912,388,37.3134,37.3134,0.558299,0.373254,10.5263,21.0526,15.7895,52.6316,19,80.597,41.3043,24.1848,4,10.8209,55.9701,55.5227,49.992,120.07,106.333,179.209,106.333,179.209,106.333,758.613,242.5,3.31675,3.31675,0.346249,0.389101,47.3684,15.7895,0,36.8421,19,41.791,47.8261,27.3913,5,6.11616,67.9105,53.7571,46.0688,68.0989,-15.2816,101.64,-15.2816,101.64,-15.2816,416.504,23,73.8806,73.8806,0.747656,0.169767,100,0,0,0,7,44.7761,50,26.087,4,13.157,50,53.7571,52.8271,22.3881,1.18147,33.415,1.18147,33.415,1.18147,866.789,49,62.6866,62.6866,0.452756,0.739877,75,0,20,5,20,59.7015,63.0435,20.3804,4,gas
9.41594,49.6835,32.4886,109.661,107.088,90.4759,67.7772,90.4759,67.7772,90.4759,3241.3,66.5,48.798,48.798,0.478133,0.369305,59.4595,24.3243,10.8108,5.40541,37,49.4415,49.0999,15.9156,51,1,9.1586,52.1253,67.1011,50.5025,-20.9834,11.0727,-26.5613,11.0727,-26.5613,11.0727,939.18,1213.5,26.5823,26.5823,0.235586,0.187525,20,60,5,15,20,48.1013,51.7647,15.8824,4,10.7669,33.5443,61.8786,46.8234,1.26582,-53.9792,1.60231,-53.9792,1.60231,-53.9792,919.535,202.5,28.0591,28.0591,0.280518,0.410663,52.9412,29.4118,11.7647,5.88235,17,30.3797,58.8235,24.4118,4,8.89054,70.2532,55.3633,44.9114,26.424,1.38408,33.4482,1.38408,33.4482,1.38408,651.539,97,70.8861,70.8861,0.714746,0.511357,75,0,8.33333,16.6667,12,59.7468,59.2941,27.5294,5,8.93522,49.3671,58.1315,57.5788,1.26582,-112.111,1.60231,-112.111,1.60231,-112.111,803.403,1101,80.3797,80.3797,0.517277,0.553316,58.8235,11.7647,11.7647,17.6471,17,62.4473,39.2157,25.8824,6,gas
10.0796,49.0665,33.157,105.863,-56.4728,19.9057,-34.4346,19.9057,-34.4346,19.9057,2592.85,856,37.2104,37.2104,0.612927,0.393602,56.25,21.875,18.75,3.125,32,50.9209,50.8711,19.2384,49,0,7.89709,54.6165,53.1489,46.6914,-5.57491,30.7003,-6.79868,30.7003,-6.79868,30.7003,736.325,124.5,93.9024,93.9024,0.486012,0.282223,25,50,25,0,12,57.3171,51.2195,23.1707,8,11.749,41.4634,63.95,51.0656,154.187,87.7506,188.033,87.7506,188.033,87.7506,880.028,203.5,4.87805,4.87805,0.423503,0.325497,24,36,20,20,25,47.1545,76.4228,39.0244,3,9.14634,57.3171,60.232,41.7277,114.365,37.0395,139.469,37.0395,139.469,37.0395,647.466,87,73.1707,73.1707,0.271843,0.33524,50,40,10,0,10,45.8537,38.0488,26.3415,5,11.4664,46.3415,60.232,53.015,-19.1796,1.48721,-23.3898,1.48721,-23.3898,1.48721,866.744,1224,25.6098,25.6098,0.294011,0.374305,65.2174,30.4348,4.34783,0,23,47.1545,58.5366,25.813,6,gas
9.84317,61.3139,24.6299,113.343,90.4983,-26.4014,66.0572,-26.4014,66.0572,-26.4014,2239.98,2157,58.1161,58.1161,0.550807,0.529248,58.5366,9.7561,14.6341,17.0732,41,52.8026,49.7478,15.3932,53,1,7.5131,75.7353,49.0148,52.6334,-0.0538128,46.6232,-0.0791364,46.6232,-0.0791364,46.6232,696.002,994.5,71.3235,71.3235,0.727556,0.610596,36.3636,45.4545,0,18.1818,11,35.2941,47.5248,22.5248,4,11.7647,41.1765,54.8966,52.2972,1.47059,-42.1527,2.16263,-42.1527,2.16263,-42.1527,948.393,462,7.84314,7.84314,0.416245,0.436585,30.7692,11.5385,23.0769,34.6154,26,48.2353,45.1485,15.8416,5,10.8328,76.4706,49.0148,51.9614,8.82353,15.0966,12.9758,15.0966,12.9758,15.0966,857.415,880.5,42.6471,42.6471,0.593166,0.363616,52.9412,0,11.7647,35.2941,17,69.4118,62.5743,17.4257,5,9.55154,55.4436,51.0912,53.9224,-75.9275,57.8586,-111.658,57.8586,-111.658,57.8586,761.449,369.5,2.94118,2.94118,0.405494,0.725986,77.7778,5.55556,0,16.6667,18,41.1765,49.2221,18.8119,7,gas
11.2554,51.7011,57.4614,76.0186,15.5425,-71.1892,11.7747,-71.1892,11.7747,-71.1892,1516.53,3415,30.2798,30.2798,0.47445,0.481704,33.3333,33.3333,25.9259,7.40741,27,50.7035,46.9388,29.2386,28,0,10.8754,53.7879,118.519,34.7196,16.6667,4.93827,25.2525,4.93827,25.2525,4.93827,504.423,680,81.0606,81.0606,0.539114,0.381672,0,50,20,30,10,39.3939,53.3333,38.3333,4,12.7273,44.667,124.935,34.0061,1.51515,-43.4568,2.29568,-43.4568,2.29568,-43.4568,393.822,450.5,22.7273,22.7273,0.436941,0.534396,30.7692,38.4615,30.7692,0,13,66.6667,62.2222,37.7778,1,14.4108,51.9858,104.931,36.1687,97.3829,212.346,147.55,212.346,147.55,212.346,446.115,259.5,35.3535,35.3535,0.40865,0.482244,20,26.6667,26.6667,26.6667,15,46.4646,50.3704,40.7407,3,7.44108,49.8822,141.723,35.2366,79.5215,-4.3249,120.487,-4.3249,120.487,-4.3249,368.217,45,43.1818,43.1818,0.554471,0.699381,40,60,0,0,5,90.9091,62.2222,35.5556,1,gas
10.4352,49.6063,51.9261,75.4435,-1.28696,-63.6566,-1.01336,-63.6566,-1.01336,-63.6566,1402.43,112,49.9847,49.9847,0.539539,0.465154,50,15,15,20,20,52.7901,54.5628,25.4181,23,0,9.52381,50.6934,66.0169,32.5331,-2.60856,11.0711,-4.14057,11.0711,-4.14057,11.0711,440.759,52.5,74.6032,74.6032,0.5635,0.284556,20,50,30,0,10,31.746,44.4444,37.7778,1,13.2628,39.7136,110.677,31.8096,1.5873,-69.1358,2.51953,-69.1358,2.51953,-69.1358,532.806,19.5,31.746,31.746,0.313631,0.494372,27.2727,36.3636,27.2727,9.09091,11,50.7937,62.2222,40,2,11.6402,53.2024,86.4198,33.0168,96.8254,260.317,153.691,260.317,153.691,260.317,476.076,88.5,78.5714,78.5714,0.519893,0.39781,23.0769,7.69231,38.4615,30.7692,13,31.746,44.4444,33.3333,1,7.61905,48.3612,143.763,31.7023,66.3015,-5.86068,105.24,-5.86068,105.24,-5.86068,346.029,209,80.4233,80.4233,0.453302,0.69564,0,16.6667,0,83.3333,6,69.8413,80,28.8889,1,gas
12.3266,49.5327,49.3075,69.8295,3.59084,104.1,3.35593,104.1,3.35593,104.1,1569.79,969.5,95.9456,95.9456,0.463296,0.406806,30.4348,30.4348,26.087,13.0435,23,51.986,50.6579,23.3553,16,0,12.2842,47.9355,76.2996,29.9766,100.469,10.5037,189.565,10.5037,189.565,10.5037,296.533,245,14.1509,14.1509,0.609846,0.492479,50,30,10,10,10,45.283,42.5532,29.7872,2,15.2549,45.2075,108.646,31.3628,1.88679,-24.5748,3.55999,-24.5748,3.55999,-24.5748,588.807,154.5,28.3019,28.3019,0.344793,0.634476,58.3333,25,16.6667,0,12,52.8302,48.227,34.7518,3,13.8499,55.7158,84.5162,28.6407,-22.6415,4.52694,-42.7198,4.52694,-42.7198,4.52694,450.054,103,56.6038,56.6038,0.57786,0.432749,33.3333,22.2222,22.2222,22.2222,9,52.8302,42.5532,44.6809,1,8.95223,52.9322,120.331,27.9132,67.4789,-8.66413,127.319,-8.66413,127.319,-8.66413,315.23,50.5,0.943396,0.943396,0.40921,0.584575,37.5,50,0,12.5,8,37.7358,76.5957,38.2979,1,gas
10.8591,49.5868,58.8156,72.5639,0.826446,-98.2129,0.683013,-98.2129,0.683013,-98.2129,1060.22,964,28.8092,28.8092,0.392566,0.518707,22.2222,55.5556,22.2222,0,9,48.4425,51.5206,32.2004,13,0,13.3721,49.1667,105.462,32.9359,-0.0980392,21.6333,-0.163399,21.6333,-0.163399,21.6333,631.406,512.5,19.4444,19.4444,0.694316,0.53203,9.09091,45.4545,27.2727,18.1818,11,42.2222,58.9147,32.5581,3,10,40.8333,146.025,28.1748,98.6559,237.443,164.427,237.443,164.427,237.443,305.291,32,35,35,0.406751,0.435824,33.3333,16.6667,0,50,6,40,55.814,43.0233,2,10.3101,55.9314,99.8652,29.2896,-16.25,5.40833,-27.0833,5.40833,-27.0833,5.40833,299.444,145.5,98.3333,98.3333,0.379109,0.471758,37.5,0,0,62.5,8,60,27.907,46.5116,1,10.6202,50.1324,143.267,31.5128,77.2051,-6.5732,128.675,-6.5732,128.675,-6.5732,395.23,55,71.6667,71.6667,0.483719,0.592778,37.5,50,0,12.5,8,60,37.2093,51.1628,2,gas
9.48097,49.5798,59.5156,71.9896,102.455,175.779,86.0969,175.779,86.0969,175.779,1184.16,3096.5,18.7366,18.7366,0.563906,0.525876,46.6667,40,6.66667,6.66667,15,52.2059,42.9412,24.0441,16,0,10.452,47.8577,80.1045,29.9308,26.8006,236.297,45.4248,236.297,45.4248,236.297,326.744,313,78.8136,78.8136,0.527465,0.360139,15.3846,69.2308,15.3846,0,13,47.4576,53.9683,45.2381,3,11.7433,41.9008,125.413,28.976,-1.34017,-95.5809,-2.27147,-95.5809,-2.27147,-95.5809,433.791,354.5,46.6102,46.6102,0.427863,0.594725,50,25,12.5,12.5,8,67.7966,57.1429,25,2,6.6586,53.3898,79.3651,23.2892,20.339,-13.2275,34.4729,-13.2275,34.4729,-13.2275,261.988,46.5,48.5876,48.5876,0.36897,0.503782,25,75,0,0,4,47.4576,28.5714,33.3333,1,9.72559,49.1525,116.213,35.1447,71.1864,5.66893,120.655,5.66893,120.655,5.66893,363.927,242,83.6158,83.6158,0.46553,0.622026,33.3333,33.3333,0,33.3333,9,54.2373,47.619,23.8095,2,gas
10.1496,45.989,48.8989,65.415,-16.055,0.811623,-14.7294,0.811623,-14.7294,0.811623,1271.92,1011,22.0882,22.0882,0.411931,0.306573,54.5455,13.6364,4.54545,27.2727,22,36.2655,47.2708,25.1722,17,1,11.5152,55.9215,87.5035,30.803,-31.4815,92.562,-58.299,92.562,-58.299,92.562,455.569,230,0.925926,0.925926,0.649694,0.4132,25,25,33.3333,16.6667,12,46.9136,50.9091,30.303,3,10.7744,48.1481,92.562,36.416,1.85185,-72.2187,3.42936,-72.2187,3.42936,-72.2187,427.17,5.5,33.3333,33.3333,0.219683,0.396933,45.4545,0,0,54.5455,11,59.2593,50.9091,30.9091,2,6.32997,79.6296,80.9917,24.2925,82.1983,-112.397,152.219,-112.397,152.219,-112.397,223.106,1,84.2593,84.2593,0.788624,0.836104,100,0,0,0,4,0,0,0,0,12.5253,58.3333,78.5124,30.8624,147.407,3.30578,272.977,3.30578,272.977,3.30578,554.301,57.5,69.4444,69.4444,0.529797,0.511879,71.4286,14.2857,7.14286,7.14286,14,66.6667,72.7273,20,2,gas
11.8561,55.2007,43.404,63.5881,-15.1246,4.78402,-14.828,4.78402,-14.828,4.78402,1261.94,1267,2.69608,2.69608,0.579905,0.34181,45.1613,9.67742,22.5806,22.5806,31,41.4566,55.6094,23.2849,21,1,14.3237,53.6765,79.898,31.3482,105.743,200.996,207.339,200.996,207.339,200.996,552.382,178,62.7451,62.7451,0.520736,0.471599,20,13.3333,33.3333,33.3333,15,54.902,55.5932,33.5593,5,13.0276,46.0784,87.6185,35.8064,1.96078,-90.1132,3.84468,-90.1132,3.84468,-90.1132,532.24,18.5,3.92157,3.92157,0.394877,0.533608,0,16.6667,0,83.3333,12,78.4314,27.1186,21.1864,2,7.37787,65.6863,83.3094,28.8446,64.7059,-10.0546,126.874,-10.0546,126.874,-10.0546,270.622,50.5,75.4902,75.4902,0.770634,0.33872,60,0,20,20,5,39.2157,33.8983,44.0678,1,12.6288,46.0784,71.8185,33.1885,70.483,158.874,138.202,158.874,138.202,158.874,503.884,44,26.1438,26.1438,0.437866,0.553496,50,0,50,0,8,23.5294,74.5763,15.2542,1,gas
