@relation 'Imagette-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval-Sweka.attributeSelection.BestFirst -D 1 -N 10'

@attribute Airs_Center_X_GLOBAL numeric
@attribute Airs_Triangle_2_X_GLOBAL numeric
@attribute Harris_Corners_X_GLOBAL numeric
@attribute Mass_Center_X_Global numeric
@attribute Mass_Center_Y_Global numeric
@attribute Hough_Lines_Vertical_Global numeric
@attribute Hough_Lines_Horizontal_Global numeric
@attribute Hough_Lines_DiagonalPos_Global numeric
@attribute Hough_Lines_DiagonalNeg_Global numeric
@attribute Hough_Circles_X_Global numeric
@attribute Hough_Circles_Radius_Global numeric
@attribute Rows_Or_Cols_Global numeric
@attribute Airs_Center_X_0 numeric
@attribute Airs_Triangle_2_X_0 numeric
@attribute Harris_Corners_X_0 numeric
@attribute Mass_Center_X_0 numeric
@attribute Hough_Lines_Vertical_0 numeric
@attribute Hough_Lines_Horizontal_0 numeric
@attribute Hough_Lines_DiagonalPos_0 numeric
@attribute Hough_Lines_DiagonalNeg_0 numeric
@attribute Hough_Circles_Radius_0 numeric
@attribute Black_Pixel_1 numeric
@attribute Airs_Center_X_1 numeric
@attribute Airs_Center_Y_1 numeric
@attribute Mass_Center_Y_1 numeric
@attribute Hough_Lines_Vertical_1 numeric
@attribute Hough_Lines_Horizontal_1 numeric
@attribute Hough_Lines_DiagonalNeg_1 numeric
@attribute Airs_Center_X_2 numeric
@attribute Airs_Triangle_1_Y_2 numeric
@attribute Mass_Center_Y_2 numeric
@attribute Hough_Lines_Vertical_2 numeric
@attribute Hough_Lines_DiagonalPos_2 numeric
@attribute Hough_Lines_DiagonalNeg_2 numeric
@attribute Black_Pixel_3 numeric
@attribute Airs_Center_Y_3 numeric
@attribute Airs_Triangle_1_X_3 numeric
@attribute Mass_Center_X_3 numeric
@attribute Hough_Lines_Vertical_3 numeric
@attribute Hough_Lines_DiagonalPos_3 numeric
@attribute Hough_Lines_DiagonalNeg_3 numeric
@attribute Hough_Lines_Nb_3 numeric
@attribute Black_Pixel_4 numeric
@attribute Airs_Center_X_4 numeric
@attribute Airs_Triangle_1_X_4 numeric
@attribute Airs_Triangle_1_Y_4 numeric
@attribute Mass_Center_Y_4 numeric
@attribute Hough_Lines_Vertical_4 numeric
@attribute Hough_Lines_Horizontal_4 numeric
@attribute Hough_Lines_DiagonalPos_4 numeric
@attribute Hough_Lines_Nb_4 numeric
@attribute Airs_Center_X_5 numeric
@attribute Airs_Triangle_1_Y_5 numeric
@attribute Mass_Center_Y_5 numeric
@attribute Hough_Lines_Vertical_5 numeric
@attribute Hough_Lines_Horizontal_5 numeric
@attribute Hough_Lines_DiagonalPos_5 numeric
@attribute Hough_Lines_DiagonalNeg_5 numeric
@attribute Black_Pixel_6 numeric
@attribute Airs_Triangle_1_Y_6 numeric
@attribute Mass_Center_X_6 numeric
@attribute Mass_Center_Y_6 numeric
@attribute Hough_Lines_Vertical_6 numeric
@attribute Hough_Lines_DiagonalPos_6 numeric
@attribute Hough_Lines_DiagonalNeg_6 numeric
@attribute Hough_Circles_Radius_6 numeric
@attribute Black_Pixel_7 numeric
@attribute Airs_Center_X_7 numeric
@attribute Airs_Center_Y_7 numeric
@attribute Airs_Triangle_1_Y_7 numeric
@attribute Airs_Triangle_2_X_7 numeric
@attribute Airs_Contours_7 numeric
@attribute Mass_Center_X_7 numeric
@attribute Mass_Center_Y_7 numeric
@attribute Hough_Lines_Vertical_7 numeric
@attribute Hough_Lines_Horizontal_7 numeric
@attribute Hough_Lines_DiagonalNeg_7 numeric
@attribute Airs_Center_X_8 numeric
@attribute Airs_Triangle_1_Y_8 numeric
@attribute Mass_Center_X_8 numeric
@attribute Mass_Center_Y_8 numeric
@attribute Hough_Lines_Vertical_8 numeric
@attribute Hough_Lines_Horizontal_8 numeric
@attribute Hough_Lines_DiagonalPos_8 numeric
@attribute Hough_Lines_DiagonalNeg_8 numeric
@attribute Class {accident,bomb,car,casualty,electricity,fire-brigade,fire,flood,gas,injury,paramedics,person,police,road-block}

@data
39.6104,-15.9892,39.4998,0.426249,0.43762,36.3636,9.09091,18.1818,36.3636,52.6696,19.4805,1,90,352,92,0,0,0,0,0,0,9.88235,48,103.806,0.23791,20,0,80,4,134.564,0,0,0,0,12,111.496,32.1481,0.508758,75,25,0,4,19.3725,73.0714,92,0.768935,0.440539,50,0,16.6667,12,20,165.321,0.926124,0,0,0,0,15.9216,-11.9185,0.446678,0.691918,40,0,60,27.451,7.84314,48,171.088,158.427,507.586,104.012,0.84,0.882353,0,100,0,24,-28.9953,0.527355,0.477589,16.6667,0,50,33.3333,bomb
44.3548,77.6612,95.0764,0.417514,0.575539,54.5455,13.6364,4.54545,27.2727,50.2547,14.1905,1,0,0,95,0,0,0,0,0,0,11.6346,47.5,62.8698,0.39114,0,0,100,27.5,113.72,0.776515,33.3333,0,66.6667,5.09615,146.08,90,0.75,100,0,0,2,24.0385,50,81.1143,224.704,0.537057,87.5,12.5,0,8,47.5,3.69823,0,0,0,0,0,19.0385,97.8797,0.426475,0.657852,80,0,20,0,10.5769,42.5,92.4556,-144.231,450,161.965,0.399653,0.030182,0,100,0,10,136.095,0.460046,0.492067,0,25,0,75,bomb
59.2857,-20.8913,67.538,0.537226,0.532789,66.6667,6.66667,0,26.6667,50.5357,14.5708,1,0,0,88.6957,0,0,0,0,0,0,15.0988,89.1304,76.0331,0.4604,16.6667,0,50,26.087,182.479,0.886733,0,0,100,12.1739,105.785,17.3913,0.543451,40,60,0,5,10.751,47.8261,91.3044,228.099,0.534949,33.3333,66.6667,0,3,56.5217,-58.3983,0.629266,85.7143,14.2857,0,0,12.1739,77.2727,0.591615,0.504026,0,0,100,0,7.50988,47.8261,147.107,177.568,545.504,104.811,0.302998,0.808293,0,50,50,36.9565,127.456,0.525604,0.657795,60,0,40,0,bomb
49.763,48.4641,29.3345,0.413273,0.608519,7.14286,73.8095,16.6667,2.38095,39.7512,27.673,0,83.5714,100,74.7619,0.863885,0,0,100,0,0,12.3673,49.2857,138.776,0.22268,0,62.5,0,34.9107,90.3415,0.446561,33.3333,0,0,11.7143,204.082,70.8756,0.642386,7.69231,38.4615,0,13,7.18367,49.2857,41.3154,339.667,0.773109,0,100,0,7,50.7143,-1.06849,0.805116,0,50,0,50,19.4694,8.16327,0.384299,0.35552,0,0,41.6667,17.1429,20.6122,49.2857,208.163,-25.4157,95.8219,599.675,0.479555,0.471871,6.66667,66.6667,6.66667,49.2857,-53.5706,0.418255,0.13878,0,90.9091,9.09091,0,car
49.7619,-3.98512,48.4504,0.458895,0.674971,8.33333,69.4444,8.33333,13.8889,49.8052,30.7443,0,65.7143,80.823,61.4286,0.489214,0,60,40,0,53.3333,11.2381,49.2857,66.6667,0,0,100,0,28.5714,9.39191,0.50933,0,0,100,8.47619,285.635,24.1839,0.488001,16.6667,33.3333,0,6,4.47619,49.2857,109.83,129.515,0.494444,0,50,50,4,51.4286,311.111,0.646376,0,54.5455,0,45.4545,21.7619,-134.722,0.331461,0.362825,0,0,7.69231,35,23.7143,49.2857,155.556,200.344,-50.7607,675.819,0.532188,0.537564,0,85.7143,14.2857,49.2857,288.889,0.220635,0.356444,0,50,50,0,car
49.4949,36.3984,49.2743,0.453335,0.577875,10.5263,71.0526,15.7895,2.63158,34.6465,30.309,0,89.3939,146.924,97.2727,0.907148,0,0,100,0,0,13.1661,49.2424,190.25,0.255974,0,25,62.5,32.073,189.329,0.662835,0,0,0,10.4493,209.113,46.633,0.78494,20,50,0,10,7.7325,49.2424,47.8355,372.006,0.77272,0,75,0,4,39.6306,-8.38305,0.542602,12.5,75,0,12.5,20.2717,326.992,0.526496,0.355591,0,0,33.3333,43.1034,25.1306,49.2424,214.031,280.806,174.708,575.836,0.48974,0.415035,0,87.5,12.5,48.4848,7.56675,0.683367,0.39447,0,90.9091,9.09091,0,car
49.7355,-5.34459,36.0905,0.522428,0.577189,9.7561,80.4878,4.87805,4.87805,51.422,24.3223,0,71.4286,118.789,79.3651,0.649583,25,25,50,0,44.4444,15.4615,49.2063,102.881,0,0,100,0,30.1587,381.276,0.619342,33.3333,0,0,17.6955,185.185,14.3736,0.541318,0,30.7692,7.69231,13,15.9906,49.2063,101.08,89.7972,0.539106,0,63.6364,18.1818,11,39.6825,342.936,0.551156,8.33333,75,0,16.6667,22.2222,13.7174,0.5006,0.269364,0,0,50,39.5062,31.4521,49.2063,185.185,-68.5871,153.691,560.718,0.281085,0.32537,0,92.8571,7.14286,46.9061,13.7174,0.499641,0.325974,0,83.3333,16.6667,0,car
49.1848,-7.60201,61.1489,0.544415,0.491007,6.97674,74.4186,13.9535,4.65116,39.5016,25.2927,0,77.0492,62.217,96.7213,0.780952,40,0,60,0,81.8182,12.3696,49.1803,64.2792,0.254794,0,100,0,27.0492,88.8661,0.435034,33.3333,0,33.3333,16.5425,154.085,16.0315,0.431944,0,20,6.66667,15,5.46448,47.541,-8.89297,174.897,0.550879,25,50,0,4,47.541,284.665,0.599437,8.33333,58.3333,16.6667,16.6667,22.5534,9.18274,0.331806,0.303004,0,0,23.0769,39.3939,15.3005,49.1803,119.376,212.666,1.44544,281.157,0.10279,0.27636,0,50,0,48.3607,-9.93234,0.513325,0.419301,8.33333,66.6667,16.6667,8.33333,car
49.711,-20.6198,84.6441,0.538198,0.710735,9.67742,74.1935,3.22581,12.9032,50.4649,32.5812,0,56.1404,43.0902,26.3158,0.236981,0,100,0,0,34.6154,16.3968,49.1228,110.947,0,0,100,0,34.2105,13.2192,0.469295,20,0,40,7.62483,184.911,3.50877,0.097628,66.6667,0,0,3,2.76653,1.75439,1.75439,355.03,0,0,100,0,2,48.2456,-9.86193,0.576586,0,0,0,100,10.8637,14.7929,0.68797,0.387363,0,0,80,0,19.2308,49.1228,177.515,325.444,3.07787,253.768,0.410952,0.62876,12.5,87.5,0,45.614,14.7929,0.340156,0.207265,0,80,20,0,car
49.7093,10.8527,82.815,0.507504,0.585053,10.7143,78.5714,0,10.7143,58.2326,27.4074,0,57.8947,54.5351,36.8421,0.188388,25,75,0,0,51.8519,15.2047,49.1228,96.0219,0,0,66.6667,0,33.3333,31.6354,0.566566,0,0,80,14.165,274.348,16.7519,0.496465,33.3333,0,0,6,5.58804,49.1228,1.75439,189.456,0.531217,0,100,0,4,49.1228,-142.902,0.501096,12.5,50,12.5,25,8.90188,155.895,0.846079,0.355967,25,0,75,59.2593,21.7674,48.2456,164.609,13.7174,3.07787,400.22,0.327776,0.348765,0,100,0,12.2807,13.7174,0.146849,0.186557,100,0,0,0,car
49.1892,10.7553,15.198,0.431459,0.657456,8.57143,80,2.85714,8.57143,57.4662,34.0843,0,58.1967,54.308,32.7869,0.18348,20,40,20,20,39.2857,14.5785,49.1803,165.816,0.345238,0,100,0,20.4918,244.666,0.773118,0,0,50,5.50351,172.194,30.1043,0.106983,100,0,0,2,2.04918,13.1148,1.63934,235.969,0,0,100,0,1,55.7377,-306.122,0.480159,0,0,0,100,16.3934,-35.8872,0.74525,0.332679,0,0,10,0,19.9649,49.1803,204.082,-71.8641,2.68745,504.841,0.334181,0.348686,16.6667,50,25,48.3607,-48.0108,0.449662,0.391416,0,75,25,0,car
47.7105,0.346021,4.38149,0.405624,0.636355,7.69231,80.7692,0,11.5385,55.2101,32.9319,0,47.7533,2.98754,19.6429,0.165179,28.5714,71.4286,0,0,28.5714,14.6684,49.1071,121.173,0,0,100,0,22.3214,89.566,0.614325,0,0,100,0.446429,280.612,94.6429,0,0,0,0,0,1.72194,0,0,0,0,0,100,0,1,58.9286,-293.367,0.504393,0,0,0,100,19.4515,-63.3526,0.770143,0.488933,0,11.1111,0,35.7143,19.4515,49.1071,172.194,12.7551,172.194,427.86,0.366369,0.513772,0,77.7778,22.2222,48.2143,5.30923,0.491454,0.325292,57.1429,42.8571,0,0,car
49.2347,16.7442,24.2579,0.437007,0.767136,21.6216,70.2703,5.40541,2.7027,54.449,33.4146,0,73.2186,96.0326,67.6923,0.705983,33.3333,66.6667,0,0,0,15.7835,49.2308,164.609,0,0,100,0,30.7692,150.892,0.622428,0,0,0,5.75499,157.75,36.9231,0.448115,100,0,0,3,1.02564,0,0,0,0,0,0,0,0,66.1538,-315.501,0.597884,50,0,0,50,18.1766,154.696,0.643493,0.447081,37.5,0,0,51.8519,21.2536,49.2308,185.185,329.218,-82.8402,514.29,0.606206,0.528146,7.14286,85.7143,7.14286,48.4615,244.569,0.571754,0.382167,0,75,0,25,car
49.8345,91.3417,84.9155,0.488699,0.550008,10.3448,72.4138,13.7931,3.44828,49.5265,24.8355,0,71.5909,263.43,50,0.748051,0,0,100,0,0,15.6364,48.8636,96,0.116667,0,100,0,45.4545,1.50523,0.037037,25,0,0,25.9091,192,95.4545,0.520828,0,44.4444,0,9,23.4545,47.7273,2.27273,-42.6667,0.631088,11.1111,55.5556,0,9,49.6156,183.869,0.525203,0,60,0,40,5.72727,16,0.83751,0.229792,0,0,100,0,29.9091,51.1364,184,496,216.942,370.735,0.612226,0.487227,0,50,37.5,43.1818,5.01205,0.492865,0.33094,0,60,40,0,car
51.3809,23.6713,65.7523,0.419264,0.604721,12.5,78.125,6.25,3.125,52.6554,24.1152,0,55.1282,243.261,78.8462,0.637069,0,40,60,0,0,16.8091,48.7179,130.315,0.243827,0,100,0,47.4359,96.0219,0.17284,20,0,0,24.8813,178.326,153.461,0.434901,0,12.5,0,8,29.8196,47.5071,2.5641,61.9496,0.630045,0,54.5455,27.2727,11,44.5112,303.397,0.298583,11.1111,11.1111,11.1111,66.6667,15.9544,405.559,0.402266,0.593134,50,0,25,33.3333,22.6021,48.7179,178.326,-228.194,103.341,322.789,0.458843,0.559357,0,28.5714,14.2857,42.3077,452.675,0.364989,0.429127,0,0,100,0,car
48.855,-34.7511,35.8501,0.44058,0.550277,12,76,12,0,54.1291,25.3939,0,76.7442,221.741,60.4651,0.802248,0,0,100,0,0,17.5814,50,152,0.32503,0,75,25,47.6744,235.5,0.806667,0,0,0,27.2558,224,-12.7907,0.367668,0,55.5556,0,9,26.0465,47.093,2.32558,94.7692,0.657037,12.5,87.5,0,8,43.0233,585.108,0.563299,0,20,80,0,14.4186,16,0.631658,0.479549,0,0,100,0,23.2558,48.8372,168,320,-121.687,318.35,0.48017,0.447402,0,50,37.5,22.093,112,0.234855,0.42321,50,0,50,0,car
49.375,45.5512,67.0604,0.417323,0.508487,6.06061,78.7879,15.1515,0,54.4758,26.0008,0,87.7358,149.519,98.1132,0.908287,0,0,100,0,0,16.8414,49.0566,137.174,0.281848,0,100,0,48.1132,143.706,0.634431,0,0,0,17.8197,219.479,96.2264,0.710327,0,57.1429,0,7,17.5402,49.0566,-7.65431,-75.9435,0.422337,0,91.6667,0,12,45.283,357.346,0.640154,10,60,10,20,15.4437,13.7174,0.406915,0.296274,0,0,14.2857,53.7037,20.6848,49.0566,171.468,194.2,-168.843,387.363,0.509059,0.37595,0,100,0,31.1321,13.7174,0.241864,0.198009,0,25,75,0,car
49.3464,101.745,78.0316,0.341546,0.530309,0,86.4865,13.5135,0,44.9286,31.1653,0,78.4314,205.69,75.4902,0.827061,0,0,100,0,0,16.6304,49.0196,185.185,0.276377,16.6667,33.3333,50,36.2745,233.196,0.782187,0,0,0,30.0654,205.761,93.7442,0.600825,0,50,8.33333,12,18.5185,46.7729,1.96078,-2.74348,0.360454,0,100,0,9,41.1765,342.936,0.595816,11.1111,77.7778,11.1111,0,14.2338,13.7174,0.496677,0.429974,0,0,0,0,25.1997,47.6307,171.468,-196.616,3.84468,340.505,0.527311,0.376312,10,40,20,48.0392,13.7174,0.307487,0.17789,0,75,25,0,car
50,22.4304,20.7133,0.459182,0.656439,7.69231,76.9231,11.5385,3.84615,47.2902,30.9896,0,60.6383,113.676,57.4468,0.54463,0,75,25,0,37.5,16.7553,48.9362,243.056,0,0,100,0,29.7872,260.417,0.834028,0,0,0,7.18085,147.569,23.8953,0.170434,100,0,0,2,0.35461,0,0,0,0,0,0,0,0,42.8918,381.944,0.493452,33.3333,33.3333,0,33.3333,12.234,17.3611,0.865248,0.306739,33.3333,0,0,50,23.0496,48.9362,208.333,17.3611,203.712,401.306,0.577223,0.446722,37.5,62.5,0,48.9362,17.3611,0.29106,0.636513,0,83.3333,16.6667,0,car
49.3103,18.4722,19.908,0.356581,0.695784,8.69565,78.2609,8.69565,4.34783,41.2261,37.931,0,63.5417,97.4702,54.1667,0.448909,0,100,0,0,52.6316,20.8333,48.9583,221.607,0,0,100,0,20.8333,546.462,0.722222,0,0,0,13.3772,415.512,16.6667,0.573534,25,0,0,4,3.07018,80.2083,77.227,344.828,0,0,0,0,0,43.75,-120.037,0.513735,0,0,0,100,28.0702,521.279,0.577112,0.452564,0,0,0,31.5789,26.7544,48.9583,235.457,27.7008,199.653,268.764,0.407034,0.34986,0,100,0,48.9583,-156.971,0.426152,0.358823,0,100,0,0,car
49.0854,13.475,12.5416,0.523314,0.701154,18.1818,81.8182,0,0,41.997,35.2344,0,53.7037,49.5231,29.6296,0.364129,25,75,0,0,38.4615,15.4558,49.0741,214.497,0,0,100,0,29.6296,155.07,0.806693,0,0,0,5.19943,170.118,1.85185,0.101852,100,0,0,1,1.06838,0,0,0,0,0,0,0,0,50.9259,-32.634,0.541205,33.3333,0,0,66.6667,15.2422,171.641,0.760185,0.483974,16.6667,33.3333,0,0,21.2963,49.0741,177.515,-222.88,3.42936,395.019,0.433252,0.613173,0,90.9091,9.09091,48.1481,14.7929,0.208724,0.280826,16.6667,66.6667,16.6667,0,car
49.4924,0.376378,13.0842,0.518099,0.670506,7.14286,67.8571,7.14286,17.8571,57.8002,29.4453,0,51.8519,50.4137,33.7037,0.2978,25,50,25,0,37.0968,13.0824,49.0741,145.682,0,0,100,0,17.144,104.058,0.744803,0,0,100,3.94265,93.6524,5.55556,0.018519,100,0,0,1,0,0,0,0,0,0,0,0,0,50,301.769,0.514252,0,0,0,100,6.69056,41.6233,0.675926,0.376344,0,0,0,0,29.5102,49.0741,140.479,-90.6794,3.42936,494.74,0.442027,0.490852,6.25,62.5,6.25,48.1481,10.4058,0.651014,0.154685,0,100,0,0,car
49.3582,0.405696,11.439,0.447955,0.60015,11.1111,74.0741,0,14.8148,62.7843,29.806,0,52.8789,221.196,21.1538,0.169872,25,75,0,0,0,15.9544,49.0385,157.75,0.324074,0,100,0,18.2692,144.89,0.691555,0,0,50,6.62393,218,10.6446,0.456731,100,0,0,2,6.12536,48.0769,1.92308,205.761,0.848365,0,100,0,3,60.5769,-79.7093,0.456596,0,16.6667,0,83.3333,16.3818,27.4348,0.535748,0.22937,0,0,50,66.6667,26.0684,49.0385,171.468,13.7174,336.538,444.034,0.322214,0.178022,0,85.7143,0,54.8077,15.8099,0,0,0,100,0,0,car
49.3548,-22.9202,41.8937,0.401081,0.597821,12.1212,63.6364,18.1818,6.06061,48.8046,25.5402,0,71.5686,88.8798,71.2418,0.746252,0,0,100,0,60.9375,12.3162,49.0196,48.8281,0,0,100,0,36.2745,2.26962,0.539501,0,0,66.6667,21.3235,244.956,47.1712,0.309917,16.6667,25,8.33333,12,5.88235,49.0196,102.657,101.804,0.672098,0,50,50,2,50,360.91,0.490846,33.3333,22.2222,0,44.4444,16.1152,9.76562,0.32101,0.453526,12.5,0,25,0,17.3407,49.0196,97.6562,9.76562,3.84468,389.636,0.715414,0.204716,12.5,87.5,0,43.1373,9.76562,0.181191,0.116898,0,100,0,0,car
49.6503,-9.53778,29.1787,0.395468,0.438041,4.34783,86.9565,8.69565,0,44.979,27.7647,0,64.8936,156.66,36.1702,0.679656,0,0,100,0,40.9091,18.1818,48.9362,278.926,0.579545,0,100,0,40.4255,314.685,0.847222,0,0,0,36.4603,278.926,-1.06383,0.476705,0,15.3846,7.69231,13,25.5319,50.1798,-73.802,301.114,0.336351,0,100,0,3,40.4255,343.972,0.153868,0,75,0,25,19.9226,20.6612,0.597935,0.522504,12.5,12.5,50,0,10.3482,48.9362,175.62,20.6612,-45.722,123.396,0.755514,0.424908,0,0,100,48.9362,-85.639,0.469098,0.270202,0,100,0,0,car
49.2481,27.2644,53.5224,0.321151,0.513527,0,91.6667,8.33333,0,46.0526,23.9739,0,75,251.808,70.4545,0.776443,0,50,50,0,0,14.2562,40.9091,237.603,0.497252,0,60,40,0,0,0,0,0,0,25.4132,206.612,-8.38945,0.530286,12.5,12.5,0,8,20.9711,48.8636,-54.0404,413.223,0.54863,0,80,20,5,46.5909,-96.4187,0.668182,0,100,0,0,23.7603,20.6612,0.527597,0.315657,0,0,50,45.4545,34.7107,49.7506,206.612,551.494,216.942,324.99,0.168113,0.230441,0,75,12.5,47.7273,20.6612,0.340771,0.307553,0,50,50,0,car
49.5184,-1.37354,60.8928,0.572984,0.70787,7.40741,77.7778,7.40741,7.40741,49.9805,27.1053,0,82.2222,153.086,73.3333,0.852737,100,0,0,0,0,16.5812,48.8889,88.7574,0.20077,0,100,0,26.6667,105.532,0.378205,0,0,0,14.1026,257.268,20,0.524486,0,66.6667,0,6,7.17949,27.7778,24.4444,310.651,0.884615,0,100,0,2,58.8889,355.03,0.742308,66.6667,33.3333,0,0,23.2479,88.7574,0.358457,0.293579,0,0,16.6667,38.4615,26.4957,47.7778,177.515,14.7929,212.346,443.891,0.425418,0.355617,0,87.5,12.5,45.0949,-130.178,0.62631,0.421381,0,81.8182,18.1818,0,car
49.0909,39.8496,50.5324,0.453112,0.479102,4.7619,66.6667,14.2857,14.2857,45.4545,25.6076,0,90.2778,239.198,97.2222,0.916667,0,0,0,0,0,20.4861,49.5498,288.3,0.446008,0,0,80,8.33333,347.222,0.884259,0,0,0,19.5602,199.653,94.4444,0.730947,0,80,0,5,20.2546,48.6111,-22.2222,251.736,0.718919,0,80,0,5,44.4865,-69.4445,0.354869,14.2857,42.8571,0,42.8571,18.4028,17.3611,0.64249,0.495988,20,0,20,33.3333,29.5139,46.4226,199.653,-190.446,7.71605,310.721,0.368775,0.265829,0,42.8571,0,41.6667,-73.7847,0.558276,0.281209,0,66.6667,33.3333,0,car
49.4382,17.3313,25.2725,0.460241,0.707337,3.125,81.25,9.375,6.25,43.4457,31.1196,0,69.4915,177.29,69.4915,0.3861,40,20,40,0,0,15.1958,49.1525,154.578,0.454023,0,75,25,31.3559,231.017,0.436782,0,0,0,6.89655,166.468,6.16949,0.304883,33.3333,66.6667,0,3,1.51958,57.6271,88.1356,258.096,0,0,0,0,0,66.1017,11.8906,0.305715,66.6667,0,0,33.3333,11.5137,11.8906,0.071795,0.165164,14.2857,14.2857,0,0,24.7224,49.1525,172.414,262.072,206.021,439.931,0.397818,0.481943,0,80,15,48.4676,-200.395,0.545556,0.411558,25,75,0,0,car
49.3902,0.371802,10.492,0.433806,0.721421,7.14286,82.1429,0,10.7143,43.9702,30.5556,0,49.0741,2.49408,26.8519,0.470013,50,0,0,50,50,13.7654,49.0741,233.333,0.341667,0,100,0,22.2222,215.385,0.82787,0,0,0,1.54321,116.667,5.65844,0.027778,0,0,0,0,18.642,0,0,0,0,0,0,0,0,61.1111,-36.6319,0.534366,0,0,0,100,14.8148,40.4883,0.827817,0.500683,0,0,0,53.3333,17.963,49.936,124.975,44.4444,-8.10575,398.873,0.263862,0.311972,0,100,0,49.0741,91.7001,0.470165,0.044444,0,100,0,0,car
49.3865,17.172,20.528,0.342834,0.704548,2.94118,79.4118,8.82353,8.82353,52.5024,29.9207,0,63.8889,97.1204,57.4074,0.46595,33.3333,66.6667,0,0,45.8333,17.1296,49.0741,199.653,0,0,80,20,12.037,224.116,0.791171,0,0,0,7.71605,199.653,42.8571,0.213735,100,0,0,2,11.7284,0,0,0,0,0,0,0,0,37.037,310.613,0.476798,0,0,0,100,22.8395,285.449,0.648001,0.467593,0,0,11.1111,25,22.3765,48.2571,225.694,381.944,-41.1523,307.413,0.326555,0.511166,0,100,0,49.0741,257.883,0.725769,0.296555,0,66.6667,0,33.3333,car
49.5131,-9.13781,14.3829,0.357481,0.669566,10,76.6667,6.66667,6.66667,54.5263,29.8353,0,55,57.1386,38,0.361389,50,50,0,0,32.1429,14.1429,49,108.418,0,0,100,0,19,76.5306,0.532483,50,0,50,11.7857,211.163,11.1449,0.392871,42.8571,0,0,7,1.28571,70,66,331.633,0,0,0,0,0,52,-279.175,0.558401,0,0,0,100,20.8571,15.3118,0.666995,0.486278,0,9.09091,9.09091,46.4286,18.8571,49,165.816,83.3196,-8.77419,463.538,0.825,0.758267,0,87.5,12.5,49,220.621,0.541959,0.245586,0,66.6667,0,33.3333,car
49.4506,16.2055,14.9038,0.487136,0.701505,3.7037,62.963,7.40741,25.9259,54.9451,30.7221,0,55,55.6829,38.3333,0.296933,20,40,40,0,45.1613,12.043,49.1667,57.2321,0.024194,0,100,0,18.3333,447.451,0.541171,0,0,100,3.49462,93.6524,9.16667,0.091835,100,0,0,2,1.23656,0,0,0,0,0,0,0,0,41.2328,-26.4756,0.661487,0,50,0,50,13.2796,10.4058,0.54875,0.419131,37.5,0,12.5,20.9677,19.9462,47.8403,189.021,-179.45,121.685,360.007,0.505944,0.485055,0,81.8182,0,49.1667,-66.4372,0.374653,0.235327,0,100,0,0,car
49.7674,15.747,16.2015,0.47817,0.641133,0,73.6842,10.5263,15.7895,52.1932,30.7807,0,49.2958,43.4217,36.6197,0.194731,33.3333,33.3333,33.3333,0,75,10.0192,49.2958,56.8182,0,0,100,0,34.507,-22.6974,0.618645,12.5,0,37.5,4.41741,108.838,1.40845,0.196792,0,25,0,4,3.61716,0,0,0,0,0,0,0,0,78.8732,5.16529,0.28566,0,0,0,100,11.6517,-25.2066,0.731901,0.242171,16.6667,16.6667,25,50,11.2996,49.2958,129.132,67.1488,136.878,489.697,0.526702,0.490789,0,66.6667,33.3333,45.0704,-5.41725,0.271045,0.424092,14.2857,57.1429,28.5714,0,car
51.2639,-20.4143,11.7925,0.511714,0.688123,6.25,65.625,6.25,21.875,49.0861,30.8564,0,49.2857,-2.5974,35.3571,0.159845,28.5714,57.1429,14.2857,0,53.4884,9.40199,49.2857,35.1541,0,0,100,0,49.2857,20.0463,0.520554,0,0,80,0.830565,24.3375,1.42857,0,0,0,0,0,4.5515,0,0,0,0,0,0,0,0,95,5.40833,0.041344,0,0,0,0,9.40199,2.37836,0.774414,0.453452,22.2222,11.1111,44.4444,37.2093,13.4884,46.4072,116.279,241.883,2.04082,535.607,0.158016,0.471189,0,87.5,0,49.2857,2.56184,0.160963,0.576541,22.2222,55.5556,22.2222,0,car
51.1082,0.228932,12.5409,0.48388,0.665452,0,82.3529,5.88235,11.7647,49.5138,29.4685,0,52.1739,8.82168,31.8841,0.127568,25,50,25,0,39.1667,10.2536,49.2754,78.125,0,0,100,0,34.7826,257.703,0.701427,0,0,50,3.98551,87.5,1.44928,0.041063,50,0,0,2,0.217391,72.4638,71.0145,237.5,0,0,0,0,0,80.4348,6.25,0.329917,0,0,0,100,15.4348,21.2028,0.628436,0.309998,0,8.33333,8.33333,28.75,17.7174,49.2754,121.875,47.3214,-111.321,700.745,0.259292,0.395039,11.7647,88.2353,0,46.4756,1.37712,0.134948,0.453235,37.5,50,12.5,0,car
48.4587,0.220415,8.89611,0.363122,0.493015,0,81.8182,6.06061,12.1212,49.9374,33.5043,0,49.2958,21.8211,22.5352,0.052426,42.8571,57.1429,0,0,48.7179,9.75081,49.2958,52.597,0,0,100,0,40.8451,66.0024,0.551692,0,0,62.5,0.650054,23.0112,1.40845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.9155,6.57462,0.21542,0,0,0,100,16.9375,-62.5509,0.53869,0.531048,0,25,0,26.9231,16.3958,49.8136,108.481,54.2276,140.787,498.663,0.49636,0.434041,0,90,10,48.633,19.3254,0.120157,0.21126,0,100,0,0,car
