@relation 'Imagette-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval-Sweka.attributeSelection.BestFirst -D 1 -N 10'

@attribute Airs_Center_X_GLOBAL numeric
@attribute Harris_Corners_X_GLOBAL numeric
@attribute Mass_Center_X_Global numeric
@attribute Mass_Center_Y_Global numeric
@attribute Hough_Lines_Vertical_Global numeric
@attribute Hough_Lines_Horizontal_Global numeric
@attribute Hough_Lines_DiagonalPos_Global numeric
@attribute Hough_Lines_DiagonalNeg_Global numeric
@attribute Hough_Lines_Nb_Global numeric
@attribute Hough_Circles_X_Global numeric
@attribute Hough_Circles_Radius_Global numeric
@attribute Rows_Or_Cols_Global numeric
@attribute Airs_Center_X_0 numeric
@attribute Airs_Triangle_2_X_0 numeric
@attribute Airs_Contours_0 numeric
@attribute Harris_Corners_X_0 numeric
@attribute Mass_Center_X_0 numeric
@attribute Hough_Lines_Nb_0 numeric
@attribute Airs_Center_X_1 numeric
@attribute Hough_Lines_Horizontal_1 numeric
@attribute Airs_Center_X_2 numeric
@attribute Airs_Triangle_2_X_2 numeric
@attribute Mass_Center_X_2 numeric
@attribute Hough_Lines_Vertical_2 numeric
@attribute Hough_Lines_DiagonalNeg_2 numeric
@attribute Airs_Center_X_3 numeric
@attribute Airs_Center_Y_3 numeric
@attribute Hough_Lines_Vertical_3 numeric
@attribute Hough_Lines_DiagonalPos_3 numeric
@attribute Hough_Lines_DiagonalNeg_3 numeric
@attribute Black_Pixel_4 numeric
@attribute Airs_Center_X_4 numeric
@attribute Airs_Center_Y_4 numeric
@attribute Airs_Triangle_2_X_4 numeric
@attribute Hough_Lines_Vertical_4 numeric
@attribute Hough_Lines_Horizontal_4 numeric
@attribute Airs_Center_X_5 numeric
@attribute Mass_Center_X_5 numeric
@attribute Airs_Center_X_6 numeric
@attribute Airs_Triangle_1_X_6 numeric
@attribute Airs_Triangle_1_Y_6 numeric
@attribute Airs_Center_X_7 numeric
@attribute Airs_Center_Y_7 numeric
@attribute Airs_Triangle_1_X_7 numeric
@attribute Mass_Center_X_7 numeric
@attribute Hough_Lines_Vertical_7 numeric
@attribute Airs_Center_X_8 numeric
@attribute Airs_Contours_8 numeric
@attribute Harris_Corners_X_8 numeric
@attribute Mass_Center_Y_8 numeric
@attribute Black_Pixel_9 numeric
@attribute Airs_Center_X_9 numeric
@attribute Airs_Center_Y_9 numeric
@attribute Airs_Length_Contours_9 numeric
@attribute Mass_Center_X_9 numeric
@attribute Hough_Lines_Nb_9 numeric
@attribute Airs_Center_X_10 numeric
@attribute Mass_Center_X_10 numeric
@attribute Hough_Lines_Horizontal_10 numeric
@attribute Hough_Lines_Nb_10 numeric
@attribute Airs_Center_X_11 numeric
@attribute Airs_Contours_11 numeric
@attribute Mass_Center_Y_11 numeric
@attribute Airs_Center_X_12 numeric
@attribute Airs_Triangle_1_Y_12 numeric
@attribute Hough_Lines_Horizontal_12 numeric
@attribute Airs_Center_Y_13 numeric
@attribute Harris_Corners_X_13 numeric
@attribute Mass_Center_X_13 numeric
@attribute Mass_Center_Y_13 numeric
@attribute Hough_Lines_DiagonalPos_13 numeric
@attribute Black_Pixel_14 numeric
@attribute Airs_Center_X_14 numeric
@attribute Airs_Triangle_2_X_14 numeric
@attribute Mass_Center_X_14 numeric
@attribute Hough_Lines_Vertical_14 numeric
@attribute Black_Pixel_15 numeric
@attribute Airs_Center_X_15 numeric
@attribute Airs_Center_Y_15 numeric
@attribute Airs_Triangle_1_Y_15 numeric
@attribute Mass_Center_Y_15 numeric
@attribute Airs_Center_X_16 numeric
@attribute Airs_Center_Y_16 numeric
@attribute Mass_Center_Y_16 numeric
@attribute Hough_Lines_Horizontal_16 numeric
@attribute Airs_Center_X_17 numeric
@attribute Airs_Triangle_1_X_17 numeric
@attribute Harris_Corners_X_17 numeric
@attribute Mass_Center_Y_17 numeric
@attribute Airs_Center_X_18 numeric
@attribute Airs_Center_Y_18 numeric
@attribute Harris_Corners_X_18 numeric
@attribute Hough_Lines_Vertical_18 numeric
@attribute Airs_Center_X_19 numeric
@attribute Airs_Center_Y_19 numeric
@attribute Harris_Corners_X_19 numeric
@attribute Airs_Center_X_20 numeric
@attribute Mass_Center_X_20 numeric
@attribute Hough_Lines_Horizontal_20 numeric
@attribute Airs_Triangle_2_X_21 numeric
@attribute Airs_Contours_21 numeric
@attribute Mass_Center_X_21 numeric
@attribute Airs_Center_Y_22 numeric
@attribute Airs_Triangle_1_Y_22 numeric
@attribute Mass_Center_X_22 numeric
@attribute Hough_Lines_Vertical_22 numeric
@attribute Hough_Lines_Horizontal_22 numeric
@attribute Airs_Center_X_23 numeric
@attribute Airs_Center_Y_23 numeric
@attribute Mass_Center_Y_23 numeric
@attribute Black_Pixel_24 numeric
@attribute Airs_Center_X_24 numeric
@attribute Airs_Center_Y_24 numeric
@attribute Class {accident,bomb,car,casualty,electricity,fire-brigade,fire,flood,gas,injury,paramedics,person,police,road-block}

@data
47.0149,34.8955,0.352474,0.512522,46.1538,15.3846,38.4615,0,13,50,15.6977,1,0,0,0,92.3077,0,0,46.1538,0,46.1538,59.1716,0.467994,0,0,46.1538,116.782,0,0,0,18.3258,19.2308,198.962,59.1716,100,0,0,0,0,0,0,27.5148,227.242,58.4615,0.173077,0,50,122.397,71.7949,0.230392,5.88235,15.3846,38.9273,0,0,0,76.9231,0.769231,0,0,46.1538,82.7401,0.62146,46.1538,174.452,0,103.806,92.3077,0.730769,0.433824,0,24.4344,46.1538,59.1716,0.275331,100,16.7421,46.1538,198.962,129.758,0.695287,46.1538,77.8547,0.215196,0,0,0,38.4615,0,0,0,3.84615,0,0,0,0,46.1538,0.628205,0,59.1716,14.0711,0.153846,0,0,0,0,0,0,0,0,0,0,0,electricity
38.8889,14.7878,0.348522,0.491174,71.4286,0,28.5714,0,7,0,0,1,0,0,0,80,0,0,50,0,60,1200,0,0,0,40,138.889,0,0,0,21.6667,0,0,0,0,0,50,0,30,20,625,40,416.667,40,0,0,0,0,10,0,65,30,381.944,3,0,0,0,0,0,0,0,0,0,0,0,0,208.333,80,0,0,0,56.6667,50,400,0.4,0,51.6667,40,347.222,625,0.134259,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33333,20,694.444,electricity
50,74.1803,0.39884,0.44361,100,0,0,0,4,0,0,1,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,0,0,0,0,0,0,0,0,0,0,37.5,450,25,0,0,0,0,12.5,0,37.5,37.5,300,0,0.375,0,0,0,0,0,0,0,0,37.5,800,0,150,75,0,0,0,47.5,0,0,0,0,40,37.5,500,300,0,25,350,0.5,0,0,0,75,0,50,650,33.3333,0,37.5,300,75,0,0,0,0,0,0,150,200,0,0,0,50,550,0,12.5,0,0,electricity
36,7.9,0.330459,0.457187,100,0,0,0,6,0,0,1,0,0,0,80,0,0,40,0,40,400,0.4,0,0,40,133.333,0,0,0,36,40,311.111,1200,0,0,30,0.5,20,20,44.4444,0,0,0,0,0,0,0,80,0,41.3333,30,266.667,0,0,0,0,0,0,0,0,0,0,20,44.4444,0,200,80,0.5,0.333333,0,49.3333,40,1733.33,0.4,0,48,40,288.889,44.4444,0.457407,30,111.111,0.133333,0,0,0,60,0,0,0,16,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,50,555.556,0,6.66667,20,533.333,electricity
44.4426,81.1225,0.512266,0.538365,66.6667,0,33.3333,0,6,42.8571,19.6078,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,30,450,1272.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,30,0,0,0,0,0,50,0.5,0,0,0,0,0,40,800,0,350,80,0,0,0,46,40,1200,0,0,40,40,400,100,0.436111,40,250,0.25,0,0,0,10,0,40,550,10,0,30,500,40,40,0.4,0,400,3.41421,0,450,200,0.25,0,0,30,450,0.25,40,0,0,electricity
45.4545,45.5107,0.377862,0.449798,77.7778,11.1111,11.1111,0,9,36.3636,16.6667,1,50,555.556,8.65685,83.3333,0,0,41.6667,0,0,0,0,0,0,0,0,0,0,0,35.8974,50,384.615,555.556,0,0,25,0.25,0,0,0,41.6667,355.03,0,0.25,0,16.6667,7,8.33333,0,23.0769,0,0,0,0,0,66.6667,0,0,0,41.6667,30.5563,0.307692,0,0,0,118.343,83.3333,0,0,0,44.8718,33.3333,-61.7284,0.458333,0,37.1795,41.6667,473.373,286.755,0.478632,25,295.858,0.335897,0,0,0,8.33333,0,0,0,33.3333,0,0,0,50,66.6667,0,0,1944.44,20.4127,0.166667,207.101,59.1716,0.296296,0,0,50,355.03,0,58.9744,0,0,electricity
49.0385,32.3247,0.38461,0.605523,46.1538,15.3846,38.4615,0,13,63.8462,20.678,1,0,0,0,90,0,0,50,0,45,800,0.388889,0,0,45,94.518,0,0,0,15.6522,45,75.6144,630.303,0,0,45,0.532937,25,10,132.325,0,0,0,0,0,0,0,55,0,31.3043,55,236.295,10.5,0.475,1,20,0.2,0,0,0,0,0,40,18.9036,0,0,90,0,0,0,46.9565,30,-400,0.449242,100,21.7391,40,207.939,415.045,0.769669,30,245.747,0,0,0,0,0,0,0,0,25,0,0,0,0,45,0.478333,0,100,22.8995,0.211111,0,0,0,0,0,70,396.975,0,16.5217,45,340.265,electricity
54.1694,53.1463,0.367669,0.583973,76.9231,0,23.0769,0,13,42.8571,13.8047,1,0,0,0,85.7143,0,0,50,0,42.8571,204.082,0.428571,0,0,42.8571,83.1025,0,0,0,27.8195,35.7143,249.307,1020.41,0,0,35.7143,0.261905,21.4286,14.2857,138.504,42.8571,346.26,14.2857,0,0,50,29.7279,80.9524,0,36.0902,21.4286,180.055,9,0.321429,0,0,0,0,0,0,0,0,42.8571,-27.7008,0,249.307,85.7143,0.25,0.385965,0,39.0977,35.7143,133.097,0.447619,100,24.812,35.7143,235.457,110.803,0.347953,14.2857,27.7008,0,0,0,0,7.14286,0,14.2857,27.7008,7.14286,0,0,0,7.14286,57.1429,0.178571,0,204.082,1,0,0,0,0,0,0,57.1429,470.914,0,8.27068,35.7143,457.064,electricity
39.2857,86.7007,0.391424,0.525824,42.8571,14.2857,42.8571,0,7,50,17.033,1,0,0,0,87.5,0,0,43.75,0,50,312.5,0.5,0,0,43.75,46.2963,0,0,0,2.08333,0,0,0,0,0,68.75,0.5625,18.75,12.5,185.185,62.5,262.346,50,0,0,43.75,28.9088,6.25,0,29.8611,43.75,308.642,9,0.479167,0,31.25,0,0,0,0,0,0,25,61.7284,0,92.5926,87.5,0.6875,0.166667,0,40.2778,43.75,156.25,0.392857,0,54.1667,37.5,246.914,462.963,0.657407,37.5,169.753,0.263889,0,0,0,33.3333,0,0,0,6.25,0,0,0,59.375,43.75,0.5,0,312.5,9.24264,0.625,385.802,277.778,0.479167,0,0,43.75,246.914,0.447531,43.0556,31.25,308.642,electricity
38.4615,47.0513,0.496757,0.6987,90.9091,9.09091,0,0,11,0,0,1,42.8571,340.136,33.3012,80,0,0,42.8571,0,57.1429,816.327,0,0,0,42.8571,83.1025,0,0,0,17.2932,41.0714,55.4017,204.082,0,0,28.5714,0.269048,0,0,0,64.2857,263.158,82.1429,0,100,0,0,7.14286,0,48.8722,50,249.307,5.5,0.5,1,0,0,0,0,0,0,0,0,0,0,152.355,85.7143,0.25,0.192982,0,29.3233,42.8571,204.082,0.387755,0,34.5865,42.8571,235.457,27.7008,0,42.8571,249.307,0.526316,0,21.4286,14.2857,7.14286,0,0,0,50,0,0,0,85.7143,42.8571,0,0,204.082,10,0,457.064,470.914,0.571429,0,0,50,387.812,0.684211,24.812,35.7143,318.56,electricity
34.6154,34.7446,0.410592,0.654896,62.5,0,37.5,0,8,45.2991,15.0485,1,0,0,0,78.5714,0,0,42.8571,0,0,0,0,0,0,0,0,0,0,0,37.1429,0,0,0,0,0,42.8571,0.208333,21.4286,14.2857,125,42.8571,325,71.4286,0.25,0,42.8571,26.3848,85.7143,0.350714,28.5714,57.1429,325,0,0,0,35.7143,0.214286,0,0,42.8571,13.8191,0.8125,28.5714,175,0,187.5,85.7143,0.22619,0.241667,0,25.7143,42.8571,1836.73,0.31746,0,38.5714,42.8571,225,-275,0.523333,42.8571,150,0.3,0,21.4286,14.2857,7.14286,0.066667,0,0,7.14286,0,0,0,0,42.8571,0.642857,0,408.163,44.7014,0.198413,337.5,275,0,0,0,42.8571,262.5,0.505556,45.7143,28.5714,275,electricity
43.5484,2.72525,0.382487,0.616816,20,20,60,0,25,56.6142,19.7315,1,0,0,0,94.4444,0,0,77.7778,0,55.5556,227.534,0.470071,25,75,47.2222,231.994,0,0,0,9.79532,47.2222,235.457,6.70963,0,100,5.55556,0,0,0,0,0,0,0,0,0,0,0,19.4444,0,0.292398,0,0,0,0,0,25,0.313426,0,3,0,0,0,47.2222,-69.2521,0,152.355,94.4444,0,0,0,16.2281,47.2222,-253.772,0.473385,100,25.8772,47.2222,131.579,13.8504,0.655102,13.8889,124.654,0.398374,0,44.4444,5.55556,83.3333,0.148572,44.4444,48.4765,55.5556,0,0,0,13.8889,61.1111,0.680556,0,-72.0165,100.196,0.375,0,0,0,0,0,0,0,0,0,0,0,electricity
54.7059,10.5775,0.518806,0.693327,45,20,35,0,20,52.6255,16.6667,1,0,0,0,0,0,0,70.5882,0,52.9412,18.8739,0.280406,66.6667,33.3333,47.0588,201.247,0,0,0,9.38375,47.0588,187.075,-449.827,0,0,38.2353,0.641612,0,0,0,0,0,0,0,0,0,0,2.94118,0,19.1877,0,0,0,0,0,41.1765,0.29902,0,2,0,0,0,47.0588,272.109,0,0,0,0,0,0,6.30252,67.6471,505.19,0.67744,100,20.3081,47.0588,136.054,226.757,0.354497,41.1765,116.213,0.58631,0,38.2353,-50,64.7059,0.424339,38.2353,42.517,36.7647,0,0,0,76.4706,55.8824,0.724265,0,89.3887,78.9117,0.316365,0,0,0,0,0,0,0,0,0,0,0,electricity
34.9462,16.7951,0.373057,0.385495,61.5385,7.69231,30.7692,0,26,52.9632,18.6606,1,0,0,0,66.6667,0,0,47.2222,0,47.2222,561.728,0.310245,100,0,47.2222,130.874,0,0,0,10.8401,47.2222,121.951,493.827,0,100,16.6667,0.111111,0,0,0,0,0,0,0,0,0,0,27.7778,0,21.4092,55.5556,121.951,17.5,0.634259,1,11.1111,0,0,0,47.2222,69.669,0.815718,36.1111,-25.7783,0,118.977,94.4444,0.799074,0.100813,0,12.8726,50,493.827,0.435185,100,12.7371,44.4444,118.977,-45.7121,0.430894,47.2222,142.772,0.582114,25,25,5.55556,2.77778,0.109756,0,0,16.6667,0,0,0,0,47.2222,0.670525,0,123.457,38.3012,0.138889,0,0,0,0,0,0,0,0,0,0,0,electricity
36.4198,35.1474,0.361311,0.601661,40,15,45,0,20,46.0905,15.3365,1,50,977.299,119.882,91.6667,0.53125,3,34.375,0,0,0,0,0,0,0,0,0,0,0,14.7321,62.5,161.565,234.375,100,0,28.125,0.234375,0,0,0,65.625,184.24,22.9167,0.760417,100,54.6875,118.66,93.75,0.290344,18.6012,34.375,87.8685,46,0.161458,2,0,0,0,0,56.25,35.1328,0.922619,0,0,0,102.041,87.5,0.789062,0.681548,0,24.5536,46.875,594.758,0.297569,100,12.9464,46.875,175.737,103.708,0.80291,46.875,85.034,0.337759,0,25,6.25,3.125,0.047619,0,0,0,0,0,0,0,53.125,0.288856,100,1054.69,66.6861,0,82.1995,79.8375,0,0,0,31.25,153.061,0.454711,0,0,0,electricity
50.4673,4.60101,0.544236,0.469435,20,20,60,0,15,51.8617,22.1099,1,0,0,0,95.2381,0,0,71.4286,0,42.8571,252.268,0.332967,100,0,47.619,184.24,0,0,0,10.4308,47.619,181.406,430.839,0,100,40.4762,0.352381,0,0,0,0,0,0,0,0,0,0,47.619,0,14.059,0,0,0,0,0,57.1429,0.322548,0,4,0,0,0,47.619,17.0068,33.3333,0,0,0,0,0,0.113379,0,0,0,0,8.16327,76.1905,175.737,226.757,0.392857,42.8571,116.213,0.498629,0,47.619,4.7619,95.2381,0.352333,14.2857,36.8481,23.8095,0,0,0,0,69.0476,0.77551,0,-69.9169,108.551,0.327839,0,0,0,0,0,0,0,0,0,0,0,electricity
40,20.8007,0.470102,0.331211,35.2941,11.7647,52.9412,0,17,44.0351,15.8954,1,0,0,0,91.6667,0,0,45.8333,0,0,0,0,0,0,0,0,0,0,0,10.3448,70.8333,166.468,486.111,0,0,33.3333,0.318056,0,0,0,25,237.812,51.3889,0.0625,100,62.5,45.9706,91.6667,0.821839,21.5517,45.8333,118.906,21.5,0.345767,1,45.8333,0.572421,0,1,28.491,73.2362,0.308812,41.6667,130.797,0,154.578,86.1111,0.552315,0.67318,0,31.0345,37.5,768.398,0.51627,100,23.8506,45.8333,118.906,-4.45898,0.348772,20.8333,29.7265,0.103448,0,0,0,31.6667,0,35.5392,72.3928,36.1111,0,0,0,33.3333,83.3333,0.784722,0,69.4445,96.3228,0.176955,315.101,309.156,0,0,0,45.8333,291.32,0,5.45977,0,0,electricity
53.0769,18.0879,0.38664,0.450105,31.25,0,68.75,0,16,50,15.719,1,0,0,0,0,0,0,73.0769,0,73.0769,650.888,0.807692,0,0,46.1538,161.111,100,0,0,13.0769,46.1538,233.333,1242.6,0,0,46.1538,0,29.0698,1.59151,151.724,0,0,0,0,0,0,0,69.2308,0,4.87179,73.0769,283.333,3,0.748718,0,46.1538,0.555235,0,5,23.0769,20.8995,0.130159,46.1538,-22.2222,0,183.857,3.84615,0.382503,0.65101,0,25.1282,46.1538,650.888,0.591498,50,37.6923,42.3077,116.667,0,0.317771,23.0769,38.8889,0.116667,0,0,0,43.5897,0,46.1538,72.2222,15.3846,0,46.1538,38.8889,38.4615,76.9231,0,0,59.1716,111.732,0.389714,0,0,0,0,0,0,0,0,0,0,0,electricity
38.7931,27.4449,0.290169,0.619973,10,10,80,0,10,57.0533,21.9076,1,0,0,0,81.8182,0,0,54.5455,0,63.6364,743.802,0.681818,0,0,45.4545,164.931,0,0,0,21.2121,45.4545,286.458,-385.003,0,0,13.6364,0.20202,0,0,0,27.2727,381.944,9.09091,0,0,77.2727,5.82843,87.8788,0.875,34.8485,36.3636,199.653,35,0.375782,1,31.8182,0.340909,0,0,45.4545,55.1838,0.516782,45.4545,52.0833,0,173.611,90.9091,0.528926,0.498106,0,46.5909,54.5455,743.802,0.30752,100,22.3485,45.4545,243.056,190.972,0.572917,45.4545,104.167,0.180556,0,0,0,90.9091,0,43.75,69.4445,4.54545,0,0,0,4.54545,63.6364,0.712121,0,82.6446,22.7279,0.296296,0,0,0,0,0,0,0,0,0,0,0,electricity
50,14.0513,0.468328,0.721772,50,6.25,43.75,0,16,51.7379,14.883,1,0,0,0,50,0,0,80.7692,0,0,0,0,0,0,0,0,0,0,0,7.69231,46.1538,14.6484,59.1716,0,0,50,0.428571,38.4615,72.6496,9.76562,0,0,0,0,0,0,0,75,0,24.0385,46.1538,170.898,1,0.590659,2,26.9231,0.320513,0,0,46.1538,84.7926,0.825231,46.1538,171.875,0,170.898,23.0769,0.326753,0.572696,0,17.0673,46.1538,650.888,0,0,24.2788,15.3846,131.836,-19.5312,0.416542,42.3077,87.8906,0.289463,0,15.3846,7.69231,3.84615,0.069444,46.1538,83.0078,89.7436,0,26.9231,29.2969,3.84615,0,0,0,650.888,132.64,0.63648,288.086,283.203,0,0,0,53.8462,292.969,0,2.16346,26.9231,292.969,electricity
53.3333,14.7143,0.536636,0.596697,7.14286,7.14286,85.7143,0,14,55.3978,15.2884,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50,82.6446,50,0,50,14.9495,46.6667,203.641,577.778,0,0,36.6667,0.281481,0,0,0,0,0,0,0,0,70,42.3848,93.3333,0.390909,22.6263,46.6667,119.376,22.5,0.425146,2,43.3333,0.733333,0,0,43.3333,65.9117,0.724599,50,146.924,0,183.655,55.5556,0.379182,0.696165,0,22.0202,40,-55.8405,0.546801,100,16.9697,46.6667,123.967,-27.5482,0.416667,43.3333,50.5051,0.117499,0,0,0,20,0,46.6667,101.01,93.3333,100,26.6667,36.7309,3.33333,0,0,0,-68.3761,112.083,0.733333,50.5051,9.18274,0.2,0,0,0,0,0,0,0,0,electricity
54.1667,16.5146,0.540772,0.524168,25,20,50,5,20,55.5556,18.6444,1,0,0,0,85.7143,0,0,64.2857,0,0,0,0,0,0,46.4286,55.0964,0,0,0,11.4719,46.4286,91.8274,-357.143,0,0,46.4286,0.651082,17.8571,7.14286,156.107,50,280.073,60,0.321429,0,0,0,92.8571,0,9.30736,57.1429,247.934,10.5,0.717491,0,46.4286,0.476582,0,2,14.2857,24.8372,0.181818,46.4286,-9.18274,0,146.924,92.8571,0.35674,0.550676,0,27.0563,46.4286,612.245,0.430258,100,18.3983,32.1429,137.741,-200.184,0.51777,46.4286,151.515,0.496128,0,46.4286,-4.08163,82.1429,0.245588,39.2857,101.01,64.2857,100,21.4286,110.193,25,82.1429,0.803571,0,51.0204,78.9185,0.259127,0,0,0,0,0,0,0,0,0,0,0,electricity
51.1364,12.4396,0.543276,0.499539,28,16,56,0,25,56.5111,17.0388,1,0,0,0,0,0,0,0,0,0,0,0,0,0,76.4706,27.0062,0,0,0,10.7843,47.0588,69.4444,1003.46,0,100,29.4118,0.387701,0,0,0,44.1176,231.481,41.7647,0.496324,0,82.3529,9.24264,91.1765,0.916667,18.3007,47.0588,158.179,29,0.490241,3,38.2353,0.107843,0,0,0,0,0,52.9412,24.1847,0,131.173,39.2157,0.245669,0.518763,0,26.7974,47.0588,34.6021,0.496422,20,14.7059,47.0588,81.0185,-84.8765,0.277778,17.6471,19.2901,0.055556,0,0,0,17.6471,0,47.0588,81.0185,88.2353,0,47.0588,27.0062,94.1176,0,0,0,408.305,133.77,0.357843,15.4321,23.1481,0.088235,0,0,0,0,0,0,0,0,electricity
48.2143,19.209,0.404146,0.690399,29.4118,11.7647,58.8235,0,17,54.0293,17.9656,1,0,0,0,0,0,0,78.125,0,0,0,0,0,0,0,0,0,0,0,16.875,46.875,166.667,13.4154,0,100,6.25,0.14536,0,0,0,15.625,250,6.25,0.318182,0,68.75,41.6274,93.75,0.833333,19.1667,46.875,122.222,63,0.40625,2,56.25,0.665972,0,0,46.875,103.61,0.416722,46.875,161.111,0,155.556,3.125,0.488515,0.683191,0,22.5,37.5,-26.4617,0.660218,0,17.7083,46.875,144.444,44.4444,0.448485,28.125,44.4444,0.084849,0,0,0,3.125,0,46.875,61.1111,43.75,0,0,0,12.5,0,0,0,546.875,122.449,0.700561,305.556,300,0.125,0,0,0,0,0,0,0,0,electricity
55.618,22.3498,0.489571,0.573544,36.3636,13.6364,50,0,22,57.5709,18.3205,1,0,0,0,0,0,0,0,0,0,0,0,0,0,67.6471,59.6878,0,0,0,12.656,47.0588,123.967,34.6021,0,100,29.4118,0.273887,0,0,0,47.0588,243.343,5.88235,0.309368,0,0,0,2.94118,0,17.4688,47.0588,192.837,18.5,0.536636,2,32.3529,0.402242,0,2,14.7059,18.8995,0.474747,50,348.944,0,146.924,88.2353,0.479901,0.646971,0,19.7861,47.0588,519.031,0.715686,100,19.7861,37.6721,118.301,4.59137,0.314815,20.5882,32.1396,0.098765,0,0,0,11.7647,0,47.0588,101.01,2.94118,0,47.0588,41.3223,15.6863,0,0,0,214.533,86.2843,0.794118,64.2792,20.202,0.184012,100,0,0,0,0,0,0,0,electricity
47.619,21.7316,0.582433,0.445029,41.1765,5.88235,47.0588,5.88235,17,44.0476,20.4839,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.27419,62.5,156.087,350.116,0,0,6.25,0.28746,0,0,0,15.625,280.957,25,0.201389,0,68.75,50.2132,93.75,0.806452,17.9435,46.875,135.276,24,0.367292,2,62.5,0.739087,0,0,46.875,102.539,0.416789,59.375,307.906,0,140.479,87.5,0.598291,0.621147,0,23.7903,40.625,-20.2206,0.456597,100,18.75,46.875,161.29,72.8408,0.512033,31.25,57.2321,0.129032,0,0,0,75,0,41.9408,37.2419,68.75,0,0,0,0,0,0,0,0,0,0,156.087,-80.0172,0.42298,100,0,0,0,0,0,0,0,electricity
52.7174,96.3043,0.476901,0.515601,27.2727,13.6364,59.0909,0,22,53.4679,17.5912,1,0,0,0,0,0,0,0,0,48.9882,74.0039,0.217382,0,0,47.2222,51.1322,0,0,0,9.45946,47.2222,25.5661,30.8642,0,0,61.1111,0.694444,44.4444,-20.3704,211.833,0,0,0,0,0,0,0,94.4444,0,12.9129,58.3333,178.963,17.5,0.641667,2,30.5556,0.277778,0,1,0,0,0,47.2222,72.0025,0,0,94.4444,0,0,0,21.3213,58.3333,675.706,0.467511,100,9.90991,38.8889,102.264,-94.9598,0.175676,86.1111,248.356,0,0,27.7778,-6.20915,11.1111,0,0,0,11.1111,0,0,0,0,55.5556,0.638889,0,0,0,0,0,0,0,0,0,47.2222,233.747,0,10.961,46.6667,233.747,electricity
37.6404,49.8494,0.378537,0.589801,29.0323,25.8065,45.1613,0,31,52.395,17.7285,1,0,0,0,85.2941,0,0,0,0,47.0588,34.6021,0.183007,0,0,47.0588,13.8504,0,0,0,0.464396,0,0,0,0,0,50,0.583333,32.3529,1.06952,90.0277,79.4118,193.906,51.7647,0.346405,100,0,0,2.94118,0,19.6594,50,148.892,21.5,0.495989,3,17.6471,0.147059,0,0,0,0,0,0,0,0,128.116,94.1176,0.823529,0.5,0,37.1517,44.1176,34.6021,0.469994,66.6667,11.3003,47.0588,162.742,117.729,0.604985,0,0,0,0,0,0,0,0,0,0,2.94118,0,0,0,0,55.8824,0.49451,0,684.648,69.3133,0.110517,221.607,203.139,0.323529,0,100,47.0588,204.294,0,15.4799,42.3485,203.669,electricity
46.6292,13.5502,0.43646,0.690476,24,16,56,4,25,54.1768,15.0768,1,0,0,0,94.1176,0,0,61.7647,0,50,69.2042,0.352941,0,0,47.0588,25,0,0,0,8.67647,47.0588,15.625,34.6021,0,0,76.4706,0.77451,35.2941,5.88235,33.75,0,0,0,0,0,44.1176,89.5486,17.6471,0.694444,5,79.4118,212.5,2.5,0.794118,0,44.1176,0.314728,0,2,0,0,0,0,0,33.3333,0,94.1176,0,0,0,23.8235,47.0588,311.419,0.161765,100,29.1176,68.4874,121.875,-81.25,0.647039,47.0588,121.875,0.489629,0,20.5882,5.88235,2.94118,0.106944,29.4118,36.4583,23.5294,0,0,0,0,47.0588,0.578825,0,34.6021,44.6985,0.205882,234.375,237.5,0,0,0,47.0588,215.625,0.43125,13.5294,44.958,201.935,electricity
37.6404,95.003,0.413209,0.689876,29.0323,16.129,48.3871,6.45161,31,43.9165,17.5576,1,85.2941,484.429,3.82843,92.6471,0.852941,0,50,0,0,0,0,0,0,0,0,0,0,0,13.8315,0,0,0,0,0,61.7647,0.677171,35.2941,2.52101,168.006,29.4118,211.833,5.88235,0.206972,100,0,0,64.7059,0,15.1033,55.8824,182.615,33,0.650327,3,29.4118,0.226471,0,1,0,0,0,32.3529,109.569,0,127.831,94.1176,0.588936,0.540541,0,20.1908,55.8824,519.031,0.46732,0,11.4467,44.1176,131.483,42.6213,0.389871,47.0588,149.744,0.539736,0,0,0,2.94118,0,0,0,17.6471,0,0,0,23.5294,79.4118,0.564771,0,32.9278,63.6554,0,208.181,189.92,0,0,0,47.0588,197.224,0,14.7854,41.1765,208.181,electricity
