@relation 'Imagette-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval-Sweka.attributeSelection.BestFirst -D 1 -N 10'

@attribute Airs_Center_X_GLOBAL numeric
@attribute Airs_Triangle_2_X_GLOBAL numeric
@attribute Harris_Corners_X_GLOBAL numeric
@attribute Mass_Center_X_Global numeric
@attribute Mass_Center_Y_Global numeric
@attribute Hough_Lines_Vertical_Global numeric
@attribute Hough_Lines_Horizontal_Global numeric
@attribute Hough_Lines_DiagonalPos_Global numeric
@attribute Hough_Lines_DiagonalNeg_Global numeric
@attribute Hough_Circles_Radius_Global numeric
@attribute Rows_Or_Cols_Global numeric
@attribute Airs_Center_X_0 numeric
@attribute Airs_Triangle_2_X_0 numeric
@attribute Airs_Contours_0 numeric
@attribute Harris_Corners_X_0 numeric
@attribute Mass_Center_X_0 numeric
@attribute Hough_Lines_Horizontal_0 numeric
@attribute Hough_Lines_Nb_0 numeric
@attribute Black_Pixel_1 numeric
@attribute Airs_Center_X_1 numeric
@attribute Hough_Lines_Vertical_1 numeric
@attribute Hough_Lines_Horizontal_1 numeric
@attribute Black_Pixel_2 numeric
@attribute Airs_Center_X_2 numeric
@attribute Mass_Center_X_2 numeric
@attribute Mass_Center_Y_2 numeric
@attribute Hough_Lines_Horizontal_2 numeric
@attribute Hough_Lines_Nb_2 numeric
@attribute Airs_Center_X_3 numeric
@attribute Airs_Center_Y_3 numeric
@attribute Airs_Contours_3 numeric
@attribute Mass_Center_Y_3 numeric
@attribute Hough_Lines_Vertical_3 numeric
@attribute Hough_Lines_DiagonalPos_3 numeric
@attribute Hough_Lines_DiagonalNeg_3 numeric
@attribute Airs_Center_X_4 numeric
@attribute Airs_Center_Y_4 numeric
@attribute Mass_Center_X_4 numeric
@attribute Mass_Center_Y_4 numeric
@attribute Hough_Lines_Vertical_4 numeric
@attribute Hough_Lines_Horizontal_4 numeric
@attribute Hough_Lines_DiagonalPos_4 numeric
@attribute Hough_Lines_DiagonalNeg_4 numeric
@attribute Black_Pixel_5 numeric
@attribute Airs_Center_X_5 numeric
@attribute Airs_Center_Y_5 numeric
@attribute Airs_Triangle_1_Y_5 numeric
@attribute Airs_Triangle_2_X_5 numeric
@attribute Mass_Center_X_5 numeric
@attribute Mass_Center_Y_5 numeric
@attribute Hough_Lines_Vertical_5 numeric
@attribute Hough_Lines_Horizontal_5 numeric
@attribute Hough_Lines_DiagonalNeg_5 numeric
@attribute Airs_Center_X_6 numeric
@attribute Airs_Triangle_1_X_6 numeric
@attribute Mass_Center_X_6 numeric
@attribute Mass_Center_Y_6 numeric
@attribute Hough_Lines_Horizontal_6 numeric
@attribute Airs_Center_X_7 numeric
@attribute Airs_Triangle_1_Y_7 numeric
@attribute Airs_Triangle_2_X_7 numeric
@attribute Harris_Corners_X_7 numeric
@attribute Mass_Center_X_7 numeric
@attribute Mass_Center_Y_7 numeric
@attribute Hough_Lines_DiagonalNeg_7 numeric
@attribute Airs_Center_X_8 numeric
@attribute Airs_Center_Y_8 numeric
@attribute Airs_Triangle_1_Y_8 numeric
@attribute Mass_Center_Y_8 numeric
@attribute Hough_Lines_Vertical_8 numeric
@attribute Hough_Lines_Horizontal_8 numeric
@attribute Hough_Lines_DiagonalNeg_8 numeric
@attribute Airs_Center_X_9 numeric
@attribute Airs_Center_Y_9 numeric
@attribute Airs_Triangle_1_X_9 numeric
@attribute Mass_Center_Y_9 numeric
@attribute Hough_Lines_Vertical_9 numeric
@attribute Hough_Lines_DiagonalPos_9 numeric
@attribute Black_Pixel_10 numeric
@attribute Airs_Center_X_10 numeric
@attribute Airs_Triangle_2_X_10 numeric
@attribute Mass_Center_X_10 numeric
@attribute Mass_Center_Y_10 numeric
@attribute Hough_Lines_Vertical_10 numeric
@attribute Hough_Lines_DiagonalPos_10 numeric
@attribute Hough_Lines_DiagonalNeg_10 numeric
@attribute Airs_Center_X_11 numeric
@attribute Airs_Triangle_2_X_11 numeric
@attribute Airs_Length_Contours_11 numeric
@attribute Harris_Corners_X_11 numeric
@attribute Mass_Center_Y_11 numeric
@attribute Hough_Lines_Vertical_11 numeric
@attribute Hough_Lines_Horizontal_11 numeric
@attribute Airs_Center_X_12 numeric
@attribute Airs_Center_Y_12 numeric
@attribute Mass_Center_X_12 numeric
@attribute Mass_Center_Y_12 numeric
@attribute Hough_Lines_Horizontal_12 numeric
@attribute Hough_Lines_DiagonalNeg_12 numeric
@attribute Airs_Center_X_13 numeric
@attribute Airs_Triangle_1_Y_13 numeric
@attribute Airs_Triangle_2_X_13 numeric
@attribute Mass_Center_Y_13 numeric
@attribute Airs_Center_X_14 numeric
@attribute Airs_Center_Y_14 numeric
@attribute Airs_Triangle_1_X_14 numeric
@attribute Mass_Center_Y_14 numeric
@attribute Hough_Lines_Vertical_14 numeric
@attribute Hough_Lines_DiagonalPos_14 numeric
@attribute Hough_Lines_DiagonalNeg_14 numeric
@attribute Black_Pixel_15 numeric
@attribute Airs_Center_X_15 numeric
@attribute Airs_Center_Y_15 numeric
@attribute Airs_Triangle_1_Y_15 numeric
@attribute Mass_Center_X_15 numeric
@attribute Hough_Lines_Vertical_15 numeric
@attribute Hough_Lines_Horizontal_15 numeric
@attribute Hough_Lines_DiagonalNeg_15 numeric
@attribute Class {accident,bomb,car,casualty,electricity,fire-brigade,fire,flood,gas,injury,paramedics,person,police,road-block}

@data
51.8868,77.4113,62.559,0.548887,0.356725,20.6897,17.2414,27.5862,34.4828,20.376,1,88.4615,325.444,9.24264,92.3077,0.903846,0,0,20.1357,48.0769,75,0,21.1538,42.3077,0.413977,0.605225,50,4,32.6923,86.5052,98.4386,0.2504,50,0,0,73.0769,233.564,0.719132,0.857164,0,100,0,0,15.6109,48.0769,138.408,36.9613,355.03,0.488261,0.465686,0,0,0,47.0736,158.654,0.3663,0.079365,0,30.7692,-103.694,-171.943,21.5385,0.269231,0.359009,100,48.0769,56.2284,1.99627,0.185185,0,50,50,48.0769,177.336,74.6154,0.50519,0,0,26.2443,48.0769,355.03,0.345972,0.317202,28.5714,0,71.4286,48.0769,14.7929,2,1.92308,0.371242,0,50,48.0769,246.54,0.807692,0.838235,0,0,50.1501,232.923,-32.8731,0.584545,0,0,0,0,0,0,0,13.6878,55.7692,77.8547,8.65052,0.419672,0,0,100,casualty
40.3748,-9.48741,56.881,0.346661,0.332187,12.5,21.875,31.25,34.375,17.5906,1,86.9565,425.331,23.4853,91.3043,0.869565,0,1,23.1884,47.8261,40,20,22.9249,47.8261,0.437239,0.673105,25,4,19.5652,55.0964,42.6985,0.127778,0,0,0,69.5652,247.934,0.752657,0.852357,0,0,0,0,17.1278,56.3545,138.377,-3.06091,422.18,0.49112,0.437686,33.3333,33.3333,0,47.8261,-32.9193,0.5425,0.118945,100,23.913,22.3009,-151.229,43.4783,0.225277,0.488838,33.3333,50,91.8274,107.398,0.263412,0,0,100,21.7391,211.203,46.087,0.650597,0,0,24.7694,43.4783,396.975,0.323385,0.354844,0,0,75,30.5854,37.8072,12,4.34783,0.578323,0,100,47.8261,114.784,0.663113,0.374587,50,0,54.3478,9.18274,461.563,0.534231,0,0,0,0,0,0,0,16.3373,47.8261,114.784,-27.149,0.522888,0,0,100,casualty
41.5929,-63.4017,42.08,0.62329,0.222011,17.9487,33.3333,30.7692,17.9487,19.3859,1,80.3571,207.27,56.1127,92.8571,0.848214,0,1,14.7436,48.2143,0,25,14.652,48.2143,0.505005,0.595543,0,3,37.5,88.7574,159.051,0.146771,0,0,0,50,154.504,0.531037,0.623169,0,25,75,0,13.37,48.2143,65.7462,-8.94879,245.89,0.553401,0.166301,0,0,0,48.2143,3.57143,0.46503,0.384026,0,16.0714,177.515,102.041,26.7857,0.165344,0.685185,0,52.5,75.6082,-15.3408,0.234509,0,100,0,46.4286,131.492,117.857,0.38881,0,0,20.0549,55.3571,331.633,0.610525,0.489744,85.7143,0,0,48.2143,12.7551,15.5,7.14286,0.823655,0,100,48.2143,210.388,0.809524,0.820513,100,0,62.5,-86.9926,407.492,0.582291,64.2857,82.1828,30.9524,0.314815,50,0,50,11.2637,48.2143,177.515,243.261,0.478151,0,50,50,casualty
51.2005,53.5222,53.7649,0.486263,0.489885,9.375,25,34.375,31.25,16.9236,1,70.6897,122.87,95.0538,95.4023,0.758621,0,2,13.6067,48.2759,0,75,20.0373,33.3554,0.37727,0.327396,0,4,24.1379,47.4799,69.8406,0.163413,0,0,0,67.2414,211.833,0.718833,0.824189,0,33.3333,66.6667,0,14.4455,48.2759,102.264,-110.131,582.64,0.489468,0.368272,0,0,0,48.2759,-10.3448,0.586172,0.17745,33.3333,48.2759,-53.2192,11.8906,3.94089,0.39185,0.587838,75,48.2759,73.046,7.3046,0.290112,0,0,100,24.1379,182.615,35.4232,0.621815,100,0,22.4604,66.4044,368.322,0.619172,0.747853,28.5714,0,14.2857,20.6897,96.1157,5,20.6897,0.905405,0,0,50,146.092,0.723031,0.792526,0,0,24.1379,-39.9422,128.773,0.379665,72.4138,36.523,93.1034,0.101502,0,0,0,24.4175,48.2759,116.874,7.3046,0.394415,0,50,50,casualty
47.0723,61.2918,46.1635,0.554414,0.360803,32.2581,6.45161,48.3871,12.9032,20.3548,1,0,0,0,57.6923,0,0,0,11.6397,50,33.3333,0,15.587,46.1538,0.488199,0.388158,0,2,7.69231,17.313,7.24264,0.046784,0,0,0,48.0769,124.654,0.512251,0.456335,0,66.6667,33.3333,0,8.19838,48.0769,45.0138,90.0277,-16.1377,0.263695,0.138158,0,50,0,48.0769,29.4017,0.428563,0.650425,0,0,0,0,1.92308,0,0,0,48.0769,62.3269,162.248,0.245459,0,66.6667,0,48.0769,118.025,93.7063,0.271996,50,0,5.36437,71.1538,355.03,0.794872,0.241228,50,0,50,30.4469,386.044,19.5,1.92308,0.606363,71.4286,14.2857,48.0769,141.967,0.759615,0.516447,100,0,34.6154,6.92521,14.7929,0.351554,0,0,0,0,0,0,0,20.8502,59.6154,128.116,249.307,0.69708,50,0,50,casualty
41.9355,-54.05,58.773,0.437461,0.4518,9.09091,21.2121,36.3636,33.3333,19.3046,1,80.4348,302.457,36.9706,95.6522,0.413043,0,0,17.1355,47.8261,0,33.3333,23.1458,47.8261,0.589268,0.572397,100,3,47.8261,116.782,169.489,0.264133,0,100,0,76.7081,239.125,0.742029,0.823775,0,0,0,0,15.0895,47.8261,155.709,345.512,-359.168,0.496275,0.522055,0,50,0,47.8261,43.4783,0.463948,0.142073,100,36.9565,180.067,358.422,2.17391,0.267246,0.352157,100,47.8261,82.1799,47.9711,0.261302,0,100,0,43.4783,198.962,-39.1304,0.699768,0,0,20.4604,56.5217,369.087,0.529891,0.716912,100,0,0,19.5652,18.9036,4.5,2.17391,0.882353,0,0,0,0,0,0,0,0,45.6522,-62.8604,378.072,0.770701,65.2174,56.2284,91.3044,0.143441,0,0,0,24.8082,56.5217,134.083,17.301,0.50055,0,33.3333,66.6667,casualty
28.7356,157.697,63.0481,0.473673,0.410454,46.1538,7.69231,19.2308,26.9231,15.8753,1,0,0,0,90.4762,0,0,0,25.4707,47.619,100,0,22.0377,47.619,0.564582,0.725996,20,5,16.6667,113.575,108.58,0.478553,100,0,0,50,173.067,0.411807,0.820614,0,66.6667,33.3333,0,13.8427,47.619,91.9416,-64.8999,839.002,0.486688,0.392412,0,0,0,19.0476,4.7619,0.089466,0.045807,0,28.5714,5.40833,192.744,2.38095,0.320862,0.093854,0,38.3598,62.1958,-10.8167,0.285679,0,50,50,47.619,146.025,97.235,0.557077,25,0,3.21152,33.3333,121.882,0.349206,0.918051,0,0,0,50,106.647,14,90.4762,0.359933,50,0,47.619,135.208,0.119048,0.569767,100,0,47.619,-21.4145,439.49,0.450405,59.5238,21.6333,85.7143,0.05168,0,0,0,13.3998,47.619,64.8999,12.98,0.494167,0,0,100,casualty
43.9676,-59.6935,62.435,0.444915,0.343371,27.2727,15.1515,24.2424,33.3333,14.3379,1,57.5,450,132.125,95,0.698077,0,3,19.2308,47.5,25,25,18.0769,40,0.502054,0.777676,0,2,47.5,98.6193,126.701,0.360318,0,100,0,47.5,190.664,0.613768,0.683017,0,0,100,0,13.8462,47.5,101.907,39.4477,450,0.489,0.397436,100,0,0,47.5,35,0.509583,0.090171,100,37.5,-9.31405,-135.417,2.5,0.321627,0.434269,33.3333,47.5,98.6193,6.57462,0.391026,0,0,100,35,187.377,40.8974,0.668678,100,0,29.2308,57.5,161.62,0.531347,0.699992,28.5714,0,57.1429,47.5,25,0,10,0.826923,0,100,47.5,187.377,0.595,0.734615,66.6667,0,35,-55.8843,325,0.449375,87.5,9.86193,85,0.034188,0,0,0,14.4872,50,75.6082,-64.1992,0.50273,0,0,100,casualty
34.7751,-9.15013,48.7202,0.395521,0.433244,21.875,3.125,31.25,43.75,14.1414,1,56.5217,94.518,136.296,93.4783,0.630945,0,3,11.8301,56.3527,0,33.3333,17.088,50,0.54649,0.65952,0,5,36.9565,56.7874,87.8338,0.216962,0,50,0,47.8261,154.137,0.471636,0.676781,0,0,100,0,12.5379,47.8261,62.1958,71.3899,18.9036,0.441887,0.232565,0,50,0,47.8261,71.0145,0.612319,0.222199,0,26.087,201.847,282.204,47.8261,0.276125,0.564871,50,47.8261,67.6041,10.8167,0.27907,0,0,100,34.7826,164.954,4.34783,0.691016,50,0,19.6158,41.3043,111.653,0.504575,0.686894,50,0,50,47.8261,741.883,12,2.17391,0.787285,0,100,47.8261,202.812,0.869565,0.872093,100,0,56.641,203.363,-13.7177,0.755996,69.5652,29.7458,91.3044,0.08746,0,0,0,17.2902,45.6522,127.096,146.025,0.611916,40,20,40,casualty
44.7059,-28.3108,46.902,0.544093,0.451004,44.8276,13.7931,20.6897,20.6897,13.5639,1,76.1905,294.785,41.5761,95.2381,0.380952,0,0,21.8559,47.619,0,0,24.42,47.619,0.600722,0.47603,50,2,40.4762,78.8955,124.267,0.207747,50,50,0,70.1754,174.401,0.731481,0.630342,100,0,0,0,15.7509,47.619,115.056,40.1782,22.6757,0.435418,0.319421,0,0,0,52.381,13.0952,0.485089,0.381896,33.3333,26.1905,161.9,22.6757,2.38095,0.21149,0.815899,50,47.619,101.907,-22.7583,0.578498,0,0,100,30.9524,210.388,61.9048,0.855922,0,0,22.5885,73.8095,125.256,0.695326,0.784425,100,0,0,0,0,0,19.0476,0,0,0,0,0,0,0,0,0,52.381,-39.9535,-55.8172,0.587227,50,92.0447,90.4762,0.354558,20,20,60,22.3443,42.8571,124.918,60.1108,0.252472,0,66.6667,33.3333,casualty
38,50.1064,28.7132,0.326349,0.481083,40,20,40,0,18.7394,1,75,339.506,36.1421,94.4444,0.388889,0,0,14.3631,41.6667,0,0,18.2927,58.3333,0.333173,0.411396,0,1,28.9604,81.1928,158.804,0.325829,66.6667,33.3333,0,55.5556,116.002,0.455859,0.599411,33.3333,0,0,66.6667,24.7967,47.2222,145.747,232.005,-252.058,0.558005,0.600056,66.6667,0,0,36.1111,5.55556,0.394676,0.46957,100,47.2222,23.7954,956.79,61.1111,0.473519,0.557886,0,11.1111,53.5396,-53.5396,0.227642,0,0,0,0,0,0,0,0,0,21.1382,41.6667,30.8642,0.310185,0.164634,100,0,0,0,0,0,2.77778,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3333,118.977,136.463,0.457195,50,0,0,10.4336,47.2222,44.6163,76.4197,0,0,0,0,electricity
40.4762,91.0016,64.3589,0.326702,0.701418,50,5,45,0,15.1515,1,76.6667,444.444,17.4853,93.3333,0.766667,0,0,13.9259,46.6667,33.3333,0,10.6667,36.6667,0.72,0.82,0,2,40,66.6667,98.0767,0.254444,0,100,0,33.3333,108.642,0.3,0.888889,100,0,0,0,12.5926,83.3333,108.642,-16.0494,577.778,0.677778,0.773369,50,0,0,33.3333,6.66667,0.359662,0.462963,0,43.3333,-26.1023,533.333,35,0.365661,0.18649,0,40,37.037,4.93827,0.203175,100,0,0,0,0,0,0,0,0,25.3333,53.3333,-86.2746,0.3,0.933333,100,0,0,0,0,0,93.3333,0,0,0,46.6667,202.469,0.066667,0.472222,0,0,44.9333,219.529,658.586,0.839259,60,9.87654,33.3333,0.044444,0,0,0,7.55556,46.6667,12.3457,14.8148,0,0,0,0,electricity
32.2368,-22.1074,27.3256,0.369081,0.802754,52.1739,17.3913,30.4348,0,20.1264,1,0,0,0,94.7368,0,0,0,14.1207,52.6316,75,0,19.2555,63.1579,0.566612,0.528963,0,2,26.3158,113.028,125.747,0.304065,100,0,0,18.4211,136.823,0.078947,0.286585,100,0,0,0,10.5263,65.7895,160.619,315.289,83.1025,0.693609,0.686847,100,0,0,47.3684,-13.2723,0.473626,0.505661,0,44.7368,232.005,-166.205,78.9474,0.424812,0.315621,0,10.5263,8.92326,11.8977,0,0,0,0,0,0,0,0,0,0,18.8703,65.7895,180.055,0,0,100,0,0,5.26316,27.7008,0,2.63158,0,0,0,0,0,0,0,0,0,0,0,0,0,68.4211,56.514,98.8304,0.324095,100,0,0,9.37099,46.7105,104.105,78.1281,0,0,100,0,electricity
27.3973,-19.0199,36.3584,0.36931,0.754827,44.4444,11.1111,44.4444,0,14.2562,1,0,0,0,94.4444,0,0,0,14.899,47.2222,0,0,15.9091,47.2222,0.462402,0.294536,0,4,61.1111,180.785,51.8701,0.799784,100,0,0,52.7778,111.054,0.385438,0.730854,100,0,0,0,19.1919,69.4444,111.054,281.529,526.462,0.359568,0.414294,100,0,0,47.2222,88.8889,0.470238,0.618452,0,27.7778,5.16529,72.9517,2.77778,0.185185,0.212121,0,5.55556,12.9132,5.16529,0,0,0,0,0,0,0,0,0,0,3.53535,88.8889,493.827,0,0,0,0,0,52.7778,30.8642,9,2.77778,0.537037,50,50,65.6061,154.38,0.711248,0.633979,100,0,36.1111,47.2255,559.965,0.550894,58.3333,209.194,69.4444,0,0,0,0,6.31313,75,185.95,216.942,0.805556,0,0,0,electricity
39.2405,-12.137,29.5212,0.52094,0.372676,26.9231,15.3846,57.6923,0,16.0178,1,78.9474,470.914,24.8995,94.7368,0.815789,0,0,12.7086,47.3684,0,0,19.8973,42.1053,0.452935,0.40025,0,2,34.2105,208.209,41.3848,0.861789,0,0,0,81.5789,104.105,0.421053,0.390244,100,0,0,0,25.6739,52.6316,113.028,-56.8445,470.914,0.546552,0.65278,80,20,0,47.3684,89.4737,0.47166,0.473323,0,18.4211,5.94884,27.7008,2.63158,0.127193,0.069919,0,21.0526,27.8852,5.94884,0.091057,0,0,0,0,0,0,0,0,0,26.1874,52.6316,-86.8389,0.420571,0.511781,100,0,0,47.3684,470.914,8,47.3684,0.859756,0,0,58.8816,175.491,0.481725,0.660061,33.3333,0,42.1053,98.5808,27.7008,0.533557,63.1579,118.977,47.247,0,0,0,0,7.06033,39.4737,118.977,209.226,0.280702,0,0,0,electricity
23.8337,0.98677,37.7913,0.513171,0.462189,10,30,50,10,24.3373,1,45.4545,743.802,43.4558,69.697,0.457912,0,0,22.7273,45.4545,0,0,13.1818,31.8182,0,0,0,0,0,0,0,0,0,0,0,63.6364,221.875,0.648485,0.376667,0,0,0,0,32.7273,45.4545,237.5,450,-37.5657,0.431129,0.699784,100,0,0,45.4545,9.09091,0.372727,0.45,0,18.1818,50,82.6446,7.27273,0,0,0,42.4242,341.667,275,0.7625,0,0,0,31.8182,437.5,9.09091,0.875,0,0,9.09091,0,0,0,0,0,0,0,0,0,0,90.9091,0,0,0,54.5455,325,0.681818,0.74,0,0,45.4545,25,82.6446,0.2,0,0,0,0,0,0,0,23.1818,0,0,0,0,0,0,0,electricity
36.9565,18.641,48.1481,0.452682,0.519601,43.75,0,37.5,18.75,18.9693,1,0,0,0,81.8182,0,0,1,14.9351,36.3636,100,0,27.2727,45.4545,0.30303,0.355655,0,2,27.2727,57.398,23.9706,0.164021,0,0,0,81.8182,31.8878,0,0,0,0,0,0,45.7792,45.4545,172.194,12.7551,743.802,0.40501,0.48561,100,0,0,45.4545,81.8182,0.460373,0.647207,0,45.4545,12.7551,82.6446,9.09091,0.386667,0.247619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.8312,45.4545,743.802,0.495758,0.252381,100,0,0,45.4545,1404.96,7,9.09091,0.549242,0,100,45.4545,280.612,0.381543,0.843615,0,0,0,0,0,0,72.7273,286.079,81.8182,0,0,0,0,2.92208,0,0,0,0,0,0,0,electricity
48.8372,279.386,48.7478,0.403805,0.513881,66.6667,0,16.6667,16.6667,24.7748,1,0,0,0,50,0,0,2,8.14815,35,0,0,29.2593,40,0.644444,0.297325,0,2,10,13.7174,1,0,0,0,0,80,13.7174,0,0,0,0,0,0,51.8519,50,171.468,157.75,-400,0.503559,0.457396,100,0,0,45,80,0.457239,0.72191,0,45,9.79817,1300,10,0.425,0.398148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2222,45,800,0.490476,0.119929,0,0,0,45,1500,1,58.3333,0.272977,0,0,45,185.185,0.45,0.5,0,0,20,259.685,755.172,0.756173,0,0,0,0,0,0,0,3.33333,10,274.348,260.631,0,0,0,0,electricity
42.0455,5.16529,50.2066,0.388862,0.435205,42.8571,0,28.5714,28.5714,20.6229,1,0,0,0,84.8485,0,0,1,8.71212,31.8182,0,0,14.3939,27.2727,0.113636,0.138889,0,0,48.1818,303.819,37.0416,0,0,0,0,72.7273,43.4028,0.772727,0.125,0,0,0,0,40.1515,45.4545,190.972,432.62,842.082,0.442631,0.500475,100,0,0,45.4545,81.8182,0.488345,0.605435,0,40.9091,17.3611,82.6446,4.54545,0.294483,0.150997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0455,45.4545,743.802,0.583333,0.140783,0,0,0,45.4545,1404.96,6.5,9.09091,0.416667,0,0,36.3636,295.139,0.463925,0.70172,0,0,0,0,0,0,68.1818,355.903,68.1818,0.423611,0,0,0,23.4848,0,0,0,0,0,0,0,electricity
41.4894,38.7616,54.0005,0.477464,0.49916,46.6667,13.3333,40,0,17.223,1,0,0,0,90.9091,0,0,1,17.8322,45.4545,100,0,27.972,45.4545,0.284091,0.449519,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.2098,59.0909,162.722,14.7929,27.5482,0.59596,0.310897,100,0,0,45.4545,154.545,0.489511,0.668146,0,36.5613,56.8359,965.637,4.54545,0.375421,0.217326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.6783,50,942.149,0.436364,0.266667,0,0,0,45.4545,1404.96,3.5,33.3333,0,0,0,45.4545,236.686,0,0,0,0,27.2727,118.343,537.19,0.529304,0,0,0,0,0,0,0,9.09091,40.9091,288.462,325.444,0.068182,0,0,0,electricity
51.5152,-78.0533,36.4448,0.376516,0.666911,31.5789,21.0526,47.3684,0,16.5217,1,0,0,0,0,0,0,0,21.5625,0,0,0,13.5937,56.25,0.25,0.291667,100,1,34.375,131.25,164.879,0.520455,66.6667,33.3333,0,46.875,125,0.495471,0.256522,66.6667,0,33.3333,0,16.25,56.25,146.875,-12.5,429.688,0.59375,0.705469,50,0,0,40.625,-64.3145,0.445558,0.515051,40,56.25,246.875,185.547,5,0.302399,0.55947,0,43.75,159.375,68.2292,0.749679,66.6667,0,0,46.875,75,6.25,0.262103,50,50,2.1875,84.375,507.812,0,0,0,0,0,46.875,39.0625,11.5,48.4375,0.410625,33.3333,0,12.5,18.75,0.125,0.0625,0,0,0,0,0,0,84.375,21.875,81.25,0.1,0,0,0,11.25,46.875,40.625,75,0.157738,0,0,0,electricity
54.8387,-75.8921,26.8208,0.494115,0.572311,47.3684,5.26316,47.3684,0,16.3473,1,0,0,0,53.3333,0,0,0,8.29268,63.3333,0,0,17.2358,46.6667,0.421549,0.410815,0,3,10,17.8465,7.82843,0,0,0,0,56.6667,113.028,0.522317,0.755542,66.6667,0,0,33.3333,16.2602,33.3333,113.028,225.28,-187.44,0.261852,0.311924,100,0,0,46.6667,-73.3333,0.493862,0.65542,0,40,72.8733,627.778,13.3333,0.345029,0.449722,0,46.6667,113.028,-23.7954,0.45745,0,0,0,43.3333,41.6419,-9.04762,0.182065,100,0,4.06504,83.3333,533.333,0,0,0,0,0,46.6667,-229.782,116.5,10,0.386631,100,0,46.6667,202.261,0.4,0.432927,0,0,13.3333,172.516,44.4444,0.829268,46.6667,145.747,20.9302,0.456535,0,100,0,8.29268,63.3333,193.337,232.005,0.7,100,0,0,electricity
52.7778,-123.457,27.5309,0.346194,0.589515,40.9091,9.09091,36.3636,13.6364,13.6648,1,84.6154,650.888,3,92.3077,0,0,0,16.0684,50,100,0,19.6581,42.3077,0.350427,0.444136,0,2,0,0,0,0,0,0,0,46.1538,108.642,0.434948,0.40631,100,0,0,0,13.5043,53.8462,108.642,212.346,-78.3624,0.365859,0.377709,0,0,0,46.1538,161.538,0.461538,0.733333,0,46.1538,65.9326,698.865,15.3846,0.455902,0.450006,0,46.1538,79.0124,128.395,0.332211,100,0,0,46.1538,22.2222,7.69231,0,0,0,17.6068,76.9231,650.888,0.788462,0.388889,100,0,0,69.2308,694.488,29.5,3.84615,0.708262,0,100,38.4615,192.593,0.364497,0.894701,0,0,0,0,0,0,34.6154,180.247,15.3846,0.877037,100,0,0,9.57265,57.6923,180.247,212.346,0.653846,100,0,0,electricity
50.6757,-54.1155,18.7784,0.496741,0.443799,62.5,4.16667,33.3333,0,16.2569,1,0,0,0,94.4444,0,0,0,4.2735,77.7778,0,0,14.1026,19.4444,0.279835,0.773267,0,1,66.6667,207.101,50.3553,0.836538,100,0,0,55.5556,138.067,0.302189,0.782051,100,0,0,0,26.6382,47.2222,124.918,236.686,30.8642,0.658383,0.663969,100,0,0,27.7481,5.55556,0.347275,0.332636,0,27.7778,6.57462,30.8642,44.4444,0.215608,0.10409,0,47.2222,124.918,157.791,0.473093,0,0,0,41.6667,50.9533,-3.7037,0.08547,0,0,6.12536,80.5556,401.235,0,0,0,0,0,44.4444,30.8642,15,17.9012,0.254808,66.6667,0,0,0,0,0,0,0,0,0,0,0,77.7778,95.332,33.3333,0.611966,100,0,0,9.97151,47.2222,161.078,124.918,0.402778,0,0,0,electricity
50.9259,-89.0806,48.4162,0.397338,0.759848,45,15,40,0,12.9386,1,0,0,0,46.1538,0,0,0,3.2967,76.9231,0,0,20.3297,38.4615,0.377137,0.480489,0,3,50,93.5374,127.083,0.263889,100,0,0,50,110.544,0.398093,0.570492,100,0,0,0,25.641,46.1538,116.213,-22.6757,650.888,0.190883,0.127866,100,0,0,15.3846,7.69231,0.38664,0.468811,0,30.7692,5.66893,59.1716,3.84615,0.173077,0.333333,0,19.2308,107.71,-5.51362,0.568783,50,0,0,19.2308,39.6825,7.69231,0,100,0,12.4542,69.2308,650.888,0.365385,0.321429,100,0,0,46.1538,59.1716,11.5,3.84615,0.252381,0,0,57.6923,223.923,0,0,0,0,42.3077,215.42,59.1716,0.92328,46.1538,116.213,84.6154,0.464286,0,0,0,9.52381,45.3846,14.1723,-2.83447,0,0,0,0,electricity
43.3824,-38.4304,35.5,0.311874,0.422599,43.75,6.25,50,0,18.1763,1,76.4706,380.623,16.8995,94.1176,0.718954,0,0,17.6471,47.0588,0,0,22.2222,50,0.487557,0.548611,0,2,38.2353,135.031,82.2812,0.457407,0,0,0,88.2353,135.031,0,0,0,0,0,0,33.0065,47.0588,123.457,7.71605,519.031,0.442064,0.589147,50,0,0,18.0672,125.294,0.327612,0.363666,0,29.4118,7.71605,34.6021,2.94118,0.206536,0.125309,0,8.82353,34.7222,61.7284,0.152778,0,0,0,0,0,0,0,0,0,26.9608,64.7059,475.522,0.411805,0.42582,100,0,0,47.0588,34.6021,4.5,76.4706,0,0,100,47.0588,208.333,0,0,0,0,31.7647,190.329,34.6021,0.871914,85.2941,239.198,82.3529,0,0,0,0,1.30719,88.2353,262.346,262.346,0,0,0,0,electricity
