%1. Title : 
%
%2. Sources : 
%
%
%
@RELATION Imagette

@ATTRIBUTE  Black_Pixel_1 NUMERIC
@ATTRIBUTE  Black_Pixel_2 NUMERIC
@ATTRIBUTE  Black_Pixel_3 NUMERIC
@ATTRIBUTE  Black_Pixel_4 NUMERIC
@ATTRIBUTE  Harris_Corners_1 NUMERIC
@ATTRIBUTE  Harris_Corners_2 NUMERIC
@ATTRIBUTE  Harris_Corners_3 NUMERIC
@ATTRIBUTE  Harris_Corners_4 NUMERIC
@ATTRIBUTE  Mass_Center_X_1 NUMERIC
@ATTRIBUTE  Mass_Center_X_2 NUMERIC
@ATTRIBUTE  Mass_Center_X_3 NUMERIC
@ATTRIBUTE  Mass_Center_X_4 NUMERIC
@ATTRIBUTE  Mass_Center_Y_1 NUMERIC
@ATTRIBUTE  Mass_Center_Y_2 NUMERIC
@ATTRIBUTE  Mass_Center_Y_3 NUMERIC
@ATTRIBUTE  Mass_Center_Y_4 NUMERIC
@ATTRIBUTE Class  {accident, bomb, car, casualty, electricity, fire-brigade, fire, flood, gas, injury, paramedics, person police, road-block}

@DATA
163,128,176,183,4190,4042,34,3999,55.65,13.7363,47.4117,7.02137,26.701,51.4482,41.0975,19.0285,electricity
288,170,311,219,4163,4008,4192,43,53.7198,14.2436,54.915,8.19004,27.3603,53.2361,51.0065,20.8486,electricity
122,114,209,276,4190,4089,4132,4062,57.9643,10.1263,44.2912,11.1655,40.5298,14.3944,32.0192,39.1228,electricity
153,142,277,149,4099,4206,4133,4205,57.7647,12.1734,50.796,7.73763,37.7902,24.5673,35.9295,32.3977,electricity
158,71,157,111,4172,64,38,4136,56.874,3.18802,33.8333,5.30208,35.7317,34.194,30.8296,32.2083,electricity
162,95,349,201,4120,43,3770,48,56.6346,6.37681,51.6423,8.24596,33.5731,10.8072,43.9464,28.5258,electricity
184,148,232,235,4209,8,4107,3953,37.7378,11.0226,54.3934,7.38462,26.9221,32.7869,48.6835,33.4298,electricity
322,100,225,285,4187,4088,4121,4189,48.774,16.6111,56.0034,9.63914,27.1006,57.5556,50.3651,24.5061,electricity
280,95,269,232,4078,4160,4169,4051,55.2778,8.97778,53.7241,5.89216,25.9556,53.5222,49.6644,26.5527,electricity
379,50,242,288,4182,4218,4207,4059,49.9611,2.22222,50.0228,5.70588,34.6892,50.7778,43.4714,19.277,electricity
143,248,289,291,4217,30,39,4214,58.1264,4.87982,57.1674,4.93287,38.6383,18.2506,43.983,26.4653,electricity
253,107,265,207,4081,3,4068,4151,57.4843,3.8638,52.2323,6.79107,40.9014,25.3774,51.1054,23.9078,electricity
225,62,188,200,4171,4210,4169,4023,49.9036,5.01852,56.2452,11.6911,28.6593,22.4907,47.8928,32.6294,electricity
525,224,843,574,4217,4175,4216,4108,28.4529,3.28704,47.4694,25.4193,36.1599,41.1296,44.0806,27.0582,electricity
263,7,990,643,4222,3,4220,4072,11.4322,0,38.7721,28.4088,42.0311,0,37.4409,37.0266,electricity
1072,215,1005,674,4184,4174,4209,4168,25.8845,54.5,38.6752,19.9171,40.1373,52,48.0685,26.368,electricity
318,12,765,593,4207,2,4216,4016,22.8333,0,43.4804,13.8878,16.1667,0,36.2513,21.729,electricity
123,117,211,188,4179,4162,4106,23,55.231,8.95219,51.6779,12.496,20.1982,29.264,48.2404,33.1605,electricity
202,80,160,242,4106,4219,4150,4096,47.858,0,33.6593,10.7184,29.0612,0,38.866,34.2335,electricity
222,54,181,127,4179,3,4025,4088,48.0956,3.24444,33.7673,10.9156,26.9536,13.5944,36.1665,28.3403,electricity
74,145,190,137,4161,4180,4039,4044,59.1428,11.2609,54.0536,9.45753,31.2877,33.0708,44.7515,31.1406,electricity
79,112,179,263,14,9,29,60,62.5,16.1557,25.4563,13.8824,50,13.5366,23.7262,35.3857,electricity
442,118,449,305,4215,31,3863,18,49.141,1.36667,53.1613,8.11,27.8826,30.3333,42.5546,19.9833,electricity
405,93,310,268,4209,4182,4168,4199,52.6085,8.45238,55.9125,7.81112,36.3883,60.5476,43.3407,29.5305,electricity
353,65,320,185,4207,4220,8,38,35.2488,4.11111,55.2346,5.1484,18.5709,30.7222,42.1872,15.8379,electricity
270,112,315,146,12,4181,59,4081,57.2563,3.13333,58.1151,7.55105,38.271,27.2667,45.7143,23.9159,electricity
299,72,616,340,4212,32,4191,10,22.6048,12.1667,50.1155,9.30891,8.89524,45.3333,30.4734,22.8126,electricity
322,41,387,282,13,12,4164,4186,46.3543,2.5,49.9509,7.17368,29.7549,60,41.7345,26.3339,electricity
261,59,292,218,4019,4206,4209,4139,51.5886,4.07576,54.4289,7.89596,22.6766,57.2538,41.1057,29.6895,electricity
398,39,432,289,4206,4201,4150,4122,35.8899,2.73333,53.909,13.6883,25.221,57.2667,40.1306,29.6008,electricity
326,125,382,181,4176,4213,4023,4119,45.9983,0,52.123,16.2623,21.5013,0,42.7271,36.4153,electricity
222,13,294,125,4147,4,4089,4125,55.7083,2,51.775,11.2976,22.9232,3.5,42.68,40.1345,electricity
163,53,187,253,4209,22,4108,19,50.7308,5.15556,49.9647,9.05544,31.541,6.37778,35.593,37.7819,electricity
143,49,100,252,4104,12,4191,4181,54.6944,5.89286,51.269,14.6548,29.7278,7.56548,33.3202,35.7738,electricity
200,17,185,203,4101,7,20,4141,30.5253,4,41.5222,7.18798,20.2273,62.5,37.6222,23.5013,electricity
133,99,252,119,4203,4209,22,4141,46.1785,7.18148,54.7478,6.12607,16.6579,38.8741,50.3005,25.7943,electricity
180,36,104,248,4153,30,4046,3920,50.9429,3.88333,39.8667,13.8641,28.4648,3.73333,7.53333,35.7395,electricity
230,99,338,216,4190,4212,4043,4039,56.0752,6.20404,54.1906,6.13178,18.5697,36.3263,46.3177,16.7726,electricity
196,95,278,338,4149,4140,4155,53,55.1943,3.50331,52.9305,8.99581,30.0794,5.16998,28.2707,20.2228,electricity
349,64,393,329,4205,4209,18,4094,50.7806,2.5,38.4133,8.73681,31.208,2.25,35.8115,25.7667,electricity
165,174,181,241,4178,4145,4189,4161,57.7686,12.6615,54.2457,9.53994,30.81,31.2818,50.1877,27.5066,electricity
195,125,244,217,4138,12,4201,14,56.704,9.94817,43.8037,6.46193,40.2938,27.6433,35.1938,14.9889,electricity
181,106,198,216,4211,59,25,4168,53.3078,7.71349,46.8458,10.9852,33.0036,15.8621,47.8578,35.8616,electricity
156,108,220,114,4159,22,8,45,57.4429,7.06944,49.8371,4.375,35.4829,34.4444,45.4868,29.3964,electricity
200,141,313,222,4198,4215,4122,3923,56.1995,6.82738,52.2119,10.6645,32.0874,31.1131,43.4571,21.5568,electricity
142,139,220,261,16,4154,4113,38,58.8466,7.14497,54.1517,10.603,45.6722,8.09174,49.3864,29.7518,electricity
116,146,322,248,4093,4154,4184,29,61.8833,5.22265,52.3153,10.5848,47.3667,32.0252,41.638,21.7435,electricity
200,152,213,193,4184,4195,8,4024,52.9419,10.5241,56.0111,9.38654,35.0949,33.6014,53.7796,30.2738,electricity
187,160,195,248,4214,79,4119,3886,57.2695,10.5397,55.7583,8.00595,40.4421,36.079,50.5653,32.4246,electricity
221,28,133,234,4184,14,4165,3969,53.4977,0,56.15,7.78497,32.0565,0,53.1667,29.2221,electricity
268,126,252,234,4139,4205,3983,4086,57.9746,7.95986,51.583,3.71331,34.0614,57.1321,42.3837,13.1866,electricity
232,64,300,230,4167,24,4045,3868,57.6574,4.44167,54.6362,8.70159,31.2407,58.5625,26.1564,21.6107,electricity
459,225,510,250,4033,4180,3980,4054,13.7891,15.6982,23.7462,23.4497,18.7783,28.8591,26.7789,10.7012,fire-brigade
563,270,622,247,4088,21,3773,4154,34.0429,17.042,28.9211,26.9262,14.7558,29.8787,22.5999,25.0955,fire-brigade
568,353,494,227,4155,21,3874,4015,27.4866,19.655,43.203,26.3673,15.7606,30.9698,44.5919,28.4119,fire-brigade
653,383,560,317,3586,17,4102,4118,25.4783,20.9337,25.5619,36.9187,20.2725,20.0263,36.9514,23.111,fire-brigade
666,337,438,388,4,4209,3913,3943,38.0612,13.1463,33.9825,34.9232,24.3819,27.7483,44.7231,17.1888,fire-brigade
555,541,467,304,17,3899,4202,4067,30.0338,25.8966,33.8623,23.1511,39.2951,29.5811,31.4404,18.8583,fire-brigade
731,592,562,337,3885,4165,4214,4062,37.2946,20.5707,32.2566,17.9775,39.1134,35.6369,21.1071,21.5141,fire-brigade
864,644,624,222,4206,4097,4077,4127,30.3564,16.5225,42.3378,13.737,28.3297,29.7043,37.0222,13.5069,fire-brigade
828,555,816,472,4157,4187,4171,4206,39.706,18.6701,49.2232,26.0757,20.283,21.3501,26.0314,15.1424,fire-brigade
744,569,480,323,4211,27,4097,4067,36.1571,21.8028,31.0857,23.599,22.3537,28.88,23.4175,11.4972,fire-brigade
499,355,544,234,4129,4152,44,4083,28.4903,20.2311,31.5733,20.3789,16.1153,23.09,21.3083,19.7772,fire-brigade
429,254,441,241,3815,4190,132,4040,11.8805,44.2992,29.7319,29.4829,25.3414,39.8992,42.6901,25.4921,fire-brigade
378,186,466,228,83,4200,3923,4083,27.5857,5.97159,34.4755,13.3444,18.129,20.8371,20.7391,20.2428,fire-brigade
460,265,485,250,4159,4147,3818,4185,30.8808,11.5598,36.8663,26.1379,18.6323,29.5973,29.6565,36.6396,fire-brigade
387,231,502,299,4157,4200,3955,4143,35.4073,8.8963,45.2731,16.1707,26.9873,25.1478,49.6204,16.4565,fire-brigade
425,229,281,161,4063,4179,3688,3989,36.1876,33.4525,21.2247,13.8659,23.8077,45.3745,15.2062,25.8985,fire-brigade
600,299,612,408,43,3936,3837,4211,14.3009,16.994,25.388,28.7504,10.625,41.9205,26.1677,26.5948,fire-brigade
608,429,542,391,4142,4189,4194,4191,29.669,34.7689,27.1126,26.4604,25.0178,39.567,31.2912,28.5315,fire-brigade
555,510,835,422,4197,4170,3714,4146,14.8786,25.056,24.8704,48.6359,18.6228,28.0421,25.8897,34.5797,fire-brigade
678,442,675,239,4150,3658,4140,4182,39.0117,29.9664,21.787,28.6199,29.523,34.947,25.1543,23.0935,fire-brigade
424,229,221,239,4159,4005,3969,4186,12.8291,22.6121,14.0877,47.0425,17.8724,46.4415,30.0314,36.7327,fire-brigade
350,195,382,229,82,4181,3471,4107,24.2909,13.0781,32.9387,46.192,12.6166,32.5838,30.888,28.6925,fire-brigade
426,223,231,254,4161,4219,3820,4037,23.9681,33.2828,13.8651,28.6674,23.7387,32.5732,19.7857,36.2471,fire-brigade
404,246,480,203,3948,29,3830,4127,29.0841,17.7558,40.5411,20.5983,20.7264,27.6104,41.6053,31.7734,fire-brigade
341,248,361,226,4090,4212,27,4165,37.6608,13.3348,43.1601,14.6086,20.3734,17.8521,37.8677,27.7959,fire-brigade
629,432,729,435,4206,4216,4087,4166,32.6056,21.5083,44.0296,22.8338,16.2532,32.9313,40.491,27.7252,fire-brigade
765,376,805,437,4016,4190,3926,4203,32.1968,15.9245,36.0039,14.5446,21.0137,39.4232,26.8182,18.7764,fire-brigade
821,369,790,559,4027,4186,4155,4047,30.4165,14.3004,42.3427,15.875,24.4606,45.8614,35.7354,26.0788,fire-brigade
726,468,604,259,48,4087,4070,4144,43.6657,11.5317,52.1944,13.9208,26.8851,35.6647,46.284,24.9333,fire-brigade
1063,544,790,299,3897,4221,4185,3912,27.4092,13.7114,37.8508,21.2427,21.1909,28.281,44.0212,18.9292,fire-brigade
780,501,552,322,4201,4063,4133,4166,25.8094,30.1182,27.9403,30.8877,22.6792,35.8463,38.4237,24.7314,fire-brigade
833,565,953,496,3887,4137,4182,4163,19.2029,14.4122,30.9277,17.6329,11.6854,17.1183,26.5896,18.7539,fire-brigade
627,692,591,492,3829,4167,134,3755,34.2832,29.9395,46.8781,12.8041,15.3512,38.4583,22.4388,23.3595,fire-brigade
618,304,612,372,5,4056,3726,4043,39.4865,14.7231,41.415,18.5814,27.5555,33.9604,33.4651,19.0523,fire-brigade
837,450,782,496,4082,4167,4095,4111,21.7093,25.1193,29.4789,23.8144,23.8578,46.864,31.3026,28.5196,fire-brigade
831,312,759,295,4190,23,4145,4216,22.9464,16.5765,33.211,34.8434,17.2921,29.5238,38.2118,24.0163,fire-brigade
1128,566,1186,436,4124,3954,4182,67,25.0463,23.4063,18.4365,47.8602,32.1052,16.7048,27.2913,30.5859,fire-brigade
1257,776,846,284,3631,4185,4201,16,29.9721,17.9359,27.6558,16.4143,25.4181,27.1838,33.8183,18.3968,fire-brigade
711,603,868,329,3830,4168,4103,4218,24.2599,16.6569,25.0227,19.7162,16.8115,13.5677,22.4172,15.0713,fire-brigade
1181,517,718,395,11,4197,27,4145,15.8117,20.9011,38.3051,15.9076,25.1695,24.4626,26.9942,12.4096,fire-brigade
539,381,363,236,4049,4178,4179,4206,34,17.5015,5.9709,37.5289,26.3759,18.9875,19.9101,36.3548,fire-brigade
682,334,448,284,3499,4210,4190,4213,17.4538,18.3513,3.60317,41.6391,14.5749,23.2164,16.7778,31.9417,fire-brigade
564,240,620,317,4118,4183,13,4214,32.4369,39.2152,17.76,27.8044,30.8425,46.4522,30.1056,17.8638,fire-brigade
903,397,641,257,4144,4159,4203,4185,30.1452,13.9051,17.0932,29.8819,20.664,12.473,24.8486,22.078,fire-brigade
614,416,549,260,4159,4168,113,4220,32.3383,9.61773,23.0384,27.5685,24.6356,17.7659,27.3069,35.9175,fire-brigade
417,389,252,272,4129,51,4144,44,41.3148,24.5682,25.6295,20.4469,43.4562,32.8319,22.6248,22.2018,fire
410,372,228,238,12,4077,4168,4106,33.2196,13.0513,53.503,23.2361,21.6568,30.6396,50.1531,31.9352,fire
449,428,380,325,4171,4120,130,4146,30.9212,11.7567,45.4189,28.8439,36.8624,29.0173,18.137,23.4634,fire
295,319,252,254,3746,3790,4138,14,35.4508,9.16459,44.9438,21.4411,35.8446,20.6631,31.9277,25.6789,fire
314,351,220,265,28,4033,4170,10,35.0047,18.6399,31.56,38.0126,39.4848,20.712,24.2036,33.5222,fire
358,324,242,241,3873,52,4160,65,32.1629,12.283,40.7654,12.375,42.3452,7.81947,27.8457,0.5,fire
353,289,399,238,14,9,4169,5,46.4583,18.7545,33.9525,27.3791,41.1944,31.9331,16.4327,30.5291,fire
353,298,347,206,37,4161,4194,4165,21.2648,16.503,17.6989,6.5,11.6321,27.7699,17.9359,20.6667,fire
318,302,232,212,3799,32,14,21,33.4565,14.5079,22.7366,13.5208,30.1528,12.986,22.6908,5.20139,fire
220,306,278,187,4179,4061,25,19,23.5435,6.39569,36.9393,26,21.6333,17.2766,35.4002,4.10145,fire
323,298,246,265,4054,4071,4187,14,39.2104,19.6778,19.4253,10.375,41.2634,29.7778,23.086,44.3333,fire
675,314,371,410,4028,4168,4205,4211,19.3185,15.8,25.9461,29.7281,12.5459,29.7,27.3824,40.5,fire
229,377,258,236,4157,3896,4222,4214,29.29,13.006,36.4407,24.6651,17.7011,22.3006,9.1537,59.43,fire
547,556,524,404,3758,4209,4066,7,43.6984,24.6715,38.0476,24.4432,41.7587,19.0349,25.7698,43.4508,fire
348,291,190,236,17,65,55,4144,41.0563,14.0759,41.7153,8.88148,33.9422,33.7724,9.56944,59.5,fire
252,302,287,280,4179,84,4201,4136,25.3833,13.4591,23.8333,24.2222,20.2449,28.1097,18.7666,41.7222,fire
392,344,207,258,4076,3826,4204,5,30.5028,18.9464,25.3407,17.875,46.7564,14.8476,29.3995,30.125,fire
415,307,248,314,3901,4071,4203,9,38.7698,3.74305,32.8333,37.8194,47.5748,9.85985,40.6667,58.9,fire
273,230,260,212,3992,21,50,3951,47.25,20.391,39.0984,0,13.9167,39.3094,23.9015,0,fire
466,504,298,338,4062,18,20,4197,43.3734,9.10482,25.3211,28.1111,45.6968,10.9101,18.2896,37.1556,fire
296,251,300,227,26,4198,4121,4090,27.5856,34.6106,26.8681,26.0722,26.4308,27.3512,52.1798,10.8556,fire
343,344,341,238,23,8,23,25,25.0357,17.1895,37.979,36.0933,31.1365,21.2079,29.6757,14.8253,fire
325,415,289,275,35,4053,4115,33,48.7715,17.4585,42.8399,13.9236,28.9972,25.1229,45.0794,18.2361,fire
359,410,230,187,39,20,4158,4157,40.137,14.0583,32.9851,23.75,22.8258,13.9716,40.7411,35.9167,fire
364,240,425,379,33,3,4065,26,33.5394,14.2037,33.6304,23.8123,26.6192,34.3565,42.0533,15.622,fire
187,257,311,155,5,4119,3752,4178,26.3342,21.7826,36.4313,43.5,15.5184,25.9944,41.3367,60.5,fire
286,298,309,172,3734,4096,4215,4177,27.3804,17.2077,19.242,0,22.2725,18.9352,25.8026,0,fire
244,239,213,173,4053,4176,4175,21,40.7591,16.625,43.6301,15.9501,44.3998,13.2658,32.4253,40.386,fire
195,298,248,190,3,66,4121,4201,39.535,14.2,20.5006,6.84889,37.8275,26.15,32.747,1.55556,fire
399,384,250,209,145,40,4180,4209,41.0635,9.40567,36.7641,26.037,40.6543,10.1669,46.1816,52.8926,fire
244,344,382,228,4153,3703,4131,3926,37.3465,17.7252,29.5718,23.9647,41.1925,19.0417,21.896,34.9451,fire
338,401,404,307,3963,22,4212,6,35.5996,9.20487,33.5938,17.6296,41.0014,8.88691,22.6973,24.9481,fire
359,527,431,296,4141,45,4116,4174,20.3137,23.569,36.4233,27.8175,11.0995,23.907,23.4515,53.6751,fire
323,319,230,253,4096,19,4126,4061,39.9018,13.6019,27.2854,16.4187,46.8157,23.0763,19.2089,56.055,fire
270,333,270,242,13,22,4155,4135,22.6736,18.4489,33.6577,19.6627,15.1361,23.3934,15.9344,40.2222,fire
267,263,232,222,4071,4128,4200,11,46.8437,8.68371,32.0291,15.0833,36.8158,14.9034,32.9907,30.5833,fire
331,236,220,255,3938,4200,4191,3944,37.0153,7.10714,43.0159,8.40741,16.544,23.4762,29.327,20.5926,fire
371,386,338,304,4100,4181,6,33,21.5417,5.46319,30.7706,26.0722,29.7014,14.3602,23.9176,45.4056,fire
318,538,365,203,3994,4112,4017,4209,34.4667,6.71749,35.9444,17.2361,23.6778,12.9313,26.2401,40.25,fire
327,560,424,280,4098,4009,4107,4169,26.4835,6.73961,25.0808,10.6111,21.4882,12.2406,20.0779,29.7778,fire
302,323,236,175,50,3875,31,3969,26.7696,6.54333,35.788,33.8583,27.9002,8.61626,32.9769,6.14167,fire
318,369,278,235,11,4197,13,6,25.8556,16.4346,41.7303,27.3889,22.5247,19.3569,34.8011,41.2222,fire
250,341,274,202,14,4169,4170,4092,22.1107,11.9683,32.7135,4.0404,16.0303,22.305,21.0571,37.2475,fire
324,430,418,186,30,3881,15,11,37.3032,22.761,23.7844,42.963,31.2048,16.703,22.9455,61.1111,fire
366,300,256,237,23,3803,19,8,40.5565,10.3532,36.6493,9.36523,20.0774,21.881,30.351,3.94856,fire
186,355,229,169,9,4099,4173,4172,30.206,11.7259,35.0582,0,35.6738,21.5025,24.1678,0,fire
177,518,322,156,16,4159,4107,4188,37.0833,7.05445,44.544,14.8889,46.3889,11.5515,27.1963,24.4889,fire
307,356,265,202,3941,14,4148,3920,32.2392,19.6552,32.1154,28.7639,26.9136,43.8322,35.4371,2.53175,fire
304,354,425,240,13,4096,5,4195,13.9643,8.32202,43.1475,21.7847,21.881,17.5148,35.9074,36.9181,fire
295,329,275,245,21,4056,18,4149,12.4167,6.1258,38.4583,17.3536,6.51587,18.586,26.9324,47.0248,fire
388,338,284,326,3765,3894,4191,4180,29.8798,5.37698,33.6721,31.8098,14.9101,8.81349,26.6985,55.9461,fire
642,761,607,584,4059,4145,4174,4184,26.0067,27.1937,17.6317,46.2481,21.7472,12.6584,16.8069,54.9704,fire
326,313,220,258,9,4045,4134,13,52.5881,10.56,34.8262,23.0093,22.2,13.4786,23.5116,59.1481,fire
518,476,404,352,4188,4187,4150,4199,36.4528,18.2022,26.6791,12.7778,30.4181,21.5115,18.8506,20.3333,fire
440,407,300,335,4168,4108,4128,4035,47.1881,15.9547,43.925,10.0934,48.7676,24.1778,35.7987,44.024,fire
265,304,344,357,3800,55,24,4023,30.7204,35.8451,23.1301,26.6622,55.1353,55.2867,16.367,8.73439,flood
149,232,514,286,21,43,3508,110,39.2258,30.3978,38.3261,15.1148,54.2114,51.8608,18.6063,11.414,flood
262,439,450,165,3965,3812,3978,4058,40.8326,30.2379,21.2493,13.3561,57.1761,49.0185,11.8992,8.37918,flood
275,310,216,187,4069,24,4120,3956,34.1696,36.2056,32.9825,30.5926,51.9192,56.8316,13.2885,4.84244,flood
146,194,408,274,28,12,64,3892,41.2817,26.1499,26.8187,24.6048,57.8564,50.9962,11.3813,11.3416,flood
314,351,269,169,4124,4168,4218,4147,39.1813,33.2317,29.0645,15.4685,49.1844,51.2669,13.1203,6.65146,flood
208,325,513,323,4206,3748,4093,4068,35.686,42.3791,35.0892,16.6747,55.5894,51.8597,16.2518,12.9239,flood
137,294,687,522,4115,4037,3873,3976,28.4555,37.2607,31.7115,15.8365,54.3718,57.1044,23.8548,11.8569,flood
254,426,422,289,4030,3922,3992,4049,23.4759,35.6749,35.5987,11.8287,32.1607,54.2313,13.0892,10.2645,flood
185,239,504,349,30,30,4033,4062,30.9381,51.6462,38.1944,22.6827,50.1566,51.0029,20.9161,16.2004,flood
217,158,196,227,41,4106,4109,12,36.7225,28.2542,21.7362,19.5721,52.1787,55.05,6.79287,8.37412,flood
323,176,351,464,4171,4203,4170,4213,14.8335,23.4758,44.7188,19.5526,29.705,45.5327,21.3962,14.8243,flood
459,453,371,337,3992,4175,4132,3796,28.8828,32.1713,42.7361,21.139,37.4306,49.9969,21.4174,10.8369,flood
335,343,387,435,49,3881,69,141,20.2271,30.0561,25.603,22.2208,29.9493,50.6098,17.915,12.4558,flood
337,405,376,242,6,16,65,4181,36.8102,32.0818,38.3265,24.9597,52.1395,44.9915,15.6195,14.8687,flood
493,276,301,359,3938,4179,4220,4151,23.8694,26.2477,30.1269,30.596,46.662,50.5699,11.9901,9.76094,flood
709,582,612,512,4167,3811,3917,4013,40.2812,20.6482,24.4646,25.6104,37.6875,43.9342,15.5142,13.3121,flood
858,314,548,547,4201,4010,4121,4085,29.1865,31.7546,30.5307,18.3544,40.6782,55.97,22.8148,12.8536,flood
312,453,515,310,4019,4176,4177,4119,46.6152,25.8559,39.9919,29.034,47.7007,41.3383,20.0567,15.2721,flood
407,433,419,306,4068,4198,150,4177,37.7567,22.1897,40.9364,18.079,40.8076,40.1704,13.7392,22.3993,flood
170,235,373,360,21,28,114,3577,20.047,27.8109,34.6306,21.8762,26.4173,52.4868,13.2103,18.8361,flood
281,220,274,319,14,53,4085,4186,24.9905,38.2468,37.5583,20.1255,52.2018,55.3425,14.8798,13.1389,flood
187,215,291,302,25,35,4004,90,38.5442,35.5291,34.3811,19.9012,57.7058,55.881,11.9679,9.69259,flood
219,274,240,179,50,21,3807,4036,31.8436,45.3061,23.0031,21.2566,45.5384,50.9371,11.7356,7.18871,flood
203,247,247,210,24,13,3854,40,23.6943,45.4472,32.9209,19.0774,41.331,52.9975,11.7454,6.81573,flood
370,299,279,232,4044,4163,4105,4125,34.1575,38.954,37.0648,26.059,51.3179,52.8621,19.402,8.75486,flood
291,457,331,242,24,3802,4207,4175,40.3317,23.6028,35.2811,29.2216,49.6535,41.2619,15.1231,10.5751,flood
325,315,479,334,3959,4179,3998,4069,24.6707,30.3388,30.0541,13.4601,45.7644,52.2755,12.4394,13.9532,flood
254,335,328,215,15,4066,4175,4073,35.3727,32.4043,33.9289,23.6277,41.6556,47.3158,12.4117,8.24819,flood
334,378,506,352,4074,4194,3524,4159,40.215,32.4954,29.8621,22.3092,53.3594,47.309,17.5576,11.0079,flood
259,351,312,291,3903,4140,4103,4092,22.575,32.7788,34.5136,25.9554,32.3698,50.0945,11.0176,10.2628,flood
482,474,305,169,4046,4080,24,4206,35.1432,34.1618,42.076,11.199,47.3818,46.3075,18.6855,6.74627,flood
380,390,321,273,4049,4203,4016,3855,34.4789,39.3421,31.1161,13.2887,47.6973,44.5239,22.3009,13.8889,flood
394,316,311,302,4000,4089,4161,4068,29.6599,38.6696,36.097,28.8734,39.0057,52.2053,25.5248,15.4381,flood
370,309,358,219,3779,3754,4054,4117,34.4308,33.7024,32.7472,25.165,49.2861,40.2252,11.9924,10.576,flood
309,283,373,373,42,4026,3985,38,38.0059,32.5061,25.982,28.2286,53.6459,53.0785,10.5639,10.1004,flood
268,386,580,398,4086,4016,4215,4196,49.8455,22.6924,36.4668,26.0659,54.0576,55.2134,14.2111,9.29252,flood
157,396,495,467,4121,4089,4018,3923,52.5102,25.5719,32.3712,27.8603,51.0495,43.8615,13.6848,12.703,flood
313,294,320,368,4068,3946,3794,3946,28.9005,25.9326,42.4889,21.1884,35.8066,49.0084,16.73,7.78263,flood
270,279,525,318,4164,4144,3944,4106,27.2942,19.0773,37.6936,14.2714,33.4189,40.9193,13.666,10.4633,flood
226,309,382,295,4092,7,4050,4205,33.7876,14.463,37.3142,18.176,53.4276,29.0185,14.3269,15.0247,flood
187,385,578,422,9,4136,63,4104,40.5873,10.3613,27.7788,19.9897,51.2588,19.5907,31.7998,25.6498,flood
204,354,463,197,7,4173,40,3888,34.1239,33.4304,36.5849,13.0528,45.3376,47.7335,17.2676,18.3043,flood
215,320,334,267,19,3922,3672,3797,39.3301,41.943,21.9818,17.326,46.8401,50.701,17.5979,17.3888,flood
151,374,389,287,4046,3663,41,3973,31.3911,15.1262,25.7499,20.3641,41.2178,26.8246,14.5101,10.7431,flood
395,413,274,257,3768,111,3989,4081,31.3396,34.3451,32.1434,17.0906,52.7231,53.3746,20.7466,12.4943,flood
481,607,504,259,4153,17,3872,4151,37.7939,33.9962,24.0328,36.5538,44.8654,50.9178,14.6484,8.89837,flood
338,554,339,296,3977,4174,4192,4181,52.4619,44.7906,39.4062,39.025,50.8406,43.5168,14.7909,8.32037,flood
513,508,460,340,4081,4190,4118,12,25.403,26.329,31.3848,23.5486,24.9135,39.2478,23.82,10.6972,flood
536,679,544,224,3996,3655,4126,4091,32.5093,31.1053,21.4227,26.0955,28.7789,39.3376,16.6356,6.6131,flood
305,384,354,321,3906,4141,10,4102,28.5682,20.6382,22.2357,22.1492,34.7303,41.7303,23.5913,20.3546,flood
295,310,365,442,3853,3899,3919,3950,45.6357,29.3341,33.3907,18.619,50.1853,53.7422,16.5327,11.0037,flood
353,360,359,322,3899,4047,3884,4138,38.4194,27.8362,39.2609,17.6824,51.6804,47.2138,19.9613,13.0021,flood
419,352,443,257,3741,4169,3893,4147,37.5347,27.3785,32.6363,24.1872,52.9737,34.378,22.3894,12.1981,flood
395,406,350,258,46,3875,4018,4159,30.5184,45.7181,34.3596,21.436,41.5086,48.716,20.7663,9.47968,flood
219,306,308,246,33,4085,4037,4157,52.7936,13.2662,54.2491,10.3271,27.0429,17.9479,27.2146,18.7303,gas
204,318,372,230,8,3644,4192,4118,45.6435,14.4828,36.7241,8.18125,13.0836,28.5848,28.709,26.3066,gas
160,171,289,256,13,4070,41,3946,41.2081,16.9008,49.4714,10.465,17.4248,21.5887,43.9392,27.2658,gas
328,424,476,383,4135,2,4156,4045,46.9383,14.1793,44.019,11.4014,26.0138,28.7691,32.0572,18.1915,gas
459,330,757,297,32,4171,4217,4214,50.3211,8.54241,34.1208,21.2531,38.6864,39.5576,21.2866,30.0802,gas
629,648,383,665,4198,4209,30,4180,34.2884,21.0848,49.4312,28.3111,36.0626,35.9465,24.5181,27.6913,gas
638,562,344,488,4215,7,4144,4198,42.0296,15.7885,57.5,33.08,29.4958,31.7288,55.9643,31.6137,gas
606,405,332,642,4155,4146,4213,4199,41.0128,24.3014,35.3315,33.4402,35.547,49.0243,21.7852,33.5051,gas
898,455,455,848,4203,4212,4207,53,33.8728,34.537,48.2622,22.1742,30.6587,47.2108,33.8756,41.1347,gas
