%1. Title : 
%
%2. Sources : 
%
%
%
@RELATION Imagette

@ATTRIBUTE  Black_Pixel_1 NUMERIC
@ATTRIBUTE  Black_Pixel_2 NUMERIC
@ATTRIBUTE  Black_Pixel_3 NUMERIC
@ATTRIBUTE  Black_Pixel_4 NUMERIC
@ATTRIBUTE  Black_Pixel_5 NUMERIC
@ATTRIBUTE  Black_Pixel_6 NUMERIC
@ATTRIBUTE  Black_Pixel_7 NUMERIC
@ATTRIBUTE  Black_Pixel_8 NUMERIC
@ATTRIBUTE  Black_Pixel_9 NUMERIC
@ATTRIBUTE  Airs_1 NUMERIC
@ATTRIBUTE  Airs_2 NUMERIC
@ATTRIBUTE  Airs_3 NUMERIC
@ATTRIBUTE  Airs_4 NUMERIC
@ATTRIBUTE  Airs_5 NUMERIC
@ATTRIBUTE  Airs_6 NUMERIC
@ATTRIBUTE  Airs_7 NUMERIC
@ATTRIBUTE  Airs_8 NUMERIC
@ATTRIBUTE  Airs_9 NUMERIC
@ATTRIBUTE  Mass_Center_X_1 NUMERIC
@ATTRIBUTE  Mass_Center_X_2 NUMERIC
@ATTRIBUTE  Mass_Center_X_3 NUMERIC
@ATTRIBUTE  Mass_Center_X_4 NUMERIC
@ATTRIBUTE  Mass_Center_X_5 NUMERIC
@ATTRIBUTE  Mass_Center_X_6 NUMERIC
@ATTRIBUTE  Mass_Center_X_7 NUMERIC
@ATTRIBUTE  Mass_Center_X_8 NUMERIC
@ATTRIBUTE  Mass_Center_X_9 NUMERIC
@ATTRIBUTE  Mass_Center_Y_1 NUMERIC
@ATTRIBUTE  Mass_Center_Y_2 NUMERIC
@ATTRIBUTE  Mass_Center_Y_3 NUMERIC
@ATTRIBUTE  Mass_Center_Y_4 NUMERIC
@ATTRIBUTE  Mass_Center_Y_5 NUMERIC
@ATTRIBUTE  Mass_Center_Y_6 NUMERIC
@ATTRIBUTE  Mass_Center_Y_7 NUMERIC
@ATTRIBUTE  Mass_Center_Y_8 NUMERIC
@ATTRIBUTE  Mass_Center_Y_9 NUMERIC
@ATTRIBUTE Class  {accident, bomb, car, casualty, electricity, fire-brigade, fire, flood, gas, injury, paramedics, person police, road-block}

@DATA
65,322,85,152,402,194,142,315,0,1,25,0,4,18,18,33,18.5,0,20.25,16.7506,0,39.5,15.8651,5.55873,30.6515,11.0043,0,14.5,10.6202,0,20,34.4207,7.94206,22.6061,13.074,0,casualty
100,323,147,188,548,33,106,252,0,6,25,13,6.5,34,4,20.5,4,0,18.5833,12.9004,7.10556,38.9188,13.842,3,36.1151,7.94444,0,15.8333,8.5295,37.2278,18.1752,27.1291,4,9.48016,8.16667,0,casualty
67,114,71,105,213,42,44,220,62,9.5,0,3,28,14.5,8.5,10,54,15.5,36.8772,0,1,35.7574,22.9665,4.67424,37,21.7075,8.92006,22.1096,0,19.25,13.1284,26.6797,16.7879,36.65,11.1557,34.2468,casualty
75,118,101,49,226,67,50,196,6,4,8.5,15.5,10,16,7,19,94.5,0,39.75,4.20513,10.3796,29.4333,18.6725,2.95833,35.3529,20.3014,0,16.125,6.37821,38.0741,10.9333,25.2909,7.25,34.2892,11.7222,0,casualty
79,119,96,5,292,18,44,214,28,2,11.5,16,0,24.5,3,5.5,36,4,20.25,4.28084,9.99158,0,18.4972,1.83333,36.1061,24.1834,3,13.75,17.4789,37.8148,0,23.4192,1.25,37.9167,14.2668,34,casualty
88,91,104,52,142,98,53,274,4,7,10,0,6,5.5,13,7.5,64.5,0,38.25,15.5707,0,37.8333,27.4287,5.33333,38.0593,16.8113,0,15.4464,5.57753,0,16.2778,24.5044,14.7083,25.4259,16.393,0,casualty
65,123,59,46,244,50,38,203,45,2,14.5,7,4,13.5,7,8,33,19.5,19,7.32239,5.30303,39.75,20.2889,3.75,37.25,19.8956,5.87302,12.5,7.63766,27.5152,9,28.6712,6.66071,38,13.6329,31.377,casualty
54,210,99,168,211,153,4,329,41,9,6,0,15,6,15.5,0,33.5,5,37.25,13.4722,0,32.5599,23.637,8.2355,0,24.2336,4.7619,36.7778,7.5,0,22.0765,36.1482,25.4251,0,15.1162,22.131,casualty
116,239,169,193,300,102,90,303,67,11,19.5,14.5,28.5,10.5,13,21,26,9,36.8,18.2827,9,35.2984,23.1444,7.14583,33.8057,16.0726,6.77222,26.7,9.5345,15.75,26.2893,32.1204,11.0774,31.1573,8.25427,26.4444,casualty
86,224,127,107,404,74,87,177,17,14,20,10.5,5.5,27.5,9.5,25.5,20.5,0,32.5893,15.9625,7.11111,27.7811,16.563,7.36403,30.2575,23.8206,0,32.1905,12.8101,19.7778,14.4007,19.3506,5.12281,34.5261,8.38797,0,casualty
125,241,104,100,282,89,78,266,65,11.5,21.5,0,11,14,5.5,10,28.5,17,23.5048,4.73634,0,35.5365,13.5004,3.98942,35.0821,19.3018,8.33889,14.7633,4.51644,0,11.8565,25.8011,15.8466,35.5,13.2893,23.3778,casualty
0,224,170,82,369,223,106,250,22,0,41.5,9,0,19,38.5,26,32,0,0,10.4843,6.91667,0,20.5748,10.5684,15.7179,24.0573,0,0,10.3393,10.5833,0,26.1345,13.506,14.8942,9.79427,0,casualty
222,263,154,370,586,116,84,280,78,10,3.5,7,15.5,23,4,12.5,24.5,12.5,32.6597,11.3519,5.48148,34.0992,28.8362,3.375,25.3802,8.27838,13.4387,21.1736,2.81481,20.1296,20.0868,29.6673,25.125,23.2395,9.22036,4.02707,casualty
165,228,202,415,270,404,230,659,72,1,5,0,14.5,18.5,8,19,27.5,7,40.5,10.8395,0,24.0446,25.9831,4.69643,34.6875,22.243,3.13333,40,9.27161,0,17.5317,36.2106,22.9137,16.8646,10.1432,18.9667,casualty
297,378,270,481,613,156,208,308,41,0,13,10.5,0,16.5,18.5,20,25.5,0,0,22.3376,19.5,0,15.8623,9.25697,30.2375,16.7957,0,0,12.3842,26.1667,0,18.7162,8.99185,25.0735,8.99625,0,casualty
98,216,83,243,520,351,454,393,171,2,4.5,10,16.5,18.5,21.5,0,39,14,30.9167,2.08333,7.24375,20.4835,24.666,11.3878,0,27.9544,6.94017,30.9167,11.1667,36.8125,5.08283,30.6642,18.4356,0,8.7619,16.2222,casualty
96,364,207,292,386,105,157,444,31,2,14,15,25,17,12.5,25.5,29.5,4,39.5,11.05,10.7979,36.82,17.0382,7.5,32.9742,15.3779,3,28,10.0798,31.1254,24.0233,26.3343,7.95833,24.03,11.8815,38,casualty
60,247,20,60,302,55,46,230,108,1,14.5,0,6,21,7.5,8,31.5,0,40.5,14.0473,0,25.8268,20.8537,4.87222,37.6212,18.3881,0,25,14.8774,0,18.4589,28.0295,19.5889,33.803,11.7986,0,casualty
171,297,163,62,219,88,105,254,246,0,22.5,13,9.5,14,12.5,16,52.5,0,0,14.6949,3.63553,35.4948,19.6887,8.52061,22.1667,13.4582,0,0,8.99968,9.38233,35.5052,23.6982,10.9861,18.9764,12.2179,0,casualty
103,226,115,45,314,82,72,269,38,0,24,6,0,17.5,10.5,12.5,36,7,0,20.7234,7.25,0,18.5283,5.76667,34.4314,20.0803,3.63095,0,9.37275,14.5,0,24.4415,10.4889,32.8096,12.6562,37.6905,casualty
67,219,130,90,321,128,84,250,46,5.5,21,13.5,3.5,18.5,11.5,13,35,10,38.5379,30.3,0,38.4196,17.2924,7.4681,33.0571,16.3014,5.12821,29.6061,4.55556,0,9.43452,27.7698,15.7915,33.6232,11.2833,35.4603,casualty
87,160,86,158,289,135,59,272,53,5,31,0,10,16,6.5,16,31.5,11,39.15,21.9287,0,37.75,22.6616,2.93333,35.1875,22.3457,6.69192,23.2,10.1026,0,17.1111,33.4768,23.1667,33.2917,12.2632,32.5556,casualty
313,361,159,328,481,151,257,130,240,23,62.5,20,23,32,0,51,11,15,8.38689,30.8525,5.16865,26.4512,11.8982,0,24.5261,33.0091,17.4222,30.0572,26.4016,28.877,14.4151,18.5978,0,17.4706,5,16.2667,casualty
359,438,207,61,609,277,157,62,63,20.5,0,16.5,5.5,29.5,14,21,8.5,1,23.1335,0,11.2929,35.697,25.4897,6.20303,30.0938,3.57516,26,26.6344,0,33.0101,3.84848,20.126,17.4,18,3.51634,1.5,casualty
84,76,251,424,731,350,9,474,329,6.5,0,5.5,23.5,15,20,0,41.5,2.5,37.463,0,3.28788,22.168,31.9409,5.43182,0,8.893,21.1111,29.0317,0,18.0455,15.9805,19.2113,15.9545,0,26.966,7.52778,casualty
54,70,297,231,547,462,152,284,35,0,2.5,10,13.5,10.5,20,9.5,25,0,0,38.6667,8.63915,31.5847,23.956,8.66191,31.7685,13.1233,0,0,2.73333,21.509,10.9749,29.1422,19.9238,34,12.7105,0,casualty
24,75,280,295,507,69,256,337,0,2,7,20,30.5,11.5,6.5,20,14,0,38.5,3.26667,18.5261,33.5102,14.4596,3.58333,32.2472,12.2899,0,40,21.2667,18.4886,18.2982,10.4343,3.70833,29.6709,8.2582,0,casualty
238,31,224,208,516,419,83,185,99,6.5,0,10.5,11,14,34.5,15,21,0,5.84848,0,18.6746,26.5972,30.1671,7.29722,36.994,11.9771,0,36.2424,0,32.0873,7.27778,25.2254,11.6667,28.1607,10.9988,0,casualty
429,32,94,5,415,607,79,271,111,21.5,4.5,12.5,0,18.5,20.5,9,28,0,21.7589,3.04762,39.6667,0,20.1722,17.2731,39,14.1477,0,18.2502,38.2381,37.6667,0,10.7839,15.2731,34.375,15.2158,0,casualty
271,21,214,192,511,307,155,231,150,10.5,0,12.5,16,19.5,13.5,30,21.5,27,30.5367,0,19.5897,36.6,25.1706,5.59259,31.8306,15.5636,26.0741,19.3267,0,34.7436,5.5,22.21,13.4259,31.3311,10.7771,8.92593,casualty
252,80,310,479,563,152,304,224,268,9.5,4,17,0,40.5,0,30,0,10.5,7.09259,36.9524,11.6214,0,25.73,0,25.9947,0,13.3333,15.2741,35.381,23.2479,0,16.9589,0,19.8092,0,23.8333,casualty
123,10,168,262,498,143,157,153,218,8,0,14.5,57,35,11,36,11.5,10.5,20.5185,0,8.04167,23.4807,20.4232,2.66667,31.4306,21.6228,15.1625,24.8148,0,13.9583,8.50587,24.7193,23,23.0741,4.06341,13.05,casualty
179,261,107,69,401,34,49,261,6,0,16,6.5,9,19,5,5,37.5,0,0,22.4773,0,37.0833,19.2507,2.5,39.0167,19.2732,0,0,10.7844,0,16.5812,26.6741,4.3,36.2667,15.1886,0,casualty
97,175,159,14,356,35,59,261,26,0,19.5,7.5,0,16,5,8,32.5,0,0,13.4952,5.16667,0,18.2493,3.5,36.129,19.6942,0,0,21.7952,12.25,0,22.9481,5.4,36.1218,15.5321,0,casualty
33,222,97,7,342,114,51,241,44,0,38.5,7.5,0,16.5,12,13,34,9,0,13.0699,5.85256,0,21.2019,4.7963,35.6154,22.384,5,0,13.9535,27.6667,0,22.9661,9.49705,33.6538,12.3411,32.5714,casualty
46,335,66,85,282,68,37,299,48,1,29,0,21,14.5,2.5,5.5,48,15,40.5,17.0011,0,36.6222,18.0224,2.73333,38.6288,17.7757,6.5625,24,6.99786,0,26.3278,27.2638,8.93333,37.5947,13.7356,32,casualty
184,124,123,177,364,128,118,301,125,16.5,5,0,18,16.5,7,14,29.5,20,30.0487,25.9577,0,31.4589,24.1189,3.5,24.9524,22.807,11.5458,13.7633,13.5608,0,15.0809,27.2028,28.4,34.4643,10.4269,31.0167,casualty
188,31,249,315,603,382,169,210,134,8,0,5.5,13,10.5,8.5,19,22.5,0,31.3667,0,25.5,22.8845,19.8426,10.7137,32.0411,12.0765,0,20.9167,0,33,19.9798,27.1127,9.20196,30.8508,10.5802,0,casualty
119,19,162,313,639,188,228,44,139,4,0,5,12.5,14,2,49.5,4,10,15.3333,0,4.86667,16.2083,24.4595,8.5,25.9592,5,33.4458,21.75,0,24.05,8.41667,24.4826,20.75,18.1939,3.25,6.74768,casualty
90,22,51,278,494,98,127,11,153,3,0,0,21,14.5,2,24.5,0,0,12.0694,0,0,27.8587,15.5712,1,16.5782,0,0,14.6944,0,0,10.8787,26.4033,4.75,10.2744,0,0,casualty
86,54,150,299,464,230,138,107,189,12,0,17.5,17.5,9.5,16,17.5,15.5,12.5,37.0143,0,28.25,28.0705,21.7233,15.7836,30.6074,8.58291,30.0018,25.5143,0,38,12.9933,32.0227,11.7407,24.4436,7.25354,11.0743,casualty
132,136,11,285,362,52,153,122,182,7.5,16.5,0,25,24.5,0,11,4,16,0,36.7563,0,22.2137,14.9718,0,33.4091,3.75,36.6,0,24.2684,0,8.72519,25.1773,0,9.59091,3,27.15,casualty
46,169,56,118,384,150,145,324,97,0,8.5,6,19.5,15,14,14,16,0,0,11.4815,19.8667,31.6222,9.78252,9.22024,27.6574,19.3724,0,0,3.7037,38.5333,25.901,24.2659,6.69048,33.4471,8.82895,0,casualty
135,35,289,264,575,109,4,331,382,2,0,15.5,25,15,9.5,0,18,11.5,38.5,0,17.183,17.7083,23.1748,4.36341,0,27.9354,7.19048,23,0,27.8736,6.64583,24.252,5.10025,0,20.4631,13.4929,casualty
218,4,230,585,578,198,292,291,261,7,0,20.5,24,10.5,4.5,36.5,8.5,12,10.5556,0,12.5898,23.1519,26.4862,3.92593,23.6347,23.7736,25.75,12.4444,0,27.1717,15.8816,22.8389,3.48148,15.8539,8.25911,17.2917,casualty
128,155,169,291,458,100,154,193,211,5.5,12.5,0,28.5,23,0,26.5,10,3.5,4.46296,35.8975,0,19.8995,21.0124,0,30.55,19.8985,2.44444,38.537,29.9394,0,11.3141,22.0377,0,18.3152,4.32197,11.2222,casualty
57,6,387,426,524,210,370,344,285,6,0,9.5,22.5,26.5,18,31.5,15,16,4,0,20.0778,17.8919,26.0265,8.86534,19.5356,19.5949,23.3444,7,0,28.0556,25.7843,25.0132,10.3442,19.235,10.9462,29.0681,casualty
136,163,120,119,408,93,85,235,42,4.5,12.5,0,10.5,39,10.5,12,35.5,8,36.6235,14.9259,0,28.0972,20.2625,6.12302,35.5,21.325,3.5,25.0864,2.74074,0,4.01587,26.8066,10.2381,32.2167,11.6904,24.6667,casualty
125,286,172,165,367,234,118,394,114,9,33.5,0,10,12.5,18,11.5,28.5,13,37.8186,20.7796,0,37.244,18.081,8.38559,33.2877,22.1471,8.41783,23.7941,9.28575,0,14.7619,31.5956,19.3106,31.8768,10.791,31.7115,casualty
26,277,166,90,404,167,100,281,79,0,21.5,41.5,23.5,15.5,28.5,25,33.5,21,0,11.4964,10.4141,35.0681,18.8017,6.92627,35.8635,21.5762,6.45238,0,14.4673,18.7172,17.9694,26.9467,13.6425,30.4635,13.2919,30.8175,casualty
246,344,90,83,324,98,31,292,5,0,22,8.5,8,14.5,8.5,4,36.5,0,0,22.0808,4,35.3125,17.6232,5.74242,39.75,19.6635,0,0,6.84453,24.2,30.5,28.1469,12.5152,38.125,14.1322,0,casualty
41,230,99,51,280,116,60,286,162,1,16.5,3,1,13,9,14,26.5,0,40.5,21.2263,1.41667,20.25,24.2252,3.75,36.1667,18.9455,0,32,12.6538,11,6,28.5689,13.3873,31.7143,13.2909,0,casualty
117,261,18,176,261,66,86,445,73,0,15.5,0,14,16.5,5,8.5,30.5,4.5,0,21.4167,0,35.4125,20.7961,8.5,35.9265,21.8629,5.7037,0,6.0467,0,19.1501,20.8189,39,35.6274,15.0679,27.5463,casualty
158,443,197,246,381,252,135,229,158,8.5,0,19.5,22.5,6.5,16,26,14.5,0,20.6667,0,34.7008,26.7655,11.56,14.5529,32.8397,11.3602,0,15.3333,0,23.2761,14.7689,28.3354,9.17188,26.2692,9.74193,0,casualty
189,145,183,414,431,431,108,260,195,8,0,1,29,18.5,24,13,21.5,0,5.56296,0,40.3333,26.9594,23.6166,19.8899,34.7989,11.0589,0,37.137,0,38.3333,15.8785,31.5234,25.1519,29.8077,12.5026,0,casualty
122,224,276,264,378,47,205,241,185,3,9.5,0,13,32,0,20.5,23,13.5,20.1389,31.025,0,31.4665,19.2407,0,25.6016,15.3766,17.6403,22.8889,7.46694,0,19.1558,25.8179,0,29.3364,5.58967,18.0777,casualty
133,304,156,366,399,44,198,126,181,0,0,7,21.5,25,6,28.5,10,2,0,0,8.7803,26.404,12.0719,4.5,15.3177,27.9848,5.16667,0,0,29.4167,18.8218,20.665,4.25,13.7517,5.25152,9.66667,casualty
128,78,72,93,288,108,67,68,163,13.5,8,0,17,21,0,13,11,29,18.6341,13.8494,0,27.4256,25.2704,0,33.9923,4.81974,22.1096,34.7418,38.6549,0,8.93228,26.1559,0,19.9127,3.81624,16.5034,casualty
132,31,153,165,110,125,52,333,44,14,2,16.5,34.5,2,1,8,51,0,32.8641,2.5,26.7929,14.5946,5,10,37.6667,18.6189,0,28.3217,38,31.1717,13.9949,1,1.5,36.7292,17.3818,0,casualty
86,195,215,132,127,114,77,254,155,11,18.5,16.5,23.5,19,0,3.5,28,3.5,15.2841,11.3711,28.4866,29.613,11.6909,0,33.0238,28.8102,3.61905,25.1326,27.3885,29.9876,11.502,32.6236,0,38.631,11.713,2.7619,casualty
114,40,143,169,204,218,66,270,89,1,0,14.5,49,2,21.5,18,67,0,0,0,27.5357,21.1988,16.1667,14.6416,35.0302,19.5364,0,0,0,35.4524,15.9708,20.1667,17.4628,35.7492,14.869,0,casualty
96,48,62,89,160,63,16,179,88,0,0,4.5,24.5,9.5,12.5,0,13,0,0,0,17.869,31.5833,6.73065,9.90333,0,29.2731,0,0,0,25.619,16.2296,10.2306,7.84833,0,35.0509,0,casualty
313,44,256,108,668,481,96,227,162,9.5,0,17,6,23.5,12,13,18,13,16.0056,0,30.7766,36.1667,22.9932,12.2595,38.4359,10.5993,29.3699,37.0056,0,31.3125,3.66667,21.3101,29.9703,26.8462,10.565,5.63203,casualty
30,191,133,240,249,82,90,322,218,2.5,16.5,10.5,28.5,11,2,7.5,13,6,39.8667,10.7288,8.59074,21.2845,11.8305,5,17.5,21.8556,18.9881,23.0667,29.331,30.0426,16.4999,25.5432,2,9,8.87564,20.5476,casualty
233,10,221,301,476,308,207,338,176,29.5,0,8,23.5,14,17,29.5,18.5,0,29.6411,0,33.6914,16.513,22.3375,15.5989,29.2994,15.5,0,27.0994,0,32.7006,25.037,22.9202,14.3909,15.5537,12.3869,0,casualty
256,3,288,310,359,336,96,547,398,0,0,6.5,14,10.5,12.5,11,15,12.5,0,0,26.1239,18.434,8.61806,14.8528,37,22.0828,9.52367,0,0,32.2251,26.9783,15.1016,17.8736,32.5152,13.0014,13.1174,casualty
158,173,144,176,466,278,166,359,163,4.5,0,5,15,15,13,15,24.5,15,21.5926,0,5.11905,33.8439,23.7316,6.22593,32.773,23.6012,11.0879,13.4074,0,11.881,13.8404,31.4366,25.9426,32.3111,8.58058,21.3264,casualty
64,33,71,164,330,50,113,48,136,0,0,5.5,12.5,31,0.5,39,1,19,0,0,7.375,22.5758,13.9302,1.33333,30.6026,23.4444,25.7941,0,0,35.5417,12.5692,26.7357,1.33333,13.8632,1.44444,17.3824,casualty
181,95,135,143,282,1,18,6,150,34.5,13.5,0,23.5,33,0,0,0,31.5,21.624,34.4277,0,30.1643,14.9647,0,0,0,23.6521,24.5752,35.7994,0,18.2703,14.9406,0,0,0,19.7406,casualty
166,109,51,178,312,12,88,38,153,20,15.5,0,16.5,41,0,30.5,0,22,12.9248,33.6711,0,26.3408,16.3003,0,15.1694,0,22.0445,28.5365,33.5105,0,16.8265,19.1725,0,8.64481,0,20.4708,casualty
115,53,82,149,378,2,105,40,152,20.5,3,1.5,15,21.5,0,16,4,8.5,13.3452,20.8611,1.88889,34.0963,13.5885,0,12.4317,37.75,13.2034,30.9494,38.2222,30.1111,22.588,20.166,0,8.12667,2.75,11.3627,casualty
211,66,82,101,292,148,116,164,161,20,4.5,9.5,16.5,25.5,25.5,5,15,25.5,20.1638,38.2963,3.20802,35.234,21.8839,14.8993,22.1481,25.625,22.6569,33.617,38.7407,23.619,5.91751,20.9032,27.4722,20.1667,5.43333,19.8875,casualty
123,225,202,171,341,220,57,270,90,6,15.5,21,16.5,20,19,9.5,27.5,15,31.9815,19.391,9.26214,25.0467,15.1973,10.9877,34.3333,28.7539,8.72024,30.2593,10.17,14.4254,4.81313,23.381,18.5567,37.6667,10.7356,20.5696,casualty
156,327,179,108,340,140,51,285,57,3.5,14,13,16,21.5,17,6,33,19,29.1726,15.919,8.97329,34.1232,20.8133,8.75,37.5,25.1564,5.34375,34.5774,16.5444,29.9786,9.95969,23.8813,18.9034,37.75,12.0821,25.0625,casualty
103,200,153,187,219,196,93,302,37,4,13.5,12.5,12.5,8,26.5,21.5,26,10.5,39.75,5.22365,7.33333,27.048,18.435,12.1357,32.2143,18.7385,6.49048,23,7.82479,13.5,16.1423,28.6913,12.5102,31.5476,12.9352,32.919,casualty
170,182,132,276,304,72,96,294,101,17,7.5,10.5,39,12.5,7,15,29,27,31.6471,18.2564,6.77411,30.4469,25.4157,3.125,32.4091,21.4064,11.4231,15.4219,4.62821,23.2753,17.566,30.6341,15.9321,34.25,11.1611,30.25,casualty
49,190,212,22,404,112,90,272,4,4,24.5,18.5,0,18.5,17,19,27,0,35.5238,15.6296,12.5304,0,20.1868,6.91762,31.2807,18.8591,0,37.7619,17.0017,22.4515,0,20.5168,8.96022,24.9737,18.65,0,casualty
88,254,142,184,265,225,14,367,82,5,14.5,13.5,32,14.5,16.5,2.5,33,8.5,39.4,15.4469,14.75,36.8906,7.09509,11.4632,39.4667,26.2848,3.79356,26.6,9.29136,25.381,13.7253,30.3326,24.3064,39.2667,16.7539,13.8977,casualty
165,273,98,33,272,22,31,206,16,0,64.5,8,22,18,4.5,7,35.5,2,0,17.291,3.75,35.5644,22.6426,2.62037,38.75,24.4982,2,0,12.1005,19.1607,19.5114,24.2278,2.87037,37.6667,14.6381,14.5,casualty
92,246,83,87,299,74,37,274,37,5,21.5,5,13.5,21,9,3,30,4,19.15,15.9472,3.16667,38.4741,23.4244,4.16667,39.6667,27.5499,2.625,12.3,12.6519,31.6667,8.44386,24.801,22.4603,36.0833,13.2047,28.25,casualty
117,171,88,76,290,101,47,285,27,6,63.5,8,15,17,10.5,9,34.5,8,39,20.4651,4.3125,38.1238,19.3071,4.96776,35.9722,23.2525,2.75,14.75,6.71861,24.925,12.7452,27.897,16.6642,36.5,13.7211,32.4167,casualty
50,246,66,88,228,159,23,333,8,2,50.5,7,2,14,7,2.5,36.5,1,20,18.7315,4,20,19.5254,3.93561,40.0667,20.6337,1.5,15.5,15.9167,31.4429,9,27.8793,22.4528,33.1333,16.6467,40,casualty
17,147,0,79,171,42,77,298,21,2,15,0,3,4,5,7,50.5,4,40,9.20381,0,39.4167,19.5,1.61667,39.619,16.4664,1.5,39.5,17.7695,0,19.5,23.875,13.8,21.1667,22.8933,14.5,electricity
0,127,0,0,240,21,0,285,5,0,17,0,0,8,0,0,36.5,0,0,14.4724,0,0,26.5375,0,0,16.8488,0,0,14.7519,0,0,21.4292,0,0,16.9237,0,electricity
37,124,0,76,256,11,65,227,68,0,3,0,0,15.5,0,1.5,14,18,0,6.75,0,0,27.4034,0,17.25,29.4188,5.61111,0,8.33333,0,0,28.8782,0,19.5,26.3988,14.2407,electricity
10,121,1,6,239,5,25,238,12,0,5,0,0,25.5,0,0,23.5,0,0,10.15,0,0,26.6923,0,0,18.1556,0,0,10.175,0,0,13.8471,0,0,23.6292,0,electricity
33,117,14,80,285,36,44,412,13,2,19.5,2,2.5,19,4,0,27,0,40,10.9987,4.5,37.4667,30.7522,3,0,16.7719,0,35.5,12.9099,40.5,18.2333,17.7429,5,0,17.4334,0,electricity
89,370,108,8,316,190,186,331,8,4.5,22.5,11.5,0,20,0,12.5,38.5,0,37.1296,24.6028,5.07246,0,29.5,0,35.0455,12.9738,0,3.73148,22.0127,32.5362,0,11.869,0,14.6667,31.5298,0,electricity
28,102,0,30,288,22,16,443,10,0,13.5,0,0,31.5,0,0,33,0,0,7.38642,0,0,22.6619,0,0,16.4448,0,0,17.6988,0,0,15.8027,0,0,23.8556,0,electricity
15,181,3,6,253,36,47,445,3,0,13,0,0,19.5,0,0,23,0,0,8.48547,0,0,29.833,0,0,19.5695,0,0,26.2444,0,0,14.7253,0,0,26.3783,0,electricity
76,182,33,134,304,214,14,451,35,5.5,14,0,0,15.5,0,0,40.5,5.5,39.0667,7.35,0,0,23.1086,0,0,14.7503,2.5,33.7333,21.825,0,0,12.5374,0,0,17.1501,15.3333,electricity
113,451,126,19,377,489,63,572,128,2.5,4,8.5,0,9,0,0,26,12.5,35.3833,20.8125,5.15686,0,11.7812,0,0,22.7316,6.37719,5.86667,18.8125,17.4902,0,37.5,0,0,21.3868,11.3816,electricity
41,163,0,131,183,52,0,319,27,0,26.5,0,7.5,2,5,0,28.5,0,0,15.658,0,37.51,0.666667,4.73333,0,25.3725,0,0,20.5017,0,27.5028,1,36.9667,0,23.4794,0,electricity
0,150,12,71,286,45,87,300,30,0,23,1.5,0,18,4,6.5,53.5,0,0,20.4121,3.88889,0,29.737,3,38.3796,13.859,0,0,18.58,40.4444,0,17.2037,6,37.3704,18.828,0,electricity
16,160,14,9,351,36,91,236,0,0,20,1.5,0,25.5,1,3,22,0,0,19.2737,3.11111,0,22.818,2.5,26.4556,11.8842,0,0,21.0658,40.4444,0,17.5195,5,21.0667,20.6995,0,electricity
0,150,58,0,280,69,63,236,0,0,27,9.5,0,15,10,3,26,0,0,19.9815,9.50877,0,31.4032,4.14815,34.8833,15.7531,0,0,18,37.4912,0,19.3856,6.19259,35.4,23.6913,0,electricity
102,200,12,101,314,95,81,339,30,0,28,0,9.5,14.5,2,8,23.5,0,0,16.9278,0,38.4737,23.798,1.77778,37.0278,14.2334,0,0,21.9659,0,11.9269,17.3142,10.9722,30.6771,26.0459,0,electricity
0,158,2,14,235,13,36,265,7,0,26.5,0,0,13.5,0,0,48,0,0,27.8106,0,0,28.1594,0,0,27.9114,0,0,20.7402,0,0,28.953,0,0,26.6771,0,electricity
0,157,9,9,239,0,35,285,5,0,44,0,0,14.5,0,0,18.5,0,0,28.0956,0,0,15.213,0,0,14.7081,0,0,14.4437,0,0,30.6275,0,0,22.7749,0,electricity
0,135,0,0,136,0,0,192,0,0,21.5,0,0,17,0,0,36,0,0,19.3762,0,0,18.4825,0,0,14.1666,0,0,16.2583,0,0,17.7822,0,0,15.0257,0,electricity
0,157,21,16,225,4,39,318,28,0,44,0,0,6,0,2.5,28,4,0,21.8615,0,0,9.65476,0,38.5222,21.9392,2.875,0,20.4545,0,0,18.4524,0,38.2778,22.0585,3.75,electricity
0,149,0,0,262,0,0,374,0,0,16.5,0,0,14,0,0,36.5,0,0,22.8234,0,0,28.622,0,0,16.7238,0,0,16.0602,0,0,24.5595,0,0,22.5961,0,electricity
27,148,0,84,255,133,143,389,34,3,19.5,0,4.5,10,0,0,53.5,8.5,39.5,7.14706,0,38.1296,35.7991,0,0,24.1842,3.19608,38,11.0153,0,10.963,24.137,0,0,23.489,7.4902,electricity
0,174,0,0,292,0,0,394,0,0,4.5,0,0,9,0,0,29.5,0,0,16.2083,0,0,23.7431,0,0,20.2482,0,0,11.4583,0,0,19.75,0,0,23.3037,0,electricity
33,162,0,87,255,60,42,331,2,1,2.5,0,1.5,5.5,6,3,25,0,40.5,8,0,38.5556,22.4473,3.36111,40.5,16.503,0,35,11,0,15.4444,20.6049,31.6389,29,16.5689,0,electricity
0,194,0,0,354,0,0,432,0,0,9.5,0,0,7,0,0,17.5,0,0,18.6044,0,0,26.8081,0,0,19.3322,0,0,13.0311,0,0,23.0361,0,0,19.474,0,electricity
3,176,31,58,268,4,45,323,8,0,18.5,0,0,11,0,0,27,0,0,13.4672,0,0,18.7828,0,0,17.2534,0,0,8.85623,0,0,22.9167,0,0,28.5564,0,electricity
0,151,0,0,310,0,0,221,0,0,6,0,0,19,0,0,30,0,0,7.58333,0,0,19.6049,0,0,8.71548,0,0,14.5,0,0,19.6771,0,0,25.0556,0,electricity
